date,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue
2006-12-31,,,771249000.0,,,2865281000.0,2634186000.0,96658000.0,21958346000.0,11683452000.0,-141610000.0,,19324160000.0,,,0.0,1470485000.0,97719000.0,3775502000.0,,16034984000.0,96758000,4021000.0,506190000.0,35587000.0,6449638000.0,,,2378193000.0,1241002000.0,833293000.0,709615000.0,37458000.0,-439321000.0,996251000.0,-91518000.0,121270000.0,32961000.0,1123222000.0,5921802000.0,-37571000.0,,,742945000.0,-9670104000.0,37458000.0,37458000.0,962711000.0,135702000.0,,,,45950000.0,,,-16326000.0,1101270000.0,125229000.0,8528000.0,2466736000,-460199000.0,318589000.0,,25218762000.0,-75296000.0,229483000,24512000.0,15548658000.0,452812000,,962711000.0,-25310000.0,4497000.0,,,,
2007-03-31,,,801148000.0,,,2755593000.0,2378721000.0,118651000.0,21979495000.0,,108518000.0,,19600774000.0,432054000.0,,-4859000.0,1784091000.0,119711000.0,3765399000.0,,16005050000.0,118514000,1666000.0,387715000.0,118475000.0,6452274000.0,0.29,408003000.0,2415049000.0,1505963000.0,920921000.0,743295000.0,65003000.0,-478477000.0,979571000.0,-91683000.0,166423000.0,37458000.0,1127132000.0,5973231000.0,4068000.0,,,484240000.0,-11071827000.0,65003000.0,65003000.0,970790000.0,133078000.0,,,,43060000.0,,,-16635000.0,949487000.0,-85041000.0,4509000.0,2763662000,-482545000.0,591063000.0,0.28,26907202000.0,151770000.0,278128000,47909000.0,15835375000.0,509988000,,970790000.0,-3107000.0,27545000.0,,,,
2007-06-30,,,779603000.0,,,2672708000.0,2330326000.0,74941000.0,22288430000.0,12005986000.0,-162045000.0,,19958104000.0,432861000.0,,0.0,1015819000.0,76001000.0,3848359000.0,,16187798000.0,124103000,-223000.0,409108000.0,-21393000.0,6614813000.0,0.18,412710000.0,2503413000.0,725272000.0,808041000.0,726461000.0,38831000.0,-500627000.0,1251473000.0,-92019000.0,186385000.0,65003000.0,1153754000.0,6099896000.0,-4220000.0,,,523822000.0,-9983843000.0,38831000.0,38831000.0,915743000.0,125672000.0,,,,66514000.0,,,-9294000.0,932956000.0,140093000.0,3174000.0,2267292000,-496407000.0,334362000.0,0.18,26093588000.0,-48018000.0,290547000,62282000.0,16109745000.0,522141000,,915743000.0,-3487000.0,-26172000.0,,,,
2007-09-30,,,933675000.0,,,2480664000.0,2654951000.0,250654000.0,22824199000.0,12560573000.0,-41268000.0,,20169248000.0,433387000.0,,0.0,1208908000.0,251714000.0,3823111000.0,,16557412000.0,246345000,122000.0,531369000.0,-122305000.0,7252800000.0,0.6,419822000.0,2572364000.0,713138000.0,750131000.0,782598000.0,360868000.0,-474290000.0,1191089000.0,-97547000.0,382290000.0,38831000.0,1154794000.0,6266480000.0,-476988000.0,,,517938000.0,-10090852000.0,360868000.0,360868000.0,727222000.0,137432000.0,,,,79760000.0,,,-11083000.0,873200000.0,333896000.0,1287000.0,2399997000,-503699000.0,462431000.0,0.58,26436989000.0,-105679000.0,495770000,135945000.0,16346137000.0,708611000,,727222000.0,-21605000.0,322037000.0,,,,
2007-12-31,,,963916000.0,,,3641124000.0,2807193000.0,128861000.0,23184727000.0,11634720000.0,-448783000.0,,20377534000.0,,,0.0,1081518000.0,129922000.0,3701845000.0,,16778745000.0,91271000,7953000.0,531610000.0,-241000.0,6342160000.0,,,2666440000.0,795732000.0,951580000.0,736002000.0,51120000.0,-569397000.0,1521701000.0,-97643000.0,130577000.0,360868000.0,1176937000.0,6405982000.0,512256000.0,,,540924000.0,-10049927000.0,51120000.0,51120000.0,1726095000.0,194579000.0,,,,75943000.0,,,-21788000.0,1079345000.0,94226000.0,1569000.0,2603219000,-614206000.0,165423000.0,,26725616000.0,-230276000.0,285786000,39306000.0,16675689000.0,510161000,,1726095000.0,20326000.0,-309748000.0,,,,
2008-03-31,,,1015317000.0,,,2931138000.0,2687753000.0,152047000.0,23358620000.0,,59808000.0,-23026000.0,20670867000.0,434853000.0,,0.0,1940308000.0,153107000.0,3715725000.0,,16896592000.0,153994000,2025000.0,425133000.0,106477000.0,7139770000.0,0.35,429563000.0,2671510000.0,1610190000.0,963500000.0,647411000.0,175841000.0,-508277000.0,1088080000.0,-99679000.0,230578000.0,51120000.0,1181261000.0,6462028000.0,4648000.0,,,529730000.0,-10200128000.0,175841000.0,175841000.0,1119488000.0,133070000.0,,,,87361000.0,,,-27603000.0,1064160000.0,83291000.0,1564000.0,3028388000,-489899000.0,549707000.0,0.35,27155270000.0,82427000.0,330118000,76584000.0,16955142000.0,567829000,,1119488000.0,-8446000.0,124721000.0,,,,
2008-06-30,,,1017488000.0,,,3210815000.0,2688260000.0,104512000.0,23718643000.0,12497075000.0,-293828000.0,-456569000.0,21030383000.0,435868000.0,,0.0,1026293000.0,105572000.0,3751542000.0,,17239193000.0,105473000,24535000.0,691820000.0,-79954000.0,7139556000.0,0.24,430811000.0,2731582000.0,766457000.0,865315000.0,664547000.0,70871000.0,-556746000.0,1589222000.0,-100076000.0,160579000.0,175841000.0,1182272000.0,6479450000.0,30145000.0,,,474069000.0,-11639897000.0,70871000.0,70871000.0,1413970000.0,133723000.0,,,,50069000.0,,,-26549000.0,1028894000.0,195176000.0,1451000.0,2615515000,-550428000.0,256600000.0,0.24,28918738000.0,-108581000.0,259836000,55106000.0,17278841000.0,502974000,,1413970000.0,-11482000.0,-104970000.0,,,,
2008-09-30,,,1132672000.0,,,3023326000.0,3030678000.0,221729000.0,24500730000.0,12983530000.0,-77467000.0,,21470052000.0,439397000.0,,0.0,1181941000.0,222789000.0,3915061000.0,,17547410000.0,222695000,192000.0,727332000.0,-222245000.0,7485798000.0,0.51,434131000.0,2853838000.0,733947000.0,823394000.0,793224000.0,383975000.0,-519992000.0,1669739000.0,-103402000.0,344451000.0,70871000.0,1226519000.0,6953320000.0,-707396000.0,,,601376000.0,-11790009000.0,383975000.0,383975000.0,1258607000.0,139777000.0,190847000.0,,,61725000.0,,,-28921000.0,863888000.0,427525000.0,348342000.0,2851680000,-483038000.0,405571000.0,0.51,29345000000.0,-86438000.0,447994000,121756000.0,17554991000.0,657125000,,1258607000.0,31517000.0,313104000.0,,,,
2008-12-31,,,1187911000.0,,,3046245000.0,3015529000.0,163015000.0,24958495000.0,13543217000.0,-122243000.0,,21942966000.0,,,0.0,1097063000.0,164076000.0,4254246000.0,,17889774000.0,163558000,7278000.0,666709000.0,60623000.0,7731688000.0,,,2898276000.0,744220000.0,900781000.0,803061000.0,249198000.0,-571302000.0,1610510000.0,-79125000.0,248798000.0,383975000.0,1239460000.0,7068721000.0,629532000.0,,,455362000.0,-10501266000.0,249198000.0,249198000.0,1014022000.0,147248000.0,,,,59890000.0,,,-53669000.0,1120324000.0,-34966000.0,1514000.0,2707573000,-589881000.0,467638000.0,,28189986000.0,-39664000.0,352843000,85240000.0,17688720000.0,616549000,,1014022000.0,45434000.0,-138630000.0,,,,
2009-03-31,239218000.0,14792611000.0,1252471000.0,,45219000.0,2681588000.0,2452310000.0,173007000.0,24628261000.0,1703250000.0,334710000.0,-396527000.0,22175951000.0,455952000.0,-239175000.0,0.0,1173663000.0,174067000.0,2705617000.0,1179246000.0,17474199000.0,175818000,21369000.0,450808000.0,215901000.0,7666304000.0,0.38,455192000.0,2905800000.0,802866000.0,786599000.0,143497000.0,301315000.0,-473244000.0,1521879000.0,-101744000.0,259801000.0,249198000.0,1243121000.0,7154062000.0,19476000.0,-185140000.0,-14170000.0,155647000.0,-11970464000.0,301315000.0,301315000.0,897272000.0,131575000.0,395815000.0,114182000.0,,44638000.0,,,-52196000.0,857671000.0,-285614000.0,1270000.0,2695542000,-477838000.0,812548000.0,0.38,29917940000.0,354661000.0,370797000,87125000.0,17947476000.0,630594000,9337000.0,392936000.0,-18227000.0,52117000.0,,,,
2009-06-30,232240000.0,15257251000.0,1256405000.0,,41417000.0,2551297000.0,2558691000.0,116047000.0,24987251000.0,1724790000.0,-156418000.0,-617603000.0,22428560000.0,456766000.0,-71414000.0,0.0,1068607000.0,117107000.0,2600125000.0,1317097000.0,17808548000.0,117064000,21975000.0,435522000.0,13603000.0,8055638000.0,0.25,456307000.0,3065689000.0,789239000.0,721410000.0,170475000.0,380253000.0,-460392000.0,947476000.0,-102115000.0,171655000.0,301315000.0,1244272000.0,7178703000.0,21041000.0,-69081000.0,-11084000.0,289412000.0,-12130367000.0,380253000.0,380253000.0,828751000.0,129452000.0,616890000.0,76309000.0,,102265000.0,,,-49354000.0,793746000.0,225096000.0,1395000.0,2016083000,-469636000.0,313218000.0,0.25,30331464000.0,-172789000.0,279368000,57846000.0,18201097000.0,503455000,8607000.0,475660000.0,-18720000.0,78938000.0,,,,
2009-09-30,232286000.0,15398550000.0,1363918000.0,,47157000.0,2386498000.0,2390797000.0,219768000.0,25081208000.0,2945147000.0,139838000.0,-264424000.0,22690411000.0,457453000.0,24570000.0,0.0,1255906000.0,220828000.0,2501250000.0,1365601000.0,17785048000.0,221793000,17641000.0,554929000.0,-117724000.0,7945400000.0,0.48,456769000.0,3278098000.0,790758000.0,635563000.0,146107000.0,90206000.0,-360475000.0,1058656000.0,-105461000.0,353040000.0,380253000.0,1245609000.0,7296160000.0,17131000.0,-365853000.0,-13682000.0,264531000.0,-12258913000.0,90206000.0,90206000.0,678534000.0,129749000.0,263712000.0,75164000.0,,157804000.0,,,-54456000.0,811624000.0,-431190000.0,1509000.0,2314562000,-363212000.0,503050000.0,0.48,30773705000.0,-68027000.0,465148000,135610000.0,18514792000.0,681011000,-4692000.0,414115000.0,-18618000.0,-290047000.0,,,,
2009-12-31,211957000.0,15084946000.0,1419201000.0,,48319000.0,3015257000.0,2763411000.0,167824000.0,25488428000.0,2614837000.0,-186568000.0,-365724000.0,22725017000.0,,236004000.0,0.0,1185090000.0,168885000.0,2545400000.0,1381791000.0,18100203000.0,170849000,19345000.0,566205000.0,-11276000.0,7888628000.0,,,3435644000.0,831831000.0,729409000.0,157253000.0,107789000.0,-440556000.0,1433026000.0,-105602000.0,272342000.0,90206000.0,1248753000.0,7388225000.0,16398000.0,-1222000.0,-3554000.0,249655000.0,-12350186000.0,107789000.0,107789000.0,1002814000.0,131079000.0,388540000.0,-142870000.0,,111874000.0,,,-49709000.0,1083127000.0,169288000.0,15959000.0,2618116000,-476216000.0,289648000.0,,30858482000.0,-195819000.0,353259000,90733000.0,18508296000.0,615378000,16420000.0,425952000.0,-29668000.0,17583000.0,,,,
2010-03-31,236461000.0,15113812000.0,1472308000.0,56984000.0,58039000.0,2759838000.0,2344294000.0,166058000.0,25334501000.0,2628272000.0,74297000.0,-910889000.0,22990207000.0,459697000.0,-199311000.0,0.0,1230179000.0,167118000.0,2551877000.0,1418665000.0,17873650000.0,167340000,21666000.0,452421000.0,113784000.0,7862888000.0,0.36,458918000.0,3483845000.0,826514000.0,748058000.0,153069000.0,79504000.0,-460112000.0,1577283000.0,-105965000.0,289238000.0,107789000.0,1253018000.0,7460851000.0,16715000.0,-25355000.0,-1237000.0,131881000.0,-12518898000.0,136488000.0,79504000.0,1010356000.0,136093000.0,916541000.0,-7222000.0,,77163000.0,,,-48627000.0,842794000.0,-121731000.0,2589000.0,2807462000,-481242000.0,555539000.0,0.36,31263439000.0,132663000.0,403665000,121898000.0,18744541000.0,631457000,7129000.0,337797000.0,-27058000.0,-28285000.0,,,,
2010-06-30,234910000.0,15720743000.0,1493997000.0,63905000.0,55551000.0,2345667000.0,2263947000.0,138716000.0,25563212000.0,2641977000.0,-130097000.0,-2090309000.0,23299265000.0,460432000.0,-27005000.0,0.0,1190009000.0,139776000.0,2588376000.0,1376601000.0,18066410000.0,135625000,466000.0,464383000.0,-11962000.0,8409815000.0,0.3,460041000.0,3544181000.0,864705000.0,662461000.0,161436000.0,65988000.0,-474314000.0,1117755000.0,-106422000.0,212491000.0,79504000.0,1254049000.0,7496802000.0,9527000.0,-330505000.0,-1668000.0,147921000.0,-12694025000.0,129893000.0,65988000.0,674637000.0,134880000.0,2094225000.0,80134000.0,,60970000.0,,,-52085000.0,842277000.0,101983000.0,1705000.0,2307764000,-486089000.0,355992000.0,0.3,31768219000.0,-114172000.0,325304000,76866000.0,19074194000.0,582281000,9341000.0,383460000.0,-24182000.0,-13516000.0,,,,
2010-09-30,254868000.0,16391325000.0,1688489000.0,65573000.0,60861000.0,2199484000.0,2529513000.0,311246000.0,26301466000.0,2686115000.0,15542000.0,-307895000.0,23771953000.0,462019000.0,-56634000.0,0.0,1442587000.0,312306000.0,2622064000.0,1443300000.0,18590809000.0,312488000,16247000.0,591725000.0,-127342000.0,8864759000.0,0.68,460471000.0,3710886000.0,873957000.0,703960000.0,161553000.0,213455000.0,-586532000.0,1186200000.0,-109800000.0,478688000.0,65988000.0,1255241000.0,7710657000.0,13599000.0,-263592000.0,-3214000.0,96449000.0,-12824800000.0,279028000.0,213455000.0,454443000.0,138526000.0,305634000.0,-41242000.0,,161439000.0,,,-50737000.0,794381000.0,122346000.0,1575000.0,2628787000,-594656000.0,610198000.0,0.67,32269641000.0,-58875000.0,568630000,166200000.0,19444841000.0,872082000,10802000.0,447388000.0,-29328000.0,147467000.0,,,,
2010-12-31,251316000.0,16662658000.0,1701703000.0,0.0,65376000.0,2536533000.0,2732643000.0,135573000.0,27387690000.0,249635000.0,-1015622000.0,-472345000.0,24655047000.0,,94095000.0,0.0,1245046000.0,136634000.0,180044000.0,1476435000.0,19199191000.0,136503000,104895000.0,560800000.0,34759000.0,9263144000.0,,,3482964000.0,922676000.0,718474000.0,163907000.0,108437000.0,-1285766000.0,1321888000.0,-109923000.0,208174000.0,213455000.0,1310814000.0,8188499000.0,16400000.0,59069000.0,-1927000.0,388541000.0,-12609866000.0,108437000.0,108437000.0,521815000.0,139122000.0,472118000.0,-61419000.0,,114888000.0,269087000.0,,-53093000.0,979750000.0,802973000.0,451389000.0,2566934000,-1387835000.0,372213000.0,,33272948000.0,-215753000.0,322370000,71671000.0,20663082000.0,598612000,8535000.0,493894000.0,24416000.0,-112877000.0,,,,
2011-03-31,254768000.0,16695430000.0,1781386000.0,0.0,75298000.0,2484756000.0,2514129000.0,202509000.0,27466649000.0,226783000.0,119104000.0,-704701000.0,24952520000.0,484301000.0,-72424000.0,0.0,1333281000.0,203569000.0,168473000.0,1511278000.0,19180186000.0,203467000,25723000.0,442205000.0,118595000.0,9264123000.0,0.42,483641000.0,3658418000.0,906618000.0,765421000.0,158230000.0,94338000.0,-624348000.0,1483259000.0,-115621000.0,315468000.0,108437000.0,1315391000.0,8286463000.0,-77563000.0,-551000.0,-901000.0,420747000.0,-12789838000.0,94338000.0,94338000.0,586261000.0,136918000.0,699156000.0,-46947000.0,,114852000.0,265213000.0,,-51847000.0,848568000.0,-49194000.0,1878000.0,2816540000,-540339000.0,659443000.0,0.42,33698171000.0,73025000.0,426663000,112001000.0,20908333000.0,677109000,9895000.0,455718000.0,-13244000.0,-14099000.0,,,,
2011-06-30,251977000.0,17024920000.0,1812505000.0,0.0,65497000.0,2638759000.0,2478963000.0,157702000.0,28003224000.0,225757000.0,-118257000.0,-525767000.0,25524261000.0,485241000.0,104540000.0,0.0,1278862000.0,158762000.0,163817000.0,1517058000.0,19663679000.0,158671000,22423000.0,484772000.0,-42567000.0,9263556000.0,0.33,484918000.0,3755195000.0,919420000.0,679560000.0,165313000.0,101603000.0,-465535000.0,1159360000.0,-116094000.0,243204000.0,94338000.0,1316336000.0,8339545000.0,114887000.0,-1190000.0,-60000.0,381457000.0,-12963474000.0,101603000.0,101603000.0,709927000.0,146338000.0,527335000.0,85861000.0,,82785000.0,258161000.0,,-50983000.0,957521000.0,9127000.0,1911000.0,2438222000,-581930000.0,463673000.0,0.33,34477013000.0,-31139000.0,359442000,84533000.0,21513539000.0,618806000,10404000.0,489394000.0,-13606000.0,7265000.0,,,,
2011-09-30,278483000.0,17348388000.0,2019440000.0,0.0,71280000.0,2653183000.0,2861473000.0,333658000.0,28537854000.0,221616000.0,319065000.0,-515568000.0,25676381000.0,485894000.0,-114797000.0,0.0,1587085000.0,338332000.0,164495000.0,1399527000.0,20001571000.0,338295000,21813000.0,608007000.0,-123235000.0,9450157000.0,0.69,485344000.0,3897835000.0,935589000.0,752123000.0,162374000.0,194155000.0,-571072000.0,1244513000.0,-119655000.0,531599000.0,101603000.0,1317349000.0,8536283000.0,-88178000.0,-519184000.0,-807000.0,412211000.0,-13100950000.0,194155000.0,194155000.0,512414000.0,141710000.0,515418000.0,-72563000.0,,191718000.0,256764000.0,,-80969000.0,837259000.0,-137378000.0,2375000.0,2831598000,-481937000.0,801002000.0,0.69,34830438000.0,-6481000.0,651496000,193304000.0,21729488000.0,915638000,11644000.0,763504000.0,-11840000.0,92552000.0,,,,
2011-12-31,224527000.0,17426430000.0,2032556000.0,0.0,69303000.0,3588639000.0,2982564000.0,140509000.0,29497267000.0,203313000.0,-119957000.0,-352606000.0,26514703000.0,486991000.0,96429000.0,-104980000.0,1269475000.0,140509000.0,155926000.0,1463515000.0,21015069000.0,140941000,21207000.0,618232000.0,-10225000.0,8848513000.0,0.29,486223000.0,4107120000.0,925474000.0,753120000.0,177111000.0,60684000.0,-586846000.0,1298935000.0,-123390000.0,219419000.0,194155000.0,1216234000.0,8482198000.0,11066000.0,415302000.0,-678000.0,402235000.0,-13300299000.0,60684000.0,60684000.0,1278922000.0,145789000.0,356733000.0,-46052000.0,,77212000.0,248345000.0,,-94035000.0,902078000.0,-28029000.0,32527000.0,2568410000,-601361000.0,481404000.0,0.29,35653666000.0,-2978000.0,344001000,78478000.0,22353367000.0,559511000,13063000.0,814328000.0,-12533000.0,-133471000.0,,,,
2012-03-31,259097000.0,17207540000.0,2089275000.0,0.0,63707000.0,3708042000.0,2542834000.0,183893000.0,29453253000.0,219273000.0,-19735000.0,-213618000.0,26910419000.0,487995000.0,-202649000.0,0.0,1288849000.0,183893000.0,192157000.0,1537490000.0,20915582000.0,183769000,30952000.0,474359000.0,143873000.0,8598363000.0,0.38,487360000.0,4298743000.0,908687000.0,718145000.0,161930000.0,99742000.0,-399012000.0,1289230000.0,-119162000.0,259284000.0,60684000.0,1217339000.0,8537671000.0,98378000.0,-758000.0,-172000.0,333053000.0,-13399289000.0,99742000.0,99742000.0,1648681000.0,151830000.0,213618000.0,-52643000.0,,167426000.0,247224000.0,-41836000.0,-67515000.0,786187000.0,-39413000.0,1598000.0,2578079000,-497218000.0,477483000.0,0.38,36071975000.0,-131575000.0,380162000,75515000.0,22672686000.0,639786000,3883000.0,625579000.0,-13450000.0,39058000.0,,,,
2012-06-30,254785000.0,17415416000.0,2140639000.0,0.0,58615000.0,3831222000.0,2560408000.0,183060000.0,29820143000.0,217053000.0,-218531000.0,-157743000.0,27259735000.0,488017000.0,25573000.0,0.0,1324592000.0,183060000.0,193566000.0,1522203000.0,21246638000.0,183075000,15741000.0,473137000.0,1222000.0,8706403000.0,0.38,487717000.0,4405215000.0,918902000.0,645264000.0,176855000.0,63530000.0,-557350000.0,950076000.0,-119348000.0,284876000.0,99742000.0,1218214000.0,8573505000.0,25201000.0,-1697000.0,-207000.0,366226000.0,-13544274000.0,63530000.0,63530000.0,1792594000.0,151921000.0,181743000.0,51715000.0,,110932000.0,244922000.0,0.0,-102006000.0,871069000.0,133325000.0,2100000.0,2274668000,-606344000.0,387813000.0,0.38,36592128000.0,-152172000.0,405690000,101801000.0,23047854000.0,663438000,13366000.0,643980000.0,-15194000.0,-36212000.0,,,,
2012-09-30,272919000.0,19046801000.0,2406016000.0,0.0,68920000.0,3160534000.0,3370844000.0,398106000.0,31057498000.0,224400000.0,4344000.0,-129648000.0,27686654000.0,488578000.0,58800000.0,0.0,1660521000.0,398106000.0,203506000.0,1578381000.0,22207335000.0,398147000,23838000.0,562721000.0,-89584000.0,10105947000.0,0.82,488084000.0,4635043000.0,940087000.0,704580000.0,160621000.0,747273000.0,-653234000.0,1063820000.0,-124058000.0,600992000.0,63530000.0,1219032000.0,8850163000.0,16555000.0,-651077000.0,-400000.0,353807000.0,-13744415000.0,747273000.0,747273000.0,1163462000.0,143280000.0,162540000.0,-124875000.0,,162055000.0,252879000.0,0.0,-109600000.0,885099000.0,630352000.0,2180000.0,2724341000,-702281000.0,706625000.0,0.81,37146012000.0,-26423000.0,720434000,202845000.0,23401597000.0,983323000,3637000.0,554907000.0,-15860000.0,683743000.0,,,,
2012-12-31,259552000.0,19329536000.0,2413816000.0,,-183877000.0,2937073000.0,2625139000.0,140170000.0,31140686000.0,229207000.0,-331531000.0,-601016000.0,28515547000.0,489136000.0,17949000.0,0.0,720403000.0,140170000.0,200008000.0,1617865000.0,22266609000.0,140208000,27379000.0,535574000.0,27147000.0,10143905000.0,0.29,488428000.0,4517670000.0,404006000.0,718046000.0,162494000.0,82323000.0,-723346000.0,1830732000.0,-124189000.0,210250000.0,747273000.0,1219899000.0,8874077000.0,113062000.0,-649231000.0,-201000.0,352977000.0,-13793296000.0,82323000.0,82323000.0,860155000.0,127565000.0,529175000.0,-71433000.0,,61071000.0,252888000.0,23307000.0,-112653000.0,959093000.0,-374439000.0,2172000.0,2551135000,-764366000.0,432835000.0,0.29,37602644000.0,-82263000.0,316397000,70042000.0,23809348000.0,569504000,6084000.0,489142000.0,9688000.0,-664950000.0,,,,
2013-03-31,280526000.0,19906045000.0,2516332000.0,0.0,2139000.0,2526517000.0,2704671000.0,236570000.0,31587675000.0,250679000.0,-109923000.0,-586239000.0,28883004000.0,490531000.0,5311000.0,0.0,880789000.0,236570000.0,177076000.0,1663648000.0,22432562000.0,236588000,31253000.0,447709000.0,87865000.0,10642009000.0,0.48,489781000.0,4725052000.0,426165000.0,789209000.0,135532000.0,112960000.0,-713264000.0,1902060000.0,-124426000.0,355022000.0,82323000.0,1236888000.0,9155113000.0,40509000.0,-251367000.0,-231000.0,369206000.0,-13988285000.0,112960000.0,112960000.0,431929000.0,125046000.0,584948000.0,-72205000.0,,129005000.0,259200000.0,0.0,-113620000.0,932547000.0,101573000.0,160084000.0,2782849000,-752251000.0,642328000.0,0.48,38207516000.0,3905000.0,454624000,118434000.0,24219231000.0,728774000,8167000.0,478190000.0,-18042000.0,30637000.0,,,,
2013-06-30,276617000.0,20269207000.0,2572935000.0,0.0,1407000.0,2696810000.0,2818200000.0,196857000.0,32266262000.0,245443000.0,-412630000.0,-304461000.0,29448062000.0,498036000.0,-3686000.0,0.0,808666000.0,196857000.0,184150000.0,1622978000.0,22966017000.0,196882000,30051000.0,494890000.0,-47181000.0,10816477000.0,0.4,497747000.0,4901237000.0,406430000.0,719069000.0,156751000.0,58821000.0,-798713000.0,1770247000.0,-125966000.0,295775000.0,112960000.0,1243239000.0,9300245000.0,49658000.0,-400149000.0,-1935000.0,396308000.0,-14139079000.0,58821000.0,58821000.0,636042000.0,124283000.0,302552000.0,-6735000.0,,103365000.0,261684000.0,0.0,-111835000.0,998607000.0,312677000.0,67029000.0,2578913000,-844527000.0,431897000.0,0.4,38952490000.0,-133795000.0,402236000,98893000.0,24813411000.0,663992000,10580000.0,523831000.0,-20396000.0,-54139000.0,,,,
2013-09-30,259927000.0,20740305000.0,2797486000.0,0.0,2386000.0,2839061000.0,3120741000.0,364752000.0,33126652000.0,239519000.0,71263000.0,-286698000.0,30005911000.0,498641000.0,-4922000.0,0.0,1066702000.0,364752000.0,178169000.0,1679987000.0,23579366000.0,364536000,28153000.0,604628000.0,-110602000.0,10914273000.0,0.73,498149000.0,5266553000.0,401589000.0,786874000.0,134612000.0,101834000.0,-798817000.0,1755636000.0,-131756000.0,557885000.0,58821000.0,1244064000.0,9547286000.0,61456000.0,-3348000.0,-1252000.0,396271000.0,-14283762000.0,101834000.0,101834000.0,582538000.0,129361000.0,285097000.0,-29548000.0,,172319000.0,266676000.0,0.0,-109980000.0,965572000.0,-86853000.0,2307000.0,2822338000,-857420000.0,928683000.0,0.73,39626340000.0,149681000.0,665113000,193349000.0,25342578000.0,915737000,9615000.0,681160000.0,-19685000.0,43013000.0,,,,
2013-12-31,282862000.0,20687042000.0,2807983000.0,0.0,2360000.0,3654498000.0,3218040000.0,150055000.0,33907490000.0,237217000.0,-359999000.0,-304483000.0,30689450000.0,498802000.0,135738000.0,0.0,750487000.0,150055000.0,217241000.0,1755990000.0,24341540000.0,150055000,31218000.0,576538000.0,26330000.0,10910754000.0,0.3,498499000.0,5410285000.0,424905000.0,744160000.0,159372000.0,107144000.0,-902590000.0,1980335000.0,-131894000.0,223355000.0,101834000.0,1244929000.0,9565950000.0,58412000.0,2413000.0,-4086000.0,417801000.0,-14450993000.0,107144000.0,107144000.0,1039763000.0,127368000.0,288694000.0,-423000.0,,104620000.0,275555000.0,0.0,-106275000.0,1261238000.0,326772000.0,2347000.0,2730822000,-941127000.0,581128000.0,0.3,40573152000.0,37651000.0,325582000,73300000.0,26122159000.0,607455000,-3749000.0,675927000.0,-23029000.0,5310000.0,,,,
