date,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2003-09-30,101223850.0,441000000,1000000,2200000000,136000000.0,449000000,,,1101000000,-1237000000.0,501000000,501000000,,903000000,,169000000.0,,24000000.0,191000000,1609000000,-467000000,-744000000,-2000000.0,5826000000,-64000000,422000000,0.89,181000000,3137000000.0,47000000.0,1900000000,1171000000,60000000,,,224000000,,43000000.0,933000000,2253000000,,358000000,,183000000,5416000000,3683000000,99812000.0,89000000,8681000000,380000000,,3265000000,,925000000,,0,364000000,5936000000,89000000,89000000,0.88,338000000,189000000,2382000000,-12000000,,1684000000,183000000,501000000,-28000000.0,107000000,1355000000,,5462000000,,,
2003-12-31,,501000000,1000000,2377000000,177000000.0,-367000000,,,1567000000,-1548000000.0,489000000,489000000,,1017000000,,448000000.0,,26000000.0,-701000000,1678000000,781000000,-656000000,0.0,6229000000,-121000000,-679000000,,219000000,3430000000.0,70000000.0,1882000000,1200000000,-12000000,,,270000000,,51000000.0,1022000000,3016000000,,-800000000,,186000000,6418000000,3937000000,,100000000,9884000000,433000000,,3466000000,,903000000,,0,407000000,6953000000,107000000,100000000,,-422000000,206000000,2867000000,95000000,,2377000000,188000000,489000000,-13000000.0,-124000000,1495000000,,5822000000,,,
2004-03-31,107692308.0,489000000,1000000,2428000000,146000000.0,0,,,1719000000,-1548000000.0,523000000,523000000,,1884000000,52000000.0,248000000.0,,10000000.0,-877000000,1946000000,803000000,-671000000,5000000.0,5739000000,-52000000,-720000000,0.7,187000000,3614000000.0,58000000.0,2066000000,1410000000,34000000,,,238000000,,51000000.0,1081000000,2939000000,,-772000000,,178000000,7779000000,5294000000,100000000.0,70000000,11225000000,417000000,,3446000000,,900000000,,0,365000000,8233000000,70000000,70000000,0.65,-1105000000,191000000,3950000000,-5000000,,2331000000,178000000,523000000,-12000000.0,-47000000,1587000000,,5374000000,,,
2004-06-30,112000000.0,523000000,1000000,2782000000,201000000.0,-18000000,,,1387000000,-1548000000.0,524000000,524000000,,792000000,62000000.0,235000000.0,,-7000000.0,131000000,2100000000,-270000000,-749000000,331000000.0,6657000000,-68000000,404000000,1.08,304000000,3558000000.0,58000000.0,2010000000,1194000000,1000000,,,354000000,,50000000.0,1182000000,3416000000,,336000000,,192000000,7446000000,4141000000,103703704.0,112000000,10844000000,407000000,,3398000000,,898000000,,0,496000000,7557000000,112000000,112000000,1.0,206000000,183000000,3583000000,-65000000,,2826000000,192000000,524000000,-28000000.0,-118000000,1889000000,,6161000000,,,
2004-09-30,118954248.0,524000000,1000000,3100000000,337000000.0,-51000000,,,1609000000,-1548000000.0,610000000,610000000,,272000000,52000000.0,358000000.0,,-52000000.0,1075000000,2262000000,-780000000,-603000000,3000000.0,6560000000,-88000000,1256000000,1.65,322000000,3686000000.0,100000000.0,2138000000,1446000000,86000000,,,375000000,,53000000.0,1350000000,3287000000,,1168000000,,231000000,7041000000,4013000000,110303030.0,182000000,10808000000,453000000,,3767000000,,1009000000,,0,553000000,7300000000,182000000,182000000,1.53,943000000,200000000,2775000000,33000000,,2634000000,231000000,610000000,-32000000.0,-430000000,1936000000,,6007000000,,,
2004-12-31,,610000000,1000000,3375000000,220000000.0,6000000,,,1526000000,-1810000000.0,432000000,446000000,,681000000,48000000.0,323000000.0,,-7000000.0,-291000000,1898000000,173000000,-427000000,9000000.0,6212000000,-229000000,-138000000,,91000000,4346000000.0,73000000.0,2536000000,556000000,-178000000,,,149000000,,58000000.0,1440000000,3350000000,14000000.0,-367000000,,270000000,6668000000,3902000000,,105000000,10907000000,518000000,,4239000000,,1107000000,,0,472000000,7252000000,105000000,105000000,,284000000,232000000,2636000000,148000000,,2600000000,381000000,432000000,-14000000.0,-246000000,1928000000,729000000.0,5740000000,,,
2005-03-31,119512195.0,432000000,1000000,3419000000,157000000.0,-6000000,,,1660000000,-1810000000.0,339000000,339000000,,805000000,57000000.0,336000000.0,,9000000.0,-402000000,1839000000,264000000,-470000000,3000000.0,5451000000,-94000000,-226000000,0.88,189000000,4360000000.0,44000000.0,2550000000,1170000000,-93000000,,,252000000,,63000000.0,1524000000,3490000000,,-320000000,,196000000,6770000000,3852000000,111363636.0,98000000,11050000000,541000000,,4280000000,,1134000000,,0,385000000,7342000000,98000000,98000000,0.82,-267000000,221000000,2866000000,2000000,,2728000000,196000000,339000000,-14000000.0,-124000000,1799000000,,5066000000,,,
2005-06-30,120212766.0,339000000,1000000,3718000000,187000000.0,19000000,,,1549000000,-1810000000.0,414000000,414000000,,764000000,50000000.0,367000000.0,,-36000000.0,-192000000,2042000000,280000000,-281000000,6000000.0,5872000000,-118000000,-123000000,1.02,184000000,4599000000.0,52000000.0,2789000000,1210000000,75000000,,,252000000,,68000000.0,1623000000,3925000000,,-241000000,,243000000,7506000000,4072000000,110784314.0,113000000,12023000000,564000000,,4517000000,,1088000000,,0,427000000,7997000000,113000000,113000000,0.94,-573000000,224000000,3592000000,27000000,,3137000000,243000000,414000000,-45000000.0,-94000000,1802000000,,5445000000,,,
2005-09-30,120567376.0,414000000,1000000,4018000000,174000000.0,-2000000,,,1715000000,-1810000000.0,326000000,326000000,,765000000,56000000.0,378000000.0,,-53000000.0,163000000,2027000000,-261000000,-147000000,3000000.0,6226000000,-130000000,299000000,1.53,177000000,4762000000.0,-18000000.0,2952000000,1260000000,-88000000,,,247000000,,70000000.0,1776000000,3702000000,,169000000,,230000000,7319000000,4152000000,111111111.0,170000000,12203000000,594000000,,4884000000,,1195000000,,0,407000000,7854000000,170000000,170000000,1.41,624000000,233000000,3049000000,24000000,,2875000000,230000000,326000000,-31000000.0,-132000000,2081000000,,5819000000,,,
2005-12-31,,326000000,1000000,4226000000,1000000.0,36000000,,,1637000000,-2491000000.0,354000000,354000000,,589000000,68000000.0,308000000.0,,-158000000.0,236000000,1803000000,-262000000,-312000000,1000000.0,6726000000,-180000000,432000000,,65000000,5391000000.0,-160000000.0,2900000000,1187000000,28000000,,,142000000,,77000000.0,1907000000,3278000000,,252000000,,287000000,6564000000,3617000000,,149000000,11446000000,576000000,,4882000000,,1212000000,,0,352000000,6895000000,149000000,149000000,,205000000,145000000,2769000000,-22000000,,2557000000,287000000,354000000,-30000000.0,-130000000,1702000000,,6374000000,,,
2006-03-31,120833333.0,354000000,1000000,4502000000,68000000.0,7000000,,,1540000000,-2491000000.0,280000000,291000000,,730000000,61000000.0,132000000.0,,-32000000.0,-155000000,1666000000,62000000,-98000000,2000000.0,5601000000,-70000000,-54000000,0.49,57000000,5515000000.0,11000000.0,3024000000,438000000,-74000000,,,135000000,,78000000.0,1947000000,3243000000,11000000.0,-124000000,185000000.0,227000000,6371000000,3483000000,118367347.0,58000000,11579000000,607000000,-33000000.0,5208000000,,1317000000,,-17000000,284000000,6726000000,58000000,58000000,0.48,135000000,151000000,2698000000,56000000,,2485000000,227000000,280000000,-18000000.0,-96000000,1611000000,615000000.0,5317000000,,,
2006-06-30,120000000.0,280000000,1000000,4540000000,21000000.0,12000000,,,1790000000,-2491000000.0,279000000,279000000,,796000000,67000000.0,126000000.0,,-55000000.0,-317000000,1943000000,453000000,-78000000,7000000.0,5980000000,-111000000,-346000000,0.25,70000000,5594000000.0,-3000000.0,3103000000,1111000000,-1000000,,,149000000,,79000000.0,1960000000,3635000000,,-457000000,188000000.0,218000000,7167000000,3885000000,120000000.0,30000000,12424000000,618000000,-19000000.0,5257000000,,1276000000,,1000000,288000000,7520000000,30000000,30000000,0.25,-547000000,145000000,3300000000,2000000,,2872000000,218000000,279000000,-18000000.0,-109000000,1690000000,,5692000000,,,
2006-09-30,120714286.0,279000000,1000000,4714000000,203000000.0,-6000000,,,1979000000,-2491000000.0,287000000,287000000,19000000.0,927000000,66000000.0,123000000.0,,37000000.0,-487000000,2008000000,313000000,-85000000,2000000.0,6965000000,-134000000,-148000000,1.41,230000000,5656000000.0,25000000.0,3165000000,1313000000,8000000,24000000.0,,312000000,,82000000.0,2110000000,3837000000,,-282000000,189000000.0,255000000,7804000000,4289000000,119858156.0,169000000,13221000000,577000000,-16000000.0,5417000000,,1371000000,,16000000,485000000,8126000000,169000000,169000000,1.4,-139000000,146000000,3430000000,20000000,,3114000000,255000000,287000000,-34000000.0,-156000000,2008000000,,6480000000,,,
2006-12-31,,287000000,691000000,5668000000,230000000.0,-16000000,,,2316000000,-2242000000.0,365000000,365000000,-19000000.0,610000000,86000000.0,99000000.0,,-141000000.0,105000000,2328000000,63000000,-63000000,682000000.0,7683000000,-188000000,259000000,,236000000,5688000000.0,-69000000.0,3446000000,1523000000,78000000,26000000.0,,321000000,,85000000.0,2350000000,3754000000,,71000000,236000000.0,278000000,8393000000,4515000000,,264000000,14347000000,700000000,-23000000.0,5954000000,,1459000000,,-27000000,514000000,8269000000,264000000,264000000,,-178000000,180000000,3684000000,35000000,,2874000000,278000000,365000000,-4000000.0,-250000000,1879000000,,7169000000,,,
2007-03-31,120000000.0,365000000,690000000,5775000000,27000000.0,-7000000,,,1935000000,-2242000000.0,485000000,487000000,,530000000,70000000.0,101000000.0,,-47000000.0,-225000000,2609000000,380000000,66000000,16000000.0,8189000000,-84000000,-182000000,0.05,35000000,5786000000.0,6000000.0,3544000000,982000000,120000000,17000000.0,,121000000,,86000000.0,2292000000,4355000000,2000000.0,-266000000,238000000.0,265000000,9119000000,4819000000,120000000.0,6000000,15386000000,794000000,-3000000.0,6267000000,,1566000000,,-6000000,300000000,9174000000,14000000,14000000,0.05,-151000000,188000000,3910000000,36000000,,3373000000,265000000,485000000,-28000000.0,-84000000,2173000000,644000000.0,7889000000,,,
2007-06-30,122307692.0,485000000,691000000,6148000000,277000000.0,10000000,,,2894000000,-2242000000.0,466000000,481000000,,929000000,79000000.0,105000000.0,,-40000000.0,-820000000,2984000000,699000000,290000000,4000000.0,9915000000,-126000000,-594000000,1.32,225000000,5981000000.0,70000000.0,3739000000,1877000000,-19000000,27000000.0,,315000000,,90000000.0,2430000000,4774000000,15000000.0,-720000000,249000000.0,307000000,11460000000,6601000000,120454545.0,159000000,18029000000,911000000,-23000000.0,6569000000,,1567000000,,-1000000,532000000,11375000000,168000000,168000000,1.3,-781000000,193000000,4839000000,90000000,,3670000000,307000000,466000000,-28000000.0,-137000000,2490000000,741000000.0,9383000000,,,
2007-09-30,127037037.0,466000000,691000000,6706000000,547000000.0,-2000000,,,3706000000,-2242000000.0,845000000,864000000,,1635000000,102000000.0,112000000.0,,23000000.0,-306000000,3614000000,433000000,511000000,3000000.0,12676000000,-172000000,134000000,2.84,554000000,6209000000.0,145000000.0,3967000000,2636000000,379000000,-5000000.0,,649000000,,95000000.0,2753000000,4562000000,19000000.0,-38000000,251000000.0,353000000,13760000000,8956000000,120774648.0,343000000,20826000000,904000000,-10000000.0,7066000000,,1797000000,,27000000,907000000,13518000000,351000000,351000000,2.7,-639000000,178000000,5622000000,57000000,,3480000000,353000000,845000000,-28000000.0,-209000000,2697000000,953000000.0,11769000000,,,
2007-12-31,,845000000,1554000000,7945000000,-73000000.0,-23000000,,,4056000000,-2942000000.0,981000000,981000000,,1112000000,102000000.0,139000000.0,,2000000.0,-131000000,4061000000,250000000,669000000,854000000.0,7056000000,-276000000,231000000,,342000000,7158000000.0,89000000.0,4216000000,2424000000,136000000,125000000.0,,456000000,,114000000.0,2962000000,4460000000,,-45000000,354000000.0,434000000,14518000000,8834000000,,230000000,21991000000,876000000,-3000000.0,7473000000,,1861000000,,57000000,776000000,13294000000,245000000,245000000,,-172000000,149000000,5924000000,82000000,,3435000000,434000000,981000000,-30000000.0,-364000000,2541000000,1071000000.0,6280000000,,,
2008-03-31,128571429.0,981000000,1554000000,8283000000,419000000.0,-16000000,,,4599000000,-2942000000.0,723000000,723000000,,1671000000,98000000.0,137000000.0,,-11000000.0,-633000000,4501000000,307000000,745000000,3000000.0,12469000000,-148000000,-353000000,2.23,465000000,7281000000.0,117000000.0,4339000000,2812000000,-258000000,41000000.0,,573000000,,108000000.0,3195000000,4420000000,,-501000000,387000000.0,402000000,15873000000,10229000000,121076233.0,270000000,23647000000,949000000,-61000000.0,7774000000,,1920000000,,-62000000,867000000,14649000000,289000000,289000000,2.1,-480000000,149000000,6512000000,24000000,,3322000000,402000000,723000000,-43000000.0,-231000000,3037000000,994000000.0,11602000000,,,
2008-06-30,137788430.0,723000000,1554000000,9475000000,1204000000.0,-32000000,,,4954000000,-2942000000.0,1100000000,1100000000,,2019000000,90000000.0,162000000.0,,33000000.0,-1059000000,5503000000,705000000,1200000000,27000000.0,14365000000,-224000000,-130000000,6.01,991000000,7654000000.0,337000000.0,4712000000,3412000000,377000000,41000000.0,,1110000000,,119000000.0,3905000000,5022000000,,-354000000,409000000.0,460000000,19508000000,12289000000,121564112.0,731000000,27662000000,1146000000,-18000000.0,8154000000,,1932000000,,-1000000,1451000000,17311000000,751000000,751000000,5.45,-1882000000,149000000,8792000000,242000000,,3727000000,460000000,1100000000,-40000000.0,-257000000,3501000000,1212000000.0,12914000000,,,
2008-09-30,137839070.0,1100000000,1554000000,8710000000,315000000.0,78000000,,,4047000000,-2942000000.0,1494000000,1494000000,0.0,1332000000,97000000.0,115000000.0,,-44000000.0,1417000000,5634000000,-1475000000,214000000,-23000000.0,14797000000,-222000000,2210000000,1.77,827000000,7240000000.0,5000000.0,4298000000,2611000000,394000000,29000000.0,,944000000,,117000000.0,4097000000,4106000000,,1988000000,366000000.0,382000000,17282000000,11064000000,121616824.0,215000000,24640000000,981000000,11000000.0,7358000000,,1808000000,,-52000000,1209000000,15170000000,234000000,234000000,1.7,909000000,164000000,6995000000,-458000000,,2961000000,382000000,1494000000,-42000000.0,-167000000,3536000000,1262000000.0,13588000000,,,
2008-12-31,,1494000000,1554000000,7436000000,-401000000.0,17000000,,,3268000000,-2661000000.0,1004000000,1004000000,,551000000,76000000.0,107000000.0,,-229000000.0,736000000,4158000000,-683000000,-811000000,0.0,10943000000,-302000000,816000000,,140000000,6630000000.0,-214000000.0,3969000000,3261000000,-490000000,211000000.0,,-290000000,,,3844000000,4720000000,,514000000,325000000.0,369000000,13176000000,8074000000,,-230000000,20230000000,1556000000,-26000000.0,7054000000,,1028000000,761000000.0,142000000,509000000,12794000000,18000000,-210000000,,548000000,132000000,5653000000,-547000000,,3032000000,369000000,1004000000,-197000000.0,-451000000,2350000000,,10434000000,,,
2009-03-31,121730058.0,1004000000,1554000000,7111000000,-216000000.0,-28000000,-4000000.0,-499000000.0,3320000000,,498000000,498000000,30000000.0,685000000,67000000.0,105000000.0,374000000.0,-133000000.0,-296000000,2976000000,30000000,-878000000,0.0,9198000000,-112000000,-363000000,-1.76,-159000000,,-34000000.0,3918000000,2699000000,-506000000,23000000.0,10000000.0,-54000000,,,3584000000,3975000000,,-475000000,324000000.0,294000000,11066000000,6438000000,121730058.0,-214000000,18189000000,853000000,-52000000.0,7123000000,-1155000000.0,1177000000,757000000.0,-26000000,135000000,10413000000,-176000000,-195000000,-1.76,603000000,124000000,4961000000,-26000000,,2998000000,294000000,498000000,-50000000.0,-165000000,1939000000,,9063000000,,,
2009-06-30,137576049.0,498000000,1554000000,8111000000,396000000.0,0,-15000000.0,-1880000000.0,3728000000,,489000000,489000000,30000000.0,1329000000,66000000.0,114000000.0,-13000000.0,29000000.0,-1406000000,3361000000,1501000000,-152000000,1000000.0,10994000000,-234000000,-1391000000,2.474179,422000000,,79000000.0,4584000000,3096000000,-9000000,37000000.0,6000000.0,462000000,,,3852000000,5008000000,,-1625000000,376000000.0,309000000,13326000000,7890000000,121730058.0,302000000,21808000000,942000000,33000000.0,8482000000,44000000.0,1649000000,781000000.0,23000000,412000000,12898000000,331000000,322000000,2.28,-1131000000,145000000,6690000000,5000000,,3921000000,-10000000,489000000,-43000000.0,-182000000,2098000000,,10582000000,,,
2009-09-30,143540130.0,489000000,1554000000,9522000000,100000000.0,47000000,-9000000.0,-1069000000.0,3893000000,,1101000000,1101000000,32000000.0,453000000,79000000.0,152000000.0,-209000000.0,-59000000.0,1163000000,3106000000,-462000000,269000000,761000000.0,11298000000,-250000000,1207000000,1.730363,-6000000,,-97000000.0,5051000000,3021000000,612000000,22000000.0,0.0,298000000,,,4081000000,4781000000,,957000000,377000000.0,349000000,12506000000,6686000000,121878864.0,232000000,21860000000,992000000,0.0,9354000000,-433000000.0,1823000000,801000000.0,27000000,343000000,11467000000,197000000,232000000,1.62,2147000000,164000000,4835000000,165000000,,3625000000,349000000,1101000000,-47000000.0,-165000000,2381000000,,10955000000,,,
