date,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyBasicEPS,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2010-02-28,,1438000,15202000,115351000,,250792000,371167000,3093000,4229000,0.09,,537417000,129028000,,120375000.0,0.0,154596156.0,,,6197000,40096000,13843000,,,13641000,122047000,,13641000,408389000,121906000,,6769000.0,89167000,,,0.0,35430000,1179000,39139000,0.0,2000.0,141000.0,53737000,13764000,150993483.0,40096000,13843000,1561000,13883000,0.09,2713000.0,415536000,141000.0,69787000,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,-47417000.0,-734000,5216000,118118000,,281104000,419009000,3664000,4190000,,,596420000,132606000,23312000.0,137905000.0,0.0,,,1518000.0,11038000,46572000,5773000,,,3653000,168842000,224755000.0,3653000,463814000,168705000,165535000.0,5750000.0,86581000,,,0.0,36356000,1922000,44838000,0.0,2000.0,137000.0,50225000,5950000,,46572000,5773000,-4911000,17163000,,2818000.0,427567000,137000.0,107065000,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,,6116000,68325000,128206000,,293298000,487586000,5350000,4167000,0.4,,685264000,145604000,,194288000.0,0.0,155403984.0,,,11798000,59963000,62361000,,,65924000,186427000,,65924000,539660000,186294000,,9994000.0,192308000,,,0.0,66421000,2071000,63891000,0.0,2000.0,133000.0,125887000,62209000,152089469.0,59963000,62361000,2401000,17753000,0.41,2828000.0,498978000,133000.0,100611000,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,-296000,1457000,142103000,,248732000,504523000,9694000,8501000,0.01,,728751000,173016000,,255791000.0,0.0,156189905.0,,,10388000,53119000,1836000,,,-2050000,213709000,,-2050000,555735000,212506000,,6989000.0,95660000,,,0.0,44591000,2425000,53095000,0.0,2000.0,1203000.0,51069000,1753000,153431993.0,53119000,1836000,3507000,17345000,0.01,8544000.0,515269000,1203000.0,137910000,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,1884000,25158000,153338000,,538668000,538668000,6941000,8838000,0.15,,777889000,181528000,,,0.0,155160000.0,,,9001000,56390000,23274000,,,21206000,229079000,,21206000,596361000,227901000,,6648000.0,132518000,,,0.0,54922000,2390000,57416000,0.0,2000.0,1178000.0,77596000,23274000,155160000.0,56390000,23274000,3952000,17307000,0.15,8670000.0,548810000,1178000.0,150652000,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,-64523000.0,532000,14835000,160421000,,317260000,613644000,7826000,8478000,,,863370000,188101000,46562000.0,296384000.0,10046000.0,,,1540000.0,9518000,68737000,14303000,,,11958000,289147000,323432000.0,11958000,675269000,288000000,224944000.0,5221000.0,137386000,,,2403000.0,56691000,1655000,2489000,0.0,2000.0,1147000.0,80695000,14303000,,68737000,14303000,-10140000,18011000,,7588000.0,574223000,1147000.0,194317000,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,,9228000,99937000,170727000,,398389000,706043000,8749000,4407000,0.58,,968986000,189477000,,307654000.0,0.0,156497963.0,,,8357000,84488000,90709000,,,94765000,288419000,,94765000,779509000,288299000,,15026000.0,271980000,,,0.0,92727000,2924000,90236000,0.0,2000.0,120000.0,179253000,90709000,154051990.0,84488000,90709000,5172000,17468000,0.59,1796000.0,680567000,120000.0,174680000,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,,-922000,2392000,176705000,,379179000,705523000,11272000,4373000,0.02,,983509000,199740000,,326344000.0,0.0,165700000.0,,,8458000,74808000,3314000,,,-3990000,296135000,,-3990000,783769000,296018000,,12030000.0,131981000,,,0.0,61163000,2886000,73760000,0.0,2002000.0,117000.0,70818000,3314000,165700000.0,74808000,3314000,6382000,17238000,0.02,1796000.0,687374000,117000.0,201770000,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,,1220000,23635000,187231000,,457314000,757747000,21329000,4390000,0.14,,1061316000,220422000,,300433000.0,1000.0,160107143.0,,,9330000,85995000,22415000,,,16579000,338299000,,16579000,840894000,338182000,,10817000.0,174469000,,,1000.0,71895000,3287000,78198000,0.0,2002000.0,117000.0,102574000,22415000,160107143.0,85995000,22415000,7056000,19295000,0.14,1820000.0,723017000,117000.0,239836000,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,-88255000.0,1246000,17496000,204342000,,428261000,800055000,12819000,4309000,0.1,,1128817000,230162000,55138000.0,371794000.0,14572000.0,157035760.0,,1555000.0,8943000,105603000,16250000,,,9443000,438415000,386971000.0,9443000,898655000,438303000,292597000.0,10012000.0,193288000,,,9934000.0,78242000,3794000,99773000,0.0,2002000.0,112000.0,115046000,16250000,154973651.0,105603000,16250000,8053000,20074000,0.1,1798000.0,690402000,112000.0,269411000,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,,13035000,109294000,217608000,,586682000,890544000,14111000,4286000,0.61,,1234445000,249502000,,303862000.0,0.0,157134426.0,,,9758000,116058000,95852000,,,101555000,439831000,,101555000,984943000,439730000,,22533000.0,335829000,,,0.0,118216000,4183000,113730000,0.0,3002000.0,101000.0,217613000,96259000,154600000.0,116058000,95852000,7739000,20734000,0.62,1804000.0,794614000,101000.0,243621000,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,,-3908000,-19677000,249052000,,282349000,839646000,12832000,913000,-0.1,,1209718000,274833000,,557297000.0,0.0,157930678.0,,,9958000,112084000,-15769000,,,-26857000,405069000,,-26857000,934885000,398911000,249052000.0,13011000.0,165906000,,,0.0,80679000,4174000,96917000,4312000.0,3978000.0,6158000.0,85227000,-15769000,155856826.0,112084000,-15769000,7180000,21264000,-0.1,3704000.0,804649000,1846000.0,278040000,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,3874000,31883000,251215000,,514395000,892865000,15464000,884000,0.18,,1264402000,280987000,,378470000.0,0.0,158344168.0,,,8355000,103790000,28009000,,,23490000,423808000,,23490000,983415000,417593000,251215000.0,15745000.0,218474000,,,0.0,91194000,6166000,98457000,4384000.0,3564000.0,6215000.0,127280000,28009000,155907570.0,103790000,28009000,8393000,21376000,0.18,3707000.0,840594000,1831000.0,293860000,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,-124545000.0,2354000,30531000,251804000,,417166000,972153000,12600000,862000,0.18,,1353441000,282609000,190590000.0,554987000.0,12603000.0,157774804.0,,1573000.0,8569000,121180000,28177000,,,24377000,496189000,500770000.0,24377000,1070832000,489835000,251804000.0,16472000.0,239645000,,,0.0,94088000,3530000,131499000,4518000.0,8267000.0,6354000.0,145557000,28177000,155714549.0,121180000,28177000,6154000,22540000,0.18,3760000.0,857252000,1836000.0,332194000,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,18760000,145696000,247255000,,480618000,1118415000,12655000,833000,0.81,,1505820000,275667000,,637797000.0,0.0,157108421.0,,,13910000,120586000,126476000,,,135468000,578912000,,135468000,1230153000,572494000,247255000.0,29001000.0,388663000,,,0.0,132609000,4225000,150751000,4601000.0,7823000.0,6418000.0,256054000,126476000,155136247.0,120586000,126476000,10228000,21936000,0.82,3769000.0,926908000,1817000.0,323745000,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,,5562000,10365000,243251000,,420629000,1091801000,13393000,806000,0.03,,1465393000,272455000,,671172000.0,0.0,157845516.0,,,11485000,110192000,4266000,,,664000,521537000,,664000,1192938000,519733000,243251000.0,24064000.0,208330000,,,56184000.0,97474000,3817000,112503000,0.0,7316000.0,1804000.0,110856000,4266000,155837230.0,110192000,4266000,9701000,24407000,0.03,3786000.0,943856000,1804000.0,363696000,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,-192000,42344000,236127000,,355782000,1151619000,1789000,772000,0.27,,1518702000,266202000,,795837000.0,0.0,158378574.0,,,10796000,115985000,42080000,,,30655000,527107000,,30655000,1252500000,525340000,236127000.0,13688000.0,254407000,,,0.0,107767000,3700000,117054000,0.0,7340000.0,1767000.0,146640000,42080000,156297278.0,115985000,42080000,11689000,23388000,0.27,3753000.0,991595000,1767000.0,381358000,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,-156373000.0,1912000,44794000,229679000,,371593000,1113492000,1840000,736000,0.27,,1603545000,369870000,195427000.0,741899000.0,15609000.0,158284927.0,,1584000.0,8586000,146509000,42882000,,,27159000,577787000,654744000.0,27159000,1233675000,576065000,229679000.0,17720000.0,287487000,,,98489000.0,113819000,2782000,168918000,0.0,117113000.0,1722000.0,173668000,42882000,156868796.0,146509000,42882000,17635000,22366000,0.27,3692000.0,1025758000,1722000.0,380837000,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,14193000,126613000,235200000,,547855000,1152892000,1701000,729000,0.71,,1761556000,484417000,,605037000.0,0.0,158557580.0,,,17621000,134985000,112360000,,,110521000,604791000,,110521000,1277139000,603070000,235200000.0,28051000.0,393982000,,,0.0,148476000,3375000,158442000,0.0,222289000.0,1721000.0,245506000,112360000,157683856.0,134985000,112360000,16092000,24076000,0.71,3755000.0,1156765000,1721000.0,398949000,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,,1225000,3834000,235679000,,451686000,1058525000,5282000,716000,0.02,,1754318000,571924000,,606839000.0,0.0,157394907.0,,,11689000,134624000,2390000,,,-12982000,616876000,,-12982000,1182394000,615173000,235679000.0,22934000.0,236243000,,,65404000.0,114601000,5827000,139790000,0.0,305822000.0,1703000.0,121642000,2390000,156541669.0,134624000,2390000,16816000,24676000,0.02,3755000.0,1137442000,1703000.0,440746000,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,6333000,47705000,236613000,,411929000,1059781000,1995000,4196000,0.26,,1765923000,577020000,,647852000.0,0.0,157773251.0,,,15737000,130235000,40967000,,,31387000,614836000,,31387000,1188903000,612306000,236613000.0,23521000.0,287733000,,,64396000.0,126111000,4085000,147268000,0.0,301468000.0,2530000.0,161622000,40919000,157773251.0,130235000,40967000,16318000,24694000,0.26,11067000.0,1147383000,2530000.0,424906000,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,-187701000.0,4470000,40214000,235725000,,531298000,1200324000,3599000,3919000,0.23,,1951537000,602657000,253115000.0,669026000.0,11979000.0,156372850.0,,1584000.0,17888000,168789000,35186000,,,22493000,727693000,824015000.0,22493000,1348880000,725232000,235725000.0,25376000.0,328808000,,,69091000.0,137526000,4222000,178803000,0.0,325991000.0,2461000.0,191282000,34939000,155527330.0,168789000,35186000,17721000,23983000,0.23,11194000.0,1220348000,2461000.0,501170000,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,17939000,147521000,235443000,,525449000,1316017000,5358000,3537000,0.82,,2080231000,614785000,,790568000.0,0.0,157010006.0,,,20336000,156992000,128543000,,,129846000,818487000,,129846000,1465446000,816181000,235443000.0,36610000.0,458489000,,,68952000.0,171651000,3262000,184674000,0.0,336318000.0,2306000.0,286838000,128584000,156562405.0,156992000,128543000,17675000,25974000,0.82,10882000.0,1260350000,2306000.0,511728000,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,455000,7421000,237267000,,524053000,1294275000,4306000,3249000,0.04,,2101147000,671063000,,770222000.0,0.0,157301183.0,,,23491000,154246000,5883000,,,-10399000,799487000,,-10399000,1430084000,797273000,237267000.0,30040000.0,278082000,,,71363000.0,134235000,3646000,149531000,0.0,390739000.0,2214000.0,143847000,5880000,156673931.0,154246000,5883000,17820000,28255000,0.04,10861000.0,1288289000,2214000.0,586455000,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,8515000,58422000,236570000,,464061000,1550951000,4360000,2901000,0.31,,2129934000,445398000,,1086890000.0,0.0,157721515.0,,,17615000,159570000,48442000,,,42297000,805691000,,42297000,1684536000,803594000,236570000.0,31784000.0,346912000,,,94983000.0,145045000,4459000,168811000,0.0,154556000.0,2097000.0,201867000,48770000,156932343.0,159570000,48442000,16125000,25803000,0.31,10589000.0,1310873000,2097000.0,585349000,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,-211138000.0,10622000,53920000,241604000,,709209000,1733960000,10650000,2618000,0.27,,2354834000,485498000,247645000.0,1024751000.0,8916000.0,157536118.0,,1584000.0,21395000,198099000,42016000,,,33333000,920172000,931930000.0,33333000,1869336000,918190000,241604000.0,32806000.0,394865000,,,86706000.0,163433000,3747000,217044000,0.0,178863000.0,1982000.0,231432000,42094000,156963155.0,198099000,42016000,20587000,27303000,0.27,10545000.0,1404572000,1982000.0,646903000,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,22711000,166631000,254489000,,591081000,1862817000,3864000,2314000,0.89,,2510715000,504298000,,1271736000.0,0.0,157829525.0,,,24367000,178115000,141062000,,,152584000,941476000,,152584000,2006417000,939606000,254489000.0,42802000.0,534069000,,,96345000.0,203370000,3277000,215298000,0.0,199248000.0,1870000.0,330699000,142083000,157447723.0,178115000,141062000,14047000,29339000,0.9,10390000.0,1535312000,1870000.0,657098000,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,2870000,16098000,253322000,,520689000,1898287000,5335000,1992000,0.07,,2570158000,510881000,,1377598000.0,0.0,157865564.0,,,27024000,177616000,10360000,,,214000,1021672000,,214000,2059277000,1019937000,253322000.0,37276000.0,341238000,,,143717000.0,163408000,3091000,190900000,0.0,203350000.0,1735000.0,177830000,12382000,157470996.0,177616000,10360000,15884000,30190000,0.07,10079000.0,1513593000,1735000.0,764696000,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,,10583000,77265000,263110000,,535929000,1970569000,7902000,4347000,0.43,,2659410000,533002000,,1434640000.0,0.0,158039414.0,,,21416000,196783000,67619000,,,57515000,1048272000,,57515000,2126408000,1045961000,263110000.0,43460000.0,437849000,,,183082000.0,183551000,3162000,220515000,0.0,195397000.0,2311000.0,254298000,66422000,157607555.0,196783000,67619000,19750000,28168000,0.43,15634000.0,1574328000,2311000.0,760521000,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,-237160000.0,14460000,70715000,286468000,,641018000,2165788000,21424000,4005000,0.35,,2924979000,598717000,259136000.0,1524770000.0,14069000.0,158211421.0,,1584000.0,24258000,235260000,55416000,,,51836000,1204901000,1171109000.0,51836000,2326262000,1202681000,286468000.0,51045000.0,486353000,,,195085000.0,199257000,3343000,260700000,0.0,217259000.0,2220000.0,287096000,55909000,157679354.0,235260000,55416000,18879000,31742000,0.35,14083000.0,1680948000,2220000.0,866630000,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,,26878000,186010000,337706000,,838910000,2392889000,17207000,3742000,1.0,,3237404000,662176000,,1553979000.0,0.0,158234303.0,,,26882000,229894000,158393000,,,161077000,1377378000,,161077000,2575228000,1374617000,337706000.0,63022000.0,661165000,,,122398000.0,270194000,4261000,283534000,0.0,230299000.0,2761000.0,390971000,159157000,157983415.0,229894000,158393000,24933000,31801000,1.0,18194000.0,1818624000,2761000.0,930008000,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,,2973000,10508000,368741000,,818138000,2428398000,10492000,7876000,0.03,,3377071000,719630000,,1610260000.0,0.0,158322404.0,,,34292000,252995000,4279000,,,-13070000,1510763000,,-13070000,2657441000,1507029000,368741000.0,54423000.0,467183000,,,87473000.0,227258000,4539000,280993000,0.0,242099000.0,3734000.0,239925000,7759000,158119910.0,252995000,4279000,23578000,34775000,0.03,29225000.0,1821083000,3734000.0,1137304000,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,,13409000,80269000,422688000,,721530000,2517558000,10400000,9155000,0.43,,3574698000,842711000,,1796028000.0,,158736059.0,,,40500000,290891000,68376000,,,58367000,1499144000,,58367000,2731987000,1495865000,422688000.0,56127000.0,618081000,,,,268823000,5427000,315239000,,297854000.0,3279000.0,349258000,66602000,158253243.0,290891000,68376000,21902000,42176000,0.43,32122000.0,2028929000,3279000.0,1083783000,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,-277357000.0,16148000,80237000,453377000,,983319000,2714823000,22976000,8544000,0.41,,3977712000,1035798000,508404000.0,1731504000.0,18831000.0,158934539.0,,1584000.0,39889000,344951000,65082000,,,56585000,1978281000,1352543000.0,56585000,2941914000,1750884000,453377000.0,67233000.0,701001000,,,,299465000,3179000,373537000,206624000.0,433333000.0,227397000.0,401536000,63719000,158319910.0,344951000,65082000,23652000,40175000,0.41,31729000.0,1982718000,20773000.0,1270195000,,,,,,,,,,,,,,,,,,,,,,,
