date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments
2004-03-31,,22531342333.857018,1722561334.48239,1640534604.41421,,24816086867.955032,6032965974.436021,-81026404.41726,290094533.335367,290094533.335367,223072693.369534,242295129.0,624203410.564207,10587450153.292355,576187763.304404,189061609.798508,,79025752.352771,250081494.333521,-1098357923.918183,13440379843.199463,,649211559.463706,290094533.335367,1210394433.42841,-1000325.650921,273088991.931179,10003260.322448,3978296415.551929,912297292.597733,-46014995.195314,1.553591,245554469.0,11375707024.755571,127041399.612575,,,1884614143.316911,1886614794.618752,39012713.350925,,603196565.03104,250081494.333521,250081494.333521,148048245.145742,5344741701.621391,2850929037.84262,922300551.394884,-1538501354.463782,298097140.830677,1.578644,-8871891100.654352,-257083776.177911,1457474950.046522,-218071063.589634,195063565.991977,,2284744534.098016,28869407731.730755,2852929689.907109,,-5001629.7799,-95030968.106039,-327106594.621803,102033249.950428,777253285.489849,19997516631.0764,5401760282.790073,467152231.509586,111036183.859307,,,,,,,
2004-06-30,,25954674975.24678,1954556960.904918,1331060295.838459,,28999100103.51346,8588841699.420925,-411365825.322606,250199303.909508,250199303.909508,48038266.224609,247180669.0,733878410.072475,13840024687.209337,690550078.760239,733584358.966666,,96076532.449218,202161037.684899,-3590377028.375615,17585007865.52252,,673536525.99838,250199303.909508,1389106534.84953,-4003660.367262,545434481.982658,-27021524.798224,4560632909.028174,877699157.640493,-46058348.589378,1.357676,250505729.0,11414092237.24084,-195095609.909913,,,2299831999.909988,2005597619.190495,342272647.6942,,388309319.211497,202161037.684899,202161037.684899,250081494.333521,5386290611.029434,2720166830.687989,1245285787.281513,-1208687001.022431,511407377.209037,1.357676,-8876070500.165022,2745065653.071907,797321175.699825,-12112296.247145,390310913.918809,,3044425128.266675,31857376949.503433,3744983179.063278,,-41035041.737398,140111610.009301,-63204319.297007,-47990200.35398,1005801200.906118,22981306449.338413,5602462810.165321,-294014313.330223,43086587.600983,,,,,,,
2004-09-30,,26689137302.864754,2063922655.587184,1180811509.764587,,29643164066.4769,8027919874.880074,-84027602.323503,392604842.252159,392604842.252159,199798901.830811,233721773.0,690855917.531238,13641270021.170483,906088020.044561,549446980.232955,,102896434.319968,106892412.721319,-260283845.825438,17572313413.52215,,682313249.391448,392604842.252159,1274716993.474417,-5984953.792631,699296156.011386,287710418.731515,4707262126.245847,990003558.543915,-44788903.775152,2.107256,235999763.0,12070850652.954748,216904391.475432,,7912636.90007,2407576766.387301,2056929694.177721,83915538.499354,,724271019.434027,106892412.721319,106892412.721319,202161037.684899,5406558283.050135,2455528503.239004,978015624.132764,-1140898273.808342,284713434.930502,2.132351,-9058882208.073328,-891588651.448187,1056870671.484839,414622.374541,469527419.34205,,2954026762.819242,32658129495.159332,3931043393.14457,,-127788373.083437,76922577.089891,-46249686.783702,-95001824.245787,1324666718.733894,23599247287.086006,5940021350.470587,-173137918.972265,29692218.35092,,,,,,,
2004-12-31,,27708000000.0,1898000000.0,2450011908.594264,,31213000000.0,7742000000.0,350419832.063369,1278938122.725363,2580938122.725363,-440358497.133659,,353062261.832079,13958000000.0,1023000000.0,188000000.0,,119279526.47896,602000000.0,690018798.119237,16905000000.0,,2044000000.0,2580938122.725363,1342058161.736138,5988939.810814,513000000.0,247245339.718837,5193000000.0,-345036818.401668,-46137752.440156,,,14308000000.0,-124850181.178094,,-4947714.460153,2524000000.0,1879000000.0,492000000.0,,1046000000.0,602000000.0,602000000.0,106892412.721319,5299000000.0,3792070070.330402,2040157241.969886,-928913370.705445,1687094980.137806,,-11465000000.0,-1433393225.445809,1279333202.768814,-774231262.537762,1815060792.584781,,3505000000.0,34605000000.0,2947000000.0,,-2174955.399266,536122669.859418,527560600.702511,529958774.649339,880000000.0,23140000000.0,7935000000.0,-212999999.207098,97185010.18879,,,,,,,
2005-03-31,,28491979233.694305,1555343800.115731,1870210958.088782,,31056897095.147556,7691754848.309498,406828358.270646,-124947284.45069,-44981022.567579,73968792.262544,215788846.0,685710698.520294,13826166740.514177,1250472426.221377,186921138.298752,,99957827.560552,440814020.831611,-1405407058.774903,17485622815.57411,,2118106370.174423,-44981022.567579,1761256925.684054,-1999156.815739,208911859.965281,-1002577012.482434,4883939465.983302,846642801.521038,-43981444.159709,-0.45007,219950730.0,13571274279.573448,154934633.380177,,18991987.269571,2513939369.265107,1952176376.787633,359848180.54063,,1020569422.170786,440814020.831611,440814020.831611,601746123.005704,5207802827.973878,3631467883.772836,1600324822.68331,-1518359404.81111,914614124.163016,-0.45007,-11460164956.60081,-738688347.52418,1925187763.081756,-759679491.60949,-187920715.87997,,2564917861.453253,35320098450.85558,3659456075.886583,,567760462.098041,-62973431.42928,-287878544.267174,-160932103.000744,1520358560.800198,23859933494.254772,7282927333.223113,660721241.630156,100957406.795073,,,,,,,
2005-06-30,,26811548275.158363,2144202448.083328,1439821924.182068,,30031859802.12891,6864453725.592634,-580168089.218207,787543516.130086,840647595.180566,70137463.266506,213605119.0,677961979.922859,12473446858.061777,1141236722.882518,309606802.226866,,101198339.646052,325638222.42539,633894962.843341,16464268517.762686,,2224359548.259649,840647595.180566,2148210303.337034,-1006735.236765,424832634.85274,-128251361.588193,4467756409.586626,843653486.41677,-66234569.194957,4.699071,218479823.0,13567591285.182526,-306231161.656805,,,2492885837.197153,1887699725.723242,325638221.60909,,1002965724.38451,325638222.42539,325638222.42539,440814020.831611,5112019107.947496,3588032227.519101,1982518796.843122,-1458474928.761671,1304556816.920264,4.799068,-11487514517.893293,-1572842049.0343,878306839.543465,-905584278.553117,1075107115.686018,,3220311526.970548,33581817407.594852,3990821658.884608,,-581787955.077862,287563599.555933,-388446994.490744,-118615786.047777,1793515130.9345,22094302889.70156,7362429714.131783,-834060971.761417,83403925.079804,,,,,,,
2005-09-30,,28910884976.562164,2840041670.322109,1674256010.837311,,33316296080.50574,8216441343.482561,-424038010.419144,265723209.048295,265723209.048295,220770034.834215,198485811.0,672206648.095358,14100312409.581558,1273673278.286673,218772116.286071,,217773157.011998,145848077.237346,-2203389098.752995,19527659014.320732,,2448449572.098224,265723209.048295,2349552589.343311,-104881726.749371,679292414.742184,-734235184.277298,4610197787.812325,1003954231.281985,-63602927.857221,1.497355,203290695.0,13788637066.185007,-319213364.640415,,,2596295568.743818,2457440207.285081,740228941.641939,,1405535923.106696,145848077.237346,145848077.237346,325638222.42539,5101685828.9253,4023808600.180622,2021893894.981293,-1624372819.052686,1345598358.061325,1.547284,-11453069910.119123,632279588.490704,1200334808.633542,-446536473.246846,393590016.772029,,4405411103.943577,35319209745.83925,5427346604.739173,,-159791448.232066,127866807.723735,-38929415.871592,-175977613.037232,2751134281.168021,23866139835.720123,7171529775.942889,-287180569.184956,85357715.12981,,,,,,,
2005-12-31,2524000000.0,30544000000.0,1851000000.0,1337908349.890337,,34148000000.0,6703000000.0,1102377741.366705,1902964604.997205,2367103000.043005,198648272.48097,,733120673.461489,13270000000.0,1278000000.0,73000000.0,,105435997.075646,105000000.0,-1306098805.315443,18141000000.0,,3139000000.0,2367103000.043005,2012461915.45177,-17112381.198125,103000000.0,1545376716.982755,5289000000.0,641071750.74184,-64181058.788113,,,16007000000.0,222509892.917043,,,,2741000000.0,1545000000.0,,1262000000.0,105000000.0,105000000.0,145848077.237346,5131000000.0,3350370265.342106,2104510838.171419,-2323792847.374532,1371390164.70993,,-14458000000.0,-1716749191.932224,3426170588.741238,-2199756.590547,2811330883.756935,,3604000000.0,39339000000.0,4871000000.0,,-107181058.788113,908366279.619834,771254954.62951,-32474497.914248,2057000000.0,24881000000.0,9481000000.0,1209520299.316217,24280952.995312,,,,,,,
2006-03-31,2526064133.642134,29267087231.08595,1569525177.560473,564908870.303654,,32849851469.37725,5828377159.032424,336541454.794991,1474372087.836679,1476375310.516384,748203769.943387,197832028.0,766232776.634071,12592259434.722937,964551849.373821,73117637.6737,,88141809.915938,324522117.001201,1236990168.982673,16239126806.484818,,841353636.987476,1476375310.516384,4112616706.98233,-10016115.114085,90145032.595642,-50080573.854864,5799330426.316692,1653660541.259221,-64103134.328358,8.505833,201775136.0,16610724662.892433,1434307629.0959,,77124083.03311,,2523059300.051467,1598571910.276205,,1358185156.973752,324522117.001201,324522117.001201,105169204.83788,0.0,4677525577.285984,3225188942.35718,-1964160097.786927,2458956165.723109,8.705953,-14481298672.15646,-1884031180.30537,2300701552.581918,-979576019.900498,2323738616.400755,,3582764237.433522,40380968132.6128,3646867371.76188,,2036276123.691885,849366528.564076,517833131.755018,219352912.163321,1050690434.036713,25899669460.45634,10106259758.963802,-1291077189.054726,52083796.534569,,,,,,,
2006-06-30,2620934660.743134,31369124008.257046,1519701610.123856,1342503200.502603,,34412531711.541916,5765455580.685694,422308229.283272,1594785681.206247,2159417899.838449,75084071.979896,188589917.0,790510308.9879,12549051173.038952,1013134406.749237,73081830.012565,,83093038.951714,253283601.687309,-220852400.179944,16326280536.707952,,860964021.719619,2159417899.838449,2465760912.76252,-996215.706235,109122184.527015,186208497.576737,5770461185.604021,917026794.112368,-82060524.799267,12.72644,192348815.0,18086251175.73147,794187616.820453,,-59103906.224638,,2294569229.04326,1161300306.946688,,1802017719.439957,253283601.687309,253283601.687309,324522117.001201,0.0,3808264113.265123,2339619673.308203,-1904171272.70311,1548734118.650153,12.976081,-14476209010.94956,-1230456111.024733,2326479501.986382,-1095747720.002572,1663863027.28415,,3043407703.284868,42363434336.74385,3777229363.669,,1546735774.531055,69077346.077903,-228509175.553259,-71187011.068365,1409578304.613175,27887225325.794292,11278628680.667744,-1062558177.127288,49029420.123123,,,,,,,
2006-09-30,2619561878.918144,31960256492.029373,1468436101.558302,1261233461.400681,,35212437058.928894,6233095842.73688,169057790.397826,1344314712.52015,1359329397.277449,54052862.260433,180668361.0,791553501.338445,13422126571.735626,1020998516.926384,,,83081252.015046,134131177.68225,-1234351176.468858,16708340422.711803,,823805666.308436,1359329397.277449,2663604951.638904,2003520.145055,152148798.137202,582569742.074154,6168032212.072363,924904538.778435,-80057580.349358,8.24297,183926059.0,18504096636.217087,-104080223.066388,,,,2165117441.339781,1497464490.417338,,1794755234.640874,134131177.68225,134131177.68225,253283601.687309,0.0,3924838413.039584,2530474751.925488,-1486905944.573548,1738700412.860469,8.392844,-14472153476.62547,-542088767.240559,1655963734.971374,-900586640.716669,1946904032.778076,,3252180567.795092,42989042423.42826,3286213850.976178,,-3534964909.148966,602589320.257926,401351510.393261,-119137512.23592,1121096409.636396,28516888946.802795,11805545587.49776,1319624124.018303,39023834.211017,,,,,,,
2006-12-31,2525000000.0,31403000000.0,1721000000.0,1728227175.353752,,35104000000.0,6577000000.0,446092525.523912,638684844.169801,658116080.960057,83816938.921727,,763703413.039584,13948000000.0,1131000000.0,257000000.0,,141751349.632814,402000000.0,-606786592.333871,17639000000.0,,667000000.0,658116080.960057,2262638895.75497,-1991189.324736,176000000.0,-517710708.400502,6240000000.0,927257017.732402,-77778760.523016,,,17465000000.0,225250608.096006,,,,2494000000.0,1402000000.0,,1375000000.0,402000000.0,402000000.0,134131177.68225,0.0,3990866071.108723,2099085291.062153,-1243762684.936414,1335381878.022569,,-17363000000.0,-637423941.429339,1689855210.460326,-1243089619.380262,1010197838.079885,,3701000000.0,45574000000.0,3691000000.0,,89953010.926025,371512993.910084,259324533.404979,267971611.140964,940000000.0,28211000000.0,11344000000.0,-58988757.836289,38862949.131291,,,,,,,
2007-03-31,2545976720.700416,35206849662.79473,2014190456.830791,2679922885.74896,,39379172722.78086,6974196930.478502,418831662.621359,496800325.9362,496800325.9362,94961832.524272,177292931.0,842661317.614424,17665899721.74064,4563165972.60749,259895542.649098,,100959422.676838,336864607.316227,-1247498605.235784,22472967664.7018,,3864446801.317614,496800325.9362,2369047832.004161,10995579.923717,566772202.669903,-571770194.174757,6128536818.654646,1029586189.320388,-152938530.686546,3.200113,179877107.0,16906205058.079058,-57976698.162275,,18992366.504854,,3208710355.409154,897639221.567268,,1485402987.170596,336864607.316227,336864607.316227,401838493.411928,0.0,5048970717.753121,2182122960.298197,-1489401380.027739,1339461642.683773,3.249957,-17533952753.98752,-725708323.509015,1908233042.649098,-1093560475.901526,681726000.346741,,4172323059.98613,46330378894.76421,4807067942.961165,,156936923.543689,184925674.410541,-189923665.915395,-64973886.0957,1338462044.902913,28796426140.7767,10868631679.958391,13994375.866852,75969466.019417,,,,,,,
2007-06-30,2717395373.414749,36840573647.72193,2240203974.635979,2630542545.796148,,41524636503.52278,6943234688.586191,976803433.667978,1443553897.604509,1443553897.604509,94839294.504462,161370874.0,896391856.645792,18080362824.800377,4671084846.406764,470203240.958196,,160727646.782527,554061143.259746,-1090539589.221708,23150771018.31846,,3911372179.426961,1443553897.604509,2972962315.641146,-13990504.301359,689831081.258807,-37935718.177548,6466043289.807421,1049222093.001409,-150547212.855022,9.443354,162796299.0,18373865485.204323,-44849063.228049,,,,3520035300.140911,911455538.750587,,2310085560.356975,554061143.259746,554061143.259746,336864607.316227,0.0,5603504861.437295,2821219443.870362,-1185066733.64065,1923740222.639737,9.54326,-17511327055.894787,-838640886.448711,2161870167.308628,-710382742.510875,1806938143.72945,,4684062855.800845,47723133150.77501,5070408193.518084,,-380557997.287231,363384245.185533,79111437.639209,217715065.992366,1080169652.418976,30211806094.880226,11542441333.020197,631911136.580307,76771713.877248,,,,,,,
