date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments
2015-03-31,2850000000.0,18774000000.0,940000000.0,606000000.0,,22836000000.0,5925000000.0,-254000000.0,-1707000000.0,-1707000000.0,72000000.0,151560000.0,,10005000000.0,1633000000.0,1291000000.0,,125000000.0,2030000000.0,268000000.0,13319000000.0,,400000000.0,-1707000000.0,643000000.0,-16000000.0,,-2559000000.0,1070000000.0,613000000.0,-38000000.0,-11.25,151560000.0,9517000000.0,29000000.0,,137000000.0,,1903000000.0,607000000.0,-82000000.0,1168000000.0,2030000000.0,2030000000.0,338000000.0,0.0,1249000000.0,-2063000000.0,-736000000.0,30000000.0,-11.25,-34354000000.0,968000000.0,482000000.0,,-2654000000.0,-35000000.0,4062000000.0,49516000000.0,3314000000.0,16000000.0,-13000000.0,-947000000.0,-963000000.0,1692000000.0,13000000.0,15162000000.0,3429000000.0,102000000.0,1088000000.0,,,,,,,
2015-06-30,2862000000.0,16946000000.0,751000000.0,499000000.0,,19043000000.0,6112000000.0,-445000000.0,-1610000000.0,-1610000000.0,84000000.0,168240000.0,,9419000000.0,1667000000.0,,-121000000.0,278000000.0,496000000.0,-681000000.0,11226000000.0,,367000000.0,-1610000000.0,331000000.0,-17000000.0,,-1997000000.0,259000000.0,604000000.0,-37000000.0,-9.55,168240000.0,7817000000.0,43000000.0,,,,1744000000.0,330000000.0,-1319000000.0,1115000000.0,496000000.0,496000000.0,2030000000.0,0.0,830000000.0,-1876000000.0,-743000000.0,-273000000.0,-9.55,-37088000000.0,-1170000000.0,298000000.0,,-2548000000.0,-3000000.0,2097000000.0,50417000000.0,1807000000.0,2000000.0,117000000.0,-938000000.0,-903000000.0,-1534000000.0,26000000.0,13329000000.0,1764000000.0,51000000.0,0.0,,,,,,,
2015-09-30,2812000000.0,15423000000.0,705000000.0,439000000.0,,17294000000.0,6128000000.0,-20000000.0,-1236000000.0,-1236000000.0,61000000.0,168620000.0,,8981000000.0,1508000000.0,,-170000000.0,105000000.0,352000000.0,-544000000.0,10575000000.0,,311000000.0,-1236000000.0,873000000.0,-15000000.0,,-2018000000.0,20000000.0,581000000.0,-38000000.0,-7.35,168620000.0,6719000000.0,0.0,,0.0,,1535000000.0,427000000.0,-15000000.0,1291000000.0,352000000.0,352000000.0,496000000.0,0.0,1312000000.0,-1374000000.0,-473000000.0,292000000.0,-7.35,-37997000000.0,-36000000.0,453000000.0,,-1831000000.0,0.0,1871000000.0,49479000000.0,1594000000.0,4000000.0,82000000.0,-595000000.0,-576000000.0,-144000000.0,10000000.0,11482000000.0,469000000.0,-12000000.0,0.0,,,,,,,
2015-12-31,2790000000.0,14037000000.0,602000000.0,411000000.0,962000000.0,15644000000.0,5363000000.0,168000000.0,-612000000.0,-612000000.0,58000000.0,,,8144000000.0,1461000000.0,,-188000000.0,106000000.0,271000000.0,292000000.0,9477000000.0,161000000.0,26000000.0,-612000000.0,620000000.0,-13000000.0,,-994000000.0,24000000.0,497000000.0,-39000000.0,,,6167000000.0,-1000000.0,,0.0,,254000000.0,385000000.0,-640000000.0,1390000000.0,271000000.0,271000000.0,352000000.0,0.0,1031000000.0,-595000000.0,-280000000.0,123000000.0,,-38587000000.0,-816000000.0,448000000.0,,-977000000.0,-32000000.0,1607000000.0,48444000000.0,1333000000.0,6000000.0,65000000.0,-365000000.0,-369000000.0,-81000000.0,16000000.0,9857000000.0,-202000000.0,40000000.0,0.0,,,,,,,
2016-03-31,2835000000.0,13702000000.0,612000000.0,357000000.0,,15203000000.0,5402000000.0,-202000000.0,-379000000.0,-379000000.0,79000000.0,169980000.0,,8339000000.0,1553000000.0,,,103000000.0,222000000.0,-342000000.0,9698000000.0,,274000000.0,-379000000.0,396000000.0,-15000000.0,,-446000000.0,26000000.0,527000000.0,-13000000.0,-2.25,169980000.0,5505000000.0,0.0,,12000000.0,,1339000000.0,344000000.0,-415000000.0,1120000000.0,222000000.0,222000000.0,271000000.0,0.0,753000000.0,-316000000.0,-359000000.0,-131000000.0,-2.25,-40761000000.0,127000000.0,157000000.0,,-680000000.0,-1000000.0,1501000000.0,49958000000.0,1359000000.0,6000000.0,55000000.0,-301000000.0,-304000000.0,-49000000.0,14000000.0,9197000000.0,-594000000.0,-68000000.0,0.0,,,,,,,
2016-06-30,2832000000.0,13646000000.0,632000000.0,339000000.0,,14926000000.0,5690000000.0,-132000000.0,-601000000.0,-601000000.0,61000000.0,169980000.0,,8640000000.0,1528000000.0,,-56000000.0,107000000.0,293000000.0,-272000000.0,10019000000.0,,274000000.0,-601000000.0,25000000.0,-17000000.0,,-533000000.0,26000000.0,453000000.0,-11000000.0,-3.55,169980000.0,4907000000.0,0.0,,,,1239000000.0,33000000.0,-17000000.0,1134000000.0,293000000.0,293000000.0,222000000.0,0.0,364000000.0,-731000000.0,-215000000.0,-428000000.0,-3.55,-41421000000.0,260000000.0,83000000.0,,-1068000000.0,-1000000.0,1280000000.0,50113000000.0,1379000000.0,8000000.0,-99000000.0,-467000000.0,-455000000.0,71000000.0,132000000.0,8692000000.0,-1207000000.0,51000000.0,0.0,,,,,,,
2016-09-30,2795000000.0,12844000000.0,583000000.0,401000000.0,,14577000000.0,4198000000.0,-19000000.0,317000000.0,317000000.0,91000000.0,171660000.0,,7062000000.0,1512000000.0,,-5000000.0,99000000.0,766000000.0,830000000.0,8345000000.0,,271000000.0,317000000.0,578000000.0,-17000000.0,,350000000.0,26000000.0,450000000.0,-13000000.0,1.85,171660000.0,6232000000.0,0.0,,,,1166000000.0,15000000.0,-1510000000.0,1169000000.0,766000000.0,766000000.0,293000000.0,0.0,979000000.0,662000000.0,-205000000.0,128000000.0,1.85,-38960000000.0,-542000000.0,186000000.0,,379000000.0,-67000000.0,1733000000.0,46964000000.0,1283000000.0,9000000.0,-66000000.0,62000000.0,76000000.0,473000000.0,108000000.0,8004000000.0,-903000000.0,68000000.0,981000000.0,,,,,,,
2016-12-31,2779000000.0,12730000000.0,630000000.0,447000000.0,883000000.0,14653000000.0,4198000000.0,-154000000.0,-281000000.0,-281000000.0,78000000.0,,,6965000000.0,1485000000.0,,49000000.0,88000000.0,834000000.0,-245000000.0,8527000000.0,26000000.0,32000000.0,-281000000.0,375000000.0,-17000000.0,,-109000000.0,31000000.0,429000000.0,-14000000.0,,,6126000000.0,0.0,,,,240000000.0,0.0,-17000000.0,1210000000.0,834000000.0,834000000.0,766000000.0,0.0,822000000.0,21000000.0,-353000000.0,-54000000.0,,-38863000000.0,117000000.0,199000000.0,,-251000000.0,-141000000.0,1923000000.0,47002000000.0,1562000000.0,5000000.0,-103000000.0,30000000.0,85000000.0,68000000.0,254000000.0,8139000000.0,-1198000000.0,58000000.0,148000000.0,,,,,,,
2017-03-31,2784000000.0,13002000000.0,619000000.0,387000000.0,,14695000000.0,4198000000.0,-293000000.0,431000000.0,431000000.0,58000000.0,194600000.0,,6851000000.0,1506000000.0,,,88000000.0,523000000.0,-387000000.0,8170000000.0,,136000000.0,431000000.0,910000000.0,-16000000.0,,25000000.0,32000000.0,413000000.0,-15000000.0,2.2,194600000.0,6525000000.0,0.0,70000000.0,55000000.0,,1265000000.0,43000000.0,-16000000.0,1193000000.0,523000000.0,523000000.0,834000000.0,0.0,1297000000.0,709000000.0,-399000000.0,497000000.0,2.2,-39155000000.0,-31000000.0,106000000.0,,434000000.0,-46000000.0,1693000000.0,47503000000.0,1319000000.0,3000000.0,-172000000.0,3000000.0,42000000.0,-311000000.0,51000000.0,8348000000.0,-782000000.0,13000000.0,,,,,,,,
2017-06-30,2802000000.0,13239000000.0,603000000.0,409000000.0,,15009000000.0,4198000000.0,-197000000.0,331000000.0,331000000.0,24000000.0,194600000.0,,6908000000.0,1514000000.0,,,79000000.0,395000000.0,-311000000.0,8226000000.0,,132000000.0,331000000.0,674000000.0,-24000000.0,,85000000.0,32000000.0,353000000.0,-14000000.0,1.7,194600000.0,6783000000.0,0.0,33000000.0,24000000.0,,1271000000.0,145000000.0,-24000000.0,1134000000.0,395000000.0,395000000.0,523000000.0,0.0,1083000000.0,599000000.0,-415000000.0,321000000.0,1.7,-39715000000.0,-38000000.0,218000000.0,,327000000.0,-2000000.0,1770000000.0,48260000000.0,1318000000.0,5000000.0,-133000000.0,-4000000.0,14000000.0,-128000000.0,42000000.0,8545000000.0,-465000000.0,-21000000.0,,,,,,,,
2017-09-30,2613000000.0,12954000000.0,635000000.0,439000000.0,,15164000000.0,4197000000.0,-116000000.0,294000000.0,294000000.0,86000000.0,194620000.0,,6829000000.0,1576000000.0,,,101000000.0,889000000.0,164000000.0,8199000000.0,,134000000.0,294000000.0,422000000.0,-21000000.0,,627000000.0,33000000.0,426000000.0,-14000000.0,1.5,194620000.0,6965000000.0,0.0,-34000000.0,14000000.0,,1347000000.0,107000000.0,-21000000.0,1036000000.0,889000000.0,889000000.0,395000000.0,0.0,861000000.0,833000000.0,-473000000.0,-4000000.0,1.5,-37890000000.0,-35000000.0,357000000.0,,522000000.0,-2000000.0,2210000000.0,46584000000.0,1370000000.0,6000000.0,87000000.0,228000000.0,227000000.0,494000000.0,17000000.0,8694000000.0,-186000000.0,69000000.0,0.0,,,,,,,
2017-12-31,2609000000.0,12996000000.0,713000000.0,498000000.0,882000000.0,15267000000.0,4197000000.0,-140000000.0,-229000000.0,-229000000.0,86000000.0,,,6881000000.0,1567000000.0,,,95000000.0,719000000.0,-503000000.0,8539000000.0,26000000.0,39000000.0,-229000000.0,712000000.0,-21000000.0,,-20000000.0,34000000.0,450000000.0,-14000000.0,,,6728000000.0,0.0,-90000000.0,-16000000.0,,258000000.0,205000000.0,-21000000.0,1042000000.0,719000000.0,719000000.0,889000000.0,0.0,1210000000.0,485000000.0,-509000000.0,262000000.0,,-38056000000.0,-35000000.0,369000000.0,,147000000.0,-4000000.0,2271000000.0,47010000000.0,1658000000.0,7000000.0,-75000000.0,376000000.0,383000000.0,-170000000.0,236000000.0,8954000000.0,-429000000.0,69000000.0,0.0,,,,,,,
2018-03-31,2591000000.0,13158000000.0,731000000.0,577000000.0,,15110000000.0,4198000000.0,-127000000.0,151000000.0,151000000.0,31000000.0,194300000.0,,6649000000.0,1522000000.0,,,92000000.0,433000000.0,-516000000.0,8334000000.0,,139000000.0,151000000.0,736000000.0,,,-85000000.0,33000000.0,399000000.0,-15000000.0,0.8,194300000.0,6776000000.0,,-2000000.0,,,1432000000.0,,-22000000.0,1065000000.0,433000000.0,433000000.0,719000000.0,0.0,1313000000.0,527000000.0,-508000000.0,337000000.0,0.8,-37933000000.0,-148000000.0,381000000.0,-111000000.0,160000000.0,-2000000.0,1952000000.0,47050000000.0,1685000000.0,3000000.0,-19000000.0,9000000.0,6000000.0,-286000000.0,250000000.0,9117000000.0,-354000000.0,-61000000.0,,,,,,,,
2018-06-30,2576000000.0,13270000000.0,813000000.0,583000000.0,,15128000000.0,3698000000.0,-120000000.0,-151000000.0,-151000000.0,99000000.0,192000000.0,,6094000000.0,1465000000.0,500000000.0,,81000000.0,336000000.0,-444000000.0,8631000000.0,,176000000.0,-151000000.0,400000000.0,,,-24000000.0,32000000.0,516000000.0,-14000000.0,-0.8,192000000.0,6497000000.0,,-142000000.0,,,1632000000.0,,-23000000.0,1040000000.0,336000000.0,336000000.0,433000000.0,0.0,983000000.0,160000000.0,-595000000.0,-116000000.0,-0.8,-37929000000.0,-126000000.0,475000000.0,-89000000.0,-221000000.0,0.0,1858000000.0,47247000000.0,2537000000.0,4000000.0,-111000000.0,-70000000.0,-6000000.0,-97000000.0,401000000.0,9318000000.0,-575000000.0,85000000.0,,,,,,,,
2018-09-30,2588000000.0,13432000000.0,835000000.0,676000000.0,,15318000000.0,3698000000.0,362000000.0,39000000.0,39000000.0,57000000.0,191020000.0,,6122000000.0,1485000000.0,500000000.0,,92000000.0,615000000.0,-522000000.0,8824000000.0,,160000000.0,39000000.0,586000000.0,,,18000000.0,33000000.0,467000000.0,-14000000.0,0.2,191020000.0,6494000000.0,,-8000000.0,,,1751000000.0,,-23000000.0,1062000000.0,615000000.0,615000000.0,336000000.0,0.0,1262000000.0,486000000.0,-523000000.0,119000000.0,0.2,-38519000000.0,-87000000.0,885000000.0,-50000000.0,45000000.0,-15000000.0,1886000000.0,48052000000.0,2702000000.0,1000000.0,296000000.0,6000000.0,6000000.0,279000000.0,450000000.0,9533000000.0,-581000000.0,55000000.0,,,,,,,,
2018-12-31,2553000000.0,12668000000.0,694000000.0,683000000.0,952000000.0,15344000000.0,3698000000.0,210000000.0,1030000000.0,1030000000.0,-30000000.0,,,5881000000.0,1409000000.0,500000000.0,,86000000.0,1058000000.0,-73000000.0,7897000000.0,22000000.0,37000000.0,1030000000.0,1698000000.0,,,-89000000.0,27000000.0,344000000.0,-13000000.0,,,7447000000.0,,,,,233000000.0,,-22000000.0,998000000.0,1058000000.0,1058000000.0,615000000.0,0.0,2381000000.0,1613000000.0,-349000000.0,1354000000.0,,-38121000000.0,-35000000.0,559000000.0,0.0,1179000000.0,0.0,2676000000.0,47093000000.0,2016000000.0,1000000.0,19000000.0,149000000.0,143000000.0,443000000.0,25000000.0,8972000000.0,435000000.0,-117000000.0,,,,,,,,
2019-03-31,2580000000.0,19582000000.0,1121000000.0,723000000.0,,21684000000.0,6299000000.0,-207000000.0,-245000000.0,-245000000.0,227000000.0,244260000.0,,8468000000.0,234000000.0,500000000.0,,87000000.0,534000000.0,-608000000.0,11324000000.0,,1300000000.0,-245000000.0,512000000.0,,,8000000.0,49000000.0,739000000.0,-28000000.0,-1.0,244260000.0,10360000000.0,,,,,2241000000.0,,-20000000.0,1031000000.0,479000000.0,479000000.0,1058000000.0,0.0,1235000000.0,158000000.0,-736000000.0,-227000000.0,-1.0,-38602000000.0,-448000000.0,529000000.0,-400000000.0,-306000000.0,-22000000.0,2102000000.0,53612000000.0,2856000000.0,1000000.0,107000000.0,-61000000.0,-62000000.0,-524000000.0,22000000.0,15010000000.0,144000000.0,-38000000.0,,,,,,,,
2019-06-30,2601000000.0,19797000000.0,1195000000.0,827000000.0,,21747000000.0,7052000000.0,156000000.0,336000000.0,336000000.0,81000000.0,276200000.0,,9286000000.0,238000000.0,,,99000000.0,224000000.0,-795000000.0,11732000000.0,,1298000000.0,336000000.0,1228000000.0,,,58000000.0,126000000.0,690000000.0,-25000000.0,1.2,276200000.0,10015000000.0,,,,,2351000000.0,,-521000000.0,1012000000.0,167000000.0,167000000.0,534000000.0,0.0,2055000000.0,1128000000.0,-750000000.0,538000000.0,1.2,-39434000000.0,-422000000.0,906000000.0,-637000000.0,497000000.0,-19000000.0,1950000000.0,54714000000.0,2446000000.0,1000000.0,29000000.0,161000000.0,158000000.0,-310000000.0,7000000.0,15280000000.0,327000000.0,-9000000.0,,,,,,,,
2019-09-30,2595000000.0,19491000000.0,1127000000.0,875000000.0,,21356000000.0,7024000000.0,190000000.0,149000000.0,149000000.0,81000000.0,264560000.0,,9154000000.0,197000000.0,,,99000000.0,138000000.0,-562000000.0,11435000000.0,,1202000000.0,149000000.0,996000000.0,,,-24000000.0,182000000.0,681000000.0,-24000000.0,0.55,264560000.0,9921000000.0,,,,,2191000000.0,,-43000000.0,1006000000.0,138000000.0,138000000.0,224000000.0,0.0,1871000000.0,836000000.0,-566000000.0,315000000.0,0.55,-39803000000.0,-280000000.0,756000000.0,-213000000.0,192000000.0,-25000000.0,1865000000.0,54929000000.0,2281000000.0,1000000.0,-61000000.0,43000000.0,44000000.0,-86000000.0,10000000.0,15126000000.0,452000000.0,12000000.0,,,,,,,,
