date,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory,quarterlyGoodwill
2008-03-31,-33919000.0,,571710000.0,-627103000.0,,54043000.0,-2500000,-2500000,,,6595672000.0,3729368000.0,-1350000.0,,,15290000.0,,118283579.0,21510000.0,22210000.0,1213000.0,-0.02,5843000.0,-573060000.0,-2500000,,6824373000.0,4493000.0,41203000,4493000.0,,,-3568000.0,57111000.0,,-192009000.0,,3282000.0,6440000.0,,4346097000.0,118283579.0,3780960000.0,-0.02,37553000,6894535000.0,134828000,4493000.0,-627103000.0,,-7008000.0,-19221000.0,94664000,,,,-159287000.0,,97275000,1922151000.0,5285000,,-298863000.0,-205000000.0,,0.0,,,,,,,,,,,
2008-06-30,-7498000.0,0.0,-22818000.0,,25636000.0,36736000.0,-12213000,-9428000,,,6573356000.0,3734941000.0,-1729000.0,0.0,,,40333000.0,121313515.0,,21701000.0,1214000.0,-0.08,4493000.0,663839000.0,-9428000,6715625000.0,6747389000.0,2764000.0,51791000,2764000.0,,,,63496000.0,109042000.0,-88178000.0,,,-9307000.0,,4204760000.0,121313515.0,58262000.0,-0.08,39455000,6936077000.0,149375000,2764000.0,-15647000.0,,10821000.0,-22737000.0,103313000,,,31764000.0,-214615000.0,4123738000.0,69587000,1973785000.0,5729000,,-362721000.0,-216100000.0,81022000.0,,0.0,255028000.0,,,,,,,,,
2008-09-30,-10006000.0,0.0,-32640000.0,,33978000.0,46039000.0,-12400000,-9696000,-43000.0,,6523863000.0,3733872000.0,-609000.0,0.0,0.0,21933000.0,44153000.0,121509000.0,,19735000.0,1217000.0,-0.08,2764000.0,46039000.0,-9696000,6669799000.0,6704333000.0,2155000.0,52586000,2155000.0,,,,63611000.0,109083000.0,-96045000.0,0.0,,-603000.0,,4210101000.0,121509000.0,65844000.0,-0.08,40229000,6950195000.0,153236000,2155000.0,-14008000.0,,2865000.0,-22759000.0,103840000,,,34534000.0,-245384000.0,4121443000.0,68854000,1940184000.0,5243000,,-426332000.0,-457600000.0,88658000.0,-14008000.0,0.0,243075000.0,,,,,,,,,
2008-12-31,51040000.0,,-11648000.0,,,46013000.0,-8059000,-6369000,,,6491191000.0,,6500000.0,,1000.0,,,,,18163000.0,1219000.0,,2155000.0,-638610000.0,-6369000,,6760804000.0,8655000.0,48147000,8655000.0,3692785000.0,,,65534000.0,,-274111000.0,0.0,,1993000.0,,4480590000.0,,69215000.0,,36997000,6981316000.0,168475000,8655000.0,-27865000.0,,-44129000.0,-22814000.0,102531000,,,,-236348000.0,,253385000,1775189000.0,172513000,,-490125000.0,-67700000.0,,,,,,,,,,,,,
2009-03-31,60043000.0,100775000.0,-16014000.0,,28891000.0,54912000.0,-2250000,-1867000,4895000.0,,5830531000.0,3277256000.0,21172000.0,0.0,,,44829000.0,121841789.0,,15632000.0,1215000.0,-0.02,8655000.0,54912000.0,-1867000,6141140000.0,6205592000.0,29827000.0,49222000,29827000.0,,,,61074000.0,106588000.0,-251666000.0,-3901000.0,,3593000.0,,3918213000.0,121841789.0,71298000.0,-0.02,39163000,6353395000.0,151417000,29827000.0,-17726000.0,,5624000.0,-22856000.0,100237000,-6625000.0,,64452000.0,-250364000.0,3834765000.0,67425000,1784184000.0,6351000,,-522864000.0,-131940000.0,83448000.0,-11101000.0,0.0,198149000.0,,,,,,,,,
2009-06-30,-3494000.0,102168000.0,-17080000.0,,26034000.0,40752000.0,-9518000,-7482000,-2128000.0,,5784038000.0,3276009000.0,13434000.0,18009000.0,,26088000.0,40951000.0,121319000.0,,14240000.0,1214000.0,-0.06,29827000.0,40752000.0,-7482000,6065495000.0,6145829000.0,43261000.0,44606000,43261000.0,3258000000.0,,,55729000.0,98844000.0,-216874000.0,-1437000.0,,-3853000.0,,3839067000.0,121319000.0,65420000.0,-0.06,37156000,6362632000.0,139795000,43261000.0,-10238000.0,,5025000.0,-12149000.0,92885000,0.0,,80334000.0,-269987000.0,3761507000.0,61688000,1799904000.0,5959000,,-578594000.0,0.0,77560000.0,-10238000.0,0.0,188346000.0,,,,,,,,,
2009-09-30,-6352000.0,99189000.0,-18492000.0,,29349000.0,48992000.0,-11112000,-8806000,-1904000.0,,5738087000.0,3274743000.0,20573000.0,0.0,0.0,26020000.0,43251000.0,121486000.0,,12901000.0,1216000.0,-0.07,43261000.0,48992000.0,-8806000,6009427000.0,6112899000.0,63834000.0,45326000,63834000.0,3258000000.0,,,55529000.0,97176000.0,-210152000.0,1000.0,,4777000.0,,3825987000.0,121486000.0,75916000.0,-0.07,36062000,6372210000.0,140427000,63834000.0,-9927000.0,,4982000.0,-12141000.0,91591000,0.0,,103472000.0,-290948000.0,3737916000.0,61114000,1789210000.0,5585000,,-634123000.0,0.0,88071000.0,-9927000.0,0.0,179582000.0,,,,,,,,,
2009-12-31,-3741000.0,97127000.0,-15896000.0,,29944000.0,35687000.0,-11277000,-8909000,1419000.0,,5698167000.0,3273459000.0,8906000.0,0.0,0.0,,43164000.0,,,11691000.0,1216000.0,,63834000.0,35687000.0,-8909000,5944956000.0,6059932000.0,72740000.0,45643000,72740000.0,,,,54288000.0,96257000.0,-186255000.0,0.0,,-4690000.0,,3767547000.0,,72893000.0,,35977000,6387060000.0,139421000,72740000.0,-10885000.0,,5091000.0,-12155000.0,90265000,0.0,,114976000.0,-312017000.0,3682494000.0,60280000,1793363000.0,5992000,,-688893000.0,0.0,85053000.0,-10885000.0,0.0,171841000.0,,,,,,,,,
2010-03-31,-3822000.0,94708000.0,-15982000.0,,30114000.0,48718000.0,-10469000,-8287000,-1258000.0,,5651696000.0,3272157000.0,21560000.0,0.0,,,40682000.0,121643700.0,,10523000.0,1220000.0,-0.07,72740000.0,48718000.0,-8287000,5878789000.0,6016647000.0,94300000.0,45134000,94300000.0,,,,55332000.0,97105000.0,-171662000.0,0.0,,4291000.0,,3727357000.0,121643700.0,73484000.0,-0.07,35923000,6395922000.0,137787000,94300000.0,-11176000.0,,4671000.0,-12160000.0,91255000,,,137858000.0,-332507000.0,3641670000.0,61182000,1796423000.0,5850000,,-744226000.0,0.0,85687000.0,-11176000.0,0.0,162991000.0,,,,,,,,,
2010-06-30,-3494000.0,97364000.0,138803000.0,,26434000.0,34877000.0,-11305000,-8991000,-2341000.0,,5837317000.0,3425335000.0,-73051000.0,0.0,,25275000.0,41632000.0,122332000.0,,11592000.0,1226000.0,-0.07,94300000.0,34877000.0,-8991000,6043975000.0,6111283000.0,21249000.0,45676000,21249000.0,,,,54921000.0,97577000.0,-158919000.0,0.0,,-10110000.0,,3831787000.0,122332000.0,22709000.0,-0.07,36712000,6636463000.0,139209000,21249000.0,-246731000.0,,4783000.0,-12203000.0,91633000,,,67308000.0,-353761000.0,3757098000.0,60865000,1797513000.0,5944000,14442000.0,-799146000.0,0.0,74689000.0,-246731000.0,0.0,157197000.0,,,,,,,,,
2010-09-30,-7908000.0,98327000.0,225329000.0,,27542000.0,53002000.0,-4743000,-3896000,-1556000.0,,5794135000.0,3669494000.0,260432000.0,0.0,,18075000.0,48037000.0,123077000.0,,10396000.0,1235000.0,-0.03,21249000.0,53002000.0,-3896000,5989790000.0,6320329000.0,281681000.0,38498000,281681000.0,,,,57621000.0,100033000.0,-153482000.0,0.0,,650000.0,,4053821000.0,123077000.0,62627000.0,-0.03,35311000,6650902000.0,148070000,281681000.0,-17899000.0,,3111000.0,-12263000.0,92932000,,,330539000.0,-370007000.0,3978844000.0,64722000,1800022000.0,7101000,,-856767000.0,0.0,74977000.0,-17899000.0,0.0,149432000.0,,,,,,,,,
2010-12-31,-6585000.0,110920000.0,-32735000.0,,26782000.0,52278000.0,-6439000,-5249000,-921000.0,,5756760000.0,3668133000.0,-9262000.0,0.0,,,47131000.0,,,9356000.0,1241000.0,,281681000.0,52278000.0,-5249000,5956346000.0,6279289000.0,272419000.0,37599000,272419000.0,,,,57156000.0,98647000.0,-58765000.0,0.0,,-3576000.0,,3980120000.0,,57793000.0,,32081000,6670683000.0,145778000,272419000.0,-28805000.0,,5045000.0,-26150000.0,89237000,,,322943000.0,-447722000.0,3909914000.0,66566000,1827061000.0,9410000,,-913923000.0,-388080000.0,70206000.0,-28805000.0,0.0,241781000.0,,,,,,,,,
2011-03-31,-8325000.0,109625000.0,-13998000.0,,29893000.0,61173000.0,-345000,-349000,-1268000.0,,5711096000.0,3670076000.0,36117000.0,12430000.0,,13513000.0,45353000.0,124210000.0,,8377000.0,1243000.0,0.0,272419000.0,61173000.0,-349000,5911808000.0,6274645000.0,308536000.0,31676000,308536000.0,,,,57153000.0,97238000.0,-34351000.0,,,3780000.0,,3956009000.0,124210000.0,32310000.0,0.0,32599000,6682172000.0,142591000,308536000.0,-11058000.0,,5693000.0,-12413000.0,89752000,,,362837000.0,-460501000.0,3883018000.0,64639000,1841535000.0,7486000,,-971076000.0,-853260000.0,72991000.0,-11058000.0,0.0,32329000.0,,,,,,,,,
2011-06-30,-12280000.0,117659000.0,-2801000.0,,35229000.0,47925000.0,-6209000,-5016000,88000.0,,5666458000.0,3669222000.0,23603000.0,0.0,,14700000.0,46919000.0,124610000.0,1290000.0,7604000.0,1255000.0,-0.04,308536000.0,21722000.0,-5016000,5855703000.0,6243361000.0,332139000.0,40852000,332139000.0,,,,46433000.0,98489000.0,-46334000.0,,,-6003000.0,,3941783000.0,124610000.0,21836000.0,-0.04,34555000,6694648000.0,145408000,332139000.0,-21521000.0,,2023000.0,-12430000.0,91757000,,-6209000.0,387658000.0,-481835000.0,3874631000.0,63934000,1831919000.0,6820000,14298000.0,-1028190000.0,0.0,67152000.0,4682000.0,0.0,32995000.0,,,,,,,,,
2011-09-30,-3536000.0,117625000.0,-23453000.0,-13747000.0,36553000.0,53477000.0,4404000,3397000,14000.0,,5634220000.0,3624497000.0,17468000.0,0.0,38045000.0,12860000.0,49126000.0,161186000.0,1558000.0,6958000.0,1278000.0,0.03,332139000.0,39730000.0,3397000,5809626000.0,6216680000.0,349607000.0,37717000,349607000.0,,,,40816000.0,94933000.0,-93907000.0,,,5289000.0,,3950310000.0,127462000.0,32185000.0,0.03,42107000,6708282000.0,144059000,349607000.0,-12556000.0,,123000.0,-16318000.0,87979000,,,407054000.0,-495054000.0,3873366000.0,52826000,1815371000.0,6954000,15283000.0,-1074062000.0,-926644000.0,76944000.0,10402000.0,0.0,125773000.0,,,,,,,,,
2011-12-31,-14254000.0,117055000.0,26928000.0,-16013000.0,33690000.0,45263000.0,4408000,3419000,-595000.0,,5606399000.0,3624156000.0,57370000.0,0.0,,10781000.0,46483000.0,,,6379000.0,1311000.0,,349607000.0,29250000.0,3419000,5764222000.0,6231602000.0,406977000.0,38210000,406977000.0,,,,40828000.0,96796000.0,-89180000.0,,,-5514000.0,,3915647000.0,,28360000.0,,43213000,6726018000.0,143279000,406977000.0,-14821000.0,,2903000.0,-16616000.0,87009000,,,467380000.0,-508674000.0,3843328000.0,53583000,1865106000.0,8026000,16139000.0,-1119619000.0,0.0,72319000.0,-8019000.0,0.0,33954000.0,,,,,,,,,
2012-03-31,-3367000.0,151025000.0,-259115000.0,-17659000.0,29949000.0,60021000.0,6702000,5386000,-751000.0,,5577653000.0,3256140000.0,-251449000.0,0.0,,10100000.0,45877000.0,171816000.0,,5929000.0,1396000.0,0.04,406977000.0,42362000.0,5386000,5764614000.0,5982376000.0,155528000.0,37561000,155528000.0,,,,45797000.0,97511000.0,-82743000.0,,,5459000.0,,3541977000.0,138399000.0,30550000.0,0.04,45014000,6743069000.0,143388000,155528000.0,-52355000.0,,4412000.0,-17049000.0,90811000,,,217762000.0,-524232000.0,3464359000.0,52497000,2006963000.0,6700000,16023000.0,-1165416000.0,-521956000.0,77618000.0,-34696000.0,0.0,34200000.0,,,,,,,,,
2012-06-30,-11163000.0,150571000.0,-32097000.0,-45682000.0,33211000.0,49614000.0,8075000,6527000,-958000.0,,5542640000.0,3256140000.0,6497000.0,0.0,,9796000.0,47375000.0,173193000.0,1984000.0,5481000.0,1397000.0,0.05,155528000.0,3932000.0,6527000,5731925000.0,5957461000.0,162025000.0,36591000,162025000.0,,,,37392000.0,99093000.0,-90570000.0,,,-7700000.0,,3542515000.0,139651000.0,22347000.0,0.05,45624000,6754784000.0,146468000,162025000.0,-11020000.0,,2499000.0,-20934000.0,91394000,,8075000.0,225536000.0,-538665000.0,3474250000.0,53469000,1986279000.0,6741000,15162000.0,-1212144000.0,0.0,68265000.0,34662000.0,0.0,34073000.0,,,,,,,,,
2012-09-30,205000.0,150010000.0,164245000.0,18978000.0,33876000.0,56007000.0,6228000,5055000,-473000.0,,5510427000.0,3441140000.0,206999000.0,0.0,,9780000.0,49292000.0,173825000.0,1356000.0,5078000.0,1408000.0,0.04,162025000.0,74985000.0,5055000,5699400000.0,6132745000.0,369024000.0,36844000,369024000.0,,,,41919000.0,96701000.0,-91909000.0,,,3223000.0,,3736506000.0,140301000.0,34530000.0,0.04,43545000,6769117000.0,145993000,369024000.0,-13253000.0,,2810000.0,-20960000.0,90091000,,,433345000.0,-554723000.0,3657893000.0,53156000,1983166000.0,6610000,13190000.0,-1258690000.0,-100000000.0,78613000.0,3827000.0,0.0,105759000.0,,,,,,,,,
2012-12-31,-6125000.0,149478000.0,-25663000.0,-15795000.0,4411000.0,44731000.0,7340000,5974000,1410000.0,,5482069000.0,3441140000.0,4179000.0,0.0,,10203000.0,47853000.0,173660000.0,64523000.0,6695000.0,1412000.0,0.04,369024000.0,28936000.0,5974000,5666081000.0,6103807000.0,373203000.0,35697000,373203000.0,,,25000.0,41647000.0,95297000.0,-82991000.0,,,-10859000.0,15800000.0,3713348000.0,140795000.0,19168000.0,0.04,41627000,6786537000.0,143150000,373203000.0,-14889000.0,,6879000.0,-21113000.0,86633000,-2604000.0,7340000.0,437726000.0,-574173000.0,3658553000.0,53670000,1979656000.0,7892000,15800000.0,-1304468000.0,0.0,54795000.0,-6397000.0,0.0,101319000.0,,,,,,,,,
2013-03-31,-5645000.0,157140000.0,-121069000.0,-19542000.0,4242000.0,71895000.0,14612000,12082000,1424000.0,,5454242000.0,3351140000.0,-80568000.0,34570000.0,0.0,9773000.0,46318000.0,174582000.0,66490000.0,6364000.0,1426000.0,0.08,373203000.0,52353000.0,12082000,5648559000.0,6007684000.0,292635000.0,32832000,292635000.0,,,-7000.0,41970000.0,99140000.0,-77898000.0,,14042000.0,13593000.0,16671000.0,3625070000.0,142440000.0,31324000.0,0.08,46020000,6804734000.0,145458000,292635000.0,-31394000.0,1562000.0,1146000.0,-25424000.0,93468000,-7994000.0,14612000.0,359125000.0,-587753000.0,3558311000.0,53120000,1989361000.0,7096000,16671000.0,-1350492000.0,-90000000.0,66759000.0,-6852000.0,0.0,97220000.0,,,,,,,,,
2013-06-30,-4923000.0,189700000.0,-30938000.0,-16179000.0,5093000.0,51126000.0,14978000,13635000,1498000.0,,5514381000.0,3351140000.0,-108222000.0,9206000.0,0.0,9206000.0,47664000.0,175252000.0,67143000.0,6105000.0,1426000.0,0.09,292635000.0,34947000.0,13635000,5733954000.0,5985510000.0,184413000.0,32399000,184413000.0,,,-214000.0,44123000.0,101052000.0,-56738000.0,,-10857000.0,-9237000.0,13274000.0,3591898000.0,142581000.0,23897000.0,0.1,45879000,6912976000.0,148716000,184413000.0,-128410000.0,1470000.0,913000.0,-25662000.0,95468000,-26399000.0,14978000.0,251556000.0,-599785000.0,3533128000.0,55173000,1998653000.0,7082000,13274000.0,-1398595000.0,0.0,58770000.0,-28231000.0,0.0,97397000.0,,,,,,,,,
2013-09-30,-4998000.0,186282000.0,-30665000.0,-14187000.0,3087000.0,67703000.0,12743000,10751000,1257000.0,,5547860000.0,3351140000.0,-35602000.0,0.0,0.0,9093000.0,51651000.0,174756000.0,69503000.0,5887000.0,1426000.0,0.07,184413000.0,53516000.0,10751000,5768096000.0,5986410000.0,148811000.0,32601000,148811000.0,,,-42000.0,43465000.0,98035000.0,-57624000.0,1000.0,17103000.0,9655000.0,16793000.0,3610154000.0,142598000.0,37516000.0,0.08,44087000,6993856000.0,149686000,148811000.0,-72640000.0,1528000.0,913000.0,-25668000.0,92746000,-16000.0,12743000.0,218314000.0,-614703000.0,3537877000.0,53948000,1982951000.0,6546000,16793000.0,-1445996000.0,0.0,72277000.0,0.0,0.0,98830000.0,,,,,,,,,
2013-12-31,-7614000.0,182896000.0,-143282000.0,-17548000.0,3127000.0,53249000.0,10504000,8843000,504000.0,,5516914000.0,3241140000.0,-104605000.0,0.0,0.0,9263000.0,49247000.0,174600000.0,71422000.0,5732000.0,1426000.0,0.06,148811000.0,35701000.0,8843000,5732161000.0,5847789000.0,44206000.0,32716000,44206000.0,,,-166000.0,46100000.0,98429000.0,-50554000.0,0.0,-11472000.0,-10525000.0,22739000.0,3480581000.0,142603000.0,20761000.0,0.06,42716000,7012733000.0,147676000,44206000.0,-14572000.0,5445000.0,1242000.0,-25668000.0,93043000,0.0,10504000.0,115628000.0,-634380000.0,3422036000.0,55713000,1970397000.0,5890000,22739000.0,-1495819000.0,-150000000.0,58545000.0,213000.0,0.0,95013000.0,,,,,,,,,
