date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue
2017-03-31,4316073000.0,0.0,-96658000.0,123813000.0,53260000.0,302428000.0,40281000,397599000.0,0.98,222736000,6829879000.0,27073000.0,-44511000.0,6527451000.0,47298000.0,976419000.0,4713672000.0,62302000.0,-13875000.0,7275000.0,228109000.0,421900000,222736000,222736000,-12050000.0,20276000,146428000.0,107481000.0,4203080000.0,107969000.0,220174000,-194961000.0,171873000,7055000.0,-181103000.0,82021000.0,,14701000.0,223580000.0,,0.0,3368000.0,0.98,0.0,42318000.0,-1545001000.0,7055000.0,7055000.0,,,47015000,51865000.0,33988000.0,-13466000.0,91691000.0,,-91871000.0,,-96658000.0,265328000.0,-141515000.0,6905373000.0,250027000,642074000,-7646000.0,5360372000.0,844000.0,228159000.0,41031000.0,317893000,2548000.0,4147000.0,,,,,
2017-06-30,4339878000.0,0.0,-96423000.0,167094000.0,53260000.0,325656000.0,43393000,456575000.0,0.92,210400000,6930722000.0,27137000.0,-10762000.0,6605066000.0,48896000.0,976456000.0,4796453000.0,43426000.0,0.0,5857000.0,228192000.0,424569000,210400000,210400000,26977000.0,23533000,119451000.0,115023000.0,4231912000.0,152443000.0,194871000,-198951000.0,188687000,5471000.0,-139636000.0,113233000.0,,7055000.0,211308000.0,,0.0,1518000.0,0.92,0.0,66123000.0,-1592035000.0,5471000.0,5471000.0,,,48363000,52925000.0,-31307000.0,35921000.0,103100000.0,,-169031000.0,,-96423000.0,307083000.0,-139989000.0,7048502000.0,235882000,619440000,-1584000.0,5456467000.0,908000.0,228245000.0,36134000.0,308567000,2298000.0,6570000.0,,,,,
2017-09-30,4158438000.0,0.0,-94099000.0,85426000.0,53260000.0,407428000.0,37202000,809714000.0,0.87,198500000,7103447000.0,29799000.0,-58805000.0,6696019000.0,49909000.0,1066940000.0,4968152000.0,12303000.0,0.0,2444000.0,228199000.0,401120000,198500000,198500000,-49311000.0,49107000,168762000.0,116697000.0,4051411000.0,201911000.0,171728000,-202942000.0,202570000,1381000.0,-95408000.0,128765000.0,,5471000.0,199426000.0,,0.0,39417000.0,0.87,0.0,62247000.0,-1638351000.0,1381000.0,1381000.0,,251439000.0,48471000,52845000.0,-17094000.0,-15928000.0,120990000.0,,-130843000.0,,-94099000.0,222161000.0,-136735000.0,7121856000.0,198550000,572848000,-4090000.0,5483505000.0,926000.0,228260000.0,58963000.0,297806000,1812000.0,3466000.0,,,,,
2017-12-31,4428212000.0,0.0,-137578000.0,173676000.0,53260000.0,611839000.0,44841000,836510000.0,1.04,237895000,7394375000.0,30350000.0,-20750000.0,6782536000.0,50527000.0,1082511000.0,5264722000.0,13490000.0,-6316000.0,-6622000.0,228203000.0,427825000,237895000,237895000,-13583000.0,42444000,182345000.0,117795000.0,4273518000.0,223077000.0,245474000,-206362000.0,180565000,176068000.0,-154476000.0,138779000.0,,1381000.0,239047000.0,,0.0,89000.0,1.04,-56302000.0,63396000.0,-1682633000.0,176068000.0,176068000.0,,250974000.0,51284000,52764000.0,-11226000.0,9168000.0,104852000.0,,15057000.0,,-137578000.0,314106000.0,-140430000.0,7235468000.0,247260000,673299000,174687000.0,5552835000.0,1152000.0,228682000.0,82234000.0,340858000,1992000.0,6458000.0,,,,,
2018-03-31,4448322000.0,,-132299000.0,178431000.0,53260000.0,493192000.0,46556000,788540000.0,0.92,210910000,7376049000.0,34764000.0,-60976000.0,6882857000.0,51879000.0,1126773000.0,5236862000.0,12128000.0,-9600000.0,19457000.0,228320000.0,427308000,210910000,210910000,-13642000.0,25814000,195987000.0,119258000.0,4272747000.0,167684000.0,251471000,-209940000.0,189852000,74197000.0,-160233000.0,105089000.0,,176068000.0,211844000.0,,0.0,214000.0,0.92,-315000.0,66446000.0,-1732486000.0,74197000.0,74197000.0,,250511000.0,52005000,52563000.0,23371000.0,-15801000.0,129283000.0,,-219540000.0,,-132299000.0,277902000.0,-99471000.0,7346495000.0,237456000,678779000,-101871000.0,5614009000.0,934000.0,228360000.0,77830000.0,315728000,5069000.0,6632000.0,,,,,
2018-06-30,4601272000.0,,-127553000.0,166193000.0,53260000.0,425538000.0,53290000,782738000.0,0.94,214409000,7538302000.0,69526000.0,-83883000.0,7112764000.0,53619000.0,1210259000.0,5384010000.0,113193000.0,-11000.0,-614000.0,228387000.0,436793000,214409000,214409000,12409000.0,42629000,183578000.0,120134000.0,4392027000.0,179803000.0,207298000,-213933000.0,213135000,104057000.0,-162256000.0,106679000.0,,74197000.0,215525000.0,,0.0,41598000.0,0.94,-11000.0,75282000.0,-1783036000.0,2467000.0,2467000.0,,250046000.0,51142000,52118000.0,1368000.0,3446000.0,125216000.0,,-94048000.0,,-127553000.0,286164000.0,-119971000.0,7443095000.0,223658000,644091000,29860000.0,5660059000.0,1116000.0,228425000.0,60971000.0,320286000,1657000.0,10047000.0,,,,,
2018-09-30,3921184000.0,,-118200000.0,144837000.0,53260000.0,672007000.0,47389000,1127064000.0,2.6,594534000,7595668000.0,64425000.0,-2189000.0,6923661000.0,56228000.0,1005392000.0,5048248000.0,54894000.0,20925000.0,8655000.0,228397000.0,461282000,594534000,594534000,4212000.0,405898000,179366000.0,121247000.0,3718607000.0,182789000.0,176738000,-218497000.0,219504000,260230000.0,423926000.0,137618000.0,,104057000.0,596143000.0,,0.0,579207000.0,2.6,-250000000.0,66221000.0,-1835824000.0,217423000.0,217423000.0,,552898000.0,52034000,51660000.0,-33042000.0,-8108000.0,137169000.0,,-567468000.0,,-118200000.0,299715000.0,-154878000.0,7570759000.0,241778000,638020000,156173000.0,5734935000.0,1609000.0,228449000.0,70117000.0,704405000,1761000.0,7933000.0,,,,,
2018-12-31,4427547000.0,,-120491000.0,311232000.0,53260000.0,646343000.0,47048000,676556000.0,1.37,314072000,7747537000.0,82240000.0,-69376000.0,7101194000.0,103351000.0,1076306000.0,5104103000.0,101429000.0,3616000.0,-6352000.0,228403000.0,531800000,314072000,314072000,-6369000.0,46705000,185735000.0,121085000.0,4211380000.0,209016000.0,333883000,-223061000.0,221228000,309261000.0,-220693000.0,104164000.0,,260230000.0,310484000.0,,0.0,26620000.0,1.38,0.0,58143000.0,-1830411000.0,218283000.0,218283000.0,,59489000.0,48343000,51174000.0,32472000.0,42709000.0,138735000.0,,-219445000.0,,-120491000.0,489169000.0,-177937000.0,7628592000.0,310572000,865683000,49031000.0,5798181000.0,-3588000.0,229052000.0,85985000.0,462178000,3648000.0,7441000.0,,,,,
2019-03-31,4604928000.0,,,120000.0,53260000.0,438188000.0,45995000,623368000.0,0.91,207663000,7844551000.0,40295000.0,-76634000.0,7406363000.0,61871000.0,1128626000.0,5228296000.0,56232000.0,-31417000.0,2909000.0,228558000.0,397970000,207663000,207663000,-9313000.0,50993000,195048000.0,118690000.0,4279676000.0,172430000.0,230965000,-227832000.0,185079000,50529000.0,-221894000.0,134120000.0,,309261000.0,208832000.0,,0.0,53676000.0,0.91,-481000000.0,39767000.0,-1883358000.0,13496000.0,13496000.0,,,56712000,49900000.0,,-67520000.0,192969000.0,,-243394000.0,,-122937000.0,206556000.0,-206436000.0,7981057000.0,212891000,628935000,-258732000.0,6097699000.0,1169000.0,228558000.0,68091000.0,327415000,9573000.0,4914000.0,,,,,
2019-06-30,4749390000.0,,,82778000.0,53260000.0,407018000.0,52383000,618271000.0,1.11,253703000,8005440000.0,48968000.0,-35617000.0,7598422000.0,62530000.0,1165028000.0,5367661000.0,52597000.0,-1462000.0,19201000.0,228647000.0,486293000,253703000,253703000,22141000.0,40861000,172907000.0,111896000.0,4407793000.0,181660000.0,215406000,-229545000.0,226336000,31246000.0,-280280000.0,139611000.0,,50529000.0,254884000.0,,0.0,36563000.0,1.11,-69000000.0,38580000.0,-1935301000.0,3070000.0,3070000.0,,,46272000,49233000.0,,38704000.0,179734000.0,,-103007000.0,,-136268000.0,364004000.0,-281226000.0,8192301000.0,259957000,701699000,-19283000.0,6257000000.0,1181000.0,228688000.0,69669000.0,363686000,3640000.0,10890000.0,,,,,
2019-09-30,5037085000.0,,,121094000.0,53260000.0,567844000.0,51156000,680645000.0,1.19,273038000,8392186000.0,55085000.0,-45894000.0,7824342000.0,56627000.0,1206040000.0,5717730000.0,68738000.0,-30509000.0,6904000.0,228720000.0,491212000,273038000,273038000,-33045000.0,50119000,205952000.0,107852000.0,4705775000.0,213759000.0,165384000,-231258000.0,220922000,191492000.0,-232574000.0,131746000.0,,31246000.0,273138000.0,,0.0,44263000.0,1.19,0.0,45631000.0,-1983694000.0,135486000.0,135486000.0,,,47919000,48565000.0,,11702000.0,205410000.0,,40783000.0,,-147945000.0,352037000.0,-230943000.0,8410644000.0,270290000,656596000,160246000.0,6426950000.0,100000.0,228754000.0,59500000.0,377684000,1805000.0,6773000.0,,,,,
2019-12-31,,,,,,,47116000,,1.25,286445000,,,,,,,,,,,228705000.0,487024000,286445000,286445000,,44124000,,,,,253658000,,195419000,,,,,,285432000.0,,,,1.25,,,,,,,,50936000,,,,,,,,,,,,291605000,740682000,,,-1013000.0,229358000.0,,336368000,,,,,,,
