date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue
2003-09-30,585528000.0,,,25662000.0,32157000.0,169188000.0,34270000,106538000.0,0.6875,55414000,1183320000.0,15432000.0,,1014132000.0,8083000.0,,692066000.0,14040000.0,27095000.0,3821000.0,80524000.0,160357000,71587000,58142000,5720000.0,-6173000,17062000.0,13158000.0,569100000.0,24321000.0,159791000,,60615000,42564000.0,-713352000.0,38105000.0,,81150000.0,79909000.0,-692493000.0,0.0,-6062000.0,0.6875,-325554000.0,6858000.0,-429513000.0,78824000.0,78824000.0,,900000.0,14597000,1932000.0,-19902000.0,3631000.0,23277000.0,1641000.0,694609000.0,284568000.0,-821000.0,41471000.0,-15809000.0,1372097000.0,99742000,320148000,22728000.0,942584000.0,8322000.0,80740000.0,29446000.0,120851000,20667000.0,,,,,,
2003-12-31,589592000.0,,,38740000.0,22057000.0,184321000.0,49149000,106883000.0,,65763000,1194624000.0,18983000.0,,1010303000.0,9736000.0,,696475000.0,13731000.0,34019000.0,-1221000.0,,167621000,62336000,62336000,-12676000.0,-547000,17282000.0,10868000.0,569100000.0,19781000.0,204163000,,76477000,111357000.0,676884000.0,28939000.0,,42564000.0,62336000.0,677147000.0,0.0,6062000.0,,232962000.0,3941000.0,-431298000.0,111357000.0,111357000.0,,900000.0,30130000,11417000.0,17954000.0,23708000.0,21457000.0,-1641000.0,-717137000.0,-275091000.0,-771000.0,47732000.0,-8992000.0,1371847000.0,91144000,371784000,7479000.0,940549000.0,0.0,,30927000.0,119794000,17614000.0,,,,,,
2004-03-31,598241000.0,,,6225000.0,,145574000.0,12887000,113414000.0,0.2175,25815000,1209433000.0,29141000.0,,1063859000.0,9522000.0,,711655000.0,62020000.0,-83000.0,,109560000.0,56855000,25815000,25815000,3328000.0,-562000,14260000.0,11147000.0,569100000.0,44681000.0,76289000,-25800000.0,22289000,43891000.0,-59747000.0,23979000.0,501893000.0,111357000.0,,,497778000.0,0.0,0.2175,,7673000.0,-439212000.0,43891000.0,43891000.0,,5778000.0,8515000,33148000.0,,-21566000.0,14709000.0,,-23276000.0,2607000.0,-4115000.0,15557000.0,-9332000.0,1407903000.0,34566000,133144000,-67466000.0,968691000.0,,109744000.0,37099000.0,44088000,,,,,,,
2004-06-30,589592000.0,,,38795000.0,22057000.0,184627000.0,27616000,107189000.0,0.435,47506000,1194930000.0,20492000.0,,1010303000.0,8740000.0,0.0,696781000.0,13731000.0,-38980000.0,,108760000.0,112080000,47917000,47917000,-3184000.0,-1309000,17588000.0,10868000.0,569100000.0,19781000.0,115560000,,45878000,81150000.0,50267000.0,28939000.0,,43891000.0,47917000.0,,0.0,0.0,0.4375,,3941000.0,-431298000.0,111357000.0,111357000.0,,900000.0,17530000,11417000.0,,6962000.0,21457000.0,,-16100000.0,-2607000.0,-771000.0,39298000.0,-503000.0,1371847000.0,66202000,227640000,73465000.0,940549000.0,,109016000.0,29724000.0,83709000,,,,,,,
2004-09-30,594526000.0,,,70788000.0,22007000.0,288843000.0,14013000,142907000.0,0.24,28286000,1364899000.0,26954000.0,-25032000.0,1076056000.0,10646000.0,26013000.0,737433000.0,12044000.0,-31852000.0,3728000.0,117084000.0,62091000,30603000,30603000,-6915000.0,-173000,24359000.0,,555594000.0,24885000.0,96409000,,23577000,182772000.0,-94819000.0,36065000.0,,81150000.0,30603000.0,-50063000.0,0.0,1735000.0,0.2425,-280353000.0,6279000.0,-453072000.0,182772000.0,182772000.0,,0.0,8029000,10442000.0,1340000.0,37543000.0,16140000.0,,68343000.0,,-4001000.0,91892000.0,-21104000.0,1418948000.0,38514000,158500000,65416000.0,965876000.0,,117364000.0,51362000.0,49278000,39720000.0,,,,,,
2004-12-31,862719000.0,87802000.0,,69308000.0,22007000.0,237741000.0,15646000,166004000.0,,31515000,1817832000.0,27646000.0,-320205000.0,1580091000.0,12937000.0,25084000.0,1028723000.0,16595000.0,85514000.0,4689000.0,,76046000,35328000,35328000,10635000.0,-211000,43397000.0,12958000.0,789568000.0,34680000.0,185464000,,28583000,29833000.0,-608027000.0,44268000.0,,182772000.0,35328000.0,24622000.0,0.0,-526195000.0,,-358394000.0,6385000.0,-463266000.0,117635000.0,29833000.0,,15100000.0,12645000,10118000.0,455000.0,36631000.0,20891000.0,,365334000.0,,-1922000.0,89754000.0,-20446000.0,1956884000.0,47463000,261510000,-152939000.0,1493618000.0,,,46468000.0,60910000,32308000.0,,,,,,
2005-03-31,862719000.0,87802000.0,,53478000.0,22007000.0,237741000.0,13677000,166004000.0,0.11,23874000,1817832000.0,27646000.0,-50500000.0,1580091000.0,12970000.0,25084000.0,1028723000.0,16595000.0,-35419000.0,9199000.0,219120000.0,57645000,25815000,25815000,6310000.0,-562000,43397000.0,12958000.0,789568000.0,34680000.0,75499000,,23199000,123625000.0,62496000.0,44691000.0,,29833000.0,25815000.0,0.0,0.0,19000.0,0.11,,6385000.0,-463266000.0,117635000.0,29833000.0,126214000.0,15100000.0,8515000,10118000.0,965000.0,10607000.0,20891000.0,,-35419000.0,,-1922000.0,66715000.0,-13237000.0,1956884000.0,34446000,133144000,93792000.0,1493618000.0,,219488000.0,46468000.0,47300000,42123000.0,,,,,,
2005-06-30,862719000.0,87802000.0,,781000.0,22007000.0,237741000.0,27398000,166004000.0,0.375,41339000,1817832000.0,27646000.0,0.0,1580091000.0,13931000.0,25084000.0,1028723000.0,16595000.0,-37599000.0,7832000.0,110380000.0,124572000,44272000,44272000,-19532000.0,-17785000,43397000.0,12958000.0,789568000.0,34680000.0,150792000,,46742000,98940000.0,-9137000.0,44691000.0,,123625000.0,44272000.0,0.0,0.0,45000.0,0.375,,6385000.0,-463266000.0,117635000.0,29833000.0,12088000.0,15100000.0,17219000,10118000.0,-619000.0,-33375000.0,20891000.0,,-37599000.0,,-1922000.0,22051000.0,-21270000.0,1956884000.0,77830000,275364000,-24685000.0,1493618000.0,,110596000.0,46468000.0,80835000,41069000.0,,,,,,
2005-09-30,862719000.0,87802000.0,,79795000.0,22007000.0,237741000.0,41411000,166004000.0,0.615,69625000,1817832000.0,27646000.0,0.0,1580091000.0,14498000.0,25084000.0,1028723000.0,16595000.0,-22958000.0,-7024000.0,112628000.0,186663000,74875000,74875000,13336000.0,-17958000,43397000.0,12958000.0,789568000.0,34680000.0,247201000,,70319000,100614000.0,-83379000.0,44691000.0,,98940000.0,74875000.0,-55263000.0,0.0,100000.0,0.62,0.0,6385000.0,-463266000.0,117635000.0,29833000.0,0.0,15100000.0,25248000,10118000.0,-801000.0,45610000.0,20891000.0,,-22958000.0,,-1922000.0,108011000.0,-28216000.0,1956884000.0,116344000,433864000,1674000.0,1493618000.0,,112864000.0,46468000.0,129031000,47231000.0,,,,,,
2005-12-31,882633000.0,0.0,,-2043000.0,24430000.0,185689000.0,45104000,185895000.0,,61905000,1876518000.0,27364000.0,0.0,1690829000.0,14908000.0,24888000.0,1068528000.0,11770000.0,116111000.0,315000.0,,158550000,57566000,57566000,-34872000.0,-2565000,78155000.0,17522000.0,782639000.0,44400000.0,168110000,,71621000,36489000.0,-45667000.0,54908000.0,,100614000.0,57566000.0,0.0,0.0,-15599000.0,,-15100000.0,5034000.0,-506626000.0,36489000.0,36489000.0,0.0,14345000.0,28568000,11652000.0,3557000.0,-25231000.0,31329000.0,,-46483000.0,,-2055000.0,28025000.0,-30068000.0,2116143000.0,86929000,326660000,-64125000.0,1609517000.0,,,43964000.0,112651000,29060000.0,,,,,,
2006-03-31,890057000.0,,,26026000.0,24430000.0,191569000.0,17299000,187002000.0,0.275,36685000,1888759000.0,24185000.0,0.0,1697190000.0,15201000.0,24532000.0,1077059000.0,10928000.0,-44710000.0,1340000.0,132722000.0,94552000,48313000,48313000,15387000.0,-297000,62768000.0,18861000.0,792561000.0,46354000.0,184708000,,32500000,35771000.0,-21513000.0,66378000.0,,36489000.0,48313000.0,,0.0,2966000.0,0.275,-42000000.0,7838000.0,-520567000.0,35771000.0,35771000.0,0.0,14345000.0,14088000,11253000.0,-250000.0,-14436000.0,32669000.0,,-29710000.0,,-1947000.0,50505000.0,-24479000.0,2138467000.0,62052000,279260000,-718000.0,1617900000.0,,132964000.0,47860000.0,77602000,48313000.0,,,,,,
2006-06-30,887722000.0,,,16990000.0,24033000.0,173413000.0,16204000,186781000.0,0.31,41143000,1891835000.0,22648000.0,0.0,1718422000.0,15356000.0,24528000.0,1074503000.0,10644000.0,-51133000.0,10923000.0,132722000.0,102098000,57370000,57370000,-24298000.0,268000,87066000.0,18333000.0,787182000.0,25996000.0,209435000,,31560000,402000.0,-41066000.0,61137000.0,,35771000.0,57370000.0,,0.0,1574000.0,0.31,-84600000.0,9863000.0,-533134000.0,402000.0,402000.0,0.0,14345000.0,14037000,10854000.0,-236000.0,-18058000.0,43592000.0,,-53933000.0,,-2936000.0,59630000.0,-42640000.0,2174368000.0,70538000,311533000,-35369000.0,1641234000.0,,132964000.0,53735000.0,86763000,57370000.0,,,,,,
2006-09-30,903269000.0,,,15373000.0,24033000.0,185302000.0,25564000,204519000.0,0.215,28335000,1923835000.0,26224000.0,0.0,1738533000.0,15182000.0,24292000.0,1107788000.0,10009000.0,-32311000.0,-5165000.0,132722000.0,84367000,30593000,30593000,-4899000.0,814000,91965000.0,19218000.0,802233000.0,44405000.0,232270000,,40746000,73000.0,-37245000.0,63478000.0,,402000.0,30593000.0,,0.0,1233000.0,0.215,-78500000.0,8317000.0,-545043000.0,73000.0,73000.0,0.0,14345000.0,14324000,10455000.0,812000.0,6400000.0,38427000.0,,-16935000.0,,-2545000.0,53851000.0,-38478000.0,2207761000.0,43621000,316637000,-329000.0,1662718000.0,,133288000.0,59309000.0,60099000,30593000.0,,,,,,
2006-12-31,627778000.0,,,77746000.0,23945000.0,177018000.0,8045000,518389000.0,,42718000,1952649000.0,22813000.0,0.0,1775631000.0,15113000.0,24087000.0,1146167000.0,9307000.0,156910000.0,14196000.0,,92676000,56452000,56452000,415000.0,-2131000,91550000.0,22901000.0,518609000.0,72364000.0,223454000,,23158000,6390000.0,-48473000.0,52213000.0,,73000.0,56452000.0,0.0,0.0,14474000.0,,190329000.0,8294000.0,-557869000.0,6390000.0,6390000.0,0.0,270839000.0,11303000,8633000.0,4726000.0,63910000.0,66557000.0,,-85903000.0,,-18851000.0,140693000.0,-62947000.0,2260608000.0,69518000,316130000,6317000.0,1702739000.0,,,49592000.0,82868000,58222000.0,,,,,,
2007-03-31,961836000.0,,,-6975000.0,23945000.0,177407000.0,17685000,200899000.0,0.275,36851000,1974653000.0,26174000.0,,1797246000.0,15440000.0,23750000.0,1162735000.0,8515000.0,-55591000.0,-18256000.0,133076000.0,97032000,49702000,49702000,11943000.0,763000,79607000.0,22658000.0,856831000.0,67969000.0,194955000,,33125000,65000.0,-49915000.0,61264000.0,,6390000.0,50426000.0,,0.0,-10559000.0,0.275,,12765000.0,-572594000.0,65000.0,65000.0,,0.0,14615000,8246000.0,-264000.0,-35526000.0,37540000.0,,11209000.0,,-15471000.0,32381000.0,-39356000.0,2298573000.0,63907000,291987000,-6325000.0,1725979000.0,724000.0,133092000.0,47785000.0,80481000,50239000.0,,,,,,
2007-06-30,978313000.0,,,22574000.0,23945000.0,181620000.0,17741000,176174000.0,0.33,43790000,2009806000.0,25615000.0,,1828186000.0,15695000.0,23631000.0,1154487000.0,9849000.0,-16971000.0,-667000.0,133098000.0,111540000,61452000,61452000,-15713000.0,-2731000,95320000.0,21878000.0,865459000.0,36662000.0,216615000,,33436000,13276000.0,-48659000.0,50851000.0,,65000.0,62252000.0,,0.0,143000.0,0.33,,8219000.0,-585851000.0,13276000.0,13276000.0,,0.0,13867000,7859000.0,439000.0,-12887000.0,37218000.0,,-10456000.0,,-12690000.0,72326000.0,-49752000.0,2342054000.0,78104000,328155000,13211000.0,1756203000.0,800000.0,133098000.0,46904000.0,91814000,64160000.0,,,,,,
2007-09-30,979483000.0,,,25974000.0,23945000.0,198996000.0,17219000,220639000.0,0.325,43049000,2056667000.0,23532000.0,,1857671000.0,15914000.0,23672000.0,1200122000.0,10272000.0,-57675000.0,5568000.0,133100000.0,103589000,59444000,75839000,-10663000.0,888000,105983000.0,23244000.0,887045000.0,62998000.0,218368000,,33133000,0.0,-46459000.0,73358000.0,,13276000.0,59069000.0,,0.0,605000.0,0.325,-123000.0,7933000.0,-600005000.0,0.0,0.0,,0.0,12607000,7472000.0,114000.0,-5421000.0,43391000.0,,-39798000.0,,-12259000.0,72981000.0,-47007000.0,2385732000.0,70456000,321957000,-13276000.0,1785727000.0,-375000.0,133100000.0,50831000.0,87590000,60459000.0,,,,,,
2007-12-31,1009385000.0,,,29189000.0,23945000.0,205082000.0,19942000,220645000.0,,49640000,2101194000.0,21672000.0,,1896112000.0,16743000.0,24324000.0,1230030000.0,12690000.0,178024000.0,3801000.0,,120450000,72192000,25284000,-14479000.0,896000,120462000.0,20797000.0,914536000.0,50427000.0,255572000,,36685000,0.0,-48622000.0,63042000.0,,0.0,72611000.0,,0.0,5377000.0,,-14000.0,10882000.0,-615329000.0,0.0,0.0,,0.0,12368000,7086000.0,-14000.0,-10560000.0,52569000.0,,-34634000.0,,-11478000.0,83256000.0,-54067000.0,2435890000.0,83765000,376022000,0.0,1820561000.0,419000.0,,52449000.0,101722000,72992000.0,,,,,,
2008-03-31,1011452000.0,,,41002000.0,26808000.0,177544000.0,17780000,208152000.0,0.445,59620000,2125239000.0,21380000.0,,1947695000.0,17176000.0,23429000.0,1219604000.0,16444000.0,-58904000.0,-9020000.0,133544000.0,113333000,93322000,127024000,20267000.0,26729000,100195000.0,23053000.0,952171000.0,68650000.0,233160000,,34956000,0.0,-70480000.0,55890000.0,,0.0,93765000.0,-12010000.0,0.0,-4497000.0,0.445,,11411000.0,-630323000.0,,,,,11634000,6699000.0,7800000.0,9196000.0,30516000.0,,-25404000.0,,-17848000.0,95884000.0,-54882000.0,2497115000.0,78377000,346493000,0.0,1866792000.0,443000.0,133544000.0,53992000.0,122575000,67969000.0,,,,,,
2008-06-30,1004737000.0,,,44688000.0,26809000.0,174811000.0,18454000,225283000.0,0.4,53736000,2172883000.0,20117000.0,,1998072000.0,17434000.0,23606000.0,1230020000.0,9251000.0,-59948000.0,2918000.0,133702000.0,140657000,94374000,135012000,24523000.0,1457000,75672000.0,23952000.0,951917000.0,73092000.0,132257000,,35888000,0.0,-64674000.0,69187000.0,,0.0,94876000.0,0.0,0.0,11769000.0,0.4,,20322000.0,-645871000.0,,,,,11641000,6313000.0,-12879000.0,6818000.0,45203000.0,,-57148000.0,,-10904000.0,121822000.0,-77134000.0,2570649000.0,104769000,272914000,0.0,1924778000.0,502000.0,133702000.0,43299000.0,123951000,95673000.0,,,,,,
2008-09-30,1069823000.0,0.0,,39016000.0,26809000.0,201226000.0,17151000,248811000.0,0.375,50188000,2269841000.0,22231000.0,,2068615000.0,17726000.0,24628000.0,1318634000.0,14212000.0,-75076000.0,19696000.0,133708000.0,120571000,73336000,96484000,-5462000.0,1511000,81134000.0,22505000.0,1017521000.0,81756000.0,171409000,,34877000,19815000.0,-84100000.0,65667000.0,,0.0,73860000.0,-8557000.0,0.0,-946000.0,0.375,-2048000.0,9079000.0,-657820000.0,19815000.0,19815000.0,,,13708000,5926000.0,-220000.0,21819000.0,63953000.0,,-11944000.0,,-9871000.0,115859000.0,-76843000.0,2647671000.0,85694000,291980000,19815000.0,1989851000.0,524000.0,133708000.0,39430000.0,105294000,74702000.0,,,,,,
2008-12-31,1145415000.0,0.0,,38782000.0,26809000.0,165583000.0,17050000,195258000.0,,55592000,2296115000.0,22166000.0,,2130532000.0,18817000.0,23190000.0,1340673000.0,17866000.0,210212000.0,,,135930000,85581000,-11907000,,470000,47734000.0,21492000.0,1083485000.0,38951000.0,165469000,,35867000,33241000.0,-86608000.0,37895000.0,,19815000.0,86099000.0,-17735000.0,0.0,-5665000.0,,-93500000.0,15440000.0,-674317000.0,33241000.0,33241000.0,,,14965000,5539000.0,,-8677000.0,41383000.0,,-1972000.0,,-22604000.0,102006000.0,-63224000.0,2724326000.0,100063000,301399000,13426000.0,2050009000.0,518000.0,,55162000.0,119881000,81777000.0,,,,,,
