date,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense
2015-03-31,0.0,1.095,18231963470.0,317369000000,459548000000,43074000000.0,9140000000,263960000000,314727000000,8762000000.0,-23874000000.0,865000000,24147000000,43000000.0,11059000000,,33495000000,140239000000.0,463321000000.0,-198000000.0,118613000000,0.0,12249000000.0,,-2747000000.0,61149000000.0,24147000000,33460000000.0,161084000000,3751919000000.0,4215240000000,58402000000,380058000000.0,36145000000,2566120000000.0,,558402000000,19964000000,1264940000000,1.095,174240000000,21475000000,3693603000000.0,22436000000,12037000000.0,300105000000,,-354666000000,-44787000000,18231963470.0,4636000000,17300000000,-16047000000,839606000000,24566000000,19964000000,-2323000000.0,30446000000,3833842000000,2119936000000.0,,,,,,,,,,,,,,,,,
2015-06-30,0.0,,,372976000000,520347000000,43439000000.0,9140000000,300105000000,331190000000,11338000000.0,-48605000000.0,258000000,28819000000,6844000000.0,8573000000,,26048000000,151786000000.0,500221000000.0,-1755000000.0,128602000000,0.0,12541000000.0,,-2420000000.0,186747000000.0,28819000000,25968000000.0,146874000000,4132066000000.0,4632287000000,184327000000,449777000000.0,181972000000,2865761000000.0,,601959000000,14685000000,1367820000000,,217131000000,27498000000,4076003000000.0,17475000000,12017000000.0,482077000000,,-455661000000,-90728000000,,6534000000,17017000000,54368000000,970124000000,27542000000,14685000000,-2584000000.0,29920000000,4227789000000,2260073000000.0,,,,,,,,,,,,,,,,,
2015-09-30,0.0,0.75,18169333333.0,569929000000,569613000000,46979000000.0,18280000000,482077000000,328337000000,7703000000.0,-61316000000.0,527000000,29101000000,136000000.0,4931000000,,21425000000,209595000000.0,521476000000.0,-1098000000.0,138071000000,0.0,11101000000.0,,-6446000000.0,-76829000000.0,29101000000,21314000000.0,117600000000,4145637000000.0,4667113000000,-83275000000,423371000000.0,-22574000000,2730931000000.0,,643120000000,13627000000,1373982000000,0.75,310568000000,28686000000,4052698000000.0,16494000000,12471000000.0,459503000000,,-569173000000,-8723000000,18169333333.0,6957000000,15101000000,-24801000000,992984000000,75202000000,13627000000,-9917000000.0,29599000000,4262293000000,2319276000000.0,,,,,,,,,,,,,,,,,
2015-12-31,0.0,,,534651000000,551693000000,46223000000.0,18280000000,459503000000,334248000000,9911000000.0,-137142000000.0,7419000000,32291000000,101000000.0,3672000000,,12445000000,173017000000.0,532523000000.0,-1871000000.0,135011000000,0.0,37028000000.0,,-4916000000.0,-35449000000.0,32291000000,12205000000.0,130595000000,4232636000000.0,4765159000000,-40365000000,516364000000.0,-126178000000,2764716000000.0,,716490000000,5927000000,1541565000000,,332915000000,35078000000,4178571000000.0,8773000000,12460000000.0,333325000000,,-662861000000,-129494000000,,9712000000,15309000000,22918000000,1068057000000,42610000000,5927000000,-2075000000.0,29774000000,4351588000000,2371403000000.0,,,,,,,,,,,,,,,,,
2016-03-31,0.0,1.16,17844827586.0,788723000000,654025000000,50714000000.0,18280000000,333325000000,347693000000,6905000000.0,-182656000000.0,584000000,32929000000,11074000000.0,3959000000,,27348000000,175393000000.0,627525000000.0,-383000000.0,155707000000,0.0,13790000000.0,,-2720000000.0,119272000000.0,32929000000,27128000000.0,191005000000,4379468000000.0,5006993000000,116552000000,504554000000.0,48653000000,2873745000000.0,,796607000000,20700000000,1596574000000,1.16,381159000000,28494000000,4391260000000.0,23389000000,13912000000.0,381978000000,,-908416000000,-124158000000,17844827586.0,9433000000,13543000000,-14472000000,1158579000000,45312000000,20700000000,-4731000000.0,29988000000,4566653000000,2528743000000.0,,,,,,,,,,,,,,,,,
2016-06-30,0.0,,,827438000000,588149000000,53805000000.0,18280000000,381978000000,363948000000,9371000000.0,-199315000000.0,-4632000000,34400000000,3377000000.0,5795000000,,28714000000,187105000000.0,581698000000.0,-11350000000.0,167998000000,0.0,14192000000.0,,-7170000000.0,-53274000000.0,34400000000,28658000000.0,150801000000,4638084000000.0,5219782000000,-60444000000,526380000000.0,-75859000000,2924073000000.0,,878317000000,20076000000,1672711000000,,499919000000,33250000000,4570085000000.0,22919000000,21337000000.0,306119000000,,-941506000000,-142238000000,,11065000000,13064000000,21046000000,1114529000000,56654000000,20076000000,-2762000000.0,34196000000,4757190000000,2675387000000.0,,,,,,,,,,,,,,,,,
2016-09-30,0.0,0.88,17877272727.0,883403000000,573183000000,53656000000.0,18280000000,306119000000,379378000000,12044000000.0,-231029000000.0,4998000000,36288000000,269000000.0,8011000000,,26516000000,213150000000.0,586931000000.0,-7873000000.0,180070000000,0.0,16992000000.0,,-2722000000.0,-83023000000.0,36288000000,26244000000.0,152001000000,4709633000000.0,5296564000000,-85745000000,533658000000.0,-53094000000,2908630000000.0,,892348000000,15732000000,1670150000000,0.88,494066000000,31118000000,4602800000000.0,18505000000,22345000000.0,253025000000,,-803384000000,72135000000,17877272727.0,12054000000,13196000000,-24605000000,1106841000000,68410000000,15732000000,-15206000000.0,35050000000,4815950000000,2751304000000.0,,,,,,,,,,,,,,,,,
2016-12-31,0.0,,,475717000000,667133000000,60430000000.0,18280000000,253025000000,383449000000,11274000000.0,-235513000000.0,6229000000,36147000000,-567000000.0,4278000000,,11833000000,250876000000.0,636986000000.0,1845000000.0,175932000000,0.0,58821000000.0,,-4012000000.0,244846000000.0,36147000000,11338000000.0,144900000000,4939917000000.0,5576903000000,240834000000,537241000000.0,114527000000,3114451000000.0,,915341000000,5886000000,1758709000000,,492806000000,37135000000,4839566000000.0,7555000000,20639000000.0,367552000000,,-613197000000,-136355000000,,11167000000,13134000000,-5849000000,1204374000000,56904000000,5886000000,-639000000.0,36550000000,5090442000000,2888585000000.0,,,,,,,,,,,,,,,,,
2017-03-31,0.0,1.29,17870542636.0,664375000000,610896000000,62635000000.0,18280000000,367552000000,411477000000,13823000000.0,-339495000000.0,1071000000,35948000000,2390000000.0,6988000000,,32728000000,261092000000.0,610838000000.0,-1822000000.0,198958000000,0.0,25232000000.0,,-2802000000.0,-41685000000.0,35948000000,32659000000.0,247781000000,5162480000000.0,5773318000000,-44487000000,594634000000.0,-85049000000,4400415000000.0,,995406000000,23053000000,1850811000000,1.29,566301000000,29952000000,4993701000000.0,25740000000,20268000000.0,282503000000,,-748212000000,-93117000000,17870542636.0,10234000000,15837000000,-9196000000,1205530000000,58444000000,23053000000,-4258000000.0,36565000000,5254793000000,3012243000000.0,,,,,,,,,,,,,,,,,
2017-06-30,0.0,,,357638000000,621870000000,58926000000.0,18280000000,282503000000,425780000000,16637000000.0,-272806000000.0,-346000000,38472000000,-2027000000.0,9467000000,,32820000000,231816000000.0,636584000000.0,149000000.0,208468000000,0.0,24989000000.0,,-5881000000.0,27710000000.0,38472000000,32847000000.0,180219000000,5342104000000.0,5978688000000,21829000000,673339000000.0,-56573000000,3276950000000.0,,1047279000000,20374000000,2031790000000,,634529000000,32428000000,5214174000000.0,23353000000,20321000000.0,225930000000,,-495304000000,-146877000000,,10033000000,17620000000,47623000000,1295209000000,70657000000,20374000000,-4249000000.0,33351000000,5445990000000,3043128000000.0,,,,,,,,,,,,,,,,,
2017-09-30,0.0,1.29,17744961240.0,537753000000,622203000000,57825000000.0,18280000000,225930000000,448280000000,19209000000.0,-263216000000.0,301000000,39700000000,338000000.0,8884000000,,35010000000,273345000000.0,635393000000.0,0.0,222200000000,0.0,25938000000.0,,-3064000000.0,21796000000.0,39700000000,35026000000.0,182618000000,5533123000000.0,6168516000000,18732000000,733438000000.0,17101000000,3339926000000.0,,1053601000000,22891000000,2139772000000,1.28,703360000000,33176000000,5336231000000.0,26126000000,20267000000.0,243031000000,,-571889000000,-40548000000,17883593750.0,12350000000,18806000000,-3387000000,1355641000000,75897000000,22891000000,-22249000000.0,33084000000,5609576000000,3092310000000.0,,,,,,,,,,,,,,,,,
2017-12-31,0.0,,,564207000000,628814000000,60064000000.0,18280000000,243031000000,473351000000,25891000000.0,-271738000000.0,-41000000,43037000000,4894000000.0,9423000000,,34182000000,280929000000.0,692222000000.0,-6082000000.0,236863000000,0.0,59485000000.0,,-7510000000.0,113462000000.0,43037000000,34226000000.0,210752000000,5800853000000.0,6493075000000,105952000000,775098000000.0,65633000000,3510042000000.0,,1100465000000,22770000000,2262515000000,,719124000000,44132000000,5624229000000.0,24759000000,20507000000.0,308664000000,,-619723000000,-74225000000,,12166000000,20238000000,26505000000,1403912000000,90310000000,22770000000,-4547000000.0,33428000000,5905158000000,3185459000000.0,,,,,,,,,,,,,,,,,
2018-03-31,,1.44,17848611111.0,431535000000,588963000000,63918000000.0,18280000000,308664000000,501898000000,22917000000.0,-263389000000.0,1503000000,42592000000,,10633000000,,39584000000,,,-535000000.0,296536000000,,23012000000.0,,-1305000000.0,,42592000000,,293312000000,,6725766000000,138562000000,,53770000000,,,306245000000,25702000000,833658000000,1.44,754003000000,30723000000,,28951000000,20530000000.0,362434000000,,-503806000000,-82520000000,17848611111.0,10850000000,22004000000,-28916000000,588963000000,96935000000,25702000000,-4863000000.0,34895000000,6108353000000,,,,,,,,,,,,,,,,,,
2018-06-30,,,,426447000000,613749000000,66388000000.0,18280000000,362434000000,516052000000,21084000000.0,-286638000000.0,2361000000,42800000000,,11360000000,,47179000000,,,-866000000.0,306654000000,,22285000000.0,,-1356000000.0,,42800000000,,207247000000,,6851431000000,20384000000,,8666000000,,,313400000000,32393000000,922867000000,,788033000000,33551000000,,35819000000,20513000000.0,371100000000,,-402058000000,18759000000,,12559000000,22194000000,-19056000000,613749000000,100557000000,32393000000,-17154000000.0,34351000000,6216339000000,,,,,,,,,,,,,,,,,,
2018-09-30,,1.19,17900840336.0,348366000000,587509000000,67098000000.0,18280000000,371100000000,527987000000,22191000000.0,-269439000000.0,5000000,43729000000,,10929000000,,35648000000,,,35000000.0,316515000000,,21661000000.0,,-2413000000.0,,43729000000,,200013000000,,6910935000000,13575000000,,-84547000000,,,297231000000,21302000000,938056000000,1.19,781324000000,39259000000,,24719000000,20543000000.0,286553000000,,-387546000000,-45749000000,17900840336.0,12886000000,22084000000,11402000000,587509000000,93802000000,21302000000,-28697000000.0,28747000000,6260499000000,,,,,,,,,,,,,,,,,,
2018-12-31,,,,293952000000,548493000000,72045000000.0,18280000000,286553000000,556508000000,18476000000.0,-167180000000.0,-955000000,45371000000,,9777000000,,40740000000,,,1182000000.0,334182000000,,47227000000.0,,-5589000000.0,,45371000000,,189742000000,,7142960000000,23076000000,,21471000000,,,280516000000,28007000000,1001745000000,,879306000000,44164000000,,30963000000,20520000000.0,308024000000,,-417881000000,-130916000000,,101808000000,20649000000,88161000000,548493000000,93627000000,28007000000,-7864000000.0,29383000000,6459317000000,,,,,,,,,,,,,,,,,,
2019-03-31,,2.55,17849803922.0,387112000000,547452000000,75842000000.0,18280000000,308024000000,599079000000,24157000000.0,-99332000000.0,521000000,63098000000,,13936000000,,63260000000,,,-385000000.0,379587000000,,18681000000.0,,-1463000000.0,,63098000000,,354335000000,,7412152000000,158611000000,,62048000000,,,295136000000,45517000000,1030427000000,2.55,874343000000,40759000000,,49324000000,20533000000.0,370072000000,,-414077000000,-36865000000,17849803922.0,38927000000,21476000000,-68161000000,547452000000,108868000000,45517000000,-5620000000.0,29305000000,6677859000000,,,,,,,,,,,,,,,,,,
2019-06-30,,,,375902000000,589783000000,74199000000.0,18280000000,370072000000,625327000000,25630000000.0,-153271000000.0,709000000,61326000000,,-3435000000,,52979000000,,,371000000.0,411174000000,,17132000000.0,,-2725000000.0,,61326000000,,232401000000,,7562398000000,19054000000,,-68297000000,,,315873000000,52159000000,1049607000000,,934513000000,40251000000,,56414000000,20724000000.0,301775000000,,-455588000000,-86091000000,,39406000000,21351000000,-28311000000,589783000000,101118000000,52159000000,-33583000000.0,28632000000,6798426000000,,,,,,,,,,,,,,,,,,
2019-09-30,,1.8,17717222222.0,494135000000,551658000000,76489000000.0,18280000000,301775000000,641197000000,24044000000.0,-207428000000.0,-21097000000,61818000000,,8652000000,,44662000000,,,,429297000000,,17551000000.0,,-2794000000.0,,61818000000,,227841000000,,7786963000000,146241000000,,26152000000,,,316680000000,31891000000,1124958000000,1.79,900847000000,42476000000,,36010000000,20657000000.0,327927000000,,-571945000000,-84864000000,17816201117.0,39751000000,21837000000,-5443000000,551658000000,108744000000,31891000000,-26726000000.0,28254000000,6992235000000,,,,,,,,,,,,,,,,,,
