date,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2001-03-31,,,,,,841323848.0,,,,,,,,2802215570.0,,,,2802215570.0,0.228143,,2802215570.0,,,,841323848.0,274505630.0,,,,,,,,,191942240.0,,,,,191942240.0,,0.228143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,5151000000.0,758000000.0,3083727580.0,0.0,5123000000.0,,,,,,7097000000.0,7323000000.0,-269000000.0,-7849219670.0,,,3176000000.0,-8379219670.0,,,2799780330.0,-1975000000.0,1810428300.0,747463380.0,,115587800.0,,4818000000.0,914742720.0,,1353000000.0,,,2232000000.0,171782110.0,,150000000.0,4029000000.0,1842000000.0,171782110.0,987000000.0,,1842000000.0,,3607000000.0,5672000000.0,17644000000.0,10321000000.0,-1842000000.0,11915000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,839673147.0,,,,,,,,3238925400.0,,,,3238925400.0,0.481968,,3238925400.0,,,,839673147.0,439325940.0,,,,,,,,,404695920.0,,,,,404695920.0,,0.481968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,2360000000.0,3877000000.0,6006183210.0,3817000000.0,6969000000.0,,,619407000.0,,,7323000000.0,8374000000.0,,-1776925400.0,154163520.0,594630720.0,2360000000.0,-2002925400.0,,,3239074600.0,-1921538160.0,3885746580.0,551272230.0,,429674060.0,,4682000000.0,,0.0,3825182340.0,2626973910.0,47487870.0,2271000000.0,422304080.0,,,4132000000.0,2286000000.0,422304080.0,976000000.0,,2286000000.0,85340520.0,3446000000.0,5589000000.0,19548000000.0,11174000000.0,3231928080.0,12005000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,820221445.0,,,,,,,,2330655840.0,,,,2330655840.0,0.483239,,2330655840.0,,,,816889147.0,273452400.0,,,,,,,,,394753080.0,,,,,394753080.0,,0.481276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,3970671840.0,718204320.0,3137659200.0,1956960.0,5994168480.0,,,,,,7354908000.0,7322944320.0,605352960.0,-6829224360.0,,,2542091040.0,-6829224360.0,,,2324782200.0,-1428580800.0,2189185920.0,542077920.0,,272646960.0,,4568849280.0,727989120.0,0.0,1347693120.0,,,2313126720.0,393022440.0,,297457920.0,3707134560.0,1594270080.0,393022440.0,928903680.0,,1594270080.0,,3719528640.0,5427954720.0,18472397760.0,11149453440.0,3179407680.0,11923757280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,784356565.0,,,,,,,,2711031660.0,,,,2711031660.0,-0.291688,,2711031660.0,,,,784356565.0,462672540.0,,,,,,,,,-228787110.0,,,,,-228787110.0,,-0.291688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,1916000000.0,3461000000.0,,3717000000.0,5222000000.0,,,622091700.0,,,6982000000.0,7316000000.0,4314286650.0,-2690031660.0,162041850.0,625195950.0,1916000000.0,-1468031660.0,,,2716968340.0,-1359661500.0,3462480450.0,866706600.0,,-861672540.0,,4329000000.0,,0.0,3718891500.0,2093506200.0,-559385850.0,2239000000.0,-215212890.0,,,3463000000.0,1360000000.0,-215212890.0,910000000.0,,1360000000.0,107407050.0,3521000000.0,4496000000.0,17068000000.0,9752000000.0,3341414700.0,11311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,786969253.0,,,,,,,,1949086740.0,,,,1949086740.0,0.345101,,1949086740.0,,,,786969253.0,290531400.0,,,,,,,,,271583700.0,,,,,271583700.0,,0.345101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,2951000000.0,531000000.0,3166769430.0,4229610.0,2801000000.0,,,,,,6846000000.0,5829000000.0,-2589000000.0,-6496604470.0,,,1974000000.0,-4219604470.0,,,1807395530.0,-977000000.0,2562539430.0,514803960.0,,-1091863680.0,,5022000000.0,468882480.0,0.0,1295000000.0,,,2250000000.0,245792900.0,,270000000.0,2999000000.0,1191000000.0,245792900.0,897000000.0,,1191000000.0,,3563000000.0,4288000000.0,15194000000.0,9365000000.0,-1191000000.0,11868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,741742862.0,,,,,,,,2715050880.0,,,,2715050880.0,0.644945,,2715050880.0,,,,741742862.0,495232020.0,,,,,,,,,478383300.0,,,,,478383300.0,,0.644945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,1928000000.0,3297000000.0,,2796000000.0,2992000000.0,,,589680000.0,,,6283000000.0,6262000000.0,2102800000.0,-1299050880.0,161840000.0,622720000.0,1928000000.0,-1534050880.0,,,2344949120.0,-905520000.0,3292800000.0,2086000000.0,,445767980.0,,4146000000.0,,0.0,2792160000.0,1305360000.0,115360000.0,2162000000.0,412616700.0,,,3469000000.0,1304000000.0,412616700.0,886000000.0,,1304000000.0,72800000.0,2986000000.0,4066000000.0,15324000000.0,9062000000.0,3064320000.0,10429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,756146590.0,,,,,,,,1994328990.0,,,,1994328990.0,0.350376,,1994328990.0,,,,756146590.0,283356170.0,,,,,,,,,264935310.0,,,,,264935310.0,,0.350376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,2971696000.0,438501000.0,3167318000.0,3846500.0,3687694500.0,,,,,,5016935000.0,5060895000.0,-1693009500.0,-4074023970.0,,,1973804000.0,-4074023970.0,,,691240030.0,-997892000.0,1918854000.0,1177029000.0,,608846280.0,,4878461000.0,661048500.0,0.0,1146806500.0,,,2173272500.0,595970860.0,,389595500.0,3311836500.0,1165489500.0,-235972140.0,884145500.0,,1165489500.0,,1998531500.0,4007503500.0,14073244500.0,9012349500.0,3031042000.0,9895396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,749750000.0,,,,,,,,4985674020.0,,,,4985674020.0,0.580199,,4985674020.0,,,,749750000.0,564082680.0,,,,,,,,,533174040.0,,,,,533174040.0,,0.580199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,2915966480.0,2107000000.0,4291835520.0,0.0,4839000000.0,,,595914480.0,,,5184000000.0,5441000000.0,-452000000.0,-3462674020.0,148066240.0,617290240.0,1794000000.0,-3800674020.0,,,-1311674020.0,-946789760.0,3201671760.0,1401415680.0,,437917320.0,,4547000000.0,,,2141225520.0,1255956240.0,60477760.0,2245000000.0,433825960.0,,387000000.0,2911000000.0,1082000000.0,433825960.0,883000000.0,,1082000000.0,39102000.0,2109000000.0,4050000000.0,14728000000.0,9287000000.0,16000000.0,9731000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,738393282.0,,,,,,,,1989679200.0,,,,1989679200.0,0.33597,,1989679200.0,,,,733973854.0,272522550.0,,,,,,,,,246593220.0,,,,,246593220.0,,0.333959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,3024544320.0,464455680.0,3166337280.0,2791200.0,3635817120.0,,,,,,4046123520.0,4876784640.0,-1747291200.0,,,,2093958240.0,,,,,-930586080.0,1975053120.0,1387226400.0,,,,5392040160.0,739109760.0,0.0,1242084000.0,,,2331768480.0,,,333269280.0,3671544480.0,815588640.0,,881460960.0,,815588640.0,,867504960.0,4245973440.0,13266573600.0,8389788960.0,2049857280.0,9438163680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,721504773.0,,,,,,,,2677374000.0,,,,2677374000.0,0.807349,,2677374000.0,,,,721504773.0,448778880.0,,,,,,,,,582505920.0,,,,,582505920.0,,0.807349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,1987000000.0,1984000000.0,3186500280.0,0.0,4592000000.0,721500000.0,593945520.0,1223922960.0,,309177120.0,3938000000.0,5712000000.0,-817000000.0,629977440.0,156332040.0,624747000.0,1987000000.0,629977440.0,1.179755,,1979430960.0,-968793720.0,907190760.0,1651656720.0,721500000.0,449236680.0,,5965000000.0,,,2184580440.0,755508000.0,40100040.0,2488000000.0,583484640.0,,406000000.0,4056000000.0,1039000000.0,583484640.0,883000000.0,1.179755,1039000000.0,53466720.0,1047000000.0,4723000000.0,14692000000.0,8980000000.0,5000000.0,9903000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,721500000.0,,,,,,,,1648349100.0,,,,1648349100.0,0.522105,,1648349100.0,,,,721500000.0,370518960.0,,,,,,,,,370518960.0,,,,,370518960.0,,0.522105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,2911007220.0,494097340.0,3169150080.0,70353400.0,4503699960.0,,,,,,3336374700.0,4838690380.0,-889158740.0,-3565186540.0,,,1952577440.0,-3565186540.0,,,1658824000.0,-958429780.0,1435750540.0,1236055120.0,,373734740.0,,5912932680.0,647251280.0,140165620.0,1332385160.0,,,2387144980.0,373734740.0,,674310280.0,4002567280.0,699204560.0,373734740.0,883205760.0,,699204560.0,,759275540.0,4395463960.0,13932137920.0,9093447540.0,1492033260.0,9249307380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,681250000.0,,,,,,,,2677761240.0,,,,2677761240.0,0.655763,,2677761240.0,,,,681250000.0,1115021490.0,,,,,,,,,1115021490.0,,,,,1115021490.0,,0.651756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,1889000000.0,2021000000.0,3133917400.0,86259290.0,4101000000.0,,590544370.0,1243869170.0,,591054780.0,4178000000.0,5719000000.0,-1242000000.0,-1233761240.0,183237190.0,649241520.0,1889000000.0,-1371761240.0,,,1344238760.0,-957529160.0,877905200.0,1156078650.0,,-183021490.0,87000000.0,5938000000.0,,,2183000000.0,766635820.0,45426490.0,2474000000.0,-220021490.0,,560000000.0,4304000000.0,1062000000.0,-220021490.0,868000000.0,,975000000.0,60228380.0,1303000000.0,4399000000.0,14406000000.0,8687000000.0,3000000.0,10116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,663641520.0,,,,,,,,1728996240.0,,,,1728996240.0,0.451836,,1728996240.0,,,,657820758.0,227619840.0,,,,,,,,,297226800.0,,,,,297226800.0,,0.447873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,2950235250.0,557681600.0,3185258210.0,77677080.0,3970991750.0,,,,,,4197549900.0,5185443020.0,-1402668810.0,-3590916880.0,,,1943420790.0,-3590916880.0,,,1728967240.0,-1006814460.0,1532628540.0,872373360.0,,227041580.0,,5584782880.0,572619500.0,164814830.0,1379764030.0,,,2464255570.0,296357090.0,,581582240.0,4130827280.0,884821610.0,296357090.0,847974790.0,,884821610.0,,1534620260.0,4216471240.0,13951500670.0,8766057650.0,1670555150.0,9782332780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,647500000.0,,,,,,,,2142943040.0,,,,2142943040.0,0.751839,,2142943040.0,,,,647500000.0,506895970.0,,,,,,,,,506895970.0,,,,,506895970.0,,0.747879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,2008000000.0,2180000000.0,3178287750.0,0.0,3844000000.0,,599049000.0,1306007500.0,,598544750.0,4514000000.0,6116000000.0,-1505000000.0,-578943040.0,176991750.0,684771500.0,2008000000.0,-728943040.0,,,2144056960.0,-1007995750.0,962613250.0,810834000.0,,507104030.0,69000000.0,6622000000.0,,,2541000000.0,839576250.0,53954750.0,2695000000.0,468104030.0,,658000000.0,5250000000.0,880000000.0,468104030.0,832000000.0,,811000000.0,98328750.0,1471000000.0,4440000000.0,15187000000.0,9071000000.0,2000000.0,11136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,713580247.0,,,,,,,,1900357740.0,,,,1900357740.0,0.413231,,1900357740.0,,,,704878049.0,291277320.0,,,,,,,,,291277320.0,,,,,291277320.0,,0.408191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,3276411240.0,665230560.0,3168386640.0,105009960.0,3504016560.0,,,,,,4696809120.0,5617279200.0,-1825866960.0,-3955530840.0,,,2125321200.0,-3955530840.0,,,1917992760.0,-1151090040.0,1681666680.0,942577440.0,,268941420.0,,7174340760.0,684323280.0,350703120.0,1652525160.0,,,2743322400.0,295068300.0,,677289120.0,5554474200.0,714972120.0,295068300.0,817469880.0,,714972120.0,,1665588600.0,5188697880.0,16053460440.0,10436181240.0,2180589600.0,11871149880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,3577000000.0,2565000000.0,,277000000.0,3742000000.0,,,,,,5836000000.0,8718000000.0,-1625000000.0,,,,2428000000.0,,0.0,,,-1149000000.0,547000000.0,291000000.0,,,8000000.0,11591000000.0,,,2992000000.0,,,3353000000.0,,2505000000.0,962000000.0,9223000000.0,2096000000.0,,797000000.0,0.0,2088000000.0,,1892000000.0,6878000000.0,22043000000.0,13325000000.0,651000000.0,17427000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,3658000000.0,2173000000.0,,0.0,3221000000.0,,,,,,3987000000.0,6205000000.0,-2200000000.0,,,,2268000000.0,,,,,-1390000000.0,220000000.0,443000000.0,,,98000000.0,10173000000.0,,363000000.0,2031000000.0,,,3162000000.0,,2640000000.0,621000000.0,7685000000.0,1012000000.0,,797000000.0,,914000000.0,,890000000.0,5852000000.0,18096000000.0,11891000000.0,37000000.0,14160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2390000000.0,2738000000.0,,0.0,3867000000.0,,,,,,4583000000.0,7569000000.0,-1603000000.0,,,,2390000000.0,,0.0,,,,154000000.0,97000000.0,,,105000000.0,10452000000.0,,,2596000000.0,,,3279000000.0,,2617000000.0,672000000.0,8228000000.0,1694000000.0,,797000000.0,0.0,1589000000.0,,891000000.0,6355000000.0,19626000000.0,12057000000.0,38000000.0,15035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,4137000000.0,2615000000.0,,0.0,4007000000.0,,,,,,3944000000.0,6952000000.0,-1377000000.0,,,,2404000000.0,,,,,-1733000000.0,196000000.0,231000000.0,,,210000000.0,10724000000.0,,400000000.0,2008000000.0,,,3281000000.0,,2649000000.0,744000000.0,8177000000.0,1663000000.0,,797000000.0,,1453000000.0,,587000000.0,6326000000.0,19454000000.0,12502000000.0,30000000.0,14668000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,2804000000.0,,63000000.0,4886000000.0,,,,,,4333000000.0,7669000000.0,-511000000.0,,,,2456000000.0,,0.0,,,,144000000.0,194000000.0,,,63000000.0,10016000000.0,,,,,,3401000000.0,,2748000000.0,825000000.0,7847000000.0,1535000000.0,,797000000.0,0.0,1472000000.0,,794000000.0,6661000000.0,19999000000.0,12330000000.0,49000000.0,14349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,4526000000.0,2838000000.0,,38000000.0,5245000000.0,,,,,,4915000000.0,7161000000.0,-195000000.0,,,,2552000000.0,,,,,-1974000000.0,100000000.0,0.0,,,89000000.0,8877000000.0,,437000000.0,1501000000.0,,,3473000000.0,,2487000000.0,777000000.0,6936000000.0,1673000000.0,,797000000.0,,1584000000.0,,1447000000.0,6108000000.0,19777000000.0,12616000000.0,305000000.0,13792000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,3203000000.0,,18000000.0,5133000000.0,,,,,,6638000000.0,7773000000.0,-202000000.0,,,,2781000000.0,,0.0,,,,99000000.0,352000000.0,,,36000000.0,9710000000.0,,,,,,3755000000.0,,3280000000.0,1147000000.0,6863000000.0,1157000000.0,,797000000.0,0.0,1121000000.0,,2741000000.0,8092000000.0,22446000000.0,14673000000.0,251000000.0,16348000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,4968000000.0,1078000000.0,,28000000.0,5588000000.0,,,,,,4784000000.0,7253000000.0,234000000.0,,,,2972000000.0,,,13000000.0,,-1996000000.0,17000000.0,103000000.0,,,42000000.0,10755000000.0,,1312000000.0,1749000000.0,,,3955000000.0,,2295000000.0,1424000000.0,7399000000.0,1076000000.0,,797000000.0,,1076000000.0,,1230000000.0,7509000000.0,22350000000.0,15097000000.0,505000000.0,15539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,3238000000.0,,76000000.0,6327000000.0,,,,,,6096000000.0,7932000000.0,1059000000.0,,,,3124000000.0,,0.0,,,,123000000.0,506000000.0,,,58000000.0,9785000000.0,,,2906000000.0,,,4184000000.0,,2867000000.0,1535000000.0,6235000000.0,766000000.0,,797000000.0,0.0,708000000.0,,2218000000.0,8910000000.0,23329000000.0,15397000000.0,151000000.0,15881000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,5727000000.0,1099000000.0,,89000000.0,7036000000.0,,,,19000000.0,,5544000000.0,8594000000.0,1741000000.0,,,,3468000000.0,,,14000000.0,,-2259000000.0,6000000.0,109000000.0,,,65000000.0,11426000000.0,1181000000.0,1377000000.0,2057000000.0,,,4222000000.0,,3248000000.0,1482000000.0,8233000000.0,1772000000.0,,797000000.0,,1772000000.0,,1858000000.0,7671000000.0,25077000000.0,16483000000.0,164000000.0,16970000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,3040000000.0,,8000000.0,7086000000.0,,,,,,6566000000.0,8305000000.0,2405000000.0,,,,3393000000.0,,0.0,,,,153000000.0,453000000.0,,,129000000.0,9641000000.0,,,2957000000.0,,,4320000000.0,,3673000000.0,1437000000.0,6716000000.0,1020000000.0,,797000000.0,0.0,891000000.0,,3007000000.0,8324000000.0,24245000000.0,15940000000.0,144000000.0,16207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,5502000000.0,903000000.0,,55000000.0,6823000000.0,,,,23000000.0,,4851000000.0,7469000000.0,2438000000.0,,,,3433000000.0,,,10000000.0,,-2069000000.0,146000000.0,531000000.0,,,35000000.0,10523000000.0,886000000.0,1201000000.0,2004000000.0,,,4222000000.0,,3514000000.0,1365000000.0,7638000000.0,657000000.0,,797000000.0,,622000000.0,,1576000000.0,6690000000.0,22964000000.0,15495000000.0,147000000.0,15374000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
