date,quarterlyOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyAccountsReceivable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2015-03-31,1300881000,-1567281000,272917000,2467999000,16784000.0,499846000,78461000.0,499846000,2434747000,2778801000,436223000,1211520000,,0.0,102911000.0,1252517000,644770000,665649000,,3824650000,2572133000,0.0,1310419000,307303000,3568000.0,115444000,522417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,1203953000,-1577529000,256222000,2249532000,29818000.0,440607000,74668000.0,440607000,0,2695726000,466165000,1118197000,,0.0,-64950000.0,1154878000,646867000,593037000,,3538008000,2383130000,0.0,1239904000,255115000,5716000.0,110940000,477332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,1020299000,-1649576000,213507000,2076898000,1500000.0,457333000,76305000.0,457333000,0,2744223000,445565000,1094647000,,0.0,-255198000.0,1116569000,665893000,512869000,,3294739000,2178170000,0.0,1178762000,222557000,8857000.0,93313000,427301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,1020299000,-1702680000,213003000,1964521000,1500000.0,545528000,,545528000,0,2795689000,441602000,1093009000,,0.0,-390549000.0,1143027000,598456000,736216000,,3315191000,2172164000,0.0,1334672000,445104000,5389000.0,77941000,362946000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,817925000,-1780388000,178421000,1757067000,1500000.0,500546000,0.0,500546000,0,2863058000,444360000,1082670000,,0.0,-627675000.0,1054647000,547839000,695243000,,3016502000,1961855000,0.0,1243082000,461066000,8690000.0,69730000,341828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,817925000,-1827036000,179993000,1595170000,1500000.0,398689000,,398689000,0,2886389000,488692000,1059353000,,0.0,-778189000.0,950097000,588136000,697625000,,2889442000,1939345000,0.0,1285761000,464756000,10397000.0,67952000,335233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,658039000,-1887030000,151623000,1319826000,18090000.0,303506000,,303506000,0,2963945000,75364000,1076915000,,,-1073888000.0,798300000,597566000,678897000,,2600264000,1801964000,,1276463000,485437000,,82307000,318777000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,658039000,-1857185000,151870000,1046413000,,202181000,164060000.0,202181000,0,2875308000,38797000,1018123000,,,-1360155000.0,671621000,757501000,599758000,,2406552000,1734931000,,1357259000,410151000,,67525000,304133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,658039000,-1670967000,150772000,993029000,,175566000,179125000.0,178444000,0,2425034000,53494000,754067000,2878000.0,,,638443000,777049000,340600000,,2112404000,1473961000,,1117649000,158489000,,62822000,196672000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,658039000,-1682062000,150807000,708264000,,163541000,165128000.0,166397000,0,2526629000,39358000,844567000,2856000.0,,,531406000,816283000,532299000,,2057648000,1526242000,,1348582000,306461000,,53758000,180412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
