date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
1984-03-31,,1700000,0.19,,,,,,,,,,1700000,,,,,8947368.0,,,,,,,,,,,,,1700000,,,,,,,,,,0.19,,,,,,,,,,,,,,,6600000,,,,,8947368.0,6600000,6600000,,,,,,,,,,,,,,
1984-06-30,,1300000,0.15,,,,,,,,,,1300000,,,,,8666667.0,,,,,,,,,,,,,1300000,,,,,,,,,,0.15,,,,,,,,,,,,,,,6600000,,,,,8666667.0,6600000,6600000,,,,,,,,,,,,,,
1984-09-30,,1900000,0.18,,,,,,,,,,1900000,,,,,10555556.0,,,,,,,,,,,,,1900000,,,,,,,,,,0.18,,,,,,,,,,,,,,,6700000,,,,,10555556.0,6700000,6700000,,,,,,,,,,,,,,
1984-12-31,,5400000,,,,,,,,,,,5400000,33300000.0,,,,,,,,,,,,,,,,133900000.0,5400000,63300000.0,,,,,,,,70600000.0,,,,,,,,,,,,,,-2400000.0,,25200000,,,,,,10500000,25200000,,,,,,,,,,,,,,
1985-03-31,,2400000,0.21,,,,,,,,,,2400000,,,,,11428571.0,,,,,,,,,,,,,2400000,,,,,,,,,,0.21,,,,,,,,,,,,,,,7900000,,,,,11428571.0,7900000,7900000,,,,,,,,,,,,,,
1985-06-30,,2000000,0.17,,,,,,,,,,2000000,,,,,11764706.0,,,,,,,,,,,,,2000000,,,,,,,,,,0.17,,,,,,,,,,,,,,,8400000,,,,,11764706.0,8400000,8400000,,,,,,,,,,,,,,
1985-09-30,,2000000,0.18,,,,,,,,,,2000000,,,,,11111111.0,,,,,,,,,,,,,2000000,,,,,,,,,,0.18,,,,,,,,,,,,,,,8200000,,,,,11111111.0,8200000,8200000,,,,,,,,,,,,,,
1985-12-31,,2100000,,,,,,,,,,,2100000,113800000.0,,,,,,,,,,,,,,,,200100000.0,2100000,127700000.0,,,,,,,,72400000.0,,,,,,,,,,,,,,-3900000.0,,27100000,,,,,,9700000,27100000,,,,,,,,,,,,,,
1986-03-31,,3600000,0.31,,,,,,,,,,3600000,,,,,11612903.0,,,,,,,,,,,,,3600000,,,,,,,,,,0.31,,,,,,,,,,,,,,,10600000,,,,,11612903.0,10600000,10600000,,,,,,,,,,,,,,
1986-06-30,,9000000,0.7,,,,,,,,,,9000000,,,,,11688312.0,,,,,,,,,,,,,9000000,,,,,,,,,,0.77,,,,,,,,,,,,,,,11100000,,,,,12857143.0,11100000,11100000,,,,,,,,,,,,,,
1986-09-30,,1900000,0.16,,,,,,,,,,1900000,,,,,11875000.0,,,,,,,,,,,,,1900000,,,,,,,,,,0.16,,,,,,,,,,,,,,,11300000,,,,,11875000.0,11300000,11300000,,,,,,,,,,,,,,
1986-12-31,,-5700000,,,,,,,,,,,-5700000,39700000.0,,,,,,,,,,,,,,,,305600000.0,-5700000,216800000.0,,,,,,,,88800000.0,,,,,,,,,,,,,,-1600000.0,,34300000,,,,,,11800000,34300000,,,,,,,,,,,,,,
1987-03-31,,2000000,0.16,,,,,,,,,,2000000,,,,,12500000.0,,,,,,,,,,,,,2000000,,,,,,,,,,0.16,,,,,,,,,,,,,,,13300000,,,,,12500000.0,13300000,13300000,,,,,,,,,,,,,,
1987-06-30,,1400000,0.11,,,,,,,,,,1400000,,,,,12727273.0,,,,,,,,,,,,,1400000,,,,,,,,,,0.11,,,,,,,,,,,,,,,15300000,,,,,12727273.0,15300000,15300000,,,,,,,,,,,,,,
1987-09-30,,1200000,0.09,,,,,,,,,,1200000,,,,,13333333.0,,,,,,,,,,,,,1200000,,,,,,,,,,0.09,,,,,,,,,,,,,,,15200000,,,,,13333333.0,15200000,15200000,,,,,,,,,,,,,,
1987-12-31,,1400000,,,,,,,,,,,1400000,199000000.0,,,,,,,,,,,,,,,,402300000.0,1400000,302000000.0,,,,,,,,100300000.0,,,,,,,,,,,,,,-10500000.0,,51700000,,,,,,21300000,51700000,,,,,,,,,,,,,,
1988-03-31,,2200000,0.16,,,,,,,,,,2200000,,,,,13750000.0,,,,,,,,,,,,,2200000,,,,,,,,,,0.16,,,,,,,,,,,,,,,17000000,,,,,13750000.0,17000000,17000000,,,,,,,,,,,,,,
1988-06-30,,1200000,0.09,,,,,,,,,,1200000,,,,,13333333.0,,,,,,,,,,,,,1200000,,,,,,,,,,0.09,,,,,,,,,,,,,,,17000000,,,,,13333333.0,17000000,17000000,,,,,,,,,,,,,,
1988-09-30,,700000,0.05,,,,,,,,,,700000,,,,,14000000.0,,,,,,,,,,,,,700000,,,,,,,,,,0.05,,,,,,,,,,,,,,,16700000,,,,,14000000.0,16700000,16700000,,,,,,,,,,,,,,
1988-12-31,,1300000,,,,,,,,,,,1300000,166300000.0,,,,,,,,,,,,,,,,475700000.0,1300000,380000000.0,,,,,,,,95700000.0,,,,,,,,,,,,,,-18500000.0,,54300000,,,,,,17400000,54300000,,,,,,,,,,,,,,
1989-03-31,,1400000,0.1,,,,,,,,,,1400000,,,,,14000000.0,,,,,,,,,,,,,1400000,,,,,,,,,,0.1,,,,,,,,,,,,,,,20700000,,,,,14000000.0,20700000,20700000,,,,,,,,,,,,,,
1989-06-30,,7800000,0.55,,,,,,6900000.0,,7200000.0,,7800000,234800000.0,-8600000.0,,,14181818.0,,,437300000.0,0.0,25400000.0,,8400000.0,,,,,494200000.0,7800000,388900000.0,,,,,,,,103200000.0,0.55,,,,,,900000.0,,9500000.0,,,,,-18500000.0,1700000.0,36000000,437300000.0,,,,14181818.0,27400000,36000000,,,,,,,,,,,,,,
1989-09-30,6700000.0,700000,0.05,,-5900000.0,,,,5900000.0,,,,700000,234600000.0,-8300000.0,-5100000.0,4200000.0,14000000.0,,,443000000.0,0.0,26400000.0,-1900000.0,8100000.0,,-2100000.0,-300000.0,,494100000.0,700000,393100000.0,,1100000.0,,,,,,99200000.0,0.05,,,-7300000.0,3600000.0,,600000.0,,2400000.0,,-300000.0,,,-18500000.0,1700000.0,32000000,443000000.0,-1200000.0,,-8600000.0,14000000.0,19500000,27800000,,3000000.0,,-5200000.0,,,,,,,,,,
1989-12-31,5300000.0,2100000,,,37300000.0,,,,8000000.0,,0.0,,2100000,231700000.0,-9100000.0,-5000000.0,4200000.0,,,,476300000.0,0.0,29400000.0,-6400000.0,8200000.0,,-1500000.0,1500000.0,,564400000.0,2100000,416500000.0,,1200000.0,,,,,,146100000.0,,-3000000.0,,-13500000.0,500000.0,,1200000.0,,4000000.0,,-1700000.0,,,-18500000.0,1900000.0,35900000,476300000.0,1000000.0,,-11700000.0,,22600000,31700000,,-2000000.0,,45600000.0,,,,,,,,,,
1990-03-31,7700000.0,1600000,0.1,,-4200000.0,,,,7100000.0,,,,1600000,231400000.0,-9100000.0,-5800000.0,4600000.0,16000000.0,50100000.0,,478500000.0,0.0,29500000.0,1800000.0,8300000.0,,-400000.0,-200000.0,,562100000.0,1600000,418300000.0,,200000.0,,,,,,142200000.0,0.1,-100000.0,,-5800000.0,2200000.0,,600000.0,,3500000.0,,-400000.0,,,,1900000.0,35300000,478500000.0,-2100000.0,200000.0,-5900000.0,16000000.0,21600000,30700000,,3600000.0,,-6100000.0,,,,,,,,,,
1990-06-30,3900000.0,2500000,0.14,,-8900000.0,,,,6900000.0,,700000.0,,2500000,230300000.0,-9000000.0,-5900000.0,4500000.0,17857143.0,,,483100000.0,0.0,30000000.0,-4800000.0,8700000.0,,1100000.0,-100000.0,,556100000.0,2500000,415100000.0,,100000.0,,,,,,139800000.0,0.14,1600000.0,,-7000000.0,-3100000.0,,1000000.0,,4500000.0,,-400000.0,,,,2000000.0,37000000,483100000.0,900000.0,0.0,-8700000.0,17857143.0,23500000,32500000,,-4000000.0,,-5800000.0,,,,,,,,,,
1990-09-30,6200000.0,1300000,0.08,,-3300000.0,,,,6300000.0,,,,1300000,230100000.0,-9600000.0,-5800000.0,4800000.0,16250000.0,,,488300000.0,0.0,30800000.0,-1500000.0,8600000.0,,-2500000.0,-200000.0,,555900000.0,1300000,420000000.0,,3900000.0,,,,,,134900000.0,0.08,0.0,,-3800000.0,2800000.0,,800000.0,,3300000.0,,-200000.0,,,,2000000.0,36800000,488300000.0,-400000.0,0.0,-7700000.0,16250000.0,22400000,32000000,,600000.0,,-5700000.0,,,,,,,,,,
1990-12-31,6400000.0,500000,,,-8700000.0,,,,8200000.0,,200000.0,,500000,229800000.0,-11600000.0,-6200000.0,5200000.0,,,,494000000.0,0.0,31200000.0,-4500000.0,9100000.0,,-1000000.0,-300000.0,,551300000.0,500000,421300000.0,,2100000.0,,,,,,129300000.0,,100000.0,,-8700000.0,1300000.0,,1100000.0,,2500000.0,,-300000.0,,,,2000000.0,41200000,494000000.0,100000.0,0.0,-10900000.0,,24400000,36000000,,600000.0,,-6400000.0,,,,,,,,,,
1991-03-31,9800000.0,1400000,0.08,,-2500000.0,,,,6700000.0,,,,1400000,229500000.0,-10100000.0,-6200000.0,5200000.0,17500000.0,25100000.0,,496200000.0,0.0,32500000.0,3200000.0,9100000.0,,400000.0,700000.0,,550300000.0,1400000,424600000.0,,,,,,,,125100000.0,0.08,-200000.0,,-6800000.0,2800000.0,,900000.0,,3500000.0,,-600000.0,,,,2100000.0,39000000,496200000.0,-3200000.0,,-6600000.0,17500000.0,23700000,33800000,,6400000.0,,-5500000.0,,,,,,,,,,
1991-06-30,7300000.0,1300000,0.07,,-5000000.0,,,,6400000.0,,,,1200000,252300000.0,-10300000.0,-6300000.0,5300000.0,17142857.0,,,496700000.0,0.0,11700000.0,900000.0,9300000.0,,1300000.0,300000.0,,544600000.0,1200000,423900000.0,,,,,,,,120200000.0,0.07,100000.0,,-6300000.0,-1400000.0,,800000.0,,3600000.0,,-18100000.0,,,,2300000.0,40000000,496700000.0,900000.0,,-6400000.0,17142857.0,24400000,34700000,,-200000.0,,-6000000.0,,,,,,,,,,
1991-09-30,2900000.0,500000,0.04,,-5400000.0,,,,6200000.0,,,,700000,255100000.0,-10500000.0,-6400000.0,5500000.0,17500000.0,,,495900000.0,0.0,11700000.0,-100000.0,9900000.0,,-3500000.0,-400000.0,,541000000.0,700000,426600000.0,,,,,,,,114200000.0,0.04,-200000.0,,-3200000.0,300000.0,,600000.0,,2800000.0,,-2800000.0,,,,2300000.0,39900000,495900000.0,3300000.0,,-3000000.0,17500000.0,23900000,34400000,,-6400000.0,,-5100000.0,,,,,,,,,,
1991-12-31,7000000.0,1100000,,,31200000.0,,,,7700000.0,,,,1600000,241500000.0,-11300000.0,-6500000.0,5900000.0,,,,487100000.0,0.0,11700000.0,2800000.0,9800000.0,,-700000.0,-300000.0,,563100000.0,1600000,411700000.0,,,,,,,,151500000.0,,1800000.0,,-2400000.0,400000.0,,1200000.0,,3300000.0,,-8800000.0,,,,2200000.0,43000000,487100000.0,600000.0,,-4200000.0,,25800000,37100000,,-600000.0,,26600000.0,,,,,,,,,,
1992-03-31,8100000.0,1700000,0.08,,-13700000.0,,,,,,,,1700000,228500000.0,-13300000.0,-6000000.0,5700000.0,21250000.0,43400000.0,,16300000.0,0.0,,4900000.0,9100000.0,,700000.0,-200000.0,,555000000.0,1700000,383000000.0,,,,,,,,172000000.0,0.08,-8200000.0,,-11400000.0,200000.0,,1000000.0,,,,-25300000.0,,,-73400000.0,,44100000,16300000.0,-1100000.0,,-3200000.0,21250000.0,25100000,38400000,,1800000.0,,-10400000.0,,,,,,,,,,
1992-06-30,5300000.0,1600000,0.1,,23800000.0,,,,,,,,2200000,227900000.0,-12900000.0,-7400000.0,5800000.0,22000000.0,,,44600000.0,0.0,,-7300000.0,8800000.0,,-1900000.0,-500000.0,,613300000.0,2200000,380800000.0,,,,,,,,232500000.0,0.1,-28200000.0,,-39200000.0,-800000.0,,800000.0,,,,-1000000.0,,,-79400000.0,,42800000,44600000.0,3300000.0,,-12600000.0,22000000.0,24100000,37000000,,-5400000.0,,57800000.0,,,,,,,,,,
1992-09-30,7300000.0,1700000,0.15,,-16900000.0,,,,,,,,3500000,225000000.0,-14100000.0,-8800000.0,5700000.0,23333333.0,,,61300000.0,0.0,,12600000.0,8700000.0,,-2000000.0,0.0,,607500000.0,3500000,380000000.0,,,,,,,,227500000.0,0.15,37200000.0,,-12100000.0,1300000.0,,,,,,-3400000.0,,,-85300000.0,,44300000,61300000.0,1200000.0,100000.0,5300000.0,23333333.0,24500000,38600000,,-1400000.0,,-12200000.0,,,,,,,,,,
1992-12-31,7500000.0,4400000,,,-300000.0,,,,,,,,1800000,216300000.0,-11400000.0,-8900000.0,6800000.0,,,,35600000.0,0.0,6100000.0,2800000.0,8500000.0,24800000.0,-1800000.0,500000.0,,603800000.0,1800000,380900000.0,,,,,,,,222900000.0,,-25700000.0,,4500000.0,400000.0,,,,,,-4100000.0,,485700000.0,-92900000.0,,46700000,35600000.0,-900000.0,200000.0,-4700000.0,,28500000,39900000,,-2800000.0,,-12300000.0,,,,,,,,,,
1993-03-31,8000000.0,2600000,0.1,,-8900000.0,,,,,,,,2500000,216400000.0,-14300000.0,-9500000.0,6100000.0,25000000.0,36300000.0,,520500000.0,0.0,,200000.0,8500000.0,,-3100000.0,-3300000.0,,596800000.0,2500000,377300000.0,,25300000.0,,,,,,219500000.0,0.1,-21600000.0,,-4100000.0,1100000.0,,1000000.0,,,,-4100000.0,,,-100000000.0,,47000000,520500000.0,3300000.0,800000.0,-7800000.0,25000000.0,26600000,40900000,,-4000000.0,,-12800000.0,,,,,,,,,,
1993-06-30,7100000.0,3800000,0.1,,-9300000.0,,,,,,,,2800000,159500000.0,-15400000.0,-8400000.0,6300000.0,28000000.0,,,5200000.0,0.0,,14900000.0,7700000.0,,100000.0,15200000.0,,607200000.0,2800000,321500000.0,,5100000.0,,,,,,285700000.0,0.1,-21900000.0,,-23200000.0,0.0,,1300000.0,,,,-57700000.0,,552800000.0,-107900000.0,,49800000,5200000.0,-3200000.0,72800000.0,,28000000.0,28100000,43500000,,200000.0,,6800000.0,,,,,,,,,,
1993-09-30,8400000.0,4700000,0.16,,-7800000.0,,,,,,,,4500000,191400000.0,-16000000.0,-10000000.0,7000000.0,28125000.0,,,4200000.0,0.0,,-11500000.0,7300000.0,,-4400000.0,0.0,,635900000.0,4500000,355300000.0,,1100000.0,,,,,,280600000.0,0.16,-33200000.0,,-37800000.0,100000.0,,1000000.0,,,,-600000.0,,569900000.0,-114100000.0,,51900000,4200000.0,4800000.0,200000.0,,28125000.0,28900000,44900000,,-8600000.0,,21700000.0,,,,,,,,,,
1993-12-31,11700000.0,4500000,,,-700000.0,,,,,,,,8200000,196400000.0,-16600000.0,-10200000.0,6600000.0,,,,4000000.0,0.0,30500000.0,-2700000.0,8100000.0,,-4400000.0,-300000.0,,690900000.0,8200000,406700000.0,,100000.0,,,,,,284200000.0,,-31300000.0,,-45600000.0,4200000.0,,1400000.0,,,,-27400000.0,,623000000.0,-116800000.0,,53700000,4000000.0,1000000.0,5700000.0,-14400000.0,,30500000,47100000,,-400000.0,,33100000.0,,,,,,,,,,
1994-03-31,9600000.0,4100000,0.15,,-700000.0,,,,,,,,4100000,242600000.0,-19900000.0,-10300000.0,7000000.0,27333333.0,9600000.0,,3900000.0,0.0,,900000.0,8200000.0,-4600000.0,-2200000.0,200000.0,,698500000.0,4100000,419500000.0,,100000.0,,,,,,279000000.0,0.15,,,-13200000.0,300000.0,,1400000.0,,,,-500000.0,,625200000.0,-123700000.0,,60600000,3900000.0,2300000.0,,-8700000.0,27333333.0,33700000,53600000,,-3800000.0,,2900000.0,,,,,,,,,,
1994-06-30,11300000.0,5200000,0.17,,3500000.0,,,,35900000.0,,,,5200000,202100000.0,-17800000.0,-10300000.0,7500000.0,30588235.0,,,3700000.0,0.0,,-23500000.0,7600000.0,,2600000.0,37200000.0,,726200000.0,5200000,370400000.0,,100000.0,,,,,,355800000.0,0.17,,,-34600000.0,-1100000.0,,1800000.0,,,,-48300000.0,,653800000.0,-130800000.0,,57800000,3700000.0,-4400000.0,,-34800000.0,30588235.0,32500000,50300000,,3000000.0,,26900000.0,,,,,,,,,,
1994-09-30,9700000.0,5000000,0.16,,-5100000.0,,2400000.0,,,,,,5000000,212400000.0,-20800000.0,-11600000.0,8200000.0,31250000.0,,,3700000.0,0.0,,25700000.0,7700000.0,,1100000.0,10100000.0,,734400000.0,5000000,384400000.0,,0.0,,,,,,350000000.0,0.16,-29400000.0,,-13400000.0,-6700000.0,,1300000.0,,,,-500000.0,,669100000.0,-138300000.0,,63800000,3700000.0,7700000.0,300000.0,16000000.0,31250000.0,34800000,55600000,,-11200000.0,,-1500000.0,,,,,,,,,,
1994-12-31,14599000.0,6166000,,,-3340000.0,,10675000.0,,16023000.0,,,3588000.0,6166000,-57611000.0,144544000.0,-11773000.0,7101000.0,,,496958000.0,7595000.0,3995000.0,61883000.0,-96861000.0,8000000.0,,-6600000.0,-25300000.0,,753737000.0,6166000,408582000.0,,100000.0,852722000.0,6566000.0,,,,345155000.0,,82095000.0,,-29265000.0,5800000.0,,2261000.0,,,,43820000.0,,692086000.0,-144553000.0,,-100879000,3600000.0,-5146000.0,347000.0,-111460000.0,,36564000,-107980000,,5237000.0,-160636000.0,11326000.0,,,,,,,,,,
1995-03-31,16100000.0,6600000,0.21,,14000000.0,,,,,,,,6600000,255300000.0,-19700000.0,-11800000.0,8700000.0,31428571.0,4000000.0,,3600000.0,0.0,7400000.0,5500000.0,9200000.0,-200000.0,-100000.0,-24300000.0,,771900000.0,6600000,430900000.0,,100000.0,,,,,,341000000.0,0.21,-100000.0,,-10800000.0,1300000.0,,1400000.0,,,,,,695900000.0,-150400000.0,,65300000,3600000.0,-1600000.0,500000.0,-10600000.0,31428571.0,36900000,56600000,,2400000.0,,8600000.0,,,,,,,,,,
1995-06-30,22400000.0,5200000,0.16,,-9400000.0,,,,,,,,5200000,306800000.0,-20500000.0,-11800000.0,8900000.0,32500000.0,,,3500000.0,0.0,,15200000.0,9600000.0,0.0,2200000.0,24900000.0,,815100000.0,5200000,480400000.0,,0.0,,,,,,334700000.0,0.16,-56600000.0,,-63800000.0,6000000.0,,1400000.0,,,,,,751800000.0,-157800000.0,,66000000,3500000.0,-8100000.0,,-7200000.0,32500000.0,36600000,57100000,,16400000.0,,32100000.0,,,,,,,,,,
1995-09-30,8800000.0,5900000,0.19,,-5200000.0,,,,,,,,5900000,336900000.0,-21300000.0,-11900000.0,8600000.0,31052632.0,,,3700000.0,0.0,,600000.0,10100000.0,100000.0,-5000000.0,-3700000.0,,842700000.0,5900000,508500000.0,,,,,,,,334200000.0,0.19,-9600000.0,,-17800000.0,-1100000.0,,1700000.0,,,,17700000.0,,779700000.0,-165000000.0,,68900000,3700000.0,6500000.0,,-8200000.0,31052632.0,39000000,60300000,,-12200000.0,,3800000.0,,,,,,,,,,
1995-12-31,17817000.0,5955000,,,7126000.0,,19048000.0,,15091000.0,,,261000.0,5410000,108489000.0,153570000.0,-12418000.0,8700000.0,,,508870000.0,10821000.0,10521000.0,49980000.0,-200204000.0,10500000.0,,-900000.0,165630000.0,,886154000.0,5410000,558686000.0,,,1009682000.0,8571000.0,,,,327468000.0,,170779000.0,,-41960000.0,3800000.0,,2805000.0,,,,-146890000.0,,818887000.0,-172835000.0,,-103381000,300000.0,4202000.0,,-218021000.0,,41489000,-112081000,,-485000.0,-190795000.0,31269000.0,,,,,,,,,,
1996-03-31,12300000.0,6000000,0.19,,-2300000.0,,,,,,,,6000000,396800000.0,-25000000.0,-12500000.0,9600000.0,31578947.0,10500000.0,,500000.0,0.0,,2000000.0,11100000.0,-200000.0,-1700000.0,-200000.0,,892400000.0,6000000,570600000.0,,,,,,,,321800000.0,0.19,-7600000.0,,-18100000.0,-1500000.0,,1700000.0,,,,-700000.0,,825800000.0,-180000000.0,,78500000,500000.0,3100000.0,400000.0,-10300000.0,31578947.0,43900000,68900000,,-6400000.0,,3500000.0,,,,,,,,,,
1996-06-30,16800000.0,6900000,0.21,,-1400000.0,,,,,,,,6900000,382600000.0,-23300000.0,-12600000.0,9300000.0,32857143.0,,,500000.0,0.0,,7900000.0,11100000.0,-100000.0,100000.0,0.0,,913800000.0,6900000,558600000.0,,,,,,,,355200000.0,0.21,-21800000.0,,-30800000.0,-200000.0,,2100000.0,,,,-3700000.0,,840400000.0,-187100000.0,,76100000,500000.0,800000.0,39800000.0,-8900000.0,32857143.0,43500000,66800000,,-200000.0,,12600000.0,,,,,,,,,,
1996-09-30,13700000.0,8100000,0.24,,2200000.0,,,,,,,,8100000,398700000.0,-22600000.0,-13300000.0,10100000.0,33750000.0,,,600000.0,0.0,,3300000.0,11300000.0,0.0,-6800000.0,0.0,,928600000.0,8100000,578500000.0,,,,,,,,350100000.0,0.24,-3800000.0,,-14200000.0,2500000.0,,2300000.0,,,,-28600000.0,,843300000.0,-193300000.0,,77000000,600000.0,4100000.0,400000.0,-10400000.0,33750000.0,44300000,66900000,,-8600000.0,,2700000.0,,,,,,,,,,
1996-12-31,22848000.0,7754000,,,2020000.0,,20405000.0,,16111000.0,,,,7742000,159689000.0,175352000.0,-13684000.0,9153000.0,,,597917000.0,11041000.0,11041000.0,66106000.0,-161492000.0,12000000.0,-100000.0,-300000.0,49366000.0,,1035306000.0,7742000,646421000.0,,,1147865000.0,6783000.0,,,,388885000.0,,81041000.0,,-98719000.0,5500000.0,,3000000.0,,,,-22435000.0,,924312000.0,-200700000.0,,-118744000,,-6771000.0,45454000.0,-184340000.0,,47455000,-127897000,,12766000.0,-223553000.0,77891000.0,,,,,,,,,,
1997-03-31,17200000.0,9300000,0.24,,700000.0,,,,,,,,9300000,459300000.0,-25200000.0,-14400000.0,10300000.0,37200000.0,11000000.0,,,,,7800000.0,12000000.0,,1100000.0,200000.0,,1115100000.0,9300000,646600000.0,,,,,,,,468500000.0,0.25,-82600000.0,,-92000000.0,-3400000.0,,2100000.0,,,,-700000.0,,1019400000.0,-207800000.0,,84100000,,2200000.0,85600000.0,-9400000.0,38750000.0,48600000,73800000,,-4600000.0,,75500000.0,,,,,,,,,,
1997-06-30,16100000.0,17000000,0.44,,7800000.0,,,,,,,,17000000,485600000.0,-26300000.0,-15700000.0,10600000.0,38636364.0,,,,,,1900000.0,12000000.0,,-5000000.0,0.0,,1144600000.0,17000000,674300000.0,,,,,,,,470300000.0,0.44,-7400000.0,,-21600000.0,600000.0,,2500000.0,,,,-300000.0,,1033200000.0,-207200000.0,,94700000,,-2700000.0,400000.0,-14200000.0,38636364.0,57800000,84100000,,-8800000.0,,13300000.0,,,,,,,,,,
1997-09-30,14900000.0,9500000,0.24,,-14900000.0,,,,,,,,9500000,495900000.0,-26400000.0,-15800000.0,10800000.0,39583333.0,,,,,,5300000.0,12000000.0,,-5700000.0,-600000.0,,1156300000.0,9500000,692000000.0,,,,,,,,464300000.0,0.24,-13900000.0,,-23500000.0,-300000.0,,2000000.0,,,,-2100000.0,,1060500000.0,-214500000.0,,87000000,,6600000.0,400000.0,-9600000.0,39583333.0,49800000,76200000,,-12000000.0,,-6200000.0,,,,,,,,,,
1997-12-31,23970000.0,4329000,,,12402000.0,,23419000.0,,17604000.0,,,,10704000,204389000.0,192812000.0,-16721000.0,9699000.0,,,784823000.0,17043000.0,17043000.0,119028000.0,-495881000.0,11300000.0,,-3200000.0,1298000.0,,1316573000.0,8827000,762763000.0,,,1453639000.0,7093000.0,,,,553810000.0,,368244000.0,,-142243000.0,5700000.0,,3193000.0,,,,-612000.0,,1206142000.0,-222709000.0,,-134542000,,-11653000.0,493000.0,-519851000.0,,48571000,-144241000,,15224000.0,-247497000.0,130575000.0,,,,,,,,,,
1998-03-31,21300000.0,12700000,0.27,,-1200000.0,,,,,,,,12700000,572700000.0,-28200000.0,-18400000.0,11300000.0,39629630.0,17000000.0,,,,,-7600000.0,12700000.0,,-2300000.0,300000.0,,1339100000.0,10700000,789300000.0,,,,,,,,549800000.0,0.27,-2500000.0,,-31400000.0,-100000.0,,1800000.0,,,,-700000.0,,1225700000.0,-229100000.0,,94900000,,2100000.0,,-28900000.0,39629630.0,55400000,83600000,,-4800000.0,,8900000.0,,,,,,,,,,
1998-06-30,23500000.0,12000000,0.25,,-2300000.0,,,,,,,,12000000,593800000.0,-28300000.0,-18400000.0,8700000.0,38461538.0,,,,,,-3500000.0,13400000.0,,,-1100000.0,,1351700000.0,10000000,771300000.0,,,,,,,,544800000.0,0.26,-2800000.0,,-29800000.0,300000.0,,4000000.0,,,,-37100000.0,,1247500000.0,-236300000.0,,95300000,,-2400000.0,,-27000000.0,40000000.0,58300000,86600000,,5200000.0,,4100000.0,,,,,,,,,,
1998-09-30,16800000.0,7500000,0.14,,-3600000.0,,,,,,,,7500000,696300000.0,-34900000.0,-18500000.0,15300000.0,39285714.0,,,,,,26400000.0,13600000.0,,,-500000.0,,1457300000.0,5500000,922300000.0,,,,,,,,535000000.0,0.14,-105200000.0,,-95600000.0,1600000.0,,2900000.0,,,,-17200000.0,,1341200000.0,-248400000.0,,109200000,,4400000.0,1500000.0,9600000.0,39285714.0,59000000,93900000,,-10400000.0,,75100000.0,,,,,,,,,,
