date,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness
2008-03-31,305327000,,26793000,,38963000,17284000,170651000,,-12243000.0,187162000.0,0.53,32808000.0,64817000,,75934000,1930000.0,,210676000,666243000.0,2630000.0,12803000.0,,89770000,50174000,240510000,581281000,33330000.0,0.0,3879000,21939000.0,-251000.0,38024000,,24391000,75500000.0,17284000,17284000,0.0,94717000,,,-32243000.0,,-18000.0,74000.0,4070000,-150996000.0,19217000.0,0.0,,-1463000,4583000,0.52,48247000.0,35986000.0,28062000,78000.0,515247000,10778000,,,12170000.0,751932000,,541256000,16004000.0,187162000,187162000,20000000.0,25682000,328000,151176000.0,,,,,
2008-06-30,340754000,,38314000,,51021000,24468000,177719000,,-39023000.0,195617000.0,0.74,32856000.0,76478000,,71295000,3165000.0,,220338000,690336000.0,4998000.0,684000.0,,114238000,44284000,264276000,609037000,33284000.0,0.0,5374000,21939000.0,-568000.0,38164000,,24087000,81971000.0,24468000,24468000,0.0,106424000,,,-39023000.0,,86000.0,75000.0,5139000,-150996000.0,24453000.0,105000.0,,-1370000,5151000,0.74,47392000.0,8455000.0,39164000,1446000.0,539340000,14696000,,,12707000.0,786756000,,566418000,8369000.0,195617000,195617000,0.0,25565000,328000,187162000.0,,,,,
2008-09-30,340543000,,33942000,,47711000,19477000,199217000,,-38744000.0,212183000.0,0.59,32862000.0,72735000,,80997000,3849000.0,,239976000,717029000.0,5590000.0,9980000.0,,133715000,51667000,267808000,632702000,33170000.0,0.0,4582000,21939000.0,-334000.0,38793000,,22645000,88500000.0,19477000,19477000,0.0,118220000,,,-38744000.0,165000.0,287000.0,78000.0,3971000,-150996000.0,29720000.0,85000.0,,-5263000,5485000,0.59,55023000.0,16566000.0,31911000,81000.0,566033000,12434000,,,13769000.0,831919000,,591943000,16279000.0,212183000,212183000,0.0,29249000,328000,195617000.0,-21000.0,,,,
2008-12-31,345344000,,13544000,,31137000,16973000,202395000,,-142081000.0,88044000.0,,,72897000,,76788000,-8641000.0,,211072000,777361000.0,-53000.0,9887000.0,87009000.0,150688000,52816000,272447000,622590000,,0.0,3643000,21939000.0,696000.0,59353000,,35890000,4857000.0,16973000,16973000,0.0,125607000,,,-42091000.0,-206000.0,-29903000.0,75000.0,6075000,-191462000.0,29863000.0,135000.0,,5212000,4789000,,47845000.0,-124139000.0,28069000,0.0,585899000,11096000,99990000.0,,14124000.0,824985000,,613913000,5754000.0,88044000,188034000,0.0,23890000,329000,212183000.0,-193000.0,,,,
2009-03-31,354456000,3372000.0,-1007000,,56107000,25392000,222053000,,72846000.0,204934000.0,0.79,32003000.0,41189000,9923000.0,88616000,-318000.0,-21148000.0,230445000,,2945000.0,15036000.0,91148000.0,176080000,55947000,313267000,632546000,32362000.0,0.0,3375000,21939000.0,-977000.0,42196000,,25612000,5473000.0,25392000,25392000,0.0,133437000,-20000.0,,-27144000.0,,-18967000.0,73000.0,6264000,,32960000.0,630000.0,,0,5766000,0.78,63011000.0,116890000.0,41314000,0.0,595951000,15922000,0.0,567000.0,14720000.0,854599000,,624154000,35867000.0,204934000,204934000,99990000.0,22662000,329000,88044000.0,-212000.0,,,,
2009-06-30,388836000,4339000.0,57322000,,72812000,35393000,224279000,,-24665000.0,208299000.0,1.11,31856000.0,101228000,,80942000,241000.0,-36369000.0,239297000,,5367000.0,-10230000.0,94679000.0,211473000,56191000,287608000,649060000,32195000.0,0.0,3217000,21939000.0,51000.0,43906000,,27365000,5991000.0,35393000,35393000,0.0,143337000,-20000.0,,-24665000.0,,-23621000.0,186000.0,6472000,,38832000.0,6166000.0,,0,5715000,1.1,51651000.0,3365000.0,57429000,0.0,605631000,22036000,0.0,104000.0,15197000.0,873339000,,634042000,26986000.0,208299000,208299000,0.0,24666000,333000,204934000.0,-25000.0,,,,
2009-09-30,387581000,3768000.0,54809000,,70392000,34464000,238137000,,-28473000.0,238446000.0,1.09,31625000.0,98894000,,87136000,4000.0,-12484000.0,269142000,,2069000.0,7131000.0,99506000.0,245937000,54492000,288687000,681682000,31949000.0,0.0,3133000,21939000.0,-143000.0,44085000,,27090000,6627000.0,34464000,34464000,0.0,151001000,-21000.0,,-28473000.0,,-5811000.0,74000.0,6712000,,41058000.0,3461000.0,,0,5858000,1.08,64431000.0,30147000.0,54867000,0.0,622026000,20403000,0.0,84000.0,15451000.0,919819000,,650677000,35958000.0,238446000,238446000,0.0,32555000,334000,208299000.0,-21000.0,,,,
2009-12-31,387544000,3513000.0,50385000,,66627000,31596000,258044000,,-86916000.0,219566000.0,,,95012000,4207000.0,102153000,191000.0,-14088000.0,297454000,882111000.0,-2099000.0,31235000.0,106395000.0,277533000,72620000,292532000,703461000,,0.0,4763000,21939000.0,244000.0,44627000,,27483000,6851000.0,31596000,31596000,0.0,155891000,-21000.0,,-36916000.0,,-13544000.0,72000.0,5701000,-245700000.0,38863000.0,178000.0,,0,5614000,,81580000.0,-18880000.0,50615000,0.0,636411000,19019000,50000000.0,-1630000.0,15940000.0,961505000,,664051000,44664000.0,219566000,269566000,0.0,25230000,335000,238446000.0,29000.0,,,,
2010-03-31,409686000,4687000.0,61296000,-55000000.0,78305000,37847000,258393000,,-74703000.0,193002000.0,1.2,31483000.0,106995000,21068000.0,100272000,-295000.0,-17798000.0,327050000,,-3271000.0,2896000.0,110019000.0,315380000,52962000,302691000,734379000,31814000.0,0.0,3514000,21939000.0,-700000.0,45699000,,27696000,8365000.0,37847000,37847000,0.0,158121000,-22000.0,,-19703000.0,,-11728000.0,79000.0,6214000,,35984000.0,2301000.0,,0,6314000,1.19,59867000.0,-26564000.0,61492000,0.0,637569000,23645000,105000000.0,1385000.0,16734000.0,992772000,,665722000,40164000.0,193002000,298002000,0.0,26139000,336000,219566000.0,-130000.0,,,,
2010-06-30,466841000,7002000.0,74959000,-25000000.0,92439000,46461000,259108000,,-21950000.0,202042000.0,1.48,31373000.0,125389000,3381000.0,100574000,114000.0,-40785000.0,339348000,,-4096000.0,1043000.0,114119000.0,361841000,66871000,341452000,750014000,31802000.0,0.0,3787000,21939000.0,-44000.0,50430000,,31865000,8570000.0,46461000,46461000,0.0,158534000,-21000.0,,-21950000.0,,-38099000.0,85000.0,6235000,,32121000.0,1039000.0,,0,6358000,1.46,69089000.0,9040000.0,75301000,0.0,641600000,28840000,105000000.0,-337000.0,17053000.0,1009122000,,669774000,47139000.0,202042000,307042000,25000000.0,30211000,337000,193002000.0,-80000.0,,,,
2010-09-30,476874000,6157000.0,77584000,-10000000.0,95298000,48228000,271342000,,-14526000.0,210996000.0,1.55,31031000.0,131879000,0.0,103433000,-47000.0,-52897000.0,345399000,,4328000.0,-10256000.0,118394000.0,410069000,67675000,344995000,761029000,31629000.0,0.0,4446000,21939000.0,-816000.0,54295000,,35465000,9374000.0,48228000,48228000,0.0,167909000,-25000.0,,-29526000.0,,-44539000.0,14000.0,6610000,,36448000.0,2547000.0,,0,7175000,1.52,67240000.0,8954000.0,77965000,0.0,658423000,29737000,90000000.0,-503000.0,17319000.0,1032371000,,686972000,37714000.0,210996000,300996000,25000000.0,35641000,338000,202042000.0,864000.0,,,,
2010-12-31,482521000,3535000.0,73992000,-35000000.0,92209000,46445000,310732000,,-78702000.0,224838000.0,,,125142000,0.0,123054000,492000.0,-15122000.0,406221000,982109000.0,13103000.0,24127000.0,123667000.0,456514000,89228000,357379000,810873000,,-1900000.0,5658000,21939000.0,79000.0,51150000,,31331000,9825000.0,46445000,46445000,0.0,187678000,-28000.0,,-42036000.0,,-156000.0,91000.0,16564000,-305228000.0,50525000.0,8639000.0,,0,7098000,,92995000.0,13842000.0,74303000,0.0,676881000,27858000,124766000.0,-1288000.0,,1121605000,,715384000,50959000.0,224838000,349604000,234000.0,33705000,340000,210996000.0,606000.0,,,,
2011-03-31,509384000,8923000.0,74821000,-59452000.0,93790000,46382000,295309000,2501000.0,-6124000.0,282939000.0,1.49,31082000.0,128488000,,99344000,118000.0,-13523000.0,377160000,,2703000.0,-1276000.0,127387000.0,502896000,63291000,380896000,862746000,31717000.0,0.0,7623000,21939000.0,-1639000.0,53667000,,33512000,11341000.0,46382000,46382000,0.0,195965000,-29000.0,,-26438000.0,,-4480000.0,188000.0,16108000,,53608000.0,8700000.0,59456000.0,0,8738000,1.46,68305000.0,58101000.0,75108000,0.0,683392000,28726000,45000000.0,-1968000.0,18494000.0,1158055000,,780895000,41867000.0,282939000,327939000,79766000.0,35929000,341000,224838000.0,1224000.0,,,,
2011-06-30,188121000,13055000.0,-298200000,-30836000.0,102843000,50657000,324519000,3868000.0,-51838000.0,349801000.0,1.63,31167000.0,-236121000,,117416000,99400000.0,-8961000.0,441712000,,5998000.0,35428000.0,131592000.0,553553000,31647000,424242000,939062000,31761000.0,0.0,6179000,21939000.0,292000.0,62079000,,43574000,11892000.0,50657000,50657000,0.0,207103000,,,-31243000.0,,12068000.0,2481000.0,14609000,,60023000.0,20915000.0,89712000.0,-1377000,8447000,1.59,106411000.0,66862000.0,81857000,0.0,695609000,31200000,34759000.0,1444000.0,18505000.0,1263581000,,821869000,75168000.0,349801000,384560000,10241000.0,40258000,343000,282939000.0,1331000.0,,,,
2011-09-30,591854000,10643000.0,99288000,-10000000.0,117318000,60433000,343932000,369000.0,-45186000.0,409875000.0,1.93,31331000.0,157731000,2955000.0,128443000,60430000.0,-19326000.0,487729000,,2769000.0,31076000.0,136596000.0,613986000,33382000,434123000,999441000,31832000.0,0.0,5765000,21939000.0,-323000.0,58443000,,39702000,15332000.0,60433000,60433000,0.0,215489000,,,-35186000.0,,-10469000.0,119000.0,14641000,,63561000.0,8868000.0,99718000.0,-1278000,8768000,1.9,116153000.0,60074000.0,98458000,0.0,719346000,38025000,34759000.0,388000.0,18741000.0,1343373000,,855644000,80967000.0,409875000,444634000,0.0,49011000,343000,349801000.0,690000.0,,,,
2011-12-31,596749000,8761000.0,95358000,-83549000.0,113637000,57473000,381082000,2694000.0,-107070000.0,401243000.0,1.84,31281000.0,155689000,4241000.0,157453000,58353000.0,-21698000.0,501192000,1122120000.0,-151000.0,32908000.0,143284000.0,671459000,46456000,441060000,1044226000,31784000.0,0.0,8389000,21939000.0,-146000.0,60331000,,41133000,15964000.0,57473000,57473000,0.0,223629000,-31000.0,,-58280000.0,,-21387000.0,157000.0,21985000,-370169000.0,64381000.0,303000.0,128241000.0,-1490000,8913000,1.81,120227000.0,-8632000.0,94282000,18012000.0,751951000,36809000,55005000.0,-2834000.0,19198000.0,1425308000,,924116000,61947000.0,401243000,456248000,34759000.0,46382000,344000,409875000.0,197000.0,,,,
2012-03-31,640603000,20240000.0,103474000,-60382000.0,123558000,62664000,357773000,2909000.0,-102246000.0,370191000.0,2.0,31410000.0,175340000,0.0,124547000,62754000.0,-27011000.0,551487000,,1803000.0,-8363000.0,148421000.0,734123000,38098000,465263000,1169795000,31846000.0,0.0,9087000,21939000.0,-1102000.0,71866000,,51782000,18199000.0,62664000,62664000,0.0,233226000,-33000.0,,-41864000.0,,41429000.0,,31954000,,66606000.0,68392000.0,149072000.0,-1250000,10017000,1.97,29376000.0,-31052000.0,102658000,0.0,773116000,39994000,94480000.0,-710000.0,20084000.0,1527568000,,976081000,-12488000.0,370191000,464671000,0.0,49154000,349000,401243000.0,880000.0,,,,
2012-06-30,690932000,17437000.0,135265000,-50488000.0,155808000,81683000,387184000,1990000.0,-98956000.0,404797000.0,2.58,31696000.0,201409000,0.0,150109000,81800000.0,-12586000.0,620442000,,-3462000.0,28781000.0,154726000.0,815806000,37812000,489523000,1261225000,31951000.0,0.0,10351000,21939000.0,-491000.0,66144000,,45601000,15096000.0,81683000,81683000,0.0,237075000,-32000.0,,-48468000.0,,-7272000.0,,32196000,,63794000.0,5260000.0,169177000.0,-1475000,10504000,2.56,141499000.0,34606000.0,134167000,0.0,804655000,52484000,124736000.0,-1437000.0,20543000.0,1648409000,,1027967000,93031000.0,404797000,529533000,0.0,55960000,349000,370191000.0,-178000.0,,,,
2012-09-30,700528000,14575000.0,119062000,-18000000.0,140424000,72300000,398589000,3469000.0,-65173000.0,421149000.0,2.28,31643000.0,191802000,0.0,159333000,72460000.0,-42964000.0,656679000,,-4133000.0,17602000.0,160132000.0,888106000,44031000,508726000,1307616000,31846000.0,0.0,14566000,21939000.0,546000.0,72740000,,51378000,15959000.0,72300000,72300000,0.0,239256000,-34000.0,,-47173000.0,,-41992000.0,,32922000,,59742000.0,924000.0,159011000.0,-1399000,9964000,2.27,123062000.0,16352000.0,118210000,0.0,835654000,45910000,152742000.0,-4912000.0,21362000.0,1706205000,,1049526000,75889000.0,421149000,573891000,0.0,65094000,349000,404797000.0,782000.0,,,,
2012-12-31,699161000,12024000.0,103091000,-84592000.0,125232000,61353000,422741000,-519000.0,-89124000.0,322553000.0,,,171789000,0.0,186852000,-216492000.0,-134531000.0,546607000,1311620000.0,-12265000.0,40209000.0,,949459000,91774000,527372000,1245926000,,0.0,16800000,21939000.0,-1133000.0,68698000,22736000.0,34648000,16499000.0,61353000,61353000,0.0,235889000,-34000.0,,-59532000.0,232000.0,-135699000.0,,42550000,-444917000.0,48947000.0,-1366000.0,190868000.0,-903000,11096000,,126026000.0,-98596000.0,102650000,0.0,866703000,41297000,150306000.0,-2379000.0,22141000.0,1668667000,,1122060000,66494000.0,322553000,472859000,55000000.0,58700000,349000,421149000.0,1024000.0,,,,
2013-03-31,726751000,15387000.0,121384000,-54598000.0,144320000,76584000,424579000,773000.0,-51593000.0,346930000.0,2.47,31012000.0,191417000,31240000.0,182116000,177000.0,-50965000.0,575514000,875597000.0,-1923000.0,12609000.0,,1026043000,94247000,535334000,1288091000,31229000.0,0.0,15475000,21939000.0,-340000.0,70033000,,44211000,21971000.0,76584000,76584000,0.0,242463000,,,-36495000.0,155000.0,-48976000.0,,44100000,,47575000.0,1834000.0,195520000.0,-1340000,11431000,2.45,125250000.0,24377000.0,120310000,0.0,875597000,43726000,160573000.0,1309000.0,22936000.0,1712670000,,1137156000,88755000.0,346930000,507503000,39500000.0,56629000,349000,322553000.0,-80000.0,,,,
2013-06-30,816786000,18946000.0,147817000,-175799000.0,171414000,87853000,441488000,5305000.0,-180184000.0,281632000.0,2.84,30901000.0,225612000,3825000.0,182707000,85000.0,-30100000.0,555010000,895819000.0,9224000.0,3751000.0,,1113896000,115577000,591174000,1367443000,31176000.0,0.0,14961000,21939000.0,159000.0,77795000,,50952000,22508000.0,87853000,87853000,0.0,258781000,,,-43635000.0,106000.0,-27647000.0,,45879000,,57464000.0,2347000.0,290284000.0,-1399000,11270000,2.82,142503000.0,-65298000.0,146748000,0.0,895819000,58895000,202164000.0,486000.0,23597000.0,1808931000,,1253921000,98868000.0,281632000,483796000,39250000.0,63305000,350000,346930000.0,-113000.0,,,,
2013-09-30,826907000,16289000.0,139559000,-63532000.0,164177000,83379000,445690000,-2689000.0,-92067000.0,308076000.0,2.7,30897000.0,221507000,1225000.0,179698000,141000.0,-16590000.0,603782000,936023000.0,-716000.0,8304000.0,,1197275000,108206000,605400000,1465742000,31296000.0,0.0,14575000,21939000.0,-1234000.0,81948000,,52726000,23490000.0,83379000,83379000,0.0,265992000,,,-56535000.0,30000.0,-3153000.0,,45988000,,56522000.0,13407000.0,303700000.0,-2405000,12509000,2.66,120962000.0,26444000.0,137919000,0.0,936023000,54540000,224097000.0,405000.0,24618000.0,1911432000,,1307650000,64427000.0,308076000,532173000,28000000.0,70267000,351000,281632000.0,1398000.0,,,,
2013-12-31,844147000,13035000.0,130711000,-93710000.0,155614000,79622000,470992000,-1337000.0,-104471000.0,323203000.0,2.57,31019000.0,216233000,,199228000,104000.0,-41248000.0,666307000,963238000.0,-4482000.0,45966000.0,,1276897000,140206000,627914000,1538288000,31425000.0,0.0,24016000,21939000.0,-535000.0,85522000,31508000.0,55844000,23591000.0,79622000,79622000,0.0,271764000,,,-63261000.0,,-20575000.0,,43933000,-527397000.0,55434000.0,20648000.0,313863000.0,-1607000,13044000,2.53,140065000.0,15127000.0,129494000,0.0,963238000,49872000,254971000.0,-9438000.0,24903000.0,2009280000,,1342973000,76804000.0,323203000,578174000,52500000.0,59022000,352000,308076000.0,1620000.0,,,,
2014-03-31,904163000,27359000.0,137209000,-89782000.0,162963000,83069000,510647000,8006000.0,-87512000.0,411592000.0,2.67,31061000.0,234180000,35478000.0,227242000,64000.0,-12736000.0,790791000,983047000.0,1551000.0,49397000.0,,1359966000,125035000,669983000,1645033000,31486000.0,0.0,16582000,21939000.0,-2160000.0,96971000,,66917000,26349000.0,83069000,83069000,0.0,283405000,,,-47230000.0,,-3837000.0,,46302000,,57576000.0,8899000.0,313601000.0,-1559000,15202000,2.64,179778000.0,88389000.0,136339000,0.0,983047000,53270000,295403000.0,7439000.0,25754000.0,2155680000,,1364889000,132548000.0,411592000,706995000,49500000.0,66729000,353000,323203000.0,1489000.0,,,,
