date,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyAccountsReceivable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2013-12-31,31364108.686038,46127228.557614,4802507047.727112,-2646912604.305304,133820000.0,1982862893.437603,218576690.664105,1931546341.899672,1920706665.889589,931204122.013268,,6461207992.29455,107938855.678836,3814295387.989246,3626343000.0,10839676.010083,867499146.061852,8556081652.576542,9806920252.093018,1426619199.081948,1364673951.387071,6581929882.852925,16388850134.945942,0.0,9982700851.65849,,1250250981.555144,23887000.0,4583892849.53356,1324294751.717157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,27067122.856988,46640611.356641,4769609994.747121,,137566000.0,931866093.602376,224473590.672786,1194179408.075914,1183903547.297838,1260030783.287796,,3842074127.209447,113151631.828936,3842074127.209447,2636623000.0,10275860.778076,782871328.493255,5405910072.348341,7252999457.782181,2028202133.824565,1393911486.554333,6711043097.206635,13964042554.988815,0.0,7434112206.172906,,1845722748.112085,13691000.0,2969540797.565513,1523357640.296494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,21886156.135794,51075427.506816,4708001654.612722,-2958250250.515962,162947000.0,1088305706.389424,223676995.492017,1415756027.147157,1084678537.802213,1097191309.859681,,6716777355.839301,128432634.10443,3758527105.323339,3368978000.0,331077489.344944,719298876.74528,6214177013.329294,7901901915.44793,1881499347.055373,1393152593.6254,6688890698.583924,14590792614.031855,0.0,8095676360.384667,,1679244716.301314,14286000.0,3439587356.715889,1416316575.026265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,17277995.575986,52947610.66613,4812666053.263581,,177034000.0,1333587899.841871,224104399.448482,1974024213.833363,1974024213.833363,1558476643.056878,,3905588911.226935,128540243.355595,3905588911.226935,3061103000.0,0.0,777566683.868729,7027761808.820684,7944415315.55731,1646388039.540109,1395647197.593491,6842533300.002322,14786948615.559631,0.0,8674149848.360792,,1442102941.517888,13415000.0,3165084272.955216,1242714584.150422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,13071497.883274,33065614.152265,4619252145.353652,-2963665293.911415,71954000.0,1379708743.585973,234233538.174585,752946748.988074,752946748.988074,1088674062.271204,,6733326181.295421,130537454.325937,3769660887.384006,3246483000.0,0.0,735786325.789999,7017563013.807088,7175537215.611916,1000982817.566888,1410198577.630041,6768453424.389942,13943990640.001858,0.0,8018545831.373975,,837379749.088686,15500000.0,3381854415.365803,1152577860.443158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,11671384.510512,30100111.463901,5058616692.241082,,62803000.0,1005313785.301197,239262954.785603,1551460164.090326,1551460164.090326,1296886268.832889,,3917377680.661722,264064967.630368,3917377680.661722,2498501000.0,0.0,1241245113.654521,6806127889.23452,7345889862.454835,978452921.410862,1424929354.527367,6931296965.991268,14277186828.446102,0.0,7784580810.645382,,684287842.316594,100332000.0,3022217130.777438,1441736319.294466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,10092987.644005,22873081.02964,4889870746.620864,-2755131332.234679,51607000.0,734230825.770412,250464042.739209,1003052429.960773,1003052429.960773,1073785720.585846,,6347534728.005633,263892408.219793,3592403395.770954,3146051000.0,0.0,1164829447.577931,6874726787.363925,8162246205.928092,1025550336.946514,1363121017.725476,6267420295.476174,14429666501.404266,0.0,7900277124.31044,,738784847.697081,0.0,3588620316.211344,1181638856.470843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,8567908.575557,32324856.617972,5501479833.13156,,45260000.0,1920241861.056985,243214179.274615,1124108040.039509,1124108040.039509,2102921601.226782,,6401064150.841875,286897992.421011,6401064150.841875,3865860000.0,,,9171038387.43548,8196467914.724839,2094859733.121183,2907681586.337834,10776086594.535595,18972554509.260433,0.0,11265898120.556664,,1775636884.082201,0.0,3431414344.067673,1610440755.200947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,38178887.29328,3717243199.476265,-1941889009.234479,,0.0,233737682.456794,831761612.036692,831761612.036692,1112536452.397317,,7140273325.598897,210029838.50221,5198384316.364418,,,2669461281.810956,4889837239.232521,3470585360.413459,2004191872.806091,3089012909.71329,9247952627.921532,12718537988.334991,,6894029112.038612,,1755983147.010601,,1291961346.141293,301283980.429048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,62869000.0,4154037000.0,,,780000000.0,293201000.0,486724000.0,486724000.0,1379148000.0,,5180294000.0,207979000.0,5180294000.0,,,2980822000.0,5137272000.0,3231797000.0,1247468000.0,3279160000.0,9543995000.0,12775792000.0,,6384740000.0,,976620000.0,,1077927000.0,644364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1659475000.0,95666000.0,4218912000.0,-2057978000.0,,580000000.0,293201000.0,243235000.0,243235000.0,606811000.0,,7473957000.0,204355000.0,5415979000.0,,,3045057000.0,5688493000.0,3220553000.0,886521000.0,1846799000.0,10067897000.0,13288450000.0,,6575014000.0,,586500000.0,,1650318000.0,304788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,101661000.0,4412978000.0,,,966500000.0,293201000.0,397770000.0,397770000.0,981919000.0,,5545419000.0,203507000.0,5545419000.0,,,3239123000.0,6006483000.0,3322740000.0,338287000.0,,10174885000.0,13497625000.0,,6344770000.0,,0.0,,1132804000.0,654279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
