date,quarterlyGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyDepreciationAndAmortization
2009-12-31,27190345.05,138619517243.53,83422155671.63,5681426.07,-2853820185.91,,1769184630.97,990670606.87,17836967601.34,4818534476.93,-2233554714.31,-2081915029.13,52998575944.65,1528264099.6,58159271122.91,1956266551.63,44098028045.25,11025724.2,-2805621211.63,156643865.01,44203598020.28,182001648.92,3703366638.06,-2233554714.31,-515609198.75,2667008155.37,85226868212.5,,123087450.23,6555072.0,273778967.09,1682895338.33,44197916594.21,-780813309.12,10269755827.41,10216274357,43401544976.47,,3125063200.41,42822055320.6,-4344584748.89,,322151962.19,62760111215.58,-1702349542.99,222921621.13,205279696.4,-1858993408.0,27067597089.59,55197361571.9,-283139334.54,3955034125.81,,3544472788.61,,-3314093699.1,-2463708647.45,62760111215.58,17056154292.22,,,,,,,,,,,,,,,,,,
2010-03-31,27190345.05,140510696509.98,83635004322.44,14694327.04,98007467.15,0.09,1485948689.78,-57472379.8,14430166099.5,6081902106.72,882172598.02,1091547211.74,52944843305.26,1157395948.63,58204440966.47,2194767185.8,44040649665.46,-183538087.09,-1529991243.58,257753816.51,43432553323.09,-100544731.3,3738503809.94,882172598.02,-251835206.75,2651681857.02,86516880112.0,9801917756.0,95164228.27,6553248.0,54581293.2,1248901397.38,43417858996.05,2975213640.42,11402912619.94,10216274357,44098122045.26,9801917756.0,3364982884.77,43191255388.48,-1574027182.02,0.09,-87221907.48,63473478415.45,1777248237.37,427947209.12,,1519494420.86,28312439145.53,56875692187.54,,4700466882.7,,3749003368.25,,-1601416481.98,1726312243.04,63473478415.45,17405379739.92,,,,,,,,,,,,,,,,,,
2010-06-30,27190345.05,146198652070.27,87757138955.33,478844618.3,1244516069.13,,1094167262.22,-499198515.24,16534618813.87,7218098415.06,2643932137.82,2898278615.43,52570757053.38,1113489839.46,57814543882.38,2190637580.86,43541357150.21,-4164514483.41,-5314808724.14,108287676.05,44227709361.7,4132637260.7,2370790059.28,2643932137.82,-744374252.5,2575466985.1,86936502032.5,,145992552.87,6519264.0,219486115.9,1208991669.39,43748864743.4,4253167210.73,12796005878.75,10216274357,44040649665.46,,3539652628.42,45056243747.18,-3387673845.9,,74416114.87,65268422906.97,3546290213.54,539723922.06,,3438002537.49,29121958150.12,58441513114.94,,7622880979.53,,4051273345.01,,-1787426012.32,3044175541.34,65268422906.97,20787786024.6,,,,,,,,,,,,,,,,,,
2010-09-30,27190345.05,151627108146.37,89269949879.65,477894987.27,1777599065.78,0.2,1237748423.48,3524657278.96,17433416495.07,7028275607.0,2112501961.06,2553105319.34,56278873919.61,1320253546.53,61797425582.26,2099283019.51,47066014429.17,-226820045.56,-2540921312.76,345981061.7,47644114313.27,-838922940.08,2091087126.72,2112501961.06,-597049613.29,2541875517.46,90450535380.74,10562509805.0,159811570.36,6433056.0,357561844.48,1420957974.72,47166219326.0,4116916656.57,13031296351.8,10216274357,43541357150.21,10562509805.0,3681813699.97,46909662476.84,-4729285719.41,0.2,155675217.7,66533247015.56,3016830806.83,117744425.79,7935666.09,2670849745.13,28653109798.48,62357158266.72,0.0,9410591630.47,,3210306786.64,,-2833773863.1,2695958681.85,66533247015.56,21550333151.64,,,,,,,,,,,,,,,,,,
2010-12-31,27190345.05,150867857978.2,89842925890.84,,-434613946.09,,1355419858.86,-515104101.0,17911366850.94,5913201998.36,1122350640.24,1451367601.25,54455244025.89,1343131083.33,60245658996.93,2317704385.85,46550910328.17,689769763.36,-1653373285.68,527623059.49,47696358173.03,-147550972.9,1669382018.63,1122350640.24,266989606.15,2742031570.95,88648109556.28,,230448549.22,13202788.54,329218617.06,1828325430.84,47696358173.03,2923568030.03,11825808187.94,10216274357,47066014429.17,,3568947757.64,47752464948.45,-2359733176.98,,-335831628.89,66728657503.03,2085104316.07,106113655.33,-136784445.93,1557481256.58,28402450559.35,61024932087.36,,10784413544.67,,4398504914.9,,-2243704690.66,1095242599.19,66728657503.03,20834934880.97,,,,,,,,,,,,,,,,,,
2011-03-31,27190345.05,154970671960.13,95144763538.91,,-2791913074.06,-0.05,1446077468.12,-2902489350.29,15156196292.72,6372359383.34,-503265502.77,-68066116.74,54237350055.04,1238171111.3,60364653277.37,2950114319.65,44379783650.98,-134303464.67,-1791303244.01,76371574.21,44615184947.06,18877053.46,2247532494.48,-503265502.77,-285623967.01,3253514429.95,92895022609.2,10065310055.0,213818748.82,11951513.54,489010402.23,1345909044.24,44615184947.06,1281172874.35,13436393520.13,10216274357,47282273001.27,10065310055.0,3663093643.6,46781251205.13,-1935867410.29,-0.05,105290326.18,72136728579.68,38400890.86,30095433.39,2971621.59,-37970683.35,32530369331.83,59825908421.22,,10348206622.84,,6908384728.91,,-2268240496.87,-64736169.89,72136728579.68,16437369167.07,,,,,,,,,,,,,,,,,,
2011-06-30,27190345.05,156339397712.51,94555193888.39,,-2197889139.75,,1818290622.36,16906669.96,18126759090.87,7202034070.62,-2207301464.7,-1675556081.41,50331613472.56,1208832698.23,56719225526.39,3615549640.07,43797637741.25,85293839.83,-326858043.3,665304925.41,44850255806.58,283352598.92,1656491243.8,-2207301464.7,-1505848309.17,3233300679.6,97543172670.79,,203270627.58,12836402.1,234107424.26,1326568968.55,44850255806.58,-336523098.52,15049830966.93,10216274357,44379783650.98,,3714567941.72,43366634673.12,-3109604798.41,,-57587879.45,71434670450.3,-679290826.85,330960329.15,19389661.25,-1344595752.26,40823947144.4,61784203824.12,,7170353191.3,,13410637446.31,,-1874953392.02,-1663092067.07,71434670450.3,17790235992.35,,,,,,,,,,,,,,,,,,
2011-09-30,27190345.05,156664224715.39,94125934690.64,,-3156189955.22,-0.2,1446310083.96,-691510847.24,19150397056.37,7375270725.48,-2065978385.92,-1629853051.74,48774967946.92,1216242945.04,54802330238.49,4137546332.04,43106126894.01,-829830.79,-1533104575.47,99034518.92,43931225947.19,-6183232.66,1629909077.81,-2065978385.92,-844372903.25,3161640971.86,100951642110.23,10329891930.0,183614278.18,13099139.65,506286617.39,1334147812.73,43931225947.19,-921259861.62,16089219090.43,10216274357,43797637741.25,10329891930.0,3753433482.88,40425248058.01,-2627977709.44,-0.2,26548908.86,71758753969.76,-1294917482.19,235901050.63,4562923.97,-1393952001.11,46149311871.74,62538290024.75,0.0,5104581775.39,,17544970654.95,,-2256238134.79,-2255407674.35,71758753969.76,18229137194.75,,,,,,,,,,,,,,,,,,
2011-12-31,27190345.05,157436613874.49,94050180776.18,,-5361846960.84,,2012543769.93,3856597955.19,19455460708.22,5890943965.66,-5672310807.81,-5465351155.29,53841823097.95,1856391784.89,59950605955.94,3651741386.88,46962724849.2,-209737109.01,-1862601233.19,1458178029.77,47890265070.5,815388787.31,2851071958.74,-5672310807.81,5828231.7,3155969605.36,107266160974.55,,113966530.03,14071215.12,287401615.4,1973288803.01,47890265070.5,-3004024195.77,14143332827.7,10216274357,43106126894.01,,2518204509.47,34695286175.1,-4843019109.08,,-84503323.55,72637867108.79,-3572695646.74,434477478.78,114154697.69,-5030873676.51,47315555018.61,63386433098.31,202710511.52,-568646708.16,,19132421379.63,,-2097351118.47,-4977312998.78,72637867108.79,16451436512.45,,,,,,,,,,,,,,,,,,
2012-03-31,27190345.05,160305018526.47,95075958680.83,,-3978319876.42,-0.26,1863466125.35,-745131403.27,16195637024.48,7657550108.98,-2695476554.65,-2376445144.13,56853259824.49,1234644506.21,62855167912.65,4640838074.72,46217593445.93,-100146559.02,-742423917.85,316668962.72,47155941922.88,-4739048.05,5571730957.05,-2695476554.65,-362543561.55,3155005713.35,112471458909.79,10367217518.0,97124187.65,13851721.98,305468393.33,1341287962.88,47155941922.88,-505351449.18,16032525420.84,10216274357,46962724849.2,10367217518.0,2573531491.16,32035490351.09,-5026405566.6,-0.26,21224489.36,73466775107.23,-1932161122.25,127615059.16,,-2248830084.97,49616290997.14,65229059845.64,,-3264123262.81,,16636991241.86,,-1060869129.77,-1846639412.06,73466775107.23,15690285575.3,,,,,,,,,,,,,,,,,,
2012-06-30,27190345.05,158136827084.22,97208373312.42,,-4089075411.68,,2164688553.23,-5399429360.33,18871125073.79,9086777783.78,-2176058683.89,-1743066518.7,59918660227.81,1236421306.57,65838126259.26,4333676436.1,40818164085.6,-69420002.6,-2865653661.56,809060936.25,41818482885.92,-19453435.38,5455929538.5,-2176058683.89,-770416902.87,3068407306.47,112165385413.51,,135563230.47,13695653.89,979210514.73,1353417769.07,41818482885.92,85777710.37,16908762761.68,10216274357,46217593445.93,,2592620546.94,29951078125.2,-8387698077.7,,-21050956.25,75930269070.79,-662673968.94,271331613.51,,-1471734905.19,46327259154.25,60928453771.8,,-5440181946.7,,13259551842.82,,-3840006801.6,-1267640058.7,75930269070.79,18956902784.16,,,,,,,,,,,,,,,,,,
2012-09-30,27190345.05,159707943488.57,99917380479.89,,-5023638286.84,-0.15,2066062192.08,-2472301026.38,18927477714.97,8796035426.33,-1531257633.71,-1133337771.44,66007225840.71,1224912370.63,71769959835.15,4377812083.84,38345863059.22,-14274039.22,-2145493969.3,480276424.07,40714838446.21,-41660562.8,5638066294.97,-1531257633.71,-744539492.34,3047144163.5,114915629035.2,10208384225.0,134408662.02,13567370.7,468224795.89,1331164522.62,40714838446.21,131039612.9,17342336191.63,10216274357,40818164085.6,10208384225.0,2544855347.58,28505751818.51,-5285459382.0,-0.15,12613893.28,78454642584.06,-573121462.38,79939884.99,0.0,-1053397886.45,43145669200.05,59790563008.68,,-6971439580.41,,8769823972.72,,-2837475656.67,-1200124909.72,78454642584.06,19058517327.87,,,,,,,,,,,,,,,,,,
2012-12-31,27190345.05,165228060580.82,101777902130.14,,-3599053874.95,,2084205251.35,7990930631.45,18447795452.82,8690406623.64,-3156371136.58,-2884592029.47,77968156660.59,1484316261.78,83625614268.14,2998547239.87,46336793690.67,-338313796.38,-3496986270.31,1039623447.98,46836248424.81,589750852.99,5253236786.38,-3156371136.58,-504964897.53,3051137705.44,123530539273.74,,89363537.73,204919028.27,438602221.93,1563361534.9,46836248424.81,-96698570.8,14694747157.1,10216274357,38345863059.22,,2437746610.61,25136886168.71,-5607810308.18,,-12598225.87,80252391471.58,-1583759023.26,261209558.23,0.0,-2623382471.24,39904925005.6,63450158450.68,,-10128085821.53,,9269818607.0,,-3652455159.01,-1660060105.7,80252391471.58,18351096882.02,,,,,,,,,,,,,,,,,,
2013-03-31,29280658.16,172195273845.29,103757812183.82,,-6251055982.17,-0.19,1551075251.4,3548867661.13,15297897816.55,9199846548.1,-1987964541.9,-1712750180.97,87999023553.1,1232509328.66,93131108640.14,2912627751.91,49885661351.8,-208253027.08,-2981627788.13,525312930.01,50100627767.38,8118338.81,4645083607.02,-1987964541.9,-501668952.65,3136869196.94,132280474443.94,10462971273.0,105149322.18,176439467.17,357078645.12,1282511062.16,50100627767.38,-63483160.35,14880648854.43,10216274357,46336793690.67,10462971273.0,2458949571.17,23047571952.79,-3510740109.32,-0.19,20669.49,82201128121.56,-1051728868.16,135708382.8,69204196.21,-1577041798.17,39149365803.8,68437461661.47,,-12116050363.43,,9454370866.57,,-3278877180.58,-1345994222.51,82201128121.56,15234414656.2,,,,,,,,,,,,,,,,,,
2013-06-30,29280658.14,167221301901.42,95633018369.27,,-3184310246.01,,1360757084.62,5507853565.66,15293183935.32,4986247071.87,997960757.36,2819245282.67,73588689870.51,1040908276.78,78427751819.98,2835466979.93,55393514917.46,136899493.98,4832124519.19,1032248213.56,55555423090.47,-42886534.05,3265733565.8,997960757.36,-1033667064.72,2792669225.71,125963303104.49,,117283067.66,157629196.11,359791260.18,1077467064.18,55555423090.47,-323125144.01,11744084110.95,10216274357,49885661351.8,,2378678272.95,23484844339.31,-4751501115.93,,-2832772.4,80828217603.01,4583182859.54,731689363.31,0.0,3550934645.98,47535551284.51,71588283532.15,,-11118089606.07,,24511274034.22,,-2754947734.84,-1400592208.19,80828217603.01,14970058791.31,,,,,,,,,,,,,,,,,,
2013-09-30,29280658.16,166500536360.41,105051039873.82,,-1561090106.04,-0.1,1371812282.73,-7031159953.72,15227490990.11,5295664030.75,-1043659196.41,-737407661.94,71517412353.85,988577561.26,76375440604.4,2833748232.71,48362354963.74,-8522064646.37,-5509804042.54,391310616.73,48603640307.07,-347094829.06,3717411000.0,-1043659196.41,-842572184.01,2782602108.99,126858929555.69,10436591964.0,134301877.06,151621356.55,154987428.2,1019407504.91,48603640307.07,651085683.38,11757474742.35,10216274357,55393514917.46,10436591964.0,2402272583.9,22356411112.16,-4153875500.83,-0.1,-716.6,81782143016.24,-208482756.81,137614288.4,31571043.57,-599793373.54,50483488951.29,61449496486.59,,-12161748802.48,,25714835252.07,,-1740734347.39,-368321821.53,81782143016.24,15878576673.49,,,,,,,,,,,,,,,,,,
2013-12-31,2809409.13,161925810787.5,97101810094.83,,-1948270219.46,,1253092884.91,-180464118.9,15606965315.58,4327752661.37,2269132890.13,2510334267.21,67752292361.47,1218000845.56,71690614792.5,2645522539.87,48206390248.56,-3163642604.43,4492717250.58,1923284754.05,49063321228.98,25526599.26,2765570100.0,2269132890.13,-754996535.26,2493963617.81,119812004044.01,,322305778.04,4304926720.72,7407560841.03,1256678766.92,49063321228.98,244121103.68,10954953642.59,10216274357,48362354963.74,,2067624278.54,24222584617.99,-5142442834.77,,-616703366.14,81044324481.41,4292917275.48,-140701745.78,2488903.43,2369632521.43,48121389251.51,64824000692.67,,-10106995126.21,,26241321216.36,,-2832041015.48,-1012557663.24,81044324481.41,15851086419.26,,,,,,,,,,,,,,,,,,
2014-03-31,2809409.16,160465182086.76,99471281391.89,,-2304699770.78,-0.18,1059130235.59,-122950233.36,13475527603.91,4516007724.25,-1880148936.01,-1625401748.49,67637110954.26,947144207.46,71387360406.43,2638529695.48,48083440015.27,-1712800972.6,817453182.25,777213107.3,48994496193.91,-43224208.56,354563000.0,-1880148936.01,-482554631.35,2479209444.5,119638191595.13,10445271867.0,617996911.01,243458539.99,4209157791.71,966712880.01,48994496193.91,732982081.98,11463434170.61,10216274357,48206390248.63,10445271867.0,2080740426.32,22560133803.64,-4816630819.52,-0.18,209157791.71,81300145531.44,-724510802.16,123677839.03,25500000.0,-1501723909.46,48250831188.7,60993900694.87,,-11987144062.22,,28979138720.03,,-2176362796.66,-233730798.03,81300145531.44,14208509685.89,,,,,,,,,,,,,,,,,,
2014-06-30,2809409.13,151164435353.91,100218449421.25,6080639.96,-628758927.22,,818998978.2,-10241067897.34,14609165878.97,4919270955.26,-396582978.28,-48328158.79,70197723911.67,1033877584.14,73740371350.13,2635799906.33,37842372117.86,-5704431970.9,-1375114423.09,635584662.49,38165074689.6,-46933493.41,190000000.0,-396582978.28,-956922097.4,2460934841.64,110631077712.86,,537964268.77,851025064.66,5521601186.62,1054471658.6,38158994049.64,1122706917.4,12007395815.51,10216274357,48083440015.27,,2125909816.0,22145261319.22,-17011785791.27,,936230470.12,81810703984.85,756370842.82,169114339.12,0.0,120786180.33,36890706362.73,50945985932.66,,-12383727040.5,,17232043563.33,,-2156021942.69,68235258.8,81810703984.85,15731872796.37,,,,,,,,,,,,,,,,,,
