date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2015-12-31,9190000000.0,5273000000.0,3116000000.0,-6.83,-40000000.0,-410000000.0,398000000.0,49000000.0,1063000000.0,2629000000.0,,-1133000000,502000000.0,107000000.0,4605000000.0,-1133000000,107000000.0,2074000000.0,755000000.0,-84000000.0,-180000000.0,0.0,29000000.0,755000000.0,45000000.0,54000000.0,0.0,,-1133000000,-7000000.0,196000000.0,116000000.0,6753000000.0,7000000.0,25000000.0,353000000.0,,263000000.0,-57000000.0,237000000.0,-1169000000.0,1493000000.0,151000000.0,1165000000.0,-6.83,146347000.0,755000000.0,2436000000.0,-361000000.0,-357000000,593000000.0,4411000000.0,-9842000000.0,,40000000.0,190000000.0,0.0,,598000000.0,-540000000.0,-91000000.0,-294000000,149000000.0,-368000000.0,51000000.0,359000000.0,2572000000,146347000.0,181000000.0,14253000000.0,3917000000.0,2148000000.0,,,,,
2016-03-31,8936000000.0,5253000000.0,3076000000.0,-2.32,-35000000.0,-50000000.0,407000000.0,67000000.0,1139000000.0,2436000000.0,,-340000000,540000000.0,69000000.0,4800000000.0,-340000000,,1801000000.0,705000000.0,-152000000.0,32000000.0,-1000000.0,29000000.0,705000000.0,45000000.0,53000000.0,0.0,,-340000000,-7000000.0,195000000.0,116000000.0,6993000000.0,-3000000.0,38000000.0,285000000.0,,-63000000.0,-95000000.0,198000000.0,-1321000000.0,1463000000.0,151000000.0,755000000.0,-2.32,146402000.0,705000000.0,1942000000.0,-17000000.0,-144000000,14000000.0,4395000000.0,-10010000000.0,,41000000.0,-157000000.0,,,9000000.0,-326000000.0,-148000000.0,-293000000,26000000.0,-24000000.0,113000000.0,378000000.0,2341000000,146402000.0,323000000.0,14405000000.0,3683000000.0,2193000000.0,,,,,
2016-06-30,8941000000.0,5164000000.0,3058000000.0,-0.32,131000000.0,115000000.0,386000000.0,46000000.0,1250000000.0,2397000000.0,,-46000000,534000000.0,64000000.0,4704000000.0,-46000000,,1675000000.0,820000000.0,-82000000.0,10000000.0,-14000000.0,28000000.0,820000000.0,82000000.0,60000000.0,0.0,,-46000000,-8000000.0,193000000.0,117000000.0,7027000000.0,1000000.0,32000000.0,119000000.0,,-119000000.0,187000000.0,193000000.0,-1299000000.0,1631000000.0,151000000.0,705000000.0,-0.32,146582000.0,820000000.0,1913000000.0,-945000000.0,136000000,-7000000.0,4306000000.0,-10106000000.0,,36000000.0,-197000000.0,,,-7000000.0,-53000000.0,-69000000.0,-6000000,155000000.0,5000000.0,200000000.0,358000000.0,2584000000,146582000.0,127000000.0,14412000000.0,3777000000.0,2323000000.0,,,,,
2016-09-30,9467000000.0,5056000000.0,2988000000.0,0.32,213000000.0,625000000.0,0.0,78000000.0,1196000000.0,2360000000.0,,51000000,538000000.0,73000000.0,4468000000.0,51000000,,1742000000.0,1445000000.0,-48000000.0,4000000.0,-2000000.0,28000000.0,1445000000.0,92000000.0,58000000.0,467000000.0,,51000000,-7000000.0,177000000.0,117000000.0,6865000000.0,5000000.0,28000000.0,-65000000.0,,55000000.0,326000000.0,198000000.0,-1245000000.0,1655000000.0,176000000.0,820000000.0,0.32,160513000.0,1445000000.0,2601000000.0,-57000000.0,254000000,19000000.0,4218000000.0,-10235000000.0,,26000000.0,-145000000.0,0.0,,7000000.0,70000000.0,-51000000.0,128000000,0.0,407000000.0,264000000.0,355000000.0,2686000000,161700000.0,70000000.0,14453000000.0,4411000000.0,2397000000.0,,,,,
2016-12-31,9160000000.0,4804000000.0,2981000000.0,-0.61,112000000.0,70000000.0,357000000.0,85000000.0,1248000000.0,2430000000.0,,-105000000,499000000.0,49000000.0,4554000000.0,-105000000,,1573000000.0,1515000000.0,-36000000.0,-99000000.0,-4000000.0,28000000.0,1515000000.0,50000000.0,57000000.0,0.0,,-105000000,-9000000.0,175000000.0,120000000.0,6885000000.0,6000000.0,20000000.0,152000000.0,,-55000000.0,220000000.0,171000000.0,-1497000000.0,1668000000.0,176000000.0,1445000000.0,-0.61,172975000.0,1515000000.0,2274000000.0,-51000000.0,73000000,-2000000.0,3979000000.0,-10217000000.0,0.0,52000000.0,-250000000.0,0.0,,0.0,-107000000.0,-38000000.0,49000000,213000000.0,-29000000.0,150000000.0,329000000.0,2650000000,172975000.0,86000000.0,14196000000.0,4356000000.0,2331000000.0,,,,,
2017-03-31,9186000000.0,4708000000.0,2752000000.0,-1.03,-182000000.0,-189000000.0,362000000.0,66000000.0,1399000000.0,2561000000.0,,-180000000,533000000.0,97000000.0,4294000000.0,-180000000,,1718000000.0,1326000000.0,-51000000.0,-28000000.0,-1000000.0,28000000.0,1326000000.0,281000000.0,58000000.0,-7000000.0,,-180000000,-9000000.0,173000000.0,118000000.0,7012000000.0,-3000000.0,35000000.0,-140000000.0,,-146000000.0,164000000.0,234000000.0,-1428000000.0,1911000000.0,176000000.0,1515000000.0,-1.03,174242000.0,1326000000.0,2173000000.0,0.0,34000000,19000000.0,3880000000.0,-10330000000.0,,52000000.0,-425000000.0,,,2000000.0,-161000000.0,-47000000.0,-70000000,206000000.0,-4000000.0,-135000000.0,334000000.0,2725000000,174242000.0,-156000000.0,14210000000.0,4478000000.0,2718000000.0,,,,,
2017-06-30,9580000000.0,4857000000.0,2752000000.0,1.48,304000000.0,196000000.0,371000000.0,73000000.0,1444000000.0,2725000000.0,,261000000,548000000.0,79000000.0,4274000000.0,261000000,,1727000000.0,1522000000.0,-71000000.0,88000000.0,0.0,28000000.0,1522000000.0,175000000.0,55000000.0,-3000000.0,,261000000,-9000000.0,171000000.0,124000000.0,7025000000.0,2000000.0,30000000.0,15000000.0,,-26000000.0,419000000.0,195000000.0,-1303000000.0,2025000000.0,176000000.0,1326000000.0,1.49,174797000.0,1522000000.0,2554000000.0,-108000000.0,421000000,-16000000.0,4010000000.0,-10517000000.0,,78000000.0,-165000000.0,,,0.0,245000000.0,-73000000.0,224000000,213000000.0,-119000000.0,377000000.0,343000000.0,3144000000,176028000.0,-16000000.0,14527000000.0,4723000000.0,2751000000.0,,,,,
2017-09-30,9878000000.0,4877000000.0,2896000000.0,0.83,128000000.0,172000000.0,0.0,62000000.0,1527000000.0,2829000000.0,,147000000,470000000.0,89000000.0,4418000000.0,147000000,,1737000000.0,1694000000.0,-68000000.0,2000000.0,-2000000.0,29000000.0,1694000000.0,3000000.0,60000000.0,0.0,,147000000,-8000000.0,169000000.0,127000000.0,7070000000.0,0.0,43000000.0,2000000.0,,-42000000.0,419000000.0,207000000.0,-1196000000.0,2097000000.0,176000000.0,1522000000.0,0.84,175003000.0,1694000000.0,2807000000.0,-794000000.0,325000000,0.0,4111000000.0,-10670000000.0,,59000000.0,-18000000.0,,,5000000.0,147000000.0,-171000000.0,212000000,0.0,-64000000.0,299000000.0,374000000.0,3248000000,176484000.0,-17000000.0,14781000000.0,5001000000.0,2652000000.0,,,,,
2017-12-31,9862000000.0,5107000000.0,2700000000.0,0.9,47000000.0,-141000000.0,361000000.0,69000000.0,1379000000.0,2749000000.0,,159000000,457000000.0,110000000.0,3820000000.0,159000000,,1738000000.0,1553000000.0,-199000000.0,-49000000.0,1000000.0,6000000.0,1553000000.0,3000000.0,53000000.0,0.0,,159000000,-9000000.0,167000000.0,127000000.0,6541000000.0,3000000.0,85000000.0,6000000.0,,178000000.0,384000000.0,232000000.0,-845000000.0,2170000000.0,176000000.0,1694000000.0,0.91,175117000.0,1553000000.0,3320000000.0,-202000000.0,248000000,-89000000.0,4280000000.0,-10806000000.0,,-99000000.0,133000000.0,,,-79000000.0,70000000.0,-214000000.0,152000000,201000000.0,-205000000.0,261000000.0,355000000.0,3133000000,177210000.0,155000000.0,15086000000.0,4755000000.0,2721000000.0,,,,,
2018-03-31,10026000000.0,5196000000.0,2571000000.0,0.1,-307000000.0,-180000000.0,329000000.0,47000000.0,1566000000.0,2808000000.0,,18000000,491000000.0,78000000.0,3628000000.0,18000000,,1824000000.0,1417000000.0,-208000000.0,-61000000.0,,6000000.0,1372000000.0,281000000.0,50000000.0,-6000000.0,,18000000,-9000000.0,165000000.0,127000000.0,6587000000.0,,68000000.0,-76000000.0,,-169000000.0,341000000.0,206000000.0,-775000000.0,2174000000.0,177000000.0,1597000000.0,0.1,176157000.0,1372000000.0,3438000000.0,-538000000.0,197000000,1000000.0,4357000000.0,-10941000000.0,,-38000000.0,142000000.0,,,0.0,19000000.0,-208000000.0,135000000,178000000.0,117000000.0,-99000000.0,323000000.0,3149000000,178289000.0,-273000000.0,15298000000.0,4830000000.0,2959000000.0,,,,,
2018-06-30,10058000000.0,5246000000.0,2541000000.0,1.2,219000000.0,-145000000.0,317000000.0,46000000.0,1656000000.0,3121000000.0,,214000000,498000000.0,92000000.0,3550000000.0,214000000,,1848000000.0,1272000000.0,-173000000.0,-9000000.0,,6000000.0,1231000000.0,4000000.0,43000000.0,-2000000.0,,214000000,-9000000.0,162000000.0,129000000.0,6452000000.0,,77000000.0,-47000000.0,,-125000000.0,488000000.0,223000000.0,-818000000.0,2331000000.0,177000000.0,1417000000.0,1.21,177027000.0,1231000000.0,3605000000.0,-336000000.0,399000000,12000000.0,4401000000.0,-10977000000.0,,2000000.0,347000000.0,,,-1000000.0,226000000.0,-173000000.0,265000000,181000000.0,-344000000.0,392000000.0,311000000.0,3609000000,178903000.0,36000000.0,15378000000.0,4812000000.0,2902000000.0,,,,,
2018-09-30,10569000000.0,5501000000.0,2498000000.0,1.62,164000000.0,113000000.0,327000000.0,38000000.0,1673000000.0,3172000000.0,,291000000,508000000.0,81000000.0,3491000000.0,291000000,,1950000000.0,1385000000.0,-256000000.0,22000000.0,,7000000.0,1344000000.0,4000000.0,41000000.0,-1000000.0,,291000000,-9000000.0,160000000.0,134000000.0,6627000000.0,9000000.0,101000000.0,-105000000.0,,-63000000.0,557000000.0,206000000.0,-771000000.0,2525000000.0,177000000.0,1272000000.0,1.64,177250000.0,1344000000.0,3941000000.0,-48000000.0,481000000,23000000.0,4643000000.0,-11055000000.0,,-3000000.0,629000000.0,,,2000000.0,314000000.0,-265000000.0,351000000,182000000.0,-57000000.0,429000000.0,320000000.0,3729000000,179126000.0,8000000.0,15698000000.0,5068000000.0,3136000000.0,,,,,
2018-12-31,10982000000.0,6152000000.0,2316000000.0,3.34,-139000000.0,-345000000.0,286000000.0,39000000.0,1659000000.0,3204000000.0,,592000000,485000000.0,85000000.0,3582000000.0,592000000,,2092000000.0,1040000000.0,-326000000.0,27000000.0,,14000000.0,1000000000.0,65000000.0,34000000.0,1000000.0,,592000000,-9000000.0,158000000.0,175000000.0,6779000000.0,0.0,79000000.0,-146000000.0,,45000000.0,487000000.0,219000000.0,-1026000000.0,2535000000.0,177000000.0,1385000000.0,3.36,176091000.0,1000000000.0,4202000000.0,-377000000.0,424000000,-339000000.0,4865000000.0,-11143000000.0,,-7000000.0,1212000000.0,,,-330000000.0,253000000.0,-355000000.0,268000000,157000000.0,-231000000.0,216000000.0,272000000.0,3691000000,177649000.0,-182000000.0,16008000000.0,4830000000.0,3197000000.0,,,,,
2019-03-31,11152000000.0,6522000000.0,2326000000.0,0.31,-273000000.0,-331000000.0,311000000.0,26000000.0,1729000000.0,3172000000.0,,54000000,535000000.0,78000000.0,3776000000.0,54000000,,2133000000.0,709000000.0,-302000000.0,5000000.0,,12000000.0,676000000.0,66000000.0,34000000.0,-5000000.0,,54000000,-9000000.0,156000000.0,181000000.0,6916000000.0,,92000000.0,-50000000.0,,-124000000.0,327000000.0,221000000.0,-996000000.0,2547000000.0,178000000.0,1040000000.0,0.31,173241000.0,676000000.0,4235000000.0,0.0,249000000,8000000.0,5223000000.0,-11221000000.0,,-2000000.0,1255000000.0,,-42000000.0,6000000.0,62000000.0,-302000000.0,106000000,194000000.0,-56000000.0,29000000.0,299000000.0,3499000000,174545000.0,-206000000.0,5223000000.0,4630000000.0,3140000000.0,,,,,
2019-06-30,11291000000.0,6744000000.0,2345000000.0,0.39,11000000.0,-27000000.0,297000000.0,39000000.0,1638000000.0,3227000000.0,,68000000,550000000.0,82000000.0,3756000000.0,68000000,,2166000000.0,682000000.0,-325000000.0,28000000.0,,18000000.0,651000000.0,70000000.0,31000000.0,-2000000.0,,68000000,-9000000.0,154000000.0,137000000.0,6979000000.0,,92000000.0,-27000000.0,,96000000.0,318000000.0,231000000.0,-963000000.0,2615000000.0,179000000.0,709000000.0,0.39,171992000.0,651000000.0,4311000000.0,-1000000.0,237000000,-7000000.0,5470000000.0,-11351000000.0,,-9000000.0,1314000000.0,,-28000000.0,-9000000.0,61000000.0,-326000000.0,87000000,204000000.0,-40000000.0,337000000.0,279000000.0,3545000000,172512000.0,112000000.0,5470000000.0,4547000000.0,3223000000.0,,,,,
2019-09-30,10917000000.0,6875000000.0,2500000000.0,-0.49,-320000000.0,-186000000.0,273000000.0,26000000.0,1400000000.0,2902000000.0,,-84000000,576000000.0,63000000.0,3867000000.0,-84000000,,2071000000.0,496000000.0,-347000000.0,-22000000.0,,8000000.0,476000000.0,67000000.0,32000000.0,0.0,,-84000000,-8000000.0,152000000.0,138000000.0,6717000000.0,3000000.0,95000000.0,73000000.0,,237000000.0,167000000.0,225000000.0,-975000000.0,2249000000.0,179000000.0,682000000.0,-0.49,170801000.0,476000000.0,4199000000.0,-3000000.0,103000000,-44000000.0,5549000000.0,-11415000000.0,,-33000000.0,1221000000.0,,-18000000.0,-35000000.0,-128000000.0,-350000000.0,-58000000,189000000.0,136000000.0,30000000.0,265000000.0,3069000000,170801000.0,1000000.0,5549000000.0,4042000000.0,2850000000.0,,,,,
2019-12-31,11643000000.0,7830000000.0,3627000000.0,-4.0,12000000.0,443000000.0,554000000.0,,1177000000.0,2781000000.0,,-680000000,1466000000.0,66000000.0,4890000000.0,-680000000,,1785000000.0,939000000.0,-984000000.0,-206000000.0,,,749000000.0,14000000.0,,0.0,,-680000000,-9000000.0,150000000.0,530000000.0,7562000000.0,0.0,102000000.0,,,,43000000.0,213000000.0,,2054000000.0,,496000000.0,-4.0,170041000.0,749000000.0,4080000000.0,-251000000.0,-8000000,233000000.0,5677000000.0,,,84000000.0,,,0.0,253000000.0,-447000000.0,-274000000.0,-170000000,221000000.0,1137000000.0,286000000.0,,2824000000,170041000.0,382000000.0,5677000000.0,3813000000.0,2672000000.0,,,,,
