date,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable
2011-12-31,462553000.0,323800000.0,17125000.0,447679000.0,26400000.0,1359600000.0,,6426000.0,-935813000.0,-1286525000.0,875034000.0,184761000.0,1294465000.0,662494000.0,409897000.0,1320295000.0,29132959000.0,11522532000.0,14126326000.0,5588223000.0,6908518000.0,4343115000.0,4406955000.0,4073236000.0,,7460255000.0,1336172000.0,292883000.0,,679619000.0,267428000.0,-1815346000.0,425303000.0,10533859000.0,3120430000.0,,2230278000.0,15006633000.0,9301793000.0,3116462000.0,1068744000.0,86867000.0,48013000.0,15178539000.0,1000000000.0,-25455000.0,232066000.0,425303000.0,0.0,477733000.0,33287000.0,-1308585000.0,1232066000.0,7177508000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,13933092000.0,16536000.0,,,-50000000.0,0.096,10961548000.0,,-168130000.0,494690000.0,157973000.0,,625007000.0,494690000.0,,30256532000.0,,13933092000.0,,,4343115000.0,3120430000.0,,4343114500.0,,1584489000.0,585387000.0,0.096,641543000.0,594449000.0,-612820000.0,416943000.0,11188150000.0,2952300000.0,4343114500.0,,16323440000.0,10961548000.0,,990040000.0,,,15596654000.0,,9062000.0,,416943000.0,226602000.0,467034000.0,16639000.0,-612820000.0,226602000.0,16323440000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,50000000.0,323800000.0,14687000.0,,23563000.0,-408666000.0,,1000000000.0,,832111000.0,480407000.0,170252000.0,1272588000.0,716485000.0,480407000.0,1269509000.0,29573107000.0,11171406000.0,13436449000.0,5653299000.0,6922808000.0,4343115000.0,2952300000.0,,,7758395000.0,1744692000.0,617085000.0,,731172000.0,657941000.0,760370000.0,474648000.0,11148450000.0,3784411000.0,,,16136658000.0,10916319000.0,,1086751000.0,86867000.0,50738000.0,14986477000.0,0.0,40856000.0,232131000.0,474648000.0,0.0,546233000.0,16771000.0,760370000.0,232131000.0,7840891000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,13344010000.0,11564000.0,,,-1061868000.0,,9654858000.0,,-1215340000.0,118987000.0,161152000.0,,627396000.0,118987000.0,,28767083000.0,,13344010000.0,,,4343115000.0,3784411000.0,,,,1693029000.0,728476000.0,,638960000.0,578619000.0,-272459000.0,442701000.0,9881913000.0,2569071000.0,,,15423073000.0,9654858000.0,,1114410000.0,,,15426189000.0,,-149857000.0,,442701000.0,227055000.0,466244000.0,16632000.0,-272459000.0,227055000.0,15423073000.0,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1000000000.0,0.0,11208000.0,,27418000.0,,,189196000.0,-1055851000.0,793638000.0,443623000.0,157487000.0,1424775000.0,547058000.0,401296000.0,1901737000.0,29445381000.0,10887691000.0,13692835000.0,12337742000.0,14239479000.0,4343115000.0,2569071000.0,,,7860183000.0,1678048000.0,317577000.0,,236850000.0,499608000.0,747383000.0,351978000.0,10429106000.0,3362709000.0,,2480626000.0,15752546000.0,10204886000.0,3240921000.0,1178440000.0,86867000.0,57847000.0,15520252000.0,0.0,182031000.0,224220000.0,351978000.0,0.0,389571000.0,32050000.0,1109294000.0,224220000.0,7588145000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,13212818000.0,2700000.0,,,-900000000.0,0.1013,9378486000.0,,-499186000.0,17959000.0,177181000.0,,688840000.0,17959000.0,,29230074000.0,,13212818000.0,,,4343115000.0,3362709000.0,,4343114500.0,,1682303000.0,621243000.0,0.1013,691540000.0,638309000.0,382855000.0,440092000.0,9700065000.0,2863523000.0,4343114500.0,,16017256000.0,9378486000.0,,1043994000.0,,,15961426000.0,,17066000.0,,440092000.0,321579000.0,511659000.0,17066000.0,382855000.0,321579000.0,16017256000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,900000000.0,0.0,40379000.0,,27927000.0,-59622000.0,,626000000.0,,-120030000.0,1032368000.0,196994000.0,1708052000.0,748503000.0,1032368000.0,1994448000.0,31724740000.0,12468157000.0,15360154000.0,11395605000.0,13390053000.0,4343115000.0,2863523000.0,,,8102861000.0,1964965000.0,706051000.0,,788882000.0,725111000.0,-1092776000.0,490293000.0,12948910000.0,2772837000.0,,1708052000.0,16364586000.0,12195342000.0,3637456000.0,1239854000.0,86867000.0,64166000.0,15252537000.0,500000000.0,19060000.0,253568000.0,490293000.0,0.0,551509000.0,19060000.0,-1092776000.0,753568000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,15182754000.0,25232000.0,,,-822347000.0,,11831868000.0,,-808091000.0,626115000.0,176253000.0,,749670000.0,626115000.0,,31792291000.0,,15182754000.0,,,4343115000.0,2772837000.0,,,,2060089000.0,729681000.0,,774902000.0,748651000.0,-611859000.0,490853000.0,12432042000.0,1964746000.0,,,16609537000.0,11831868000.0,,1311438000.0,,,15749448000.0,,18970000.0,,490853000.0,600174000.0,573417000.0,18970000.0,-611859000.0,600174000.0,16609537000.0,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1540000000.0,0.0,-63087000.0,,73576000.0,1025101000.0,,310000000.0,-1317928000.0,-157765000.0,-696467000.0,206333000.0,1830198000.0,784725000.0,-966450000.0,2337203000.0,32089194000.0,12065697000.0,15436353000.0,10739600000.0,13076803000.0,4343115000.0,1964746000.0,,,8589097000.0,2143758000.0,753739000.0,,721638000.0,783435000.0,1438186000.0,486232000.0,12420235000.0,1806981000.0,,3148126000.0,16652841000.0,11914597000.0,3210414000.0,1360323000.0,86867000.0,101428000.0,15972538000.0,300000000.0,29696000.0,205638000.0,486232000.0,0.0,578392000.0,29696000.0,2100729000.0,505638000.0,8305541000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,15265892000.0,21141000.0,,,-483191000.0,0.118,12936186000.0,,283643000.0,772942000.0,202244000.0,,805562000.0,772942000.0,,33527726000.0,,15265892000.0,,,4343115000.0,1806981000.0,,4343114500.0,,2018110000.0,757923000.0,0.118,826703000.0,772023000.0,-6108000.0,512529000.0,13332748000.0,2090624000.0,4343114500.0,,18261834000.0,12936186000.0,,1246087000.0,,,16484178000.0,,14100000.0,,512529000.0,396562000.0,603318000.0,14100000.0,-6108000.0,396562000.0,18261834000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,1500000000.0,0.0,-17740000.0,,71277000.0,-733342000.0,,1190531000.0,,-317304000.0,628810000.0,228555000.0,1869047000.0,872482000.0,628810000.0,3428632000.0,34564850000.0,11657817000.0,14689987000.0,12225590000.0,15654222000.0,4343115000.0,2090624000.0,,,10197869000.0,2103712000.0,749876000.0,,854742000.0,769328000.0,-212772000.0,550904000.0,14823482000.0,1773320000.0,,1869047000.0,19874863000.0,14422774000.0,4013260000.0,1334384000.0,86867000.0,116871000.0,15948942000.0,200000000.0,19452000.0,200708000.0,550904000.0,0.0,643927000.0,19452000.0,-212772000.0,400708000.0,9726025000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,14759281000.0,53902000.0,,,198896000.0,,20544734000.0,,653641000.0,1189983000.0,247920000.0,,985851000.0,1189983000.0,,42140938000.0,,14759281000.0,,,4343115000.0,1773320000.0,,,,2349112000.0,887718000.0,,1039753000.0,906358000.0,-735238000.0,597778000.0,21641813000.0,2426961000.0,,,27381657000.0,20544734000.0,,1442754000.0,,,16560192000.0,,18640000.0,,597778000.0,1097079000.0,737931000.0,18640000.0,-735238000.0,1097079000.0,27381657000.0,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,1033570000.0,0.0,-49935000.0,,170654000.0,1036217000.0,,1940000000.0,-1376754000.0,874761000.0,1077815000.0,239229000.0,3053466000.0,1104297000.0,-161816000.0,5419359000.0,51354744000.0,11268097000.0,15609023000.0,20639793000.0,26059152000.0,4343115000.0,2426961000.0,,,17238750000.0,2580189000.0,993862000.0,,1054362000.0,1027203000.0,-367472000.0,687841000.0,30225122000.0,3301722000.0,,4430220000.0,35745721000.0,28680080000.0,3786758000.0,1552986000.0,86867000.0,135609000.0,17001826000.0,1400000000.0,33341000.0,145042000.0,687841000.0,0.0,865068000.0,33341000.0,900757000.0,1545042000.0,17338071000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,15415818000.0,56849000.0,,,3870605000.0,0.1452,36847629000.0,,70735000.0,-3651031000.0,277633000.0,,1089005000.0,-3651031000.0,,63634665000.0,,15415818000.0,,,4343115000.0,3301722000.0,,4343114500.0,,2470398000.0,1039176000.0,0.1452,1145854000.0,1057291000.0,-148839000.0,630502000.0,41687076000.0,3372457000.0,4343114500.0,,48218847000.0,36847629000.0,,1413107000.0,,,17635524000.0,,18115000.0,,630502000.0,4839447000.0,811372000.0,18115000.0,-148839000.0,4839447000.0,48218847000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,9792966000.0,0.0,-53596000.0,,211351000.0,4819609000.0,,1470000000.0,,4521211000.0,-248513000.0,433012000.0,3128946000.0,1681456000.0,-248513000.0,6037973000.0,90784830000.0,10862723000.0,15899196000.0,51223292000.0,57261265000.0,4343115000.0,3372457000.0,,,43414657000.0,3489081000.0,1493960000.0,,1627860000.0,1516617000.0,-49885000.0,883946000.0,68836447000.0,7893543000.0,,3128946000.0,74885634000.0,60838592000.0,5040619000.0,1972464000.0,86867000.0,213183000.0,17373471000.0,7850000000.0,22657000.0,147855000.0,883946000.0,0.0,1248444000.0,22657000.0,-49885000.0,7997855000.0,606320000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,15739485000.0,317885000.0,,,-2442333000.0,,38128911000.0,,-1844922000.0,432884000.0,339606000.0,,1329357000.0,432884000.0,,69027796000.0,,15739485000.0,,,4343115000.0,7893543000.0,,,,3068868000.0,1272449000.0,,1647242000.0,1293712000.0,164527000.0,757241000.0,46109332000.0,6048943000.0,,,53288311000.0,38128911000.0,,1775156000.0,,,18120880000.0,,21263000.0,,757241000.0,7980421000.0,989751000.0,21263000.0,164527000.0,7980421000.0,53288311000.0,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,5394051000.0,0.0,-317885000.0,,316528000.0,-7828826000.0,,200000000.0,-1755747000.0,-1120903000.0,790326000.0,366621000.0,3236239000.0,1346834000.0,440548000.0,9753129000.0,73891763000.0,13384661000.0,19532288000.0,32331625000.0,42084754000.0,4343115000.0,6048943000.0,,,27918257000.0,3479047000.0,1532884000.0,,1028949000.0,1579476000.0,-1334501000.0,717991000.0,51893114000.0,4983051000.0,,4991986000.0,54359475000.0,42440986000.0,3239176000.0,1899571000.0,86867000.0,151083000.0,16736658000.0,9190000000.0,46592000.0,262128000.0,717991000.0,0.0,980213000.0,46592000.0,492235000.0,9452128000.0,270000000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,19291506000.0,180614000.0,,,-1416100000.0,0.1524,41366103000.0,,-1545426000.0,100515000.0,269691000.0,,1068168000.0,100515000.0,,71723391000.0,,19291506000.0,,,4343115000.0,4983051000.0,,4343114500.0,,2694358000.0,1110550000.0,0.1524,1248782000.0,1130453000.0,-229841000.0,661821000.0,48920661000.0,3437465000.0,4343114500.0,,52431885000.0,41366103000.0,,1563905000.0,,,17401402000.0,,19903000.0,,661821000.0,7554558000.0,798477000.0,19903000.0,-229841000.0,7554558000.0,52431885000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,8554690000.0,0.0,-180614000.0,,334732000.0,-1523809000.0,,9512523000.0,,116091000.0,1703904000.0,305423000.0,3169853000.0,1205072000.0,1703904000.0,16242193000.0,71326570000.0,12877857000.0,19077099000.0,26231838000.0,42474031000.0,4343115000.0,3437465000.0,,,23149509000.0,2642762000.0,1235966000.0,,1024458000.0,1259164000.0,-64004000.0,706385000.0,49042353000.0,3553806000.0,,3169853000.0,52249471000.0,44415661000.0,4346795000.0,1383598000.0,86867000.0,191901000.0,16881571000.0,4370000000.0,23198000.0,256692000.0,706385000.0,0.0,899649000.0,23198000.0,-64004000.0,4626692000.0,641421000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,506177000.0,,,,,,,348451000.0,628148000.0,348253000.0,,1420843000.0,628148000.0,,70797695000.0,,21200917000.0,,,4343115000.0,3553806000.0,,,,2671660000.0,1275863000.0,,1927020000.0,1298768000.0,-302912000.0,812765000.0,47425820000.0,3902255000.0,,,49596778000.0,42223915000.0,,1372892000.0,,,17702753000.0,,22905000.0,,812765000.0,,1072590000.0,22905000.0,,5201905000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,9944735000.0,,-506177000.0,,206814000.0,,,,-1597110000.0,3296067000.0,2286669000.0,238203000.0,3119093000.0,1194502000.0,1787874000.0,13452381000.0,73761432000.0,14647706000.0,21603208000.0,27446010000.0,40898391000.0,4343115000.0,3902255000.0,,,20857735000.0,1726567000.0,1435233000.0,,688325000.0,1450914000.0,-903062000.0,856434000.0,49585505000.0,7198745000.0,,4716203000.0,52158224000.0,42507358000.0,,275653000.0,86867000.0,275318000.0,18317157000.0,6700000000.0,15681000.0,378147000.0,856434000.0,,956299000.0,15681000.0,,7078147000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,176159000.0,,,,0.1825,,,-3093366000.0,-1144645000.0,290393000.0,,1264141000.0,-1144645000.0,,74211703000.0,,20007874000.0,,,4343115000.0,7198745000.0,,4343753425.0,,2338312000.0,1204012000.0,0.1825,1440300000.0,1219486000.0,1499420000.0,792735000.0,49064811000.0,4105334000.0,4343753425.0,,54203829000.0,42975445000.0,,1118826000.0,,,19108441000.0,,15474000.0,,792735000.0,,973748000.0,15474000.0,,6089366000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,5720000000.0,0.0,154148000.0,,206855000.0,,,10436834000.0,,4273281000.0,2631978000.0,269370000.0,3033611000.0,1177437000.0,2631978000.0,20555815000.0,75823374000.0,14086330000.0,19987078000.0,26517052000.0,47072867000.0,4343115000.0,4105334000.0,,,18697870000.0,2330446000.0,1190000000.0,,953712000.0,1208842000.0,-185373000.0,718008000.0,48388190000.0,8378418000.0,,3033611000.0,55836296000.0,39759193000.0,5722880000.0,1121604000.0,86867000.0,194436000.0,19309021000.0,8241449000.0,18842000.0,387548000.0,718008000.0,0.0,908067000.0,18842000.0,,8628997000.0,160000000.0,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,137026000.0,,,,,,,-3872560000.0,-1646528000.0,321493000.0,,1424858000.0,-1646528000.0,,71468510000.0,,19646735000.0,,,4343115000.0,8378418000.0,,,,2542571000.0,1300644000.0,,1939757000.0,1323251000.0,-163420000.0,888153000.0,43127070000.0,4506159000.0,,,51821775000.0,34464066000.0,,1219320000.0,,,20058175000.0,,22607000.0,,888153000.0,,1103365000.0,22607000.0,,8663004000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2482800000.0,,144414000.0,,131261000.0,,,,-1784766000.0,1083319000.0,-670472000.0,311013000.0,3013434000.0,1316865000.0,-1000771000.0,24163021000.0,73650520000.0,13541160000.0,19698271000.0,20643821000.0,44806842000.0,4343115000.0,4506159000.0,,,15562311000.0,2415011000.0,1177025000.0,,537912000.0,1218598000.0,-272206000.0,803234000.0,44446169000.0,5588814000.0,,4798200000.0,53952249000.0,32421081000.0,,1196413000.0,86867000.0,244587000.0,20654500000.0,11630654000.0,41573000.0,394434000.0,803234000.0,,1005852000.0,41573000.0,,12025088000.0,9793492000.0,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,182314000.0,,,,0.1678,,,1843782000.0,1477265000.0,272190000.0,,1249759000.0,1477265000.0,,75338084000.0,,19370045000.0,,,4343115000.0,5588814000.0,,4900208582.0,,2255435000.0,1214312000.0,0.1893,1432073000.0,1229341000.0,-1341105000.0,822255000.0,45158139000.0,7430621000.0,4343660856.0,,55968039000.0,34606353000.0,,1026094000.0,,,21475828000.0,,15029000.0,,822255000.0,,977569000.0,15029000.0,,10551786000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,7957550000.0,,226292000.0,,131530000.0,,0.3797,25648000.0,,289436000.0,-728681000.0,573285000.0,2906934000.0,2646575000.0,-728681000.0,27588394000.0,81065986000.0,12982996000.0,21707442000.0,24051362000.0,51639756000.0,4343115000.0,7430621000.0,,4584597000.0,16886766000.0,5390447000.0,2750678000.0,0.4225,2750678000.0,2800031000.0,-2917533000.0,1835053000.0,51296613000.0,7722684000.0,4343115000.0,2906934000.0,59358544000.0,38696233000.0,,2590416000.0,86867000.0,220445000.0,21164094000.0,12261650000.0,49353000.0,338730000.0,1835053000.0,,2073290000.0,49353000.0,,12600380000.0,18667176000.0,,,,,,,,,,,,,,,,,,,,,,,
