date,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyTaxProvision,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
1990-01-31,339800000.0,,3800000.0,-94400000.0,,,212400000.0,105200000.0,105200000,-97400000.0,68800000.0,927800000.0,504600000.0,4200000.0,1634200000.0,500952381.0,307000000.0,-2600000.0,651700000.0,403300000.0,,1114900000.0,,0.0,,115000000.0,105200000.0,4368900000.0,143500000.0,143500000.0,700000.0,458200000.0,,26100000.0,0.21,2466200000.0,492200000.0,,55000000.0,506200000.0,52200000.0,,607600000.0,500952381.0,,2427700000.0,1722500000,204300000,2636600000.0,,116300000.0,,,262400000,,0.0,-109000000.0,-29800000.0,0.21,1901700000.0,958700000.0,,,174000000.0,1941200000.0,1902700000.0,345200000.0,-16900000.0,,1469000000.0,,-1002400000.0,117300000.0,0.0,,,
1990-04-30,371000000.0,,-37300000.0,-52300000.0,,,171600000.0,54600000.0,54600000,-92100000.0,42000000.0,870000000.0,477000000.0,-2200000.0,1682600000.0,496363636.0,311000000.0,-4400000.0,655000000.0,405200000.0,,988700000.0,,0.0,,79500000.0,54600000.0,4263100000.0,141300000.0,141300000.0,1400000.0,481800000.0,,23300000.0,0.11,2537800000.0,484200000.0,,65500000.0,406200000.0,51500000.0,,530900000.0,496363636.0,,2331000000.0,1519600000,125700000,2685000000.0,,62600000.0,,,191200000,,0.0,-128800000.0,-32400000.0,0.11,1923900000.0,966000000.0,,,96600000.0,1932100000.0,1725300000.0,344600000.0,-41300000.0,,1365000000.0,,-1002400000.0,121300000.0,0.0,,,
1990-07-31,349000000.0,,29900000.0,-179500000.0,,,192700000.0,-238400000.0,-238400000,-133800000.0,5600000.0,819800000.0,570600000.0,-60600000.0,1717700000.0,,235100000.0,-345600000.0,805800000.0,343700000.0,,959600000.0,,0.0,,58900000.0,-238400000.0,4115600000.0,80700000.0,80700000.0,2200000.0,202300000.0,,23000000.0,,2450100000.0,383400000.0,,19200000.0,525200000.0,128400000.0,,480700000.0,,,2367500000.0,1440300000,137000000,2734900000.0,,40600000.0,,,156200000,,0.0,-67600000.0,-32400000.0,,1653300000.0,1069400000.0,,,-232800000.0,1691800000.0,1665500000.0,324500000.0,33200000.0,,1298100000.0,,-1017200000.0,140500000.0,28500000.0,,,
1990-10-31,349000000.0,,-100000.0,63700000.0,,,-18500000.0,105100000.0,105100000,-51400000.0,73700000.0,992800000.0,637700000.0,-4900000.0,1729600000.0,500476190.0,351200000.0,-1400000.0,815800000.0,362200000.0,,1029400000.0,,80700000.0,,-69900000.0,105100000.0,4453800000.0,75800000.0,75800000.0,,451200000.0,-3400000.0,21000000.0,0.21,2465200000.0,386600000.0,,53300000.0,566600000.0,-183600000.0,,564900000.0,500476190.0,,2822500000.0,1594300000,202700000,2746800000.0,,-159400000.0,6700000.0,,256000000,-147200000.0,0.0,-49900000.0,-32300000.0,0.21,1726400000.0,1167000000.0,,,178800000.0,1631300000.0,1988600000.0,308900000.0,-800000.0,,1655500000.0,,-1017200000.0,150000000.0,0.0,,,
1991-01-31,341100000.0,,200000.0,-123000000.0,,,229700000.0,135300000.0,135300000,-91900000.0,88000000.0,787200000.0,586700000.0,31400000.0,1775100000.0,501111111.0,352800000.0,-8300000.0,914400000.0,410800000.0,,1100600000.0,,0.0,,137800000.0,135300000.0,4281400000.0,107200000.0,107200000.0,,251900000.0,900000.0,25500000.0,0.27,2456200000.0,340000000.0,,52000000.0,445000000.0,38000000.0,,670300000.0,501111111.0,,2550800000.0,1770900000,259500000,2792300000.0,,146500000.0,4400000.0,,311500000,-5500000.0,0.0,-77500000.0,-31900000.0,0.27,1825100000.0,1267200000.0,,,223300000.0,1730600000.0,1825200000.0,358800000.0,12700000.0,,1283600000.0,,-1017200000.0,141100000.0,0.0,,,
1991-04-30,374000000.0,,0.0,-177800000.0,,,306700000.0,76400000.0,76400000,-85100000.0,56100000.0,687500000.0,551400000.0,38800000.0,1741900000.0,509333333.0,347500000.0,-4400000.0,906900000.0,398000000.0,,930500000.0,,0.0,,221600000.0,76400000.0,3990300000.0,146000000.0,146000000.0,,89600000.0,1600000.0,23700000.0,0.15,2439300000.0,323400000.0,,51100000.0,355300000.0,125100000.0,,560300000.0,509333333.0,,2250700000.0,1490800000,162300000,2759100000.0,,82100000.0,54100000.0,,213400000,15700000.0,0.0,-84000000.0,-36600000.0,0.15,1864700000.0,1254400000.0,,,132500000.0,1739600000.0,1551000000.0,346900000.0,-28100000.0,,996300000.0,,-1017200000.0,120100000.0,0.0,,,
1991-07-31,404600000.0,,-200000.0,17500000.0,,,287300000.0,84700000.0,84700000,-132700000.0,48100000.0,706700000.0,513400000.0,32900000.0,1790400000.0,,258500000.0,5000000.0,772600000.0,357000000.0,,826300000.0,,0.0,,154600000.0,84700000.0,4149000000.0,178900000.0,178900000.0,,282200000.0,,35500000.0,,2630500000.0,435500000.0,,52200000.0,482400000.0,116900000.0,,521900000.0,,,2332100000.0,1348200000,164900000,2921900000.0,,-20500000.0,-2000000.0,,217100000,-38600000.0,0.0,-267300000.0,-36700000.0,,1912600000.0,1054100000.0,,,132800000.0,1793400000.0,1518500000.0,304800000.0,-221700000.0,,1278000000.0,,-1131500000.0,105500000.0,23000000.0,,,
1991-10-31,399000000.0,,-100000.0,-6400000.0,,5100000.0,-47700000.0,129200000.0,129200000,-42500000.0,85200000.0,873400000.0,572200000.0,-99000000.0,1800200000.0,496923077.0,261600000.0,1200000.0,784100000.0,364600000.0,,943400000.0,,178900000.0,,-90200000.0,129200000.0,4374200000.0,79900000.0,79900000.0,,432700000.0,,26000000.0,0.26,2639100000.0,439900000.0,,50100000.0,477500000.0,-234700000.0,,603800000.0,496923077.0,,2577500000.0,1547200000,239200000,2931700000.0,,-162400000.0,7700000.0,,289300000,-121400000.0,0.0,-47900000.0,-36900000.0,0.26,2005300000.0,1095100000.0,,,214400000.0,1796700000.0,1735100000.0,314500000.0,-5400000.0,,1482400000.0,,-1131500000.0,111900000.0,49400000.0,,,
1992-01-31,375600000.0,,0.0,-131800000.0,,6900000.0,246000000.0,160600000.0,160600000,-67100000.0,103600000.0,754300000.0,557000000.0,59900000.0,1851500000.0,501875000.0,272900000.0,-3700000.0,805500000.0,422100000.0,,1026400000.0,,0.0,,178900000.0,160600000.0,4376200000.0,139800000.0,139800000.0,,349300000.0,,29600000.0,0.32,2663800000.0,436700000.0,,51800000.0,423800000.0,11400000.0,,719900000.0,501875000.0,,2453400000.0,1746300000,297800000,2983000000.0,,123600000.0,22200000.0,,349600000,0.0,0.0,-49200000.0,-36400000.0,0.32,2121900000.0,1123300000.0,,,264200000.0,1922800000.0,1712400000.0,370300000.0,17900000.0,,1330100000.0,,-1131500000.0,100100000.0,44900000.0,,,
1992-04-30,444200000.0,,0.0,-162800000.0,,3400000.0,271200000.0,91500000.0,91500000,-79800000.0,58800000.0,633100000.0,546000000.0,-37200000.0,1862900000.0,508333333.0,294200000.0,-2200000.0,797200000.0,424500000.0,,933600000.0,,0.0,,191400000.0,91500000.0,4219700000.0,102600000.0,102600000.0,,261500000.0,,25500000.0,0.18,2742900000.0,435800000.0,,53100000.0,351300000.0,99600000.0,,602600000.0,508333333.0,,2293700000.0,1536200000,178100000,2994400000.0,,115900000.0,27000000.0,,231200000,-28200000.0,0.0,-150800000.0,-43900000.0,0.18,2164500000.0,1134900000.0,,,150300000.0,1926000000.0,1476800000.0,371400000.0,-71000000.0,,1158800000.0,,-1131500000.0,95000000.0,43500000.0,,,
1992-07-31,444600000.0,,0.0,-128500000.0,,3800000.0,274800000.0,109200000.0,109200000,-147100000.0,61200000.0,717900000.0,508200000.0,9500000.0,1965800000.0,,288400000.0,-2000000.0,693300000.0,397000000.0,,843500000.0,,0.0,,127700000.0,109200000.0,4353800000.0,112100000.0,112100000.0,,293700000.0,,20900000.0,,2852200000.0,441800000.0,,61200000.0,497800000.0,101800000.0,,589900000.0,,,2303800000.0,1433400000,192900000,3209000000.0,,-70000000.0,-31800000.0,,254100000,0.0,0.0,-139100000.0,-49200000.0,,2224500000.0,1004100000.0,,,170400000.0,2027600000.0,1501600000.0,335800000.0,-27300000.0,,1299700000.0,,-1243200000.0,94500000.0,22400000.0,,,
1992-10-31,445200000.0,,-100000.0,14100000.0,,10900000.0,-20900000.0,156600000.0,156600000,-54700000.0,90400000.0,860300000.0,561700000.0,-51400000.0,1930600000.0,505161290.0,292400000.0,-6800000.0,681600000.0,428900000.0,,991000000.0,,112100000.0,,-75600000.0,156600000.0,4572400000.0,60700000.0,60700000.0,,398800000.0,,21800000.0,0.31,2800700000.0,424900000.0,,56100000.0,494200000.0,-239000000.0,,704500000.0,505161290.0,,2474800000.0,1695500000,275600000,3173800000.0,,-161600000.0,5400000.0,,331700000,,0.0,-46900000.0,-97700000.0,0.31,2332100000.0,1020100000.0,,,247000000.0,2097600000.0,1771700000.0,372800000.0,7800000.0,,1454700000.0,,-1243200000.0,92800000.0,46100000.0,,,
1993-01-31,548300000.0,,0.0,16900000.0,,18400000.0,156800000.0,-115900000.0,-115900000,-57900000.0,53300000.0,758000000.0,898700000.0,5600000.0,1912400000.0,503913043.0,238400000.0,-348500000.0,675200000.0,462100000.0,,1017700000.0,,0.0,,98900000.0,-115900000.0,4580700000.0,66300000.0,66300000.0,,398300000.0,,23200000.0,-0.23,2874400000.0,413700000.0,,56700000.0,420400000.0,-79000000.0,,771200000.0,503913043.0,,2674000000.0,1788900000,309100000,3155600000.0,,91700000.0,-58000000.0,,365800000,,0.0,-165600000.0,0.0,-0.23,2160600000.0,956600000.0,,,-62600000.0,1906700000.0,1706300000.0,405400000.0,28900000.0,,1717400000.0,,-1243200000.0,99000000.0,43000000.0,,,
1993-04-30,342400000.0,,0.0,-57800000.0,,8000000.0,302600000.0,108500000.0,108500000,-67400000.0,64700000.0,724800000.0,924500000.0,3700000.0,2244600000.0,493181818.0,265200000.0,-12000000.0,470600000.0,478300000.0,,950400000.0,,0.0,,235200000.0,108500000.0,4880900000.0,70000000.0,70000000.0,,736700000.0,,18200000.0,0.22,3276300000.0,689300000.0,,60800000.0,376400000.0,122000000.0,,681700000.0,493181818.0,,2801900000.0,1632100000,203400000,3487800000.0,,79200000.0,11300000.0,,264200000,,0.0,-237300000.0,-119200000.0,0.22,2206000000.0,764300000.0,,,173200000.0,1960900000.0,1604600000.0,417500000.0,-306500000.0,,2037600000.0,,-1243200000.0,114000000.0,28500000.0,,,
1993-07-31,350900000.0,,100000.0,-70400000.0,,-1800000.0,213900000.0,-141000000.0,108000000,-186300000.0,54100000.0,804200000.0,671100000.0,-7400000.0,2264400000.0,,164500000.0,353700000.0,461900000.0,809700000.0,,826500000.0,,0.0,,27600000.0,-141000000.0,4897500000.0,62600000.0,62600000.0,,669400000.0,,25100000.0,,3211300000.0,596000000.0,,68600000.0,510000000.0,2800000.0,,643200000.0,,,3088800000.0,1469700000,-166500000,3584900000.0,,-99500000.0,82500000.0,,-97900000,-16600000.0,0.0,-151500000.0,500000.0,,2002000000.0,1238300000.0,,,162100000.0,1704000000.0,1686200000.0,741100000.0,-2900000.0,,1850500000.0,,-1320500000.0,173100000.0,611900000.0,,,
1993-10-31,341000000.0,,0.0,49000000.0,,3000000.0,3000000.0,166000000.0,166000000,-83000000.0,95000000.0,924000000.0,742000000.0,-15000000.0,2272000000.0,503030303.0,178000000.0,-14000000.0,561000000.0,472000000.0,,997000000.0,,63000000.0,,-80000000.0,166000000.0,5162000000.0,48000000.0,48000000.0,2000000.0,719000000.0,,19000000.0,0.33,3209000000.0,596000000.0,,61000000.0,465000000.0,-245000000.0,3000000.0,766000000.0,503030303.0,,3403000000.0,1763000000,294000000,3592500000.0,,-121000000.0,18000000.0,,355000000,-41000000.0,0.0,-69000000.0,-63000000.0,0.33,2106000000.0,1477000000.0,,,261000000.0,1759000000.0,1953000000.0,411000000.0,12000000.0,,1926000000.0,,-1320500000.0,175000000.0,738000000.0,,,
1994-01-31,342000000.0,,0.0,-238000000.0,,5000000.0,332000000.0,203000000.0,203000000,-93000000.0,113000000.0,788000000.0,688000000.0,13000000.0,2305000000.0,495121951.0,175000000.0,-13000000.0,562000000.0,511000000.0,,1040000000.0,,0.0,,239000000.0,203000000.0,5025000000.0,61000000.0,61000000.0,,540000000.0,,14000000.0,0.41,3252000000.0,605000000.0,,64000000.0,399000000.0,53000000.0,1000000.0,854000000.0,495121951.0,,3099000000.0,1894000000,343000000,3625500000.0,,136000000.0,11000000.0,,407000000,0.0,0.0,-79000000.0,-63000000.0,0.41,2238000000.0,1472000000.0,,,316000000.0,1926000000.0,1773000000.0,447000000.0,9000000.0,,1627000000.0,,-1320500000.0,165000000.0,735000000.0,,,
1994-04-30,413000000.0,,0.0,-201000000.0,,5000000.0,360000000.0,119000000.0,119000000,-102000000.0,64000000.0,750000000.0,630000000.0,25000000.0,2326000000.0,495833333.0,196000000.0,-9000000.0,564000000.0,483000000.0,,878000000.0,,0.0,,258000000.0,119000000.0,4938000000.0,86000000.0,86000000.0,,474000000.0,,15000000.0,0.24,3338000000.0,599000000.0,,68000000.0,361000000.0,157000000.0,4000000.0,690000000.0,495833333.0,,2956000000.0,1568000000,207000000,3646500000.0,,40000000.0,12000000.0,,275000000,-5000000.0,0.0,-132000000.0,-139000000.0,0.24,2288000000.0,1491000000.0,,,183000000.0,1982000000.0,1600000000.0,415000000.0,-63000000.0,,1465000000.0,,-1320500000.0,149000000.0,731000000.0,,,
1994-07-31,408000000.0,,0.0,-144000000.0,,3000000.0,273000000.0,142000000.0,142000000,-143000000.0,61000000.0,786000000.0,758000000.0,8000000.0,2401000000.0,,211000000.0,5000000.0,560000000.0,433000000.0,,808000000.0,,0.0,,130000000.0,142000000.0,4992000000.0,94000000.0,94000000.0,,434000000.0,,26000000.0,,3391000000.0,582000000.0,,62000000.0,473000000.0,38000000.0,26000000.0,657000000.0,,,2882000000.0,1465000000,224000000,3848000000.0,,-37000000.0,5000000.0,,286000000,-99000000.0,0.0,-129000000.0,-1000000.0,,2359000000.0,1217000000.0,,,203000000.0,1989000000.0,1601000000.0,371000000.0,12000000.0,,1665000000.0,,-1447000000.0,143000000.0,446000000.0,,,
1994-10-31,456000000.0,,0.0,138000000.0,19000000.0,5000000.0,90000000.0,197000000.0,197000000,-60000000.0,100000000.0,888000000.0,866000000.0,-6000000.0,2462000000.0,498000000.0,217000000.0,-17000000.0,574000000.0,499000000.0,,1025000000.0,,94000000.0,,30000000.0,197000000.0,5529000000.0,88000000.0,88000000.0,,644000000.0,-12000000.0,26000000.0,0.4,3599000000.0,681000000.0,,63000000.0,491000000.0,-194000000.0,,839000000.0,498000000.0,,3374000000.0,1864000000,340000000,3987000000.0,,-94000000.0,24000000.0,,403000000,,88000000.0,-239000000.0,-70000000.0,0.4,2487000000.0,1373000000.0,,,297000000.0,2155000000.0,1930000000.0,417000000.0,4000000.0,,2001000000.0,,-1525000000.0,171000000.0,582000000.0,,,
1995-01-31,399000000.0,,0.0,-284000000.0,22000000.0,10000000.0,385000000.0,231000000.0,231000000,-77000000.0,117000000.0,751000000.0,837000000.0,1000000.0,2479000000.0,498000000.0,225000000.0,-10000000.0,563000000.0,572000000.0,,1096000000.0,,88000000.0,,308000000.0,231000000.0,5409000000.0,89000000.0,89000000.0,,432000000.0,-11000000.0,14000000.0,0.47,3599000000.0,721000000.0,,80000000.0,441000000.0,53000000.0,,944000000.0,498000000.0,,3093000000.0,2040000000,372000000,4058000000.0,,152000000.0,17000000.0,,452000000,,89000000.0,-89000000.0,-70000000.0,0.47,2640000000.0,1383000000.0,,,348000000.0,2316000000.0,1810000000.0,470000000.0,1000000.0,,1710000000.0,,-1579000000.0,182000000.0,595000000.0,,,
