date,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2012-09-30,,13485000.0,-2980000,67867000.0,69099000,1497000.0,75048000.0,312720000.0,,11305000.0,14065000,3040000,,1228000.0,0.0,16736000,110078000,,-413000,-6574000,-14091000,3570000,,14640000,11111000,0.0,,237672000.0,46072000.0,0.0,16587000,0.3,2522000,113993000.0,52948000.0,2046000,19776000,-11000.0,955000,720000,-734000,265151000.0,105885000.0,,6014000.0,2558000.0,1545000.0,42952000.0,-1662000.0,104930000,43000.0,0.33,105885000.0,,,1086000.0,105885000,-2447000,40979000,47569000.0,-635000,46501000.0,14065000,269000.0,21153000,14065000,1252000.0,3847000.0,24243000,-14825000,,,,,,,
2012-12-31,1006000.0,19814000.0,32415000,78906000.0,77284000,5182000.0,99859000.0,350814000.0,,22698000.0,14999000,3208000,,1228000.0,0.0,18656000,125538000,1263000.0,-3559000,21155000,-3344000,4180000,-21854000.0,-39986000,35759000,1608000.0,53135000.0,250955000.0,59352000.0,-25961000.0,19040000,0.32,4041000,128992000.0,53135000.0,1457000,21864000,61000.0,12227000,-6581000,1041000,286280000.0,118112000.0,0.0,16834000.0,6095000.0,956000.0,43294000.0,-1021000.0,105885000,44000.0,0.35,119118000.0,,,1663000.0,118112000,3505000,48254000,64534000.0,-135000,46604000.0,14999000,2691000.0,26377000,14999000,1099000.0,6369000.0,29598000,-28264000,,,,,,,
2013-03-31,1562000.0,7636000.0,-15433000,75665000.0,77937000,4920000.0,101349000.0,356746000.0,,22575000.0,12680000,3617000,,1228000.0,0.0,15536000,124198000,621000.0,268000,-30097000,-3695000,4039000,,586000,-11738000,15129000.0,53265000.0,255397000.0,48367000.0,,15667000,0.27,2987000,141672000.0,53265000.0,2576000,19153000,0.0,-15306000,1664000,-2779000,303459000.0,102806000.0,,16030000.0,9728000.0,0.0,44812000.0,-3364000.0,118112000,45000.0,0.28,104368000.0,,,1529000.0,102806000,3009000,46261000,53287000.0,-499000,47646000.0,12680000,3071000.0,27083000,12680000,1087000.0,4920000.0,30725000,-6474000,,,,,,,
2013-06-30,977000.0,7017000.0,1649000,82817000.0,83547000,1944000.0,101048000.0,374517000.0,,22304000.0,14118000,3854000,,1228000.0,0.0,17535000,133184000,312000.0,262000,-13600000,-6309000,4564000,,553000,7958000,13744000.0,55400000.0,273469000.0,47340000.0,,17435000,0.29,3317000,155790000.0,55400000.0,3850000,21389000,0.0,4669000,-8227000,-1183000,325233000.0,107475000.0,,15115000.0,8376000.0,0.0,45486000.0,-4409000.0,102806000,46000.0,0.31,108452000.0,,,1721000.0,107475000,-379000,49637000,49284000.0,-869000,47977000.0,14118000,404000.0,28541000,14118000,1291000.0,4041000.0,32102000,-7512000,,,,,,,
2013-09-30,0.0,8866000.0,11143000,87611000.0,88539000,1737000.0,100268000.0,405464000.0,,22411000.0,16437000,3906000,,1228000.0,0.0,20230000,140150000,155000.0,205000,-6850000,-4432000,4104000,,1000,15575000,14530000.0,54062000.0,305196000.0,52115000.0,0.0,20356000,0.34,3919000,172227000.0,54062000.0,3365000,24136000,0.0,15504000,-4526000,-457000,351612000.0,122979000.0,,14539000.0,8195000.0,0.0,46162000.0,-1434000.0,107475000,46000.0,0.36,122979000.0,,,1674000.0,122979000,-155000,51611000,53852000.0,-720000,48720000.0,16437000,354000.0,27893000,16437000,1215000.0,2583000.0,31381000,-4889000,,,,,,,
2013-12-31,1188000.0,20175000.0,44946000,95431000.0,97627000,2112000.0,101909000.0,432877000.0,,22268000.0,18759000,3743000,,1228000.0,0.0,23192000,157585000,533000.0,-694000,23134000,-1484000,2794000,-30164000.0,59000,46430000,2287000.0,53315000.0,330968000.0,54664000.0,0.0,23312000,0.38,4553000,190986000.0,53315000.0,3359000,26935000,,46228000,-6213000,-1461000,376101000.0,169207000.0,,13734000.0,2835000.0,1670000.0,46532000.0,-1832000.0,122979000,46000.0,0.4,170395000.0,,,1277000.0,169207000,-5375000,59958000,56776000.0,-712000,49066000.0,18759000,351000.0,32980000,18759000,3634000.0,4543000.0,36766000,-2945000,,,,,,,
2014-03-31,6884000.0,15314000.0,12543000,89932000.0,102454000,1902000.0,106373000.0,458637000.0,,26392000.0,17364000,3689000,,1228000.0,,21857000,160384000,340000.0,97000,-7837000,-3645000,3134000,,294000,16188000,17305000.0,53072000.0,352264000.0,60455000.0,-2419000.0,21592000,0.35,4228000,208350000.0,53072000.0,3208000,25546000,,4859000,4908000,-5612000,396280000.0,174066000.0,,12957000.0,11812000.0,0.0,46797000.0,-5409000.0,169207000,47000.0,0.37,180950000.0,,,995000.0,174066000,8563000,57930000,62357000.0,-1241000,49207000.0,17364000,334000.0,32359000,17364000,5013000.0,4539000.0,36073000,-11676000,,,,,,,
2014-06-30,1142000.0,23280000.0,13757000,108179000.0,110102000,33674000.0,163125000.0,537964000.0,,42547000.0,14814000,5451000,,31892000.0,,18476000,174695000,228000.0,98000,-10692000,-3082000,4440000,,2042000,16839000,21006000.0,54523000.0,374839000.0,77643000.0,-24079000.0,18401000,0.3,3587000,223164000.0,54523000.0,5891000,23927000,,1009000,-12080000,5626000,426647000.0,175075000.0,,49381000.0,12500000.0,0.0,47068000.0,-2515000.0,174066000,48000.0,0.31,176217000.0,,,1166000.0,175075000,-2664000,64593000,111317000.0,-1239000,49559000.0,14814000,326000.0,38671000,14814000,3074000.0,4244000.0,46117000,-21535000,,,,,,,
2014-09-30,1061000.0,31665000.0,18164000,113940000.0,122509000,35263000.0,163091000.0,565031000.0,,39055000.0,19040000,5510000,,31672000.0,,21835000,192764000,113000.0,80000,-8971000,-4978000,1785000,,271000,23142000,22371000.0,54665000.0,401940000.0,84068000.0,0.0,22378000,0.38,3338000,242204000.0,54665000.0,7425000,27345000,,16171000,-10954000,-219000,445700000.0,191246000.0,,46280000.0,6027000.0,0.0,47315000.0,-10774000.0,175075000,48000.0,0.4,192307000.0,,,390000.0,191246000,-6163000,70255000,119331000.0,-718000,49829000.0,19040000,3478000.0,42875000,19040000,3955000.0,2282000.0,48420000,-5197000,,,,,,,
2014-12-31,0.0,32203000.0,44570000,124483000.0,121465000,4563000.0,178939000.0,594026000.0,,57417000.0,18423000,2833000,,0.0,,26256000,202184000,0.0,-3545000,18217000,-4135000,988000,-34532000.0,-1872000,48705000,35524000.0,55134000.0,415087000.0,125413000.0,-10595000.0,24582000,0.37,6159000,260598000.0,55134000.0,8096000,29089000,,29288000,-12284000,209000,464050000.0,220534000.0,,47689000.0,4641000.0,959000.0,47620000.0,-22054000.0,191246000,48000.0,0.39,220534000.0,,,-2775000.0,220534000,-2339000,80719000,129976000.0,-3042000,50339000.0,18423000,4563000.0,49761000,18423000,3524000.0,3220000.0,54463000,-14521000,,,,,,,
2015-03-31,30000000.0,20579000.0,3407000,104714000.0,125887000,4106000.0,175719000.0,609534000.0,,56346000.0,14714000,4200000,,0.0,,22820000,200045000,,95000,-26314000,-3464000,1490000,,4964000,6871000,34011000.0,55115000.0,433815000.0,117597000.0,-30000.0,18224000,0.29,3510000,275312000.0,55115000.0,9134000,27020000,,-28171000,15262000,-30388000,487831000.0,192363000.0,,45091000.0,13366000.0,30000000.0,47886000.0,-24784000.0,220534000,48000.0,0.31,222363000.0,,,-2365000.0,192363000,9669000,74158000,121703000.0,-5754000,51000000.0,14714000,4106000.0,46938000,14714000,3908000.0,3061000.0,51338000,-33882000,,,,,,,
2015-06-30,30000000.0,26841000.0,-3227000,134941000.0,134256000,2432000.0,179527000.0,636493000.0,,61159000.0,19231000,3903000,,0.0,,23606000,217781000,,277000,-28863000,-5390000,-15427000,,-2879000,2163000,87000.0,58446000.0,456966000.0,90001000.0,0.0,24440000,0.37,5209000,294539000.0,58446000.0,12253000,27509000,,-16646000,-28471000,-207000,544060000.0,175717000.0,,38868000.0,11993000.0,30000000.0,48584000.0,-21110000.0,192363000,49000.0,0.4,205717000.0,,,-25527000.0,175717000,-1926000,83525000,92433000.0,-465000,51917000.0,19231000,2432000.0,55976000,19231000,3672000.0,2615000.0,59919000,-5597000,,,,,,,
2015-09-30,30000000.0,42487000.0,50170000,125683000.0,148479000,18492000.0,203668000.0,703728000.0,15000000.0,84229000.0,22873000,4393000,,0.0,,27776000,236049000,,163000,16382000,-5350000,19388000,,273000,55520000,28666000.0,60552000.0,500060000.0,112368000.0,-27624000.0,28673000,0.44,5800000,317412000.0,60552000.0,11963000,32169000,,38726000,9634000,-722000,572868000.0,214443000.0,,37176000.0,12061000.0,30000000.0,49043000.0,-29451000.0,175717000,49000.0,0.47,244443000.0,,,736000.0,214443000,385000,87570000,130860000.0,32000,52344000.0,22873000,3492000.0,55431000,22873000,3528000.0,2345000.0,59794000,-33696000,,,,,,,
2015-12-31,30181000.0,60384000.0,8079000,174617000.0,158291000,37402000.0,249601000.0,778536000.0,35000000.0,115930000.0,27638000,4899000,,0.0,,31765000,260253000,,-15863000,-12912000,-3760000,28313000,-39776000.0,1525000,11839000,4347000.0,60499000.0,528935000.0,127911000.0,-49254000.0,34733000,0.52,7095000,345054000.0,60499000.0,12483000,36664000,,-14994000,-44119000,860000,613223000.0,199449000.0,,46860000.0,2576000.0,1697000.0,49360000.0,-35150000.0,214443000,49000.0,0.56,229630000.0,,,5245000.0,199449000,-10909000,101962000,165313000.0,1559000,52670000.0,27638000,2402000.0,64414000,27638000,4351000.0,3047000.0,70197000,-52319000,,,,,,,
2016-03-31,0.0,28646000.0,4676000,157457000.0,167381000,42699000.0,255627000.0,807865000.0,40116000.0,118615000.0,23899000,5102000,-91000.0,0.0,,30331000,264482000,,-482000,-27184000,-6185000,9789000,,50000,10861000,39368000.0,64294000.0,552238000.0,107544000.0,0.0,30252000,0.45,6353000,368953000.0,64294000.0,10964000,35433000,,45428000,16993000,29696000,657622000.0,244877000.0,-15031000.0,45765000.0,3562000.0,0.0,49714000.0,-30451000.0,199449000,49000.0,0.48,244877000.0,,,1712000.0,244877000,671000,97101000,150243000.0,-1290000,52883000.0,23899000,2583000.0,61494000,23899000,5273000.0,3099000.0,66770000,23420000,,,,,,,
2016-06-30,0.0,29557000.0,31089000,178796000.0,180782000,42907000.0,270366000.0,843888000.0,40088000.0,110668000.0,24430000,6123000,50000.0,0.0,,32080000,283832000,,551000,-5162000,-7404000,9954000,,953000,38493000,33421000.0,66751000.0,573522000.0,92014000.0,-2515000.0,30923000,0.46,6493000,393383000.0,66751000.0,12730000,38203000,,35847000,-22459000,-1733000,708967000.0,280724000.0,-29000.0,55962000.0,3005000.0,0.0,50211000.0,-32837000.0,244877000,50000.0,0.49,280724000.0,,,513000.0,280724000,-210000,103050000,134921000.0,-2295000,53271000.0,24430000,2819000.0,64241000,24430000,7516000.0,3356000.0,70970000,-11602000,,,,,,,
2016-09-30,,34856000.0,55420000,187833000.0,190797000,36657000.0,273476000.0,909199000.0,33062000.0,111722000.0,26174000,5925000,-50000.0,268000.0,,33902000,298293000,,-80000,15595000,-6392000,-3345000,,831000,61812000,800000.0,70284000.0,635723000.0,122430000.0,-1984000.0,33241000,0.49,7067000,419557000.0,70284000.0,13826000,39827000,,49903000,-9335000,-386000,750112000.0,330627000.0,-7036000.0,53867000.0,4661000.0,0.0,51131000.0,-32479000.0,280724000,50000.0,0.51,330627000.0,,,419000.0,330627000,1550000,107496000,159087000.0,-1728000,53864000.0,26174000,3327000.0,67491000,26174000,7722000.0,3685000.0,73594000,-8708000,,,,,,,
2016-12-31,403000.0,49895000.0,44315000,199982000.0,198226000,28180000.0,279260000.0,925811000.0,25048000.0,109289000.0,24763000,6237000,,3132000.0,,37383000,313525000,,-3293000,10472000,-9336000,-5931000,-46601000.0,4394000,53651000,2558000.0,73616000.0,646551000.0,116219000.0,-1001000.0,32050000,0.46,7287000,444320000.0,73616000.0,11724000,43620000,,31398000,-15811000,-2082000,781412000.0,362025000.0,-8033000.0,51260000.0,3213000.0,2141000.0,50717000.0,-37688000.0,330627000,50000.0,0.49,362428000.0,,,-44000.0,362025000,-1270000,115299000,144399000.0,-6765000,53380000.0,24763000,,71432000,24763000,10838000.0,3319000.0,77916000,-12432000,,,,,,,
2017-03-31,403000.0,32451000.0,25503000,176686000.0,207730000,28994000.0,278977000.0,986987000.0,25040000.0,110291000.0,23641000,6672000,,3954000.0,,30966000,324651000,,2595000,-17590000,-5725000,7882000,,651000,31228000,44951000.0,75962000.0,708010000.0,122891000.0,,28595000,0.44,4954000,469701000.0,75962000.0,15776000,37638000,,36394000,24635000,81000,835102000.0,398419000.0,-30000.0,49668000.0,3256000.0,403000.0,50958000.0,-31302000.0,362025000,51000.0,0.46,398822000.0,,,-2694000.0,398419000,77000,116921000,151885000.0,-2955000,53889000.0,23641000,,78453000,23641000,10870000.0,,85955000,-5644000,,,,,,,
2017-06-30,403000.0,47822000.0,22152000,208273000.0,220132000,29457000.0,290902000.0,1079383000.0,25033000.0,116239000.0,37359000,7020000,,4424000.0,,40682000,348977000,,-3361000,-24495000,-5716000,26250000,,-2201000,27868000,41312000.0,77115000.0,788481000.0,130220000.0,,43046000,0.68,5687000,507060000.0,77115000.0,12927000,47702000,,45082000,-29265000,626000,919706000.0,443501000.0,-25029000.0,49998000.0,4253000.0,403000.0,51899000.0,-26751000.0,398419000,51000.0,0.72,443904000.0,,,-872000.0,443501000,441000,128845000,159677000.0,1562000,54848000.0,37359000,,80419000,37359000,11823000.0,,88163000,-11930000,,,,,,,
2017-09-30,803000.0,71842000.0,59444000,230119000.0,239369000,28877000.0,289264000.0,1173006000.0,25041000.0,119452000.0,42634000,7174000,,3836000.0,,49248000,377523000,,2152000,3676000,-5440000,6084000,,-1946000,64884000,42920000.0,77935000.0,883742000.0,158984000.0,0.0,50587000,0.77,7953000,549694000.0,77935000.0,11217000,56422000,,68992000,-19766000,-1000000,985145000.0,512493000.0,-30000.0,46238000.0,5592000.0,803000.0,52545000.0,-21048000.0,443501000,52000.0,0.81,513296000.0,,,-444000.0,512493000,1367000,138154000,187861000.0,-77000,55229000.0,42634000,,81190000,42634000,12877000.0,,88906000,-6440000,,,,,,,
2017-12-31,,89812000.0,58459000,265639000.0,254121000,94342000.0,290223000.0,1250256000.0,25033000.0,119531000.0,-30874000,7696000,,9435000.0,,52050000,399297000,,11175000,71442000,-12925000,9530000,-61706000.0,-514000,71384000,18280000.0,86419000.0,960033000.0,180967000.0,0.0,52077000,-0.58,82951000,518820000.0,86419000.0,12487000,59746000,,70092000,-34349000,766000,974947000.0,582585000.0,-14000.0,44511000.0,5574000.0,5085000.0,52879000.0,-17623000.0,512493000,53000.0,-0.58,582585000.0,,,-125000.0,582585000,-664000,145176000,275309000.0,-1772000,52879000.0,-30874000,,84793000,-30874000,12691000.0,4498000.0,93126000,-12159000,,,,,,,
2018-03-31,,56701000.0,-3381000,262295000.0,277634000,108146000.0,373222000.0,1343402000.0,25025000.0,150337000.0,64418000,8176000,,21090000.0,,48697000,424148000,,-23290000,-56787000,-10711000,4016000,,-1982000,7330000,60642000.0,96825000.0,970180000.0,179908000.0,-50264000.0,47899000,1.15,-16519000,583695000.0,96825000.0,16596000,56873000,,-45778000,12475000,393000,1055348000.0,535857000.0,-3466000.0,59500000.0,8474000.0,,53079000.0,-14245000.0,582855000,53000.0,1.21,535857000.0,,,-106000.0,537077000,2520000,146514000,288054000.0,-247000,56241000.0,64418000,,87777000,64418000,16507000.0,,97817000,-60164000,,,,,,,
2018-06-30,,72443000.0,50867000,283001000.0,289175000,97981000.0,367676000.0,1392195000.0,25020000.0,144667000.0,50255000,8962000,,16421000.0,,54237000,445647000,,-4291000,-11490000,-8592000,7575000,,-117000,59459000,50374000.0,98450000.0,1024519000.0,181411000.0,0.0,57119000,0.89,6864000,633950000.0,98450000.0,14810000,63199000,,48199000,-27526000,442000,1112803000.0,584081000.0,-12000.0,55201000.0,6727000.0,,53517000.0,-32155000.0,537077000,54000.0,0.94,584081000.0,,,-7193000.0,585276000,-1512000,156472000,279392000.0,1830000,56587000.0,50255000,,91843000,50255000,12884000.0,,102235000,-8150000,,,,,,,
2018-09-30,,98442000.0,94137000,282276000.0,301081000,87074000.0,374980000.0,1503982000.0,25028000.0,144987000.0,65618000,9319000,,11804000.0,,64560000,468186000,,-8791000,21922000,-8162000,9260000,,-1335000,102299000,,99465000.0,1129002000.0,220973000.0,0.0,65987000,1.15,369000,699568000.0,99465000.0,15330000,73879000,,101025000,-1207000,-1357000,1195935000.0,685108000.0,-7000.0,52669000.0,8422000.0,,53852000.0,-34347000.0,585276000,54000.0,1.22,685108000.0,,,-372000.0,686301000,566000,167105000,308047000.0,-514000,56963000.0,65618000,,92490000,65618000,14498000.0,,102545000,-9519000,,,,,,,
2018-12-31,,127937000.0,113021000,297685000.0,319031000,86377000.0,412734000.0,1611802000.0,25031000.0,166832000.0,59965000,10183000,,17661000.0,,78270000,504931000,,-11628000,51353000,-10109000,2150000,-78359000.0,1722000,123130000,25502000.0,102646000.0,1199068000.0,262829000.0,-24004000.0,78768000,1.05,18803000,759533000.0,102646000.0,12452000,88453000,,85410000,-14747000,-177000,1262596000.0,770560000.0,-9000.0,57065000.0,7444000.0,,54031000.0,-41514000.0,686301000,54000.0,1.11,770560000.0,,,-679000.0,771711000,-2346000,185900000,349206000.0,-582000,56887000.0,59965000,,97447000,59965000,16208000.0,4558000.0,107630000,-34290000,,,,,,,
