date,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment
2017-03-31,0.32,455407000.0,-46219000.0,41297000,-159965000.0,,135940000.0,636908000.0,,,0.0,358856000,-904000.0,,65280000,,293965000.0,99066000.0,813136000.0,1149000.0,152304000.0,12321000,551951000.0,11929000.0,7560536000.0,247746000.0,9959716000.0,1997420000.0,109033000.0,,1162779000.0,0.0,1261845000.0,1261845000.0,824319000.0,-287806000.0,8816000.0,-46641000.0,1261845000.0,919762000,215610000,153255000.0,7083425000.0,48813000,-12979000.0,463826000,,,2399180000.0,-1522000.0,2092862000.0,13640000.0,0.0,0.32,104970000,-19391000.0,115426000.0,1192519000.0,-422000.0,264042000.0,,455936000,2730879000.0,4859387000.0,4221258000.0,,358856000,52959000,48813000,132397000.0,-307521000.0,4990563000.0,751509000.0,,,,
2017-06-30,0.44,404794000.0,-43739000.0,48361000,-130984000.0,,149260000.0,617308000.0,,,0.0,361239000,-17858000.0,,85323000,,-25904000.0,-181269000.0,870434000.0,5039000.0,152525000.0,12880000,537879000.0,-16830000.0,7520710000.0,-69643000.0,10036781000.0,1927167000.0,107281000.0,,1261845000.0,0.0,1080576000.0,1080576000.0,823236000.0,-243459000.0,12337000.0,-40062000.0,1080576000.0,962240000,240965000,153555000.0,7032143000.0,66909000,-12473000.0,493091000,,,2516071000.0,-2029000.0,2098464000.0,23098000.0,-5342000.0,0.44,131852000,-19212000.0,-234309000.0,1255552000.0,-33820000.0,283640000.0,,469149000,2850982000.0,4890016000.0,4175411000.0,,361239000,72443000,66909000,140960000.0,-863867000.0,4933679000.0,999946000.0,,,,
2017-09-30,0.71,580921000.0,-46654000.0,40764000,624073000.0,,192205000.0,632648000.0,,,0.0,372553000,-59000.0,,134054000,-563009000.0,92062000.0,105474000.0,1550627000.0,880000.0,154560000.0,15692000,577188000.0,-1169000.0,8731252000.0,45408000.0,12281549000.0,2328709000.0,113649000.0,0.0,1080576000.0,0.0,1186050000.0,1186050000.0,992363000.0,-202508000.0,9618000.0,-623454000.0,1186050000.0,1038907000,288467000,155402000.0,8586596000.0,110740000,44998000.0,545024000,,,3550297000.0,-1590000.0,3123911000.0,30315000.0,-27469000.0,0.72,172471000,-12490000.0,-178656000.0,1357526000.0,-13814000.0,296366000.0,,493883000,3531349000.0,5616414000.0,4677910000.0,,372553000,118362000,110740000,152127000.0,-215333000.0,5462685000.0,1847232000.0,,,,
2017-12-31,1.51,735474000.0,-45293000.0,44425000,19181000.0,-314336000.0,207297000.0,436879000.0,498114000.0,,0.0,395610000,0.0,,108025000,321000.0,152265000.0,149805000.0,2040509000.0,3047000.0,159143000.0,-142280000,588348000.0,-8026000.0,8694490000.0,106972000.0,12998069000.0,2181707000.0,121188000.0,0.0,1186050000.0,0.0,1335855000.0,1335855000.0,47391000.0,-183144000.0,8324000.0,-25868000.0,1335855000.0,1054253000,273638000,159827000.0,9032838000.0,241962000,126781000.0,545185000,902684000.0,35405000.0,4303579000.0,-1591000.0,3815590000.0,22115000.0,-2000000.0,1.52,149575000,-199577000.0,-61330000.0,1597897000.0,19059000.0,301887000.0,356510000.0,509068000,3794527000.0,5703992000.0,4559408000.0,,395610000,250305000,241962000,220961000.0,-394820000.0,5217248000.0,2459292000.0,,,,
2018-03-31,0.57,555096000.0,-43775000.0,45605000,-571961000.0,,323019000.0,452470000.0,,,,386421000,-586000.0,,122259000,,284541000.0,-330032000.0,2314444000.0,2613000.0,159321000.0,24673000,599774000.0,13050000.0,8745419000.0,240766000.0,12903297000.0,2096261000.0,121743000.0,,1335855000.0,0.0,1005823000.0,1005823000.0,1039379000.0,-176961000.0,14898000.0,-45361000.0,1005823000.0,794977000,289607000,160035000.0,8763507000.0,91399000,-6488000.0,542591000,,,4157878000.0,-1593000.0,3908919000.0,8276000.0,-1058000.0,0.57,156170000,910000.0,31891000.0,1738545000.0,-1586000.0,288101000.0,,252386000,3951606000.0,5714945000.0,4176851000.0,,386421000,97586000,91399000,225267000.0,-687820000.0,4854588000.0,2650113000.0,,,,
2018-06-30,0.68,622058000.0,-58894000.0,47720000,-41810000.0,,345839000.0,443874000.0,,,,377883000,-10298000.0,,145585000,,222215000.0,93706000.0,1714375000.0,3727000.0,159003000.0,27856000,615803000.0,-34813000.0,8640933000.0,163321000.0,12299877000.0,1997367000.0,123648000.0,,1005823000.0,0.0,1099529000.0,1099529000.0,1027934000.0,-243629000.0,15206000.0,-58744000.0,1099529000.0,833164000,316953000,159677000.0,8283876000.0,109069000,3631000.0,568620000,,,3658944000.0,-1578000.0,3364367000.0,9331000.0,-186192000.0,0.69,190737000,-3971000.0,-53433000.0,1819213000.0,91000.0,317222000.0,,264544000,3830367000.0,5671875000.0,4255142000.0,,377883000,117729000,109069000,220493000.0,-425200000.0,4919509000.0,2033938000.0,,,,
2018-09-30,1.11,778567000.0,-53391000.0,46356000,564731000.0,,365144000.0,516357000.0,,,,369495000,-7346000.0,,179940000,,154250000.0,-108925000.0,2423069000.0,6231000.0,158168000.0,-6089000,640976000.0,-5933000.0,9425246000.0,100859000.0,13839236000.0,2278968000.0,124057000.0,,1099529000.0,0.0,990604000.0,990604000.0,1065435000.0,-270545000.0,14833000.0,-823420000.0,990604000.0,857670000,350353000,158706000.0,9663668000.0,176370000,4915000.0,592657000,,,4413990000.0,-1579000.0,4267071000.0,2489000.0,-3636000.0,1.12,223162000,-1912000.0,-180613000.0,1994003000.0,-1019000.0,321664000.0,,265013000,3974286000.0,6130921000.0,4707510000.0,,369495000,186029000,176370000,172730000.0,-355485000.0,5396597000.0,2894226000.0,,,,
2018-12-31,0.47,815561000.0,-57230000.0,55938000,335970000.0,-503827000.0,362923000.0,585025000.0,553064000.0,,,400498000,-3801000.0,,114370000,-490610000.0,445076000.0,220274000.0,1276356000.0,1747000.0,158213000.0,31047000,653542000.0,-5690000.0,9854566000.0,387846000.0,13230774000.0,2488618000.0,153365000.0,,990604000.0,0.0,1210878000.0,1210878000.0,76229000.0,-310175000.0,12889000.0,-548762000.0,1210878000.0,880555000,323673000,158711000.0,9044431000.0,75215000,,567484000,1157369000.0,51108000.0,3376208000.0,-1582000.0,3268620000.0,23420000.0,-27301000.0,0.48,166986000,3522000.0,157629000.0,2066415000.0,-791000.0,348400000.0,378563000.0,313071000,3991407000.0,6341355000.0,5015168000.0,,400498000,83323000,75215000,175618000.0,-835809000.0,5775811000.0,1600222000.0,,,,
2019-03-31,0.71,774925000.0,-55123000.0,59081000,-49209000.0,,647052000.0,569169000.0,,,,378317000,-5572000.0,,143345000,-74830000.0,229729000.0,66755000.0,2579876000.0,7848000.0,157519000.0,24140000,674199000.0,-36493000.0,10079870000.0,174606000.0,14749621000.0,2405333000.0,148630000.0,,1210878000.0,0.0,1277633000.0,1277633000.0,1161421000.0,-312608000.0,11418000.0,-116281000.0,1277633000.0,883039000,351056000,158018000.0,10607160000.0,112341000,,577809000,,,4669751000.0,-1571000.0,4516222000.0,24890000.0,-155997000.0,0.71,199492000,-5774000.0,-81349000.0,2111798000.0,13672000.0,381608000.0,,305230000,3950813000.0,6345998000.0,5170377000.0,,378317000,119205000,112341000,351392000.0,-228410000.0,6090938000.0,2775371000.0,,,,
2019-06-30,0.77,887271000.0,-78189000.0,65616000,-163334000.0,,663151000.0,556130000.0,,,,411150000,-20667000.0,,162286000,-3415000.0,17624000.0,-229906000.0,2478373000.0,5104000.0,156768000.0,32247000,712396000.0,-13281000.0,10036393000.0,-60565000.0,14584072000.0,2308333000.0,145123000.0,,1277633000.0,0.0,1047727000.0,1047727000.0,1117938000.0,-339906000.0,16496000.0,-82094000.0,1047727000.0,935152000,373025000,157262000.0,10408956000.0,120458000,,632876000,,,4547679000.0,-1566000.0,4483582000.0,29544000.0,-77999000.0,0.77,221726000,-709000.0,-308798000.0,2204445000.0,-490000.0,394603000.0,,302276000,3990604000.0,6345563000.0,5000585000.0,,411150000,130039000,120458000,368659000.0,-340709000.0,5925374000.0,2844267000.0,,,,
2019-09-30,0.54,580997000.0,-67705000.0,96161000,322419000.0,,1844890000.0,3352727000.0,,,,504184000,-38030000.0,,89108000,-256138000.0,1102036000.0,1079889000.0,1852731000.0,,177039000.0,-16623000,1423271000.0,-30935000.0,40219479000.0,1034331000.0,45212047000.0,13184391000.0,183745000.0,,1047727000.0,0.0,2127616000.0,2127616000.0,1849424000.0,-428067000.0,27877000.0,-307913000.0,2127616000.0,1105941000,369014000,177543000.0,17256329000.0,95044000,,678221000,,,4992568000.0,-24830000.0,4283152000.0,10000.0,1000.0,0.54,174037000,-36507000.0,804942000.0,2297897000.0,15930000.0,868133000.0,,427720000,27774634000.0,23754450000.0,8987704000.0,,504184000,105731000,95044000,632746000.0,-5528110000.0,12973177000.0,1556307000.0,,,,
