date,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment
2003-05-31,,1456000.0,-5219000.0,916000,32632000.0,-69353000.0,5132000.0,19344000.0,,,-1166000.0,44327000,-1668000.0,1348000.0,20779000,,-18771000.0,8642000.0,2624000.0,2497000.0,,7772000,51785000.0,,356031000.0,-23990000.0,484234000.0,299114000.0,7835000.0,,29368000.0,0.0,38010000.0,38010000.0,58781000.0,12058000.0,,-5219000.0,38010000.0,134322000,31503000,,94567000.0,13007000,,67995000,121138000.0,,128203000.0,-1485000.0,62861000.0,,,,23668000,,-62739000.0,67582000.0,0.0,44929000.0,,66327000,366426000.0,,,570000.0,44327000,13007000,13007000,9111000.0,,31706000.0,0.0,,,,
2003-08-31,0.1025,1200000.0,-3128000.0,575000,21466000.0,-69353000.0,5129000.0,19344000.0,,,-1580000.0,45541000,0.0,1066000.0,25280000,,40893000.0,58110000.0,9293000.0,1484000.0,147209302.0,9455000,50271000.0,,351637000.0,37765000.0,504023000.0,296237000.0,7519000.0,,38010000.0,0.0,96120000.0,96120000.0,57842000.0,11103000.0,,-3128000.0,96120000.0,136464000,36280000,154390244.0,99801000.0,15825000,,74302000,119624000.0,,152386000.0,-3449000.0,68335000.0,,,0.1075,28761000,,14445000.0,81920000.0,0.0,41673000.0,,62162000,381293000.0,,,282000.0,45541000,15825000,15825000,9157000.0,,31466000.0,0.0,,,,
2003-11-30,0.095,115361000.0,-6540000.0,1059000,33728000.0,-69353000.0,12724000.0,40732000.0,,,-3123000.0,51947000,-4291000.0,1380000.0,23757000,,14082000.0,-16367000.0,38930000.0,695000.0,148720000.0,8885000,62681000.0,,567867000.0,7542000.0,711438000.0,492462000.0,8002000.0,,96120000.0,0.0,79753000.0,79753000.0,72135000.0,13112000.0,,-68000000.0,79753000.0,148447000,37228000,156547368.0,279262000.0,14872000,,81173000,132034000.0,,143571000.0,456000.0,226426000.0,,,0.1,29226000,,-13260000.0,95286000.0,-61460000.0,45386000.0,,67274000,409860000.0,,,-197000.0,51947000,14872000,14872000,9433000.0,,52836000.0,0.0,,,,
2004-02-29,0.105,244862000.0,-5374000.0,2337000,32403000.0,-69353000.0,10519000.0,43832000.0,,,-2198000.0,60355000,-2383000.0,3823000.0,26363000,,13832000.0,6137000.0,6862000.0,2491000.0,150027273.0,9860000,92400000.0,,618089000.0,8458000.0,851875000.0,515170000.0,9580000.0,,79753000.0,0.0,85890000.0,85890000.0,72458000.0,13909000.0,,-38879000.0,85890000.0,162560000,40012000,157171429.0,391661000.0,16503000,,90787000,161753000.0,,233786000.0,-1513000.0,324182000.0,,,0.11,30432000,,-16470000.0,110276000.0,0.0,47932000.0,,71773000,428321000.0,,11994000.0,-942000.0,60355000,16503000,16503000,9283000.0,,67479000.0,0.0,,,,
2004-05-31,,206299000.0,-9522000.0,2553000,-37484000.0,-88649000.0,7539000.0,46804000.0,,,-4945000.0,59576000,-2773000.0,3051000.0,24349000,,23363000.0,-51418000.0,0.0,6793000.0,,9106000,97482000.0,,629691000.0,13841000.0,832895000.0,524670000.0,10439000.0,,85890000.0,0.0,34472000.0,34472000.0,79773000.0,11074000.0,,-36833000.0,34472000.0,181849000,44568000,,360343000.0,15243000,,93705000,186131000.0,,203204000.0,-1524000.0,286072000.0,,,,34129000,,-11991000.0,123995000.0,0.0,47414000.0,,88144000,449422000.0,,10886000.0,772000.0,59576000,15243000,15243000,14520000.0,,74271000.0,0.0,,,,
2004-08-31,0.155,187815000.0,-8801000.0,1642000,-26672000.0,-88649000.0,6584000.0,46804000.0,,,-1881000.0,70537000,-2785000.0,3250000.0,38410000,,30404000.0,-11153000.0,11772000.0,5581000.0,153638095.0,14212000,99513000.0,,634328000.0,21603000.0,843521000.0,528231000.0,10668000.0,,34472000.0,0.0,23319000.0,23319000.0,75774000.0,17899000.0,,-16631000.0,23319000.0,192591000,52282000,156116129.0,341533000.0,24198000,,112151000,188162000.0,,209193000.0,-1537000.0,275361000.0,,,0.1575,41614000,,-8268000.0,146656000.0,0.0,53470000.0,,80440000,484506000.0,,1755000.0,-199000.0,70537000,24198000,24198000,15868000.0,,66172000.0,0.0,,,,
2004-11-30,0.1475,164965000.0,-5994000.0,1835000,-21544000.0,-88649000.0,6127000.0,55287000.0,,,-1915000.0,68421000,-2258000.0,3272000.0,37425000,,34682000.0,7948000.0,9816000.0,4107000.0,154609836.0,13847000,99147000.0,,649043000.0,28688000.0,865951000.0,543769000.0,11376000.0,,23319000.0,0.0,31267000.0,31267000.0,74662000.0,28759000.0,,-10450000.0,31267000.0,188549000,52154000,159850847.0,322746000.0,23578000,,109199000,187796000.0,,216908000.0,,249443000.0,,,0.1525,40778000,,-2478000.0,168686000.0,0.0,53423000.0,,79350000,526066000.0,,,-22000.0,68421000,23578000,23578000,16596000.0,,73303000.0,0.0,,,,
2005-02-28,0.135,99291000.0,-12844000.0,2969000,-64862000.0,-88649000.0,6122000.0,61869000.0,,,-1720000.0,69929000,-2464000.0,2736000.0,34323000,,122941000.0,26935000.0,0.0,8304000.0,154450000.0,12700000,107549000.0,,665522000.0,110097000.0,831153000.0,551851000.0,11350000.0,,31267000.0,0.0,58202000.0,58202000.0,79946000.0,25177000.0,,-31048000.0,58202000.0,195526000,49569000,160170370.0,259390000.0,21623000,,108148000,196198000.0,,165631000.0,,179237000.0,,,0.14,38219000,11718000.0,74999000.0,188752000.0,0.0,48739000.0,,87378000,555368000.0,,,568000.0,69929000,21623000,21623000,17197000.0,,80153000.0,0.0,,,,
2005-05-31,,67342000.0,-6666000.0,1932000,-39275000.0,-114159000.0,11592000.0,58871000.0,,,5516000.0,74345000,-2155000.0,2625000.0,43759000,,41532000.0,-9223000.0,27924000.0,-2972000.0,,12592000,104173000.0,,663515000.0,34866000.0,853505000.0,547750000.0,11912000.0,,58202000.0,0.0,48979000.0,48979000.0,87537000.0,20233000.0,,-6949000.0,48979000.0,207665000,55128000,,258815000.0,23497000,,117561000,218332000.0,,189990000.0,,182803000.0,,,,43216000,325000.0,-3687000.0,210686000.0,0.0,54932000.0,,90104000,578350000.0,,,111000.0,74345000,23497000,23497000,16395000.0,,76012000.0,63435000.0,,,,
2005-08-31,0.19,3312000.0,-5206000.0,1520000,-62519000.0,-120455000.0,10766000.0,63107000.0,,,-873000.0,79876000,-2818000.0,2220000.0,49918000,,54059000.0,-13525000.0,47649000.0,550000.0,155635443.0,17022000,109048000.0,,670352000.0,48853000.0,841645000.0,550538000.0,10396000.0,,48979000.0,0.0,35454000.0,35454000.0,75824000.0,30347000.0,,-5686000.0,35454000.0,224456000,61793000,161778947.0,206645000.0,30738000,,131273000,229503000.0,,171293000.0,-1566000.0,126785000.0,,,0.1975,51397000,,6921000.0,239858000.0,0.0,66986000.0,,93183000,619320000.0,,,405000.0,79876000,30738000,30738000,16356000.0,,79860000.0,48555000.0,,,,
2005-11-30,0.185,1631000.0,-7332000.0,1802000,8073000.0,-114159000.0,10598000.0,64003000.0,,,-1005000.0,81728000,-2589000.0,2728000.0,49746000,,88880000.0,96242000.0,49402000.0,14223000.0,156989744.0,16963000,102915000.0,,663157000.0,81548000.0,890136000.0,549644000.0,9982000.0,,35454000.0,0.0,131696000.0,131696000.0,79857000.0,33057000.0,,-8423000.0,131696000.0,219673000,61015000,165475676.0,211249000.0,30613000,,132761000,217074000.0,,226979000.0,-1583000.0,130890000.0,,,0.195,51033000,,35043000.0,268888000.0,0.0,62237000.0,,86912000,665373000.0,,,-570000.0,81728000,30613000,30613000,16256000.0,,80359000.0,12349000.0,,,,
2006-02-28,0.18,1127000.0,-5297000.0,1695000,1014000.0,-128133000.0,10591000.0,69656000.0,,,0.0,88161000,-2482000.0,2710000.0,48612000,,85120000.0,81447000.0,79575000.0,5691000.0,158478947.0,16577000,102730000.0,,663871000.0,79823000.0,981986000.0,550550000.0,10298000.0,,131696000.0,0.0,213143000.0,213143000.0,85312000.0,37376000.0,,-7105000.0,213143000.0,225159000,58433000,167283333.0,251573000.0,30111000,,136296000,230863000.0,,318115000.0,-1591000.0,166014000.0,,,0.19,48135000,3668000.0,31882000.0,297408000.0,0.0,59892000.0,,88863000,717457000.0,,,105000.0,88161000,30111000,30111000,15903000.0,,85559000.0,21790000.0,,,,
2006-05-31,,746000.0,-7203000.0,2127000,-842000.0,-144816000.0,7833000.0,68791000.0,,,0.0,97304000,-2323000.0,3300000.0,53244000,,6714000.0,5332000.0,49526000.0,3458000.0,,16960000,107977000.0,,670272000.0,-489000.0,1018678000.0,167182000.0,9813000.0,,213143000.0,0.0,218475000.0,218475000.0,25988000.0,50983000.0,,-8741000.0,218475000.0,238768000,62214000,,235459000.0,34062000,,149705000,252793000.0,,348406000.0,-1596000.0,149655000.0,,,,52401000,-2099000.0,-42985000.0,329874000.0,0.0,67476000.0,73395000.0,89063000,770223000.0,387280000.0,,-460000.0,97304000,34062000,34062000,17013000.0,,85804000.0,39671000.0,,,,
2006-08-31,0.255,446000.0,-6929000.0,2162000,2755000.0,-150808000.0,12362000.0,65674000.0,,,0.0,98591000,-290000.0,4189000.0,64961000,,22360000.0,-49897000.0,36409000.0,4946000.0,159650000.0,20909000,109396000.0,,738190000.0,15431000.0,1051020000.0,182234000.0,9805000.0,,218475000.0,0.0,168578000.0,168578000.0,95474000.0,51511000.0,,-74124000.0,168578000.0,260308000,73332000,162780392.0,214810000.0,41509000,,162118000,260204000.0,,312830000.0,-1601000.0,132329000.0,10023000.0,,0.26,63527000,-1322000.0,-41159000.0,369782000.0,0.0,76157000.0,,98190000,820890000.0,434198000.0,,-841000.0,98591000,41509000,41509000,16807000.0,,82481000.0,37979000.0,,,,
2006-11-30,0.21,202000.0,-8330000.0,1737000,6014000.0,-156877000.0,7934000.0,62787000.0,,,0.0,102628000,735000.0,5475000.0,54294000,,91859000.0,80669000.0,43774000.0,7134000.0,161914286.0,17692000,112712000.0,,743935000.0,83529000.0,1120848000.0,179372000.0,10253000.0,,168578000.0,0.0,249247000.0,249247000.0,116056000.0,50777000.0,,-20665000.0,249247000.0,260697000,62556000,161914286.0,238768000.0,34002000,,154931000,269589000.0,,376913000.0,-1611000.0,160032000.0,11452000.0,,0.21,52303000,-5674000.0,38876000.0,402173000.0,0.0,74524000.0,,105766000,866309000.0,443917000.0,,-1232000.0,102628000,34002000,34002000,15949000.0,,78736000.0,29068000.0,,,,
2007-02-28,0.21,,-7975000.0,2399000,997000.0,-161675000.0,13115000.0,59375000.0,,,0.0,105670000,-376000.0,4539000.0,53522000,,49709000.0,42812000.0,57968000.0,3188000.0,159516279.0,17148000,113471000.0,,743550000.0,41734000.0,1158951000.0,174561000.0,10286000.0,,249247000.0,0.0,292059000.0,292059000.0,107040000.0,45814000.0,,-8675000.0,292059000.0,260418000,61479000,163314286.0,240349000.0,34296000,,156863000,275146000.0,,415401000.0,-1613000.0,165008000.0,8224000.0,,0.215,51193000,-5276000.0,-190000.0,434856000.0,0.0,70404000.0,,103555000,902684000.0,442403000.0,,833000.0,105670000,34296000,34296000,15966000.0,,75341000.0,23955000.0,,,,
2007-05-31,,,-12140000.0,2166000,1120000.0,-166056000.0,10841000.0,70768000.0,,,0.0,118620000,-1327000.0,3435000.0,53554000,,27204000.0,16813000.0,27206000.0,4064000.0,,17687000,118495000.0,,756200000.0,15064000.0,1200629000.0,175620000.0,10021000.0,,292059000.0,0.0,308872000.0,308872000.0,21670000.0,61193000.0,,-13171000.0,308872000.0,280100000,64175000,,227920000.0,33178000,,172774000,284551000.0,,444429000.0,-1617000.0,142877000.0,8077000.0,,,54154000,10061000.0,-36331000.0,466417000.0,0.0,76168000.0,94001000.0,107326000,957776000.0,451244000.0,,1073000.0,118620000,33178000,33178000,14275000.0,,85043000.0,32853000.0,,,,
2007-08-31,0.265,133000.0,-9605000.0,1873000,-66582000.0,-169964000.0,11021000.0,69371000.0,,,-1003000.0,127436000,459000.0,4075000.0,69496000,,38139000.0,-38328000.0,26181000.0,2321000.0,161388889.0,23783000,122588000.0,,761281000.0,28534000.0,1185378000.0,173213000.0,10229000.0,,308872000.0,0.0,270544000.0,270544000.0,115756000.0,66761000.0,,-12230000.0,270544000.0,310980000,77464000,164433962.0,227149000.0,43575000,,194671000,292552000.0,,424097000.0,-1622000.0,142070000.0,9053000.0,-67873000.0,0.27,67235000,-1089000.0,-25679000.0,507451000.0,0.0,88336000.0,,116309000,943617000.0,454459000.0,,-589000.0,127436000,43575000,43575000,15708000.0,,85079000.0,26510000.0,,,,
2007-11-30,0.24,679000.0,-13309000.0,1268000,-7538000.0,-178136000.0,10593000.0,76451000.0,,,-314000.0,133518000,1704000.0,6252000.0,61902000,,111238000.0,92853000.0,71020000.0,10930000.0,158054000.0,21023000,134221000.0,,792732000.0,97929000.0,1302749000.0,175995000.0,10749000.0,,270544000.0,0.0,363397000.0,363397000.0,117425000.0,90722000.0,,-22235000.0,363397000.0,308776000,69494000,161012000.0,283310000.0,38313000,,192263000,312357000.0,,510017000.0,-1571000.0,189124000.0,11983000.0,-19147000.0,0.24,58745000,-198000.0,47146000.0,544193000.0,0.0,83823000.0,,116513000,1003756000.0,471923000.0,,-2247000.0,133518000,38313000,38313000,17735000.0,,94186000.0,18697000.0,,,,
2008-02-29,0.25,1126000.0,-21063000.0,2198000,-1030000.0,-187429000.0,13204000.0,72264000.0,,,0.0,133069000,-1864000.0,5140000.0,62480000,,34533000.0,25070000.0,50514000.0,1978000.0,158438000.0,19265000,134695000.0,,796997000.0,13470000.0,1325769000.0,176555000.0,11242000.0,,363397000.0,0.0,388467000.0,388467000.0,117418000.0,101069000.0,,-9512000.0,388467000.0,310641000,71153000,161300000.0,251489000.0,40055000,,192980000,322124000.0,,528772000.0,-1591000.0,169058000.0,10701000.0,0.0,0.255,59911000,-2470000.0,-21731000.0,582657000.0,11551000.0,83209000.0,,117661000,1058151000.0,472543000.0,,872000.0,133069000,40055000,40055000,10167000.0,,82431000.0,15647000.0,,,,
2008-05-31,,1527000.0,-997000.0,2827000,-1223000.0,-145971000.0,14310000.0,75001000.0,,,0.0,151918000,-2187000.0,3821000.0,67525000,,88504000.0,67593000.0,77982000.0,2156000.0,,26517000,141415000.0,,828497000.0,87507000.0,1445907000.0,175636000.0,11814000.0,,388467000.0,0.0,456060000.0,456060000.0,138243000.0,124202000.0,,-19244000.0,456060000.0,343832000,78599000,,304365000.0,40811000,,218703000,287386000.0,,617410000.0,-1593000.0,217752000.0,12317000.0,0.0,,66785000,2606000.0,18570000.0,621875000.0,-18247000.0,100179000.0,,125129000,1126818000.0,497136000.0,,1341000.0,151918000,40811000,40811000,11612000.0,,86613000.0,24280000.0,,,,
2008-08-31,0.355,35633000.0,-7663000.0,2404000,217784000.0,-151009000.0,13422000.0,70780000.0,,,0.0,168483000,7364000.0,6576000.0,94064000,,67774000.0,-168339000.0,92562000.0,2910000.0,158924000.0,28216000,153533000.0,,1215038000.0,60111000.0,1699758000.0,285590000.0,16796000.0,5737000.0,456060000.0,0.0,287721000.0,287721000.0,142167000.0,60937000.0,,-444049000.0,287721000.0,405757000,109893000,162212000.0,530894000.0,57527000,,261580000,304542000.0,,484720000.0,-1596000.0,270362000.0,8905000.0,,0.36,93097000,934000.0,-24479000.0,677806000.0,0.0,138884000.0,,144177000,1126661000.0,762493000.0,175000000.0,-2500000.0,168483000,57527000,57527000,14752000.0,,260532000.0,19532000.0,,,,
2008-11-30,0.3,31574000.0,-9733000.0,2016000,-24138000.0,-149107000.0,12535000.0,57086000.0,,,0.0,163987000,-16975000.0,5310000.0,82751000,,132723000.0,68513000.0,102617000.0,3510000.0,159470000.0,22505000,145664000.0,,1106444000.0,122990000.0,1613430000.0,251999000.0,18304000.0,1219000.0,287721000.0,0.0,356234000.0,356234000.0,138401000.0,-54622000.0,,-20656000.0,356234000.0,401063000,101069000,162264000.0,511679000.0,48907000,,246752000,294771000.0,,506986000.0,-1614000.0,272592000.0,10063000.0,,0.305,82765000,-467000.0,44673000.0,725099000.0,0.0,109739000.0,,154311000,1066541000.0,696246000.0,170000000.0,1316000.0,163987000,48907000,48907000,12001000.0,,239087000.0,5179000.0,,,,
