date,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyChangeInInventory
2011-09-30,0.149292,2550726718.96,10909262854.42,18139517038.3,2097667286.54,,1431312581.3,1488073747.16,14124934655.02,,25875621058.42,36784883912.84,20237184324.84,836758976.34,5589968000.0,0.0,1148067941.02,836758976.34,1008938091.7,-2259362244.24,0.0,12707808013.04,,2286877217.94,5012557447.8,-2259362244.24,1311609908.14,,10291533756.0,3833400899.02,2402088317.72,4927172701.92,4924001048.82,853725718.58,,23831128618.5,,403479125.98,5617241000.0,1412417217.68,,6331820047.08,179092678.38,0.149933,0.0,4939148095.14,,,-492051018.2,0.0,-1263339515.28,,1488073747.16,,7827575777.0,3171653.1,1431312581.3,,,,,,,,,,,,,,,,,,,,
2011-12-31,,2078242654.72,9025435980.0,15259791450.0,4365171330.0,,240797373.5,-9455340593.36,8792261287.02,,27482708610.0,36508144590.0,19624962780.0,332579885.12,,0.0,3452865870.0,332579885.12,161547531.14,,0.0,13196897325.0,,1964452170.0,3771326820.0,-2162623258.92,974426400.0,,6437535654.08,2354725632.94,2113928259.44,3714120750.0,3710601150.0,823913220.0,-10728626985.0,25327745520.0,,72413192.24,,233960723.38,,5012557447.8,175672035.0,,0.0,4403868075.0,,,,0.0,-1370098893.6,,-1112505893.36,36056372505.0,6122300205.0,3519600.0,240797373.5,,,,,,,,,,,,,,,,,,,,
2012-03-31,0.224003,2430601507.88,15583835496.32,22001542961.58,4694229383.48,,2320745452.48,4226953086.72,12162295771.08,,32733394264.48,48317229760.8,26695772345.06,1251374680.92,5590347000.0,0.0,3592696847.74,1251374680.92,1909198545.8,-168652076.32,0.0,15684624167.94,,2964031215.6,7188750583.56,-168652076.32,1432438409.22,,8622072384.38,3540223386.7,1219477934.22,7152291750.24,7148625675.1,1013060867.0,,29505979843.34,,375927295.38,5613806000.0,2285125841.18,,3786285806.94,176406992.58,0.224003,0.0,5192695713.66,35619611.3,47955544.0,-655836233.78,0.0,3402464776.62,,4226953086.72,,7093722887.16,3666075.14,2320745452.48,,,,,,,,,,,,,,,,,,,,
2012-06-30,0.099275,3946995026.25,16624062307.5,20812529827.5,8221729541.25,,923291032.5,383564697.03,16583149758.75,,33233672538.75,49857734846.25,29034259368.75,555205368.75,5592093000.0,0.0,7039281153.75,555205368.75,759939933.75,381385875.07,0.0,14903870681.25,,2512249406.25,9509249805.0,381385875.07,1631659136.25,,11552287196.25,5030862562.5,4107571530.0,9401530608.75,9398170548.75,1087813061.25,,30053000287.5,,418537473.75,5609077000.0,1178477407.5,,7188750583.56,177936813.75,0.099275,0.0,3456273536.25,48682687.5,48052676.25,1523259905.03,0.0,2288210477.13,,383564697.03,,8264551215.0,3360060.0,1227160095.0,,,,,,,,,,,,,,,,,,,,
2012-09-30,0.174715,4105643677.2,16264539642.6,20153524572.0,7544336136.3,,1836885831.3,4061394087.75,18512092910.7,,33643570275.0,49908109917.6,27697860708.3,979533342.0,5592437000.0,1080968.4,6309442863.9,979533342.0,1328924953.8,-1407210165.45,0.0,15917492223.9,,2621103266.7,9323270748.9,-1407210165.45,2232218600.1,,12714884520.3,5797208390.4,3960322559.1,9220358786.4,9216449703.0,1123195299.3,,30616927886.7,,474702245.1,5611978000.0,1803627198.9,,9509249805.0,175745350.8,0.174715,0.0,2779345728.0,77578336.8,47154104.1,-2792735231.55,0.0,-138551309.25,,4061394087.75,,9517713082.2,3909083.4,1881205535.7,,,,,,,,,,,,,,,,,,,,
2012-12-31,,3100871650.92,12286578541.92,17442806704.91,7374742207.67,,-2128012006.78,-6932575338.71,10495735714.12,,34360109184.11,46646687726.03,24817548912.58,74088322.31,,1373198.2,6146691057.41,74088322.31,-227886908.31,1964066572.46,0.0,15922439108.73,,2984290504.53,5230000115.38,-2918083713.43,1454990878.24,,7594385304.74,2901350409.38,5029362416.16,5186101465.65,5182106707.25,1113950863.46,-15256288178.29,32992809494.56,,159189119.73,,-68697788.58,,9323270748.9,174545974.84,,0.0,3119101116.91,42805234.83,179832787.91,,0.0,-4107057544.16,,-1456691602.0,48249097672.85,6512049163.95,3994758.4,-25892553.75,,,,,,,,,,,,,,,,,,,,
2013-03-31,0.116265,3667757445.92,15818592788.32,21711394161.6,6953470554.56,10404534352.4,1057653761.68,6273229196.96,16464943316.56,,35410470273.84,51229063062.16,28664864716.16,652051847.36,5593311000.0,1635165.68,5742179609.92,652051847.36,728059073.36,-1723495713.52,58816225.6,16584223368.16,,2836539935.44,8912380387.12,-1723495713.52,1618465851.04,,11645730798.64,4819212517.92,3761558756.24,8880901893.44,8853564161.52,1043372485.76,,33940058416.48,,432995602.48,5612050000.0,1161054675.84,,5209513509.28,173893341.84,0.116886,0.0,2642390434.72,63684418.48,177959495.28,-846866605.6,0.0,3702866877.84,,6273229196.96,33940058416.48,8380205457.92,27337731.92,1224739094.32,,,,,,,,,,,,,,,,,,,,
2013-06-30,0.101097,4403262427.59,16000541483.29,22572895969.78,6882538287.95,,612236666.99,,17103778185.78,,35590129867.63,51590671350.92,29455434257.73,565768892.13,5593896000.0,1756873.95,5619013036.52,565768892.13,786789799.51,,0.0,16058062152.86,,2935643903.4,,,1852232136.43,,11895978449.55,5207799736.23,4595563069.24,8644189702.2,8565531065.0,1090488578.53,,34376992993.98,,304278239.2,5610665000.0,1091068038.71,,,172414061.43,0.101097,0.0,3397670929.9,54943921.11,175280539.98,,0.0,,,,34376992993.98,9574032192.53,78658637.2,1146011959.82,,,,,,,,,,,,,,,,,,,,
2013-09-30,0.20298,4821846677.32,17438706963.52,22818682433.6,7025202571.66,10901148068.66,1891164597.28,,20787173103.08,,36261090595.28,53699797558.8,29843885005.26,1139946814.94,5594476000.0,1674128.82,5669195021.5,1139946814.94,1707568470.02,,0.0,17222646228.3,,2597757341.44,,,2345141727.48,,14014954085.78,6772219017.3,4881054420.02,9781867239.52,9628699783.34,1177531926.8,,35005052451.8,,500116856.36,5609674000.0,2207685326.38,,,171570608.52,0.203594,0.0,3505558293.34,57165673.48,173214075.64,,0.0,,,,35005052451.8,10098725247.32,153167456.18,2264850999.86,,,,,,,,,,,,,,,,,,,,
2013-12-31,,3321512473.26,14605711701.12,21971121348.96,5287438195.2,,-50151362.44,-7795393040.0,12263465805.66,,36447695395.92,51053407097.04,27258559544.16,129972552.92,,1587782.88,3997594894.32,129972552.92,-212717272.94,3668359280.48,0.0,17455260790.08,,2914139126.88,7574633373.6,-872202816.64,1578250122.48,,8910264151.74,3353201653.92,3403353016.36,7510764504.24,7480754195.76,1117441593.36,-17653939698.24,35174002634.64,,155965909.58,,-56751363.36,,9736487923.52,169577635.68,,0.0,6161058152.64,51719245.72,170038213.92,1106538078.68,0.0,-2241263961.4,,-2378253588.32,52827942332.88,7585663010.4,30010308.48,-5032117.64,,,,,,,,,,,,,,,,,,,,
2014-03-31,0.142095,3698198370.02,19222252278.6,25550661312.47,5546981099.52,,1373938134.24,5211929174.55,17260904462.69,,36599482063.76,55821734342.36,31097642411.99,796468878.59,5596406000.0,1290642.08,4145418260.76,796468878.59,1072660078.7,-1166839720.48,0.0,18147364601.31,,2982065755.9,11667056922.64,-1166839720.48,1863953978.95,,12017050511.69,5243853951.0,3869915816.76,11596164683.39,11591709486.21,1218589503.88,,35260037580.11,,447660446.45,5614461000.0,1520320525.15,,7755579948.9,173634794.83,0.142095,0.0,6013523391.4,67392613.61,172927423.69,-133612480.33,0.0,3911476973.74,,5211929174.55,35260037580.11,8154884752.42,4455197.18,1587713138.76,,,,,,,,,,,,,,,,,,,,
2014-06-30,0.114463,4219241184.12,17730887001.6,27046899722.76,7797051555.84,,902886496.76,-2765353673.47,16937163805.16,,41544200313.2,59275087314.8,34843951278.6,644149319.48,5597817000.0,473567665.84,5852640922.08,644149319.48,1021020248.36,1054684196.12,0.0,17683975647.16,,2941374893.84,9810208692.44,-2533378119.92,2146712350.56,,11553692415.04,5383471390.12,4480584893.36,9668143369.36,9661281782.84,1285237985.68,,40037089848.08,,346905142.6,5616632000.0,1367925390.96,,11667056922.64,174177299.16,0.115086,0.0,5846811995.0,62451012.76,172199072.04,159677799.93,0.0,-1694973019.22,,1188071017.45,40037089848.08,9134961393.8,6861586.52,1430376403.72,,,,,,,,,,,,,,,,,,,,
2014-09-30,0.174672,4099944808.4,16754856435.68,23833520840.48,9367316934.08,,1506777844.28,3793144285.96,18167926176.12,,42154734432.72,58909590868.4,33200837774.56,981936197.32,5601583000.0,434319471.04,7430069794.2,981936197.32,1264112234.08,-6177813357.48,0.0,18719952767.88,,2795073608.44,8936103435.24,-2589751041.44,2044344751.6,,12341386797.84,5826539378.28,4319761534.0,8839387766.24,8818765340.92,1315591416.88,,40596588113.56,,469432333.0,5618125000.0,1733544567.08,,9810208692.44,172304576.6,0.175288,0.0,5988074534.44,75158376.8,169094046.92,1272913758.84,0.0,-967773970.88,,-160280404.96,40596588113.56,8651147399.6,20622425.32,1808702943.88,,,,,,,,,,,,,,,,,,,,
2014-12-31,,3186933048.03,14535533313.57,22557437535.56,9142790178.81,,-199927723.39,-11346401223.36,11484604944.34,,42570466802.56,57106000116.13,31700227714.37,75965753.42,,0.0,7733516364.8,75965753.42,-329862689.23,4210891612.72,75696307.27,18817427091.13,,2400335300.22,7338894388.27,-1449254325.76,1477817958.51,,8489958552.12,2994646392.22,3194574115.61,7277787748.68,7263198081.0,1231232724.83,-20041991494.21,40923596032.28,,39194140.4,,-290668548.83,,8936103435.24,173804378.71,,0.0,8572881285.06,88779323.79,169375372.45,,0.0,-1490786961.62,,-3244154579.69,60965587526.49,5558781244.79,14589667.68,-201889225.04,,,,,,,,,,,,,,,,,,,,
2015-03-31,0.118582,3186781741.6,19184389454.4,26449229909.44,9366336433.28,,1141565634.56,4858936493.92,14410993397.92,-123567377.44,42900478838.88,62084868293.28,35815566342.72,664394278.72,5604009000.0,0.0,7903258453.44,664394278.72,830551828.96,633264.96,61526036.8,19514283247.68,,2378040302.88,12048256998.24,-1401564360.0,1527459917.44,,9848567700.32,4562425697.6,3420860063.04,12001867235.68,11986730961.44,1282895473.28,,41110257422.4,-2027205306.56,396305903.84,5613284000.0,1226857732.8,-1352039315.04,7345271313.44,173967818.08,0.118582,0.0,8311391511.68,93176867.84,168349143.68,3333953.76,0.0,4706536935.36,,6210975808.96,41110257422.4,6594287364.16,15136274.24,1320034600.64,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.100627,3881641150.85,15941186900.9,23715184160.85,9225380283.01,,919436591.4,-1935554246.97,15834677110.11,-23038097.7,42657155682.47,58598342583.37,32940564443.86,563047762.65,5604059000.0,0.0,7697464505.98,563047762.65,866607188.55,19007719.38,130393277.44,18855997181.25,,2707691690.27,8173736635.73,-776535083.64,1834966105.27,,10448134049.08,5386543061.03,4467106469.63,8060735754.29,8043343358.29,1342438296.83,,40868832256.33,-1952522746.16,432524042.24,5612196000.0,1299131230.79,-853627076.26,12048256998.24,174041979.83,0.100627,0.0,8003539617.73,98652154.74,167265156.96,183882766.04,0.0,-3872037352.14,,-1081927170.71,40868832256.33,7294395728.68,17392396.0,1397783385.53,,,,,,,,,,,,,,,,,,,,
2015-09-30,0.163569,3906535105.2,17750445976.56,23107324285.44,10372056120.48,,1463511478.32,2083687115.21,17588270623.2,-4145493.02,42438376915.2,60188822891.76,33479380405.92,918246894.0,5603352000.0,0.0,8731539864.0,918246894.0,1197135548.64,209597737.74,111596195.04,19653252115.2,,2309940677.28,10603637000.64,-278830746.84,1975062988.32,-30608250.33,11731691615.04,5856579008.16,4393067529.84,10540347816.0,10492040805.6,1445722533.12,,40597389747.84,-1810182189.44,503436696.0,5609458000.0,1700572244.64,-562834469.42,8173736635.73,178296783.84,0.163569,0.0,7453421653.92,95175630.24,170181969.84,1007977638.04,0.0,2422780391.82,,2646521584.63,40597389747.84,7404465458.4,48307010.4,1795747874.88,,,,,,,,,,,,,,,,,,,,
2015-12-31,,3314188288.56,13157185824.06,19391650603.8,10387918232.1,12610159103.58,-947281156.92,-3506666940.12,10507567637.88,-12849387.66,41903224456.86,55060410280.92,29779568835.9,-512146320.24,,0.0,8610535817.94,-512146320.24,-1109175419.28,-264501208.62,78213447.36,18885087397.38,,2114989513.26,6645676134.0,-680267791.8,1515210263.46,-25460526.42,7732939724.58,2774627913.3,3721909070.22,6567462686.64,6567462686.64,1439931118.74,-22626771198.96,38979458040.72,-449429894.4,-119346010.92,,-1228521430.2,-764711125.2,10603637000.64,181861845.48,,99974028.0,7291599240.36,109664276.52,172364312.82,-1205879893.56,0.0,-3989005466.34,,-2741955814.92,61606229239.68,4688963684.16,0.0,-1118857153.68,,,,,,,,,,,,,,,,,,,,
2016-03-31,0.067253,3286328432.74,17402373859.52,22981685224.07,9905066503.6,,586135343.2,4729130585.19,13577944211.22,0.0,41228096564.45,58630470423.97,32886751727.67,375129206.3,5602871000.0,0.0,8114941653.85,375129206.3,475594769.98,5173304.0,36846857.74,19269820204.18,,2338113542.58,10843212850.85,-279494215.23,1532804708.79,,9310362875.65,4267581335.57,3681445992.37,10806365993.11,10806365993.11,1479519677.59,,38286180845.51,-1736626419.76,273913513.54,5602871000.0,749508283.52,-327146811.7,6619889131.0,181156172.82,0.067253,100025832.84,7167140628.01,106654128.59,170479766.69,0.0,0.0,4194243284.74,,5056277396.89,38286180845.51,5734963148.65,,856162412.11,,,,,,,,,,,,,,,,,,,,
2016-06-30,0.01394,3865627530.3,16109824853.4,23253393437.5,8775469747.5,,178227615.0,-1624803805.89,13884050690.7,-7248586.8,40720934356.9,56830759210.3,32028863185.0,77431103.5,5602871000.0,0.0,6872748902.0,77431103.5,119774267.6,60276390.0,64108838.2,18367361367.6,,2081705181.1,9842897170.7,-818593668.07,1830772647.4,,9460799733.0,4423250957.7,4245023342.7,9778788332.5,9778788332.5,1561406665.4,,37739043643.1,-3064626391.34,205628866.2,5602871000.0,325403133.8,-920300459.5,10843212850.85,185954130.6,0.01394,99946860.3,9304457274.3,131490161.1,173740394.6,-58984379.4,0.0,-994835225.84,,-704503346.39,37739043643.1,5659042076.5,,456893294.9,,,,,,,,,,,,,,,,,,,,
2016-09-30,0.170102,4086205627.21,20969257815.67,26710790203.38,8450411426.67,,1738176481.9,,18154628645.2,,40297050523.1,61266308338.77,35161201630.05,952771796.1,5602871000.0,0.0,6381363042.1,952771796.1,1472617109.2,,84017088.65,19163780944.14,,2178313959.17,,,2147488793.1,,12083411734.08,6071216911.12,4333040429.22,13994558689.08,13994558689.08,1683170137.08,,37298951244.95,,515982995.17,5603040000.0,1988600104.37,,,186872149.38,0.170102,0.0,9829759227.93,131712379.15,173344030.62,,0.0,,,,37298951244.95,8294884755.62,,2120312483.52,,,,,,,,,,,,,,,,,,,,
2016-12-31,,3390081718.14,17033613578.4,23702244672.0,8710274944.8,13590808100.4,-269004534.0,,12018954375.11,,39471482539.8,56505096118.2,32412519616.8,-189303609.15,,0.0,6878507448.6,-189303609.15,-604366891.9,,42343292.4,18192617124.0,,2481596075.4,,,1589505258.0,,8739933138.97,3279021236.14,3548025770.14,10186964284.2,10186964284.2,1473634067.4,-24092958410.4,36480287926.2,,97193606.31,,-507173285.59,,,194586107.4,,24117810270.6,9161496956.4,143858686.51,179136152.4,,0.0,,,,60573246336.6,6593742210.6,,-363314599.08,,,,,,,,,,,,,,,,,,,,
2017-03-31,0.0773,3126600000.0,21329195000.0,28470645000.0,7410897000.0,,620546000.0,3934707000.0,14197639000.0,,39187473000.0,60516668000.0,35881542000.0,433504000.0,5604501000.0,0.0,5968959000.0,433504000.0,474867000.0,14136000.0,106030000.0,18622076000.0,,2780455000.0,14793084000.0,-208469000.0,1534639000.0,,10216855000.0,3980784000.0,3360238000.0,14687054000.0,14687054000.0,1160623000.0,,35817903000.0,-1965504000.0,252421000.0,5606054000.0,727288000.0,-277187000.0,10231812000.0,234767000.0,0.0773,317964000.0,10561387000.0,130924000.0,176854000.0,,0.0,4562792000.0,,4211894000.0,35817903000.0,8421182000.0,,858212000.0,,,,,,,,,,,,,,,,,,,,
2017-06-30,0.0476,3592954000.0,17420239000.0,24281401000.0,11114732000.0,,488679000.0,-702846000.0,14370083000.0,,38421371000.0,55841610000.0,35396133000.0,266700000.0,5604798000.0,0.0,5717442000.0,266700000.0,405283000.0,61118000.0,122488000.0,14379682000.0,,2895630000.0,10393040000.0,-74484000.0,1794219000.0,,10037374000.0,4332709000.0,3844030000.0,10270552000.0,10270552000.0,1161191000.0,,35012679000.0,-5396989000.0,212449000.0,5607754000.0,617732000.0,-198321000.0,14793084000.0,234778000.0,0.0476,317964000.0,6888512000.0,139446000.0,172102000.0,,0.0,-4388202000.0,,-504525000.0,35012679000.0,8412260000.0,,757178000.0,,,,,,,,,,,,,,,,,,,,
