date,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable
2013-12-31,90100000.0,348000000,-21000000.0,207000000,44000000.0,236000000,2778000000.0,49000000.0,1172000000,2015000000,2026000000,95000000,-32000000,882000000,-198000000.0,395000000,-36000000.0,5144000000,31000000.0,0.0,2.57,4034000000,843000000,1042000000,-3000000.0,4000000.0,984000000,824000000,3342000000,958000000.0,43000000.0,163000000.0,815000000,0.0,-270000000.0,-465000000,12000000.0,4000000.0,5000000.0,237000000,237000000,1117000000,-20000000,540000000,-81000000,130000000,-1479000000.0,28000000.0,43000000,27000000.0,300000000.0,91800000.0,425000000.0,1299000000,324000000,537000000.0,87000000,,533000000.0,459000000,839000000,305000000.0,2718000000,6060000000,237000000,104000000.0,152000000.0,-199000000.0,67000000.0,247000000.0,2.62,1000000.0,1415000000,0.0,882000000,,
2014-03-31,89200000.0,228000000,38000000.0,203000000,39000000.0,-135000000,2848000000.0,77000000.0,1050000000,1867000000,2056000000,99000000,-48000000,797000000,-150000000.0,230000000,-40000000.0,5257000000,19000000.0,6000000.0,1.68,4034000000,817000000,1086000000,-1000000.0,0.0,970000000,822000000,3329000000,964000000.0,41000000.0,786000000.0,815000000,0.0,-3000000.0,-185000000,2000000.0,4000000.0,2000000.0,153000000,153000000,1020000000,-4000000,147000000,-95000000,135000000,-1526000000.0,81000000.0,-85000000,0.0,300000000.0,90900000.0,588000000.0,1322000000,219000000,690000000.0,66000000,,488000000.0,52000000,882000000,299000000.0,2761000000,6090000000,153000000,114000000.0,-163000000.0,-224000000.0,65000000.0,272000000.0,1.71,1000000.0,1285000000,0.0,797000000,,
2014-06-30,88900000.0,248000000,-3000000.0,260000000,35000000.0,159000000,2947000000.0,96000000.0,1043000000,1708000000,2158000000,-158000000,-264000000,711000000,-211000000.0,245000000,-40000000.0,5369000000,23000000.0,6000000.0,1.8,3972000000,665000000,1097000000,-4000000.0,0.0,1061000000,795000000,3321000000,963000000.0,42000000.0,797000000.0,789000000,0.0,-5000000.0,-238000000,4000000.0,4000000.0,,162000000,162000000,1180000000,-10000000,415000000,-85000000,151000000,-1584000000.0,78000000.0,-86000000,0.0,300000000.0,90200000.0,357000000.0,1363000000,235000000,705000000.0,73000000,,658000000.0,330000000,797000000,293000000.0,2809000000,6130000000,162000000,113000000.0,230000000.0,-411000000.0,69000000.0,236000000.0,1.82,1000000.0,1369000000,0.0,711000000,,
2014-09-30,88400000.0,288000000,-6000000.0,255000000,30000000.0,-426000000,3027000000.0,56000000.0,1132000000,1994000000,2369000000,-137000000,-176000000,483000000,-70000000.0,290000000,-39000000.0,5530000000,19000000.0,-2000000.0,2.25,4029000000,862000000,1086000000,1000000.0,0.0,1283000000,844000000,3560000000,940000000.0,41000000.0,786000000.0,837000000,33000000.0,-328000000.0,113000000,1000000.0,5000000.0,2000000.0,201000000,201000000,1292000000,-8000000,-140000000,-91000000,159000000,-1616000000.0,74000000.0,-228000000,0.0,300000000.0,89200000.0,641000000.0,1411000000,278000000,762000000.0,77000000,,708000000.0,-231000000,711000000,283000000.0,2838000000,6398000000,201000000,40000000.0,-293000000.0,-382000000.0,72000000.0,296000000.0,2.27,1000000.0,1191000000,210000000.0,483000000,,
2014-12-31,88100000.0,316000000,-2000000.0,229000000,25000000.0,327000000,3113000000.0,132000000.0,1159000000,2033000000,2269000000,55000000,-85000000,763000000,-101000000.0,382000000,-40000000.0,5706000000,18000000.0,-22000000.0,2.41,4075000000,874000000,1011000000,-5000000.0,-1000000.0,1258000000,843000000,3519000000,917000000.0,43000000.0,147000000.0,837000000,51000000.0,-1854000000.0,-227000000,2000000.0,3000000.0,,215000000,215000000,1211000000,-12000000,615000000,-124000000,78000000,-1659000000.0,71000000.0,280000000,0.0,300000000.0,89000000.0,416000000.0,1454000000,301000000,570000000.0,86000000,,644000000.0,491000000,483000000,273000000.0,2825000000,6344000000,215000000,-22000000.0,218000000.0,-363000000.0,78000000.0,408000000.0,2.44,1000000.0,1407000000,113000000.0,763000000,,
2015-03-31,87300000.0,198000000,22000000.0,210000000,20000000.0,-239000000,3115000000.0,27000000.0,1044000000,1885000000,2215000000,143000000,-164000000,500000000,-150000000.0,184000000,-39000000.0,5787000000,21000000.0,-7000000.0,1.41,3891000000,841000000,1029000000,-4000000.0,0.0,1186000000,846000000,3324000000,903000000.0,38000000.0,731000000.0,840000000,65000000.0,-411000000.0,-69000000,0.0,5000000.0,,124000000,124000000,1042000000,-22000000,4000000,-91000000,131000000,-1679000000.0,87000000.0,-263000000,0.0,298000000.0,88200000.0,655000000.0,1436000000,173000000,715000000.0,49000000,,644000000.0,-87000000,763000000,267000000.0,2782000000,6106000000,124000000,-165000000.0,-251000000.0,-242000000.0,75000000.0,173000000.0,1.43,1000000.0,1144000000,234000000.0,500000000,,
2015-06-30,86500000.0,138000000,-18000000.0,207000000,15000000.0,174000000,3168000000.0,35000000.0,966000000,1618000000,2261000000,-226000000,-77000000,490000000,-169000000.0,100000000,-43000000.0,5808000000,32000000.0,1000000.0,0.73,3807000000,652000000,1032000000,-3000000.0,-2000000.0,1229000000,828000000,3304000000,901000000.0,41000000.0,735000000.0,822000000,0.0,-1322000000.0,-275000000,6000000.0,4000000.0,0.0,64000000,64000000,1270000000,-46000000,332000000,-68000000,134000000,-1749000000.0,87000000.0,-10000000,0.0,297000000.0,87500000.0,390000000.0,1419000000,90000000,832000000.0,26000000,,661000000.0,264000000,500000000,260000000.0,2764000000,6068000000,64000000,-154000000.0,265000000.0,-329000000.0,74000000.0,325000000.0,0.74,1000000.0,1151000000,155000000.0,490000000,,
2015-09-30,85600000.0,268000000,-20000000.0,206000000,10000000.0,-217000000,3299000000.0,16000000.0,1113000000,1970000000,2632000000,-113000000,-234000000,380000000,-130000000.0,300000000,-43000000.0,5926000000,22000000.0,3000000.0,1.86,3811000000,857000000,1354000000,-9000000.0,-3000000.0,1278000000,845000000,3580000000,906000000.0,39000000.0,134000000.0,839000000,28000000.0,-1362000000.0,99000000,-1000000.0,4000000.0,0.0,160000000,160000000,1380000000,-46000000,34000000,-134000000,83000000,-1780000000.0,87000000.0,-110000000,0.0,597000000.0,86000000.0,594000000.0,1519000000,219000000,656000000.0,59000000,,746000000.0,-100000000,490000000,255000000.0,2863000000,6443000000,160000000,-167000000.0,-206000000.0,-278000000.0,77000000.0,190000000.0,1.87,1000000.0,1126000000,130000000.0,380000000,,
2015-12-31,84900000.0,256000000,34000000.0,195000000,5000000.0,196000000,3404000000.0,55000000.0,1094000000,1946000000,2537000000,88000000,-80000000,527000000,-100000000.0,263000000,-42000000.0,6015000000,25000000.0,16000000.0,1.54,3804000000,852000000,1323000000,-2000000.0,-1000000.0,1214000000,838000000,3452000000,901000000.0,44000000.0,126000000.0,833000000,0.0,-963000000.0,-252000000,2000000.0,6000000.0,0.0,131000000,131000000,1271000000,-71000000,486000000,-123000000,80000000,-1840000000.0,87000000.0,147000000,9000000.0,596000000.0,85500000.0,473000000.0,1564000000,181000000,653000000.0,50000000,,688000000.0,363000000,380000000,248000000.0,2889000000,6341000000,131000000,-200000000.0,117000000.0,-30000000.0,76000000.0,76000000.0,1.55,1000000.0,1215000000,15000000.0,527000000,,
2016-03-31,83900000.0,112000000,-4000000.0,151000000,1000000.0,-31000000,3487000000.0,33000000.0,1014000000,1871000000,2469000000,160000000,-192000000,456000000,-101000000.0,76000000,-42000000.0,6015000000,18000000.0,20000000.0,0.49,3744000000,857000000,1271000000,-2000000.0,0.0,1198000000,902000000,3053000000,918000000.0,50000000.0,674000000.0,895000000,0.0,-841000000.0,-45000000,1000000.0,7000000.0,187000000.0,41000000,41000000,1125000000,-44000000,155000000,-93000000,296000000,-1904000000.0,17000000.0,-71000000,26000000.0,597000000.0,84500000.0,517000000.0,1583000000,62000000,898000000.0,21000000,,629000000.0,62000000,527000000,244000000.0,3160000000,6213000000,41000000,-181000000.0,-47000000.0,-448000000.0,83000000.0,351000000.0,0.49,1000000.0,1085000000,116000000.0,456000000,,
2016-06-30,83300000.0,74000000,3000000.0,192000000,8000000.0,81000000,3517000000.0,22000000.0,895000000,1552000000,2552000000,-168000000,-41000000,457000000,-115000000.0,-24000000,-41000000.0,5952000000,18000000.0,64000000.0,-0.27,3566000000,657000000,1256000000,-1000000.0,0.0,1296000000,821000000,3002000000,930000000.0,48000000.0,654000000.0,815000000,0.0,-977000000.0,-186000000,-7000000.0,3000000.0,149000000.0,-22000000,-22000000,1242000000,-105000000,243000000,-78000000,265000000,-1952000000.0,13000000.0,1000000,27000000.0,602000000.0,83300000.0,338000000.0,1565000000,-33000000,992000000.0,-11000000,,619000000.0,165000000,456000000,240000000.0,3116000000,6118000000,-22000000,-192000000.0,174000000.0,-144000000.0,78000000.0,182000000.0,-0.27,1000000.0,1076000000,90000000.0,457000000,,
2016-09-30,82700000.0,145000000,-12000000.0,159000000,,-244000000,3559000000.0,20000000.0,954000000,1821000000,2469000000,-5000000,28000000,434000000,0.0,153000000,-41000000.0,5956000000,14000000.0,81000000.0,0.55,3598000000,867000000,1252000000,-2000000.0,0.0,1217000000,809000000,2976000000,936000000.0,38000000.0,124000000.0,803000000,0.0,-2002000000.0,-41000000,-6000000.0,4000000.0,122000000.0,45000000,45000000,1173000000,-70000000,-11000000,-87000000,78000000,-1995000000.0,13000000.0,-23000000,25000000.0,597000000.0,83200000.0,490000000.0,1564000000,73000000,565000000.0,28000000,,531000000.0,-98000000,457000000,235000000.0,3091000000,6067000000,45000000,-180000000.0,-152000000.0,-248000000.0,76000000.0,365000000.0,0.55,1000000.0,965000000,95000000.0,434000000,,
2016-12-31,82600000.0,205000000,19000000.0,158000000,,391000000,3514000000.0,38000000.0,983000000,1714000000,2356000000,136000000,30000000,928000000,0.0,134000000,-42000000.0,5997000000,14000000.0,22000000.0,0.98,3610000000,731000000,1205000000,1000000.0,0.0,1151000000,778000000,3034000000,900000000.0,34000000.0,616000000.0,772000000,0.0,-891000000.0,-142000000,-6000000.0,4000000.0,82000000.0,82000000,82000000,984000000,-80000000,618000000,-60000000,202000000,-2000000000.0,14000000.0,494000000,9000000.0,589000000.0,83300000.0,285000000.0,1514000000,124000000,955000000.0,42000000,,453000000.0,558000000,434000000,225000000.0,2932000000,5966000000,82000000,-223000000.0,193000000.0,-69000000.0,78000000.0,158000000.0,0.98,1000000.0,1381000000,0.0,928000000,,
2017-03-31,,53600000,-48900000.0,147700000,,5600000,3336700000.0,29500000.0,819100000,1565800000,2352400000,157400000,-224800000,668300000,-100200000.0,-192000000,-40800000.0,5751900000,17600000.0,60100000.0,,3299600000,746700000,1192500000,-4100000.0,300000.0,1159900000,765500000,2954500000,904600000.0,29700000.0,113300000.0,759400000,23000000.0,-8600000.0,-149100000,-8000000.0,1400000.0,21400000.0,-204300000,-204300000,791500000,-321500000,102300000,-59000000,73700000,-2020700000.0,11800000.0,-260000000,12300000.0,588200000.0,,450200000.0,1316000000,-268900000,564600000.0,-64600000,,684700000.0,43300000,928000000,219800000.0,2697500000,5652000000,-204300000,-198400000.0,-160900000.0,-399400000.0,75500000.0,237400000.0,,1200000.0,1353000000,0.0,668300000,,
2017-06-30,81600000.0,136800000,-14700000.0,160900000,,182500000,3340400000.0,36600000.0,851200000,1347100000,2453900000,-55400000,-128500000,876400000,-14400000.0,164700000,-40500000.0,5770800000,21600000.0,1800000.0,0.72,3360100000,495900000,1237000000,-3600000.0,0.0,1216900000,714400000,3086700000,924200000.0,30600000.0,646600000.0,708400000,0.0,-6200000.0,-61000000,-6200000.0,5000000.0,80100000.0,59500000,59500000,859900000,-47300000,334200000,-41900000,174700000,-2067100000.0,12100000.0,164600000,16000000.0,590400000.0,82500000.0,279200000.0,1273300000,86800000,1019400000.0,27300000,,740500000.0,292300000,711800000,213700000.0,2727300000,5814000000,59500000,-164100000.0,174000000.0,-270400000.0,72900000.0,187400000.0,0.73,1300000.0,1570900000,0.0,830400000,,
2017-09-30,81700000.0,223100000,-10600000.0,172800000,,-136200000,3329000000.0,56700000.0,995800000,1664200000,2518700000,2000000,215200000,1158900000,-200000.0,269600000,-40600000.0,5874000000,17800000.0,1800000.0,1.75,3509600000,668400000,928600000,0.0,0.0,1590100000,772700000,3324400000,933000000.0,33100000.0,636800000.0,766700000,0.0,-8000000.0,-48800000,-8000000.0,4600000.0,82600000.0,143800000,143800000,864600000,-29300000,102800000,-32800000,179500000,-2088500000.0,7000000.0,282500000,48500000.0,291800000.0,82300000.0,470300000.0,1240500000,191200000,1062000000.0,47400000,,507100000.0,70000000,876400000,207700000.0,2703900000,6028300000,143800000,-135400000.0,-191400000.0,-155900000.0,73800000.0,403900000.0,1.76,1300000.0,1618700000,298600000.0,1111600000,,
2017-12-31,81700000.0,216400000,17300000.0,184300000,,479200000,3366100000.0,138500000.0,996200000,1641800000,2791500000,41800000,-404500000,1223200000,-1300000.0,263800000,-40600000.0,5751500000,16900000.0,4400000.0,-1.0,3407500000,645600000,1081300000,-1000000.0,0.0,1710200000,779800000,3533200000,935000000.0,33900000.0,640200000.0,773800000,0.0,-7000000.0,-48900000,-7000000.0,4800000.0,83300000.0,-81800000,-81800000,825400000,-28100000,514100000,-48300000,180300000,-2150200000.0,7500000.0,64300000,46500000.0,290300000.0,81700000.0,295200000.0,1215900000,186300000,1089100000.0,268100000,,862300000.0,465800000,1158900000,201500000.0,2665800000,6199000000,-81800000,-130600000.0,176300000.0,-559200000.0,72700000.0,204000000.0,-1.0,1300000.0,2038000000,298300000.0,1175700000,,
2018-03-31,81700000.0,79900000,92100000.0,165600000,,-236500000,3379800000.0,30000000.0,908500000,1529200000,2685900000,69400000,128700000,1355500000,-1200000.0,104500000,-40700000.0,5752200000,18200000.0,7000000.0,0.5,3457400000,620700000,1098700000,0.0,,1587200000,828600000,3548400000,950500000.0,30400000.0,685900000.0,828600000,,-7000000.0,-38800000,,3800000.0,86200000.0,41300000,41300000,761300000,-56000000,24000000,-38600000,183500000,-2193500000.0,36500000.0,132300000,60800000.0,288000000.0,82800000.0,421400000.0,1186300000,24900000,1083400000.0,-16400000,,699400000.0,-14600000,1223200000,188000000.0,2594900000,6143300000,41300000,-98500000.0,-124400000.0,-620100000.0,75800000.0,787400000.0,0.51,1300000.0,2004000000,308200000.0,1304600000,,
2018-06-30,81900000.0,153800000,7300000.0,202700000,,15400000,3368300000.0,45400000.0,895700000,1390600000,2614300000,-147100000,-827100000,575800000,-130000000.0,207600000,-40600000.0,5805400000,21500000.0,5800000.0,1.31,3421000000,494900000,1050600000,-4500000.0,,1563700000,741900000,3550100000,928700000.0,25500000.0,637800000.0,741900000,21900000.0,-15600000.0,-164400000,,4400000.0,69500000.0,109000000,109000000,890000000,-25700000,230600000,-42300000,162700000,-2226600000.0,33300000.0,-779700000,30200000.0,288000000.0,83300000.0,260000000.0,1141700000,132900000,1016600000.0,23900000,,1487700000.0,188300000,1355500000,181400000.0,2485200000,6035300000,109000000,-101400000.0,153800000.0,-1250100000.0,70300000.0,469800000.0,1.33,1300000.0,2020000000,299000000.0,532300000,,
2018-09-30,81300000.0,235700000,3900000.0,202100000,,-293000000,3411400000.0,42800000.0,1029300000,1690900000,2693500000,-104700000,94300000,596500000,-93900000.0,290500000,-50700000.0,5925400000,21300000.0,400000.0,2.07,3462000000,661600000,1452400000,0.0,,1241100000,793600000,3693500000,928600000.0,19000000.0,643700000.0,793600000,19800000.0,-304800000.0,-54100000,,6000000.0,69900000.0,170300000,170300000,994600000,-25300000,-17600000,-50800000,160300000,-2280900000.0,44300000.0,20700000,3000000.0,683900000.0,82300000.0,432300000.0,1130500000,214800000,996200000.0,44500000,,1319500000.0,-68400000,575800000,175000000.0,2462000000,6155500000,170300000,-107800000.0,-172500000.0,-596500000.0,69700000.0,741600000.0,2.09,1300000.0,1872600000,,553100000,,
2018-12-31,80200000.0,236100000,2500000.0,169100000,,234800000,3326100000.0,67600000.0,1059500000,1725800000,2738100000,72500000,-77300000,723500000,-208000000.0,276700000,-50300000.0,5996300000,22500000.0,4500000.0,1.48,3353900000,666300000,1464400000,0.0,0.0,1273700000,823400000,3696400000,924800000.0,20100000.0,625400000.0,823400000,23700000.0,-4300000.0,-262600000,0.0,5200000.0,45700000.0,120000000,120000000,914500000,-41300000,470100000,-56100000,145500000,-2246800000.0,47900000.0,127000000,4300000.0,686800000.0,81200000.0,304000000.0,1079300000,199500000,1037000000.0,79500000,,1382500000.0,414000000,596500000,169500000.0,2395600000,6092000000,120000000,-101300000.0,124600000.0,-805000000.0,72000000.0,763800000.0,1.5,1300000.0,2063000000,,680500000,,
2019-03-31,79000000.0,92100000,-5200000.0,202300000,,-34200000,3142000000.0,29400000.0,901500000,1505700000,2655600000,88500000,-69200000,626500000,-70700000.0,109700000,-49100000.0,5979100000,23300000.0,3400000.0,0.39,3287200000,604200000,1455500000,0.0,0.0,1200100000,809400000,3594800000,919600000.0,14100000.0,619700000.0,809400000,18400000.0,-4800000.0,-124600000,0.0,5100000.0,44900000.0,31600000,31600000,817800000,-63000000,100700000,-48500000,158500000,-2102800000.0,50200000.0,-97000000,3600000.0,689100000.0,80100000.0,398100000.0,1039200000,35300000,968400000.0,3700000,,1403400000.0,52200000,723500000,163700000.0,2348000000,5942800000,31600000,-103400000.0,-95800000.0,-403000000.0,69300000.0,382300000.0,0.4,1300000.0,1987500000,,584100000,,
2019-06-30,78200000.0,174100000,-8100000.0,351500000,,-700000,2402800000.0,45300000.0,920800000,1428800000,4330900000,-166300000,107200000,691400000,-191100000.0,217000000,-48800000.0,5878600000,23000000.0,-1300000.0,1.47,3012800000,508000000,2739900000,,,1591000000,746700000,3654100000,925300000.0,16200000.0,417200000.0,746700000,21900000.0,-4900000.0,-244800000,,4200000.0,34100000.0,117100000,117100000,988600000,-34900000,197400000,-49400000,109000000,-2112200000.0,10700000.0,64900000,,692100000.0,79900000.0,290700000.0,2402800000,146600000,900400000.0,29500000,,1280700000.0,148000000,626500000,158200000.0,3689600000,7343700000,117100000,-109200000.0,108600000.0,-173500000.0,66200000.0,308400000.0,1.5,1300000.0,1929100000,,648400000,,
2019-09-30,76700000.0,253700000,-7300000.0,350300000,,-274000000,4727100000.0,60100000.0,1049000000,1706200000,4314900000,-37000000,188400000,563300000,-251600000.0,307600000,-53100000.0,6009400000,27800000.0,5400000.0,2.34,2913600000,657200000,2578900000,,,1736000000,795300000,3386700000,913800000.0,15100000.0,104500000.0,795300000,22100000.0,-2800000.0,-308200000,,4400000.0,0.0,182100000,182100000,1012500000,-22300000,6700000,-81200000,42100000,-2149000000.0,13100000.0,-128100000,5200000.0,396100000.0,77900000.0,483200000.0,2578100000,236600000,574500000.0,54500000,,1041400000.0,-74500000,691400000,152300000.0,3841800000,7228500000,182100000,-115400000.0,-199600000.0,-398100000.0,66600000.0,667700000.0,2.37,1300000.0,1589500000,297300000.0,548100000,,
