date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment
2006-09-30,,256000000.0,,2604000000.0,1384000000.0,33210000000.0,3175000000.0,,10974000000.0,396000000.0,265000000.0,36385000000.0,,-2506000000.0,18248000000.0,175000000.0,,-27000000.0,259000000.0,,810000000.0,2210000000.0,4000000.0,4116000000.0,265000000,26860000000.0,265000000.0,4673000000.0,,0.67,56000000.0,1675000000.0,-146000000.0,-888000000.0,769000000.0,9525000000.0,249000000.0,394000000.0,,-36000000.0,259000000.0,,1023000000.0,-1000000.0,2704000000.0,2477000000.0,259000000.0,1812000000.0,-820000000.0,535000000,18000000.0,3594000000,,1180000000.0,-98000000.0,158000000.0,40968000000.0,1076000000.0,-178000000.0,0.67,-15146000000.0,1812000000.0,10000000.0,,5596000000.0,,2669000000.0,398000000.0,25822000000.0,,924000000,133000000.0,480000000.0,,,,
2006-12-31,,-564000000.0,,2809000000.0,1037000000.0,34399000000.0,3588000000.0,,12429000000.0,,181000000.0,37987000000.0,,-10206000000.0,20148000000.0,215000000.0,,-20000000.0,301000000.0,,913000000.0,1947000000.0,53000000.0,4155000000.0,177000000,28575000000.0,181000000.0,4690000000.0,,,-103000000.0,1577000000.0,-154000000.0,-1269000000.0,690000000.0,9412000000.0,259000000.0,,,-50000000.0,726000000.0,,909000000.0,-223000000.0,2718000000.0,10004000000.0,726000000.0,1287000000.0,-1083000000.0,370000000,75000000.0,2984000000,,1360000000.0,112000000.0,32000000.0,42021000000.0,519000000.0,792000000.0,,-15240000000.0,1287000000.0,42000000.0,,5456000000.0,,2696000000.0,268000000.0,26781000000.0,,784000000,91000000.0,-320000000.0,,,,
2007-03-31,,-556000000.0,,2493000000.0,1132000000.0,34773000000.0,3163000000.0,,12525000000.0,398552113.0,271000000.0,37936000000.0,,-3713000000.0,20268000000.0,186000000.0,,-19000000.0,259000000.0,,942000000.0,2037000000.0,35000000.0,4064000000.0,271000000,28396000000.0,271000000.0,4581000000.0,,0.68,-3000000.0,1515000000.0,-155000000.0,-628000000.0,785000000.0,9540000000.0,301000000.0,397314642.0,,-5000000.0,456000000.0,,676000000.0,-253000000.0,2728000000.0,3929000000.0,456000000.0,1552000000.0,-907000000.0,522000000,54000000.0,3169000000,,1263000000.0,5000000.0,-248000000.0,42694000000.0,351000000.0,235000000.0,0.68,-15391000000.0,1552000000.0,-42000000.0,,5308000000.0,,2795000000.0,401000000.0,27303000000.0,,929000000,130000000.0,-113000000.0,,,,
2007-06-30,,-725000000.0,,2656000000.0,1159000000.0,35930000000.0,3263000000.0,,13067000000.0,399868900.0,180000000.0,39193000000.0,,-3243000000.0,20736000000.0,213000000.0,,-25000000.0,172000000.0,,1038000000.0,1987000000.0,19000000.0,4086000000.0,257000000,29537000000.0,180000000.0,4536000000.0,,0.45,-87000000.0,1441000000.0,-156000000.0,-1499000000.0,694000000.0,9656000000.0,259000000.0,398679242.0,,-25000000.0,172000000.0,,981000000.0,-202000000.0,2734000000.0,3106000000.0,172000000.0,1959000000.0,-1343000000.0,546000000,36000000.0,3146000000,,1189000000.0,-29000000.0,-37000000.0,44400000000.0,618000000.0,794000000.0,0.45,-15933000000.0,1959000000.0,-87000000.0,,5804000000.0,,2819000000.0,365000000.0,28467000000.0,,935000000,108000000.0,327000000.0,,,,
2007-09-30,,316000000.0,,2290000000.0,1457000000.0,36345000000.0,3111000000.0,,13866000000.0,400215911.0,407000000.0,39456000000.0,,-1726000000.0,21692000000.0,217000000.0,,-28000000.0,196000000.0,,961000000.0,2332000000.0,16000000.0,4070000000.0,407000000,29547000000.0,407000000.0,4585000000.0,,1.02,77000000.0,1536000000.0,-156000000.0,-808000000.0,739000000.0,9909000000.0,172000000.0,399222569.0,,-43000000.0,196000000.0,,839000000.0,-228000000.0,2739000000.0,1814000000.0,196000000.0,1497000000.0,-345000000.0,796000000,26000000.0,3789000000,,1121000000.0,68000000.0,-179000000.0,45169000000.0,661000000.0,171000000.0,1.02,-16139000000.0,1497000000.0,24000000.0,,4908000000.0,,3070000000.0,612000000.0,29030000000.0,,1192000000,205000000.0,-51000000.0,,,,
2007-12-31,,-203000000.0,,2431000000.0,1219000000.0,37314000000.0,3052000000.0,,14202000000.0,,231000000.0,40366000000.0,,-2404000000.0,22067000000.0,227000000.0,,66000000.0,178000000.0,,967000000.0,2057000000.0,73000000.0,4281000000.0,209000000,30287000000.0,231000000.0,4730000000.0,,,29000000.0,1643000000.0,-163000000.0,-986000000.0,543000000.0,10079000000.0,196000000.0,,,-129000000.0,178000000.0,,985000000.0,-154000000.0,2743000000.0,2364000000.0,178000000.0,1452000000.0,-961000000.0,414000000,28000000.0,3276000000,,1324000000.0,32000000.0,301000000.0,46145000000.0,758000000.0,210000000.0,,-16275000000.0,1452000000.0,-18000000.0,,5207000000.0,,3138000000.0,282000000.0,29870000000.0,,800000000,73000000.0,-84000000.0,,,,
2008-03-31,,-150000000.0,,2656000000.0,1243000000.0,37956000000.0,3361000000.0,,14705000000.0,402072098.0,573000000.0,41317000000.0,,-517000000.0,22712000000.0,221000000.0,,-13000000.0,155000000.0,,947000000.0,2224000000.0,22000000.0,4259000000.0,573000000,30828000000.0,573000000.0,4854000000.0,,1.43,20000000.0,1184000000.0,-165000000.0,-894000000.0,707000000.0,10489000000.0,178000000.0,400797993.0,,-117000000.0,155000000.0,,1209000000.0,-187000000.0,2750000000.0,500000000.0,155000000.0,1340000000.0,-778000000.0,1040000000,45000000.0,3467000000,,1176000000.0,111000000.0,-259000000.0,46690000000.0,628000000.0,243000000.0,1.43,-16319000000.0,1340000000.0,-23000000.0,,5172000000.0,,3535000000.0,866000000.0,30371000000.0,,1425000000,293000000.0,-79000000.0,,,,
2008-06-30,,-360000000.0,,2938000000.0,1419000000.0,38690000000.0,4006000000.0,,15184000000.0,402785942.0,281000000.0,42696000000.0,,-118000000.0,23483000000.0,234000000.0,,-18000000.0,218000000.0,,1049000000.0,2127000000.0,31000000.0,4453000000.0,280000000,32065000000.0,281000000.0,5021000000.0,,0.7,-102000000.0,1546000000.0,-165000000.0,-751000000.0,795000000.0,10631000000.0,155000000.0,401513958.0,,79000000.0,218000000.0,,1544000000.0,-189000000.0,2754000000.0,166000000.0,218000000.0,1274000000.0,-929000000.0,581000000,27000000.0,3546000000,,1414000000.0,205000000.0,-243000000.0,47451000000.0,569000000.0,245000000.0,0.7,-16447000000.0,1274000000.0,63000000.0,,5626000000.0,,3651000000.0,403000000.0,31004000000.0,,977000000,123000000.0,-121000000.0,,,,
2008-09-30,,-110000000.0,,2291000000.0,1874000000.0,39054000000.0,3984000000.0,,15325000000.0,403910309.0,374000000.0,43038000000.0,,-751000000.0,23511000000.0,216000000.0,,42000000.0,338000000.0,,1018000000.0,2317000000.0,27000000.0,4165000000.0,374000000,32121000000.0,374000000.0,5150000000.0,,0.93,33000000.0,1586000000.0,-164000000.0,-1416000000.0,817000000.0,10917000000.0,218000000.0,402286779.0,,-65000000.0,338000000.0,,1441000000.0,-148000000.0,2760000000.0,352000000.0,338000000.0,1984000000.0,-966000000.0,731000000,34000000.0,4191000000,,1447000000.0,81000000.0,116000000.0,48392000000.0,856000000.0,680000000.0,0.93,-16603000000.0,1984000000.0,120000000.0,,5722000000.0,,3861000000.0,566000000.0,31789000000.0,,1118000000,192000000.0,239000000.0,,,,
2008-12-31,327000000.0,-604000000.0,,270000000.0,1219000000.0,41380000000.0,3775000000.0,76000000.0,15536000000.0,,152000000.0,45155000000.0,,-536000000.0,,288000000.0,1260000000.0,8000000.0,411000000.0,,1173000000.0,2017000000.0,302000000.0,2395000000.0,141000000,34401000000.0,153000000.0,5128000000.0,,,-134000000.0,1837000000.0,-169000000.0,-966000000.0,1066000000.0,10754000000.0,338000000.0,,,188000000.0,824000000.0,,540000000.0,-452000000.0,2832000000.0,944000000.0,497000000.0,2423000000.0,-1127000000.0,180000000,53000000.0,3236000000,1143000000.0,1297000000.0,88000000.0,179000000.0,49710000000.0,523000000.0,516000000.0,,-16723000000.0,1673000000.0,73000000.0,634000000.0,6297000000.0,,3847000000.0,176000000.0,32987000000.0,,1065000000,34000000.0,65000000.0,,,,
2009-03-31,215000000.0,-656000000.0,28514000000.0,226000000.0,1224000000.0,41747000000.0,4118000000.0,76000000.0,15904000000.0,407381954.0,360000000.0,45865000000.0,382000000.0,-179000000.0,-27348000000.0,238000000.0,3218000000.0,0.0,710000000.0,3000000.0,1290000000.0,2234000000.0,34000000.0,0.0,363000000,34907000000.0,361000000.0,5255000000.0,266000000.0,0.89,-118000000.0,1493000000.0,-170000000.0,-727000000.0,584000000.0,10940000000.0,411000000.0,406826606.0,102000000.0,156000000.0,925000000.0,-116000000.0,320000000.0,-446000000.0,2782000000.0,269000000.0,710000000.0,2915000000.0,-973000000.0,741000000,48000000.0,3458000000,1122000000.0,1126000000.0,153000000.0,-469000000.0,50164000000.0,317000000.0,709000000.0,0.89,-16913000000.0,1264000000.0,299000000.0,,6411000000.0,,4040000000.0,542000000.0,33251000000.0,,1162000000,179000000.0,-70000000.0,,,,
2009-06-30,289000000.0,-186000000.0,28182000000.0,273000000.0,1022000000.0,42114000000.0,4224000000.0,76000000.0,15350000000.0,472222817.0,316000000.0,46338000000.0,422000000.0,-264000000.0,1319000000.0,245000000.0,3251000000.0,-2000000.0,358000000.0,15000000.0,1486000000.0,2180000000.0,32000000.0,380000000.0,322000000,33575000000.0,316000000.0,5417000000.0,,0.67,-195000000.0,1498000000.0,-195000000.0,-751000000.0,643000000.0,12745000000.0,710000000.0,472220041.0,-73000000.0,65000000.0,782000000.0,-1712000000.0,687000000.0,-401000000.0,3231000000.0,185000000.0,493000000.0,1908000000.0,-726000000.0,682000000,1640000000.0,3202000000,,1096000000.0,245000000.0,-248000000.0,50698000000.0,540000000.0,-141000000.0,0.67,-17139000000.0,1563000000.0,-352000000.0,553000000.0,5393000000.0,,4160000000.0,469000000.0,33559000000.0,,1136000000,148000000.0,-123000000.0,,,,
2009-09-30,259000000.0,437000000.0,29142000000.0,232000000.0,1178000000.0,42714000000.0,4479000000.0,76000000.0,15713000000.0,477111144.0,443000000.0,47193000000.0,437000000.0,-130000000.0,1197000000.0,248000000.0,1364000000.0,-13000000.0,877000000.0,-47000000.0,1567000000.0,2369000000.0,35000000.0,1940000000.0,446000000,34129000000.0,444000000.0,5824000000.0,,0.93,-81000000.0,1511000000.0,-201000000.0,-619000000.0,600000000.0,13064000000.0,358000000.0,476948143.0,39000000.0,-65000000.0,1136000000.0,1107000000.0,204000000.0,-404000000.0,3235000000.0,142000000.0,877000000.0,1892000000.0,-577000000.0,858000000,18000000.0,3547000000,,1004000000.0,408000000.0,-199000000.0,51158000000.0,1014000000.0,124000000.0,0.93,-17337000000.0,1389000000.0,519000000.0,470000000.0,4987000000.0,,4407000000.0,650000000.0,33821000000.0,,1335000000,208000000.0,-180000000.0,,,,
2009-12-31,363000000.0,88000000.0,29881000000.0,287000000.0,1107000000.0,43592000000.0,4756000000.0,76000000.0,15757000000.0,,238000000.0,48348000000.0,419000000.0,-280000000.0,1382000000.0,247000000.0,3288000000.0,-1959000000.0,490000000.0,37000000.0,1661000000.0,2175000000.0,37000000.0,343000000.0,239000000,35208000000.0,239000000.0,6420000000.0,,,-81000000.0,1694000000.0,-195000000.0,-819000000.0,584000000.0,13140000000.0,877000000.0,,-27000000.0,82000000.0,942000000.0,-177000000.0,345000000.0,-374000000.0,3239000000.0,168000000.0,579000000.0,1867000000.0,-516000000.0,481000000,22000000.0,3282000000,,1158000000.0,438000000.0,-296000000.0,51684000000.0,604000000.0,-172000000.0,,-17340000000.0,1383000000.0,-387000000.0,632000000.0,5327000000.0,,4451000000.0,277000000.0,34344000000.0,,943000000,40000000.0,-178000000.0,,,,
2010-03-31,238000000.0,-645000000.0,30786000000.0,254000000.0,1252000000.0,44109000000.0,5516000000.0,76000000.0,16281000000.0,478844632.0,344000000.0,49625000000.0,438000000.0,-445000000.0,1457000000.0,250000000.0,3298000000.0,0.0,818000000.0,-83000000.0,1566000000.0,2317000000.0,38000000.0,449000000.0,346000000,36301000000.0,345000000.0,6587000000.0,,0.72,83000000.0,1559000000.0,-198000000.0,-430000000.0,1480000000.0,13324000000.0,490000000.0,478429535.0,-617000000.0,107000000.0,1165000000.0,-679000000.0,430000000.0,-364000000.0,3244000000.0,555000000.0,927000000.0,2316000000.0,-647000000.0,758000000,26000000.0,3569000000,,954000000.0,121000000.0,-655000000.0,52013000000.0,2000000.0,756000000.0,0.72,-17487000000.0,1370000000.0,328000000.0,621000000.0,5515000000.0,,4597000000.0,549000000.0,34526000000.0,,1237000000,207000000.0,-112000000.0,,,,
2010-06-30,298000000.0,82000000.0,30889000000.0,284000000.0,1122000000.0,44144000000.0,5793000000.0,76000000.0,16305000000.0,479176543.0,136000000.0,49937000000.0,444000000.0,-393000000.0,1457000000.0,249000000.0,3225000000.0,-1000000.0,838000000.0,-85000000.0,1577000000.0,2238000000.0,38000000.0,408000000.0,137000000,36667000000.0,136000000.0,6671000000.0,,0.28,-12000000.0,1844000000.0,-202000000.0,-562000000.0,1776000000.0,13269000000.0,818000000.0,479050774.0,-185000000.0,16000000.0,1210000000.0,-760000000.0,354000000.0,-372000000.0,3248000000.0,325000000.0,912000000.0,2516000000.0,-498000000.0,394000000,16000000.0,3360000000,,863000000.0,91000000.0,-185000000.0,52400000000.0,580000000.0,2000000.0,0.28,-17682000000.0,1545000000.0,20000000.0,570000000.0,5778000000.0,,4533000000.0,201000000.0,34718000000.0,,894000000,-65000000.0,-68000000.0,,,,
2010-09-30,326000000.0,567000000.0,30088000000.0,255000000.0,1436000000.0,44471000000.0,5421000000.0,76000000.0,15995000000.0,479750447.0,555000000.0,49892000000.0,468000000.0,-704000000.0,1296000000.0,251000000.0,3254000000.0,0.0,1090000000.0,5000000.0,1409000000.0,2628000000.0,35000000.0,0.0,557000000,36236000000.0,556000000.0,6928000000.0,,1.16,169000000.0,1603000000.0,-204000000.0,-583000000.0,1722000000.0,13656000000.0,838000000.0,479578139.0,36000000.0,2000000.0,1416000000.0,-167000000.0,181000000.0,-364000000.0,3252000000.0,660000000.0,1090000000.0,2752000000.0,-553000000.0,1025000000,23000000.0,4064000000,,884000000.0,192000000.0,373000000.0,52927000000.0,1120000000.0,-285000000.0,1.16,-17929000000.0,1340000000.0,252000000.0,470000000.0,6148000000.0,,4887000000.0,812000000.0,34998000000.0,,1531000000,258000000.0,-113000000.0,,,,
2010-12-31,416000000.0,222000000.0,30315000000.0,281000000.0,1219000000.0,45439000000.0,5016000000.0,76000000.0,15502000000.0,,176000000.0,50455000000.0,430000000.0,-380000000.0,1535000000.0,249000000.0,3257000000.0,-2000000.0,294000000.0,127000000.0,1448000000.0,2215000000.0,36000000.0,410000000.0,178000000,36833000000.0,177000000.0,7359000000.0,448000000.0,,-19000000.0,1729000000.0,-223000000.0,-948000000.0,1769000000.0,13622000000.0,1090000000.0,,-100000000.0,-107000000.0,710000000.0,-597000000.0,401000000.0,-381000000.0,3257000000.0,277000000.0,294000000.0,2655000000.0,-738000000.0,486000000,28000000.0,3434000000,,1061000000.0,405000000.0,100000000.0,53740000000.0,960000000.0,-808000000.0,,-18066000000.0,1371000000.0,-796000000.0,,6518000000.0,,4842000000.0,287000000.0,35674000000.0,,966000000,113000000.0,-37000000.0,,,,
2011-03-31,366000000.0,49000000.0,30792000000.0,248000000.0,1331000000.0,45771000000.0,4789000000.0,76000000.0,15631000000.0,481365806.0,353000000.0,50560000000.0,403000000.0,-454000000.0,1413000000.0,242000000.0,1559000000.0,0.0,625000000.0,-126000000.0,1328000000.0,2399000000.0,35000000.0,0.0,355000000,36781000000.0,354000000.0,7490000000.0,,0.73,121000000.0,1567000000.0,-224000000.0,-613000000.0,1647000000.0,13779000000.0,294000000.0,481144270.0,181000000.0,-4000000.0,991000000.0,-1269000000.0,263000000.0,-373000000.0,3263000000.0,557000000.0,625000000.0,3129000000.0,-781000000.0,832000000,31000000.0,3730000000,,884000000.0,330000000.0,-32000000.0,54096000000.0,830000000.0,114000000.0,0.73,-18330000000.0,1059000000.0,331000000.0,669000000.0,5989000000.0,,4973000000.0,627000000.0,35766000000.0,,1272000000,-278000000.0,156000000.0,,,,
2011-06-30,311000000.0,467000000.0,30926000000.0,282000000.0,1267000000.0,45998000000.0,4754000000.0,76000000.0,15564000000.0,482203255.0,352000000.0,50752000000.0,410000000.0,-191000000.0,-29497000000.0,239000000.0,3247000000.0,0.0,417000000.0,39000000.0,1305000000.0,2342000000.0,40000000.0,0.0,353000000,36813000000.0,352000000.0,7716000000.0,284000000.0,0.73,25000000.0,1625000000.0,-223000000.0,-667000000.0,1792000000.0,13939000000.0,625000000.0,481928494.0,-128000000.0,-18000000.0,728000000.0,-659000000.0,93000000.0,-362000000.0,3266000000.0,166000000.0,417000000.0,2710000000.0,-435000000.0,717000000,18000000.0,3609000000,,969000000.0,195000000.0,-119000000.0,54669000000.0,902000000.0,-443000000.0,0.73,-18605000000.0,1045000000.0,-208000000.0,,5887000000.0,,5103000000.0,521000000.0,36064000000.0,,1170000000,174000000.0,-463000000.0,,,,
2011-09-30,240000000.0,859000000.0,30850000000.0,235000000.0,1665000000.0,46813000000.0,4374000000.0,76000000.0,15183000000.0,482796945.0,928000000.0,51187000000.0,445000000.0,-379000000.0,1441000000.0,242000000.0,3138000000.0,3000000.0,546000000.0,21000000.0,1173000000.0,2668000000.0,227000000.0,0.0,657000000,36534000000.0,929000000.0,8108000000.0,280000000.0,1.92,129000000.0,1688000000.0,-223000000.0,-687000000.0,1721000000.0,14653000000.0,417000000.0,482498734.0,-2000000.0,-16000000.0,786000000.0,-464000000.0,78000000.0,-380000000.0,3271000000.0,433000000.0,546000000.0,2546000000.0,-747000000.0,980000000,21000000.0,4333000000,,1003000000.0,239000000.0,352000000.0,55097000000.0,1606000000.0,-790000000.0,1.92,-18680000000.0,1119000000.0,129000000.0,,5684000000.0,0.0,5810000000.0,984000000.0,36417000000.0,,1671000000,334000000.0,-197000000.0,,,,
2011-12-31,294000000.0,-362000000.0,30947000000.0,279000000.0,1349000000.0,48041000000.0,4182000000.0,76000000.0,15083000000.0,,308000000.0,52223000000.0,534000000.0,-297000000.0,195000000.0,210000000.0,1592000000.0,2000000.0,221000000.0,22000000.0,1292000000.0,2095000000.0,50000000.0,1627000000.0,584000000,37558000000.0,311000000.0,8227000000.0,,,-99000000.0,1703000000.0,-230000000.0,-923000000.0,1760000000.0,14664000000.0,546000000.0,,56000000.0,71000000.0,515000000.0,-272000000.0,325000000.0,-470000000.0,3274000000.0,231000000.0,221000000.0,3083000000.0,-812000000.0,392000000,22000000.0,3444000000,,1095000000.0,30000000.0,297000000.0,55670000000.0,450000000.0,148000000.0,,-18699000000.0,1437000000.0,-325000000.0,717000000.0,6611000000.0,0.0,5890000000.0,235000000.0,36971000000.0,,979000000,-1604000000.0,9000000.0,,,,
2012-03-31,217000000.0,39000000.0,31703000000.0,237000000.0,1313000000.0,48688000000.0,4214000000.0,90000000.0,15340000000.0,484248868.0,389000000.0,52902000000.0,457000000.0,-353000000.0,1499000000.0,229000000.0,3951000000.0,4000000.0,286000000.0,-26000000.0,1418000000.0,2312000000.0,43000000.0,0.0,390000000,38045000000.0,389000000.0,8493000000.0,,0.8,-126000000.0,1558000000.0,-229000000.0,-792000000.0,1626000000.0,14856000000.0,221000000.0,483828101.0,207000000.0,-23000000.0,503000000.0,-395000000.0,75000000.0,-472000000.0,3280000000.0,413000000.0,286000000.0,3030000000.0,-837000000.0,754000000,31000000.0,3625000000,,978000000.0,261000000.0,-156000000.0,56223000000.0,876000000.0,-19000000.0,0.8,-18791000000.0,1418000000.0,65000000.0,679000000.0,6342000000.0,0.0,6050000000.0,570000000.0,37432000000.0,,1256000000,-189000000.0,-27000000.0,,,,
2012-06-30,297000000.0,204000000.0,32006000000.0,281000000.0,1172000000.0,48938000000.0,4483000000.0,90000000.0,15319000000.0,484860690.0,362000000.0,53421000000.0,426000000.0,-194000000.0,1522000000.0,235000000.0,3899000000.0,-16000000.0,297000000.0,-74000000.0,1494000000.0,2379000000.0,35000000.0,0.0,363000000,38413000000.0,362000000.0,8627000000.0,293000000.0,0.75,-73000000.0,1638000000.0,-229000000.0,-738000000.0,1633000000.0,15007000000.0,286000000.0,484500029.0,-114000000.0,-15000000.0,594000000.0,-128000000.0,126000000.0,-475000000.0,3284000000.0,104000000.0,297000000.0,3191000000.0,-633000000.0,741000000,19000000.0,3551000000,,906000000.0,156000000.0,-288000000.0,56784000000.0,837000000.0,-88000000.0,0.75,-18956000000.0,1119000000.0,11000000.0,,6407000000.0,0.0,6185000000.0,543000000.0,37828000000.0,,1238000000,180000000.0,-9000000.0,,,,
2012-09-30,278000000.0,459000000.0,31742000000.0,249000000.0,1507000000.0,49195000000.0,4648000000.0,90000000.0,14955000000.0,485362858.0,487000000.0,53843000000.0,470000000.0,-198000000.0,1535000000.0,233000000.0,3879000000.0,17000000.0,443000000.0,-35000000.0,1462000000.0,2649000000.0,21000000.0,0.0,488000000,38537000000.0,487000000.0,8905000000.0,295000000.0,1.0,30000000.0,1724000000.0,-229000000.0,-751000000.0,1645000000.0,15306000000.0,297000000.0,484979543.0,-97000000.0,-19000000.0,721000000.0,-472000000.0,103000000.0,-454000000.0,3286000000.0,201000000.0,443000000.0,3488000000.0,-740000000.0,925000000,14000000.0,4156000000,,988000000.0,175000000.0,-39000000.0,57459000000.0,1199000000.0,-302000000.0,1.0,-19326000000.0,1263000000.0,146000000.0,,6795000000.0,0.0,6444000000.0,715000000.0,38133000000.0,,1418000000,241000000.0,-19000000.0,,,,
2012-12-31,324000000.0,-30000000.0,32307000000.0,269000000.0,5365000000.0,49778000000.0,4589000000.0,91000000.0,15586000000.0,,21000000.0,54367000000.0,565000000.0,-329000000.0,1696000000.0,291000000.0,3823000000.0,0.0,279000000.0,75000000.0,1519000000.0,-1752000000.0,-253000000.0,0.0,21000000,39130000000.0,21000000.0,9252000000.0,316000000.0,,-55000000.0,-2288000000.0,-229000000.0,-1110000000.0,685000000.0,15237000000.0,443000000.0,,-12000000.0,-22000000.0,603000000.0,-1413000000.0,88000000.0,-337000000.0,3289000000.0,270000000.0,279000000.0,3152000000.0,-922000000.0,536000000,19000000.0,3613000000,,1169000000.0,25000000.0,322000000.0,57454000000.0,892000000.0,54000000.0,,-18691000000.0,1170000000.0,-164000000.0,,6823000000.0,-94000000.0,6236000000.0,-6000000.0,38763000000.0,,850000000,-16000000.0,-91000000.0,,,,
2013-03-31,261000000.0,-134000000.0,32954000000.0,241000000.0,2433000000.0,50153000000.0,4397000000.0,91000000.0,15899000000.0,486344036.0,363000000.0,54550000000.0,454000000.0,-196000000.0,1727000000.0,232000000.0,3853000000.0,8000000.0,179000000.0,-3000000.0,1520000000.0,1393000000.0,19000000.0,0.0,364000000,39129000000.0,363000000.0,9556000000.0,299000000.0,0.75,-1000000.0,638000000.0,-230000000.0,-772000000.0,679000000.0,15421000000.0,279000000.0,485823668.0,-4000000.0,73000000.0,440000000.0,-894000000.0,91000000.0,-306000000.0,3291000000.0,243000000.0,179000000.0,2981000000.0,-890000000.0,755000000,15000000.0,3826000000,,1004000000.0,195000000.0,-268000000.0,58075000000.0,756000000.0,-84000000.0,0.75,-18945000000.0,923000000.0,-100000000.0,,6175000000.0,-2000000.0,6370000000.0,545000000.0,39130000000.0,,1231000000,195000000.0,-19000000.0,,,,
2013-06-30,298000000.0,-46000000.0,32923000000.0,254000000.0,2216000000.0,50357000000.0,4622000000.0,91000000.0,15799000000.0,486763615.0,338000000.0,54979000000.0,472000000.0,-227000000.0,1734000000.0,228000000.0,3804000000.0,-7000000.0,117000000.0,-54000000.0,1574000000.0,1366000000.0,-129000000.0,0.0,339000000,39442000000.0,338000000.0,9691000000.0,297000000.0,0.69,-60000000.0,665000000.0,-239000000.0,-871000000.0,725000000.0,15537000000.0,179000000.0,486293026.0,-49000000.0,-16000000.0,415000000.0,-232000000.0,98000000.0,-313000000.0,3296000000.0,180000000.0,117000000.0,3357000000.0,-806000000.0,701000000,26000000.0,3582000000,,987000000.0,240000000.0,-300000000.0,58357000000.0,760000000.0,49000000.0,0.69,-18932000000.0,944000000.0,-62000000.0,,6519000000.0,-2000000.0,6470000000.0,393000000.0,39425000000.0,,1093000000,68000000.0,-127000000.0,,,,
2013-09-30,288000000.0,629000000.0,33508000000.0,219000000.0,2479000000.0,50646000000.0,4317000000.0,91000000.0,16202000000.0,487258905.0,433000000.0,54963000000.0,485000000.0,-270000000.0,1735000000.0,225000000.0,3919000000.0,5000000.0,147000000.0,29000000.0,1440000000.0,1697000000.0,-117000000.0,0.0,434000000,39200000000.0,433000000.0,9871000000.0,298000000.0,0.89,133000000.0,678000000.0,-240000000.0,-877000000.0,657000000.0,15762000000.0,117000000.0,486932747.0,57000000.0,25000000.0,435000000.0,-1228000000.0,81000000.0,-306000000.0,3299000000.0,265000000.0,147000000.0,2584000000.0,-895000000.0,1019000000,20000000.0,4176000000,,1044000000.0,338000000.0,150000000.0,59044000000.0,1524000000.0,-617000000.0,0.89,-19174000000.0,957000000.0,30000000.0,,5692000000.0,-2000000.0,6664000000.0,680000000.0,39870000000.0,,1390000000,257000000.0,-82000000.0,,,,
