date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1986-07-31,,,,,,,27448200.0,,,,,69400000,,4500000,0.163945,,4500000,4500000,,,,,,,,,,,,,,,,,,,,,,0.163945,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,69400000,,,,,69400000,,,,,,,
1986-10-31,,,,,,,27448200.0,,,,,78100000,,4300000,0.156659,,4300000,4300000,,,,,,,,,,,,,,,,,,,,,,0.156659,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,78100000,,,,,78100000,,,,,,,
1987-01-31,,,,,,,27448200.0,,,,,67600000,,4200000,0.153015,,4200000,4200000,,,,,,,,,,,,,,,,,,,,,,0.153015,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,67600000,,,,,67600000,,,,,,,
1987-04-30,35600000.0,96500000.0,,105900000.0,,,,,,56400000.0,,73200000,,4700000,,152900000.0,4700000,4700000,45400000.0,5600000.0,2000000.0,2200000.0,,42900000.0,,,,,,4100000.0,4200000.0,,,,,,,,,,25200000.0,25200000.0,107500000.0,,,,,,,,,2500000.0,,-28600000.0,,,8100000.0,,74900000.0,,,,,,-181000000,33100000.0,,,,-181000000,46300000.0,,,,,,
1987-07-31,,,,,,,27448200.0,,,,,77100000,,6200000,0.22588,,6200000,6200000,,,,,,,,,,,,,,,,,,,,,,0.22588,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,77100000,,,,,77100000,,,,,,,
1987-10-31,,,,,,,27448200.0,,,,,82200000,,5500000,0.200377,,5500000,5500000,,,,,,,,,,,,,,,,,,,,,,0.200377,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,82200000,,,,,82200000,,,,,,,
1988-01-31,,,,,,,27448200.0,,,,,75400000,,5100000,0.185805,,5100000,5100000,,,,,,,,,,,,,,,,,,,,,,0.185805,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,75400000,,,,,75400000,,,,,,,
1988-04-30,35700000.0,101800000.0,,122800000.0,,,,,,68200000.0,,79500000,,6100000,,170000000.0,6100000,6100000,44700000.0,5900000.0,2600000.0,2900000.0,,47000000.0,,,,,,4300000.0,3100000.0,,,,,,,,,,27100000.0,27100000.0,125300000.0,,,,,,,,,700000.0,,-34100000.0,,,11600000.0,,88100000.0,,,,,,-197100000,35000000.0,,,,-197100000,54000000.0,,,,,,
1988-07-31,,,,,,,27448200.0,,,,,88100000,,7300000,0.265956,,7300000,7300000,,,,,,,,,,,,,,,,,,,,,,0.265956,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,88100000,,,,,88100000,,,,,,,
1988-10-31,,,,,,,27448200.0,,,,,100300000,,7500000,0.273242,,7500000,7500000,,,,,,,,,,,,,,,,,,,,,,0.273242,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,100300000,,,,,100300000,,,,,,,
1989-01-31,,,,,,,27448200.0,,,,,85000000,,6000000,0.218594,,6000000,6000000,,,,,,,,,,,,,,,,,,,,,,0.218594,,,,,,,,,,,,,,,,27448200.0,,,,,,,,,85000000,,,,,85000000,,,,,,,
1989-04-30,41900000.0,118100000.0,,143400000.0,,,,,,80400000.0,,93600000,,6900000,,198500000.0,6900000,6900000,54000000.0,7100000.0,4500000.0,4600000.0,,47200000.0,,,,,,5600000.0,5000000.0,,,,,,,,,,36700000.0,36700000.0,144500000.0,,,,,,,,,700000.0,,-40600000.0,,,14000000.0,,102500000.0,,,,,,-230500000,41200000.0,,,,-230500000,61900000.0,,,,,,
1989-07-31,63400000.0,126800000.0,-1900000.0,149500000.0,,-12000000.0,27448200.0,22000000.0,,99100000.0,,100100000,-8900000.0,8100000,0.295101,225900000.0,8100000,8100000,74900000.0,7200000.0,5200000.0,3400000.0,,86200000.0,65400000.0,,-17600000.0,,700000.0,,4300000.0,,,34700000.0,-22600000.0,,,22000000.0,13300000.0,0.295101,7600000.0,7600000.0,151000000.0,,36700000.0,5200000.0,-700000.0,,,100000.0,-5000000.0,700000.0,-2500000.0,-42200000.0,-600000.0,27448200.0,24300000.0,,111800000.0,,,,-3900000.0,-29000000.0,12700000,14800000.0,,47900000.0,,12700000,69600000.0,,,,,,
1989-10-31,65600000.0,134200000.0,-1900000.0,155900000.0,,-21300000.0,27448200.0,25000000.0,,100700000.0,,118400000,-16600000.0,8300000,0.302388,234900000.0,8300000,8300000,77100000.0,7200000.0,5600000.0,4000000.0,,88100000.0,79500000.0,,-3400000.0,,300000.0,,4300000.0,,,38900000.0,-6900000.0,,,25000000.0,13800000.0,0.302388,1600000.0,1600000.0,157800000.0,,,5500000.0,,,,400000.0,-3500000.0,16400000.0,13900000.0,-44000000.0,15800000.0,27448200.0,24300000.0,,114800000.0,,,,-13100000.0,-6100000.0,13900000,11900000.0,,37300000.0,,13900000,70800000.0,,,,,,
1990-01-31,44400000.0,115600000.0,-1900000.0,160100000.0,,9700000.0,27448200.0,20700000.0,,102500000.0,,95400000,12100000.0,6100000,0.222237,218100000.0,6100000,6100000,55900000.0,7200000.0,5800000.0,4900000.0,,77600000.0,65100000.0,,-200000.0,,400000.0,,4300000.0,,,30300000.0,-3900000.0,,,20700000.0,9700000.0,0.222237,2400000.0,2400000.0,162200000.0,,,3600000.0,,,,300000.0,-3700000.0,7700000.0,-11200000.0,-45700000.0,-9300000.0,27448200.0,24000000.0,,118400000.0,,,,15800000.0,800000.0,9600000,9300000.0,,27400000.0,,9600000,72700000.0,,,,,,
1990-04-30,45700000.0,119900000.0,-1900000.0,165400000.0,,44600000.0,,24200000.0,,104900000.0,,108500000,7500000.0,7800000,,224800000.0,7800000,7800000,57700000.0,7700000.0,6000000.0,4400000.0,,61500000.0,61000000.0,,16600000.0,,500000.0,6200000.0,4300000.0,,,47500000.0,-4200000.0,,,34700000.0,13300000.0,,18400000.0,18400000.0,167100000.0,,,5500000.0,,,,200000.0,-21400000.0,,-8500000.0,-46800000.0,-6600000.0,,23500000.0,,122200000.0,,,,28900000.0,16000000.0,12800000,23700000.0,,22000000.0,,12800000,75400000.0,,,,,,
1990-07-31,60900000.0,139700000.0,-2500000.0,171500000.0,,-24200000.0,27448200.0,25900000.0,,107700000.0,,110700000,-19900000.0,8500000,0.309674,247400000.0,8500000,8500000,73100000.0,7900000.0,6000000.0,3500000.0,,96000000.0,71300000.0,,-100000.0,,400000.0,,4300000.0,,,39400000.0,-4100000.0,,,25900000.0,13900000.0,0.309674,1400000.0,1400000.0,174300000.0,,18400000.0,5400000.0,-1100000.0,,,100000.0,-4200000.0,,2700000.0,-48300000.0,5200000.0,27448200.0,23600000.0,,126400000.0,,,,-15700000.0,-17000000.0,13500000,25500000.0,,35400000.0,,13500000,78100000.0,,,,,,
1990-10-31,58000000.0,142400000.0,-2500000.0,177500000.0,,-8000000.0,27448200.0,28600000.0,,108600000.0,,125200000,-2800000.0,8600000,0.313317,251000000.0,8600000,8600000,70000000.0,7700000.0,6000000.0,4300000.0,,92500000.0,82200000.0,,-500000.0,,300000.0,,4300000.0,,,43000000.0,-3900000.0,,,28600000.0,14300000.0,0.313317,2100000.0,2100000.0,181000000.0,,,5700000.0,,,,300000.0,-3400000.0,,4100000.0,-50500000.0,6600000.0,27448200.0,23100000.0,,130000000.0,,,,600000.0,700000.0,14400000,23400000.0,,34600000.0,,14400000,79500000.0,,,,,,
1991-01-31,41600000.0,129700000.0,-2500000.0,181300000.0,,17400000.0,27448200.0,25800000.0,,109200000.0,,102000000,19700000.0,6300000,0.229523,238900000.0,6300000,6300000,53500000.0,7600000.0,16000000.0,4400000.0,,82300000.0,66000000.0,,200000.0,,300000.0,,4300000.0,,,36000000.0,-3400000.0,,,25800000.0,10300000.0,0.229523,7700000.0,7700000.0,185400000.0,,,4000000.0,,,,200000.0,-3900000.0,,-14800000.0,-52800000.0,-12300000.0,27448200.0,12600000.0,,133400000.0,,,,23600000.0,5600000.0,10200000,20500000.0,,21100000.0,,10200000,80600000.0,,,,,,
1991-04-30,50000000.0,141000000.0,-2500000.0,186900000.0,,38300000.0,,27500000.0,,111400000.0,,117100000,18900000.0,8400000,,252400000.0,8400000,8400000,62200000.0,7900000.0,6000000.0,7700000.0,,66500000.0,64300000.0,,800000.0,,800000.0,6400000.0,4300000.0,,,52800000.0,-4900000.0,,,39300000.0,14100000.0,,24500000.0,24500000.0,190200000.0,,,5700000.0,,,,200000.0,-5800000.0,,-3000000.0,-53800000.0,-500000.0,,22500000.0,,136700000.0,,,,24700000.0,16800000.0,13500000,25200000.0,,24800000.0,,13500000,82900000.0,,,,,,
1991-07-31,61500000.0,155500000.0,-2800000.0,193100000.0,,-15200000.0,27448200.0,27700000.0,,114500000.0,,119700000,-12000000.0,8900000,0.324247,270000000.0,8900000,8900000,73700000.0,7900000.0,7000000.0,4800000.0,,99700000.0,77800000.0,,-500000.0,,700000.0,,4300000.0,,,41900000.0,-5800000.0,,,27700000.0,14600000.0,0.324247,9700000.0,9700000.0,196300000.0,,24500000.0,5700000.0,,,,100000.0,-5700000.0,,-2800000.0,-56200000.0,0.0,27448200.0,22100000.0,,141600000.0,,,,-6300000.0,-14800000.0,14200000,27500000.0,,34000000.0,,14200000,85400000.0,,,,,,
1991-10-31,57100000.0,157400000.0,-2800000.0,199600000.0,,-16800000.0,27448200.0,30500000.0,,115500000.0,,130800000,-10900000.0,9300000,0.33882,272900000.0,9300000,9300000,69200000.0,7800000.0,7100000.0,4900000.0,,103000000.0,85300000.0,,-100000.0,,500000.0,,4300000.0,,,45500000.0,-3500000.0,,,30500000.0,15300000.0,0.33882,2900000.0,2900000.0,203700000.0,,,6000000.0,,,,100000.0,-3400000.0,,4200000.0,-58200000.0,7000000.0,27448200.0,21800000.0,,144800000.0,,,,-7500000.0,-6800000.0,15000000,23400000.0,,33700000.0,,15000000,86600000.0,,,,,,
1992-01-31,44400000.0,148000000.0,-2800000.0,203500000.0,,14400000.0,27448200.0,28400000.0,,115300000.0,,112000000,16700000.0,6700000,0.244096,263300000.0,6700000,6700000,56400000.0,7700000.0,6800000.0,5700000.0,,91300000.0,72700000.0,,200000.0,,300000.0,,4300000.0,,,39300000.0,-3700000.0,,,28400000.0,11100000.0,0.244096,10500000.0,10500000.0,206900000.0,,,4400000.0,,,,100000.0,-4500000.0,,-9900000.0,-60600000.0,-7100000.0,27448200.0,21100000.0,,148000000.0,,,,21200000.0,7600000.0,10900000,23200000.0,,21200000.0,,10900000,87400000.0,,,,,,
1992-04-30,53600000.0,161600000.0,-2800000.0,209600000.0,,43200000.0,,28300000.0,,116200000.0,,121100000,30200000.0,9100000,,277800000.0,9100000,9100000,65600000.0,8200000.0,6900000.0,5900000.0,,77800000.0,65500000.0,,-200000.0,,600000.0,6700000.0,3800000.0,,,55600000.0,-3800000.0,,,41100000.0,15000000.0,,36300000.0,36300000.0,212200000.0,,,5900000.0,,,,0.0,-3800000.0,,-4300000.0,-62600000.0,-1500000.0,,21000000.0,,150900000.0,,,,34000000.0,25800000.0,14500000,25200000.0,,28400000.0,,14500000,88300000.0,,,,,,
1992-07-31,55800000.0,167100000.0,-3100000.0,216100000.0,,-16300000.0,27448200.0,28000000.0,,119900000.0,,124800000,-11100000.0,9600000,0.34975,287000000.0,9600000,9600000,67700000.0,8100000.0,9200000.0,4200000.0,,101100000.0,81400000.0,,-2400000.0,,500000.0,,3800000.0,,,43400000.0,-6700000.0,,,28000000.0,15800000.0,0.34975,19800000.0,19800000.0,219300000.0,,36300000.0,6200000.0,,,,100000.0,-4400000.0,,-3100000.0,-64700000.0,0.0,27448200.0,20500000.0,,154900000.0,,,,-6700000.0,-16400000.0,15400000,26000000.0,,29800000.0,,15400000,90200000.0,,,,,,
1992-10-31,47400000.0,162200000.0,-3100000.0,223400000.0,,-4800000.0,27448200.0,30400000.0,,118400000.0,,133900000,1700000.0,10400000,0.378896,280600000.0,10400000,10400000,56800000.0,8100000.0,9200000.0,4400000.0,,94900000.0,86600000.0,,0.0,,300000.0,,1300000.0,,,47300000.0,-3700000.0,,,30400000.0,17200000.0,0.378896,16200000.0,16200000.0,223800000.0,,,6800000.0,,,,100000.0,-3900000.0,,-5300000.0,-66900000.0,-2200000.0,27448200.0,19600000.0,,156500000.0,,,,5600000.0,-3600000.0,16900000,21600000.0,,25800000.0,,16900000,89600000.0,,,,,,
1993-01-31,42100000.0,156700000.0,-3100000.0,227700000.0,,16900000.0,27448200.0,28900000.0,,122700000.0,,110400000,16600000.0,7400000,0.269599,279400000.0,7400000,7400000,51300000.0,7900000.0,9700000.0,4400000.0,,83000000.0,69800000.0,,-700000.0,,1100000.0,,1300000.0,,,40600000.0,-8000000.0,,,28900000.0,12600000.0,0.269599,29300000.0,29300000.0,228100000.0,,,5200000.0,,,,100000.0,-7700000.0,20500000.0,-3100000.0,-68400000.0,0.0,27448200.0,19100000.0,,162300000.0,,,,24300000.0,13000000.0,11700000,21600000.0,,,,11700000,93900000.0,,,,,,
1993-04-30,56500000.0,168400000.0,-3100000.0,219000000.0,,30400000.0,,30400000.0,,126400000.0,,122300000,28000000.0,5500000,,294800000.0,5500000,10000000,74300000.0,,6900000.0,5700000.0,,71900000.0,63200000.0,,-1600000.0,,300000.0,3300000.0,,,,59100000.0,-6500000.0,,,43500000.0,15800000.0,,50400000.0,50400000.0,220500000.0,,,5800000.0,,,,200000.0,-5000000.0,,-5700000.0,-70600000.0,-2600000.0,,23200000.0,,166900000.0,,,,33000000.0,21200000.0,15600000,29100000.0,,27400000.0,,15600000,96300000.0,,,,,,
1993-07-31,67600000.0,171800000.0,-3300000.0,224500000.0,,-22400000.0,27448200.0,29600000.0,,139200000.0,,118300000,-34000000.0,8900000,0.324247,311000000.0,8900000,8900000,85400000.0,,7200000.0,4900000.0,,111900000.0,74400000.0,,-300000.0,,400000.0,,,,,43900000.0,-20100000.0,,,29600000.0,14600000.0,0.324247,13500000.0,13500000.0,225600000.0,,50400000.0,5700000.0,,,,100000.0,-20500000.0,10200000.0,-3200000.0,-72900000.0,100000.0,27448200.0,30500000.0,,174400000.0,,,,-13500000.0,-36900000.0,14300000,23700000.0,,33700000.0,,14300000,101500000.0,,,,,,
1993-10-31,55400000.0,165900000.0,-3400000.0,231600000.0,,-6300000.0,27448200.0,32400000.0,,139100000.0,,138400000,16100000.0,10400000,0.378896,305000000.0,10400000,10400000,73000000.0,,6900000.0,5400000.0,,105000000.0,88500000.0,,-15800000.0,,100000.0,,,,,49900000.0,-4300000.0,,,32400000.0,17600000.0,0.378896,10000000.0,10000000.0,232000000.0,,,7200000.0,,,,0.0,12000000.0,,-3100000.0,-75400000.0,300000.0,27448200.0,29600000.0,,178000000.0,,,,4100000.0,-3500000.0,17500000,28300000.0,,27100000.0,,17500000,102600000.0,,,,,,
1994-01-31,47900000.0,160500000.0,-3300000.0,234300000.0,,16900000.0,27448200.0,31800000.0,,141000000.0,,120600000,19900000.0,7400000,0.269599,301500000.0,7400000,7400000,65600000.0,,8500000.0,5500000.0,,90000000.0,77000000.0,,-700000.0,,600000.0,,,,,43600000.0,-4700000.0,,,31800000.0,12400000.0,0.269599,25300000.0,25300000.0,235900000.0,,,5000000.0,,,,100000.0,-4400000.0,,-4500000.0,-78200000.0,-1200000.0,27448200.0,28500000.0,,182200000.0,,,,24300000.0,15200000.0,11800000,25700000.0,,22200000.0,,11800000,104000000.0,,,,,,
1994-04-30,83195000.0,171685000.0,-3360000.0,233420000.0,,14126000.0,,40888000.0,61044000.0,206956000.0,,134225000,34465000.0,3798000,,378641000.0,3798000,3798000,144239000.0,1143000.0,9289000.0,6562000.0,47828000.0,103236000.0,86255000.0,25813000.0,16228000.0,21833000.0,214000.0,2469000.0,48558000.0,,,47970000.0,-89683000.0,,,40888000.0,8123000.0,,14059000.0,14059000.0,234402000.0,7277000.0,,4325000.0,,,,320000.0,-5807000.0,4327000.0,38285000.0,-81278000.0,-3816000.0,,38328000.0,,218784000.0,-4310000.0,,2124000.0,40272000.0,-11186000.0,7082000,9970000.0,,37322000.0,,7082000,137506000.0,,,,,,
1994-07-31,138200000.0,214600000.0,-3600000.0,239000000.0,,-29100000.0,27448200.0,34700000.0,,225100000.0,,144300000,-24700000.0,9200000,0.335177,439700000.0,9200000,9200000,199100000.0,,9200000.0,6800000.0,,149800000.0,94400000.0,,-22400000.0,,900000.0,,,,,49900000.0,-27000000.0,,,34700000.0,15300000.0,0.335177,5500000.0,5500000.0,240600000.0,,14100000.0,6100000.0,-100000.0,,,700000.0,-4800000.0,42000000.0,38200000.0,-85100000.0,41800000.0,27448200.0,77500000.0,,223500000.0,,,,-19900000.0,-8600000.0,15200000,48500000.0,,47700000.0,,15200000,138400000.0,,,,,,
1994-10-31,141500000.0,235900000.0,-3700000.0,247700000.0,,-24500000.0,27448200.0,42800000.0,,224600000.0,,184300000,-15600000.0,12300000,0.448117,460500000.0,12300000,12300000,209900000.0,,9500000.0,7700000.0,,139400000.0,120800000.0,,-300000.0,,1500000.0,,,,,63500000.0,-3700000.0,,,42800000.0,20900000.0,0.448117,6600000.0,6600000.0,250600000.0,,,8600000.0,,,,1400000.0,-3400000.0,54800000.0,17000000.0,-88900000.0,20700000.0,27448200.0,77000000.0,,227000000.0,,,,-12200000.0,1100000.0,20700000,52900000.0,,33800000.0,,20700000,138100000.0,,,,,,
1995-01-31,92400000.0,186400000.0,-3600000.0,252600000.0,,49600000.0,,41800000.0,,229900000.0,,157300000,53700000.0,8700000,0.639715,416300000.0,8700000,8700000,160900000.0,,50900000.0,8200000.0,,121500000.0,100600000.0,,-6800000.0,,800000.0,,,,,56700000.0,-11600000.0,,,41800000.0,14500000.0,0.639715,10400000.0,10400000.0,255400000.0,,,5800000.0,,,,1300000.0,-4600000.0,15200000.0,-43000000.0,-92800000.0,-39400000.0,,40700000.0,,231100000.0,,,,58300000.0,3800000.0,14900000,46900000.0,,30300000.0,,14900000,138300000.0,,,,,,
1995-04-30,79843000.0,191836000.0,-3603000.0,254854000.0,,,,35467000.0,83182000.0,229181000.0,,142279000,6713000.0,6103000,,421017000.0,6103000,6103000,163025000.0,1256000.0,8416000.0,16318000.0,53600000.0,110674000.0,95213000.0,24495000.0,30224000.0,40621000.0,-574000.0,5023000.0,67100000.0,,,47066000.0,-4139000.0,,,35467000.0,10680000.0,,11244000.0,11244000.0,257992000.0,7291000.0,,4577000.0,,,,1115000.0,-6163000.0,0.0,-7779000.0,-95960000.0,-22523000.0,,40019000.0,,236085000.0,-3383000.0,,3858000.0,12876000.0,885000.0,11599000,7147000.0,,40527000.0,,11599000,140125000.0,,,,,,
1995-07-31,119500000.0,232200000.0,-3800000.0,260600000.0,,-18600000.0,13593672.0,37000000.0,,234600000.0,,148000000,-17800000.0,9500000,0.698855,466800000.0,9500000,9500000,203100000.0,,10200000.0,13400000.0,,148800000.0,94600000.0,,,,1000000.0,,,,,53400000.0,-8600000.0,,,37000000.0,16200000.0,0.698855,14500000.0,14500000.0,263700000.0,,11200000.0,6700000.0,,,,1200000.0,-8700000.0,24500000.0,20900000.0,-99600000.0,24700000.0,13593672.0,79900000.0,,244100000.0,,,,-9100000.0,3200000.0,16400000,45000000.0,,50000000.0,,16400000,144500000.0,,,,,,
1995-10-31,141800000.0,263300000.0,0.0,269900000.0,,,,42100000.0,,236700000.0,,179200000,-34400000.0,9400000,0.691498,500000000.0,9400000,9400000,225400000.0,,10100000.0,14800000.0,,143200000.0,120400000.0,,,,1300000.0,,,,,58800000.0,-5600000.0,,,42100000.0,16100000.0,0.691498,13400000.0,13400000.0,274600000.0,,,6700000.0,,,,1800000.0,-6700000.0,55700000.0,31900000.0,-103800000.0,31900000.0,,79600000.0,,250800000.0,,,,-27700000.0,-1000000.0,16700000,41400000.0,,44700000.0,,16700000,147000000.0,,,,,,
