date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2005-07-31,356000000.0,618815000.0,-15707000.0,453746000.0,18639000.0,,58621569.0,110624000.0,636396000.0,2067744000.0,-15081000.0,510331000,6573000.0,29897000,0.51,2686559000.0,29897000,29897000,992396000.0,95207000.0,126868000.0,45840000.0,161262000.0,344209000.0,345618000.0,,7306000.0,,-4223000.0,110368000.0,430821000.0,-58192000.0,,164713000.0,1144000.0,,47487000.0,110624000.0,45579000.0,0.51,47487000.0,67504000.0,1694163000.0,14604000.0,58085000.0,15682000.0,,,,6107000.0,-13615000.0,34314000.0,-31777000.0,-268894000.0,131000.0,58621569.0,1418912000.0,-16201000.0,790858000.0,-16836000.0,21885000.0,,20188000.0,-10598000.0,54089000,197699000.0,,123987000.0,-28348000.0,72728000,521964000.0,,20017000.0,,,,
2005-10-31,357225000.0,647034000.0,-15708000.0,482032000.0,16655000.0,,58789873.0,120025000.0,634920000.0,2073363000.0,10081000.0,606264000,22429000.0,46444000,0.8,2720397000.0,46444000,46444000,992145000.0,94786000.0,124801000.0,48690000.0,187185000.0,348919000.0,402841000.0,,78000.0,,-6143000.0,110053000.0,430081000.0,-2230000.0,,203423000.0,-11833000.0,,42361000.0,120025000.0,72559000.0,0.79,42361000.0,62240000.0,1728252000.0,14592000.0,47487000.0,26115000.0,,,,6025000.0,-16631000.0,39790000.0,-32108000.0,-283284000.0,1101000.0,58055000.0,1420768000.0,-4622000.0,811078000.0,-10252000.0,-5696000.0,,39060000.0,-5126000.0,83398000,176043000.0,,141392000.0,-24039000.0,100053000,527794000.0,,19879000.0,,,,
2006-01-31,265097000.0,600837000.0,-15629000.0,492973000.0,18617000.0,,57985185.0,103610000.0,659592000.0,2065467000.0,0.0,536453000,52863000.0,31312000,0.54,2666304000.0,31312000,31312000,924689000.0,94899000.0,118676000.0,52417000.0,122514000.0,321484000.0,372599000.0,,225000.0,,-6397000.0,135352000.0,429341000.0,30156000.0,,163854000.0,10049000.0,,89246000.0,103610000.0,49572000.0,0.54,89246000.0,104422000.0,1741615000.0,14548000.0,42361000.0,18260000.0,,,,5984000.0,-12469000.0,37749000.0,-28653000.0,-284099000.0,-439000.0,57985185.0,1422730000.0,-9299000.0,808160000.0,-3673000.0,12719000.0,,65332000.0,46885000.0,60244000,146740000.0,,80608000.0,21041000.0,78861000,524061000.0,,15176000.0,,,,
2006-04-30,235440000.0,571495000.0,-15612000.0,489067000.0,17172000.0,,,104198000.0,686245000.0,2078249000.0,0.0,501678000,53244000.0,35701000,,2649744000.0,35701000,35701000,921685000.0,102064000.0,136632000.0,39022000.0,148014000.0,297621000.0,341681000.0,29185000.0,1114000.0,940967000.0,-3801000.0,155579000.0,428602000.0,24230000.0,,159997000.0,-15207000.0,,71956000.0,105063000.0,47860000.0,,71956000.0,86838000.0,1728059000.0,14237000.0,89246000.0,12159000.0,,,,5910000.0,-20457000.0,28620000.0,-76591000.0,-296728000.0,-115000.0,,472915000.0,-51595000.0,824463000.0,12157000.0,2193000.0,,73701000.0,-17290000.0,54934000,88672000.0,,88963000.0,-12296000.0,72106000,527735000.0,,14882000.0,,,,
2006-07-31,289745000.0,676380000.0,-15809000.0,501875000.0,15168000.0,9832000.0,57448000.0,108397000.0,682764000.0,2041658000.0,-20000000.0,526509000,45913000.0,28724000,0.51,2718038000.0,28724000,28724000,972509000.0,101854000.0,155533000.0,125496000.0,144714000.0,305063000.0,368515000.0,,-1113000.0,955452000.0,-1300000.0,153048000.0,427862000.0,-31321000.0,,157994000.0,-42424000.0,,96140000.0,108397000.0,44191000.0,0.5,96140000.0,101107000.0,1745529000.0,14314000.0,71956000.0,15467000.0,,,,6101000.0,-14895000.0,48604000.0,5729000.0,-295453000.0,1982000.0,56321569.0,474371000.0,-1047000.0,751755000.0,20297000.0,12193000.0,,60808000.0,24184000.0,49597000,146113000.0,,95028000.0,7084000.0,64765000,456302000.0,,4967000.0,,,,
2006-10-31,284413000.0,607003000.0,-16127000.0,511914000.0,13805000.0,4726000.0,56961250.0,116088000.0,650481000.0,2082604000.0,0.0,604955000,29677000.0,45569000,0.8,2689607000.0,45569000,45569000,934894000.0,102841000.0,155853000.0,45752000.0,178434000.0,300127000.0,413764000.0,,-720000.0,990562000.0,-544000.0,153518000.0,394122000.0,9014000.0,,191191000.0,24941000.0,,77701000.0,116088000.0,70636000.0,0.8,77701000.0,82690000.0,1754713000.0,14195000.0,96140000.0,25067000.0,,,,5924000.0,-16936000.0,33000000.0,-89765000.0,-299711000.0,11206000.0,56961250.0,478326000.0,-35636000.0,757574000.0,22598000.0,2592000.0,,46613000.0,-18439000.0,75103000,157328000.0,,94085000.0,-17487000.0,88908000,457863000.0,,4989000.0,,,,
2007-01-31,247495000.0,581926000.0,-15884000.0,528180000.0,14600000.0,3813000.0,56939437.0,108789000.0,652992000.0,2073952000.0,0.0,523081000,93549000.0,40427000,0.72,2655878000.0,40427000,40427000,900487000.0,108977000.0,155161000.0,34850000.0,117619000.0,277289000.0,350114000.0,,7000.0,988797000.0,-703000.0,150632000.0,393383000.0,20443000.0,,172967000.0,397000.0,,152168000.0,108789000.0,60448000.0,0.71,152168000.0,152168000.0,1755391000.0,0.0,77701000.0,20021000.0,,,,5656000.0,-11072000.0,33000000.0,-27382000.0,-312127000.0,3467000.0,56148611.0,476720000.0,-15260000.0,765401000.0,8407000.0,8410000.0,,104621000.0,74467000.0,64178000,133876000.0,,80619000.0,45781000.0,78778000,453274000.0,,,,,,
2007-04-30,236468000.0,639366000.0,-15812000.0,553631000.0,15301000.0,2975000.0,,109540000.0,661698000.0,2054457000.0,0.0,493472000,47283000.0,42499000,,2693823000.0,42499000,42499000,898166000.0,110637000.0,131464000.0,29147000.0,124048000.0,286052000.0,313569000.0,24672000.0,-364000.0,990771000.0,-1552000.0,158418000.0,392643000.0,-6282000.0,,179903000.0,-9955000.0,,200119000.0,109540000.0,65729000.0,,200119000.0,200119000.0,1795657000.0,0.0,152168000.0,23230000.0,,,,5682000.0,-14099000.0,33000000.0,-6207000.0,-326487000.0,-16145000.0,,478194000.0,-182000.0,780515000.0,11740000.0,3077000.0,,61382000.0,47951000.0,70363000,85296000.0,,93500000.0,-21923000.0,85664000,454028000.0,,,,,,
2007-07-31,283885000.0,915194000.0,-17014000.0,574251000.0,14891000.0,2826000.0,57409859.0,116750000.0,1072658000.0,2287038000.0,-144705000.0,561513000,-7160000.0,40761000,0.72,3202232000.0,40761000,40761000,1356543000.0,125788000.0,136351000.0,26797000.0,148061000.0,389094000.0,375529000.0,,3712000.0,1069717000.0,1187000.0,154967000.0,791903000.0,-63676000.0,,185984000.0,-288600000.0,,206662000.0,116750000.0,63823000.0,0.71,206662000.0,351242000.0,1845689000.0,14378000.0,200119000.0,23062000.0,,,,10093000.0,-16787000.0,33000000.0,283655000.0,-337529000.0,2969000.0,56612500.0,600552000.0,-3627000.0,817947000.0,17730000.0,2330000.0,,9627000.0,6543000.0,69234000,142154000.0,,108731000.0,-48851000.0,84125000,480418000.0,16327000.0,144580000.0,,,,
2007-10-31,293171000.0,943697000.0,-17229000.0,607046000.0,15298000.0,3147000.0,57662069.0,131361000.0,1072295000.0,2339710000.0,-34800000.0,707890000,11266000.0,50166000,0.88,3283407000.0,50166000,50166000,1365466000.0,121992000.0,137705000.0,33313000.0,223303000.0,399958000.0,489402000.0,,-3856000.0,1118334000.0,-4160000.0,159139000.0,791164000.0,1701000.0,,218488000.0,96546000.0,,287123000.0,131361000.0,75876000.0,0.87,287123000.0,287123000.0,1917941000.0,14383000.0,206662000.0,25710000.0,,,,10917000.0,-19532000.0,,-50112000.0,-352926000.0,-211000.0,57006818.0,590875000.0,0.0,845722000.0,55165000.0,181081000.0,,30798000.0,80461000.0,87127000,159992000.0,,133179000.0,-37813000.0,102425000,492796000.0,328000.0,,,,,
2008-01-31,243923000.0,854317000.0,-17235000.0,585698000.0,16279000.0,2981000.0,56534667.0,122907000.0,1067726000.0,2307936000.0,-49900000.0,665373000,120754000.0,42401000,0.75,3162253000.0,42401000,42401000,1311649000.0,118359000.0,115335000.0,37161000.0,141215000.0,348277000.0,469920000.0,,-649000.0,1110341000.0,-3355000.0,158943000.0,790424000.0,46799000.0,,195453000.0,3365000.0,,327664000.0,122907000.0,62160000.0,0.75,327664000.0,327664000.0,1850604000.0,0.0,287123000.0,19759000.0,,,,10725000.0,-17243000.0,,-100632000.0,-365548000.0,-749000.0,56534667.0,592812000.0,-82673000.0,854996000.0,43428000.0,73450000.0,,137997000.0,40541000.0,72546000,129289000.0,,114634000.0,76336000.0,88825000,489448000.0,25000.0,,,,,
2008-04-30,239397000.0,776207000.0,-16596000.0,567419000.0,16151000.0,4087000.0,,119647000.0,1090631000.0,2353674000.0,0.0,589998000,-9713000.0,37051000,,3129881000.0,37051000,37051000,1330028000.0,124997000.0,110902000.0,49998000.0,162426000.0,379608000.0,407759000.0,32350000.0,616000.0,1132476000.0,-1497000.0,175950000.0,789684000.0,-19846000.0,,182239000.0,-73797000.0,,184175000.0,115768000.0,52929000.0,,184175000.0,184175000.0,1799853000.0,0.0,327664000.0,15878000.0,,,,10410000.0,-22868000.0,,-83072000.0,-377747000.0,-822000.0,,614000000.0,-66221000.0,874043000.0,37133000.0,675000.0,,13155000.0,-143489000.0,66471000,87203000.0,,119844000.0,-60446000.0,82622000,496296000.0,567000.0,,,,,
2008-07-31,403753000.0,835080000.0,-17451000.0,592086000.0,16507000.0,2799000.0,54667666.0,131884000.0,1011283000.0,2397241000.0,,663657000,33306000.0,42291000,0.78,3232321000.0,42291000,42291000,1415036000.0,125189000.0,108914000.0,37920000.0,182693000.0,471768000.0,455878000.0,,170000.0,1149494000.0,-3042000.0,172149000.0,713945000.0,-80937000.0,,207779000.0,-76096000.0,,142699000.0,132032000.0,63447000.0,0.77,142699000.0,142699000.0,1817285000.0,0.0,184175000.0,21156000.0,,,,10744000.0,-22197000.0,75000000.0,-20485000.0,-391743000.0,-311000.0,54282700.0,632914000.0,-3356000.0,897662000.0,25846000.0,452000.0,,55503000.0,-41476000.0,75747000,173811000.0,,154942000.0,-6094000.0,92254000,505919000.0,633000.0,,,,,
2008-10-31,467331000.0,1005360000.0,,331634000.0,16489000.0,3236000.0,54777202.0,151292000.0,1396725000.0,2370981000.0,,843142000,-80354000.0,51453000,0.95,3376341000.0,51453000,51453000,1864056000.0,115294000.0,97185000.0,70942000.0,267498000.0,500608000.0,599723000.0,,6088000.0,1121406000.0,-5489000.0,168226000.0,1113205000.0,-42197000.0,,243419000.0,-26617000.0,,166312000.0,150785000.0,77225000.0,0.94,166312000.0,166312000.0,1512285000.0,0.0,142699000.0,25772000.0,,,,11314000.0,-33573000.0,75000000.0,110154000.0,-401402000.0,646000.0,54385025.0,638388000.0,0.0,915404000.0,-22234000.0,414000.0,,-46781000.0,36247000.0,92634000,245532000.0,,146799000.0,-117959000.0,109123000,514002000.0,1217000.0,,,,,
2009-01-31,1123525000.0,1344297000.0,,371618000.0,44531000.0,6801000.0,114563568.0,211633000.0,2208078000.0,6902246000.0,,1182594000,251170000.0,77941000,0.68,8246543000.0,77941000,77941000,3331603000.0,121515000.0,101150000.0,66832000.0,259107000.0,658451000.0,781553000.0,,619000.0,2688849000.0,-34357000.0,1176563000.0,910000000.0,104254000.0,,401041000.0,-43572000.0,,359907000.0,232516000.0,114356000.0,0.68,359907000.0,359907000.0,4914940000.0,29606000.0,166312000.0,36415000.0,,,,21959000.0,-29118000.0,627466000.0,-39348000.0,-423386000.0,-1485000.0,114075455.0,3270646000.0,0.0,1264987000.0,-29210000.0,442000.0,,280288000.0,193595000.0,168525000,319660000.0,,176399000.0,151015000.0,213056000,841601000.0,0.0,,,,,
2009-04-30,1061236000.0,1398891000.0,-37853000.0,424504000.0,42237000.0,18362000.0,,181709000.0,2190994000.0,6793270000.0,,1068540000,131799000.0,94268000,,8192161000.0,94268000,94268000,3252230000.0,30603000.0,51657000.0,72235000.0,266037000.0,603926000.0,669350000.0,115532000.0,-1429000.0,2791391000.0,-39488000.0,1145808000.0,910000000.0,53549000.0,12813000.0,399190000.0,-28531000.0,,456693000.0,202170000.0,141037000.0,,456693000.0,456693000.0,4939931000.0,0.0,359907000.0,46769000.0,,,,18461000.0,-24019000.0,626726000.0,-37720000.0,-436248000.0,676000.0,,3098976000.0,-669000.0,1274681000.0,-57270000.0,1705000.0,17690000.0,155818000.0,96786000.0,197020000,60886000.0,,198954000.0,-24574000.0,163874000,838433000.0,,,,,,
2009-07-31,1000753000.0,1442439000.0,-41407000.0,481013000.0,43648000.0,6412000.0,118746244.0,201177000.0,2199676000.0,6792320000.0,,1051526000,-53503000.0,98063000,0.83,8234759000.0,98063000,98063000,3200429000.0,1289676000.0,62684000.0,58318000.0,307507000.0,786842000.0,645497000.0,,2628000.0,2802806000.0,-16223000.0,1149669000.0,910000000.0,-174957000.0,10511000.0,406029000.0,-24643000.0,,289772000.0,220992000.0,151234000.0,0.83,289772000.0,289772000.0,5034330000.0,29736000.0,456693000.0,53171000.0,-75000000.0,,-38672000.0,18951000.0,-27271000.0,550986000.0,-119365000.0,-466653000.0,1915000.0,118664653.0,3088440000.0,-4873000.0,1305043000.0,-31296000.0,2404000.0,,-26232000.0,-166921000.0,185037000,253638000.0,,196129000.0,-174355000.0,213833000,838390000.0,,,6412000.0,,,
2009-10-31,1107102000.0,1631338000.0,,579325000.0,44189000.0,6686000.0,119100430.0,232985000.0,2195958000.0,6807076000.0,,1278745000,150261000.0,139990000,1.18,8438414000.0,139990000,139990000,3303060000.0,1295958000.0,61177000.0,48351000.0,411239000.0,762040000.0,786495000.0,144996000.0,11694000.0,2802827000.0,-7323000.0,1150228000.0,900000000.0,24129000.0,0.0,492250000.0,-50468000.0,,409708000.0,253138000.0,215002000.0,1.18,409708000.0,409708000.0,5135354000.0,29744000.0,289772000.0,75012000.0,0.0,,-104014000.0,17473000.0,-62162000.0,560247000.0,-41895000.0,-488420000.0,-82950000.0,118956181.0,3069986000.0,-352000.0,1361506000.0,-32378000.0,11115000.0,,212423000.0,119936000.0,239112000,346761000.0,,200094000.0,21558000.0,276664000,873086000.0,,,6686000.0,,,
2010-01-31,468283000.0,1122826000.0,,673097000.0,46311000.0,5698000.0,119216915.0,214411000.0,2190905000.0,6776606000.0,,1205939000,299264000.0,135479000,1.14,7899432000.0,135479000,135479000,2659188000.0,1290905000.0,61815000.0,52151000.0,281678000.0,663436000.0,747635000.0,112490000.0,1265000.0,2804305000.0,-13033000.0,1151769000.0,900000000.0,99201000.0,0.0,458304000.0,-21966000.0,,125561000.0,234184000.0,197161000.0,1.14,125561000.0,125561000.0,5240244000.0,29781000.0,409708000.0,61682000.0,-200000000.0,0.0,129587000.0,14236000.0,-23231000.0,10000000.0,-585724000.0,-515443000.0,-385518000.0,119069183.0,3042864000.0,-206000.0,1383065000.0,-30386000.0,0.0,,322495000.0,-284147000.0,224120000,307842000.0,,150441000.0,125200000.0,257708000,867622000.0,,,5698000.0,,,
2010-04-30,478897000.0,1223630000.0,-41638000.0,746063000.0,47734000.0,9004000.0,,229648000.0,2169636000.0,6751223000.0,,1069079000,180473000.0,120606000,,7974853000.0,120606000,120606000,2648533000.0,35570000.0,58665000.0,46254000.0,238867000.0,654939000.0,638972000.0,112616000.0,94000.0,2807730000.0,-7395000.0,1101506000.0,900000000.0,5467000.0,,430107000.0,-7366000.0,,283570000.0,241255000.0,167356000.0,,283570000.0,283570000.0,5326320000.0,0.0,125561000.0,46750000.0,0.0,0.0,44620000.0,14527000.0,-24319000.0,10000000.0,-41564000.0,-541827000.0,109000.0,,3026515000.0,-138000.0,1400140000.0,-20581000.0,0.0,75977000.0,204792000.0,158009000.0,188852000,53147000.0,,179509000.0,70729000.0,229617000,858313000.0,,,7153000.0,,,
2010-07-31,454236000.0,1700628000.0,-47594000.0,800571000.0,47857000.0,13238000.0,119440490.0,203261000.0,2569760000.0,6718476000.0,-57037000.0,1047312000,-54184000.0,102881000,0.86,8419104000.0,102881000,102881000,3023996000.0,1269760000.0,57209000.0,49435000.0,305418000.0,765927000.0,638877000.0,79238000.0,330000.0,2806888000.0,-20067000.0,1104285000.0,1300000000.0,-111907000.0,,408435000.0,-83653000.0,,522773000.0,222508000.0,149754000.0,0.86,522773000.0,579848000.0,5395108000.0,29875000.0,283570000.0,46873000.0,0.0,,-66958000.0,16539000.0,-26946000.0,10000000.0,350911000.0,-578027000.0,3538000.0,119300926.0,3007187000.0,-5033000.0,1425219000.0,-19781000.0,0.0,,-27238000.0,239203000.0,185927000,260636000.0,,183600000.0,-196740000.0,214150000,847192000.0,,57075000.0,5392000.0,,,
2010-10-31,476919000.0,1854186000.0,-47739000.0,902528000.0,45787000.0,13569000.0,119642398.0,222821000.0,2572422000.0,6699164000.0,0.0,1278913000,11657000.0,149726000,1.25,8553350000.0,149726000,149726000,3049341000.0,1272422000.0,61277000.0,80197000.0,415826000.0,822614000.0,784243000.0,113890000.0,20000.0,2807418000.0,-11494000.0,1103991000.0,1300000000.0,-56038000.0,,494670000.0,-26107000.0,,487463000.0,243516000.0,221727000.0,1.25,487463000.0,535549000.0,5504009000.0,29882000.0,522773000.0,72001000.0,-10000000.0,,-110060000.0,18505000.0,-35127000.0,0.0,-56815000.0,-612161000.0,1038000.0,119512001.0,2989374000.0,-114000.0,1453256000.0,-17787000.0,9000000.0,,46784000.0,-35310000.0,251154000,282725000.0,,194194000.0,-170067000.0,286019000,841095000.0,,48086000.0,6876000.0,,,
2011-01-31,422757000.0,1689060000.0,-47732000.0,887844000.0,62167000.0,1619000.0,118434280.0,214325000.0,2572690000.0,6669688000.0,-18600000.0,1312351000,325774000.0,131995000,1.12,8358748000.0,131995000,131995000,2995447000.0,168192000.0,64632000.0,52273000.0,289548000.0,735275000.0,837937000.0,82254000.0,-110000.0,2808684000.0,-28442000.0,1104498000.0,1300000000.0,89347000.0,,474414000.0,-35007000.0,,549583000.0,232840000.0,195779000.0,1.11,549583000.0,588182000.0,5363301000.0,28994000.0,487463000.0,63784000.0,0.0,,126835000.0,18132000.0,-49060000.0,0.0,-279528000.0,-639285000.0,2517000.0,118331034.0,2955305000.0,-242182000.0,1480352000.0,-10906000.0,28100000.0,,374834000.0,62120000.0,241574000,165621000.0,,174882000.0,155396000.0,276078000,841067000.0,,38599000.0,5718000.0,,,
2011-04-30,482676000.0,1636999000.0,-50959000.0,866933000.0,62388000.0,1554000.0,,222707000.0,2549546000.0,6687586000.0,0.0,1187167000,-71765000.0,94880000,,8324585000.0,94880000,94880000,3032222000.0,44173000.0,66948000.0,109165000.0,344410000.0,863579000.0,766169000.0,62588000.0,-27000.0,2812746000.0,-14366000.0,1042823000.0,1304039000.0,-125561000.0,,420998000.0,-48146000.0,,319845000.0,241038000.0,149904000.0,,319845000.0,319845000.0,5292363000.0,0.0,549583000.0,55024000.0,0.0,,-52442000.0,16418000.0,-68947000.0,0.0,-184987000.0,-656590000.0,3222000.0,,2940010000.0,-141806000.0,1524472000.0,3629000.0,20000000.0,,-2818000.0,-229738000.0,179960000,64917000.0,,234916000.0,-109397000.0,228710000,867882000.0,,,6058000.0,,,
2011-07-31,875234000.0,1739772000.0,-50159000.0,922944000.0,58219000.0,112432000.0,114335184.0,221237000.0,2558535000.0,7042251000.0,0.0,1188883000,-125861000.0,111523000,0.98,8782023000.0,111523000,111523000,3433769000.0,1240046000.0,80090000.0,73183000.0,350293000.0,1213821000.0,757799000.0,81362000.0,112000.0,2903713000.0,-8654000.0,1038319000.0,1318489000.0,-330854000.0,,431084000.0,-411775000.0,,102475000.0,240484000.0,166826000.0,0.98,102475000.0,102475000.0,5348254000.0,28596000.0,319845000.0,55303000.0,,-362855000.0,7512000.0,15422000.0,-67632000.0,306700000.0,253932000.0,-699293000.0,309476000.0,114277547.0,3132761000.0,-5385000.0,1624980000.0,-7538000.0,18600000.0,,-58229000.0,-217370000.0,190600000,587152000.0,,288082000.0,-235637000.0,240467000,925687000.0,,,6032000.0,,,
2011-10-31,544921000.0,2193707000.0,-54666000.0,977704000.0,48786000.0,-54704000.0,113944705.0,236602000.0,3307150000.0,7021713000.0,0.0,1513905000,50097000.0,127247000,1.12,9215420000.0,127247000,127247000,3852071000.0,1235298000.0,76440000.0,91299000.0,462169000.0,1143951000.0,1015236000.0,97023000.0,-1459000.0,2897981000.0,-27803000.0,1031280000.0,2071852000.0,58241000.0,,498669000.0,-60266000.0,15753000.0,496288000.0,258541000.0,193201000.0,1.12,496288000.0,496288000.0,5363349000.0,0.0,102475000.0,65954000.0,-306700000.0,0.0,-113874000.0,19448000.0,-68075000.0,,340628000.0,-729535000.0,-7359000.0,113893035.0,3099067000.0,-39207000.0,948225000.0,-29851000.0,0.0,,118172000.0,393813000.0,240128000,284268000.0,,260653000.0,-22967000.0,261435000,948225000.0,,,6522000.0,,,
2012-01-31,494335000.0,1805993000.0,-54564000.0,1018576000.0,49991000.0,17273000.0,113488277.0,225016000.0,3361923000.0,7429881000.0,0.0,1467641000,348121000.0,116844000,1.03,9235874000.0,116844000,116844000,3856258000.0,1290721000.0,98091000.0,80026000.0,364724000.0,990815000.0,1001956000.0,54091000.0,1229000.0,3033531000.0,-19418000.0,1029921000.0,2071202000.0,194251000.0,,465685000.0,-437583000.0,-71786000.0,370428000.0,245897000.0,177235000.0,1.03,370428000.0,370428000.0,5379616000.0,0.0,496288000.0,60391000.0,0.0,-379509000.0,97928000.0,23599000.0,-61184000.0,,-97107000.0,-757641000.0,2186000.0,113439152.0,3233960000.0,-45930000.0,1064299000.0,-32726000.0,0.0,,409305000.0,-125860000.0,219788000,261920000.0,,232415000.0,223346000.0,250825000,1064299000.0,,,3970000.0,,,
2012-04-30,616972000.0,1643465000.0,-54278000.0,961207000.0,61845000.0,-41172000.0,111445492.0,214513000.0,3334868000.0,7471761000.0,0.0,1355353000,184337000.0,104130000,0.93,9115226000.0,104130000,104130000,3951840000.0,1314325000.0,134047000.0,104663000.0,347518000.0,961576000.0,905568000.0,62111000.0,-19377000.0,3054618000.0,-25143000.0,992692000.0,2020543000.0,30173000.0,,449785000.0,-126249000.0,73427000.0,229708000.0,238333000.0,163896000.0,0.93,229708000.0,229708000.0,5163386000.0,0.0,370428000.0,59766000.0,0.0,-35874000.0,17720000.0,22827000.0,-77353000.0,50000000.0,-277827000.0,-757042000.0,602000.0,111405674.0,3187007000.0,-225258000.0,1096089000.0,-83991000.0,0.0,,261690000.0,-140720000.0,211452000,342247000.0,,274725000.0,131259000.0,248568000,1096089000.0,,,5187000.0,,,
2012-07-31,713757000.0,1800328000.0,-52845000.0,1013831000.0,60245000.0,-13213000.0,110397807.0,232216000.0,3326999000.0,7461782000.0,,1369703000,120437000.0,110863000,1.0,9262110000.0,110863000,110863000,4040756000.0,1307124000.0,145475000.0,78591000.0,390924000.0,1019339000.0,899930000.0,115040000.0,17713000.0,3053246000.0,-23504000.0,995391000.0,2019875000.0,-58690000.0,,469773000.0,-28313000.0,62408000.0,311474000.0,255400000.0,167265000.0,1.0,311474000.0,311474000.0,5221354000.0,0.0,229708000.0,56402000.0,,0.0,-43990000.0,23882000.0,-46282000.0,50000000.0,-54608000.0,-789981000.0,2292000.0,110368271.0,3162025000.0,-4240000.0,1101036000.0,-84386000.0,0.0,,166719000.0,81766000.0,214373000,380556000.0,,283201000.0,3501000.0,251392000,1101036000.0,,,4309000.0,,,
2012-10-31,706065000.0,1736062000.0,-57331000.0,1013241000.0,60123000.0,27288000.0,109251455.0,257187000.0,3329941000.0,7452691000.0,,1628746000,130723000.0,148847000,1.36,9188753000.0,148847000,148847000,4036006000.0,1310745000.0,147640000.0,87713000.0,469367000.0,975427000.0,1086835000.0,131233000.0,-11861000.0,3053549000.0,-10909000.0,996874000.0,2019196000.0,44096000.0,,541911000.0,-63715000.0,37731000.0,203555000.0,282896000.0,224218000.0,1.36,203555000.0,203555000.0,5152747000.0,0.0,311474000.0,75371000.0,0.0,0.0,-78301000.0,24266000.0,-52176000.0,50000000.0,-227674000.0,-811829000.0,144000.0,109224855.0,3138056000.0,-171062000.0,1113446000.0,-80213000.0,0.0,,182899000.0,-107919000.0,259015000,366011000.0,,290054000.0,-54703000.0,308607000,1113446000.0,,,6196000.0,,,
2013-01-31,593463000.0,1745945000.0,-56299000.0,1111042000.0,60026000.0,10203000.0,108491922.0,251016000.0,3330755000.0,7438509000.0,,1559558000,275940000.0,154168000,1.42,9184454000.0,154168000,154168000,3924218000.0,1312247000.0,149124000.0,68770000.0,360205000.0,878156000.0,1023329000.0,89829000.0,11345000.0,3053746000.0,-7423000.0,999324000.0,2018508000.0,97500000.0,,536229000.0,-34199000.0,-96834000.0,438814000.0,271052000.0,233994000.0,1.42,438814000.0,438814000.0,5260236000.0,0.0,203555000.0,79826000.0,,0.0,109303000.0,24226000.0,-48081000.0,50000000.0,-54919000.0,-814014000.0,447000.0,108472267.0,3114024000.0,-188000.0,1121615000.0,-74859000.0,0.0,,324021000.0,235259000.0,265177000,291879000.0,,251584000.0,116609000.0,318246000,1121615000.0,,,5316000.0,,,
