date,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2004-06-30,62130000.0,21837000.0,,42165000.0,39076000.0,440357000.0,676801000.0,7500000.0,0.152057,79255163.0,-2914000.0,37056000.0,11828000.0,11828000,18173000.0,3532000.0,67452000.0,,-18343000.0,79478476.0,34992000.0,59750000.0,,16252000.0,11828000.0,192178000.0,0.0,22896000.0,140887000.0,1021000.0,77558000.0,,-396000.0,535914000.0,,0.0,117499000.0,-20888000.0,18173000.0,0.152057,59750000.0,121880000.0,38686000.0,11752000.0,0.0,,-11653000.0,36302000.0,52942000.0,-10621000.0,-4091000.0,20351000,16819000,77157000,-136280000.0,,1177000.0,6808000.0,266960000.0,-10225000.0,73435000.0,236444000.0,,6012000.0,115512000.0,,,-13928000.0,17840000.0,130680000.0,22607000.0,,,,,,
2004-09-30,30399000.0,90895000.0,,92167000.0,52981000.0,624807000.0,852962000.0,105000000.0,0.343781,78982897.0,18944000.0,45428000.0,26976000.0,26976000,25123000.0,3262000.0,173462000.0,17000000.0,-44171000.0,79478476.0,64804000.0,29807000.0,,-170768000.0,26976000.0,182823000.0,122000000.0,23034000.0,293208000.0,1007000.0,62812000.0,,-3662000.0,559754000.0,,-218229000.0,267044000.0,24347000.0,25123000.0,0.343781,29807000.0,60206000.0,95175000.0,23994000.0,0.0,,-11134000.0,36302000.0,59750000.0,118338000.0,-3543000.0,42943000,39681000,156971000,-139059000.0,,22487000.0,-29943000.0,313999000.0,0.0,119746000.0,228155000.0,,13712000.0,138833000.0,,,-7414000.0,40688000.0,174940000.0,25771000.0,,,,,,
2004-12-31,32369000.0,28456000.0,,64853000.0,44722000.0,619060000.0,811753000.0,85667000.0,,,50990000.0,47595000.0,13877000.0,13877000,23739000.0,3355000.0,159257000.0,6333000.0,-2288000.0,,41083000.0,56989000.0,,2724000.0,13877000.0,172966000.0,0.0,25995000.0,241574000.0,1481000.0,58777000.0,,-3655000.0,570179000.0,,0.0,267344000.0,2678000.0,23739000.0,,56989000.0,89358000.0,12135000.0,19315000.0,0.0,,-10931000.0,36302000.0,29807000.0,-33655000.0,-7123000.0,20699000,17344000,105936000,-142304000.0,,58113000.0,27182000.0,321054000.0,0.0,82317000.0,192693000.0,,4948000.0,149055000.0,,,41275000.0,18825000.0,178750000.0,11947000.0,,,,,,
2005-03-31,40192000.0,26794000.0,,58476000.0,42613000.0,611136000.0,794217000.0,67333000.0,0.1567,78848621.0,170000.0,47411000.0,12506000.0,12506000,22290000.0,4067000.0,140433000.0,9667000.0,-3000000.0,78848621.0,39449000.0,31065000.0,,-2015000.0,12506000.0,163967000.0,0.0,25689000.0,222308000.0,1207000.0,71218000.0,,-7315000.0,571909000.0,,0.0,267316000.0,-12423000.0,22290000.0,0.1567,31065000.0,71257000.0,5611000.0,15888000.0,0.0,,-11333000.0,37234000.0,56989000.0,-28705000.0,-4626000.0,21226000,17159000,97925000,-145877000.0,,4796000.0,-25924000.0,325730000.0,-6390000.0,81875000.0,183081000.0,,5860000.0,111266000.0,,,-10607000.0,18366000.0,179853000.0,13707000.0,,,,,,
2005-06-30,39015000.0,29293000.0,,61886000.0,42460000.0,607475000.0,805817000.0,56500000.0,0.177047,78609141.0,-11326000.0,40615000.0,13731000.0,13731000,22820000.0,4056000.0,122806000.0,26400000.0,-10386000.0,78848621.0,41741000.0,31780000.0,,11126000.0,13731000.0,158973000.0,0.0,25691000.0,224380000.0,1184000.0,90900000.0,,-324000.0,581437000.0,,6755000.0,268135000.0,-19552000.0,22820000.0,0.177047,31780000.0,70795000.0,18681000.0,16874000.0,0.0,,-10705000.0,37208000.0,31065000.0,-3009000.0,-3924000.0,22977000,18921000,103627000,-149607000.0,,-7402000.0,715000.0,329974000.0,-1085000.0,101574000.0,198342000.0,,6374000.0,121251000.0,,,-24935000.0,20105000.0,180367000.0,15840000.0,,,,,,
2005-09-30,46027000.0,87078000.0,,106197000.0,52603000.0,594067000.0,832518000.0,,0.354095,78595924.0,12783000.0,49567000.0,27665000.0,27665000,28507000.0,4069000.0,75541000.0,60000000.0,-1700000.0,78848621.0,67495000.0,32361000.0,,3397000.0,27665000.0,145834000.0,0.0,25974000.0,226600000.0,1543000.0,66155000.0,,-3747000.0,605918000.0,,0.0,267961000.0,24756000.0,28507000.0,0.354095,32361000.0,78388000.0,8644000.0,17546000.0,0.0,,-10142000.0,37208000.0,31780000.0,-19146000.0,-3547000.0,43057000,38988000,173692000,-152208000.0,,16330000.0,581000.0,332480000.0,1000.0,151059000.0,238451000.0,,12866000.0,145169000.0,,,-15058000.0,40531000.0,180272000.0,20910000.0,,,,,,
2005-12-31,54892000.0,30856000.0,,72597000.0,44969000.0,567100000.0,813696000.0,,,,66207000.0,50547000.0,23325000.0,23325000,23319000.0,4175000.0,82635000.0,32001000.0,-1686000.0,,39898000.0,69006000.0,,9364000.0,23325000.0,125122000.0,0.0,32088000.0,196291000.0,18071000.0,55032000.0,,-3746000.0,617405000.0,,-22330000.0,263218000.0,11166000.0,6222000.0,,69006000.0,123898000.0,13414000.0,17482000.0,0.0,,-7947000.0,36983000.0,32361000.0,-41519000.0,-2593000.0,37851000,33676000,112495000,-150482000.0,,68800000.0,36645000.0,329242000.0,-9774000.0,113656000.0,246596000.0,,11325000.0,164236000.0,,,58975000.0,34650000.0,178760000.0,19204000.0,,,,,,
2006-03-31,47596000.0,33941000.0,74194000.0,64422000.0,40783000.0,580090000.0,799577000.0,,0.16138,77954437.0,-12137000.0,51146000.0,12362000.0,12362000,23049000.0,3965000.0,87395000.0,16000000.0,,77954437.0,39400000.0,49007000.0,,5711000.0,12362000.0,126491000.0,0.0,36249000.0,181100000.0,1847000.0,66212000.0,,-8502000.0,618477000.0,,12165000.0,189024000.0,-11254000.0,23049000.0,0.16138,49007000.0,96603000.0,8970000.0,20956000.0,0.0,,-8591000.0,37930000.0,69006000.0,-28997000.0,-15424000.0,20316000,16351000,103822000,-152846000.0,,3287000.0,-19999000.0,343227000.0,-6276000.0,93705000.0,219487000.0,,5836000.0,128666000.0,,,-11591000.0,18198000.0,190381000.0,15966000.0,,,,,,
2006-06-30,39452000.0,21969000.0,74194000.0,56894000.0,41021000.0,594724000.0,777999000.0,,0.168331,77472995.0,-25879000.0,51090000.0,12858000.0,12858000,22378000.0,4004000.0,89846000.0,,,77954437.0,38050000.0,11511000.0,,354000.0,12858000.0,129470000.0,0.0,38756000.0,162852000.0,2542000.0,98771000.0,,-126000.0,615147000.0,,10165000.0,189024000.0,-32699000.0,22378000.0,0.168331,11511000.0,50963000.0,12574000.0,19702000.0,0.0,,-10815000.0,37698000.0,49007000.0,-27530000.0,-15559000.0,19676000,15672000,94944000,-156220000.0,,-10320000.0,-37496000.0,358256000.0,-9622000.0,73006000.0,183275000.0,,5356000.0,137182000.0,,,-26988000.0,18214000.0,202036000.0,12283000.0,,,,,,
2006-09-30,32364000.0,90780000.0,74194000.0,116173000.0,52096000.0,590227000.0,809126000.0,,0.378745,77025306.0,9288000.0,51985000.0,28969000.0,28969000,29926000.0,4350000.0,90071000.0,,-2713000.0,77954437.0,70230000.0,13176000.0,,8197000.0,28969000.0,126259000.0,0.0,38086000.0,184269000.0,1890000.0,70981000.0,,-4341000.0,624857000.0,,0.0,189024000.0,27908000.0,29926000.0,0.378745,13176000.0,45540000.0,13629000.0,20359000.0,0.0,,-11582000.0,37343000.0,11511000.0,-18539000.0,-2719000.0,44654000,40304000,186403000,-160472000.0,,12007000.0,1665000.0,361222000.0,-14198000.0,94198000.0,218899000.0,,13225000.0,161856000.0,,,-22434000.0,42194000.0,200750000.0,21743000.0,,,,,,
2006-12-31,23531000.0,35075000.0,74194000.0,73018000.0,43802000.0,600722000.0,791639000.0,,,,45177000.0,57883000.0,11730000.0,11730000,23880000.0,4406000.0,98747000.0,,-26124000.0,,37803000.0,55729000.0,,-3236000.0,11730000.0,134606000.0,0.0,40864000.0,160958000.0,297000.0,63957000.0,,-4295000.0,630681000.0,,0.0,189024000.0,7594000.0,23880000.0,,55729000.0,79260000.0,27050000.0,13102000.0,0.0,,-12537000.0,37329000.0,13176000.0,-4893000.0,-5505000.0,18329000,13923000,110821000,-162826000.0,,50682000.0,42553000.0,365724000.0,-598000.0,62211000.0,190917000.0,,4379000.0,169233000.0,,,35695000.0,16109000.0,202898000.0,5307000.0,,,,,,
2007-03-31,22807000.0,30698000.0,73237000.0,59544000.0,37875000.0,599715000.0,802611000.0,,0.130036,76543980.0,12183000.0,73102000.0,9811000.0,9811000,20719000.0,4050000.0,113512000.0,,-9418000.0,76543980.0,33370000.0,58189000.0,,-3061000.0,9811000.0,136597000.0,0.0,40410000.0,166666000.0,1982000.0,75490000.0,,,635945000.0,,0.0,189024000.0,-11641000.0,20719000.0,0.130036,58189000.0,80996000.0,8291000.0,15114000.0,0.0,,-12624000.0,38445000.0,55729000.0,-8596000.0,-1934000.0,16701000,12651000,92914000,-166162000.0,,14117000.0,2460000.0,367019000.0,,53154000.0,202896000.0,,4822000.0,128064000.0,,,563000.0,14633000.0,200857000.0,165000.0,,,,,,
2007-06-30,19596000.0,27396000.0,73237000.0,67026000.0,38027000.0,606307000.0,809242000.0,,0.13726,76325271.0,-7929000.0,79372000.0,10226000.0,10226000,23069000.0,4058000.0,115876000.0,,-5686000.0,76325271.0,34875000.0,39761000.0,,-4086000.0,10226000.0,143437000.0,0.0,36504000.0,177121000.0,2495000.0,101068000.0,,,632121000.0,,0.0,189024000.0,-25470000.0,23069000.0,0.13726,39761000.0,59357000.0,5172000.0,18817000.0,0.0,,-12453000.0,38205000.0,58189000.0,-9985000.0,-3572000.0,15864000,11806000,101901000,-169100000.0,,-4357000.0,-18428000.0,369709000.0,,61245000.0,202935000.0,,4075000.0,133894000.0,,,-18622000.0,14301000.0,200609000.0,4401000.0,,,,,,
2007-09-30,31439000.0,93239000.0,73237000.0,122513000.0,46067000.0,610008000.0,842800000.0,,0.310641,76022124.0,6117000.0,80376000.0,23432000.0,23432000,28181000.0,4309000.0,116888000.0,,-19581000.0,76022124.0,61635000.0,25139000.0,,-18858000.0,23432000.0,146978000.0,0.0,36512000.0,193483000.0,1704000.0,70361000.0,,-4397000.0,649317000.0,,0.0,189024000.0,30641000.0,28181000.0,0.310641,25139000.0,56578000.0,5152000.0,18573000.0,0.0,,-12385000.0,38153000.0,39761000.0,-6310000.0,-4429000.0,37763000,33454000,184148000,-173054000.0,,10546000.0,-14622000.0,373823000.0,-1913000.0,76595000.0,232792000.0,,11726000.0,152936000.0,,,-16876000.0,35158000.0,200769000.0,11955000.0,,,,,,
2007-12-31,41307000.0,32371000.0,73237000.0,78648000.0,42056000.0,612999000.0,812725000.0,,,,64926000.0,80583000.0,8156000.0,8156000,24418000.0,3963000.0,116523000.0,,-24447000.0,,37316000.0,57606000.0,,-17340000.0,8156000.0,149337000.0,0.0,35940000.0,174495000.0,-4783000.0,57402000.0,,-4389000.0,638230000.0,,1206000.0,189024000.0,12976000.0,27216000.0,,57606000.0,98913000.0,10299000.0,11572000.0,0.0,,-11727000.0,37706000.0,25139000.0,-19951000.0,-4832000.0,14063000,10100000,115964000,-176292000.0,,69758000.0,32467000.0,377693000.0,-15562000.0,57972000.0,199726000.0,,4919000.0,156752000.0,,,55659000.0,13075000.0,201401000.0,4344000.0,,,,,,
2008-03-31,13945000.0,27395000.0,73237000.0,60911000.0,38322000.0,626120000.0,795874000.0,,0.089303,74635445.0,-1566000.0,78167000.0,6453000.0,6453000,20050000.0,4085000.0,114401000.0,,-23236000.0,74635445.0,30522000.0,45267000.0,,8106000.0,6453000.0,160957000.0,0.0,36234000.0,174575000.0,-1240000.0,72575000.0,,-4339000.0,621299000.0,,0.0,189024000.0,-15091000.0,20050000.0,0.089303,45267000.0,59212000.0,36736000.0,16919000.0,0.0,,-10759000.0,38239000.0,57606000.0,-24273000.0,-5394000.0,14557000,10472000,91433000,-180348000.0,,3828000.0,-12339000.0,383250000.0,-19934000.0,60174000.0,169754000.0,,2779000.0,123744000.0,,,-7342000.0,9232000.0,202902000.0,4933000.0,,,,,,
2008-06-30,15778000.0,25120000.0,73237000.0,68975000.0,36829000.0,624872000.0,807440000.0,,0.096732,73915400.0,-9876000.0,79290000.0,7246000.0,7246000,23188000.0,4122000.0,115084000.0,,-2220000.0,73915400.0,33639000.0,31251000.0,,-4088000.0,7246000.0,159191000.0,0.0,35794000.0,183321000.0,653000.0,102541000.0,,-4399000.0,624119000.0,,0.0,189024000.0,-29781000.0,23188000.0,0.096732,31251000.0,47029000.0,2480000.0,26983000.0,0.0,,-10784000.0,38239000.0,45267000.0,-4400000.0,-4348000.0,14573000,10451000,102614000,-184085000.0,,-5528000.0,-14016000.0,387505000.0,-1000.0,68237000.0,182568000.0,,3858000.0,126589000.0,,,-16361000.0,11104000.0,203420000.0,4425000.0,,,,,,
2008-09-30,14520000.0,90250000.0,73237000.0,125641000.0,43867000.0,611167000.0,821631000.0,,0.267874,73915400.0,-40846000.0,79266000.0,19715000.0,19715000,29669000.0,4461000.0,113575000.0,,,74332014.0,60061000.0,28944000.0,,6834000.0,19715000.0,144265000.0,0.0,34309000.0,184284000.0,-986000.0,69807000.0,,-4419000.0,637347000.0,,0.0,189024000.0,32518000.0,29669000.0,0.267874,28944000.0,43464000.0,17502000.0,17828000.0,0.0,,-12871000.0,38240000.0,31251000.0,-4419000.0,-36124000.0,34853000,30392000,185702000,-188194000.0,,-4722000.0,-2307000.0,392835000.0,0.0,70709000.0,210464000.0,,9691000.0,141904000.0,,,-28801000.0,29406000.0,204641000.0,9014000.0,,,,,,
2008-12-31,17963000.0,31213000.0,73237000.0,78708000.0,40335000.0,624113000.0,812092000.0,7500000.0,,,74975000.0,19412000.0,5363000.0,5363000,22347000.0,4368000.0,118070000.0,,,,37559000.0,68908000.0,,-17926000.0,5363000.0,0.0,0.0,43346000.0,177322000.0,-12118000.0,55584000.0,59083000.0,-4400000.0,634770000.0,,-34355000.0,189024000.0,13706000.0,22347000.0,,68908000.0,86871000.0,4540000.0,13885000.0,0.0,,-15241000.0,38204000.0,28944000.0,-5574000.0,11511000.0,9340000,15212000,116267000,-190557000.0,,63464000.0,39964000.0,408185000.0,-1174000.0,59252000.0,187979000.0,,804000.0,142872000.0,,,48211000.0,6167000.0,217628000.0,0.0,,,,,,
2009-03-31,16257000.0,26980000.0,73237000.0,60935000.0,36679000.0,627880000.0,804750000.0,7500000.0,0.114963,73770571.0,-3806000.0,19144000.0,8320000.0,8320000,22133000.0,4158000.0,118152000.0,,,73770571.0,34096000.0,53774000.0,,-5618000.0,8320000.0,74808000.0,0.0,43427000.0,170638000.0,-380000.0,70388000.0,59220000.0,-8792000.0,634112000.0,4160000.0,0.0,189024000.0,-14884000.0,22133000.0,0.114963,53774000.0,70031000.0,1669000.0,15085000.0,0.0,,-15532000.0,39199000.0,68908000.0,-12997000.0,-7287000.0,16121000,11963000,95031000,-193675000.0,86000.0,3481000.0,-15134000.0,414337000.0,-4205000.0,52486000.0,176870000.0,0.0,3263000.0,114172000.0,,,-8390000.0,11583000.0,220662000.0,0.0,,,,,,
2009-06-30,15854000.0,28191000.0,73237000.0,69018000.0,36703000.0,629086000.0,808270000.0,7500000.0,0.137955,73386967.0,-13776000.0,19623000.0,10338000.0,10338000,25728000.0,4103000.0,121345000.0,,,73386967.0,39654000.0,33149000.0,,-3746000.0,10338000.0,74808000.0,0.0,44031000.0,175678000.0,1821000.0,89823000.0,58774000.0,-86000.0,632592000.0,-1042000.0,0.0,189024000.0,-19174000.0,25728000.0,0.137955,33149000.0,49003000.0,2686000.0,12501000.0,0.0,,-13448000.0,38907000.0,53774000.0,-9535000.0,-6432000.0,18029000,13926000,108672000,-198102000.0,87000.0,-7344000.0,-20625000.0,421351000.0,-9449000.0,54333000.0,179184000.0,,5409000.0,120018000.0,,,-21421000.0,15747000.0,223249000.0,0.0,,,,,,
2009-09-30,12814000.0,95269000.0,73237000.0,117925000.0,45980000.0,627265000.0,850401000.0,7500000.0,0.375544,72801124.0,9345000.0,18173000.0,27247000.0,27247000,30877000.0,5366000.0,125026000.0,,,72801124.0,66426000.0,36731000.0,,988000.0,27247000.0,74797000.0,0.0,45513000.0,201045000.0,3083000.0,67141000.0,59195000.0,-4492000.0,649356000.0,-67083000.0,0.0,189024000.0,22559000.0,30877000.0,0.375544,36731000.0,49545000.0,5187000.0,17499000.0,0.0,,-13019000.0,38713000.0,33149000.0,-10950000.0,-4199000.0,40915000,35549000,184351000,-203102000.0,67000.0,13544000.0,3582000.0,425077000.0,-6458000.0,76019000.0,223136000.0,7449000.0,11385000.0,142810000.0,,,-18842000.0,38632000.0,221975000.0,0.0,,,,,,
2009-12-31,8663000.0,37512000.0,73237000.0,71619000.0,42468000.0,626369000.0,838247000.0,7500000.0,,,62687000.0,21101000.0,7570000.0,7570000,25017000.0,4235000.0,129696000.0,,-11331000.0,,39658000.0,90990000.0,,-6275000.0,7570000.0,0.0,0.0,44582000.0,185762000.0,-17620000.0,56387000.0,63097000.0,-4455000.0,652485000.0,58066000.0,0.0,175024000.0,10824000.0,25017000.0,,90990000.0,99653000.0,7969000.0,9140000.0,0.0,,-12396000.0,38695000.0,36731000.0,-5066000.0,-2913000.0,7219000,14641000,111277000,-206876000.0,80000.0,65600000.0,54259000.0,427597000.0,-611000.0,56066000.0,211878000.0,,-9353000.0,145928000.0,,,35357000.0,-1783000.0,220721000.0,0.0,,,,,,
2010-03-31,8608000.0,32661000.0,73237000.0,68418000.0,45604000.0,627966000.0,846886000.0,7500000.0,0.126305,72601126.0,-2509000.0,21509000.0,9085000.0,9085000,25326000.0,4646000.0,130102000.0,,-347000.0,72601126.0,35955000.0,76444000.0,,-5816000.0,9085000.0,74642000.0,0.0,42825000.0,191649000.0,3416000.0,80540000.0,66468000.0,-8909000.0,655237000.0,5066000.0,-2174000.0,175024000.0,-23888000.0,25326000.0,0.126305,76444000.0,85052000.0,105000.0,13810000.0,0.0,,-13443000.0,39835000.0,90990000.0,-9621000.0,-3400000.0,15275000,10629000,104373000,-211847000.0,111000.0,891000.0,-14546000.0,431543000.0,-712000.0,61547000.0,218920000.0,2010000.0,4960000.0,103756000.0,,,-12951000.0,14045000.0,219696000.0,0.0,,,,,,
2010-06-30,7082000.0,23566000.0,73237000.0,69614000.0,44292000.0,624953000.0,838105000.0,7500000.0,0.118411,72338905.0,-6509000.0,20444000.0,8471000.0,8471000,22544000.0,4538000.0,127492000.0,,-2692000.0,72338905.0,36409000.0,60006000.0,,-3875000.0,8471000.0,74638000.0,0.0,42842000.0,190015000.0,-2058000.0,105659000.0,65651000.0,-119000.0,648090000.0,8923000.0,-195000.0,175024000.0,-25295000.0,22544000.0,0.118411,60006000.0,67088000.0,2393000.0,13671000.0,0.0,,-15188000.0,39586000.0,76444000.0,-9435000.0,-3381000.0,18403000,13865000,106023000,-216129000.0,121000.0,-3128000.0,-16438000.0,434508000.0,-9316000.0,62523000.0,213152000.0,,3336000.0,107671000.0,,,-16258000.0,11807000.0,218379000.0,0.0,,,,,,
2010-09-30,8841000.0,100602000.0,73237000.0,129295000.0,49552000.0,621340000.0,875557000.0,7500000.0,0.378916,72090618.0,5673000.0,18065000.0,27351000.0,27351000,31242000.0,4618000.0,128606000.0,,-2244000.0,72090618.0,62830000.0,58862000.0,,-3177000.0,27351000.0,74627000.0,0.0,42734000.0,205339000.0,4618000.0,74896000.0,64002000.0,-4555000.0,670218000.0,-76878000.0,-330000.0,175024000.0,30850000.0,31242000.0,0.378916,58862000.0,67703000.0,2005000.0,17553000.0,0.0,,-14171000.0,39538000.0,60006000.0,-6248000.0,-2608000.0,36206000,31588000,192125000,-220923000.0,135000.0,8281000.0,-1144000.0,437363000.0,-1693000.0,76733000.0,254217000.0,5074000.0,8855000.0,130474000.0,,,-23823000.0,36206000.0,216440000.0,0.0,,,,,,
2010-12-31,7996000.0,37394000.0,73237000.0,82074000.0,44185000.0,622792000.0,860383000.0,7500000.0,,,73337000.0,9835000.0,8807000.0,8807000,27204000.0,4477000.0,132924000.0,,-6920000.0,,36853000.0,115976000.0,,-3940000.0,8807000.0,0.0,0.0,48743000.0,191429000.0,1645000.0,59076000.0,68715000.0,-4547000.0,668954000.0,63606000.0,2699000.0,175024000.0,15865000.0,27204000.0,,115976000.0,123972000.0,3705000.0,9791000.0,0.0,,-11213000.0,39252000.0,58862000.0,-15707000.0,-3424000.0,22626000,9649000,118927000,-225482000.0,155000.0,76761000.0,57114000.0,440974000.0,-11160000.0,58505000.0,237591000.0,,3224000.0,137412000.0,,,62980000.0,12031000.0,215492000.0,0.0,,,,,,
2011-03-31,9555000.0,35758000.0,73237000.0,74311000.0,41059000.0,641272000.0,857474000.0,7500000.0,0.113833,71447062.0,342000.0,0.0,8000000.0,8000000,25964000.0,4605000.0,133800000.0,,-20262000.0,71447062.0,35084000.0,84908000.0,,-23589000.0,8000000.0,0.0,0.0,56950000.0,189835000.0,2992000.0,73104000.0,88769000.0,-9040000.0,667639000.0,1807000.0,0.0,175024000.0,-13839000.0,25964000.0,0.113833,84908000.0,94463000.0,55000.0,13426000.0,5585000.0,,-13732000.0,40374000.0,115976000.0,-11203000.0,-3382000.0,13725000,9120000,109395000,-230125000.0,169000.0,3724000.0,-31068000.0,444526000.0,-2163000.0,56035000.0,216202000.0,1428000.0,4112000.0,93725000.0,,,-9050000.0,12112000.0,214401000.0,0.0,,,,,,
2011-06-30,10324000.0,26862000.0,73237000.0,71728000.0,41197000.0,657921000.0,858910000.0,7500000.0,0.08944,71347442.0,-19219000.0,0.0,6165000.0,6165000,26171000.0,4650000.0,135308000.0,,-19604000.0,71347442.0,34092000.0,41282000.0,,-21069000.0,6165000.0,0.0,0.0,57233000.0,195009000.0,1001000.0,106693000.0,108586000.0,-117000.0,663901000.0,8958000.0,0.0,175024000.0,-33480000.0,26171000.0,0.08944,41282000.0,51606000.0,1220000.0,13869000.0,8103000.0,,-13100000.0,40229000.0,84908000.0,-6023000.0,-2685000.0,12571000,7921000,105820000,-234714000.0,344000.0,-16534000.0,-43626000.0,447207000.0,-5906000.0,59701000.0,200989000.0,,2757000.0,95261000.0,,,-27560000.0,8922000.0,212493000.0,0.0,,,,,,
2011-09-30,9440000.0,96743000.0,73237000.0,133305000.0,47773000.0,651216000.0,875621000.0,7500000.0,0.260189,71113766.0,-10220000.0,0.0,18338000.0,18338000,25425000.0,5210000.0,130986000.0,,-1823000.0,71113766.0,54551000.0,25690000.0,,-5149000.0,18338000.0,74429000.0,0.0,56120000.0,204468000.0,-3777000.0,83009000.0,102848000.0,-4631000.0,671153000.0,-70766000.0,0.0,175024000.0,22775000.0,25425000.0,0.260189,25690000.0,35130000.0,3284000.0,17421000.0,0.0,,-17360000.0,40166000.0,41282000.0,-6833000.0,-6610000.0,34336000,29126000,187856000,-238395000.0,380000.0,-3610000.0,-15592000.0,451753000.0,-2202000.0,73482000.0,224405000.0,3661000.0,7011000.0,108977000.0,,,-27647000.0,25349000.0,213358000.0,0.0,,,,,,
2011-12-31,10895000.0,41895000.0,73237000.0,86919000.0,41065000.0,645655000.0,857856000.0,7500000.0,,,63136000.0,0.0,11435000.0,11435000,30716000.0,4764000.0,133566000.0,,-797000.0,,42515000.0,78612000.0,,-1350000.0,11435000.0,0.0,0.0,51866000.0,191921000.0,1764000.0,71760000.0,100096000.0,-4619000.0,665935000.0,54553000.0,0.0,175024000.0,8913000.0,30716000.0,,78612000.0,89507000.0,3121000.0,10683000.0,0.0,,-19953000.0,39934000.0,25690000.0,-12538000.0,-3674000.0,19630000,11799000,129434000,-242935000.0,11435000.0,66810000.0,52922000.0,455097000.0,-7919000.0,58355000.0,212201000.0,,3094000.0,114269000.0,,,50019000.0,14529000.0,212162000.0,0.0,,,,,,
2012-03-31,10994000.0,37227000.0,73237000.0,75162000.0,40890000.0,649281000.0,858636000.0,7500000.0,0.125623,70518340.0,18137000.0,0.0,8774000.0,8774000,27239000.0,4953000.0,137420000.0,,-4754000.0,70518340.0,35658000.0,79909000.0,,-6658000.0,8774000.0,0.0,0.0,51041000.0,191181000.0,3335000.0,72354000.0,105803000.0,-9185000.0,667455000.0,4955000.0,0.0,175024000.0,-175000.0,27239000.0,0.125623,79909000.0,90903000.0,1346000.0,10398000.0,0.0,,-18281000.0,41001000.0,78612000.0,-13432000.0,-3250000.0,13372000,8419000,110820000,-248369000.0,8774000.0,21387000.0,1297000.0,459074000.0,-4247000.0,53761000.0,209355000.0,2376000.0,2980000.0,80128000.0,,,7168000.0,11754000.0,210705000.0,0.0,,,,,,
2012-06-30,12820000.0,26010000.0,73237000.0,73108000.0,42889000.0,654002000.0,865437000.0,7500000.0,0.108873,70342814.0,5364000.0,0.0,7511000.0,7511000,25022000.0,4891000.0,137660000.0,,-17484000.0,70342814.0,36031000.0,66617000.0,,-17859000.0,7511000.0,0.0,0.0,50891000.0,199637000.0,-444000.0,95979000.0,118159000.0,-91000.0,665800000.0,10999000.0,0.0,175024000.0,-23939000.0,25022000.0,0.108873,66617000.0,79437000.0,1748000.0,14374000.0,0.0,,-19910000.0,40912000.0,79909000.0,-2920000.0,-2123000.0,15900000,11009000,109139000,-252784000.0,7511000.0,7487000.0,-13292000.0,460530000.0,-2829000.0,61977000.0,211435000.0,,3054000.0,82931000.0,,,-5777000.0,10565000.0,207746000.0,0.0,,,,,,
