date,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1988-12-31,,,,,,84000000.0,129100000.0,,,,,1500000.0,,2600000,,,5000000.0,10700000.0,,,,,,,,1800000.0,,3500000.0,37600000.0,,16100000.0,,,91500000.0,,,50600000.0,,,,16800000.0,16800000.0,,,800000.0,,,,,,,-68900000,-68900000,35900000,-29200000.0,,,,60800000.0,,32600000.0,45100000.0,,,53200000.0,,,,,31600000.0,21900000.0,,,,,,
1989-03-31,,,,,,,,,0.048446,88089466.0,,,,3400000,,,,,,88089466.0,,,,,,,,,,,,,,,,,,,,0.048446,,,,,,,,,,,,33700000,33700000,33700000,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,18600000.0,,83400000.0,141400000.0,,0.060557,74310651.0,,2000000.0,4500000.0,4500000,13400000.0,,5800000.0,18900000.0,,74310651.0,22500000.0,,,,4500000.0,1700000.0,,3800000.0,43100000.0,-300000.0,29100000.0,,,98300000.0,,,50000000.0,,14700000.0,0.060557,200000.0,200000.0,,4500000.0,12000000.0,,,,,,,9100000,7800000,41100000,-30700000.0,,,,62400000.0,,37300000.0,58000000.0,,3000000.0,52700000.0,,,,7500000.0,31700000.0,13900000.0,,,,,,
1989-09-30,,,,32200000.0,,83300000.0,153900000.0,,0.109002,83485033.0,5300000.0,2000000.0,9100000.0,9100000,16000000.0,1300000.0,6000000.0,15500000.0,,83485033.0,32900000.0,0.0,,-1000000.0,9100000.0,1500000.0,300000.0,4000000.0,47000000.0,-300000.0,22100000.0,,-500000.0,106900000.0,,300000.0,49700000.0,7000000.0,17300000.0,0.109002,2300000.0,2300000.0,,5900000.0,11700000.0,,,,0.0,-3700000.0,-1500000.0,16900000,15600000,65100000,-31600000.0,,6800000.0,2100000.0,63700000.0,,41000000.0,70600000.0,,6100000.0,61200000.0,,,-3900000.0,15200000.0,32100000.0,19600000.0,,,,,,
1989-12-31,,,,21900000.0,,82100000.0,136300000.0,,,,20000000.0,1700000.0,3200000.0,3200000,11100000.0,1300000.0,6000000.0,1500000.0,,,17600000.0,0.0,,-5800000.0,3200000.0,1900000.0,-500000.0,4300000.0,26700000.0,100000.0,22300000.0,,-600000.0,109600000.0,,0.0,49300000.0,-200000.0,12400000.0,,1800000.0,1800000.0,,5500000.0,18000000.0,,,,0.0,-14800000.0,-200000.0,6500000,5200000,39500000,-32200000.0,,20200000.0,-500000.0,63100000.0,,20700000.0,54200000.0,,2000000.0,63900000.0,,300000.0,15300000.0,5200000.0,30900000.0,13700000.0,,,,,,
1990-03-31,,,,16200000.0,,82000000.0,145600000.0,,0.054501,77062582.0,-7500000.0,1600000.0,4200000.0,4200000,12000000.0,1400000.0,6000000.0,7200000.0,,77062582.0,20200000.0,0.0,,200000.0,4200000.0,1900000.0,-300000.0,4400000.0,32500000.0,100000.0,34300000.0,,-500000.0,113100000.0,,0.0,48900000.0,-12000000.0,13400000.0,0.054501,800000.0,800000.0,1400000.0,3700000.0,16000000.0,,,,1800000.0,5100000.0,-1200000.0,8200000,6800000,36400000,-33200000.0,100000.0,-6300000.0,-1100000.0,64400000.0,,26500000.0,63600000.0,,2700000.0,57500000.0,,100000.0,-12100000.0,6900000.0,31200000.0,15600000.0,,,,,,
1990-06-30,,,,20600000.0,,82000000.0,150900000.0,,0.060557,75961999.0,-5000000.0,1600000.0,4600000.0,4600000,13100000.0,1300000.0,5900000.0,10500000.0,,75961999.0,22000000.0,0.0,,3500000.0,4600000.0,1900000.0,1300000.0,4300000.0,33700000.0,0.0,36400000.0,,-600000.0,117200000.0,,0.0,48300000.0,-2100000.0,14500000.0,0.060557,3800000.0,3800000.0,5200000.0,3800000.0,11200000.0,,,,0.0,2700000.0,-1700000.0,8900000,7500000,42600000,-34100000.0,-300000.0,-3300000.0,3000000.0,65900000.0,,27800000.0,68900000.0,,2900000.0,61500000.0,,0.0,-8900000.0,7500000.0,31800000.0,13500000.0,,,,,,
1990-09-30,,,,37900000.0,,81900000.0,166000000.0,,0.121114,82566883.0,10300000.0,1700000.0,10000000.0,10000000,18400000.0,1300000.0,6000000.0,5800000.0,,82566883.0,36400000.0,0.0,,-800000.0,10000000.0,1900000.0,-600000.0,4300000.0,39300000.0,-100000.0,23200000.0,,-700000.0,126700000.0,,0.0,48000000.0,13100000.0,19700000.0,0.121114,9000000.0,9000000.0,200000.0,5300000.0,10900000.0,,,,0.0,-5300000.0,-1100000.0,18000000,16700000,74300000,-34900000.0,300000.0,11400000.0,5200000.0,66900000.0,,33300000.0,84100000.0,,6600000.0,71000000.0,,,-100000.0,16600000.0,32000000.0,22200000.0,,,,,,
1990-12-31,,,,22700000.0,,81800000.0,159700000.0,,,,23700000.0,1600000.0,3800000.0,3800000,10800000.0,1700000.0,7300000.0,700000.0,,,18300000.0,0.0,,-23900000.0,3800000.0,2000000.0,-200000.0,5700000.0,29900000.0,400000.0,23000000.0,,-500000.0,129800000.0,,100000.0,47700000.0,300000.0,12500000.0,,4200000.0,4200000.0,,7000000.0,34500000.0,,,,0.0,-5800000.0,-1200000.0,7500000,5800000,41000000,-35900000.0,,24900000.0,-4700000.0,68000000.0,,22600000.0,77900000.0,,2400000.0,74200000.0,,,17900000.0,6200000.0,32100000.0,14900000.0,,,,,,
1991-03-31,,,,17000000.0,,81100000.0,161800000.0,100000.0,0.060557,79264694.0,-3600000.0,1400000.0,4800000.0,4800000,12500000.0,1400000.0,7200000.0,,,79264694.0,21400000.0,0.0,,5200000.0,4800000.0,1800000.0,-700000.0,5700000.0,27800000.0,400000.0,30400000.0,,-600000.0,134000000.0,,0.0,47400000.0,-7500000.0,13900000.0,0.060557,5300000.0,5300000.0,6000000.0,3500000.0,28300000.0,,,,4200000.0,-1400000.0,-800000.0,8900000,7500000,38400000,-36900000.0,,-2800000.0,1100000.0,68800000.0,,20600000.0,80700000.0,,3100000.0,64800000.0,,,-9000000.0,7900000.0,31900000.0,17100000.0,,,,,,
1991-06-30,,,,20000000.0,,80600000.0,164400000.0,100000.0,0.066612,79565206.0,-1600000.0,1300000.0,5300000.0,5300000,13700000.0,1300000.0,7100000.0,1500000.0,,79565206.0,23800000.0,0.0,,-2900000.0,5300000.0,1800000.0,1400000.0,5700000.0,25700000.0,300000.0,36900000.0,,-600000.0,138700000.0,,0.0,47100000.0,-6400000.0,15100000.0,0.066612,2500000.0,2500000.0,-2100000.0,3300000.0,30600000.0,,,,0.0,900000.0,-800000.0,10100000,8700000,43800000,-37800000.0,,-800000.0,-2900000.0,69500000.0,,18600000.0,83800000.0,,3700000.0,69400000.0,,,-7400000.0,9000000.0,31700000.0,13800000.0,,,,,,
1991-09-30,,,,38900000.0,,80400000.0,183200000.0,100000.0,0.133225,84819038.0,5500000.0,1400000.0,11300000.0,11300000,18900000.0,1000000.0,7200000.0,800000.0,,84819038.0,38400000.0,0.0,,-5200000.0,11300000.0,2100000.0,-700000.0,5700000.0,33800000.0,300000.0,25100000.0,,-600000.0,149400000.0,,100000.0,46800000.0,11700000.0,20100000.0,0.133225,2200000.0,2200000.0,,4200000.0,35000000.0,,,,0.0,-1300000.0,-800000.0,19500000,18300000,77300000,-38800000.0,,6300000.0,-200000.0,70300000.0,,26600000.0,102800000.0,,7300000.0,80100000.0,,,-6000000.0,18600000.0,31500000.0,21600000.0,,,,,,
1991-12-31,,,,25900000.0,,82700000.0,184400000.0,,,,31500000.0,4900000.0,5100000.0,5100000,13000000.0,1500000.0,10400000.0,,,,22500000.0,0.0,,-28500000.0,5100000.0,2200000.0,-800000.0,5500000.0,31600000.0,700000.0,21500000.0,,-700000.0,152800000.0,,-68500000.0,46500000.0,3700000.0,14500000.0,,5400000.0,5400000.0,,4700000.0,61800000.0,,,,0.0,-1500000.0,-1600000.0,9500000,8000000,48400000,-40400000.0,-1200000.0,33100000.0,3200000.0,74400000.0,,21200000.0,101700000.0,,3600000.0,83500000.0,,,27400000.0,8700000.0,34000000.0,16500000.0,,,,,,
1992-03-31,,,,19700000.0,,82700000.0,188700000.0,,0.066612,84068897.0,1600000.0,5000000.0,5600000.0,5600000,13800000.0,1400000.0,10100000.0,,-20500000.0,84068897.0,23100000.0,0.0,,-2300000.0,5600000.0,2400000.0,-400000.0,5100000.0,31200000.0,1000000.0,25700000.0,,-600000.0,157500000.0,,0.0,46100000.0,-4200000.0,15200000.0,0.066612,5100000.0,5100000.0,19400000.0,3300000.0,62600000.0,,,,5400000.0,-1000000.0,-1300000.0,9300000,7900000,42800000,-41500000.0,-100000.0,2900000.0,-300000.0,75700000.0,,21100000.0,106000000.0,,3300000.0,66100000.0,,,-4000000.0,8900000.0,34200000.0,17800000.0,,,,,,
1992-06-30,,,,24000000.0,,89200000.0,199700000.0,7500000.0,0.08478,79028233.0,-11100000.0,5500000.0,6700000.0,6700000,16100000.0,1300000.0,17900000.0,,-13600000.0,79028233.0,27500000.0,0.0,,-9800000.0,6700000.0,8000000.0,200000.0,4900000.0,36200000.0,900000.0,35000000.0,,-800000.0,163500000.0,,0.0,45800000.0,-9300000.0,17500000.0,0.08478,900000.0,900000.0,13700000.0,4700000.0,62500000.0,,,,0.0,6900000.0,-9900000.0,11400000,10000000,51500000,-42500000.0,,-1200000.0,-4200000.0,77900000.0,,18300000.0,110500000.0,,4200000.0,72100000.0,,,-9300000.0,10900000.0,35400000.0,13600000.0,,,,,,
1992-09-30,,,,43500000.0,,92400000.0,221000000.0,7500000.0,0.139281,94054474.0,8000000.0,6100000.0,13100000.0,13100000,21600000.0,1500000.0,18500000.0,200000.0,-7100000.0,94054474.0,43400000.0,0.0,,10000000.0,13100000.0,7900000.0,300000.0,4900000.0,45200000.0,700000.0,26800000.0,,-800000.0,175800000.0,,7600000.0,45500000.0,8100000.0,23000000.0,0.139281,600000.0,600000.0,6700000.0,8000000.0,62700000.0,,,,0.0,-15500000.0,2700000.0,21900000,20400000,86900000,-43600000.0,,5300000.0,-300000.0,82600000.0,,26700000.0,128600000.0,,8000000.0,84400000.0,,,-9300000.0,21100000.0,39000000.0,18500000.0,,,,,,
1992-12-31,,,,33900000.0,,92800000.0,222500000.0,,,,26000000.0,14300000.0,6600000.0,6600000,18300000.0,1900000.0,18300000.0,300000.0,-45200000.0,,30400000.0,0.0,,-44000000.0,6600000.0,5800000.0,100000.0,4000000.0,40800000.0,700000.0,24800000.0,,-800000.0,181700000.0,,-7600000.0,45200000.0,2000000.0,20200000.0,,1000000.0,1000000.0,13000000.0,4700000.0,91000000.0,,,,0.0,14300000.0,-4000000.0,12100000,10200000,64300000,-44800000.0,,30000000.0,400000.0,86600000.0,,22500000.0,129700000.0,,4300000.0,90300000.0,,,21400000.0,10900000.0,41800000.0,17500000.0,,,,,,
1993-03-31,,,,23100000.0,,93900000.0,232300000.0,7500000.0,0.08478,79028233.0,-1400000.0,7100000.0,6700000.0,6700000,15300000.0,1600000.0,18500000.0,,-1600000.0,79028233.0,26900000.0,0.0,,600000.0,6700000.0,5700000.0,-200000.0,3900000.0,44800000.0,900000.0,35400000.0,,-800000.0,187500000.0,,0.0,44900000.0,-10500000.0,16900000.0,0.08478,1900000.0,1900000.0,5000000.0,5400000.0,87500000.0,,,,1000000.0,-1000000.0,-2800000.0,11600000,10000000,50000000,-46100000.0,,1400000.0,900000.0,89400000.0,,26300000.0,138400000.0,,4200000.0,70900000.0,,,-6900000.0,10900000.0,43300000.0,20900000.0,,,,,,
1993-06-30,,,,25100000.0,,93600000.0,235500000.0,7500000.0,0.090835,80365264.0,-12200000.0,7500000.0,7300000.0,7300000,16400000.0,1600000.0,18800000.0,3600000.0,-6000000.0,80365264.0,28800000.0,0.0,,7700000.0,7300000.0,6900000.0,3500000.0,3800000.0,42300000.0,1000000.0,44200000.0,,-900000.0,193200000.0,,-100000.0,44600000.0,-8800000.0,18000000.0,0.090835,1900000.0,1900000.0,15500000.0,5400000.0,82400000.0,,,,0.0,2600000.0,-1700000.0,12400000,10800000,53900000,-47300000.0,,-10500000.0,0.0,89400000.0,,23500000.0,141900000.0,,4500000.0,77200000.0,,,-19400000.0,11800000.0,42100000.0,14500000.0,,,,,,
1993-09-30,,,,45800000.0,,115800000.0,275700000.0,27500000.0,0.163503,88071522.0,-16200000.0,6500000.0,14400000.0,14400000,22200000.0,3000000.0,37800000.0,,-8500000.0,88071522.0,47400000.0,0.0,,-18300000.0,14400000.0,8800000.0,100000.0,3800000.0,69100000.0,800000.0,28800000.0,,-1000000.0,206600000.0,,200000.0,44200000.0,15300000.0,24300000.0,0.163503,5200000.0,5200000.0,12100000.0,6100000.0,81300000.0,,,,0.0,15800000.0,-22100000.0,26100000,23100000,93200000,-48600000.0,,5900000.0,3300000.0,111400000.0,,31300000.0,159900000.0,,9600000.0,90600000.0,,,-11600000.0,24000000.0,62800000.0,25200000.0,,,,,,
1993-12-31,,,,32100000.0,,192000000.0,303900000.0,20000000.0,,,-46100000.0,14300000.0,7000000.0,7000000,16700000.0,2600000.0,40700000.0,22600000.0,-6800000.0,,30300000.0,0.0,,-61100000.0,7000000.0,3900000.0,300000.0,6400000.0,91600000.0,0.0,29300000.0,,-1000000.0,212300000.0,,-100000.0,101400000.0,1300000.0,19300000.0,,2000000.0,2000000.0,28500000.0,6300000.0,59900000.0,,,,0.0,21300000.0,-82700000.0,13600000,11000000,62400000,-50600000.0,-1000000.0,36600000.0,-3200000.0,137300000.0,,50900000.0,111900000.0,,4100000.0,96600000.0,,,28000000.0,11100000.0,86700000.0,22000000.0,,,,,,
1994-03-31,,,,25400000.0,,189800000.0,311000000.0,27500000.0,0.08478,82566810.0,200000.0,7100000.0,7000000.0,7000000,16400000.0,2900000.0,40900000.0,20000000.0,-5700000.0,82566810.0,31000000.0,0.0,,7600000.0,7000000.0,3800000.0,100000.0,6300000.0,92900000.0,-300000.0,37600000.0,,-1000000.0,218100000.0,,-100000.0,100700000.0,-8300000.0,19300000.0,0.08478,7100000.0,7100000.0,14200000.0,6800000.0,52400000.0,,,,2000000.0,-3500000.0,-800000.0,14600000,11700000,56400000,-52200000.0,-100000.0,1000000.0,5100000.0,137500000.0,,52000000.0,121200000.0,,4400000.0,80400000.0,,,-8800000.0,11400000.0,85300000.0,25200000.0,,,,,,
1994-06-30,,,,28600000.0,,189300000.0,311600000.0,32300000.0,0.096891,81535172.0,-5600000.0,2600000.0,7900000.0,7900000,18400000.0,3000000.0,41200000.0,20000000.0,-24500000.0,81535172.0,34300000.0,0.0,,2200000.0,7900000.0,4100000.0,-100000.0,6300000.0,87100000.0,-200000.0,43400000.0,,-1100000.0,224500000.0,,100000.0,100000000.0,-5800000.0,21400000.0,0.096891,4800000.0,4800000.0,28800000.0,5400000.0,48400000.0,,,,0.0,-1200000.0,-2200000.0,15900000,12900000,62900000,-54400000.0,-300000.0,-3400000.0,-2300000.0,139600000.0,,45900000.0,122300000.0,,5000000.0,87000000.0,,,-13900000.0,12900000.0,85200000.0,20500000.0,,,,,,
1994-09-30,,,,56900000.0,,191600000.0,339100000.0,32400000.0,0.175615,87691779.0,4600000.0,2800000.0,15400000.0,15400000,25800000.0,2800000.0,41400000.0,20400000.0,-6300000.0,87691779.0,54100000.0,0.0,,19600000.0,15400000.0,7100000.0,100000.0,6200000.0,100300000.0,-600000.0,29100000.0,,-1200000.0,238800000.0,,0.0,99300000.0,14400000.0,28700000.0,0.175615,30200000.0,30200000.0,28000000.0,8700000.0,26900000.0,,,,0.0,-700000.0,-2100000.0,28300000,25400000,111000000,-56500000.0,100000.0,6700000.0,25500000.0,141700000.0,,58900000.0,147500000.0,,9500000.0,101200000.0,,,-11600000.0,24900000.0,85200000.0,29800000.0,,,,,,
1994-12-31,,,,34100000.0,,191200000.0,310100000.0,20000000.0,,,33100000.0,15600000.0,7700000.0,7700000,18200000.0,1800000.0,43300000.0,,-35900000.0,,32500000.0,0.0,,-28300000.0,7700000.0,6900000.0,-100000.0,7700000.0,69600000.0,-500000.0,29200000.0,,-1200000.0,240500000.0,,0.0,98700000.0,-1400000.0,20000000.0,,16500000.0,16500000.0,10700000.0,6100000.0,51100000.0,,,,0.0,-21600000.0,-3100000.0,14300000,12500000,66600000,-57500000.0,200000.0,36200000.0,-13800000.0,143100000.0,,26300000.0,118900000.0,,4500000.0,107800000.0,,,26200000.0,12200000.0,85600000.0,20200000.0,,,,,,
1995-03-31,,,,28400000.0,,189400000.0,318300000.0,27500000.0,0.090835,57735733.0,1400000.0,8400000.0,7300000.0,7300000,17900000.0,2300000.0,43300000.0,,-4800000.0,57735733.0,31900000.0,0.0,,5200000.0,7300000.0,6900000.0,0.0,7400000.0,73800000.0,0.0,38200000.0,,-1200000.0,244500000.0,,0.0,98000000.0,-8900000.0,20200000.0,0.090835,22400000.0,22400000.0,10500000.0,6300000.0,45700000.0,,,,16500000.0,-1200000.0,-500000.0,14000000,11700000,60300000,-59100000.0,100000.0,1900000.0,5900000.0,143600000.0,,30500000.0,128900000.0,,4400000.0,92600000.0,,,-7800000.0,11700000.0,84500000.0,24200000.0,,,,,,
1995-06-30,,,,33100000.0,,188000000.0,336900000.0,27500000.0,0.102947,80624103.0,-1400000.0,8700000.0,8300000.0,8300000,20300000.0,2600000.0,43600000.0,,-10100000.0,80624103.0,35700000.0,0.0,,1300000.0,8300000.0,7000000.0,9000000.0,7400000.0,84700000.0,400000.0,50400000.0,,-1300000.0,252200000.0,,0.0,97300000.0,-11700000.0,22900000.0,0.102947,31200000.0,31200000.0,12600000.0,7400000.0,43300000.0,,,,0.0,7700000.0,-1200000.0,15400000,12800000,68800000,-61100000.0,,-200000.0,8800000.0,144800000.0,,41100000.0,148900000.0,,4800000.0,99500000.0,,,-11000000.0,13100000.0,83700000.0,33700000.0,,,,,,
