date,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
2013-12-31,44853000000,57622000000,48689000000,3275000000,115998000000,51964000000,58376000000,0.0,290000000,2543000000.0,1587000000,63135000000,4245000000,3335000000,16670000000,21739000000,147000000,-5953000000.0,10342000000,165000000,8616000000,5875000000,2432000000,9548000000.0,16295000000.0,25202000000,124000000.0,5069000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,53359000000,64548000000,63664000000,3608000000,138790000000,67272000000,74242000000,,291000000,2903000000.0,1587000000,70363000000,5972000000,2960000000,22575000000,28125000000,665000000,,10950000000,9181000000,8616000000,20911000000,2440000000,8721000000.0,10950000000.0,27178000000,130000000.0,5550000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,54712000000,69157000000,66683000000,3338000000,145473000000,70021000000,76316000000,350000000.0,959000000,3347000000.0,1789000000,73829000000,9735000000,3787000000,23212000000,25212000000,764000000,-7059000000.0,12223000000,92000000,8616000000,17360000000,2622000000,12304000000.0,19282000000.0,27930000000,261000000.0,2000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,61106000000,81432000000,69360000000,2066000000,157472000000,71426000000,76040000000,173000000.0,899000000,3504000000.0,1792000000,79915000000,8615000000,5332000000,31984000000,33984000000,994000000,,13330000000,7126000000,8616000000,14019000000,2757000000,15470000000.0,13330000000.0,29166000000,252000000.0,2000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,65465000000,81739000000,58636000000,10666000000,160786000000,69302000000,79047000000,7559000000.0,1497000000,3760000000.0,1792000000,84650000000,8665000000,3664000000,28732000000,31806000000,1032000000,-8333000000.0,13865000000,163000000,8616000000,6950000000,2798000000,0.0,22198000000.0,28150000000,543000000.0,3074000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,69202000000,84217000000,62156000000,11270000000,169655000000,73426000000,85438000000,7307000000.0,2087000000,4849000000.0,1792000000,89934000000,8515000000,4976000000,28471000000,31687000000,1239000000,,14525000000,10063000000,8616000000,9180000000,3256000000,13651000000.0,14525000000.0,30730000000,882000000.0,3216000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,75381000000,94552000000,70168000000,11233000000,184959000000,81401000000,90407000000,7080000000.0,2180000000,6645000000.0,1792000000,96650000000,8734000000,4162000000,29601000000,30728000000,1299000000,-9678000000.0,15167000000,192000000,8616000000,7309000000,3617000000,16173000000.0,24845000000.0,36386000000,860000000.0,1127000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,79259000000,100648000000,75495000000,10752000000,195056000000,86247000000,94408000000,6648000000.0,2018000000,10562000000.0,1798000000,102291000000,9737000000,4938000000,24738000000,27200000000,1437000000,,15435000000,13114000000,8616000000,7049000000,3905000000,16595000000.0,15435000000.0,40358000000,817000000.0,2462000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,85020000000,114857000000,90682000000,6814000000,212492000000,97496000000,97635000000,2398000000.0,2209000000,,1763000000,108201000000,10207000000,6000000000,31550000000,33350000000,1555000000,-11443000000.0,16212000000,212000000,8616000000,14498000000,4237000000,,27655000000.0,43038000000,771000000.0,1800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,89944000000,110064000000,89403000000,7282000000,217214000000,96685000000,107150000000,2528000000.0,2316000000,,1763000000,113758000000,10888000000,7352000000,22809000000,35336000000,1803000000,,16523000000,19250000000,8616000000,15509000000,4247000000,,16523000000.0,42342000000,761000000.0,12527000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,93328000000,115223000000,84457000000,17135000000,226517000000,101592000000,111294000000,10729000000.0,3661000000,,1816000000,118356000000,10710000000,7582000000,24975000000,29150000000,2086000000,-13211000000.0,17311000000,328000000,8616000000,15424000000,4809000000,,30522000000.0,37140000000,1767000000.0,4175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,98351000000,110029000000,83999000000,24721000000,239689000000,108720000000,129660000000,15267000000.0,4200000000,,1816000000,124453000000,10283000000,10534000000,17657000000,24253000000,2338000000,,19834000000,28794000000,8616000000,16811000000,4790000000,,19834000000.0,40663000000,,6596000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
