date,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingExpense,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyResearchAndDevelopment
2003-06-30,,,-149192000.0,712247000.0,,,600000,12027000.0,,12027000.0,449000.0,8939000,4736000.0,4715000.0,26476000.0,436000.0,18132000.0,-20577000,20445000.0,26844000,-5693000,,775941000.0,10194000.0,,-1015000,743438000.0,0.0,,14855000.0,7269000,125330000.0,13042000,260306000.0,18132000,-323000.0,,,29537000,12027000,-7282000,-15967000.0,,1766000,21151000,,390305000.0,47542000,32503000.0,25498000.0,861439000.0,22268000,,1576000.0,,25000.0,364782000.0,16335000.0,2812000.0,,,31207000.0,364807000.0,,18132000,18132000,385636000.0,1670000,279000,,,,,,,,
2003-09-30,,,-156309000.0,757151000.0,,,657000,15289000.0,,15289000.0,449000.0,8723000,4504000.0,4715000.0,19944000.0,1038000.0,19680000.0,31857000,48239000.0,23742000,-8014000,,818774000.0,11921000.0,,3262000,781810000.0,0.0,,10792000.0,7135000,127156000.0,12027000,310012000.0,19680000,462000.0,,,30662000,15289000,-52337000,-17420000.0,,-3535000,15728000,,381606000.0,51695000,36964000.0,23162000.0,913460000.0,23527000,,1472000.0,,798000.0,357646000.0,19445000.0,2502000.0,,,32250000.0,358444000.0,,19680000,19680000,437168000.0,1588000,-62000,,,,,,,,
2003-12-31,,,-163884000.0,765002000.0,,,428000,15745000.0,,15745000.0,935000.0,10015000,4243000.0,4715000.0,19706000.0,0.0,19399000.0,-18439000,0.0,34704000,-15722000,,827557000.0,14290000.0,,456000,789423000.0,0.0,,16145000.0,7580000,127574000.0,15289000,310589000.0,19399000,,,,30794000,15745000,-15809000,-18408000.0,,10459000,18982000,,389394000.0,50397000,38134000.0,31370000.0,928886000.0,23214000,,1275000.0,,4767000.0,353257000.0,17168000.0,5333000.0,,,33229000.0,358024000.0,,19399000,19399000,438163000.0,2435000,153000,,,,,,,,
2004-03-31,,,-171741000.0,796729000.0,,,553000,13614000.0,,13614000.0,485000.0,9873000,5126000.0,4715000.0,21526000.0,-18408000.0,,24142000,,13176000,-11557000,,863922000.0,7370000.0,,-2131000,822970000.0,,,13289000.0,7874000,128438000.0,15745000,311259000.0,19970000,57000.0,,,32417000,13614000,-39449000,,,-14725000,1619000,,424225000.0,52324000,40952000.0,21144000.0,968470000.0,24543000,,2096000.0,,130000.0,402951000.0,17908000.0,3509000.0,,,34416000.0,403081000.0,,19970000,19970000,439697000.0,1999000,135000,,,,,,,,
2004-06-30,,,-180033000.0,798821000.0,,,177000,20476000.0,,20476000.0,485000.0,10895000,5071000.0,4715000.0,19164000.0,18408000.0,,-19944000,,37026000,-10330000,,867622000.0,7869000.0,,6862000,822700000.0,,,18764000.0,8249000,128321000.0,13614000,311131000.0,19706000,205000.0,,,32849000,20476000,-10220000,,,8866000,26696000,,428170000.0,55707000,44922000.0,27118000.0,978854000.0,24600000,,1974000.0,,8712000.0,392340000.0,20212000.0,4522000.0,,,35495000.0,401052000.0,,19706000,19706000,439452000.0,2646000,110000,,,,,,,,
2004-09-30,,,-188247000.0,793393000.0,,,372000,17687000.0,,17687000.0,485000.0,12001000,5433000.0,4715000.0,19218000.0,0.0,,-24944000,,25389000,-3085000,,858878000.0,9195000.0,,-2789000,817326000.0,,,14158000.0,8413000,128069000.0,20476000,310834000.0,19387000,288000.0,,,32861000,17687000,-3234000,-19944000.0,,-2699000,22304000,,419975000.0,58075000,41552000.0,23838000.0,981640000.0,24448000,,1863000.0,,1023000.0,395114000.0,21626000.0,3428000.0,,,36449000.0,396137000.0,,19387000,19387000,438903000.0,3588000,-124000,,,,,,,,
2004-12-31,,,-196361000.0,784999000.0,,,242000,16147000.0,,16147000.0,990000.0,11701000,5320000.0,4715000.0,27814000.0,58296000.0,,-29962000,,34030000,-4431000,,857507000.0,8871000.0,,-1540000,817528000.0,,,16055000.0,8613000,127804000.0,17687000,310507000.0,19355000,155000.0,,,33046000,16147000,-5608000,,,5907000,29599000,,419196000.0,54686000,39979000.0,33609000.0,981360000.0,24433000,,1242000.0,,1416000.0,384171000.0,18552000.0,3395000.0,7693000.0,,36134000.0,385587000.0,,19355000,19355000,438311000.0,3088000,-1190000,,,,,,,,
2005-03-31,,,-204936000.0,780709000.0,,,378000,8798000.0,,8798000.0,32524000.0,-210203000,5829000.0,4715000.0,30264000.0,-19944000.0,,-16410000,,15300000,-4285000,,847660000.0,5650000.0,,-7349000,815688000.0,,,12071000.0,8732000,127500000.0,16147000,310142000.0,19264000,115000.0,,,255885000,8798000,-6239000,,,-12433000,11015000,,410018000.0,56635000,31972000.0,52453000.0,985645000.0,247153000,,2114000.0,,5032000.0,352533000.0,19685000.0,2115000.0,2208000.0,,36950000.0,357565000.0,,19264000,19264000,437642000.0,3503000,-1954000,,,,,,,,
2005-06-30,,,-213564000.0,782336000.0,,,421000,21612000.0,,21612000.0,524000.0,12352000,5878000.0,4715000.0,36295000.0,-19944000.0,,-13944000,,38516000,-10259000,,868675000.0,7966000.0,,12814000,823346000.0,,,18227000.0,8791000,127242000.0,8798000,309337000.0,18852000,-39000.0,,,33100000,21612000,-11758000,,,11220000,28257000,,432096000.0,58306000,45329000.0,34516000.0,995900000.0,24309000,,1658000.0,,121000.0,397459000.0,21645000.0,2393000.0,7799000.0,,36661000.0,397580000.0,,18852000,18852000,436579000.0,3561000,-1499000,,,,,,,,
2005-09-30,2147000.0,,-237181000.0,2209915000.0,13358000.0,8692000.0,1541000,41678000.0,,41678000.0,524000.0,34293000,15315000.0,875428000.0,52652000.0,29197000.0,42904000.0,-11614000,,81582000,-26751000,,3312541000.0,26963000.0,,20066000,3137995000.0,,,101612000.0,23902000,39939000.0,21612000,1878994000.0,45167000,3395000.0,,,80580000,41678000,-49069000,-43951000.0,,8284000,54831000,,1393608000.0,263546000,174546000.0,138587000.0,2447096000.0,56678000,,13108000.0,,71380000.0,1174949000.0,172575000.0,85864000.0,9488000.0,,90971000.0,1255021000.0,,40757000,45167000,1918933000.0,10391000,2454000,,,,,,,,
2005-12-31,2566000.0,,-257316000.0,2160213000.0,17473000.0,13576000.0,-21000,36054000.0,,36054000.0,1046000.0,32568000,16603000.0,826746000.0,84622000.0,10006000.0,31368000.0,-35210000,,51032000,-26791000,,3366992000.0,11100000.0,,-5624000,3071581000.0,,,104320000.0,25242000,151772000.0,41678000,1749007000.0,27790000,,,,73234000,36054000,-21934000,,,-2664000,24241000,,1466213000.0,281070000,295411000.0,205588000.0,2417529000.0,47992000,,109945000.0,,77390000.0,1169659000.0,200510000.0,110066000.0,89122000.0,,80560000.0,1260625000.0,,28802000,27790000,1900779000.0,9098000,113000,,,,,,,,
2006-03-31,2119000.0,,-279747000.0,2156552000.0,14607000.0,9477000.0,1206000,105433000.0,,105433000.0,566000.0,32749000,15465000.0,58427000.0,85486000.0,0.0,41708000.0,-25703000,,57052000,-15592000,,3323180000.0,21529000.0,,69379000,3071951000.0,,,73367000.0,24189000,40117000.0,36054000,1858363000.0,39451000,-1997000.0,,,80156000,105433000,39935000,-43950000.0,,-4576000,41460000,,1424700000.0,274004000,251229000.0,144741000.0,2436299000.0,55967000,,30638000.0,2870000.0,82820000.0,1187662000.0,185288000.0,80771000.0,49279000.0,,88716000.0,1279959000.0,,39589000,39451000,1898480000.0,8560000,55527000,771486000.0,,,,,,,
2006-06-30,492000.0,,-302627000.0,2166556000.0,18543000.0,21653000.0,1844000,52540000.0,,52540000.0,566000.0,35214000,16876000.0,56790000.0,95850000.0,-359000.0,32284000.0,-75803000,,50331000,-27265000,,3295218000.0,24336000.0,,-52893000,3094162000.0,,,63499000.0,24839000,46643000.0,105433000,1844449000.0,31553000,-1582000.0,,,72155000,52540000,-29034000,-45823000.0,,-3918000,23066000,,1404126000.0,279968000,201056000.0,141262000.0,2469183000.0,47316000,,27753000.0,-4169000.0,82295000.0,1158916000.0,197438000.0,81661000.0,52861000.0,,82530000.0,1262864000.0,,31792000,31553000,1891092000.0,10375000,-59020000,774966000.0,,,,,,,
2006-09-30,-614000.0,,-325337000.0,2172582000.0,8577000.0,20296000.0,1464000,66729000.0,,66729000.0,566000.0,36382000,15289000.0,55164000.0,96231000.0,-7900000.0,40555000.0,-31829000,,74596000,-27458000,,3300542000.0,25886000.0,,14189000,3098943000.0,,,62858000.0,24994000,46790000.0,52540000,1839881000.0,41169000,,,,79374000,66729000,-28210000,-45823000.0,,12011000,47138000,,1413871000.0,291023000,201599000.0,138618000.0,2497919000.0,54380000,,25948000.0,9971000.0,76481000.0,1178476000.0,200261000.0,79213000.0,49308000.0,,90762000.0,1275253000.0,,41169000,41169000,1886671000.0,11388000,-746000,774966000.0,,,,,,,
2006-12-31,3864000.0,,-349223000.0,2345135000.0,16979000.0,21584000.0,1368000,68838000.0,2369000.0,68838000.0,647000.0,41137000,13797000.0,53532000.0,96760000.0,2134000.0,41220000.0,129436000,,68832000,-53707000,,3482866000.0,14602000.0,,2109000,3269868000.0,,,86307000.0,26244000,45634000.0,66729000,0.0,37357000,,,,79893000,68838000,-195925000,-47694000.0,,5833000,15125000,,1607185000.0,290679000,212998000.0,156735000.0,2694358000.0,53649000,,21205000.0,-8415000.0,69397000.0,1359469000.0,195893000.0,105976000.0,52810000.0,,94786000.0,1450450000.0,,37356000,37357000,1875681000.0,14893000,-1895000,774441000.0,,,,,,,
2007-03-31,3692000.0,,-373989000.0,2351067000.0,7436000.0,33880000.0,8234000,63841000.0,,63841000.0,5509000.0,42250000,18854000.0,53244000.0,97971000.0,357000.0,34815000.0,-17116000,,57974000,-46875000,,3507134000.0,17087000.0,,-4997000,3301702000.0,,,83474000.0,27342000,46234000.0,68838000,0.0,31123000,,,,72777000,63841000,-46285000,-47695000.0,,5288000,11099000,,1647015000.0,296824000,205432000.0,154774000.0,2725056000.0,45435000,,37368000.0,9542000.0,71922000.0,1386439000.0,209139000.0,96787000.0,48704000.0,,87685000.0,1492241000.0,,31123000,31123000,1860119000.0,14908000,4000,788339000.0,,,,,,,
2007-06-30,1783000.0,,-399813000.0,2398287000.0,12921000.0,35897000.0,19372000,64225000.0,,64225000.0,3710000.0,45441000,19452000.0,51506000.0,97900000.0,-503000.0,41480000.0,11218000,,49463000,-66858000,,3561499000.0,14981000.0,,384000,3345935000.0,,,75851000.0,27860000,56840000.0,63841000,0.0,39697000,,,,69420000,64225000,-65920000,-47695000.0,,-16602000,-17395000,,1699026000.0,320506000,215564000.0,142872000.0,2798100000.0,41560000,,32327000.0,-5423000.0,72206000.0,1448051000.0,233505000.0,106091000.0,48330000.0,,87001000.0,1556154000.0,,39697000,39697000,1862473000.0,17581000,182000,786244000.0,,,,,,,
2007-09-30,3571000.0,,-426151000.0,2439969000.0,33214000.0,36330000.0,16279000,76371000.0,,76371000.0,1861000.0,45652000,19381000.0,49442000.0,97579000.0,134000.0,54784000.0,20623000,,39405000,-56697000,,3652605000.0,16573000.0,,12146000,3384714000.0,,,89559000.0,29534000,66633000.0,64225000,0.0,51213000,-7947000.0,,,87420000,76371000,-45980000,-49879000.0,,-31782000,-17292000,,1779437000.0,394542000,267891000.0,158289000.0,2866120000.0,57886000,,33062000.0,-20254000.0,65621000.0,1519197000.0,291004000.0,124118000.0,50296000.0,,103538000.0,1621148000.0,,51213000,51213000,1873168000.0,16118000,7275000,786221000.0,,,,,,,
2007-12-31,2402000.0,,-452030000.0,2492086000.0,88532000.0,34196000.0,1778000,89838000.0,2401000.0,89838000.0,663000.0,48865000,18829000.0,47762000.0,100464000.0,6348000.0,30667000.0,22335000,,75830000,-80821000,,3783087000.0,13599000.0,,13467000,3435953000.0,,,163309000.0,24041000,26887000.0,76371000,0.0,28265000,4049000.0,,,77275000,89838000,-80211000,-52064000.0,,21770000,-4991000,,1788255000.0,463142000,347134000.0,242485000.0,2944116000.0,47718000,,37624000.0,-55322000.0,65948000.0,1445626000.0,366559000.0,130354000.0,62513000.0,,96583000.0,1545770000.0,,28265000,28265000,1994832000.0,19308000,5394000,785019000.0,,,,,,,
2008-03-31,4562000.0,,-479344000.0,2963899000.0,427645000.0,34305000.0,12110000,75218000.0,,75218000.0,183460000.0,46129000,16865000.0,46090000.0,135069000.0,-3483000.0,60431000.0,682153000,,-2823000,-40486000,,4713721000.0,18378000.0,,-14620000,3940641000.0,,,193282000.0,28460000,23607000.0,89838000,0.0,55869000,-4250000.0,,,95232000,75218000,-692064000,-54956000.0,585000.0,-81786000,-43309000,,2721273000.0,592774000,773080000.0,596949000.0,3443243000.0,65186000,,68370000.0,-15342000.0,70181000.0,2019838000.0,481459000.0,201847000.0,201829000.0,,111315000.0,2124324000.0,,55869000,55869000,1992448000.0,16083000,24000,784494000.0,,,,,,,
2008-06-30,3718000.0,,-511551000.0,2981902000.0,548034000.0,35077000.0,2380000,61138000.0,,61138000.0,16458000.0,54374000,24934000.0,44422000.0,138866000.0,689000.0,17808000.0,151207000,,31164000,-52228000,,4995396000.0,19515000.0,,-14080000,3960450000.0,,,422095000.0,33246000,25686000.0,75218000,0.0,14090000,5636000.0,,,75192000,61138000,-197442000,-60573000.0,,-16608000,-21064000,,2806095000.0,1377580000,1034946000.0,533968000.0,3493453000.0,40362000,,69193000.0,-117037000.0,64018000.0,2173032000.0,1282844000.0,356581000.0,75900000.0,,94736000.0,2272127000.0,,14090000,14090000,2189301000.0,19544000,0,784494000.0,,,,,,,
2008-09-30,2791000.0,,-538768000.0,2970820000.0,547660000.0,32829000.0,3818000,40715000.0,,40715000.0,25619000.0,182596000,25228000.0,42754000.0,141853000.0,7320000.0,154068000.0,-172515000,-5025000.0,203091000,-48841000,,4932007000.0,26306000.0,,-20423000,3952138000.0,,,397389000.0,33527000,60470000.0,61138000,0.0,151277000,,,,210621000,40715000,-48332000,-60574000.0,,24037000,154250000,,2665820000.0,1825226000,979869000.0,534436000.0,3509588000.0,175478000,,55246000.0,-982000.0,72688000.0,2025867000.0,1467152000.0,335037000.0,85122000.0,,358074000.0,2131384000.0,,151277000,151277000,2266187000.0,147453000,0,784494000.0,,,,,,,
2008-12-31,-65000.0,,-565749000.0,2941824000.0,220574000.0,27370000.0,23957000,45375000.0,2125000.0,45375000.0,22833000.0,172406000,23791000.0,51704000.0,92013000.0,1284000.0,32717000.0,-220782000,0.0,253749000,-60588000,,4459597000.0,2193000.0,,4660000,3973111000.0,,,145963000.0,40476000,-14266000.0,40715000,,3432000,,,,115292000,45375000,-18679000,-65837000.0,-350000.0,207374000,193161000,,2252600000.0,1033190000,486486000.0,252024000.0,3507573000.0,32551000,4504000.0,28439000.0,327353000.0,94546000.0,1872015000.0,828233000.0,178216000.0,32766000.0,,204957000.0,2000576000.0,68813000.0,32782000,32782000,0.0,-305532000,55813000,806330000.0,,,,,,,
2009-03-31,6526000.0,-168291000.0,-597330000.0,2923965000.0,338294000.0,26811000.0,10917000,12866000.0,,12866000.0,21246000.0,161775000,20470000.0,49772000.0,84586000.0,0.0,45881000.0,-33151000,,22287000,-5942000,,4505128000.0,0.0,,-32509000,3945878000.0,,23656000.0,202016000.0,35989000,-20266000.0,45375000,,39355000,124000.0,,,102340000,12866000,-20083000,-65838000.0,2967000.0,-53600000,16345000,,2330614000.0,634004000,559250000.0,297438000.0,3521295000.0,55434000,2836000.0,51884000.0,-117974000.0,96772000.0,1909593000.0,416795000.0,156206000.0,49656000.0,65483000.0,217209000.0,2033176000.0,69626000.0,39355000,39355000,0.0,22464000,-14255000,808261000.0,,,,,,,
2009-06-30,2327000.0,-372859000.0,-624637000.0,2948233000.0,482896000.0,24449000.0,22251000,54725000.0,,54725000.0,20713000.0,61400000,20265000.0,47891000.0,78945000.0,0.0,86062000.0,138114000,,-90925000,-10549000,,4861857000.0,0.0,,41859000,3962583000.0,,-121329000.0,285202000.0,35548000,-3213000.0,12866000,,83735000,518000.0,,,141875000,54725000,-9611000,-65838000.0,-1902000.0,-185537000,-101474000,,2652393000.0,987842000,899274000.0,414416000.0,3572870000.0,84076000,3570000.0,82978000.0,-143899000.0,96794000.0,2116734000.0,842366000.0,278675000.0,81128000.0,81740000.0,145476000.0,2237977000.0,70137000.0,83735000,83735000,0.0,25852000,-38261000,807742000.0,,,,,,,
2009-09-30,3372000.0,-602744000.0,-658834000.0,2973547000.0,398914000.0,25545000.0,413000,12849000.0,,12849000.0,11194000.0,55999000,19791000.0,46009000.0,80216000.0,0.0,67812000.0,-271354000,0.0,274876000,-16424000,,4669620000.0,0.0,694000.0,-41876000,3987481000.0,,67821000.0,301307000.0,36786000,,54725000,,64440000,-2677000.0,,,124389000,12849000,-48659000,-65838000.0,-45000.0,177911000,258452000,,2452380000.0,1251247000,682139000.0,410981000.0,3632381000.0,87190000,1865000.0,55027000.0,83817000.0,94154000.0,1921700000.0,1108058000.0,215349000.0,68621000.0,13257000.0,143189000.0,2041399000.0,69761000.0,64440000,64440000,0.0,19213000,-33229000,807742000.0,,,,,,,
2009-12-31,-1694000.0,-497225000.0,-693708000.0,3028196000.0,377230000.0,26909000.0,7893000,62006000.0,4714000.0,62006000.0,20770000.0,523516000,18858000.0,44127000.0,77268000.0,6155000.0,35651000.0,163719000,288761000.0,-25656000,-175641000,0.0,4774673000.0,30788000.0,526000.0,49157000,4039954000.0,,-1653000.0,205605000.0,37420000,7810000.0,12849000,,4135000,-5087000.0,,,50455000,62006000,-89352000,-66382000.0,,-98414000,-201297000,,2289705000.0,982778000,734719000.0,338754000.0,3721904000.0,46616000,26000.0,15146000.0,21822000.0,87386000.0,1828993000.0,412646000.0,211797000.0,50678000.0,-101196000.0,570132000.0,1950951000.0,68728000.0,37345000,37345000,0.0,27204000,126596000,807742000.0,,,,,,,
