date,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
2016-11-30,17011000000.0,-888000000,4656000000,440000000.0,385431000000,0.0,270686000000,257061000000.0,182095000000,710441000000.0,6.826,5275000000.0,30506000000,10196644300.0,128394000000.0,,234000000,6.8351,113532000000,666845000000.0,364251000000.0,,1114558000000.0,104204000000,-196000000.0,10374000000,99886000000,88591000000,528847000000,-11919000000,,1410933000000.0,110461000000.0,258160000000,296374000000.0,207016000000.0,48453000000.0,80260000000,15740000000.0,307846000000.0,-16791000000,18089000000.0,69696000000,73698000000,184193000000.0,,273625000000.0,465691000000,-15049000000,69695000000,465691000000.0,,776000000,-616000000.0,672707000000.0,8552000000,672097000000.0,-267000000,35956000000.0,10210225608.0,87967000000,4856000000.0,,,,,,,,,,,,,,,
2017-02-28,17297000000.0,1526000000,39982000000,419000000.0,465691000000,0.0,223522000000,204749000000.0,181456000000,736750000000.0,2.6963,5121000000.0,13689000000,10197347700.0,129823000000.0,,-1446000000,2.7005,53732000000,694383000000.0,314140000000.0,,1086854000000.0,43405000000,0.0,48252000000,111336000000,42066000000,488660000000,-10440000000,,1388138000000.0,48772000000.0,265137000000,301284000000.0,196285000000.0,39245000000.0,104169000000,15955000000.0,307203000000.0,-33000000,18089000000.0,27539000000,29716000000,181292000000.0,,235072000000.0,569861000000,-1537000000,27538000000,569861000000.0,,883000000,-155000000.0,766146000000.0,9444000000,621343000000.0,82000000,38337000000.0,10213255202.0,100896000000,4959000000.0,,,,,,,,,,,,,,,
2017-05-31,15612000000.0,57000000,5832000000,433000000.0,569861000000,0.0,231209000000,210717000000.0,181248000000,731618000000.0,2.2402,11537000000.0,22707000000,10197947600.0,131324000000.0,-59000000.0,-71000000,2.2435,60148000000,699417000000.0,326016000000.0,,1095157000000.0,47866000000,0.0,-18868000000,29974000000,49961000000,460449000000,-11125000000,,1401900000000.0,78196000000.0,229240000000,306742000000.0,194787000000.0,42040000000.0,-2414000000,16328000000.0,314531000000.0,-17813000000,18060000000.0,22880000000,25159000000,180675000000.0,,229140000000.0,567446000000,-9037000000,22879000000,567446000000.0,,2739000000,-347000000.0,762233000000.0,9543000000,640547000000.0,49000000,39700000000.0,10212927417.0,18849000000,5275000000.0,,,,,,,,,,,,,,,
2017-08-31,17310000000.0,-216000000,-56425000000,421000000.0,567446000000,0.0,183830000000,204008000000.0,188034000000,731770000000.0,,10000000000.0,-2416000000,,136979000000.0,-1693000000.0,-1909000000,,10767000000,698584000000.0,311421000000.0,,1077598000000.0,-2079000000,0.0,-29404000000,-29028000000,-4204000000,383959000000,-12382000000,,1388486000000.0,48598000000.0,200129000000,310888000000.0,30426000000.0,35733000000.0,116356000000,16146000000.0,315022000000.0,-34000000,15885000000.0,-833000000,337000000,179053000000.0,,289675000000.0,683802000000,148413000000,-833000000,683802000000.0,,697000000,-123000000.0,714228000000.0,12149000000,626443000000.0,126000000,36895000000.0,,-41410000000,4745000000.0,,,,,,,,,,,,,,,
2017-11-30,54252000000.0,-3198000000,-8229000000,11206000000.0,683802000000,0.0,317065000000,164418000000.0,203336000000,806281000000.0,7.6899,11308000000.0,33186000000,10198547600.0,139690000000.0,-767000000.0,-1106000000,7.7011,128394000000,759276000000.0,472158000000.0,,1314176000000.0,117832000000,,25654000000,120056000000,113729000000,617026000000,-11050000000,,1633058000000.0,130061000000.0,299961000000,318881000000.0,23717000000.0,233787000000.0,105096000000,16665000000.0,317910000000.0,-17800000000,15885000000.0,78540000000,84646000000,204226000000.0,,301150000000.0,788898000000,-5390000000,78540000000,788898000000.0,,635000000,-2348000000.0,812615000000.0,9927000000,790068000000.0,3228000000,39246000000.0,10213396793.0,109006000000,5365000000.0,,,,,,,,,,,,,,,
2018-02-28,76808000000.0,-158000000,28801000000,16430000000.0,788898000000,0.0,268573000000,135191000000.0,212079000000,796650000000.0,2.5065,16587000000.0,18363000000,10199794500.0,139070000000.0,-1682000000.0,-542000000,2.5109,69673000000,784887000000.0,493832000000.0,,1295112000000.0,47363000000,,28357000000,100189000000,56494000000,569738000000,-9195000000,,1621507000000.0,55409000000.0,301165000000,326395000000.0,33058000000.0,207393000000.0,59760000000,16252000000.0,292881000000.0,-45000000,8092000000.0,25611000000,29000000000,199412000000.0,,269512000000.0,848658000000,-19806000000,25610000000,848658000000.0,,10495000000,-26883000000.0,881716000000.0,11815000000,786713000000.0,527000000,39156000000.0,10217434670.0,90994000000,7381000000.0,,,,,,,,,,,,,,,
2018-05-31,49392000000.0,-784000000,-5773000000,2913000000.0,848658000000,0.0,264754000000,152827000000.0,196536000000,838368000000.0,4.3242,18487000000.0,24671000000,10201136900.0,148532000000.0,-659000000.0,-1694000000,4.3313,84208000000,808670000000.0,467878000000.0,,1314470000000.0,72279000000,,-17487000000,37877000000,68218000000,517384000000,-12774000000,,1648823000000.0,83244000000.0,252629000000,334352000000.0,30882000000.0,185299000000.0,9701000000,16339000000.0,303899000000.0,-20372000000,8092000000.0,44185000000,47608000000,194378000000.0,,274698000000.0,858359000000,-10696000000,44184000000,858359000000.0,,710000000,-51000000.0,889241000000.0,11219000000,771777000000.0,186000000,44799000000.0,10217843763.0,25103000000,5748000000.0,,,,,,,,,,,,,,,
2018-08-31,28355000000.0,-241000000,-194268000000,28636000000.0,858359000000,0.0,199543000000,214542000000.0,202382000000,862936000000.0,,13003000000.0,-2916000000,,155077000000.0,-1796000000.0,-1049000000,,13689000000,815146000000.0,499410000000.0,,1618097000000.0,5203000000,,-79928000000,-81719000000,-2839000000,425911000000,-15475000000,,1953466000000.0,52677000000.0,226367000000,335368000000.0,35359000000.0,72726000000.0,141337000000,16693000000.0,551279000000.0,-27000000,8092000000.0,6476000000,8119000000,199459000000.0,,464788000000.0,999697000000,-21288000000,6476000000,999697000000.0,,-3608000000,-34208000000.0,1035056000000.0,12094000000,1050689000000.0,83000000,46002000000.0,,-97194000000,5694000000.0,,,,,,,,,,,,,,,
2018-11-30,23624000000.0,-1085000000,15510000000,17153000000.0,999697000000,0.0,324808000000,207222000000.0,220333000000,936745000000.0,7.1901,13307000000.0,30801000000,10202778200.0,160702000000.0,-967000000.0,-1391000000,7.2016,124207000000,864138000000.0,495595000000.0,,1692055000000.0,111086000000,,-78601000000,30136000000,104475000000,644466000000,-18088000000,,2031729000000.0,129146000000.0,319658000000,339673000000.0,49536000000.0,85657000000.0,-20609000000,17634000000.0,554900000000.0,-24455000000,8092000000.0,73477000000,80285000000,221515000000.0,,452891000000.0,979087000000,-31195000000,73476000000,979087000000.0,,1139000000,-29175000000.0,1028623000000.0,11982000000,1050495000000.0,459000000,51034000000.0,10219051195.0,12048000000,9343000000.0,,,,,,,,,,,,,,,
2019-02-28,20319000000.0,-1263000000,71773000000,31161000000.0,979087000000,0.0,281964000000,161878000000.0,213763000000,961680000000.0,3.9672,14915000000.0,18482000000,10204408000.0,157404000000.0,-38753000000.0,-1648000000,3.974,83266000000,904690000000.0,455578000000.0,,1666339000000.0,63127000000,,138604000000,200763000000,68201000000,623230000000,-14935000000,,2015201000000.0,56671000000.0,341265000000,348861000000.0,58541000000.0,77977000000.0,131979000000,17279000000.0,550195000000.0,-29000000,8092000000.0,40552000000,44645000000,211948000000.0,,379104000000.0,1111067000000,-28493000000,40552000000,1111067000000.0,,8031000000,-43456000000.0,1169608000000.0,12108000000,1005773000000.0,76000000,57938000000.0,10221818915.0,185828000000,8660000000.0,,,,,,,,,,,,,,,
2019-05-31,18214000000.0,909000000,57366000000,25113000000.0,1111067000000,0.0,285904000000,143448000000.0,211373000000,963770000000.0,4.3669,15426000000.0,23934000000,10205351900.0,158627000000.0,-4092000000.0,-2241000000,4.3741,90663000000,924837000000.0,412698000000.0,,1621658000000.0,72997000000,,-19072000000,55317000000,74531000000,555180000000,-16947000000,,1974493000000.0,83674000000.0,269276000000,352834000000.0,56966000000.0,79228000000.0,-5983000000,16977000000.0,551605000000.0,-24465000000,8092000000.0,44639000000,49063000000,208632000000.0,,315503000000.0,1105085000000,-13887000000,44639000000,1105085000000.0,,5127000000,-22962000000.0,1162051000000.0,12539000000,964303000000.0,99000000,57813000000.0,10222125535.0,38370000000,9025000000.0,,,,,,,,,,,,,,,
2019-08-31,19979000000.0,-206000000,-106504000000,18825000000.0,1105085000000,0.0,226884000000,191769000000.0,217018000000,938621000000.0,,8822000000.0,1182000000,,162092000000.0,-7410000000.0,-2644000000,,25296000000,928748000000.0,476658000000.0,,1638174000000.0,5236000000,,14299000000,14289000000,9866000000,467671000000,-15774000000,,2010558000000.0,60398000000.0,240787000000,372384000000.0,44473000000.0,82107000000.0,-18565000000,17284000000.0,550366000000.0,-26000000,8092000000.0,3911000000,4054000000,212298000000.0,,410526000000.0,1086519000000,-5181000000,3910000000,1086519000000.0,,8213000000,-8026000000.0,1130992000000.0,11847000000,1027024000000.0,139000000,60117000000.0,,-1485000000,7865000000.0,,,,,,,,,,,,,,,
2019-11-30,18697000000.0,-1944000000,-4963000000,21327000000.0,1086519000000,0.0,312923000000,227427000000.0,221482000000,988554000000.0,6.9359,5971000000.0,30174000000,10206449500.0,524403000000.0,0.0,-1027000000,6.9473,146976000000,942343000000.0,640039000000.0,524403000000.0,1776010000000.0,102015000000,,-18505000000,97650000000,91441000000,623484000000,-22196000000,,2528281000000.0,140834000000.0,310560000000,752271000000.0,58649000000.0,79409000000.0,28511000000,4252000000.0,854041000000.0,-24473000000,8092000000.0,70908000000,71841000000,224098000000.0,,424615000000.0,1115031000000,-33267000000,70907000000,1115031000000.0,,1894000000,-30454000000.0,1173680000000.0,43067000000,1494080000000.0,27000000,63639000000.0,10223186609.0,75454000000,9850000000.0,,,,,,,,,,,,,,,
