date,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyInventory
2008-03-31,354000,1990000.0,5134000,-79404000.0,37500000.0,-15256000.0,-6399000.0,32684000.0,111213000.0,,79345000.0,356740000.0,96280000.0,56896000,984992000,50129000,62683000,142419000,,,60776000.0,72946000.0,544516000,1718595000,3052935000,28630000,126181000.0,11123000.0,215877000,276653000,715000,119597000.0,25073000.0,0.262,351805000.0,-55392000.0,155403000,207214000,,1458449000,92290000,32231000.0,169563000,215877000.0,,1054540000,142087000.0,1334340000,,-40555000.0,,-24653000.0,144280000,523998000,-847000.0,1457000.0,74524000,1054500000.0,37651000.0,6975000,0.258,-2547000.0,1594486000,175000000.0,92290000,25283000,92290000,,117696000.0,14337000,945511000.0,403909000,,,,,
2008-06-30,-30000,1617000.0,4041000,-79404000.0,40625000.0,-3404000.0,-8669000.0,5788000.0,107447000.0,,112207000.0,357015000.0,146981000.0,57531000,828825000,46775000,64376000,131639000,,,11514000.0,103538000.0,541227000,1717205000,2996058000,29060000,97759000.0,11027000.0,362858000,374372000,716000,215877000.0,30980000.0,0.24,352980000.0,-45200000.0,143812000,197160000,,1298079000,84864000,38146000.0,159309000,362858000.0,,912495000,143780000.0,1278853000,,-1434000.0,,2706000.0,132785000,608862000,16819000.0,-3198000.0,78376000,1054071000.0,37851000.0,12065000,0.238,-5744000.0,1697979000,162500000.0,84864000,26524000,84864000,,115637000.0,15680000,781651000.0,385584000,,,,,
2008-09-30,281000,492000.0,4438000,-79404000.0,43750000.0,-113467000.0,-14551000.0,2101000.0,191861000.0,,107870000.0,362120000.0,-121131000.0,163652000,1410693000,43319000,76242000,118282000,,,3751000.0,93319000.0,749101000,2412598000,4160871000,27228000,12637000.0,14920000.0,241727000,245478000,764000,362858000.0,47349000.0,0.21,357415000.0,-1990000.0,134062000,201444000,,2200484000,74963000,-115753000.0,151169000,241727000.0,,1558313000,155646000.0,1748273000,,-301561000.0,,5446000.0,119142000,683825000,17483000.0,-4940000.0,98694000,1423603000.0,50275000.0,56521000,0.208,-104131000.0,1954575000,345000000.0,74963000,32027000,74963000,,105310000.0,17626000,1343893000.0,642171000,,,,,
2008-12-31,-12607000,1111000.0,5959000,-110037000.0,46875000.0,-8992000.0,-19193000.0,-44020000.0,194301000.0,,75690000.0,,41795000.0,154370000,12174008000,32301000,88952000,81156000,,,3419000.0,56497000.0,728855000,2406993000,14959581000,19890000,358000.0,26821000.0,283522000,286941000,765000,241727000.0,49663000.0,,,15000.0,124148000,207260000,,12947401000,48855000,-24370000.0,143540000,283522000.0,,12311642000,198989000.0,12552588000,,43550000.0,,9333000.0,97327000,732752000,-14760000.0,-10305000.0,81248000,1434816000.0,63720000.0,41096000,,3936000.0,2006231000,332500000.0,48855000,46213000,48855000,,108958000.0,20157000,12117820000.0,635759000,,,,,
2009-03-31,-79000,,5254000,,103268000.0,-15064000.0,-7929000.0,2249000.0,192763000.0,158313000.0,67720000.0,368030000.0,-53926000.0,12096000,12711296000,36854000,86905000,109076000,-39842000.0,-29676000.0,3086000.0,59791000.0,731786000,2487021000,15624906000,18030000,5368000.0,27303000.0,229596000,232682000,768000,283522000.0,46239000.0,0.198,363355000.0,-63212000.0,141633000,231553000,9780000.0,13498804000,72222000,-105615000.0,218714000,229596000.0,,12911216000,,13137885000,,-7256000.0,33308000.0,827000.0,113799000,805359000,-27360000.0,-13449000.0,110647000,1497921000.0,12839000.0,17105000,0.196,0.0,2090503000,360843000.0,72222000,104915000,72222000,,33982000.0,77612000,12691205000.0,587588000,-10943000.0,,,,
2009-06-30,-10577000,,6906000,,17951158000.0,-7171000.0,-10492000.0,14218000.0,194507000.0,166063000.0,103628000.0,370370000.0,70863000.0,17154000,31071000,45764000,87080000,117822000,423000.0,-9060000.0,17849087000.0,93136000.0,732814000,2479273000,20864021000,28705000,768000.0,27579000.0,300459000,18149546000,772000,229596000.0,52159000.0,0.198,364460000.0,-18354000.0,152307000,250417000,12013000.0,18633131000,72058000,-26077000.0,241075000,300459000.0,,18076449000,,18384748000,,,8926000.0,143000.0,134961000,877417000,-2475000.0,-1691000.0,119613000,1476162000.0,9342000.0,33135000,0.194,0.0,2195141000,338164000.0,72058000,106114000,72058000,,24011000.0,78535000,17844299000.0,556682000,-32957000.0,,,,
2009-09-30,1493000,,4374000,,110536000.0,-18598000.0,-10144000.0,3384000.0,208760000.0,173934000.0,119980000.0,371020000.0,91170000.0,11549000,16448857000,50524000,86590000,137406000,47000.0,-12717000.0,2004000.0,109836000.0,718265000,2467148000,19561738000,29321000,9353000.0,27868000.0,391629000,393633000,773000,300459000.0,59772000.0,0.24,365685000.0,-9005000.0,169648000,256264000,13931000.0,17224277000,87454000,-9749000.0,246398000,391629000.0,,16687386000,,17094590000,,,34850000.0,-211000.0,139989000,964871000,-9212000.0,2594000.0,132559000,1476810000.0,9866000.0,33371000,0.236,0.0,2302284000,310375000.0,87454000,106409000,86882000,,17756000.0,78541000,16427943000.0,536891000,-22597000.0,,,,
2009-12-31,11210000,,6388000,-154720000.0,114223000.0,-34279000.0,-16177000.0,-11565000.0,181102000.0,154816000.0,195265000.0,,160836000.0,10182000,18720809000,46409000,91735000,129401000,0.0,24026000.0,2005000.0,179088000.0,702460000,2425024000,21884875000,24558000,16501000.0,28607000.0,552465000,554470000,776000,391629000.0,57288000.0,,,-1160000.0,164396000,256554000,17447000.0,19451228000,84254000,-834000.0,246905000,552465000.0,,18967832000,246455000.0,19459851000,,0.0,23327000.0,-449000.0,123870000,1049125000,61028000.0,1010000.0,109068000,1465831000.0,9649000.0,52185000,,0.0,2399732000,281941000.0,84254000,123035000,82992000,,20353000.0,94428000,18690238000.0,483396000,-22535000.0,,,,
2010-03-31,-696000,,7110000,,117922000.0,-29660000.0,-10748000.0,2082000.0,167062000.0,148570000.0,101560000.0,372635000.0,59829000.0,15477000,20598119000,53217000,91091000,156735000,0.0,-31189000.0,2005000.0,90812000.0,687541000,2395651000,23813791000,18468000,2000000.0,28214000.0,612294000,614299000,781000,552465000.0,51272000.0,0.274,368380000.0,-2554000.0,192059000,281620000,11945000.0,21268889000,101163000,-11302000.0,272526000,612294000.0,,20829162000,,21418140000,,-7164000.0,37754000.0,-323000.0,163815000,1150288000,-35009000.0,-6225000.0,140578000,1452972000.0,9094000.0,24095000,0.272,0.0,2509526000,253461000.0,101163000,108711000,103518000,,19204000.0,80497000,20556597000.0,439727000,-31546000.0,,,,
2010-06-30,-16815000,,7502000,,112250000.0,199646000.0,-13526000.0,-4452000.0,161476000.0,33000000.0,157759000.0,373815000.0,-305186000.0,138414000,61288000,53289000,93549000,155816000,0.0,4561000.0,2005000.0,144233000.0,670998000,2387965000,27449881000,24978000,0.0,27914000.0,307108000,309113000,782000,612294000.0,63068000.0,0.274,369800000.0,-14525000.0,191232000,296155000,14368000.0,24775694000,101688000,-662472000.0,296155000,307108000.0,,24158744000,,25061916000,,-816000.0,12009000.0,3190000.0,179793000,1251976000,6215000.0,-5938000.0,135942000,1452004000.0,9527000.0,31099000,0.272,0.0,2637972000,367250000.0,101688000,116362000,102527000,23879030000.0,88224000.0,88448000,23879030000.0,616950000,-17938000.0,,,,
2010-09-30,-4303000,,7511000,,259943000.0,55929000.0,-12753000.0,-89597000.0,236951000.0,135219000.0,119252000.0,372215000.0,232090000.0,22994000,24369859000,47328000,95341000,147241000,-552958000.0,4435000.0,1998000.0,106499000.0,916072000,3066191000,28218225000,54340000,2000000.0,31739000.0,539198000,541196000,783000,307108000.0,,0.262,368295000.0,-15486000.0,186491000,287146000,12155000.0,25497068000,96315000,55224000.0,278884000,539198000.0,,24779645000,,25152034000,,-734000.0,36866000.0,-3147000.0,158577000,1348291000,-16580000.0,-7670000.0,134507000,1896565000.0,8262000.0,38877000,0.258,0.0,2684619000,455770000.0,96315000,120307000,99913000,,24702000.0,88568000,24362857000.0,717423000,-254256000.0,,,,
2010-12-31,-1358000,,7642000,-203048000.0,252750000.0,-56395000.0,-10741000.0,81921000.0,268249000.0,144174000.0,155187000.0,,82594000.0,20931000,22749396000,48541000,94503000,150350000,-23000.0,19524000.0,1999000.0,144446000.0,890818000,3066481000,26642259000,37740000,15541000.0,33342000.0,621792000,623791000,785000,539198000.0,65162000.0,,,-741000.0,191334000,285023000,10852000.0,23825494000,99132000,-14532000.0,276332000,621792000.0,,23127384000,297551000.0,23575778000,,-81681000.0,6307000.0,526000.0,158581000,1447423000,12123000.0,-2967000.0,114456000,1916055000.0,8691000.0,53769000,,-24959000.0,2777550000,325750000.0,99132000,117751000,101809000,,104111000.0,84409000,22712281000.0,698110000,-45260000.0,,,,
2011-03-31,-276000,,8206000,,284947000.0,-66884000.0,-12461000.0,-4432000.0,271537000.0,147787000.0,155356000.0,371005000.0,72465000.0,25101000,24559223000,65950000,94782000,196104000,-3200000.0,-50531000.0,0.0,142895000.0,918681000,3115569000,28622491000,60274000,1999000.0,33131000.0,694257000,694257000,787000,621792000.0,68802000.0,0.352,367165000.0,-1400000.0,237441000,334280000,13707000.0,25650790000,128904000,-17861000.0,323038000,694257000.0,,24985661000,,25506922000,,-9404000.0,48741000.0,130154000.0,203598000,1576327000,-18670000.0,-2632000.0,165244000,1929218000.0,11242000.0,23948000,0.348,-2799000.0,2937381000,348026000.0,128904000,119440000,130154000,,45566000.0,86309000,24526005000.0,665129000,-55500000.0,,,,
2011-06-30,-285000,,8371000,,289918000.0,-87781000.0,-17368000.0,1904000.0,265217000.0,146495000.0,165711000.0,370690000.0,62417000.0,24795000,26935828000,58696000,99458000,183068000,0.0,-1018000.0,0.0,148343000.0,899717000,3109319000,31040873000,58078000,0.0,32837000.0,756674000,756674000,789000,694257000.0,82086000.0,0.33,367185000.0,-2246000.0,224276000,325218000,13170000.0,27954343000,121365000,-13745000.0,310919000,756674000.0,,27373035000,,27931554000,,-25924000.0,26767000.0,-130045000.0,190878000,1697692000,3035000.0,-7943000.0,165758000,1938854000.0,14299000.0,38436000,0.328,5869000.0,3049203000,274622000.0,121365000,120041000,124372000,,41469000.0,87204000,26890055000.0,581308000,-65750000.0,,,,
2011-09-30,-258000,,8244000,,252472000.0,39982000.0,-12762000.0,-5070000.0,240669000.0,400217000.0,219718000.0,369180000.0,-259371000.0,170172000,34502321000,59507000,99114000,196455000,0.0,6338000.0,,206956000.0,872398000,3443781000,38666730000,-74671000,0.0,33095000.0,497303000,497303000,791000,756674000.0,79480000.0,0.362,365695000.0,-514244000.0,237794000,340778000,13617000.0,35655598000,132631000,-518878000.0,326589000,497303000.0,,34928700000,,35222949000,,-101384000.0,49481000.0,548000.0,204049000,1830323000,30308000.0,3296000.0,159219000,1901880000.0,14189000.0,44946000,0.36,8128000.0,2973810000,453595000.0,132631000,122540000,136948000,,32634000.0,89445000,34460109000.0,726898000,-65750000.0,,,,
2011-12-31,-1054000,,11276000,-213831000.0,50000000.0,219794000.0,-45044000.0,-14987000.0,235889000.0,451136000.0,171985000.0,,325646000.0,203017000,47657000,53345000,130962000,183612000,-10388000.0,22621000.0,,126941000.0,854374000,3542473000,36147864000,-21253000,0.0,33189000.0,822949000,822949000,792000,497303000.0,65964000.0,,,3790000.0,228077000,327215000,12450000.0,32985523000,126773000,-64372000.0,352185000,822949000.0,,31800314000,344793000.0,32605391000,,-53762000.0,22614000.0,7838000.0,195672000,1957096000,-10107000.0,4378000.0,136331000,1902984000.0,25485000.0,58248000,,-12730000.0,3121525000,837500000.0,126773000,156513000,130267000,31555831000.0,111820000.0,123324000,31555831000.0,1185209000,-804500000.0,,,,
2012-03-31,-3742000,,10068000,,50000000.0,-25824000.0,-15173000.0,-4391000.0,232434000.0,523262000.0,185644000.0,366260000.0,145436000.0,199677000,64050000,65296000,133247000,215075000,0.0,-41828000.0,53711000.0,170471000.0,844648000,3617317000,36124101000,70948000,0.0,31983000.0,968385000,968385000,797000,822949000.0,76821000.0,0.408,363205000.0,0.0,257126000,365194000,14249000.0,32716204000,147865000,-15873000.0,365194000,968385000.0,-10201000.0,31550501000,,32506784000,,-14019000.0,65515000.0,614000.0,228645000,2104961000,-2915000.0,-4988000.0,178844000,1916483000.0,9402000.0,24656000,0.404,-700000.0,3372636000,825000000.0,147865000,136549000,149779000,31269459000.0,108269000.0,104566000,0.0,1165703000,-12500000.0,,,,
2012-06-30,-3941000,,9599000,,50000000.0,-19850000.0,-17851000.0,-3350000.0,220451000.0,381170000.0,179925000.0,366715000.0,113633000.0,197681000,71108000,61266000,137678000,206564000,0.0,4044000.0,,162074000.0,822447000,3446314000,39504768000,-81481000,43000.0,32108000.0,1082018000,1082018000,797000,968385000.0,73604000.0,0.394,363775000.0,0.0,248271000,351213000,14054000.0,36097441000,143157000,-45506000.0,351213000,1082018000.0,12998000.0,34955549000,,36058454000,,-4512000.0,36139000.0,1379000.0,219662000,2248118000,-4441000.0,-7818000.0,175186000,1907338000.0,12772000.0,37982000,0.39,-27698000.0,3375748000,812500000.0,143157000,131551000,145298000,34686716000.0,108941000.0,99443000,0.0,1141892000,-12500000.0,,,,
2012-09-30,-2564000,,9445000,,50000000.0,-15057000.0,-16926000.0,-2352000.0,216028000.0,414529000.0,207145000.0,367055000.0,159158000.0,196712000,61931000,50552000,140926000,184659000,-18250000.0,26812000.0,,190219000.0,816626000,3505589000,37540084000,-27104000,0.0,32864000.0,1241176000,1241176000,798000,1082018000.0,83725000.0,0.36,363945000.0,0.0,226968000,323187000,11678000.0,33934125000,131082000,-34435000.0,323187000,1241176000.0,7124000.0,32810342000,,34034495000,,-1567000.0,36878000.0,844000.0,196336000,2379200000,36947000.0,-7143000.0,148897000,1936796000.0,11073000.0,47020000,0.358,741000.0,3575859000,800000000.0,131082000,126851000,134107000,32530788000.0,107755000.0,93987000,0.0,1123783000,-12500000.0,,,,
2012-12-31,-9159000,,9790000,-243348000.0,163000000.0,233094000.0,-17859000.0,2640000.0,216141000.0,391345000.0,160240000.0,367245000.0,371019000.0,193081000,45706000,50841000,143392000,183394000,0.0,21702000.0,,142381000.0,798960000,3464755000,37214842000,-52591000,0.0,33547000.0,1612195000,1612195000,799000,1241176000.0,70206000.0,0.356,363310000.0,0.0,226731000,323371000,12131000.0,33538284000,129472000,-22053000.0,323371000,1612195000.0,-20796000.0,32245697000,386740000.0,33750087000,,-52426000.0,29284000.0,1089000.0,201731000,2508672000,-12112000.0,-4328000.0,127260000,1937977000.0,11229000.0,55008000,0.352,-4194000.0,3643377000,969500000.0,129472000,121640000,132553000,31882493000.0,106946000.0,88093000,0.0,1292587000,-12500000.0,,,,
2013-03-31,-17969000,,9920000,,48824000.0,-252441000.0,-24632000.0,-14485000.0,214438000.0,375678000.0,150254000.0,365875000.0,-221359000.0,198411000,65221000,53635000,154824000,190816000,-44041000.0,-59767000.0,,125622000.0,820683000,3483356000,38858537000,-110439000,,32166000.0,1390836000,1390836000,803000,1612195000.0,95277000.0,0.372,363385000.0,,232902000,351897000,14972000.0,35111023000,135442000,-116215000.0,351897000,1390836000.0,8747000.0,33909630000,,35375181000,,-19622000.0,49727000.0,1147000.0,217978000,2644114000,-23586000.0,-8609000.0,186955000,1933760000.0,7472000.0,20137000,0.37,-47542000.0,3720405000,861676000.0,135442000,133919000,137181000,33630444000.0,110110000.0,101753000,0.0,1201393000,-222000000.0,,,,
2013-06-30,-6698000,,9929000,,48824000.0,-101252000.0,-25323000.0,1996000.0,205406000.0,329547000.0,231568000.0,367025000.0,66212000.0,196956000,71664000,59313000,164901000,217174000,-5160000.0,2203000.0,36529000.0,206245000.0,804188000,3428521000,40613727000,-158448000,,33068000.0,1457048000,1493577000,804000,1390836000.0,108948000.0,0.422,364060000.0,,260171000,371609000,14916000.0,36734852000,153323000,-65668000.0,371609000,1457048000.0,40830000.0,35644798000,,37185206000,,-1409000.0,51007000.0,1128000.0,233106000,2797437000,36697000.0,-10106000.0,185784000,1932929000.0,8115000.0,36266000,0.418,1344000.0,3847228000,753971000.0,153323000,138503000,157861000,35328089000.0,115508000.0,105435000,0.0,1090054000,-107706000.0,,,,
