date,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfBusiness,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
2014-12-31,41000000,8653000000,,47591000000,14496000000.0,-19983000000.0,25027000000,283000000.0,0,168000000.0,444658000000,374208000000,18725000000,18725000000,802000000,130547000000,,266511000000.0,70450000000,45010000000.0,49405000000,,305000000.0,305495000000,1067000000.0,10425000000,69331000000,315000000.0,0.0,81142000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,48000000,15298000000,0.0,43700000000,15789000000.0,,25356000000,238000000.0,0,170000000.0,447289000000,381653000000,16729000000,16729000000,765000000,129483000000,0.0,,65636000000,,53254000000,,305000000.0,308894000000,982000000.0,10964000000,63740000000,324000000.0,0.0,76229000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,237000000,8463000000,,37814000000,18854000000.0,-20569000000.0,22779000000,336000000.0,0,,443916000000,378282000000,23510000000,23510000000,808000000,126736000000,,277083000000.0,65634000000,43348000000.0,51852000000,,305000000.0,307728000000,971000000.0,10748000000,62244000000,334000000.0,0.0,74884000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,231000000,13966000000,0.0,32144000000,22662000000.0,,22720000000,688000000.0,0,348000000.0,439829000000,382842000000,18536000000,18536000000,638000000,123700000000,0.0,,56987000000,,58179000000,,,307012000000,923000000.0,10823000000,52720000000,347000000.0,0.0,65521000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,252000000,15178000000,,23903000000,18937000000.0,-15505000000.0,20735000000,332000000.0,0,,443827000000,378354000000,36957000000,36957000000,837000000,118421000000,,,65473000000,36240000000.0,60328000000,,298000000.0,316794000000,655000000.0,10633000000,45616000000,305000000.0,0.0,58093000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,244000000,9866000000,0.0,19864000000,19648000000.0,,21455000000,194000000.0,0,298000000.0,438484000000,384271000000,29781000000,29781000000,582000000,105357000000,0.0,,54213000000,,51293000000,,,324456000000,624000000.0,11437000000,41341000000,312000000.0,0.0,54064000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,134000000,10142000000,,25200000000,,-6905000000.0,13201000000,,0,,222647000000,146449000000,45697000000,45697000000,641000000,77176000000,,,76198000000,20106000000.0,39079000000,,298000000.0,141974000000,336000000.0,11252000000,26267000000,,,38097000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,124000000,19726000000,0.0,44835000000,,,12996000000,,0,298000000.0,232229000000,168459000000,15651000000,15651000000,515000000,86245000000,0.0,,63770000000,,48734000000,,,142516000000,430000000.0,11724000000,25217000000,,,37511000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,20000000,11239000000,,45954000000,,-7415000000.0,13670000000,,0,,227349000000,162066000000,17448000000,17448000000,727000000,88589000000,,,65283000000,21085000000.0,44665000000,,298000000.0,135424000000,358000000.0,11637000000,31847000000,,,43924000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,20000000,9516000000,,44539000000,,,13465000000,,0,,236335000000,170285000000,18963000000,18963000000,642000000,90271000000,,,66050000000,,43360000000,,,142522000000,267000000.0,12334000000,34094000000,31000000.0,,46911000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
