date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2003-06-30,-57000000.0,3000000.0,0.0,1656000000.0,-127000000.0,1820000000.0,-82000000.0,278000000,360000000.0,210000000.0,,61000000.0,103000000.0,3735000000.0,,51000000.0,2993000000.0,734000000.0,0.425,2668000000.0,1522000000.0,2323000000.0,606000000.0,128000000.0,238000000.0,709000000.0,709000000.0,360000000.0,15383000000.0,9769000000.0,-243000000.0,837209302.0,4956000000.0,,142000000.0,,936000000.0,60000000.0,,516000000,8899000000.0,,0.43,,-22000000.0,1250000000.0,,1214000000.0,,6897000000.0,3573000000,,73000000.0,709000000.0,-78000000.0,-166000000.0,658000000,,8777000000.0,5166000000.0,0.0,329000000.0,,3733000000.0,5614000000.0,847058824.0,,6484000000.0,734000000.0,1431000000.0,-3904000000.0,581000000.0,,,,,
2003-09-30,-724000000.0,4000000.0,0.0,1558000000.0,-79000000.0,1790000000.0,-124000000.0,276000000,276000000.0,840000000.0,,116000000.0,-13000000.0,3733000000.0,,130000000.0,2962000000.0,753000000.0,,2650000000.0,1513000000.0,2400000000.0,709000000.0,716000000.0,238000000.0,696000000.0,696000000.0,276000000.0,15194000000.0,9694000000.0,-386000000.0,,4942000000.0,,128000000.0,,391000000.0,56000000.0,,541000000,8734000000.0,,,,355000000.0,1294000000.0,,1397000000.0,,6864000000.0,3694000000,,102000000.0,696000000.0,-130000000.0,-165000000.0,669000000,,8889000000.0,5317000000.0,0.0,406000000.0,,3417000000.0,5500000000.0,,,6460000000.0,753000000.0,1584000000.0,-3902000000.0,596000000.0,,,,,
2003-12-31,66000000.0,11000000.0,0.0,1647000000.0,-78000000.0,1770000000.0,-67000000.0,244000000,244000000.0,284000000.0,,190000000.0,313000000.0,3733000000.0,,113000000.0,2944000000.0,1204000000.0,0.29,2705000000.0,1482000000.0,2318000000.0,696000000.0,217000000.0,238000000.0,1009000000.0,1009000000.0,244000000.0,15707000000.0,9727000000.0,-211000000.0,841379310.0,5013000000.0,,131000000.0,,647000000.0,62000000.0,,78000000,8981000000.0,,0.29,,-127000000.0,1282000000.0,,1324000000.0,,6977000000.0,3600000000,36000000.0,-58000000.0,1009000000.0,-66000000.0,-169000000.0,209000000,,8964000000.0,5338000000.0,0.0,357000000.0,,3643000000.0,5980000000.0,841379310.0,,6726000000.0,790000000.0,1605000000.0,-4033000000.0,619000000.0,,,,,
2004-03-31,-256000000.0,10000000.0,0.0,1631000000.0,-30000000.0,1785000000.0,-80000000.0,318000000,318000000.0,451000000.0,,152000000.0,156000000.0,3756000000.0,,148000000.0,2906000000.0,807000000.0,0.375,2874000000.0,1556000000.0,2503000000.0,1009000000.0,371000000.0,238000000.0,1165000000.0,1165000000.0,318000000.0,16021000000.0,9713000000.0,-99000000.0,836842105.0,5022000000.0,,139000000.0,,504000000.0,60000000.0,,549000000,9016000000.0,,0.38,,-3000000.0,1356000000.0,,1400000000.0,,6808000000.0,3859000000,,25000000.0,1165000000.0,-48000000.0,-168000000.0,688000000,,9114000000.0,5404000000.0,0.0,466000000.0,,3612000000.0,6308000000.0,848000000.0,,7005000000.0,807000000.0,1648000000.0,-3902000000.0,638000000.0,,,,,
2004-06-30,-486000000.0,,0.0,1608000000.0,-66000000.0,1726000000.0,-83000000.0,341000000,341000000.0,755000000.0,,186000000.0,221000000.0,3149000000.0,,158000000.0,2844000000.0,824000000.0,0.405,2874000000.0,1662000000.0,2597000000.0,1165000000.0,672000000.0,238000000.0,1386000000.0,1386000000.0,341000000.0,15937000000.0,9594000000.0,-177000000.0,841975309.0,5024000000.0,,140000000.0,,878000000.0,55000000.0,,615000000,8935000000.0,,0.405,,279000000.0,1439000000.0,,1387000000.0,,7017000000.0,4036000000,,12000000.0,1386000000.0,-32000000.0,-169000000.0,755000000,,9286000000.0,4822000000.0,-18000000.0,499000000.0,,4113000000.0,6343000000.0,841975309.0,,7002000000.0,824000000.0,1673000000.0,-4173000000.0,475000000.0,,,,,
2004-09-30,-213000000.0,,0.0,1705000000.0,-28000000.0,1749000000.0,-170000000.0,354000000,354000000.0,726000000.0,,113000000.0,-40000000.0,3136000000.0,,176000000.0,2937000000.0,881000000.0,,2932000000.0,1695000000.0,2631000000.0,1386000000.0,556000000.0,238000000.0,1346000000.0,1346000000.0,354000000.0,16361000000.0,9945000000.0,-88000000.0,,5259000000.0,,147000000.0,,902000000.0,57000000.0,,608000000,9123000000.0,,,,173000000.0,1489000000.0,,1629000000.0,,7119000000.0,4120000000,,13000000.0,1346000000.0,-571000000.0,-169000000.0,755000000,-40000000.0,9471000000.0,4784000000.0,0.0,530000000.0,,4339000000.0,6416000000.0,,,7238000000.0,860000000.0,1648000000.0,-4182000000.0,433000000.0,,,,,
2004-12-31,-59000000.0,,0.0,1861000000.0,-52000000.0,1781000000.0,-92000000.0,297000000,297000000.0,261000000.0,,201000000.0,139000000.0,2886000000.0,,137000000.0,2955000000.0,872000000.0,0.35,3027000000.0,1748000000.0,2558000000.0,1346000000.0,169000000.0,238000000.0,1485000000.0,1485000000.0,297000000.0,16956000000.0,10115000000.0,205000000.0,836619718.0,5379000000.0,,137000000.0,,1280000000.0,54000000.0,,540000000,9301000000.0,,0.355,,-203000000.0,1412000000.0,,1520000000.0,,7324000000.0,3970000000,30000000.0,,1485000000.0,-130000000.0,-175000000.0,677000000,-10000000.0,9593000000.0,4552000000.0,-10000000.0,434000000.0,,4749000000.0,6841000000.0,848571429.0,,7655000000.0,872000000.0,1666000000.0,-4369000000.0,468000000.0,,,,,
2005-03-31,-91000000.0,,0.0,1907000000.0,-59000000.0,1735000000.0,-140000000.0,348000000,348000000.0,441000000.0,,149000000.0,121000000.0,2881000000.0,,150000000.0,2976000000.0,893000000.0,0.415,3155000000.0,1736000000.0,2725000000.0,1485000000.0,301000000.0,238000000.0,1606000000.0,1606000000.0,348000000.0,17263000000.0,10117000000.0,175000000.0,828571429.0,5406000000.0,,139000000.0,,1569000000.0,61000000.0,,609000000,9652000000.0,,0.42,,-81000000.0,1502000000.0,,1653000000.0,,7404000000.0,4227000000,35000000.0,,1606000000.0,-228000000.0,-174000000.0,748000000,-189000000.0,9767000000.0,4545000000.0,-19000000.0,498000000.0,,5107000000.0,7146000000.0,838554217.0,,7611000000.0,893000000.0,1664000000.0,-4428000000.0,478000000.0,,,,,
2005-06-30,-352000000.0,,0.0,1839000000.0,-43000000.0,1859000000.0,-118000000.0,358000000,358000000.0,606000000.0,,244000000.0,-42000000.0,2879000000.0,,240000000.0,2929000000.0,907000000.0,0.43,3138000000.0,1751000000.0,2865000000.0,1606000000.0,488000000.0,238000000.0,1564000000.0,1564000000.0,358000000.0,17144000000.0,10122000000.0,-69000000.0,832558140.0,5334000000.0,,144000000.0,,1622000000.0,62000000.0,,693000000,9826000000.0,,0.43,,125000000.0,1600000000.0,,1610000000.0,,7350000000.0,4465000000,-21000000.0,53000000.0,1564000000.0,-229000000.0,-173000000.0,837000000,-236000000.0,9952000000.0,4599000000.0,-16000000.0,598000000.0,,5227000000.0,7022000000.0,832558140.0,,7318000000.0,907000000.0,1720000000.0,-4421000000.0,481000000.0,,,,,
2005-09-30,-867000000.0,,0.0,1813000000.0,-48000000.0,1908000000.0,-168000000.0,419000000,419000000.0,879000000.0,,281000000.0,-331000000.0,3128000000.0,,200000000.0,3003000000.0,951000000.0,,3256000000.0,1839000000.0,2974000000.0,1564000000.0,711000000.0,238000000.0,1233000000.0,1233000000.0,419000000.0,17227000000.0,10390000000.0,-65000000.0,,5479000000.0,,142000000.0,,970000000.0,58000000.0,,718000000,9827000000.0,,,,269000000.0,1669000000.0,,1841000000.0,,7356000000.0,4643000000,49000000.0,66000000.0,1233000000.0,-341000000.0,-172000000.0,860000000,-186000000.0,10199000000.0,4896000000.0,1000000.0,619000000.0,,4931000000.0,6837000000.0,,,7400000000.0,923000000.0,1768000000.0,-4353000000.0,535000000.0,,,,,
2005-12-31,-757000000.0,,-17000000.0,1942000000.0,-23000000.0,1891000000.0,-101000000.0,399000000,399000000.0,319000000.0,,260000000.0,-609000000.0,3128000000.0,,171000000.0,2969000000.0,950000000.0,0.48,3222000000.0,1648000000.0,2955000000.0,1233000000.0,218000000.0,238000000.0,624000000.0,624000000.0,399000000.0,16626000000.0,10337000000.0,-85000000.0,822680412.0,5477000000.0,,141000000.0,,453000000.0,50000000.0,,643000000,9009000000.0,,0.485,,-263000000.0,1593000000.0,,1738000000.0,,7384000000.0,4548000000,42000000.0,,624000000.0,-163000000.0,-183000000.0,784000000,-41000000.0,10415000000.0,4910000000.0,-5000000.0,570000000.0,,4099000000.0,6289000000.0,831250000.0,,7617000000.0,950000000.0,1782000000.0,-4415000000.0,501000000.0,,,,,
2006-03-31,-269000000.0,,32000000.0,2063000000.0,-54000000.0,1952000000.0,-113000000.0,434000000,434000000.0,549000000.0,,279000000.0,-20000000.0,3132000000.0,,191000000.0,2990000000.0,1005000000.0,0.525,3404000000.0,1705000000.0,3118000000.0,624000000.0,436000000.0,238000000.0,604000000.0,604000000.0,434000000.0,17209000000.0,10578000000.0,30000000.0,818867925.0,,,153000000.0,,412000000.0,50000000.0,,729000000,9262000000.0,,0.53,,-113000000.0,1734000000.0,,1867000000.0,,7500000000.0,4852000000,75000000.0,,604000000.0,-307000000.0,-184000000.0,882000000,-70000000.0,10665000000.0,4999000000.0,18000000.0,625000000.0,,4263000000.0,6631000000.0,826666667.0,5636000000.0,7947000000.0,1005000000.0,1867000000.0,-4510000000.0,560000000.0,,,,,
2006-06-30,20000000.0,,23000000.0,2212000000.0,-41000000.0,2136000000.0,-140000000.0,486000000,486000000.0,620000000.0,,303000000.0,91000000.0,3132000000.0,,228000000.0,3076000000.0,1050000000.0,0.59,3668000000.0,1892000000.0,3361000000.0,604000000.0,480000000.0,238000000.0,695000000.0,695000000.0,486000000.0,18384000000.0,11217000000.0,158000000.0,816806723.0,,,160000000.0,,984000000.0,56000000.0,,806000000,10288000000.0,,0.595,,3000000.0,1856000000.0,,2031000000.0,,7736000000.0,5217000000,-217000000.0,-60000000.0,695000000.0,-564000000.0,-183000000.0,966000000,-300000000.0,10968000000.0,5078000000.0,15000000.0,714000000.0,,5210000000.0,7167000000.0,823728814.0,6005000000.0,8096000000.0,1037000000.0,1946000000.0,-4660000000.0,592000000.0,,,,,
2006-09-30,-725000000.0,,-6000000.0,2222000000.0,-32000000.0,1476000000.0,-247000000.0,526000000,526000000.0,1024000000.0,724000000.0,238000000.0,115000000.0,3128000000.0,,249000000.0,3220000000.0,1122000000.0,,3716000000.0,1933000000.0,3531000000.0,695000000.0,777000000.0,238000000.0,810000000.0,810000000.0,526000000.0,18672000000.0,11342000000.0,306000000.0,,633000000.0,,153000000.0,,898000000.0,60000000.0,,863000000,10342000000.0,,,,221000000.0,1985000000.0,,2305000000.0,,7889000000.0,5516000000,,-5000000.0,810000000.0,-182000000.0,-180000000.0,1016000000,-451000000.0,11314000000.0,4968000000.0,109000000.0,775000000.0,,5374000000.0,7330000000.0,,6013000000.0,8154000000.0,1107000000.0,1116000000.0,-4669000000.0,582000000.0,,,,,
2006-12-31,17000000.0,,-6000000.0,2410000000.0,-5000000.0,1435000000.0,-121000000.0,445000000,445000000.0,327000000.0,746000000.0,322000000.0,280000000.0,3375000000.0,,195000000.0,3220000000.0,1092000000.0,0.55,3673000000.0,1951000000.0,3256000000.0,810000000.0,206000000.0,477000000.0,1090000000.0,1090000000.0,445000000.0,19103000000.0,11357000000.0,376000000.0,794642857.0,625000000.0,,161000000.0,,1167000000.0,65000000.0,,703000000,10724000000.0,,0.56,,-327000000.0,1795000000.0,,2086000000.0,,8008000000.0,5051000000,,-174000000.0,1090000000.0,-78000000.0,-211000000.0,864000000,-283000000.0,11471000000.0,5198000000.0,43000000.0,640000000.0,,5526000000.0,7746000000.0,809090909.0,6077000000.0,8206000000.0,1078000000.0,1077000000.0,-4788000000.0,573000000.0,,,,,
2007-03-31,-267000000.0,,12000000.0,2388000000.0,-43000000.0,2044000000.0,-155000000.0,494000000,494000000.0,548000000.0,747000000.0,284000000.0,4000000.0,3375000000.0,,242000000.0,3259000000.0,1115000000.0,0.61,3888000000.0,2016000000.0,3561000000.0,1090000000.0,393000000.0,477000000.0,1094000000.0,1094000000.0,494000000.0,19532000000.0,11543000000.0,403000000.0,796774194.0,,,167000000.0,,1349000000.0,58000000.0,,837000000,11006000000.0,,0.62,,-137000000.0,1952000000.0,,2137000000.0,,7928000000.0,5513000000,,52000000.0,1094000000.0,-284000000.0,-210000000.0,1004000000,-195000000.0,11755000000.0,5220000000.0,43000000.0,736000000.0,,5786000000.0,7989000000.0,809836066.0,6240000000.0,8346000000.0,1115000000.0,1098000000.0,-4669000000.0,619000000.0,,,,,
2007-06-30,-498000000.0,,1000000.0,2309000000.0,-43000000.0,1450000000.0,-144000000.0,574000000,574000000.0,899000000.0,753000000.0,283000000.0,237000000.0,3623000000.0,,250000000.0,3279000000.0,1176000000.0,0.72,4083000000.0,2198000000.0,3769000000.0,1094000000.0,755000000.0,477000000.0,1331000000.0,1331000000.0,574000000.0,20075000000.0,11704000000.0,518000000.0,797222222.0,686000000.0,,163000000.0,,954000000.0,69000000.0,,929000000,11189000000.0,,0.72,,183000000.0,2105000000.0,,2247000000.0,,8279000000.0,5874000000,,101000000.0,1331000000.0,-173000000.0,-208000000.0,1092000000,-150000000.0,12121000000.0,5507000000.0,-14000000.0,824000000.0,,5682000000.0,8371000000.0,797222222.0,6289000000.0,8703000000.0,1160000000.0,1131000000.0,-5000000000.0,648000000.0,,,,,
2007-09-30,-1246000000.0,,-2000000.0,2227000000.0,-45000000.0,1772000000.0,-261000000.0,623000000,623000000.0,1242000000.0,519000000.0,304000000.0,-323000000.0,3372000000.0,,284000000.0,3431000000.0,1257000000.0,,4260000000.0,2337000000.0,3875000000.0,1331000000.0,981000000.0,477000000.0,1008000000.0,1008000000.0,623000000.0,19680000000.0,11615000000.0,382000000.0,,,,165000000.0,,404000000.0,62000000.0,,1002000000,10717000000.0,,,,418000000.0,2259000000.0,,2501000000.0,,8434000000.0,6134000000,,117000000.0,1008000000.0,-335000000.0,-208000000.0,1167000000,-225000000.0,12536000000.0,5171000000.0,34000000.0,907000000.0,,5546000000.0,8065000000.0,,6412000000.0,8772000000.0,1240000000.0,1280000000.0,-5003000000.0,570000000.0,,,,,
2007-12-31,558000000.0,,-61000000.0,2480000000.0,12000000.0,1016000000.0,-127000000.0,522000000,565000000.0,423000000.0,540000000.0,232000000.0,698000000.0,3197000000.0,,256000000.0,3435000000.0,1207000000.0,0.71,4296000000.0,2151000000.0,3615000000.0,1008000000.0,296000000.0,477000000.0,1706000000.0,1706000000.0,565000000.0,20854000000.0,11860000000.0,444000000.0,784722222.0,814000000.0,,171000000.0,,1696000000.0,64000000.0,,815000000,11509000000.0,,0.72,,-307000000.0,2022000000.0,,2329000000.0,,8605000000.0,5637000000,,-170000000.0,1706000000.0,-321000000.0,-237000000.0,986000000,-194000000.0,12858000000.0,5101000000.0,183000000.0,778000000.0,,6408000000.0,8994000000.0,795774648.0,6595000000.0,9174000000.0,1190000000.0,1364000000.0,-5170000000.0,512000000.0,,,,,
2008-03-31,-473000000.0,,16000000.0,2532000000.0,-45000000.0,1941000000.0,-179000000.0,598000000,547000000.0,748000000.0,500000000.0,234000000.0,61000000.0,3338000000.0,,274000000.0,3413000000.0,1274000000.0,0.69,4377000000.0,2342000000.0,3781000000.0,1706000000.0,569000000.0,477000000.0,1767000000.0,1767000000.0,547000000.0,21450000000.0,12012000000.0,705000000.0,781428571.0,,,179000000.0,,1609000000.0,63000000.0,,968000000,11789000000.0,,0.7,,-12000000.0,2242000000.0,,2403000000.0,,8568000000.0,6023000000,,-33000000.0,1767000000.0,-257000000.0,-236000000.0,1147000000,-289000000.0,13169000000.0,5201000000.0,-15000000.0,872000000.0,,6588000000.0,9438000000.0,792753623.0,6658000000.0,9480000000.0,1252000000.0,1363000000.0,-5155000000.0,762000000.0,,,,,
2008-06-30,-401000000.0,,0.0,2562000000.0,-80000000.0,1164000000.0,-155000000.0,647000000,612000000.0,827000000.0,514000000.0,242000000.0,290000000.0,3298000000.0,,299000000.0,3458000000.0,1341000000.0,0.78,4663000000.0,2506000000.0,4155000000.0,1767000000.0,672000000.0,477000000.0,2057000000.0,2057000000.0,612000000.0,22196000000.0,12102000000.0,823000000.0,778600000.0,767000000.0,,180000000.0,,1732000000.0,61000000.0,,1072000000,12258000000.0,,0.79,,-13000000.0,2413000000.0,,2563000000.0,,8728000000.0,6568000000,,-2000000.0,2057000000.0,-153000000.0,-235000000.0,1252000000,-244000000.0,13546000000.0,5215000000.0,-26000000.0,946000000.0,,7043000000.0,10094000000.0,787800000.0,6713000000.0,9754000000.0,1321000000.0,1403000000.0,-5270000000.0,812000000.0,,,,,
2008-09-30,-1138000000.0,,-9000000.0,2348000000.0,-111000000.0,1640000000.0,-253000000.0,690000000,688000000.0,1295000000.0,533000000.0,173000000.0,-280000000.0,3297000000.0,,310000000.0,3507000000.0,1322000000.0,,4618000000.0,2480000000.0,4222000000.0,2057000000.0,1042000000.0,477000000.0,1777000000.0,1777000000.0,688000000.0,21040000000.0,11709000000.0,141000000.0,,,,177000000.0,,1221000000.0,56000000.0,,1152000000,11739000000.0,,,,310000000.0,2474000000.0,,2699000000.0,,8691000000.0,6696000000,,115000000.0,1777000000.0,-341000000.0,-232000000.0,1329000000,-393000000.0,14002000000.0,5166000000.0,61000000.0,1000000000.0,,6573000000.0,9331000000.0,,6562000000.0,9113000000.0,1300000000.0,1336000000.0,-5184000000.0,588000000.0,,,,,
2008-12-31,64000000.0,,-35000000.0,2470000000.0,-68000000.0,1634000000.0,-132000000.0,458000000,458000000.0,319000000.0,566000000.0,203000000.0,-109000000.0,3234000000.0,,211000000.0,3459000000.0,1216000000.0,0.6,4007000000.0,2412000000.0,3419000000.0,1777000000.0,187000000.0,477000000.0,1668000000.0,1668000000.0,458000000.0,20522000000.0,11649000000.0,-356000000.0,763333333.0,,,176000000.0,,2042000000.0,54000000.0,,780000000,11962000000.0,,0.6,,-316000000.0,1996000000.0,,2171000000.0,,8589000000.0,5415000000,,-164000000.0,1668000000.0,-415000000.0,-252000000.0,956000000,-433000000.0,14208000000.0,5134000000.0,-12000000.0,669000000.0,,6828000000.0,8873000000.0,763333333.0,6556000000.0,8402000000.0,1193000000.0,1334000000.0,-5130000000.0,728000000.0,,,,,
2009-03-31,-379000000.0,,-8000000.0,2257000000.0,50000000.0,1796000000.0,-140000000.0,373000000,373000000.0,499000000.0,,0.0,-161000000.0,3696000000.0,,174000000.0,3447000000.0,1240000000.0,0.49,,2316000000.0,3250000000.0,1668000000.0,359000000.0,477000000.0,1507000000.0,1507000000.0,373000000.0,19991000000.0,11859000000.0,-430000000.0,752100000.0,,,182000000.0,,1722000000.0,50000000.0,,597000000,11779000000.0,,0.5,,-39000000.0,1837000000.0,,1871000000.0,38000000.0,8667000000.0,5087000000,,210000000.0,1507000000.0,-253000000.0,-250000000.0,779000000,-285000000.0,14331000000.0,5832000000.0,49000000.0,547000000.0,,5947000000.0,8132000000.0,756900000.0,6616000000.0,8212000000.0,1119000000.0,2136000000.0,-5220000000.0,611000000.0,,,,,
2009-06-30,-632000000.0,,-51000000.0,2062000000.0,64000000.0,2155000000.0,-116000000.0,387000000,387000000.0,916000000.0,,0.0,-125000000.0,4464000000.0,,157000000.0,3475000000.0,1230000000.0,0.51,,2308000000.0,3253000000.0,1507000000.0,800000000.0,477000000.0,1382000000.0,1382000000.0,387000000.0,20324000000.0,12606000000.0,-133000000.0,754700000.0,,,184000000.0,,837000000.0,64000000.0,,608000000,11664000000.0,-117000000.0,0.51,,424000000.0,1838000000.0,,1824000000.0,24000000.0,8783000000.0,5091000000,36000000.0,282000000.0,1382000000.0,-437000000.0,-247000000.0,792000000,0.0,14471000000.0,6671000000.0,-19000000.0,544000000.0,-302000000.0,4993000000.0,7718000000.0,754700000.0,6976000000.0,8660000000.0,1089000000.0,2207000000.0,-5308000000.0,554000000.0,-242000000.0,,,,
2009-09-30,-1001000000.0,,-22000000.0,1855000000.0,-157000000.0,1532000000.0,-143000000.0,506000000,506000000.0,1352000000.0,,0.0,178000000.0,3998000000.0,,151000000.0,3500000000.0,1308000000.0,,,2378000000.0,3294000000.0,1382000000.0,1209000000.0,477000000.0,1560000000.0,1560000000.0,506000000.0,19763000000.0,12110000000.0,-496000000.0,,,,185000000.0,,577000000.0,87000000.0,,720000000,11208000000.0,91000000.0,,,551000000.0,2028000000.0,,1949000000.0,52000000.0,8894000000.0,5322000000,150000000.0,252000000.0,1560000000.0,-204000000.0,-249000000.0,929000000,0.0,14714000000.0,6252000000.0,-20000000.0,657000000.0,-41000000.0,4956000000.0,7653000000.0,,7078000000.0,8555000000.0,1426000000.0,2254000000.0,-5394000000.0,615000000.0,-682000000.0,,,,
2009-12-31,956000000.0,,-15000000.0,1956000000.0,65.0,2304000000.0,-89000000.0,434000000,425000000.0,687000000.0,,0.0,280000000.0,4558000000.0,,150000000.0,3475000000.0,1254000000.0,1e-06,,2474000000.0,3108000000.0,1560000000.0,598000000.0,477000000.0,1840000000.0,1840000000.0,425000000.0,21489000000.0,13426000000.0,-466000000.0,752445327.0,,,196000000.0,,1240000000.0,65000000.0,,649000000,12551000000.0,-28000000.0,1e-06,,15000000.0,1903000000.0,,1991000000.0,100000000.0,8992000000.0,5011000000,39000000.0,-22000000.0,1840000000.0,-1352000000.0,-251000000.0,845000000,0.0,14888000000.0,6746000000.0,38000000.0,584000000.0,-1301000000.0,5805000000.0,8063000000.0,752445327.0,7647000000.0,8791000000.0,1161000000.0,2188000000.0,-5517000000.0,617000000.0,-36000000.0,,,,
2010-03-31,-164000000.0,,64000000.0,2075000000.0,67000000.0,2215000000.0,-89000000.0,427000000,405000000.0,632000000.0,,0.0,319000000.0,4581000000.0,,184000000.0,3367000000.0,1322000000.0,0.53,,2556000000.0,3144000000.0,1840000000.0,543000000.0,477000000.0,2159000000.0,2159000000.0,405000000.0,21720000000.0,13212000000.0,-558000000.0,751100000.0,,,206000000.0,,1269000000.0,67000000.0,,678000000,12715000000.0,188000000.0,0.54,,18000000.0,2000000000.0,,2122000000.0,52000000.0,8900000000.0,5144000000,99000000.0,-141000000.0,2159000000.0,-135000000.0,-253000000.0,884000000,-24000000.0,15040000000.0,6716000000.0,-7000000.0,611000000.0,-39000000.0,5999000000.0,8508000000.0,757400000.0,7630000000.0,8855000000.0,1230000000.0,2135000000.0,-5533000000.0,620000000.0,-14000000.0,,,,
2010-06-30,788000000.0,,60000000.0,2114000000.0,0.0,2115000000.0,-122000000.0,597000000,585000000.0,703000000.0,,0.0,1265000000.0,4586000000.0,,266000000.0,3289000000.0,1237000000.0,0.77,,2616000000.0,3253000000.0,2159000000.0,581000000.0,477000000.0,3424000000.0,3424000000.0,585000000.0,22958000000.0,13000000000.0,-792000000.0,751100000.0,,,203000000.0,,2290000000.0,81000000.0,,927000000,13869000000.0,147000000.0,0.78,,-5000000.0,2164000000.0,,2228000000.0,123000000.0,8827000000.0,5417000000,4000000.0,-72000000.0,3424000000.0,-168000000.0,-252000000.0,1147000000,-47000000.0,15373000000.0,6612000000.0,-14000000.0,863000000.0,-32000000.0,7257000000.0,9958000000.0,757700000.0,7596000000.0,9089000000.0,1168000000.0,2026000000.0,-5538000000.0,627000000.0,0.0,,,,
2010-09-30,-2306000000.0,,-42000000.0,2105000000.0,-196000000.0,387000000.0,-224000000.0,560000000,749000000.0,1270000000.0,,0.0,-1832000000.0,4586000000.0,,241000000.0,3287000000.0,1346000000.0,,,2864000000.0,3031000000.0,3424000000.0,1046000000.0,477000000.0,1592000000.0,1592000000.0,749000000.0,22843000000.0,14480000000.0,-426000000.0,,2150000000.0,,211000000.0,,480000000.0,84000000.0,,866000000,12891000000.0,191000000.0,,,281000000.0,2212000000.0,,2409000000.0,96000000.0,8307000000.0,5243000000,55000000.0,75000000.0,1592000000.0,-862000000.0,-253000000.0,1096000000,-29000000.0,15869000000.0,7042000000.0,-13000000.0,801000000.0,-1471000000.0,5849000000.0,8363000000.0,,8656000000.0,9792000000.0,1358000000.0,2456000000.0,-5020000000.0,677000000.0,-630000000.0,,,,
2010-12-31,-281000000.0,,-55000000.0,2207000000.0,-78000000.0,381000000.0,-82000000.0,491000000,480000000.0,322000000.0,,0.0,-99000000.0,4352000000.0,,222000000.0,3255000000.0,1311000000.0,0.63,,2447000000.0,3372000000.0,1592000000.0,240000000.0,477000000.0,1493000000.0,1493000000.0,480000000.0,22703000000.0,14398000000.0,-432000000.0,752200000.0,2096000000.0,,219000000.0,,800000000.0,66000000.0,,852000000,12380000000.0,-183000000.0,0.63,,-430000000.0,2163000000.0,,2243000000.0,110000000.0,8412000000.0,5535000000,42000000.0,-97000000.0,1493000000.0,-137000000.0,-261000000.0,998000000,-51000000.0,16088000000.0,6780000000.0,-16000000.0,713000000.0,-39000000.0,5600000000.0,8305000000.0,758100000.0,8666000000.0,10170000000.0,1311000000.0,2428000000.0,-5157000000.0,649000000.0,-31000000.0,,,,
