date,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2005-03-31,,1375321000,-84899000.0,88955000,-25489000.0,158484000.0,147837000.0,56389000.0,,1242100000.0,,,1745236000.0,565410000.0,1057661000.0,-999000.0,66555733.0,595442000.0,,-1000.0,122732000,,1026116000.0,1216837000.0,296103000.0,676690000.0,,-391000.0,291089000.0,69529000.0,-13600000.0,0.85,,523404000.0,0.0,69529000.0,56389000,,40508000.0,-27994000.0,8501000.0,-3150000.0,0.0,9318000.0,571650000.0,10956000.0,56389000.0,49618000.0,,-582979000.0,66555733.0,153286000.0,-23261000.0,5381000.0,,34204000.0,1162257000.0,90593000.0,,40091000.0,-22613000.0,,,2269536000.0,,1211875000.0,147837000.0,147837000.0,0.85,,33777000.0,-88000.0,220715000.0,171098000.0,668000.0,,
2005-06-30,,1440039000,73352000.0,135993000,-36898000.0,230499000.0,297821000.0,85353000.0,,1290884000.0,,,1777173000.0,616511000.0,1185458000.0,-998000.0,66555733.0,679797000.0,,0.0,166414000,,1110628000.0,1209540000.0,293740000.0,674373000.0,,495000.0,266278000.0,94506000.0,-1611000.0,1.28,,521087000.0,0.0,94506000.0,85353000,,41522000.0,,8552000.0,-3263000.0,0.0,12322000.0,573260000.0,6000.0,85353000.0,48025000.0,,-607806000.0,66555733.0,153286000.0,149984000.0,190087000.0,,38324000.0,1169367000.0,123677000.0,,55581000.0,242241000.0,,,2402850000.0,,1217392000.0,297821000.0,297821000.0,1.28,,30421000.0,69000.0,258638000.0,147837000.0,668000.0,,
2005-09-30,,1482668000,11190000.0,119849000,-331933000.0,200805000.0,132567000.0,74729000.0,,1286909000.0,,,1778770000.0,594814000.0,999415000.0,-998000.0,,753527000.0,,1417000.0,160530000,,1223598000.0,1281863000.0,288106000.0,692095000.0,,-720000.0,288528000.0,80956000.0,45932000.0,,,518863000.0,0.0,80956000.0,74729000,,25884000.0,,8603000.0,36510000.0,39682000.0,15721000.0,527329000.0,-436000.0,74729000.0,358391000.0,,-624673000.0,,173232000.0,-165254000.0,130168000.0,,34616000.0,1154097000.0,109345000.0,,16196000.0,13580000.0,,,2511903000.0,,1512488000.0,132567000.0,132567000.0,,,40681000.0,-373000.0,281909000.0,297821000.0,668000.0,,
2005-12-31,-2500000.0,1343812000,-1056000.0,46198000,-46661000.0,118400000.0,130276000.0,25678000.0,,1380260000.0,,,1816597000.0,698512000.0,1076518000.0,-1498000.0,66555733.0,711149000.0,,,76546000,,1181130000.0,1225412000.0,367867000.0,681748000.0,,-1026000.0,290268000.0,72202000.0,-34422000.0,0.39,,508516000.0,0.0,72202000.0,25678000,,29116000.0,-43866000.0,8658000.0,-11789000.0,0.0,12394000.0,561751000.0,-1110000.0,25678000.0,319639000.0,,-649635000.0,66555733.0,173232000.0,-2291000.0,56066000.0,,10962000.0,1166962000.0,36640000.0,,18030000.0,12200000.0,40000000.0,,2563119000.0,,1486601000.0,170276000.0,130276000.0,0.39,,30348000.0,-463000.0,303957000.0,132567000.0,668000.0,,
2006-03-31,-209903000.0,1265709000,-60174000.0,-37936000,81713000.0,37201000.0,67680000.0,-31954000.0,,1243242000.0,,,1825479000.0,583781000.0,985982000.0,-68053000.0,66555733.0,677700000.0,,,-3192000,,1147355000.0,1228508000.0,275930000.0,659461000.0,,1023000.0,232405000.0,75137000.0,-46931000.0,-0.48,,486903000.0,0.0,75137000.0,-31954000,,37356000.0,-30653000.0,8211000.0,-90112000.0,0.0,13271000.0,608681000.0,892000.0,-31954000.0,248670000.0,,-667668000.0,66555733.0,172558000.0,-62596000.0,-54103000.0,,-15147000.0,1157811000.0,-47101000.0,,0.0,-84756000.0,,,2392463000.0,,1406481000.0,67680000.0,67680000.0,-0.48,,34744000.0,-789000.0,299640000.0,130276000.0,668000.0,,
2006-06-30,-26360000.0,1287646000,1758000.0,-26737000,-28005000.0,42696000.0,44069000.0,-20473000.0,,1208706000.0,,,1842536000.0,553766000.0,992622000.0,-1497000.0,66555733.0,655729000.0,,-7460000.0,8223000,,1124861000.0,1244950000.0,270106000.0,654940000.0,,298000.0,197028000.0,69433000.0,6561000.0,-0.31,,484970000.0,0.0,69433000.0,-20473000,,35166000.0,-26795000.0,7768000.0,-3875000.0,0.0,12736000.0,602120000.0,231000.0,-20473000.0,195262000.0,,-694849000.0,66555733.0,169970000.0,-23611000.0,8558000.0,,-17501000.0,1147687000.0,-37974000.0,,0.0,-18237000.0,54322000.0,,2335571000.0,,1342949000.0,98391000.0,44069000.0,-0.31,23860000.0,34960000.0,-1312000.0,275892000.0,67680000.0,668000.0,,
2006-09-30,-79503000.0,1338398000,-37050000.0,21477000,25211000.0,99303000.0,156404000.0,-7483000.0,,1307582000.0,0.0,,1876472000.0,576837000.0,1105674000.0,-1497000.0,,646750000.0,,28520000.0,56558000,,1117328000.0,1239095000.0,272830000.0,730745000.0,,-801000.0,263149000.0,77826000.0,16180000.0,,,554876000.0,0.0,77826000.0,-7483000,,32480000.0,-42568000.0,10322000.0,67026000.0,-3938000.0,12199000.0,585940000.0,1221000.0,-7483000.0,166200000.0,,-721478000.0,,175869000.0,112335000.0,19861000.0,,19601000.0,1154994000.0,12118000.0,,0.0,-22707000.0,21246000.0,,2426868000.0,,1321194000.0,177650000.0,156404000.0,,147644000.0,35081000.0,134000.0,293685000.0,44069000.0,665000.0,,
2006-12-31,-140350000.0,1337132000,-5073000.0,-2906000,-36780000.0,65526000.0,146544000.0,-8736000.0,,2919606000.0,,,2537179000.0,861935000.0,1487674000.0,-1498000.0,66555733.0,636516000.0,,-1472000.0,29791000,,1110330000.0,1271606000.0,485554000.0,2057671000.0,537516000.0,-2139000.0,356523000.0,68432000.0,-29460000.0,-0.13,,713105000.0,1090457000.0,68432000.0,-8736000,,50144000.0,-39350000.0,4746000.0,7665000.0,0.0,13914000.0,860643000.0,1011000.0,-8736000.0,259449000.0,,-744635000.0,66555733.0,254109000.0,-9860000.0,19185000.0,,-5764000.0,1792544000.0,-14500000.0,,0.0,-20165000.0,22537000.0,,4077183000.0,,2589509000.0,169081000.0,146544000.0,-0.13,108437000.0,32697000.0,3370000.0,371635000.0,156404000.0,665000.0,,
2007-03-31,-216898000.0,1993965000,-102513000.0,-11699000,-1074299000.0,83942000.0,69170000.0,-40077000.0,,3076118000.0,,,2705527000.0,862763000.0,1587735000.0,-1497000.0,66555733.0,594942000.0,,7666000.0,43277000,,1068846000.0,1910023000.0,462373000.0,2213355000.0,515387000.0,10079000.0,391569000.0,95641000.0,-34630000.0,-0.6,,1789519000.0,85048000.0,95641000.0,-40077000,,48489000.0,-55099000.0,8253000.0,1071893000.0,-15565000.0,39295000.0,896331000.0,-10807000.0,-40077000.0,132325000.0,,-793977000.0,66555733.0,338788000.0,-77374000.0,-74923000.0,,-20040000.0,1911550000.0,-60117000.0,,0.0,-130022000.0,24000000.0,,4146997000.0,,2559262000.0,93170000.0,69170000.0,-0.6,328099000.0,54976000.0,3460000.0,392137000.0,146544000.0,665000.0,,
2007-06-30,-3237000.0,2118386000,-7021000.0,136777000,-42924000.0,235238000.0,57390000.0,62641000.0,,3055587000.0,0.0,,2745256000.0,948269000.0,1649920000.0,-1498000.0,66555733.0,656086000.0,,-4799000.0,194782000,,1130034000.0,1883148000.0,540102000.0,2107318000.0,509059000.0,-3652000.0,450635000.0,98461000.0,-48263000.0,0.94,,1718774000.0,79747000.0,98461000.0,62641000,,29968000.0,-41711000.0,3134000.0,-77548000.0,0.0,40921000.0,944593000.0,2869000.0,62641000.0,131768000.0,,-848453000.0,66555733.0,308797000.0,-11780000.0,108640000.0,,36282000.0,1896803000.0,98923000.0,,0.0,66929000.0,13782000.0,,4187550000.0,,2537630000.0,71172000.0,57390000.0,0.94,5451000.0,58005000.0,3504000.0,405033000.0,69170000.0,665000.0,,
2007-09-30,235440000.0,2149116000,233670000.0,110364000,-30472000.0,206831000.0,66168000.0,33188000.0,,2602015000.0,2444000.0,,2690007000.0,905202000.0,1284334000.0,-1499000.0,,687775000.0,,82489000.0,169589000,,1172221000.0,1942285000.0,500014000.0,1696813000.0,505166000.0,-4288000.0,130173000.0,96467000.0,-17292000.0,,,1318558000.0,51685000.0,96467000.0,33188000,,47959000.0,-36163000.0,2872000.0,-371781000.0,0.0,31627000.0,961885000.0,-12887000.0,33188000.0,184581000.0,,-889852000.0,,326570000.0,8778000.0,411062000.0,,34112000.0,1800155000.0,67300000.0,,0.0,374899000.0,8153000.0,,3774236000.0,,2489902000.0,74321000.0,66168000.0,,-233311000.0,59225000.0,14002000.0,402316000.0,57390000.0,665000.0,,
2007-12-31,-3287000.0,2093211000,-49791000.0,2409000,-43071000.0,107756000.0,94662000.0,-32329000.0,,2698484000.0,,,2726814000.0,925667000.0,1365996000.0,-1497000.0,66555733.0,653948000.0,,-8881000.0,58332000,,1138228000.0,1985455000.0,464046000.0,1772817000.0,499669000.0,0.0,130449000.0,105347000.0,-65366000.0,-0.49,,1404062000.0,55771000.0,105347000.0,-32329000,,48225000.0,-42684000.0,2884000.0,106764000.0,22533000.0,30335000.0,1027223000.0,2863000.0,-32329000.0,181233000.0,,-937000000.0,66555733.0,312984000.0,28494000.0,-35199000.0,,7774000.0,1789814000.0,-24555000.0,,0.0,-77883000.0,8813000.0,,3836712000.0,,2470716000.0,103475000.0,94662000.0,-0.49,2750000.0,55923000.0,13836000.0,458737000.0,66168000.0,665000.0,,
2008-03-31,-15179000.0,2100794000,-122832000.0,-125938000,-12925000.0,-23379000.0,97195000.0,-111448000.0,,2867265000.0,,,2693961000.0,904859000.0,1486263000.0,-1498000.0,66555733.0,541004000.0,,-47201000.0,-65565000,,1024764000.0,2124173000.0,457543000.0,1962406000.0,499669000.0,0.0,89346000.0,102559000.0,-89508000.0,-1.67,,1629930000.0,83990000.0,102559000.0,-111504000,,118908000.0,-27532000.0,2891000.0,225993000.0,1635000.0,33777000.0,1085515000.0,-16530000.0,-111448000.0,169280000.0,,-957144000.0,66555733.0,248486000.0,2533000.0,-210535000.0,,-64295000.0,1736817000.0,-175799000.0,,18437000.0,-238067000.0,10205000.0,,3892029000.0,,2405766000.0,107400000.0,97195000.0,-1.67,11219000.0,60373000.0,13316000.0,425988000.0,94662000.0,665000.0,,
2008-06-30,-7025000.0,2207476000,-63675000.0,-39080000,-29149000.0,53211000.0,54071000.0,-52781000.0,,2700139000.0,0.0,,2730526000.0,918337000.0,1454003000.0,-1666000.0,70182107.0,486557000.0,,-31407000.0,21426000,,1147046000.0,2154265000.0,444338000.0,1781802000.0,499669000.0,0.0,110490000.0,92291000.0,-20584000.0,-0.75,,1518979000.0,84721000.0,92291000.0,-48344000,,126962000.0,-27425000.0,2295000.0,92060000.0,28053000.0,35500000.0,1103168000.0,-2861000.0,-52781000.0,177886000.0,,-1014899000.0,70182107.0,178102000.0,-43124000.0,-106035000.0,,-28451000.0,1715627000.0,-76795000.0,,5648000.0,-133460000.0,10790000.0,,3847185000.0,,2393182000.0,64861000.0,54071000.0,-0.75,4801000.0,60506000.0,12825000.0,466056000.0,97195000.0,741000.0,,
2008-09-30,-12552000.0,2169489000,10012000.0,-877192000,-36487000.0,-298430000.0,61553000.0,-802926000.0,,2946968000.0,502608000.0,,2715754000.0,2712962000.0,1450720000.0,-1667000.0,,-317082000.0,,-108455000.0,-813689000,,351741000.0,2467919000.0,448823000.0,234006000.0,,0.0,144156000.0,578762000.0,71521000.0,,,67514000.0,85737000.0,77316000.0,-799161000,,50889000.0,-54860000.0,1874469000.0,372926000.0,-57810000.0,35008000.0,1036163000.0,-498844000.0,-802926000.0,107622000.0,,-1042750000.0,,80755000.0,7482000.0,-328957000.0,,-109444000.0,1673004000.0,-908605000.0,-2000.0,10783000.0,-383817000.0,10439000.0,,3298709000.0,67363000.0,1847989000.0,71992000.0,61553000.0,,8775000.0,63503000.0,21161000.0,378887000.0,54071000.0,740000.0,,
2008-12-31,-5629000.0,1876991000,56304000.0,-175819000,-36001000.0,-83382000.0,32645000.0,-228782000.0,,3092064000.0,,,2737063000.0,612682000.0,1370463000.0,0.0,74055733.0,-545862000.0,,0.0,-129351000,,123039000.0,1960373000.0,296598000.0,2479382000.0,,-6667000.0,355256000.0,92437000.0,267675000.0,-3.09,,41520000.0,2339352000.0,92437000.0,-229356000,-828088000.0,18338000.0,-29028000.0,101192000.0,119464000.0,-115403000.0,39569000.0,796039000.0,-971000.0,-228782000.0,77103000.0,57202000.0,-1091545000.0,74055733.0,98510000.0,-28908000.0,-112371000.0,,278000.0,1645518000.0,-229078000.0,,1852000.0,-141399000.0,7470000.0,,3215103000.0,64817000.0,1844640000.0,40115000.0,32645000.0,-3.09,4591000.0,60158000.0,21337000.0,213040000.0,61553000.0,740000.0,,
2009-03-31,-6487000.0,1698102000,-46015000.0,19845000,-13945000.0,97724000.0,44956000.0,-58765000.0,,3100384000.0,,,2697111000.0,675443000.0,1388909000.0,0.0,74055733.0,-604156000.0,,0.0,50514000,,65025000.0,1600378000.0,319595000.0,2424941000.0,,3000.0,311471000.0,77879000.0,-29362000.0,-0.79,,38950000.0,2297433000.0,77879000.0,-58790000,-177836000.0,52057000.0,-19331000.0,89792000.0,77780000.0,111718000.0,46444000.0,825520000.0,2687000.0,-58765000.0,85233000.0,55500000.0,-1123615000.0,74055733.0,88558000.0,12311000.0,-50629000.0,,2347000.0,1573496000.0,-56443000.0,,1600000.0,-69960000.0,8126000.0,,3165409000.0,62271000.0,1776500000.0,53082000.0,44956000.0,-0.79,4206000.0,60513000.0,21617000.0,264456000.0,32645000.0,740000.0,,
2009-06-30,-3972000.0,1776813000,8660000.0,108596000,45791000.0,183414000.0,101179000.0,53239000.0,,2913943000.0,5409000.0,,2699934000.0,476100000.0,1291079000.0,0.0,74055733.0,-551602000.0,,0.0,149798000,,117287000.0,1593399000.0,303052000.0,2437843000.0,,-6267000.0,291207000.0,74818000.0,12592000.0,0.72,,42133000.0,2354884000.0,74818000.0,53239000,-144633000.0,0.0,-17246000.0,0.0,-97714000.0,-8295000.0,38843000.0,798846000.0,332000.0,53239000.0,88663000.0,60181000.0,-1168352000.0,74055733.0,40826000.0,56223000.0,109991000.0,,555000.0,1531582000.0,53794000.0,,1470000.0,92745000.0,5902000.0,,3031230000.0,59725000.0,1740151000.0,107081000.0,101179000.0,0.72,3447000.0,57161000.0,21325000.0,171578000.0,44956000.0,740000.0,,
2009-09-30,-3870000.0,1736149000,14056000.0,116665000,-9386000.0,172174000.0,220029000.0,82724000.0,,2909584000.0,-5409000.0,,2710328000.0,508164000.0,1366194000.0,0.0,,-469407000.0,,-21478000.0,153205000,,150920000.0,1563975000.0,309259000.0,2401420000.0,,2859000.0,316953000.0,55509000.0,33773000.0,,,41062000.0,2338145000.0,55509000.0,82724000,-22000.0,0.0,-22588000.0,0.0,1623000.0,-529000.0,37074000.0,763869000.0,-87559000.0,82724000.0,63609000.0,57314000.0,-1210852000.0,,22213000.0,118850000.0,128015000.0,,-24766000.0,1499476000.0,57958000.0,0.0,0.0,105427000.0,5302000.0,,3060504000.0,57179000.0,1694310000.0,225331000.0,220029000.0,,6702000.0,58173000.0,-27237000.0,182173000.0,101179000.0,771000.0,,
2009-12-31,-6024000.0,1602734000,17604000.0,6230000,-28454000.0,82584000.0,236300000.0,33613000.0,,3016655000.0,1790000.0,,2729772000.0,850832000.0,1509210000.0,,77141000.0,-435794000.0,,-112392000.0,32932000,1790000.0,186294000.0,1520150000.0,400809000.0,2165823000.0,,0.0,311501000.0,76354000.0,26006000.0,0.45,,1859400000.0,240259000.0,76354000.0,33925000,-10144000.0,0.0,-30463000.0,238072000.0,48250000.0,-1976000.0,44673000.0,740810000.0,-30483000.0,33613000.0,112809000.0,58104000.0,-1255065000.0,74374000.0,66164000.0,16271000.0,-4057000.0,,-102371000.0,1474707000.0,-68446000.0,,0.0,-34520000.0,7876000.0,,3209463000.0,54633000.0,1700253000.0,244176000.0,236300000.0,0.44,4511000.0,56705000.0,-27266000.0,196674000.0,220029000.0,771000.0,,
2010-03-31,-3006000.0,1642918000,-3570000.0,3418000,-30708000.0,52019000.0,48398000.0,-45547000.0,-140039000.0,1937311000.0,13654000.0,338000.0,2756312000.0,657135000.0,1195406000.0,,216890476.0,-481339000.0,,-26873000.0,3418000,,944049000.0,1590899000.0,317546000.0,1280176000.0,,0.0,300101000.0,48601000.0,10688000.0,-0.21,,1145755000.0,93224000.0,48601000.0,-45364000,-2155945000.0,0.0,-30890000.0,50347000.0,-152646000.0,-50101000.0,28420000.0,731763000.0,-54213000.0,-45547000.0,125103000.0,60646000.0,-1303039000.0,216890476.0,41197000.0,-187902000.0,-4755000.0,,-33304000.0,1453273000.0,-78668000.0,800000000.0,30992000.0,-35645000.0,7874000.0,12189000.0,2887937000.0,53213000.0,1692531000.0,56272000.0,48398000.0,-0.21,2619000.0,57768000.0,-23966000.0,242635000.0,236300000.0,2143000.0,,
2010-06-30,-2859000.0,1707568000,-107932000.0,68773000,-35852000.0,132491000.0,36483000.0,32918000.0,-27896000.0,1942083000.0,0.0,8490000.0,2723494000.0,641594000.0,1295656000.0,,214282000.0,-448421000.0,,-9823000.0,118905000,,977050000.0,1575077000.0,287770000.0,1300489000.0,,0.0,330103000.0,63718000.0,-51261000.0,0.15,,1167930000.0,90175000.0,63718000.0,34588000,-195695000.0,27179000.0,-36553000.0,62853000.0,35184000.0,-121000.0,26115000.0,782476000.0,-10200000.0,32918000.0,117938000.0,56394000.0,-1329699000.0,214282000.0,42384000.0,-11915000.0,-10187000.0,,-1503000.0,1393795000.0,33085000.0,0.0,3663000.0,-46740000.0,9741000.0,-30310000.0,2927240000.0,51792000.0,1631584000.0,46224000.0,36483000.0,0.15,2503000.0,59705000.0,-23883000.0,263541000.0,48398000.0,2143000.0,,
2010-09-30,-3512000.0,1719850000,-101007000.0,112198000,-30624000.0,157294000.0,46213000.0,57926000.0,21332000.0,1981742000.0,0.0,16549000.0,2692267000.0,675968000.0,1497055000.0,,214282000.0,-390497000.0,,24991000.0,115526000,,1030884000.0,1562556000.0,276506000.0,1305774000.0,,0.0,354837000.0,45096000.0,-127605000.0,0.27,,1166606000.0,88522000.0,45096000.0,58522000,-156909000.0,59218000.0,-41594000.0,75355000.0,3642000.0,-7749000.0,26492000.0,910625000.0,2682000.0,57926000.0,70626000.0,56235000.0,-1348573000.0,214282000.0,50646000.0,9730000.0,37250000.0,,30512000.0,1343694000.0,89034000.0,0.0,1736000.0,-4344000.0,8800000.0,-24445000.0,3017981000.0,50371000.0,1520926000.0,55013000.0,46213000.0,0.27,4527000.0,57924000.0,-23572000.0,290546000.0,36483000.0,2143000.0,,
2010-12-31,-7824000.0,1811293000,-73313000.0,67060000,-16551000.0,119189000.0,106077000.0,41844000.0,55484000.0,2140302000.0,11764000.0,6814000.0,2740817000.0,738635000.0,1710465000.0,,,-348653000.0,,-57555000.0,103211000,,1072663000.0,1692104000.0,297594000.0,1401667000.0,,14698000.0,321765000.0,52129000.0,-117661000.0,,,1281160000.0,117031000.0,52129000.0,42580000,-688850000.0,47671000.0,-70295000.0,58144000.0,84340000.0,-12965000.0,24526000.0,1029254000.0,-9756000.0,41844000.0,67143000.0,11595000.0,-1382681000.0,,3476000.0,59864000.0,-7703000.0,,-19543000.0,1358136000.0,23037000.0,0.0,346000.0,-77998000.0,1554000.0,33521000.0,3218898000.0,48950000.0,1508433000.0,107631000.0,106077000.0,,58451000.0,55648000.0,-23637000.0,336992000.0,46213000.0,2143000.0,,
2011-03-31,-1353000.0,1892476000,-21350000.0,-106776000,-60080000.0,-53110000.0,63013000.0,-120760000.0,-28054000.0,2233609000.0,111000.0,7690000.0,2786080000.0,718517000.0,1664215000.0,,214282000.0,-469413000.0,,-11106000.0,-102260000,120000.0,951508000.0,1945586000.0,290515000.0,1515092000.0,,0.0,390040000.0,53666000.0,64273000.0,-0.56,,1397068000.0,114441000.0,53666000.0,-119895000,-135625000.0,50840000.0,-63960000.0,62021000.0,118986000.0,-689000.0,27507000.0,967066000.0,3806000.0,-120760000.0,65560000.0,12026000.0,-1417289000.0,214282000.0,3583000.0,-43064000.0,-102403000.0,,-9872000.0,1368791000.0,-129767000.0,0.0,350000.0,-166363000.0,1391000.0,-67283000.0,3191915000.0,47529000.0,1527700000.0,64404000.0,63013000.0,-0.56,831000.0,50852000.0,-24152000.0,319197000.0,106077000.0,2143000.0,,
2011-06-30,-2030000.0,1922690000,32665000.0,-98706000,-38944000.0,-46228000.0,34564000.0,-128141000.0,,2335505000.0,149000.0,2292000.0,2815369000.0,719848000.0,1648539000.0,,214282000.0,-596074000.0,,1411000.0,-44813000,149000.0,824887000.0,1968918000.0,315123000.0,1615657000.0,,0.0,364995000.0,52478000.0,475000.0,-0.6,,1498280000.0,113765000.0,52478000.0,-127932000,-320306000.0,48162000.0,-39192000.0,15607000.0,48367000.0,-6316000.0,27426000.0,967067000.0,1392000.0,-128141000.0,64804000.0,12224000.0,-1456991000.0,214282000.0,3612000.0,-28449000.0,-37769000.0,,3470000.0,1358378000.0,-124462000.0,0.0,0.0,-76961000.0,824000.0,11607000.0,3163202000.0,46954000.0,1514663000.0,35388000.0,34564000.0,-0.6,1803000.0,52223000.0,-24368000.0,348082000.0,63013000.0,2143000.0,,
2011-09-30,-1153000.0,1891224000,101665000.0,-113584000,-5248000.0,-62387000.0,46904000.0,-162516000.0,,2335764000.0,9095000.0,1659000.0,2806706000.0,710732000.0,1537463000.0,,214282000.0,-758590000.0,,-1012000.0,-81299000,149000.0,661396000.0,1953611000.0,312155000.0,1625032000.0,,0.0,355349000.0,51197000.0,36817000.0,-0.76,,1508890000.0,111391000.0,51197000.0,-162800000,-213901000.0,46220000.0,-18717000.0,15609000.0,10499000.0,0.0,27930000.0,919550000.0,-21669000.0,-162516000.0,62124000.0,1797000.0,-1489014000.0,214282000.0,4751000.0,12340000.0,10692000.0,,-60000.0,1317692000.0,-162860000.0,0.0,0.0,-8025000.0,52000.0,12805000.0,2999686000.0,45519000.0,1462223000.0,46956000.0,46904000.0,-0.76,11997000.0,53631000.0,-25492000.0,342565000.0,34564000.0,2143000.0,,
2011-12-31,-60000.0,1829308000,22131000.0,-28464000,46083000.0,20188000.0,41609000.0,-85355000.0,,2321115000.0,11518000.0,0.0,2730065000.0,717173000.0,1464193000.0,,,-843945000.0,,3610000.0,10987000,149000.0,555612000.0,1809120000.0,281797000.0,1603942000.0,,37479000.0,349222000.0,48652000.0,21262000.0,,,1458001000.0,145941000.0,48652000.0,-85063000,-212001000.0,53816000.0,-14099000.0,15611000.0,-51002000.0,-1000.0,28669000.0,879094000.0,-13058000.0,-85355000.0,57921000.0,497000.0,-1488313000.0,,0.0,-5295000.0,489000.0,,15026000.0,1241752000.0,-70037000.0,0.0,0.0,-13610000.0,157000.0,-21116000.0,2879545000.0,44083000.0,1415352000.0,41766000.0,41609000.0,,1221000.0,52355000.0,-46070000.0,340517000.0,46904000.0,2143000.0,,
2012-03-31,-88000.0,1888773000,-43039000.0,64809000,-13692000.0,110065000.0,47570000.0,39173000.0,,2081465000.0,1605000.0,,2730567000.0,687049000.0,1487770000.0,,223631000.0,-804772000.0,,0.0,104262000,149000.0,793733000.0,1778708000.0,290637000.0,1394416000.0,,0.0,370238000.0,45256000.0,-25813000.0,0.18,,1249510000.0,144906000.0,45256000.0,39598000,-391802000.0,50220000.0,-16670000.0,15614000.0,-10223000.0,0.0,28245000.0,910430000.0,3413000.0,39173000.0,51445000.0,591000.0,-1505687000.0,223562000.0,,5961000.0,29382000.0,,653000.0,1224880000.0,40251000.0,198379000.0,0.0,12712000.0,156000.0,3043000.0,2878441000.0,42656000.0,1390671000.0,47726000.0,47570000.0,0.18,0.0,35766000.0,-45650000.0,301470000.0,41609000.0,2589000.0,,
2012-06-30,-74000.0,1974469000,-61815000.0,99650000,-11512000.0,144089000.0,49227000.0,69358000.0,,2084670000.0,264000.0,,2736499000.0,724582000.0,1567965000.0,,258841000.0,-735414000.0,,0.0,127934000,150000.0,851699000.0,1830380000.0,280871000.0,1360088000.0,,0.0,372321000.0,44439000.0,-83825000.0,0.27,,1214619000.0,145469000.0,44439000.0,69153000,-243102000.0,44713000.0,-20891000.0,15617000.0,-35099000.0,0.0,24925000.0,987992000.0,-8286000.0,69358000.0,48843000.0,474000.0,-1526703000.0,258726000.0,,1657000.0,50940000.0,,-2358000.0,1209796000.0,66795000.0,-97000.0,0.0,30049000.0,156000.0,-5166000.0,2939407000.0,41230000.0,1371442000.0,49383000.0,49227000.0,0.27,58000.0,36214000.0,-57095000.0,348847000.0,47570000.0,2589000.0,,
2012-09-30,0.0,2068478000,-951000.0,64353000,-7693000.0,106135000.0,55030000.0,42931000.0,,2027558000.0,280000.0,,2732423000.0,731685000.0,1563477000.0,,258837000.0,-692483000.0,,0.0,69250000,166000.0,889668000.0,1962343000.0,310463000.0,1295873000.0,,0.0,367854000.0,41782000.0,14666000.0,0.17,,1151127000.0,144746000.0,41782000.0,42941000,-268104000.0,28826000.0,-24549000.0,15619000.0,-63604000.0,0.0,25260000.0,979243000.0,4641000.0,42931000.0,48931000.0,0.0,-1535459000.0,258726000.0,,5803000.0,75639000.0,,1049000.0,1196964000.0,43990000.0,0.0,0.0,51090000.0,0.0,-1049000.0,2920274000.0,39803000.0,1356797000.0,55030000.0,55030000.0,0.17,630000.0,36431000.0,-62222000.0,326284000.0,49227000.0,2590000.0,,
