date,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2013-12-31,-292352000.0,,57819154000,3718236000.0,175767858000,0.0,37553681000,41538923000,11775322000,2008313000,123915996000,62559873000.0,41742250000,356275000,2139925000.0,3985242000,17026018000,17026018000,16796749000,2547231000.0,0.0,-1850368000.0,32221458000.0,16023468000,117948704000,82377073000,17873836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,61421913000,4295005000.0,198793527000,0.0,42018031000,46257032000,12680261000,3810496000,141345364000,71456523000.0,43592871000,356275000,7348404000.0,4239001000,18186652000,18186652000,19889168000,71456523000.0,0.0,,36210264000.0,16022105000,137371614000,95088332000,16022105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-6889000.0,,63647567000,4696612000.0,220533457000,0.0,43269371000,47608745000,18724718000,1666753000,155550373000,83539896000.0,46863379000,356275000,1847573000.0,4339374000,20471830000,20471830000,24043332000,3463004000.0,0.0,-2298360000.0,39824358000.0,19238285000,156885890000,107941628000,21536645000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,68503000.0,62678143000,5373791000.0,228781892000,0.0,49477380000,54025071000,17636806000,1235580000,159635975000,90638264000.0,48773189000,356275000,9232976000.0,4547691000,22533016000,22533016000,23437408000,4801882000.0,0.0,,43256344000.0,19507350000,166103749000,105610904000,19507350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,0.0,41782000.0,69317652000,4967963000.0,244254691000,0.0,52867396000,58725582000,16953596000,1311526000,169505371000,100727237000.0,50161660000,356275000,1840684000.0,5471821000,22591843000,22591843000,21271645000,3817713000.0,0.0,-2656369000.0,45682058000.0,19493831000,174937039000,110779789000,22150200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,1570000000.0,74512858000,4080205000.0,253214854000,0.0,54712881000,60464314000,12232851000,5594170000,169066585000,103851639000.0,52585369000,356275000,9704657000.0,5441729000,17324543000,18894543000,19984095000,2739549000.0,0.0,,48569112000.0,19729990000,178701996000,108602271000,19729990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-26000.0,3000000000.0,72712665000,4623286000.0,261903005000,0.0,49188203000,55077089000,17755309000,1629639000,173686012000,120342997000.0,56956051000,348864000,1840684000.0,5666533000,19359175000,22359175000,21220985000,2875658000.0,0.0,-3029791000.0,49908169000.0,21712229000,189190340000,118608923000,24742020000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,880000000.0,75852354000,4419178000.0,271912263000,0.0,50900038000,56917001000,17597292000,3150572000,178804251000,124979791000.0,59387856000,348864000,1840658000.0,5884974000,18929551000,19809551000,24206076000,3075155000.0,0.0,,51341183000.0,22200965000,196059909000,121887250000,22200965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,85027201000,4705330000.0,307558673000,,69309472000,75334749000,18195220000,7449318000,210811876000,133554704000.0,61834683000,348864000,1840658000.0,6025277000,28537441000,28537441000,26403178000,,,-3545407000.0,54594499000.0,21690435000,222531472000,135477127000,25235842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,86468988000,5444813000.0,333612080000,,69322645000,75875752000,29162672000,5058187000,230000395000,138744301000.0,62168173000,348864000,1840658000.0,6553107000,31024239000,31024239000,30766839000,,35772693000.0,,53713634000.0,21392694000,247143092000,154124643000,21392694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.0,,88748017000,4241516000.0,377596851000,,77825292000,84421747000,31306474000,4952069000,272316674000,192689769000.0,64334206000,341575000,1840658000.0,6596455000,43688296000,43688296000,41104519000,,,-3857576000.0,55861308000.0,22543401000,288848834000,187894927000,26400977000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,95238045000,5380741000.0,415936781000,,83410134000,90387538000,32055555000,5938875000,304660088000,206212181000.0,67296879000,341575000,,6851838000,46292150000,46292150000,54453951000,,,,58720548000.0,23444467000,320698736000,214272550000,23444467000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
