date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNetPPE,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyNonCurrentDeferredRevenue
2016-12-31,0.0,-561613000,1163522000.0,-63255000.0,299488000.0,344954000.0,122198000.0,3938782000.0,3639294000.0,-30745000,,-9139000.0,0.0,1508476000.0,-7271000,-57621000,,70170000,-34097000,6318000.0,23290000,-30745000,5483000.0,0.0,26148000,1041324000.0,-614602000,133379000,86360000,,59174000.0,,2089638000.0,2077000.0,571762000,,0,0.0,133379000.0,133379000.0,-521131000,50949000.0,,-12438000,-614602000,15571000,123230000,67214000.0,44022000,0.0,-41270000,162317000.0,3616560000.0,,-3168000,,-520239000.0,156530000,4136799000.0,52989000,44153000.0,-438383000,6966000,-29756000,4341000,3405000,0.0,48468000,,,,,,,,,
2017-03-31,0.0,-719131000,1736473000.0,-33813000.0,2209176000.0,344568000.0,126571000.0,6664129000.0,4454953000.0,29442000,,-6280000.0,0.0,2081041000.0,17676000,-218000,,103099000,38290000,7026000.0,24042000,29442000,36975000.0,,29224000,1490022000.0,-760917000,1916514000,97759000,,70640000.0,221697000.0,4098364000.0,2746000.0,133379000,0.13,0,,1916514000.0,1916514000.0,-66328000,143013000.0,,-6922000,-760917000,18553000,2502266000,2638000.0,73875000,2123486000.0,-76192000,207456000.0,4340125000.0,0.13,38951000,220674000.0,-589031000.0,200858000,4929156000.0,41786000,52434000.0,1783135000,908000,56692000,18402000,4209000,-112000.0,144215000,,,,,,,,,
2017-06-30,0.0,-1423812000,1705109000.0,6933000.0,727046000.0,507317000.0,129033000.0,8085602000.0,7358556000.0,40746000,,-2926000.0,0.0,2212426000.0,34996000,36161000,,89334000,55794000,9226000.0,31761000,40746000,10375000.0,,36899000,1490597000.0,-1695704000,502616000,124343000,,76621000.0,246792000.0,4592493000.0,3146000.0,1916514000,0.17,-630000,,502616000.0,502616000.0,-1083000,8053000.0,,-15579000,-1708631000,21744000,-3013000,3806000.0,52435000,41000.0,179130000,336926000.0,7239390000.0,0.17,12074000,245698000.0,-659493000.0,213677000,7898883000.0,284819000,73660000.0,-1413898000,1227000,68010000,12216000,5251000,-25000.0,173069000,,,,,,,,,
2017-09-30,0.0,-262281000,1675741000.0,-6400000.0,474367000.0,513749000.0,129199000.0,8049433000.0,7575066000.0,-13333000,,-75000.0,0.0,2189490000.0,41770000,-63896000,,101869000,-15161000,8838000.0,33573000,-13333000,9234000.0,,36348000,1487271000.0,-423607000,242547000,139152000,,94790000.0,246518000.0,4604580000.0,3146000.0,502616000,-0.05,3523000,,242547000.0,242547000.0,-999000,5791000.0,,-32209000,-426939000,21856000,-1120000,8037000.0,65521000,-183000.0,28927000,313905000.0,7505275000.0,-0.05,-4938000,246518000.0,-754060000.0,241021000,8259335000.0,164658000,90244000.0,-260069000,1267000,-20241000,-5080000,5170000,-163000.0,96434000,,,,,,,,,
2017-12-31,149283000.0,-236981000,2300403000.0,43519000.0,919486000.0,612089000.0,78851000.0,8793198000.0,7873712000.0,49919000,,-8090000.0,0.0,2912492000.0,28550000,-31487000,,158685000,44997000,22538000.0,34879000,49919000,21403000.0,,72738000,2179525000.0,-576632000,554189000,152803000,,123147000.0,,4712295000.0,3146000.0,242547000,,-4762000,,554189000.0,703472000.0,-6359000,6558000.0,,-40627000,-439758000,30508000,685497000,2352000.0,85947000,0.0,21529000,407698000.0,7835442000.0,,-76182000,,-846987000.0,311488000,8682429000.0,202777000,84919000.0,311642000,35492000,25167000,-19830000,4989000,-54000.0,160818000,,,,,,,,,
2018-03-31,149345000.0,-239813000,2346370000.0,126409000.0,750046000.0,624628000.0,,8940648000.0,8190602000.0,82890000,,-32000.0,,2970998000.0,-5427000,-10689000,,212257000,105463000,8128000.0,34995000,82890000,55730000.0,,42935000,2179996000.0,-423191000,350762000,180484000,,159314000.0,261639000.0,5034064000.0,3173000.0,554189000,0.32,349000,,350762000.0,500107000.0,-694000,6530000.0,,-43137000,-466768000,30779000,-7191000,2388000.0,169322000,0.0,-13781000,415283000.0,8157324000.0,0.32,23407000,260654000.0,-966426000.0,392741000,9123750000.0,226955000,74675000.0,-203427000,6629000,128788000,23325000,5069000,-6465000.0,280766000,,,,,,,,,
2018-06-30,99704000.0,-227495000,2399421000.0,245564000.0,594525000.0,639875000.0,,9139443000.0,8544918000.0,119155000,,-13000.0,,3039296000.0,-26786000,-4064000,,252530000,140958000,7493000.0,35991000,119155000,100392000.0,,42193000,2180559000.0,-407900000,201702000,215258000,,178593000.0,272846000.0,5360221000.0,3174000.0,350762000,0.44,34669000,,201702000.0,301406000.0,-767000,41784000.0,,291000,-491521000,32573000,-5186000,2462000.0,210337000,,-68192000,426677000.0,8506588000.0,0.44,33243000,272239000.0,-1105934000.0,467788000,9612522000.0,264026000,68242000.0,-149060000,4408000,174201000,33243000,5363000,-4406000.0,352326000,,,,,,,,,
2018-09-30,0.0,-156814000,2416950000.0,358873000.0,419834000.0,601129000.0,,9256911000.0,8837077000.0,113309000,,0.0,,3018079000.0,24249000,-21207000,,274794000,134149000,7244000.0,37555000,113309000,130566000.0,,55185000,2181054000.0,-441966000,167820000,236228000,,179827000.0,278396000.0,5490490000.0,3173000.0,201702000,0.41,-21361000,,167820000.0,167820000.0,-742000,11062000.0,99704000.0,-2003000,-565710000,31668000,-812000,2373000.0,219609000,,53845000,380251000.0,8816063000.0,0.41,32454000,277705000.0,-1254893000.0,511022000,10070956000.0,408896000,74337000.0,-33882000,11731000,166603000,32454000,4686000,-70000.0,355623000,,,,,,,,,
2018-12-31,0.0,-175006000,2422683000.0,412646000.0,540712000.0,648945000.0,,9391363000.0,8850651000.0,53773000,,-2000.0,,3071628000.0,-5431000,91812000,,216786000,65399000,6640000.0,42414000,53773000,131523000.0,,194466000,2181667000.0,-320979000,163216000,238094000,,138987000.0,,5568058000.0,3174000.0,167820000,,27431000,,163216000.0,163216000.0,-685000,11056000.0,0.0,32187000,-494103000,31695000,-2722000,2413000.0,22320000,0.0,18630000,364803000.0,8823887000.0,,16808000,,-1331021000.0,454880000,10154908000.0,319097000,152330000.0,-4604000,147250000,81852000,16453000,4759000,-73000.0,274301000,,,,,,,,,
2019-03-31,,-164543000,2522196000.0,388582000.0,317567000.0,741380000.0,92793000.0,9554147000.0,9236580000.0,-24064000,,,,3263576000.0,-15063000,-119629000,,177112000,-28003000,9632000.0,38037000,-24064000,121336000.0,,60565000,2180616000.0,-359307000,10380000,250559000,-603000.0,176381000.0,278794000.0,5549713000.0,3177000.0,163216000,-0.09,809000,,10380000.0,10380000.0,-120676000,9618000.0,,-40099000,-377602000,33002000,-6588000,,116547000,,-57958000,402496000.0,9199647000.0,-0.09,-7790000,278794000.0,-1464040000.0,427671000,10663687000.0,213059000,143441000.0,-152836000,1401000,-35793000,-7790000,5322000,-5309000.0,170932000,,,,,,,,,
2019-06-30,,-9271000,2620797000.0,504517000.0,395704000.0,789268000.0,,9838066000.0,9442362000.0,115935000,,,,3410065000.0,33528000,18714000,,219930000,134994000,6809000.0,34907000,115935000,156159000.0,,37531000,2221355000.0,-388007000,64099000,278611000,0.0,158917000.0,279768000.0,5680746000.0,3177000.0,10380000,0.41,3680000,,64099000.0,64099000.0,-192754000,7420000.0,,25884000,-412094000,33597000,38903000,,182399000,,73514000,423145000.0,9395803000.0,0.41,32625000,279706000.0,-1647036000.0,498541000,11042839000.0,402823000,154273000.0,53719000,920000,167619000,32625000,4976000,-343000.0,399779000,,,,,,,,,
2019-09-30,,-28064000,2623236000.0,615743000.0,451584000.0,809735000.0,59000.0,9995696000.0,9544112000.0,119710000,,,,3432971000.0,14838000,56761000,,202408000,139600000,5960000.0,36718000,119710000,191596000.0,,51254000,2197093000.0,-349676000,4660000,307743000,-9465000.0,176261000.0,280547000.0,5796643000.0,3177000.0,64099000,0.43,732000,,4660000.0,4660000.0,-135696000,10101000.0,0.0,-30216000,-353482000,33578000,-35181000,,151154000,,-13694000,410001000.0,9483411000.0,0.43,34953000,279961000.0,-1851971000.0,510151000,11335382000.0,325418000,181181000.0,-59439000,3890000,174553000,34953000,5175000,-20000.0,419868000,,,,,,,,,
