date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2008-09-30,73800000,1200000.0,-88800000,3300000.0,0.99,116000000,54900000,54900000,-15600000,11800000,334900000,-9700000,32300000,,353100000,,384900000,16300000.0,342600000.0,692800000,181700000,552600000.0,800000.0,57000000.0,100400000,95300000,54900000,1873800000,141100000,107100000,-18400000.0,18800000.0,16600000,747200000,3800000.0,,12800000,,49900000,1268500000,349000000,-4000000.0,,281200000,40800000.0,,856700000.0,99500000,974000000,7100000,-7800000,112300000,0.96,7000000.0,,107100000,-15100000,-600000.0,544000000,34000000.0,536100000,256200000.0,87200000,,605300000,1126600000,180500000,724500000,0.0,,49200000,-521800000.0,159100000,55300000.0,,,
2008-12-31,49200000,-1400000.0,2900000,,,44400000,12700000,10400000,-24800000,23100000,329500000,-28700000,12300000,,298300000,,413700000,0.0,331100000.0,535100000,155300000,369600000.0,800000.0,,19600000,107100000,10400000,1659500000,155500000,122100000,-10800000.0,12000000.0,6700000,724500000,3400000.0,,12200000,,2800000,1200900000,234500000,18200000.0,,202300000,-98800000.0,3700000.0,874000000.0,47000000,737400000,49100000,0,21500000,,-40100000.0,,122100000,-23000000,-16200000.0,624900000,33400000.0,538800000,232300000.0,25000000,,458600000,935000000,153600000,576000000,-4700000.0,,87400000,-544500000.0,91000000,,,,
2009-03-31,51200000,-300000.0,-25300000,,-0.33,16300000,-18200000,-18100000,-9900000,-17200000,324300000,-11200000,-10700000,,321100000,,396400000,0.0,291900000.0,446700000,154700000,334500000.0,800000.0,55200000.0,6400000,122100000,-18100000,1598600000,134200000,101900000,-9100000.0,10200000.0,8700000,709900000,,,12800000,,-26700000,1166600000,258200000,11000000.0,24500000.0,138700000,-99300000.0,0.0,,-16000000,585400000,-32300000,-7700000,-3200000,-0.33,30900000.0,2100000.0,101900000,-8200000,-2600000.0,607800000,32300000.0,512900000,229400000.0,-28900000,,432000000,888700000,156800000,558800000,0.0,-17500000.0,80400000,,88300000,55200000.0,,,
2009-06-30,51500000,500000.0,-91800000,,0.57,66400000,35900000,31700000,-11700000,-37800000,328800000,-4700000,21600000,,268500000,,276900000,0.0,308000000.0,561600000,164700000,431400000.0,800000.0,56600000.0,54700000,101900000,31700000,1600000000,98900000,65400000,-7900000.0,6600000.0,42800000,726200000,1900000.0,,15400000,,-8700000,1093200000,268200000,500000.0,3200000.0,228900000,-53500000.0,0.0,,64200000,790500000,55800000,-7800000,59400000,0.56,27000000.0,3100000.0,65400000,-12400000,-100000.0,474200000,33500000.0,536900000,243500000.0,57500000,,506800000,873800000,165800000,619000000,500000.0,-84600000.0,47700000,,73700000,55400000.0,,,
2009-09-30,49500000,3200000.0,-118000000,,0.55,130600000,33700000,31000000,-12300000,34700000,329900000,-11400000,21700000,,274600000,,159900000,0.0,315400000.0,526400000,153900000,387300000.0,900000.0,57100000.0,118300000,65400000,31000000,1562600000,101900000,101900000,100000.0,33400000.0,41200000,737400000,2200000.0,,11000000,,67100000,985100000,279700000,1000000.0,9600000.0,223100000,-24500000.0,0.0,,69200000,749500000,-2400000,-7700000,57600000,0.54,66000000.0,3800000.0,101900000,22100000,-400000.0,348800000,0.0,560100000,253100000.0,55400000,,577500000,825200000,158400000,636300000,200000.0,-116700000.0,51900000,,75300000,55800000.0,,,
2009-12-31,48400000,1500000.0,23400000,,,12200000,9900000,6400000,-24900000,20100000,329600000,-19400000,6300000,,250200000,,193800000,0.0,317900000.0,528400000,167400000,,900000.0,,-12700000,101900000,6400000,1543900000,124300000,124300000,0.0,0.0,37700000,710000000,,,13700000,,45500000,939500000,238200000,-5800000.0,-42700000.0,205100000,-800000.0,0.0,880600000.0,37700000,733500000,30700000,-7900000,11200000,,-65700000.0,3800000.0,124300000,-15500000,-2500000.0,345700000,0.0,558600000,257400000.0,16200000,,604400000,833900000,172400000,593800000,200000.0,29500000.0,67500000,-551000000.0,71800000,,,,
2010-03-31,50600000,2100000.0,15800000,,-0.03,-40300000,-1300000,-1600000,-10700000,-63800000,326700000,-4900000,-700000,,326400000,,286600000,0.0,285900000.0,469800000,168900000,,900000.0,56000000.0,-51000000,124300000,-1600000,1590800000,63000000,63000000,0.0,0.0,4700000,707700000,2500000.0,,12900000,,-67200000,1020300000,286100000,2200000.0,48700000.0,174300000,7100000.0,,,5400000,644100000,-85600000,-7900000,500000,-0.03,11800000.0,4300000.0,63000000,-39300000,-39400000.0,443600000,,548700000,260900000.0,-2000000,-6700000.0,570500000,883100000,168900000,576700000,-25100000.0,-35100000.0,84800000,,75300000,56000000.0,,,
2010-06-30,59300000,-1200000.0,-5000000,,0.88,14300000,48700000,48300000,-9000000,1300000,318200000,-3300000,27400000,,338400000,,349600000,0.0,315400000.0,607400000,182200000,,900000.0,56300000.0,5300000,63000000,48300000,1667200000,61900000,61900000,0.0,0.0,6600000,697700000,,,13300000,,-53800000,1144600000,314700000,3100000.0,33000000.0,264700000,-25100000.0,7100000.0,,82500000,872100000,-22200000,-8300000,95800000,0.86,7100000.0,3400000.0,61900000,-8000000,-60100000.0,500800000,,588800000,253800000.0,76100000,-700000.0,522600000,969500000,180500000,643800000,1300000.0,-44700000.0,48300000,,69000000,55100000.0,,,
2010-09-30,59800000,0.0,-43900000,,0.78,69600000,41900000,41800000,-10300000,27500000,320900000,-4700000,21200000,,347700000,,362100000,0.0,329100000.0,585400000,161500000,,900000.0,55000000.0,59300000,61900000,41800000,1697300000,92400000,92400000,0.0,0.0,9000000,714400000,,,13700000,,10300000,1140700000,284000000,2500000.0,-37900000.0,232800000,19600000.0,5400000.0,,71300000,818200000,5100000,-8200000,85000000,0.76,-5000000.0,4100000.0,92400000,1800000,-50800000.0,513200000,,622600000,267600000.0,63100000,1400000.0,556600000,982900000,163500000,627500000,10700000.0,12500000.0,63800000,,67300000,53800000.0,,,
2010-12-31,61800000,1600000.0,-60400000,,,142200000,27800000,27700000,-15800000,65900000,324300000,500000,11600000,,286200000,,317000000,0.0,334500000.0,542000000,175400000,,900000.0,,126400000,92400000,27700000,1692000000,160000000,160000000,0.0,0.0,2000000,745100000,,,13600000,,117200000,1102300000,273800000,-17300000.0,-10200000.0,220000000,30200000.0,5300000.0,909000000.0,44600000,762000000,71600000,-8000000,42500000,,-5200000.0,3600000.0,160000000,-15900000,-3400000.0,486700000,,642200000,271800000.0,39400000,-1200000.0,589700000,946900000,172700000,615600000,900000.0,-45900000.0,67000000,-584700000.0,65700000,,,,
2011-03-31,95100000,51200000.0,191800000,,-0.13,-148300000,-7200000,-7200000,-8200000,-106600000,348400000,-1200000,-3900000,,453200000,,488500000,0.0,281800000.0,522600000,171000000,,900000.0,53600000.0,-156500000,160000000,-7200000,1900400000,55200000,55200000,,,52700000,853400000,,,14800000,,-158800000,1334000000,340800000,-800000.0,50900000.0,165200000,41400000.0,900000.0,944700000.0,-5800000,687800000,-136300000,-8100000,9000000,-0.134328,-600000.0,4900000.0,55200000,-150100000,-24700000.0,657400000,,625400000,321300000.0,-11100000,-144200000.0,566400000,1047000000,173900000,676600000,1600000.0,171300000.0,82300000,-596300000.0,64400000,53600000.0,,,
2011-06-30,93400000,-129700000.0,15500000,,0.85,5900000,45000000,45000000,-10400000,18400000,347000000,-2500000,23100000,,460100000,,570800000,0.0,299600000.0,689400000,172700000,525400000.0,900000.0,54300000.0,-4500000,55200000,45000000,2019000000,76500000,76500000,,,7100000,853600000,,,15400000,,-60100000,1418000000,371800000,2000000.0,29500000.0,247600000,47300000.0,0.0,953900000.0,74900000,937000000,-2900000,-9600000,90300000,0.83,37600000.0,4200000.0,76500000,-3000000,-11800000.0,739500000,,660900000,325900000.0,68100000,-3500000.0,601000000,1165400000,175200000,678500000,10100000.0,-600700000.0,58900000,-606900000.0,64000000,53200000.0,,,
2011-09-30,81000000,-140000000.0,-142100000,,0.65,140200000,33800000,33800000,-8500000,-10500000,333300000,-10300000,16600000,,394300000,,478500000,0.0,316100000.0,691900000,166300000,478200000.0,900000.0,52800000.0,131700000,76500000,33800000,1834300000,57900000,57900000,,,3900000,805500000,,,15000000,,74100000,1335600000,343200000,2800000.0,-19500000.0,231100000,-28800000.0,9600000.0,934400000.0,64800000,923000000,54900000,-9500000,79800000,0.64,35100000.0,3500000.0,57900000,-8600000,-54400000.0,662800000,,685400000,307000000.0,50400000,0.0,498700000,1028800000,166300000,672800000,500000.0,-482800000.0,48300000,-601100000.0,62500000,52200000.0,,,
2011-12-31,79900000,-127300000.0,-77100000,,,78400000,16700000,16700000,-16100000,-14800000,309900000,-16400000,6500000,,336500000,36800000.0,459600000,134900000.0,284700000.0,566100000,145800000,408700000.0,900000.0,,62300000,57900000,16700000,1705700000,45000000,45000000,,,4700000,802400000,4300000.0,,15200000,,32300000,1237900000,277000000,-400000.0,-66800000.0,189700000,-37100000.0,5700000.0,915900000.0,43900000,755800000,55500000,-9300000,27500000,,23300000.0,1100000.0,45000000,-16100000,-32100000.0,665000000,,692900000,305600000.0,23200000,0.0,467800000,903300000,144500000,572900000,0.0,-485200000.0,76300000,-606000000.0,62100000,,,,
2012-03-31,82800000,800000.0,48200000,,-0.12,-34300000,-500000,-6100000,-6800000,7100000,299200000,800000,-300000,,401900000,,511500000,15400000.0,255900000.0,518100000,163000000,394700000.0,900000.0,50900000.0,-41100000,45000000,-6100000,1790000000,54700000,54700000,,,11400000,791700000,,,14200000,10300000.0,-50900000,1312200000,307400000,-100000.0,34200000.0,166100000,-14700000.0,5700000.0,880500000.0,3100000,684200000,-75700000,-9200000,17300000,-0.12,-4000000.0,3800000.0,54700000,-6800000,-1900000.0,715800000,,677700000,310600000.0,-800000,0.0,477800000,998300000,163000000,596400000,0.0,-215700000.0,81800000,-581300000.0,64200000,50900000.0,,,
2012-06-30,84000000,400000.0,-3900000,,0.88,23700000,48200000,44700000,-10000000,17100000,292600000,3200000,25200000,,427300000,,514200000,0.0,286900000.0,685100000,174200000,513200000.0,900000.0,51600000.0,13700000,54700000,44700000,1888200000,69100000,69100000,,,14700000,775500000,4300000.0,,13700000,-127800000.0,-50800000,1395700000,371200000,4500000.0,68400000.0,248700000,-39700000.0,5700000.0,874600000.0,74500000,933800000,-38000000,-9100000,77700000,0.87,50300000.0,4500000.0,69100000,-2700000,-700000.0,717200000,,713200000,302200000.0,73400000,0.0,492500000,1112700000,172700000,678500000,0.0,-256400000.0,71600000,-582000000.0,65400000,51000000.0,,,
2012-09-30,81500000,500000.0,-92800000,,0.58,75000000,49700000,29400000,-11200000,-26400000,289400000,-400000,26800000,,398400000,,449600000,62200000.0,258700000.0,604800000,123600000,450300000.0,900000.0,51300000.0,63800000,69100000,29400000,1793500000,48800000,48800000,,,31400000,681900000,4400000.0,,13200000,55100000.0,16000000,1284100000,277600000,-3900000.0,-81800000.0,204900000,-10200000.0,8500000.0,869700000.0,81300000,809700000,32400000,-9200000,94100000,0.57,31900000.0,2100000.0,48800000,-8600000,-35800000.0,645700000,,732600000,223700000.0,76500000,0.0,509400000,1111600000,125900000,638400000,0.0,-234800000.0,72600000,-580300000.0,62800000,50600000.0,,,
2012-12-31,80000000,1800000.0,-131600000,,,157000000,26500000,21900000,-22200000,3100000,298200000,300000,9100000,,374800000,16000000.0,351000000,55200000.0,259600000.0,516500000,129500000,373400000.0,900000.0,,134800000,48800000,21900000,1691900000,51800000,51800000,,,35600000,704800000,5500000.0,35300000.0,14300000,,130600000,1195100000,284700000,-3200000.0,16300000.0,168400000,-22300000.0,4500000.0,883000000.0,38900000,684900000,25500000,-20100000,38900000,,-76000000.0,4800000.0,51800000,-22300000,-19500000.0,555500000,,744400000,223800000.0,35600000,0.0,496800000,987100000,127200000,639600000,0.0,-984200000.0,61000000,-584800000.0,64000000,,,,
2013-03-31,81600000,2300000.0,128600000,,0.16,-137300000,15800000,8000000,-12100000,-15600000,295100000,2500000,8600000,,464300000,,489800000,0.0,222600000.0,506400000,136700000,407000000.0,900000.0,51000000.0,-149400000,51800000,8000000,1714100000,34900000,34900000,,,26600000,710000000,3400000.0,,14100000,,-167500000,1262100000,312400000,-1600000.0,18800000.0,162000000,-71600000.0,800000.0,888100000.0,25300000,668400000,-100900000,0,39400000,0.16,7600000.0,7700000.0,34900000,-6900000,-4200000.0,699700000,,742400000,223400000.0,24400000,,452000000,1004100000,135600000,562400000,0.0,-436700000.0,68200000,-593000000.0,68400000,50300000.0,,,
2013-06-30,79500000,1100000.0,-22000000,,1.28,49000000,64300000,64300000,-11300000,15200000,308700000,-100000,34700000,,469200000,,395000000,0.0,257100000.0,659100000,151300000,542300000.0,900000.0,50900000.0,37700000,34900000,64300000,1849600000,45300000,45300000,,,126300000,719700000,3600000.0,,14400000,,-43400000,1402400000,373600000,600000.0,61200000.0,254000000,-103100000.0,22700000.0,909100000.0,102700000,913100000,-17400000,-10100000,117100000,1.26,5700000.0,7500000.0,45300000,-11800000,-34600000.0,622700000,,794700000,217600000.0,99000000,,447200000,1129900000,151300000,779700000,0.0,-384300000.0,41400000,-600400000.0,69500000,50200000.0,,,
2013-09-30,73000000,1300000.0,-148800000,300000.0,1.29,153300000,65800000,64300000,-17600000,-9700000,314800000,3000000,34200000,,430000000,,266200000,0.0,281400000.0,630600000,136600000,489200000.0,900000.0,50500000.0,135700000,45300000,64300000,1755700000,37800000,37800000,,,168700000,718400000,3800000.0,,14600000,,65400000,1273500000,324100000,1100000.0,-50600000.0,237400000,-93900000.0,21600000.0,930600000.0,100800000,868000000,41900000,-12000000,100800000,1.27,-1000000.0,5300000.0,37800000,-14200000,-34900000.0,477700000,,847100000,218800000.0,100000000,,480900000,1037300000,136900000,795800000,0.0,-463200000.0,50800000,-615800000.0,69600000,49700000.0,,,
2013-12-31,83500000,1300000.0,-108000000,500000.0,,145300000,34000000,35200000,-37300000,2900000,335500000,-700000,16800000,,378800000,9800000.0,233200000,1500000.0,232100000.0,541800000,152400000,408100000.0,900000.0,,108000000,37800000,35200000,1626700000,38000000,38000000,,,167200000,724300000,3800000.0,23200000.0,15800000,,91500000,1141000000,283100000,3400000.0,-40300000.0,207700000,-61100000.0,31600000.0,335500000.0,55300000,749500000,56900000,-11900000,71100000,,-7700000.0,8800000.0,38000000,-34400000,-63300000.0,427000000,,870500000,216800000.0,50800000,,484900000,902400000,146000000,714000000,0.0,-460300000.0,53000000,-617300000.0,119200000,,,,
2014-03-31,87900000,4200000.0,144300000,500000.0,0.41,-125000000,19900000,19900000,-17300000,2000000,340600000,1400000,10700000,,490300000,,377000000,0.0,205200000.0,527300000,135600000,442200000.0,900000.0,49900000.0,-142300000,38000000,19900000,1787700000,39000000,39000000,,,170200000,730200000,3300000.0,,15000000,,-173500000,1296100000,343100000,500000.0,59500000.0,168100000,-61100000.0,1500000.0,972400000.0,32500000,695400000,-122900000,-11800000,47500000,0.4,12700000.0,3800000.0,39000000,-17300000,-10700000.0,576100000,,878600000,218900000.0,30600000,,490800000,1057500000,135600000,720000000,0.0,-319400000.0,59800000,-631800000.0,117500000,49000000.0,,,
2014-06-30,90800000,-200000.0,-19200000,500000.0,1.51,51600000,74600000,73900000,-23900000,8500000,350500000,5400000,40800000,,514900000,,403000000,0.0,236600000.0,698100000,148900000,576500000.0,900000.0,49600000.0,27700000,39000000,73900000,1970100000,49600000,49600000,,,186900000,747400000,3700000.0,,15000000,,-29700000,1452100000,400900000,100000.0,54800000.0,262600000,-50900000.0,22900000.0,994000000.0,113700000,960700000,-10100000,-11800000,128700000,1.49,-12400000.0,6900000.0,49600000,-23900000,-50100000.0,604800000,,937900000,219700000.0,115400000,,517200000,1222700000,148900000,847300000,0.0,-514600000.0,58200000,-643500000.0,121000000,48800000.0,,,
2014-09-30,89200000,1300000.0,-75400000,500000.0,1.4,96900000,67500000,67400000,-18700000,3000000,350500000,1100000,35100000,,501500000,,349000000,0.0,248700000.0,651300000,141600000,501500000.0,900000.0,49000000.0,78200000,49600000,67400000,1876500000,48100000,48100000,,,230300000,740000000,4000000.0,,15200000,,4400000,1374800000,333100000,800000.0,-63300000.0,247100000,-76900000.0,12800000.0,999400000.0,105500000,898400000,5400000,-14600000,120700000,1.38,-100000.0,6600000.0,48100000,-18500000,-51800000.0,549900000,,990900000,214100000.0,102600000,,500900000,1136500000,140900000,824900000,0.0,-518700000.0,61600000,-648900000.0,120900000,48300000.0,,,
2014-12-31,84800000,4300000.0,-139200000,500000.0,,161300000,46100000,44600000,-28500000,-5500000,358600000,1300000,22900000,,463300000,11600000.0,675000000,7400000.0,239000000.0,587400000,151500000,421400000.0,900000.0,,132800000,48100000,44600000,1764300000,37500000,37500000,,,250600000,750300000,6200000.0,23900000.0,15600000,,97100000,1755300000,324300000,4700000.0,-4900000.0,225400000,-153500000.0,13400000.0,358600000.0,73900000,812800000,30900000,-14400000,73900000,,100000.0,6000000.0,37500000,-27600000,-460100000.0,928000000,,1022100000,209400000.0,69000000,,8400000,1014000000,148200000,827300000,0.0,-598100000.0,59300000,-654100000.0,118600000,,,,
2015-03-31,87200000,16000000.0,144000000,600000.0,0.31,-122200000,14000000,13900000,-18000000,3800000,356000000,-1900000,7300000,,533100000,,853500000,0.0,204900000.0,522800000,134100000,449400000.0,900000.0,45500000.0,-140200000,37500000,13900000,1879500000,36700000,36700000,,,215300000,739200000,5700000.0,,15500000,,-151800000,1895700000,347600000,-1100000.0,29600000.0,163000000,-178700000.0,1200000.0,1011300000.0,28900000,685800000,-78500000,-13400000,44400000,0.31,3700000.0,3500000.0,36700000,-18000000,-20500000.0,1125200000,,1022500000,204500000.0,21300000,,-16800000,1140300000,133400000,770500000,0.0,-419200000.0,88400000,-655300000.0,121200000,44700000.0,,,
2015-06-30,88000000,1300000.0,-43400000,500000.0,1.8,69900000,81600000,81200000,-15000000,11500000,352100000,1800000,42900000,,540700000,,798000000,0.0,241600000.0,709100000,154300000,609300000.0,900000.0,45600000.0,54900000,36700000,81200000,2026300000,47500000,47500000,,,241100000,739600000,6400000.0,,15100000,,-34000000,1970000000,404300000,200000.0,57700000.0,283400000,-178900000.0,10400000.0,1020800000.0,129100000,992500000,-6800000,-13500000,144200000,1.78,7400000.0,7300000.0,47500000,-15000000,-1300000.0,1071300000,,1087300000,204500000.0,124500000,,55700000,1286700000,152900000,898700000,0.0,-489300000.0,57600000,-668700000.0,121500000,45000000.0,,,
2015-09-30,86600000,1300000.0,-153500000,700000.0,1.78,159200000,80300000,80300000,-14000000,-8300000,345300000,-800000,41700000,,488300000,,653000000,0.0,251900000.0,681600000,144900000,537700000.0,900000.0,45600000.0,145200000,47500000,80300000,1881500000,35100000,35100000,,,248800000,729600000,5700000.0,,16000000,,53400000,1784000000,337700000,700000.0,-63900000.0,273400000,-209800000.0,13800000.0,1023200000.0,128500000,955000000,44300000,-16200000,144500000,1.76,-1300000.0,7700000.0,35100000,-14000000,-1700000.0,930600000,,1151500000,199800000.0,122000000,,97000000,1151900000,143800000,853400000,0.0,-540000000.0,58900000,-677900000.0,125500000,45000000.0,,,
2015-12-31,61600000,3800000.0,-195800000,600000.0,,224300000,11200000,11200000,-22900000,5700000,339600000,-49700000,3500000,,418800000,6800000.0,508600000,14400000.0,242600000.0,606500000,157400000,422800000.0,900000.0,,201400000,35100000,11200000,1680200000,38900000,38900000,,,235300000,742000000,5800000.0,6200000.0,16200000,,150000000,1578600000,320100000,-21100000.0,-26300000.0,227600000,-204700000.0,26000000.0,339600000.0,70200000,834100000,69800000,-16200000,70200000,,900000.0,8100000.0,38900000,-22800000,-8500000.0,754600000,,1146700000,195100000.0,14700000,,101200000,938200000,150600000,824000000,0.0,-444700000.0,57700000,-682900000.0,121100000,,,,
2016-03-31,63400000,11800000.0,137300000,600000.0,0.57,-113400000,24900000,24900000,-23800000,100000,338500000,4800000,13000000,,518100000,,884500000,0.0,209400000.0,531600000,144700000,469800000.0,900000.0,44700000.0,-137200000,38900000,24900000,1861000000,40600000,40600000,,,214900000,739400000,5800000.0,,14200000,,-154100000,1934300000,378300000,-500000.0,67900000.0,183600000,-190700000.0,600000.0,1029500000.0,38900000,715200000,-95500000,-16100000,53100000,0.56,-400000.0,6300000.0,40600000,-23800000,-216800000.0,1131100000,,1155800000,197000000.0,37900000,,-73800000,1121600000,140400000,803200000,0.0,-412700000.0,93100000,-691000000.0,121300000,44000000.0,,,
2016-06-30,65300000,3900000.0,-40700000,700000.0,2.54,72400000,111200000,110700000,-17900000,13800000,345200000,5800000,42900000,,505700000,,619000000,0.0,256500000.0,704200000,159900000,643500000.0,900000.0,44100000.0,54500000,40600000,110700000,2024200000,54700000,54700000,,,456200000,754000000,6800000.0,,14300000,,-57100000,1992800000,399800000,-1400000.0,14700000.0,315000000,-186600000.0,10200000.0,1052700000.0,155100000,1019200000,14900000,-15700000,169400000,2.51,-300000.0,8500000.0,54700000,-17900000,-4600000.0,870100000,,1247900000,198500000.0,154100000,,31000000,1270200000,159400000,1122700000,0.0,-479500000.0,66300000,-707500000.0,126000000,43600000.0,,,
2016-09-30,68000000,3400000.0,-138400000,600000.0,2.35,147900000,101700000,101700000,-17700000,-8200000,346200000,3100000,48200000,,474000000,,512500000,0.0,272200000.0,699700000,156500000,570400000.0,900000.0,43700000.0,130200000,54700000,101700000,1926600000,47800000,47800000,,,543400000,760100000,7000000.0,,14900000,,73600000,1902400000,371700000,-700000.0,-26200000.0,310300000,-187000000.0,800000.0,1064200000.0,153800000,1010000000,30700000,-18700000,168700000,2.33,300000.0,10000000.0,47800000,-17700000,-104900000.0,714300000,,1331100000,198500000.0,149900000,,23800000,1166500000,156500000,1188100000,0.0,-653800000.0,74300000,-718000000.0,126700000,43200000.0,,,
2016-12-31,61200000,-3900000.0,-213400000,700000.0,,247600000,40700000,40400000,-24900000,9500000,361400000,2600000,20000000,,418500000,6400000.0,615700000,4000000.0,265900000.0,629700000,202100000,469800000.0,900000.0,,222700000,47800000,40400000,1760300000,50200000,50200000,,,252500000,754400000,7400000.0,7300000.0,14700000,,146400000,1722300000,361200000,-1400000.0,-16300000.0,267600000,-195100000.0,9000000.0,1078600000.0,65500000,897300000,50200000,-18500000,65500000,,500000.0,6900000.0,50200000,-24700000,-7000000.0,833700000,,1353000000,195100000.0,60700000,,37600000,1005900000,196300000,888600000,0.0,-1156200000.0,67400000,-717200000.0,127700000,,,,
2017-03-31,67000000,700000.0,128400000,700000.0,1.02,-107600000,43500000,43500000,-24900000,-4000000,365600000,2800000,9900000,,522800000,,693900000,0.0,224800000.0,582500000,152900000,513400000.0,900000.0,43500000.0,-132500000,50200000,43500000,1950600000,48800000,48800000,,,409200000,764200000,7400000.0,,15700000,,-165800000,1951600000,401000000,-1100000.0,47300000.0,210900000,-176500000.0,2500000.0,1099700000.0,58000000,793400000,-101200000,-18500000,73700000,1.0,100000.0,4900000.0,48800000,-24800000,-88300000.0,914100000,,1378100000,197600000.0,53400000,,-1400000,1186400000,152400000,1037500000,0.0,-498500000.0,101400000,-734100000.0,129500000,42800000.0,,,
2017-06-30,67100000,800000.0,-33000000,800000.0,2.73,59300000,116400000,115500000,-18500000,7900000,371700000,3400000,50900000,,538800000,,922600000,0.0,257200000.0,761300000,168700000,689900000.0,900000.0,42900000.0,40800000,48800000,115500000,2145800000,61300000,61300000,,,266300000,779100000,8200000.0,,16300000,,-72600000,2135200000,442500000,-3800000.0,34000000.0,340800000,-166500000.0,23500000.0,1122000000.0,172100000,1102100000,-12900000,-18400000,188400000,2.69,100000.0,7600000.0,61300000,-18400000,-100800000.0,1145700000,,1472200000,199000000.0,167300000,,10200000,1366700000,168500000,989500000,0.0,-734100000.0,76700000,-750300000.0,131500000,42300000.0,,,
2017-09-30,66600000,800000.0,-162700000,800000.0,2.47,177300000,104000000,103500000,-17100000,-2500000,374600000,2600000,43000000,,530900000,,775700000,0.0,278400000.0,738600000,161700000,598100000.0,900000.0,42400000.0,160200000,61300000,103500000,2055700000,60700000,60700000,,,348400000,785100000,7600000.0,,16100000,,42400000,2023200000,394500000,1000000.0,-50300000.0,313700000,-157000000.0,2400000.0,1142400000.0,152000000,1052300000,11500000,-21500000,152000000,2.44,1800000.0,6300000.0,60700000,-17100000,-76900000.0,999500000,,1554400000,200600000.0,147000000,,32100000,1270600000,158700000,1023700000,0.0,-670600000.0,80900000,-767800000.0,131700000,41900000.0,,,
2017-12-31,61500000,600000.0,-151000000,800000.0,1.03,196100000,43100000,43100000,-37800000,7300000,397800000,1700000,53300000,,484200000,7300000.0,970500000,1400000.0,270300000.0,632000000,157800000,506500000.0,900000.0,42500000.0,158300000,60700000,43100000,1891500000,68200000,68200000,,,33500000,754200000,7300000.0,8600000.0,16500000,,80500000,1841400000,348600000,47200000.0,-49500000.0,259800000,-157400000.0,2100000.0,1172000000.0,102000000,891800000,46200000,-21300000,118500000,1.02,100000.0,6100000.0,68200000,-37800000,-10100000.0,1186900000,,1575900000,200500000.0,96400000,,50100000,1137300000,158200000,654500000,0.0,-653700000.0,78400000,-774200000.0,129300000,41800000.0,,,
