date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
2000-09-30,4905000.0,,934200000.0,,4748000.0,1444000.0,50082000.0,,0.64,32611000,437574000,26617000.0,14064000.0,7346000.0,2877000.0,57710000.0,-4840000.0,24458000.0,2540000,,,,,-54115000.0,,14633000,862021000.0,,60874000,-35842000.0,24311000,-35205000.0,-72179000.0,15991000,-1253000.0,18398000,26606000.0,,,953000.0,0.65,3164000.0,3069000.0,,,67575000.0,472103000,,33399000,-12005000.0,8300000.0,14064000.0,15317000.0,14064000.0,245000.0,,-445000.0,,,27300000.0,1871000.0,1153718000,15991000,,-4210000.0,-9236000.0,674391000,,,,,,,,,,
2000-12-31,8785000.0,,906705000.0,,-7731000.0,1112000.0,50654000.0,,,32083000,455073000,-52116000.0,10793000.0,11394000.0,-59000.0,55040000.0,-21074000.0,,3044000,,,,,-156009000.0,,31166000,828273000.0,,58195000,9921000.0,24091000,-21806000.0,-78432000.0,26469000,-3271000.0,28384000,7141000.0,,,556000.0,,3155000.0,2349000.0,,,71404000.0,460716000,,30949000,-12024000.0,7992000.0,10793000.0,14064000.0,10793000.0,246000.0,,-5857000.0,,,,-7672000.0,1161154000,25978000,,1049000.0,17062000.0,662755000,,,,,,,,,,
2001-03-31,862000.0,,1186406000.0,,-1360000.0,2073000.0,48380000.0,-2409000.0,0.45,36282000,454815000,1470000.0,8078000.0,-285306000.0,74000.0,63835000.0,-5510000.0,24639000.0,3547000,,,,,-63603000.0,,32894000,1104997000.0,,66994000,-292263000.0,26562000,266029000.0,-81409000.0,11830000,-2715000.0,13712000,16562000.0,,,621000.0,0.46,3159000.0,3676000.0,,1514000.0,79592000.0,740461000,,37273000,-12700000.0,9720000.0,8078000.0,10793000.0,8078000.0,248000.0,,-7806000.0,13897000.0,,27403000.0,-1434000.0,1443513000,11298000,,-1637000.0,-275701000.0,945636000,,,,,,,,,,
2001-06-30,1544000.0,,978424000.0,,-3474000.0,1587000.0,47584000.0,-1896000.0,0.6,38308000,465358000,-5457000.0,43742000.0,-51605000.0,-1836000.0,63317000.0,-5846000.0,24706000.0,3668000,,,,,-71825000.0,,38787000,891839000.0,,66476000,-111837000.0,28421000,68659000.0,-86585000.0,17945000,35664000.0,17945000,18610000.0,,,2744000.0,0.63,3159000.0,2533000.0,,,132427000.0,608649000,,34896000,-12757000.0,9887000.0,43742000.0,8078000.0,43742000.0,249000.0,,-4421000.0,,,32183000.0,-1638000.0,1320693000,15530000,,792000.0,-93227000.0,811789000,,,,,,,,,,
2001-09-30,,,973564000.0,,-5076000.0,1363000.0,49528000.0,-4500000.0,0.44,32179000,610390000,-54739000.0,5991000.0,-64563000.0,-2730000.0,58823000.0,5646000.0,28511000.0,4116000,,,,,-308445000.0,,40116000,880225000.0,,61924000,-5002000.0,23132000,2214000.0,-93339000.0,15679000,-37751000.0,15347000,24598000.0,,,150378000.0,0.45,3101000.0,1935000.0,,,151619000.0,484131000,,35691000,-12819000.0,8349000.0,5991000.0,43742000.0,5991000.0,300000.0,,-16498000.0,,,31373000.0,4208000.0,1346171000,12933000,,-3078000.0,19596000.0,689307000,,,,,,,,,,
2001-12-31,,,984375000.0,,176000.0,1381000.0,53475000.0,-2911000.0,,34557000,612908000,-34813000.0,13193000.0,-18587000.0,2006000.0,59131000.0,-5305000.0,,4043000,,,,,-60232000.0,,39684000,883599000.0,,62291000,-8684000.0,24177000,4971000.0,-100776000.0,15997000,7202000.0,15997000,20818000.0,,,-84000.0,,3160000.0,1875000.0,,,131680000.0,409900000,,34954000,-14786000.0,10380000.0,13193000.0,5991000.0,13193000.0,300000.0,,-1999000.0,,,,-8384000.0,1371577000,13582000,,-858000.0,12134000.0,712239000,,,,,,,,,,
2002-03-31,1844000.0,,995167000.0,,1717000.0,1676000.0,55228000.0,-1709000.0,0.5,34248000,618363000,1269000.0,12429000.0,-3703000.0,-86000.0,58524000.0,-4250000.0,29992000.0,3202000,,,,,-19714000.0,,41598000,887133000.0,,61683000,-5761000.0,24651000,-21761000.0,-108034000.0,15213000,-764000.0,17636000,24700000.0,,,2160000.0,0.51,3159000.0,1617000.0,,,127769000.0,408186000,,33873000,-14277000.0,9597000.0,12429000.0,13193000.0,12429000.0,301000.0,,-1055000.0,,,32905000.0,1803000.0,1367985000,15213000,,70000.0,18939000.0,702327000,,,,,,,,,,
2002-06-30,2634000.0,,997530000.0,,-1128000.0,,58371000.0,-4709000.0,0.51,34218000,623487000,1388000.0,20486000.0,-99036000.0,3175000.0,59118000.0,-3716000.0,30200000.0,3357000,,,,,-32815000.0,,43861000,881975000.0,,62277000,-3087000.0,24465000,84086000.0,-115555000.0,18098000,8057000.0,18098000,23007000.0,,,3478000.0,0.52,3159000.0,1951000.0,,,421551000.0,595302000,,34653000,-18903000.0,9753000.0,20486000.0,12429000.0,20486000.0,303000.0,,-99971000.0,,,33183000.0,-4303000.0,1479874000,15675000,,-674000.0,19920000.0,810743000,,,,,,,,,,
2002-09-30,9887000.0,,1007881000.0,,8837000.0,,65094000.0,-8279000.0,0.54,33182000,625165000,935000.0,13450000.0,2123000.0,9560000.0,60027000.0,-4957000.0,30357000.0,3160000,,,,,-33571000.0,,47460000,888825000.0,,63186000,-9168000.0,23387000,-41767000.0,-119056000.0,18647000,-7036000.0,19436000,32608000.0,,,512000.0,0.56,3159000.0,1945000.0,,,414963000.0,548731000,,36640000,-16712000.0,9298000.0,13450000.0,20486000.0,13450000.0,303000.0,,469000.0,,,37811000.0,-723000.0,1467192000,17013000,,4000.0,23440000.0,797086000,,,,,,,,,,
2002-12-31,,,1017313000.0,,2743000.0,3096000.0,73259000.0,-10740000.0,,34047000,626645000,65126000.0,58020000.0,42840000.0,8788000.0,59792000.0,-5245000.0,,3563000,,,,,-131327000.0,,50058000,890644000.0,,62951000,-14107000.0,23632000,-25351000.0,-126669000.0,18363000,44570000.0,19167000,27080000.0,,,497000.0,,3159000.0,1806000.0,,,364263000.0,541503000,,36160000,-16701000.0,10415000.0,58020000.0,13450000.0,58020000.0,304000.0,,6186000.0,,,,-6045000.0,1473170000,16745000,,273180000.0,12973000.0,801807000,,,,,,,,,,
2003-03-31,,,1343290000.0,,-12408000.0,,69551000.0,-11375000.0,1.01,35857000,653145000,-28939000.0,24619000.0,6985000.0,-2802000.0,65519000.0,-3635000.0,30706000.0,3186000,,,,,-179255000.0,,69528000,1212615000.0,,68683000,-4089000.0,24358000,-54362000.0,-130675000.0,17653000,-33401000.0,36347000,13976000.0,,,3585000.0,1.11,3164000.0,2917000.0,,,332031000.0,772469000,,41161000,-17404000.0,11499000.0,24619000.0,58020000.0,24619000.0,309000.0,,-22465000.0,,,38182000.0,-9606000.0,1755819000,33916000,,103712000.0,9887000.0,1047365000,,,,,,,,,,
2003-06-30,,,1316564000.0,,6132000.0,,77820000.0,-12702000.0,0.49,38336000,659002000,16644000.0,16810000.0,-13568000.0,7492000.0,71085000.0,-4100000.0,31082000.0,2804000,,,,,-21958000.0,,70680000,1179728000.0,,74351000,-11287000.0,26440000,-25139000.0,-136836000.0,17315000,-7809000.0,17973000,30898000.0,,,3189000.0,0.5,3266000.0,3158000.0,,,345270000.0,762530000,,44645000,-17624000.0,11896000.0,16810000.0,24619000.0,16810000.0,311000.0,,-11483000.0,11574000.0,,38819000.0,-1368000.0,1725583000,15542000,,11254000.0,19611000.0,1012417000,,,,,,,,,,
2003-09-30,14028000.0,,1273606000.0,,-7303000.0,,79955000.0,-5382000.0,0.59,40230000,783884000,-69403000.0,14171000.0,-34936000.0,4740000.0,77958000.0,-2384000.0,31269000.0,2994000,,,,,-122397000.0,,75405000,1126523000.0,,81324000,-8014000.0,26934000,11066000.0,-147083000.0,17414000,-2639000.0,21641000,21231000.0,,,110000.0,0.62,3366000.0,2553000.0,,,373775000.0,792426000,,51024000,-17868000.0,13296000.0,14171000.0,16810000.0,14171000.0,358000.0,,-44107000.0,11584000.0,,39186000.0,-12035000.0,1765147000,19417000,,150929000.0,13217000.0,927316000,,,,,,,,,,
2003-12-31,,,1346431000.0,,-16235000.0,8526000.0,62482000.0,-961000.0,,41638000,950782000,43642000.0,38546000.0,-449850000.0,-10895000.0,82840000.0,-4409000.0,,8147000,,,,,-240684000.0,,78966000,1189663000.0,,86606000,-80356000.0,29200000,462080000.0,-156768000.0,22123000,24375000.0,22198000,12145000.0,,,708000.0,,3766000.0,3500000.0,,,809053000.0,1119449000,,53640000,-17972000.0,10591000.0,38546000.0,14171000.0,38546000.0,152341000.0,,-309373000.0,,,,-5340000.0,2261841000,21573000,,-117680000.0,-68211000.0,1256268000,,,,,,,,,,
2004-03-31,,,1355880000.0,,4742000.0,,70956000.0,-3704000.0,0.4,42125000,1032465000,-37578000.0,22393000.0,-48885000.0,-154000.0,83824000.0,-10956000.0,37978000.0,10903000,,,,,-93021000.0,,75603000,1190547000.0,,87690000,-2434000.0,24177000,2043000.0,-165333000.0,18955000,-16153000.0,18955000,30689000.0,,,80734000.0,0.42,3866000.0,4788000.0,,,600002000.0,1060428000,,59647000,-18028000.0,17948000.0,22393000.0,38546000.0,22393000.0,152366000.0,,-8873000.0,,,42010000.0,4896000.0,2295883000,15955000,,-1642000.0,28255000.0,1210662000,,,,,,,,,,
2004-06-30,,,1370329000.0,,9523000.0,,81248000.0,6337000.0,1.13,47115000,1133039000,173912000.0,65045000.0,104973000.0,4617000.0,85579000.0,-32574000.0,38638000.0,4467000,,,,,-295248000.0,,101691000,1194728000.0,,89445000,-36920000.0,33206000,-102010000.0,-175601000.0,48831000,42652000.0,48831000,39689000.0,,,2119000.0,1.18,3866000.0,4135000.0,,,766954000.0,919080000,,52373000,-21899000.0,13909000.0,65045000.0,22393000.0,65045000.0,211241000.0,,-709000.0,,,42456000.0,4906000.0,2256614000,45385000,,245000.0,2769000.0,1069335000,,,,,,,,,,
2004-09-30,,,1500050000.0,,-18061000.0,,88261000.0,2548000.0,0.49,42983000,1244294000,-234754000.0,23299000.0,-348103000.0,3841000.0,83509000.0,-6439000.0,39386000.0,5574000,,,,,-251826000.0,,101730000,1336316000.0,,87268000,-255925000.0,29758000,294293000.0,-163734000.0,23098000,-41746000.0,25150000,12064000.0,,,74005000.0,0.52,3759000.0,5015000.0,,,875461000.0,1127254000,,53751000,-21505000.0,11414000.0,23299000.0,65045000.0,23299000.0,248707000.0,,-65132000.0,,,43317000.0,-21902000.0,2591425000,20307000,,-3829000.0,-243861000.0,1292834000,,,,,,,,,,
2004-12-31,16746000.0,,1756104000.0,,43264000.0,,72298000.0,5647000.0,,47416000,1347880000,131261000.0,35795000.0,71164000.0,13107000.0,90802000.0,-46451000.0,,9335000,,,,,-271878000.0,,191182000,1579866000.0,,95491000,-323325000.0,31221000,-92490000.0,-176238000.0,24961000,12496000.0,116494000,33822000.0,,,103476000.0,,4689000.0,4494000.0,,,907116000.0,1150376000,,59581000,-23808000.0,16195000.0,35795000.0,23299000.0,35795000.0,248711000.0,,-5113000.0,,,,4414000.0,2751881000,111525000,,3041000.0,-289503000.0,1253873000,,,,,,,,,,
2005-03-31,,,1845027000.0,,-12204000.0,19558000.0,88895000.0,15164000.0,0.54,49045000,1374308000,-47020000.0,16789000.0,-182578000.0,-7908000.0,96339000.0,-13549000.0,41302000.0,8238000,,,,,-99061000.0,,191616000,1665847000.0,,100855000,-112784000.0,34211000,146612000.0,-179180000.0,27500000,-19006000.0,27879000,16960000.0,,,0.0,0.56,4516000.0,5768000.0,,,954293000.0,1315315000,,62128000,-27264000.0,14834000.0,16789000.0,35795000.0,16789000.0,248718000.0,,-22774000.0,,,45160000.0,-4296000.0,2932962000,22910000,,8937000.0,-95824000.0,1483395000,,,,,,,,,,
2005-06-30,,,2049820000.0,,4640000.0,16406000.0,94881000.0,6118000.0,1.31,50831000,1409236000,309109000.0,1978000.0,-203773000.0,10645000.0,101180000.0,-13950000.0,41790000.0,10594000,,,,,-414607000.0,,225498000,1857571000.0,,106092000,-202570000.0,35015000,154864000.0,-192249000.0,27480000,-14811000.0,61439000,34098000.0,,,15499000.0,1.35,4912000.0,6909000.0,,,1035198000.0,1393753000,,66165000,-22227000.0,15816000.0,1978000.0,16789000.0,1978000.0,248720000.0,,-74781000.0,,,45505000.0,-6005000.0,3154845000,56470000,,622154000.0,-168472000.0,1668824000,,,,,,,,,,
2005-09-30,,,2183267000.0,,-949000.0,,105505000.0,13691000.0,0.87,57549000,1439513000,-297944000.0,14193000.0,-123324000.0,16467000.0,115369000.0,-25575000.0,41923000.0,13418000,,,,,-222614000.0,,240178000,1977824000.0,,120291000,-137319000.0,40344000,102571000.0,-205443000.0,42299000,12215000.0,42299000,32968000.0,,,289000.0,0.89,4922000.0,7589000.0,,,1059909000.0,1526640000,,75025000,-22941000.0,17205000.0,14193000.0,1978000.0,14193000.0,248721000.0,,-51903000.0,,,45674000.0,-17420000.0,3352330000,37330000,,250336000.0,-104351000.0,1821699000,,,,,,,,,,
2005-12-31,,,2222922000.0,,-23470000.0,25691000.0,118493000.0,15316000.0,,54188000,1459441000,558441000.0,24104000.0,44001000.0,5698000.0,107697000.0,36828000.0,,11965000,,,,,-232893000.0,,235540000,2003627000.0,,112945000,-31780000.0,36935000,-88462000.0,-219295000.0,25785000,9911000.0,25805000,54372000.0,,,8396000.0,,5248000.0,7711000.0,,,943265000.0,1442252000,,70762000,-22308000.0,17253000.0,24104000.0,14193000.0,24104000.0,248727000.0,,21718000.0,,,,-29164000.0,3309777000,20836000,,-887162000.0,22592000.0,1751275000,,,,,,,,,,
2006-03-31,,,2343714000.0,,-13321000.0,30759000.0,100487000.0,19750000.0,0.54,57211000,1485019000,-20517000.0,20535000.0,-306503000.0,-10676000.0,120211000.0,1235000.0,42858000.0,12986000,,,,,-118025000.0,,233392000,2112153000.0,,125219000,-255993000.0,39713000,269535000.0,-231561000.0,28701000,-3569000.0,28701000,33399000.0,,,11577000.0,0.55,5008000.0,7706000.0,,,999318000.0,1593907000,,80498000,-28520000.0,16784000.0,20535000.0,24104000.0,20535000.0,248733000.0,,-29993000.0,,,46608000.0,-2645000.0,3482532000,23732000,,13964000.0,-222594000.0,1893838000,,,,,,,,,,
2006-06-30,,,2495978000.0,,12253000.0,49045000.0,116702000.0,20009000.0,0.65,66454000,1496504000,365199000.0,14184000.0,56402000.0,11280000.0,127863000.0,4019000.0,43191000.0,13257000,,,,,-303850000.0,,236520000,2259251000.0,571418000.0,132784000,-24462000.0,47078000,-132430000.0,-236727000.0,32243000,-6351000.0,34029000,69677000.0,,,1427000.0,0.67,4921000.0,7991000.0,,,905407000.0,1658644000,,80785000,-30977000.0,19376000.0,585602000.0,20535000.0,14184000.0,248734000.0,,-39424000.0,,,46901000.0,973000.0,3691952000,29060000,,-1727000.0,45215000.0,2090786000,,,,,,,,,,
2006-09-30,,,2738415000.0,,-14505000.0,63358000.0,129988000.0,13060000.0,2.53,65659000,1858055000,-434598000.0,176444000.0,-254716000.0,16679000.0,133509000.0,4064000.0,45277000.0,13829000,,,,,-103697000.0,,327744000,2485279000.0,549040000.0,138355000,-224712000.0,45230000,377741000.0,-253136000.0,27432000,162260000.0,123658000,39235000.0,,,269011000.0,2.62,4846000.0,9353000.0,,,896598000.0,1780325000,,88279000,-28191000.0,20429000.0,725484000.0,14184000.0,176444000.0,248760000.0,,-1353000.0,,,49215000.0,-31184000.0,4226806000,118689000,,15241000.0,-185477000.0,2239912000,,,,,,,,,,
2006-12-31,,,3055159000.0,,-5569000.0,43721000.0,179098000.0,13971000.0,,77838000,2394883000,-108413000.0,117178000.0,-282095000.0,18623000.0,154348000.0,31215000.0,,25669000,,,,,-623743000.0,,322219000,2775723000.0,1131095000.0,159811000,-119975000.0,54917000,139496000.0,-279436000.0,35046000,-59266000.0,34332000,83333000.0,,,532711000.0,,5463000.0,10008000.0,,,1131095000.0,1715379000,,99431000,-30458000.0,22921000.0,1248273000.0,176444000.0,117178000.0,248800000.0,,-96122000.0,,,,-36590000.0,4632227000,29363000,,286000.0,-36642000.0,2109451000,,,,,,,,,,
2007-03-31,,,7271748000.0,,7068000.0,44082000.0,180379000.0,11568000.0,2.53,173458000,3574767000,-56347000.0,499728000.0,-2916868000.0,69993000.0,288506000.0,-30699000.0,56649000.0,34247000,,,,,-723952000.0,,428213000,6974383000.0,1432281000.0,295771000,-4735021000.0,132166000,3164171000.0,-297365000.0,104641000,382550000.0,152396000,135247000.0,,,1018802000.0,2.6,7265000.0,36784000.0,,,1432281000.0,4849305000,,156340000,-39676000.0,37991000.0,1932009000.0,117178000.0,499728000.0,248894000.0,,-148835000.0,,,60930000.0,-62925000.0,9625785000,147427000,,501121000.0,-4599774000.0,5394598000,,,,,,,,,,
2007-06-30,,,7582667000.0,,27605000.0,42382000.0,153429000.0,9287000.0,4.38,139244000,3775940000,33756000.0,80300000.0,-50066000.0,-13180000.0,249940000.0,-240764000.0,59513000.0,24131000,,,,,605228000.0,,652356000,7257911000.0,1500807000.0,257706000,-359753000.0,82711000,-483586000.0,-324756000.0,26439000,-419428000.0,270850000,114224000.0,,,1783000.0,4.47,7766000.0,42286000.0,,,1500807000.0,4553374000,,167229000,-45744000.0,56533000.0,1581107000.0,499728000.0,80300000.0,248900000.0,,-107067000.0,62595000.0,,63275000.0,17267000.0,9452345000,265881000,,-1759026000.0,-245529000.0,5006527000,,,,,,,,,,
