date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCashDividendsPaid
2014-09-30,1339000000.0,378000000.0,,10154000000.0,,,521000000.0,111807000000.0,88089000000.0,14351000000.0,2581000000.0,4670000000.0,62864000000.0,,7261000000.0,2438000000.0,5865000000.0,62864000000.0,,,0.0,90928000000.0,232342000000.0,,,36177000000.0,6738000000.0,23718000000.0,,1000000.0,51912000000.0,684000000.0,-32555000000.0,88089000000.0,2976000000.0,2238000000.0,,5789000000.0,,,,102894000000.0,16206000000.0,,1.33,47031000000.0,10154000000.0,4345000000.0,141414000000.0,443000000.0,,5865000000.0,1441000000.0,16829000000.0,0.0,-32555000000.0,,5596000000.0,17398000000.0,2284000000.0,35317000000.0,11233000000.0,6888000000.0,55863000000.0,7103000000.0,1.24,3030000000.0,33661000000.0,3594000000.0,3028000000.0,3709000000.0,124656000000.0,49542000000.0,,,,
2014-12-31,2429000000.0,726000000.0,,11991000000.0,,,1344000000.0,133311000000.0,107050000000.0,19138000000.0,3083000000.0,9217000000.0,4508000000.0,,6803000000.0,2588000000.0,19408000000.0,4508000000.0,,,0.0,99797000000.0,269993000000.0,,,18961000000.0,12712000000.0,26261000000.0,,1000000.0,88089000000.0,2874000000.0,-4817000000.0,107050000000.0,5936000000.0,2450000000.0,,11175000000.0,,,,120539000000.0,22141000000.0,,2.42,63100000000.0,11991000000.0,9522000000.0,170196000000.0,555000000.0,,19408000000.0,2281000000.0,26179000000.0,0.0,-4817000000.0,,7520000000.0,21240000000.0,2459000000.0,37149000000.0,18659000000.0,9137000000.0,57439000000.0,7729000000.0,2.29,5983000000.0,40677000000.0,4337000000.0,5936000000.0,5440000000.0,137101000000.0,50088000000.0,,,,
2015-03-31,1203000000.0,169000000.0,,12244000000.0,,,475000000.0,125999000000.0,108193000000.0,1990000000.0,3042000000.0,4466000000.0,1035000000.0,,6575000000.0,,5767000000.0,1035000000.0,,-5766000000.0,676000000.0,113325000000.0,255434000000.0,,,1143000000.0,9674000000.0,17806000000.0,667000000.0,1000000.0,107050000000.0,3865000000.0,-5672000000.0,108193000000.0,2893000000.0,,,5584000000.0,,,,98021000000.0,24842000000.0,,,39672000000.0,18010000000.0,2926000000.0,142109000000.0,445000000.0,,-1938000000.0,2733000000.0,17425000000.0,923000000.0,-5672000000.0,1067000000.0,6133000000.0,13412000000.0,855000000.0,48488000000.0,11292000000.0,8366000000.0,58349000000.0,9305000000.0,,2869000000.0,41933000000.0,4493000000.0,2893000000.0,5008000000.0,145439000000.0,50603000000.0,,,,
2015-06-30,1394000000.0,551000000.0,,12894000000.0,,,477000000.0,117779000000.0,104064000000.0,2265000000.0,3241000000.0,32617000000.0,1111000000.0,,6202000000.0,2588000000.0,10400000000.0,1111000000.0,,,0.0,147163000000.0,282060000000.0,,,-4129000000.0,7478000000.0,13715000000.0,,1000000.0,108193000000.0,5497000000.0,-15592000000.0,104064000000.0,30843000000.0,2477000000.0,,33741000000.0,,,,97411000000.0,55700000000.0,,12.45,39697000000.0,12894000000.0,5161000000.0,134897000000.0,437000000.0,,10400000000.0,953000000.0,20245000000.0,0.0,-15592000000.0,,6711000000.0,20601000000.0,2029000000.0,91873000000.0,13534000000.0,8373000000.0,57714000000.0,8400000000.0,11.92,30816000000.0,32174000000.0,4783000000.0,30843000000.0,4485000000.0,182874000000.0,50465000000.0,,,,
2015-09-30,1671000000.0,429000000.0,,14338000000.0,,,484000000.0,107965000000.0,96747000000.0,1440000000.0,3225000000.0,24490000000.0,-17235000000.0,,6661000000.0,2564000000.0,15124000000.0,-17235000000.0,,,0.0,205767000000.0,327758000000.0,,,-7317000000.0,7468000000.0,11218000000.0,,1000000.0,104064000000.0,4998000000.0,-5575000000.0,96747000000.0,22754000000.0,2461000000.0,,25702000000.0,,,,103839000000.0,63120000000.0,,9.25,43087000000.0,14338000000.0,6395000000.0,121991000000.0,415000000.0,,15124000000.0,1413000000.0,22171000000.0,0.0,-5575000000.0,,7131000000.0,23609000000.0,2194000000.0,95735000000.0,15040000000.0,8645000000.0,60752000000.0,9157000000.0,8.87,22703000000.0,82109000000.0,5420000000.0,22754000000.0,4692000000.0,191023000000.0,52723000000.0,,,,
2015-12-31,3559000000.0,1152000000.0,,16737000000.0,,,475000000.0,120382000000.0,110301000000.0,2950000000.0,3749000000.0,16510000000.0,1268000000.0,,5980000000.0,2550000000.0,26230000000.0,1268000000.0,,,0.0,228039000000.0,364671000000.0,,,13554000000.0,12688000000.0,10081000000.0,,1000000.0,96747000000.0,11661000000.0,-14271000000.0,110301000000.0,12498000000.0,2446000000.0,,17798000000.0,,,,116741000000.0,75618000000.0,,5.11,54002000000.0,16737000000.0,12889000000.0,136632000000.0,402000000.0,,26230000000.0,3056000000.0,34543000000.0,0.0,-14271000000.0,,10951000000.0,25445000000.0,2485000000.0,115326000000.0,23592000000.0,10703000000.0,62739000000.0,9863000000.0,4.9,12456000000.0,81645000000.0,6286000000.0,12498000000.0,6141000000.0,214995000000.0,53566000000.0,,,,
2016-03-31,1825000000.0,-930000000.0,,16505000000.0,,,510000000.0,115696000000.0,106818000000.0,4304000000.0,3573000000.0,7851000000.0,-990000000.0,,5370000000.0,,5082000000.0,-990000000.0,,-8181000000.0,666000000.0,230380000000.0,364450000000.0,,,-3483000000.0,9864000000.0,8878000000.0,27334000000.0,1000000.0,110301000000.0,6200000000.0,-7393000000.0,106818000000.0,5365000000.0,,,9104000000.0,,,,114561000000.0,78752000000.0,,,52039000000.0,24686000000.0,5513000000.0,134070000000.0,418000000.0,,-5763000000.0,2790000000.0,24184000000.0,2214000000.0,-7393000000.0,1209000000.0,9562000000.0,19509000000.0,315000000.0,120853000000.0,14622000000.0,9109000000.0,62522000000.0,11800000000.0,,5314000000.0,81645000000.0,6471000000.0,5365000000.0,5194000000.0,216987000000.0,53467000000.0,,,,
2016-06-30,2091000000.0,1763000000.0,,20561000000.0,,,626000000.0,92088000000.0,82246000000.0,4684000000.0,3988000000.0,10701000000.0,21312000000.0,,14236000000.0,2568000000.0,14958000000.0,21312000000.0,,,0.0,296882000000.0,409970000000.0,,,-24572000000.0,7609000000.0,9842000000.0,,1000000.0,106818000000.0,4796000000.0,-61468000000.0,82246000000.0,7550000000.0,2473000000.0,,12578000000.0,,,,146874000000.0,72992000000.0,,3.05,60838000000.0,20561000000.0,8814000000.0,113088000000.0,455000000.0,,14958000000.0,2348000000.0,32154000000.0,0.0,-61468000000.0,,11744000000.0,33620000000.0,2602000000.0,142875000000.0,20410000000.0,11596000000.0,86036000000.0,12577000000.0,2.94,7142000000.0,114214000000.0,8469000000.0,7550000000.0,6357000000.0,225247000000.0,74510000000.0,,,,
2016-09-30,2022000000.0,868000000.0,,21143000000.0,,,668000000.0,111008000000.0,103684000000.0,5520000000.0,4134000000.0,9664000000.0,9830000000.0,,14010000000.0,2566000000.0,17206000000.0,9830000000.0,,,0.0,320076000000.0,456402000000.0,,,21438000000.0,8125000000.0,7324000000.0,,1000000.0,82246000000.0,14109000000.0,-5715000000.0,103684000000.0,7623000000.0,2478000000.0,,11629000000.0,,,,163330000000.0,80484000000.0,,3.08,67431000000.0,21143000000.0,9045000000.0,136326000000.0,438000000.0,,17206000000.0,3158000000.0,34292000000.0,0.0,-5715000000.0,,13123000000.0,37206000000.0,2856000000.0,157432000000.0,21169000000.0,12124000000.0,95899000000.0,13422000000.0,2.97,7075000000.0,121353000000.0,10030000000.0,7623000000.0,6693000000.0,246416000000.0,82575000000.0,,,,
2016-12-31,5110000000.0,3015000000.0,,24617000000.0,,,701000000.0,141796000000.0,133989000000.0,13679000000.0,4420000000.0,23815000000.0,-710000000.0,,12921000000.0,2571000000.0,37416000000.0,-710000000.0,,,0.0,322338000000.0,490866000000.0,,,30305000000.0,13649000000.0,7807000000.0,802000000.0,1000000.0,103684000000.0,10243000000.0,-8146000000.0,133989000000.0,17855000000.0,2485000000.0,,25777000000.0,,,,181307000000.0,97969000000.0,,7.19,92596000000.0,24617000000.0,20664000000.0,168528000000.0,518000000.0,,37416000000.0,5736000000.0,53248000000.0,0.0,-8146000000.0,,19126000000.0,44236000000.0,1313000000.0,154396000000.0,34122000000.0,13458000000.0,88711000000.0,14494000000.0,6.94,17157000000.0,122540000000.0,9734000000.0,17855000000.0,7777000000.0,263685000000.0,77146000000.0,,,,
2017-03-31,4553000000.0,440000000.0,,24897000000.0,,,676000000.0,150801000000.0,143736000000.0,14897000000.0,4518000000.0,15849000000.0,2482000000.0,,14108000000.0,,10746000000.0,2482000000.0,,-12261000000.0,954000000.0,324296000000.0,506812000000.0,,,9747000000.0,11757000000.0,7065000000.0,2322000000.0,1000000.0,133989000000.0,8541000000.0,-3035000000.0,143736000000.0,10647000000.0,,,17838000000.0,,,,182691000000.0,108558000000.0,,,93771000000.0,37158000000.0,9532000000.0,182516000000.0,641000000.0,,-6800000000.0,6125000000.0,38579000000.0,1575000000.0,-3035000000.0,4388000000.0,15490000000.0,33002000000.0,660000000.0,151820000000.0,23089000000.0,13557000000.0,88920000000.0,18075000000.0,,9852000000.0,125420000000.0,10154000000.0,10647000000.0,7726000000.0,278799000000.0,76835000000.0,,,,
2017-06-30,4653000000.0,1887000000.0,,50551000000.0,,,800000000.0,152614000000.0,145144000000.0,16455000000.0,4696000000.0,20072000000.0,-8894000000.0,,16244000000.0,2599000000.0,25311000000.0,-8894000000.0,,,0.0,357320000000.0,543714000000.0,,,1408000000.0,8481000000.0,7470000000.0,2541000000.0,1000000.0,143736000000.0,7624000000.0,-13912000000.0,145144000000.0,14683000000.0,2543000000.0,,22858000000.0,,,,199309000000.0,123271000000.0,,5.77,107006000000.0,50551000000.0,17513000000.0,186394000000.0,812000000.0,,25311000000.0,10229000000.0,50184000000.0,0.0,-13912000000.0,,17460000000.0,51988000000.0,1660000000.0,149859000000.0,32724000000.0,15211000000.0,92303000000.0,17312000000.0,5.65,14031000000.0,129539000000.0,12968000000.0,14683000000.0,8529000000.0,298620000000.0,76863000000.0,,,,
2017-09-30,2719000000.0,1737000000.0,,56366000000.0,,,747000000.0,165010000000.0,148746000000.0,16361000000.0,5083000000.0,21009000000.0,-416000000.0,,14542000000.0,2607000000.0,30507000000.0,-416000000.0,,,0.0,374176000000.0,578824000000.0,,,3602000000.0,8689000000.0,16264000000.0,2602000000.0,1000000.0,145144000000.0,9100000000.0,-25683000000.0,148746000000.0,17668000000.0,2552000000.0,,23504000000.0,,,,210825000000.0,140872000000.0,,6.92,119534000000.0,56366000000.0,16584000000.0,204648000000.0,800000000.0,,30507000000.0,11637000000.0,55122000000.0,0.0,-25683000000.0,,22002000000.0,60580000000.0,1595000000.0,159899000000.0,33120000000.0,16536000000.0,91291000000.0,19665000000.0,6.78,17408000000.0,130196000000.0,13523000000.0,17668000000.0,9705000000.0,322172000000.0,75373000000.0,,,,
2017-12-31,6663000000.0,-842000000.0,,74230000000.0,,,844000000.0,224132000000.0,212196000000.0,6447000000.0,6289000000.0,48447000000.0,34274000000.0,,27119000000.0,2615000000.0,55173000000.0,34274000000.0,,,0.0,443142000000.0,711432000000.0,,,63450000000.0,15287000000.0,11936000000.0,2844000000.0,1000000.0,148746000000.0,7792000000.0,-24479000000.0,212196000000.0,24073000000.0,2557000000.0,,51348000000.0,,,,281482000000.0,164879000000.0,,9.41,136438000000.0,74230000000.0,26490000000.0,268290000000.0,898000000.0,,55173000000.0,12474000000.0,83028000000.0,0.0,-24479000000.0,,35078000000.0,77358000000.0,2186000000.0,164360000000.0,47950000000.0,21460000000.0,145044000000.0,22028000000.0,9.2,23332000000.0,162683000000.0,19076000000.0,24073000000.0,13114000000.0,349961000000.0,122884000000.0,,,,
2018-03-31,4164000000.0,329000000.0,4535000000.0,75866000000.0,,,1175000000.0,210210000000.0,199309000000.0,6028000000.0,6686000000.0,10875000000.0,,,27465000000.0,,14180000000.0,,,-20439000000.0,1924000000.0,460269000000.0,717124000000.0,,,-12887000000.0,12044000000.0,10901000000.0,,1000000.0,212196000000.0,9100000000.0,-19816000000.0,199309000000.0,7561000000.0,,,13379000000.0,,,,277685000000.0,172353000000.0,,,135810000000.0,96305000000.0,9776000000.0,256855000000.0,993000000.0,,-15656000000.0,13689000000.0,61932000000.0,5920000000.0,,7284000000.0,32504000000.0,60659000000.0,1637000000.0,177892000000.0,29428000000.0,19652000000.0,141875000000.0,28568000000.0,,6641000000.0,162149000000.0,19312000000.0,7669000000.0,12192000000.0,365822000000.0,119525000000.0,,,,
2018-06-30,5665000000.0,-83000000.0,,78659000000.0,,,1213000000.0,185151000000.0,167895000000.0,13693000000.0,11510000000.0,13970000000.0,,,51866000000.0,2627000000.0,36117000000.0,,,,,559668000000.0,796662000000.0,,,-28489000000.0,9184000000.0,17256000000.0,,1000000.0,202726000000.0,2186000000.0,-71670000000.0,174237000000.0,8685000000.0,2581000000.0,,17287000000.0,,,,320913000000.0,189119000000.0,,3.36,164196000000.0,78659000000.0,8020000000.0,236994000000.0,1093000000.0,,36117000000.0,14247000000.0,80920000000.0,,,,43720000000.0,97264000000.0,5183000000.0,197839000000.0,37200000000.0,29180000000.0,156717000000.0,24436000000.0,3.3,7650000000.0,207373000000.0,26041000000.0,8720000000.0,15566000000.0,393089000000.0,124400000000.0,,,,
2018-09-30,277000000.0,-1532000000.0,,87025000000.0,,,1340000000.0,181537000000.0,164375000000.0,9022000000.0,8365000000.0,17264000000.0,,,50684000000.0,2628000000.0,31407000000.0,,,,,586884000000.0,824767000000.0,,,-1984000000.0,9101000000.0,17162000000.0,,1000000.0,174237000000.0,2621000000.0,-31584000000.0,172253000000.0,20033000000.0,2584000000.0,,21215000000.0,,,,323419000000.0,207847000000.0,,7.75,168096000000.0,,13501000000.0,237883000000.0,1205000000.0,,31407000000.0,12361000000.0,85148000000.0,,,,46786000000.0,104785000000.0,5296000000.0,219290000000.0,38362000000.0,24861000000.0,155323000000.0,26625000000.0,7.62,18241000000.0,203729000000.0,19628000000.0,20133000000.0,13885000000.0,421560000000.0,129194000000.0,,,,
2018-12-31,5586000000.0,387000000.0,,90814000000.0,,,1334000000.0,200591000000.0,189204000000.0,22812000000.0,8901000000.0,37411000000.0,,,67994000000.0,2614000000.0,64898000000.0,,,,,656263000000.0,917943000000.0,,,24862000000.0,18401000000.0,11387000000.0,,1000000.0,172253000000.0,3279000000.0,-31055000000.0,197115000000.0,33052000000.0,2576000000.0,,41554000000.0,,,,349856000000.0,232850000000.0,,12.83,208772000000.0,,26798000000.0,261680000000.0,1301000000.0,,64898000000.0,17348000000.0,117278000000.0,,,,60813000000.0,114477000000.0,5536000000.0,227831000000.0,56465000000.0,29667000000.0,141084000000.0,28944000000.0,12.64,30964000000.0,244261000000.0,21006000000.0,33120000000.0,17957000000.0,460893000000.0,113241000000.0,,,,
2019-03-31,5025000000.0,783000000.0,8534000000.0,98449000000.0,,,1303000000.0,203165000000.0,189976000000.0,22466000000.0,8659000000.0,27576000000.0,,,68276000000.0,,18553000000.0,,,-33945000000.0,3606000000.0,694803000000.0,965076000000.0,,,1379000000.0,17590000000.0,13189000000.0,,1000000.0,197115000000.0,2636000000.0,-16751000000.0,198494000000.0,25830000000.0,,,32082000000.0,,,,349674000000.0,257886000000.0,,,207669000000.0,132394000000.0,9431000000.0,270273000000.0,1467000000.0,,-31090000000.0,17685000000.0,93498000000.0,6408000000.0,,13771000000.0,55610000000.0,76563000000.0,2315000000.0,241544000000.0,37888000000.0,28457000000.0,142005000000.0,41242000000.0,,23379000000.0,264935000000.0,22517000000.0,25913000000.0,17261000000.0,492257000000.0,111834000000.0,,,,
2019-06-30,6712000000.0,2101000000.0,,94184000000.0,,,1346000000.0,220620000000.0,210539000000.0,23019000000.0,10478000000.0,25317000000.0,,,66019000000.0,2634000000.0,34612000000.0,,,,,728222000000.0,1018854000000.0,,,19346000000.0,11167000000.0,10081000000.0,,1000000.0,198494000000.0,3822000000.0,-21136000000.0,217840000000.0,21252000000.0,2597000000.0,,29729000000.0,,,,373797000000.0,279236000000.0,,8.18,210700000000.0,,24375000000.0,290632000000.0,1657000000.0,,34612000000.0,17764000000.0,114924000000.0,,,,59987000000.0,119965000000.0,23196000000.0,254305000000.0,54937000000.0,30562000000.0,163097000000.0,31917000000.0,8.06,19122000000.0,266894000000.0,21874000000.0,21448000000.0,17018000000.0,521033000000.0,116370000000.0,,,,
2019-09-30,2815000000.0,2595000000.0,,100907000000.0,,,1360000000.0,241010000000.0,234177000000.0,24155000000.0,10938000000.0,85523000000.0,,,66100000000.0,2636625000.0,47326000000.0,,,,,823890000000.0,1159577000000.0,,,30432000000.0,11286000000.0,6833000000.0,,1000000.0,217840000000.0,5364000000.0,-21353000000.0,248272000000.0,72540000000.0,2600000000.0,,89889000000.0,,,,431840000000.0,351412000000.0,,27.92,243949000000.0,,20940000000.0,335687000000.0,1782000000.0,,47326000000.0,17152000000.0,119017000000.0,,,,65546000000.0,148104000000.0,22695000000.0,330951000000.0,53471000000.0,32531000000.0,187891000000.0,35422000000.0,27.52,70748000000.0,276633000000.0,41892000000.0,72591000000.0,18587000000.0,602799000000.0,121522000000.0,,,,
