date,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital
2012-06-30,3000000.0,11891000000.0,268000000.0,31731000000.0,2635000000.0,797000000.0,3683000000.0,37692000000.0,5661000000.0,3026000000.0,2901000000.0,-15873000000.0,,11090000000.0,18127000000.0,49702000000.0,15858000000.0,313000000.0,2689000000.0,10857000000.0,,20439000000.0,9870000000.0,,1428000000.0,2376000000.0,0.0,2431000000.0,32273000000.0,,51596000000.0,471000000.0,,120000000.0,6852000000.0,2626000000.0,4312000000.0,,4209000000.0,3793000000.0,3673000000.0,7570000000.0,,1570000000.0,1734000000.0,,1428000000.0,70141000000.0,111863000000.0,101006000000.0,24214000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,3298000000.0,,3298000000.0,,5992000000.0,2694000000.0,2880000000.0,,,,,,,465000000.0,2806000000.0,,1.0,,10268000000.0,1599000000.0,1839000000.0,2341000000.0,,,,,,149000000.0,,,,,,1599000000.0,4276000000.0,,,,,,,1.0,1839000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,432000000.0,8476000000.0,157000000.0,33108000000.0,3578000000.0,543000000.0,4069000000.0,41142000000.0,6181000000.0,2603000000.0,2733000000.0,-16647000000.0,28000000.0,11168000000.0,21677000000.0,56772000000.0,16461000000.0,502000000.0,2999000000.0,20630000000.0,,20408000000.0,10287000000.0,,1756000000.0,2497000000.0,1008000000.0,1000000.0,38813000000.0,870000000.0,51766000000.0,-121000000.0,,6827000000.0,7346000000.0,2461000000.0,2736000000.0,,4106000000.0,13878000000.0,7051000000.0,5387000000.0,,949000000.0,0.0,,1756000000.0,77180000000.0,122621000000.0,101991000000.0,24371000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,2751000000.0,,3340000000.0,,5265000000.0,2514000000.0,2707000000.0,,,,,,,333000000.0,2860000000.0,,1.28,,9169000000.0,1602000000.0,2051000000.0,2527000000.0,,,,,,302000000.0,,,,,,1602000000.0,3904000000.0,,,,480000000.0,,,1.28,2051000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,41000000.0,8050000000.0,778000000.0,37365000000.0,3154000000.0,1716000000.0,8979000000.0,47491000000.0,6136000000.0,2982000000.0,3172000000.0,-16991000000.0,28000000.0,12100000000.0,27388000000.0,66290000000.0,20374000000.0,516000000.0,8358000000.0,15124000000.0,,20406000000.0,10587000000.0,,7458000000.0,7842000000.0,916000000.0,4581000000.0,45065000000.0,734000000.0,70630000000.0,6066000000.0,,219000000.0,456000000.0,3219000000.0,4849000000.0,,4451000000.0,6920000000.0,6701000000.0,5149000000.0,621000000.0,1472000000.0,0.0,,7458000000.0,86696000000.0,138663000000.0,123539000000.0,29396000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,3908000000.0,,3965000000.0,,6972000000.0,3064000000.0,3354000000.0,,,,,,,699000000.0,3495000000.0,,1.475614,,11729000000.0,1607249166.0,2366000000.0,2796000000.0,,,,,,66000000.0,,,,,,1607249166.0,4757000000.0,,,,470000000.0,,,1.475614,2366000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,691000000.0,9834000000.0,18000000.0,38107000000.0,5024000000.0,1105000000.0,11184000000.0,50365000000.0,8452000000.0,3428000000.0,4053000000.0,-17218000000.0,38000000.0,12841000000.0,31004000000.0,60731000000.0,20889000000.0,828000000.0,10493000000.0,18690000000.0,,25627000000.0,13724000000.0,,8970000000.0,9665000000.0,630000000.0,3222000000.0,41142000000.0,888000000.0,69926000000.0,5787000000.0,,123000000.0,380000000.0,2872000000.0,2935000000.0,,5272000000.0,9962000000.0,9839000000.0,7849000000.0,691000000.0,1000000.0,0.0,,8970000000.0,86358000000.0,141666000000.0,122976000000.0,29338000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,3127000000.0,,2689000000.0,,6318000000.0,3191000000.0,3394000000.0,,,,,,,419000000.0,2218000000.0,,0.84,,10605000000.0,1631000000.0,1372000000.0,1799000000.0,,,,,,-118000000.0,24000000.0,,,,,1631000000.0,4287000000.0,,,,471000000.0,,,0.84,1372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,114000000.0,10272000000.0,837000000.0,39960000000.0,4033000000.0,785000000.0,4473000000.0,52392000000.0,7334000000.0,3301000000.0,3796000000.0,-18410000000.0,28000000.0,13109000000.0,32199000000.0,66525000000.0,21550000000.0,647000000.0,3858000000.0,19408000000.0,,26120000000.0,12201000000.0,,2818000000.0,3211000000.0,333000000.0,1270000000.0,47083000000.0,825000000.0,75231000000.0,-239000000.0,,350000000.0,320000000.0,3593000000.0,6441000000.0,,4867000000.0,8845000000.0,8495000000.0,8294000000.0,615000000.0,1396000000.0,0.0,,2818000000.0,92645000000.0,149895000000.0,130487000000.0,30612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,3895000000.0,,4114000000.0,,7273000000.0,3378000000.0,3659000000.0,,,,,,,684000000.0,3700000000.0,,1.53,,12239000000.0,1633000000.0,2499000000.0,3016000000.0,,,,,,92000000.0,,,,,,1633000000.0,4966000000.0,,,,414000000.0,,,1.53,2499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,1838000000.0,10913000000.0,-4558000000.0,37485000000.0,4193000000.0,629000000.0,4765000000.0,49972000000.0,7382000000.0,3189000000.0,3536000000.0,-17222000000.0,53000000.0,12701000000.0,35174000000.0,61085000000.0,20263000000.0,749000000.0,4027000000.0,18541000000.0,,27208000000.0,12018000000.0,,2529000000.0,3278000000.0,1013000000.0,868000000.0,43500000000.0,850000000.0,70758000000.0,-30000000.0,,301000000.0,228000000.0,2888000000.0,3363000000.0,,4636000000.0,8658000000.0,8357000000.0,7489000000.0,738000000.0,1262000000.0,0.0,,2529000000.0,88293000000.0,142550000000.0,124009000000.0,29923000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,3127000000.0,,2689000000.0,,6318000000.0,3191000000.0,3394000000.0,,,,,,,419000000.0,2218000000.0,,0.84,,10605000000.0,1642000000.0,1372000000.0,1799000000.0,,,,,,-87000000.0,24000000.0,,,,,1642000000.0,4287000000.0,,,,471000000.0,,,0.84,1372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,92000000.0,10272000000.0,-7274000000.0,36582000000.0,3443000000.0,759000000.0,4792000000.0,47501000000.0,6525000000.0,3082000000.0,3337000000.0,-17287000000.0,51000000.0,12179000000.0,35419000000.0,61046000000.0,19295000000.0,706000000.0,4268000000.0,17613000000.0,,25866000000.0,10900000000.0,,3238000000.0,3562000000.0,1199000000.0,1026000000.0,43938000000.0,752000000.0,68465000000.0,548000000.0,,331000000.0,274000000.0,3112000000.0,7395000000.0,,4375000000.0,6784000000.0,6453000000.0,7432000000.0,524000000.0,1664000000.0,0.0,,3238000000.0,86912000000.0,138355000000.0,120742000000.0,29535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,3634000000.0,,2934000000.0,,6932000000.0,3298000000.0,3527000000.0,,,,,,,795000000.0,2567000000.0,,0.84,,11376000000.0,1639000000.0,1375000000.0,1772000000.0,,,,,,-351000000.0,,,,,,1639000000.0,4444000000.0,,,,367000000.0,,,0.84,1375000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3316000000.0,11616000000.0,-13168000000.0,35329000000.0,3457000000.0,669000000.0,4143000000.0,42137000000.0,6692000000.0,3235000000.0,3474000000.0,-16377000000.0,49000000.0,11961000000.0,35949000000.0,60460000000.0,18952000000.0,674000000.0,3407000000.0,18294000000.0,,28456000000.0,10723000000.0,,2287000000.0,2733000000.0,3980000000.0,912000000.0,43419000000.0,817000000.0,65061000000.0,763000000.0,,55000000.0,260000000.0,2759000000.0,3241000000.0,,4031000000.0,6978000000.0,6923000000.0,5921000000.0,736000000.0,888000000.0,0.0,,2287000000.0,88916000000.0,134635000000.0,116341000000.0,29677000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,2693000000.0,,1466000000.0,,5622000000.0,2929000000.0,3092000000.0,,,,,,,338000000.0,756000000.0,,0.08,,9400000000.0,1641000000.0,131000000.0,418000000.0,,,,,,-735000000.0,20000000.0,,,,,1641000000.0,3778000000.0,,,,710000000.0,,,0.08,131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1591000000.0,10898000000.0,-18053000000.0,37299000000.0,3198000000.0,430000000.0,2062000000.0,33890000000.0,6582000000.0,3384000000.0,3619000000.0,-17990000000.0,26000000.0,11890000000.0,32587000000.0,118045000000.0,19309000000.0,497000000.0,910000000.0,74433000000.0,,35347000000.0,10806000000.0,,156000000.0,413000000.0,9547000000.0,830000000.0,100925000000.0,1603000000.0,65210000000.0,307000000.0,,55982000000.0,335000000.0,3282000000.0,6534000000.0,,4224000000.0,62032000000.0,6050000000.0,7638000000.0,1152000000.0,-1000000.0,0.0,,156000000.0,153392000000.0,191129000000.0,116696000000.0,29635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,3214000000.0,,2080000000.0,,6716000000.0,3502000000.0,3649000000.0,,,,,,,225000000.0,1175000000.0,,0.34,,11109000000.0,1642000000.0,556000000.0,950000000.0,,,,,,-911000000.0,,,,,,1642000000.0,4393000000.0,,,,905000000.0,,,0.34,556000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-4000000.0,14071000000.0,23769000000.0,45655000000.0,4039000000.0,3922000000.0,3175000000.0,71339000000.0,8794000000.0,4755000000.0,4811000000.0,-18133000000.0,52000000.0,16678000000.0,28214000000.0,136840000000.0,27522000000.0,554000000.0,1493000000.0,43061000000.0,,40116000000.0,14202000000.0,,397000000.0,939000000.0,3438000000.0,-1000000.0,113733000000.0,1797000000.0,136532000000.0,1430000000.0,,5659000000.0,4406000000.0,3824000000.0,4562000000.0,,5408000000.0,14238000000.0,8579000000.0,8776000000.0,1682000000.0,863000000.0,0.0,,397000000.0,176956000000.0,258381000000.0,215320000000.0,44569000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,2693000000.0,,1467000000.0,,5622000000.0,2929000000.0,3092000000.0,,,,,,,338000000.0,757000000.0,,0.08,,9400000000.0,1641000000.0,132000000.0,419000000.0,,,,,,-734000000.0,20000000.0,,,,,1970000000.0,3778000000.0,,,,710000000.0,,,0.067005,132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,7844000000.0,13075000000.0,26481000000.0,46145000000.0,5341000000.0,836000000.0,5324000000.0,72714000000.0,10808000000.0,5467000000.0,5687000000.0,-19773000000.0,49000000.0,16899000000.0,26877000000.0,131472000000.0,26372000000.0,656000000.0,3808000000.0,30481000000.0,,36986000000.0,17704000000.0,,2775000000.0,3152000000.0,2504000000.0,-1000000.0,108086000000.0,1671000000.0,141691000000.0,-358000000.0,,2912000000.0,4991000000.0,4279000000.0,6216000000.0,,6896000000.0,10322000000.0,7410000000.0,11458000000.0,1516000000.0,901000000.0,0.0,,2775000000.0,168458000000.0,251937000000.0,221456000000.0,45916000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,4681000000.0,,4664000000.0,,9194000000.0,4513000000.0,4652000000.0,,,,,,,1494000000.0,3638000000.0,,1.04,,14740000000.0,1970000000.0,2055000000.0,2144000000.0,,,,,,-12000000.0,119000000.0,,,,,1970000000.0,5546000000.0,,,,1026000000.0,,,1.04,2055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,591000000.0,15240000000.0,24835000000.0,48724000000.0,4851000000.0,1558000000.0,4125000000.0,72585000000.0,9434000000.0,4583000000.0,4668000000.0,-21540000000.0,30000000.0,13107000000.0,28394000000.0,129695000000.0,27184000000.0,-567000000.0,2870000000.0,23960000000.0,,36211000000.0,14600000000.0,,3032000000.0,3437000000.0,1456000000.0,1495000000.0,108763000000.0,1790000000.0,140940000000.0,-1053000000.0,,1304000000.0,5363000000.0,4018000000.0,4752000000.0,,5166000000.0,11776000000.0,10472000000.0,7523000000.0,1255000000.0,1518000000.0,0.0,,3032000000.0,165906000000.0,246126000000.0,222166000000.0,45874000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,3936000000.0,,3674000000.0,,8085000000.0,4149000000.0,4298000000.0,,,,,,,673000000.0,2681000000.0,,0.52,,13073000000.0,1974000000.0,1679000000.0,2008000000.0,,,,,,112000000.0,,,,,,1974000000.0,4988000000.0,,,,993000000.0,,,0.52,1679000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,13647000000.0,23137000000.0,46761000000.0,4439000000.0,1002000000.0,3514000000.0,68510000000.0,8818000000.0,4379000000.0,4493000000.0,-21310000000.0,37000000.0,13263000000.0,26017000000.0,131180000000.0,25451000000.0,763000000.0,2350000000.0,20443000000.0,,30653000000.0,14014000000.0,,1276000000.0,1587000000.0,2175000000.0,,110774000000.0,1493000000.0,136752000000.0,-1464000000.0,,4000000.0,6431000000.0,4200000000.0,6541000000.0,,5196000000.0,7974000000.0,7970000000.0,6021000000.0,1164000000.0,,0.0,,1276000000.0,161833000000.0,237397000000.0,216954000000.0,45391000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,4308000000.0,,2850000000.0,,8300000000.0,3992000000.0,4173000000.0,,,,,,,650000000.0,1904000000.0,,0.48,,13282000000.0,1970000000.0,955000000.0,1254000000.0,,,,,,-1315000000.0,,,,,,1970000000.0,4982000000.0,,,,946000000.0,,,0.48,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-1000000.0,15512000000.0,19056000000.0,48404000000.0,-22967000000.0,1220000000.0,-27625000000.0,64486000000.0,9057000000.0,4408000000.0,4154000000.0,-22494000000.0,32000000.0,13165000000.0,26074000000.0,125740000000.0,25910000000.0,754000000.0,1596000000.0,18281000000.0,,34459000000.0,14250000000.0,,459000000.0,1782000000.0,5574000000.0,-1000000.0,105422000000.0,1616000000.0,133311000000.0,-481000000.0,,87000000.0,6244000000.0,4111000000.0,4412000000.0,,5193000000.0,7161000000.0,7074000000.0,4288000000.0,1263000000.0,1000000.0,0.0,,459000000.0,160199000000.0,232103000000.0,213822000000.0,44831000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,3838000000.0,,5603000000.0,,7714000000.0,3876000000.0,4036000000.0,,,,,,,723000000.0,4605000000.0,,1.8,,12589000000.0,1979000000.0,3571000000.0,3882000000.0,,,,,,1738000000.0,,,,,,1979000000.0,4875000000.0,,,,998000000.0,,,1.8,3571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,14538000000.0,21046000000.0,50425000000.0,4678000000.0,1115000000.0,4850000000.0,70233000000.0,8700000000.0,4022000000.0,4222000000.0,-22908000000.0,33000000.0,13396000000.0,29831000000.0,121928000000.0,27517000000.0,943000000.0,3702000000.0,20056000000.0,,37276000000.0,13963000000.0,,2483000000.0,2759000000.0,2807000000.0,,99965000000.0,1547000000.0,134752000000.0,-1099000000.0,,87000000.0,6113000000.0,4658000000.0,6546000000.0,,5263000000.0,8266000000.0,8179000000.0,10693000000.0,1148000000.0,1000000.0,0.0,,2483000000.0,159204000000.0,237335000000.0,217279000000.0,45195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,4114000000.0,,4114000000.0,,8032000000.0,3918000000.0,4193000000.0,,,,,,,768000000.0,3994000000.0,,1.51,,13172000000.0,1982000000.0,3003000000.0,3226000000.0,,,,,,557000000.0,,,,,,1982000000.0,5140000000.0,,,,,,,1.51,3003000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
