date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2016-09-30,36202000.0,736819000.0,,,173722000,535794000.0,559572000.0,785000,0.59,77510000.0,0.0,482389000,-74694000,236078000,229006000.0,76574000,-35509000,387611000,16839000,161477000,833845000.0,2327047000.0,24064000,13045000.0,-297180000,190300000.0,48159000,3151807000.0,640468000.0,783487000,-96351000.0,-287493000,-75480000,6381000.0,113318000,112856000,250468000,79125000.0,-114213000,18011000.0,137315000,0.0,293671000.0,-1223000,259167000.0,93929000.0,188923000.0,395876000,785182000.0,16131000.0,0.59,2198935000.0,1054000.0,213889000,346566000.0,,62356000,188923000.0,495434000.0,585292000,482389000.0,2504000.0,1892258000.0,-29187000,,,,174988000,3985652000.0,112856000,4219305000.0,-2687000,,,,,
2016-12-31,20155000.0,2367435000.0,,,170542000,614888000.0,503044000.0,410310000,,0.0,18595000.0,457784000,-88351000,237802000,324995000.0,63910000,72429000,405745000,-27475000,152456000,717886000.0,1887453000.0,-45472000,5888000.0,-609342000,302336000.0,41507000,2801913000.0,669283000.0,835533000,-1698152000.0,-385486000,-106333000,0.0,110949000,110926000,438115000,76064000.0,-33172000,0.0,171293000,0.0,323998000.0,-15353000,243977000.0,61403000.0,,429788000,785182000.0,13111000.0,,1848041000.0,21968000.0,235203000,354394000.0,,67260000,,463672000.0,482389000,457784000.0,2504000.0,1962151000.0,14187000,399876000.0,,,331782000,3519799000.0,110926000,3849604000.0,237778000,,,,,
2017-03-31,29187000.0,709767000.0,8307000.0,,178167000,631769000.0,493121000.0,-109244000,0.65,81304000.0,0.0,569327000,-63969000,242925000,475652000.0,72577000,16890000,422907000,-36249000,173601000,798001000.0,2076393000.0,31033000,5146000.0,0,443961000.0,49395000,2776530000.0,674777000.0,820600000,-34990000.0,35287000,-72659000,0.0,124206000,123666000,141006000,66792000.0,111543000,0.0,172163000,0.0,358563000.0,-1028000,277787000.0,62612000.0,188948000.0,397693000,785182000.0,13100000.0,0.65,1870124000.0,28074000.0,244740000,356769000.0,,64758000,189758000.0,574473000.0,457784000,569327000.0,2504000.0,1979110000.0,-33891000,,14307000.0,,68347000,3574531000.0,123666000,4055503000.0,27769000,,,,,
2017-06-30,44148000.0,747530000.0,0.0,,207802000,603189000.0,484673000.0,-42103000,0.72,86706000.0,0.0,422890000,-81701000,276280000,510138000.0,91633000,-1994000,462219000,-29453000,188492000,744095000.0,1927672000.0,18496000,4273000.0,-111808000,463486000.0,52715000,2644903000.0,676278000.0,920442000,-71252000.0,-192666000,-83151000,0.0,135777000,135938000,133978000,55659000.0,-146437000,0.0,162784000,0.0,380331000.0,-6035000,251435000.0,92605000.0,188953000.0,458223000,785182000.0,12567000.0,0.72,1754668000.0,28864000.0,254417000,369586000.0,,68478000,189759000.0,427163000.0,569327000,422890000.0,2504000.0,1976382000.0,22911000,,13997000.0,,50827000,3388998000.0,135938000,3904054000.0,-79958000,,,,,
2017-09-30,36200000.0,791181000.0,0.0,,202281000,543002000.0,476029000.0,-32362000,0.74,77552000.0,0.0,618874000,-93488000,265945000,645861000.0,90585000,-55791000,440205000,10785000,194192000,737228000.0,2072716000.0,9850000,4959000.0,1265000,607157000.0,53650000,2686310000.0,683799000.0,835915000,-107382000.0,58316000,-94080000,0.0,140542000,140146000,232751000,45832000.0,195984000,0.0,147339000,0.0,363912000.0,8000,239410000.0,100466000.0,188954000.0,395710000,785182000.0,12394000.0,0.74,1798313000.0,29566000.0,237924000,392301000.0,,63664000,189759000.0,623833000.0,422890000,618874000.0,2504000.0,2000711000.0,10563000,,8212000.0,,138671000,3423538000.0,140146000,4073427000.0,57052000,,,,,
2017-12-31,29833000.0,2518499000.0,0.0,,191596000,607505000.0,441479000.0,5888000,,3997000.0,0.0,647706000,-140282000,255302000,778678000.0,74270000,70228000,440699000,-33566000,189871000,713689000.0,2081077000.0,13334000,3997000.0,-692991000,746341000.0,53000000,2643479000.0,710260000.0,839933000,-1808239000.0,13998000,-141520000,0.0,136871000,135643000,155064000,44250000.0,28832000,0.0,174833000,,393765000.0,2625000,239410000.0,77024000.0,,399234000,785182000.0,10977000.0,,1806181000.0,30038000.0,249103000,440456000.0,,63706000,,651703000.0,618874000,647706000.0,2504000.0,2060027000.0,-1328000,306031000.0,4994000.0,,13544000,3357168000.0,135643000,4141104000.0,15049000,,,,,
2018-03-31,24298000.0,771827000.0,,-30131000.0,201209000,628045000.0,473464000.0,-56222000,0.78,78428000.0,,743030000,-120571000,263653000,894170000.0,66374000,23587000,440226000,-37624000,205592000,796948000.0,2244270000.0,17080000,7221000.0,-84000,867368000.0,57258000,2665624000.0,736436000.0,831004000,-35391000.0,6654000,-121019000,,148334000,147635000,209693000,48452000.0,95324000,,172643000,,426049000.0,8721000,253953000.0,87953000.0,188948000.0,390778000,785182000.0,10011000.0,0.78,1822421000.0,29427000.0,239017000,472320000.0,,62444000,189651000.0,750251000.0,647706000,743030000.0,2504000.0,2116415000.0,-15604000,,15596000.0,,88674000,3462572000.0,147635000,4360685000.0,31292000,,,,,
2018-06-30,24474000.0,824606000.0,,-4000.0,221047000,628568000.0,473665000.0,-45798000,0.85,79754000.0,,649533000,-127695000,293485000,924134000.0,87017000,-5536000,474222000,4203000,213802000,757959000.0,2216959000.0,734000,3734000.0,-11301000,897156000.0,53462000,2693374000.0,750753000.0,905652000,-73853000.0,-138819000,-127667000,,160340000,160270000,171088000,52985000.0,-93497000,,166158000,,424637000.0,-2794000,246543000.0,97778000.0,188646000.0,431430000,785182000.0,10215000.0,0.85,1853095000.0,31841000.0,253175000,513421000.0,,72438000,189451000.0,653267000.0,743030000,649533000.0,2504000.0,2162525000.0,8762000,,12799000.0,,43421000,3451333000.0,160270000,4379484000.0,6993000,,,,,
2018-09-30,26118000.0,891041000.0,,4000.0,206678000,546858000.0,436458000.0,-53788000,1.51,73920000.0,,753362000,-154556000,281938000,1226048000.0,86874000,-80820000,437186000,38621000,196836000,684925000.0,2392883000.0,25522000,6748000.0,-2795000,1197426000.0,-91001000,2698991000.0,776784000.0,838180000,-114257000.0,22040000,-154790000,,287837000,286922000,238393000,49949000.0,103829000,,143634000,,384438000.0,-3556000,207225000.0,93536000.0,188646000.0,400994000,785182000.0,9820000.0,1.52,1887553000.0,32451000.0,230508000,567938000.0,-4165000.0,75260000,189434000.0,760110000.0,649533000,753362000.0,2504000.0,2221875000.0,39512000,,11982000.0,,83603000,3383916000.0,286922000,4614758000.0,28996000,,,,,
2018-12-31,26740000.0,2795049000.0,0.0,-69962000.0,198103000,653751000.0,417211000.0,28011000,,,,793664000,-234122000,276709000,1348722000.0,87076000,103086000,445782000,-9838000,186714000,742794000.0,2477326000.0,13239000,3386000.0,2608000,1319478000.0,-3402000,2755100000.0,850550000.0,845485000,-1944499000.0,-41966000,-234860000,,190116000,189851000,314867000,58823000.0,40302000,,160603000,,391064000.0,-2901000,211399000.0,81408000.0,,399703000,785182000.0,39142000.0,,1927167000.0,32134000.0,247679000,645797000.0,0.0,78606000,,797050000.0,753362000,793664000.0,2504000.0,2374407000.0,-5780000,,,,80007000,3497894000.0,189851000,4851733000.0,25388000,,,,,
2019-03-31,19302000.0,980741000.0,,-50690000.0,225043000,646652000.0,616259000.0,81863000,0.95,93400000.0,,1062395000,-134489000,303452000,1473536000.0,68673000,-8880000,478455000,-10529000,225739000,756423000.0,2829588000.0,16187000,14530000.0,0,1451730000.0,45148000,3093179000.0,936771000.0,940062000,-43970000.0,14290000,-135142000,,180591000,178285000,384412000,78402000.0,268731000,,184739000,,398337000.0,7410000,240785000.0,94418000.0,187680000.0,461607000,785182000.0,45197000.0,0.95,2001018000.0,33793000.0,253412000,678957000.0,,78409000,188478000.0,1076925000.0,793664000,1062395000.0,2504000.0,2501236000.0,-11025000,,,,249270000,3849602000.0,178285000,5330824000.0,43206000,,,,,
2019-06-30,28558000.0,,,-99340000.0,242443000,686327000.0,638841000.0,-22252000,0.96,108776000.0,,881205000,-172076000,318193000,1376735000.0,90601000,42188000,503213000,-6403000,228844000,811048000.0,2673802000.0,16478000,3752000.0,-1754000,1345604000.0,45768000,3083839000.0,977184000.0,983598000,,-291170000,-172774000,,183076000,182110000,286313000,61071000.0,-181190000,,170169000,,400939000.0,-3849000,264043000.0,101074000.0,187409000.0,480385000,785182000.0,65632000.0,0.97,1984651000.0,35119000.0,260770000,736071000.0,,75750000,188207000.0,884957000.0,1062395000,881205000.0,2573000.0,2604168000.0,-41203000,,,,113539000,3894887000.0,182110000,5277970000.0,-2716000,,,,,
2019-09-30,19918000.0,,,-153255000.0,231330000,607794000.0,667594000.0,-26017000,0.9,107769000.0,,871397000,-144004000,314898000,1386846000.0,96153000,-86581000,489857000,9502000,211195000,741936000.0,2679892000.0,29472000,4719000.0,-315395000,1364355000.0,42240000,3203804000.0,996116000.0,915314000,,-146205000,-144986000,,168955000,167851000,278077000,71299000.0,-9808000,,162374000,,390848000.0,-4506000,250060000.0,107681000.0,186504000.0,425457000,785182000.0,62815000.0,0.9,2045972000.0,36910000.0,258527000,778651000.0,-11552000.0,83568000,187302000.0,876118000.0,881205000,871399000.0,2573000.0,2660188000.0,16266000,,,,133091000,3945740000.0,167851000,5340080000.0,46775000,,,,,
