date,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInventory,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable
2012-06-30,97354000,32621000.0,203423575.0,36031000,2760987000.0,,36031000,155000000.0,55014000,-150640000,,242666000.0,387741000,9440000.0,37786000.0,4925688000.0,,-428426000.0,1728000,0.179734,65701000.0,,200468080.0,-53286000,-1453000,-810000,5846178000.0,5690980000.0,53272000,36031000,68584000.0,25000.0,63973000,65701000.0,,,212236000.0,,,1888000,-61950000.0,,195493000,4001124000.0,0,87006000,583234000,65701000,2191000,-3691000,-150640000,140278000,,0.177123,165000,434054000.0,38389000.0,990161000.0,155198000.0,108487000,-313376000,,-2070000,61807000,1845054000.0,,3010963000.0,0.0,249976000.0,,,,,,,,
2012-09-30,120735000,378240000.0,203423575.0,128188000,2726742000.0,,128188000,159255000.0,-62860000,-54882000,,253905000.0,394071000,15119000.0,43175000.0,4934434000.0,,-300238000.0,2993000,0.639443,68694000.0,,200468080.0,65853000,-3368000,-542000,5892643000.0,5705019000.0,55039000,128188000,66961000.0,25000.0,65701000,68694000.0,,47196000.0,184156000.0,,,-5389000,-23699000.0,,280340000,3881131000.0,0,174138000,674411000,68694000,-61019000,-1650000,-54882000,229177000,,0.630153,165000,378240000.0,-35673000.0,913114000.0,187624000.0,106202000,-127103000,128188000.0,1246000,57779000,2011512000.0,,2968017000.0,0.0,64262000.0,,,,,,,,
2012-12-31,22071000,353793000.0,200468080.0,1053000,2764120000.0,611330000.0,1053000,202026000.0,28720000,-73985000,,231040000.0,344594000,15062000.0,39681000.0,4960142000.0,,-299185000.0,-23194000,0.005253,45500000.0,,200468080.0,-51914000,57000,-45741000,5938427000.0,5773498000.0,55356000,1053000,79126000.0,25000.0,68694000,45500000.0,,47659000.0,221233000.0,,6211626000.0,3494000,-17619000.0,,158577000,3919643000.0,0,49505000,503171000,45500000,-43015000,12165000,-73985000,98142000,,0.005253,4665000,353793000.0,0.0,945089000.0,164929000.0,109072000,-141167000,1053000.0,-793000,60435000,2018784000.0,-1251484000.0,2974554000.0,0.0,63070000.0,,,,,,,,
2013-03-31,82095000,464080000.0,198350433.0,-96395000,2416580000.0,,-97500000,176090000.0,38758000,-85152000,473017000.0,255734000.0,362689000,13387000.0,42291000.0,4997543000.0,,-395580000.0,35701000,-0.49,81201000.0,,198350433.0,-3057000,1675000,-85775000,5991730000.0,5784963000.0,55480000,-96395000,67699000.0,204000.0,45500000,81201000.0,,127656000.0,221747000.0,,,-2610000,-38544000.0,2043000.0,164942000,3590142000.0,0,30988000,527631000,81201000,89165000,-11427000,-85152000,86468000,,-0.49,18753000,464080000.0,14042000.0,1046142000.0,206767000.0,133954000,-1093009000,-97500000.0,-832000,85206000,2372715000.0,,2544000000.0,0.0,35835000.0,,,,,,,,
2013-06-30,170685000,0.0,203997492.0,-8841000,2918566000.0,,-8915000,174594000.0,504822000,-673868000,0.0,221673000.0,421079000,16370000.0,45429000.0,5601690000.0,1047000.0,-404421000.0,1639000,-0.04,82840000.0,,203997492.0,-503183000,-2983000,-51395000,6588633000.0,6387614000.0,60466000,-8841000,97100000.0,204000.0,81201000,82840000.0,,103686000.0,272644000.0,,,-3138000,-47407000.0,925000.0,223354000,4204340000.0,0,95389000,644433000,82840000,95673000,29401000,-673868000,155855000,,-0.04,603000,542602000.0,22315000.0,1171083000.0,201019000.0,127965000,-988511000,-7868000.0,429000,74111000,2353653000.0,,3033257000.0,0.0,41415000.0,,,,,,,,
2013-09-30,145563000,434541000.0,210703244.0,170858000,2830477000.0,,172894000,184594000.0,-94698000,-76745000,0.0,225266000.0,456102000,17717000.0,45901000.0,5622574000.0,7933000.0,-233563000.0,-25880000,0.84,56960000.0,,204425308.0,68818000,-1347000,-17722000,6605549000.0,6418498000.0,64197000,170858000,98559000.0,205000.0,82840000,56960000.0,,26627000.0,282564000.0,,,-472000,-33098000.0,8058000.0,341783000,4030661000.0,0,208080000,797885000,56960000,-101588000,1459000,-76745000,272277000,,0.82,1927000,434541000.0,0.0,1077745000.0,187051000.0,133703000,-148301000,180827000.0,-626000,77606000,2552697000.0,,2952916000.0,0.0,48971000.0,,,,,,,,
2013-12-31,76938000,411829000.0,210914163.0,36092000,2841214000.0,611330000.0,36407000,209054000.0,-18345000,-59086000,897000.0,253752000.0,417789000,18260000.0,43715000.0,5647670000.0,625000.0,-197471000.0,-493000,0.18,56467000.0,611330000.0,205112064.0,17852000,-543000,-19203000,6650978000.0,6468054000.0,64968000,36092000,86788000.0,205000.0,56960000,56467000.0,,24633000.0,286575000.0,,7113783000.0,2186000,-16690000.0,-8182000.0,182556000,4019712000.0,0,61430000,600345000,56467000,-17381000,-11771000,-59086000,126398000,,0.17,1792000,411829000.0,0.0,1075488000.0,182924000.0,121126000,-163792000,37032000.0,235000,64232000,2608908000.0,-1466113000.0,2944224000.0,0.0,47882000.0,,,,,,,,
2014-03-31,228134000,531936000.0,211013814.0,51267000,3290493000.0,611330000.0,51692000,193081000.0,526469000,-746310000,0.0,244884000.0,445910000,18000000.0,48106000.0,6327263000.0,-9387000.0,-146204000.0,8293000,0.25,64760000.0,611330000.0,205163256.0,-518176000,260000,-197000,7318899000.0,7131674000.0,69708000,51267000,79590000.0,205000.0,56467000,64760000.0,,31172000.0,363697000.0,,,-4391000,-31662000.0,1027000.0,218118000,4648934000.0,0,73089000,664028000,64760000,103947000,-7198000,-746310000,142797000,,0.24,1835000,531936000.0,1835000.0,1256890000.0,187225000.0,145029000,-258125000,42305000.0,388000,83389000,2634980000.0,,3392044000.0,0.0,46282000.0,,,,,,,,
2014-06-30,290974000,610639000.0,210472991.0,111616000,3129337000.0,611330000.0,113279000,187921000.0,-250995000,-41256000,0.0,256569000.0,470796000,27145000.0,52566000.0,6305328000.0,3124000.0,-34588000.0,-1277000,0.54,63483000.0,,204965718.0,249718000,-9145000,-21640000,7314803000.0,7104579000.0,71520000,111616000,102755000.0,205000.0,64760000,63483000.0,,31860000.0,372911000.0,,,-4460000,-23011000.0,1759000.0,295131000,4600022000.0,0,148588000,765927000,63483000,101159000,23165000,-41256000,220108000,,0.54,3244000,610639000.0,3244000.0,1379900000.0,210224000.0,146543000,-282112000,116403000.0,-325000,83084000,2681056000.0,,3220122000.0,0.0,53905000.0,,,,,,,,
2014-09-30,181616000,504057000.0,208507181.0,201078000,3082346000.0,611330000.0,203278000,252150000.0,-111959000,-77271000,0.0,280590000.0,511298000,25936000.0,51263000.0,6319933000.0,2502000.0,166490000.0,-7614000,0.99,55869000.0,,203220218.0,104345000,1209000,-71068000,7374049000.0,7183413000.0,72078000,201078000,99884000.0,206000.0,63483000,55869000.0,,32284000.0,381565000.0,,,1303000,-58479000.0,-6024000.0,395719000,4490065000.0,0,234822000,907017000,55869000,-92379000,-2871000,-77271000,306900000,-2845000.0,0.97,4472000,504057000.0,4472000.0,1303024000.0,190636000.0,160897000,-225711000,205780000.0,3242000,97111000,2852612000.0,,3187041000.0,0.0,67717000.0,,,,,,,,
2014-12-31,-65123000,817207000.0,212698622.0,-25609000,5607157000.0,1388931000.0,-25648000,281641000.0,1107901000,-187137000,0.0,552514000.0,518620000,32432000.0,56555000.0,8623773000.0,1494000.0,140881000.0,28955000,-0.12,84824000.0,994997000.0,212698622.0,-252260000,420000,-60537000,11583488000.0,11299753000.0,91571000,-25609000,101983000.0,228000.0,55869000,84824000.0,,56438000.0,576947000.0,,10348860000.0,7287000,-242642000.0,9425000.0,270289000,8064675000.0,-826686000,46442000,788909000,84824000,-168310000,-12781000,-1013823000,138013000,0.0,-0.12,5066000,817207000.0,5066000.0,2086599000.0,283735000.0,223847000,-922772000,-24154000.0,-14158000,139585000,3518813000.0,-1725087000.0,5978076000.0,0.0,352375000.0,,,,,,,,
2015-03-31,299222000,1056625000.0,224301117.0,-21456000,5379082000.0,,-21456000,273543000.0,-204061000,-58563000,,614629000.0,623700000,30958000.0,56635000.0,8628870000.0,677000.0,119425000.0,36598000,-0.1,121422000.0,2365698000.0,224301117.0,240659000,1474000,-2660000,11592737000.0,11268111000.0,104533000,-21456000,84769000.0,232000.0,84824000,121422000.0,,50989000.0,579670000.0,,,-80000,-324402000.0,60000.0,314482000,8113345000.0,0,60349000,938182000,121422000,183958000,-17455000,-58563000,164882000,,-0.1,12005000,1056625000.0,-9100000.0,2373774000.0,324626000.0,254133000,-477224000,-20779000.0,-30139000,154157000,3479392000.0,,5739571000.0,0.0,341897000.0,,,,,,,,
2015-06-30,392921000,1213199000.0,230228144.0,158494000,5178044000.0,1388931000.0,158494000,265330000.0,-213444000,-127941000,,581216000.0,656279000,36801000.0,59801000.0,8674815000.0,2726000.0,277919000.0,51536000,0.7,172958000.0,958394000.0,225698078.0,264980000,-5843000,-18525000,11687387000.0,11287470000.0,110184000,158494000,55061000.0,232000.0,121422000,172958000.0,,52446000.0,585875000.0,,,-3166000,-227227000.0,364000.0,429154000,7946932000.0,0,217383000,1085433000,172958000,157570000,-29583000,-127941000,327567000,,0.69,2161000,1213199000.0,-34300000.0,2474088000.0,399917000.0,211771000,-314179000,161220000.0,-3717000,107164000,3740455000.0,,5472844000.0,0.0,294800000.0,,,,,,,,
2015-09-30,281333000,1103734000.0,230274756.0,251787000,5096237000.0,1388931000.0,251787000,375669000.0,-79057000,-145054000,,656859000.0,717722000,41995000.0,54946000.0,8723844000.0,3528000.0,529706000.0,57222000,1.11,230180000.0,817525000.0,227384616.0,136279000,-5194000,-2411000,11747165000.0,11305969000.0,113144000,251787000,44262000.0,232000.0,172958000,230180000.0,,49784000.0,587504000.0,,,4855000,-319203000.0,434000.0,567188000,7828271000.0,-750000,306832000,1284910000,230180000,-92141000,-10799000,-145054000,419976000,-7425000.0,1.09,13691000,1103734000.0,0.0,2431282000.0,441196000.0,260356000,-117274000,255315000.0,-1733000,150558000,3918894000.0,,5396989000.0,0.0,300752000.0,,,,,,,,
2015-12-31,70243000,1023973000.0,230153510.0,38312000,5767697000.0,1388931000.0,38312000,259085000.0,692750000,-793717000,0.0,640568000.0,657748000,44996000.0,58173000.0,9458805000.0,-159000.0,568018000.0,-114243000,0.17,115937000.0,817525000.0,228922432.0,-723474000,-5240000,-29441000,12264757000.0,11924346000.0,122474000,38312000,51369000.0,232000.0,230180000,115937000.0,,68690000.0,629840000.0,,11501990000.0,-6017000,-412650000.0,411000.0,378775000,8483877000.0,-83519000,117922000,1036523000,115937000,-117195000,7107000,-877236000,240396000,-99831000.0,0.17,14352000,1023973000.0,-1647000.0,2366519000.0,340411000.0,260853000,-660636000,38153000.0,-11079000,143120000,3780880000.0,-2043185000.0,6117358000.0,0.0,349661000.0,,,,,,,,
2016-03-31,330096000,0.0,228112035.0,73229000,5670144000.0,1388931000.0,73229000,210543000.0,-157972000,-132027000,1104000.0,606161000.0,664481000,45613000.0,62383000.0,9489153000.0,1104000.0,641247000.0,38930000,0.32,154867000.0,924196000.0,227239533.0,198069000,-1042000,-6873000,12405739000.0,12012823000.0,104686000,73229000,54250000.0,232000.0,115937000,154867000.0,-1167000.0,59754000.0,629953000.0,,,-4360000,-307542000.0,158000.0,413151000,8478128000.0,0,131282000,1077632000,154867000,148151000,2750000,-133194000,235968000,-49999000.0,0.32,15245000,1178749000.0,15245000.0,2490089000.0,392916000.0,281869000,-308248000,74333000.0,2805000,180574000,3927611000.0,,5988039000.0,0.0,317895000.0,,,,,,,,
2016-06-30,417942000,1390137000.0,227884704.0,145246000,5971143000.0,1388931000.0,145246000,145422000.0,238989000,-632872000,68000.0,573812000.0,705900000,60366000.0,67697000.0,10068499000.0,2599000.0,786493000.0,-8903000,0.64,145964000.0,914867000.0,226972076.0,-214930000,-15293000,-43979000,12957749000.0,12517719000.0,107582000,145246000,46511000.0,232000.0,154867000,145964000.0,-32962000.0,68420000.0,581804000.0,,,-5314000,-278646000.0,230000.0,480935000,8839388000.0,0,227018000,1186835000,145964000,121899000,-13615000,-665834000,334600000,0.0,0.64,16204000,1390137000.0,16204000.0,2592264000.0,440030000.0,253917000,-2078179000,147845000.0,-10753000,149307000,4118361000.0,,6247124000.0,0.0,275981000.0,,,,,,,,
2016-09-30,340721000,1210505000.0,227598607.0,342378000,5815248000.0,1388931000.0,342378000,149797000.0,-180046000,-151037000,1259000.0,520079000.0,784734000,55838000.0,65983000.0,10054220000.0,5241000.0,1128871000.0,9467000,1.51,155431000.0,913693000.0,227096142.0,189684000,5049000,-5127000,12943340000.0,12506641000.0,115098000,342378000,51494000.0,232000.0,145964000,155431000.0,-171000.0,60662000.0,566911000.0,,,541000,-223161000.0,319000.0,700002000,8406613000.0,0,413614000,1484736000,155431000,-132817000,13416000,-151208000,528712000,0.0,1.5,16840000,1210505000.0,110000.0,2348989000.0,436699000.0,286388000,-301194000,347619000.0,-5333000,174813000,4536727000.0,,6057624000.0,0.0,242376000.0,,,,,,,,
2016-12-31,150907000,1172870000.0,227821878.0,72232000,5838494000.0,1388931000.0,72232000,238673000.0,687000,-176155000,0.0,541753000.0,695110000,63215000.0,66255000.0,10117689000.0,-1726000.0,1201103000.0,-27084000,0.32,128347000.0,817525000.0,227179400.0,-25248000,-9697000,-11432000,12973911000.0,12562818000.0,118269000,72232000,38002000.0,232000.0,155431000,128347000.0,-2523000.0,88023000.0,560193000.0,,12560587000.0,-51000,-314473000.0,-3155000.0,430027000,8436185000.0,0,153550000,1125137000,128347000,-63128000,-8306000,-178678000,268565000,0.0,0.32,18125000,1172870000.0,7393000.0,2312818000.0,411093000.0,276477000,-1056408000,70506000.0,4979000,161462000,4537726000.0,-2442898000.0,6123367000.0,0.0,284873000.0,,,,,,,,
2017-03-31,434944000,0.0,228555952.0,61910000,5644175000.0,1388931000.0,61910000,149633000.0,-225725000,-117777000,,531375000.0,719798000,47949000.0,71439000.0,10149166000.0,2049000.0,1265166000.0,91442000,0.27,219789000.0,900170000.0,227468526.0,317167000,14943000,-1404000,13076251000.0,12587900000.0,121593000,61910000,71123000.0,232000.0,128347000,219789000.0,0.0,52960000.0,531778000.0,,,-5184000,-311946000.0,1186000.0,430983000,8450969000.0,0,119734000,1150781000,219789000,231323000,27423000,-117777000,241327000,-4550000.0,0.27,18203000,1372483000.0,18203000.0,2506759000.0,488351000.0,311249000,-465237000,63959000.0,-2815000,192044000,4625282000.0,,5944210000.0,0.0,300035000.0,,,,,,,,
2017-06-30,484787000,0.0,229090085.0,198473000,6083226000.0,1388931000.0,198473000,251717000.0,497482000,-947488000,,462516000.0,752242000,50359000.0,77089000.0,10974087000.0,6793000.0,1463639000.0,-474000,0.87,219315000.0,817525000.0,227931135.0,-462701000,-2642000,-29596000,13946176000.0,13432260000.0,127025000,198473000,47242000.0,233000.0,219789000,219315000.0,-35255000.0,64196000.0,600500000.0,,,-5630000,-170079000.0,3979000.0,591861000,8954427000.0,0,275071000,1344103000,219315000,131112000,-17294000,-982743000,398212000,-1637000.0,0.87,24017000,1543869000.0,24017000.0,2654127000.0,513916000.0,316790000,-456092000,205266000.0,-5609000,193649000,4991749000.0,,6300300000.0,0.0,217074000.0,,,,,,,,
