date,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
2004-06-30,83336000.0,71430000,63129000,,-341000.0,,0.31,5550000.0,,,1362250000.0,623207000.0,4385000.0,33593000,-66209000.0,26221000.0,55687000.0,100956000.0,1812000.0,55346000.0,6724000.0,,,28381000.0,-79390000.0,,-16494000.0,2054316000,68521000,224659016.0,4321688000,-166794000.0,,15954000.0,,97433000,0.305,,-9909000.0,,23601000.0,,-1071000.0,,143776000.0,55346000.0,2170061000,123654000,-13727000.0,,57522000.0,,,,-4406000.0,10395000,221035484.0,-389433000.0,45610000.0,,-3316000.0,3301593000.0,-19806000,-99830000.0,131026000,-227453000.0,,,,,,,,,,,
2004-09-30,103236000.0,78511000,70148000,,78685000.0,,0.34,23512000.0,,,1377250000.0,649003000.0,4974000.0,31394000,-66302000.0,24395000.0,55346000.0,198486000.0,1820000.0,134031000.0,-2968000.0,,,25845000.0,-131895000.0,,19883000.0,2063276000,75602000,226446281.0,4377118000,42354000.0,,28856000.0,0.0,91880000,0.34,,-11831000.0,,28970000.0,,47974000.0,,-24115000.0,134031000.0,2211255000,116275000,19349000.0,,58572000.0,,,,12161000.0,11034000,222358824.0,-223797000.0,64455000.0,,-24000.0,3205669000.0,-8068000,-83353000.0,123274000,-436000.0,,,,,,,,,,,
2004-12-31,71103000.0,75807000,77618000,,-95811000.0,,,11692000.0,,,1608925000.0,783711000.0,-2802000.0,32526000,-66774000.0,25264000.0,134031000.0,161991000.0,1824000.0,38220000.0,-946000.0,,,26279000.0,-163259000.0,,-175081000.0,2406306000,72897000,,4749597000,261308000.0,4092222000.0,12888000.0,0.0,92222000,,,-14718000.0,607649000.0,37781000.0,,-42031000.0,,-373140000.0,38220000.0,2236400000,117486000,-17788000.0,,49716000.0,,,,-15250000.0,12951000,,-103033000.0,123771000.0,,1476000.0,3457580000.0,-3749000,-246184000.0,124748000,206226000.0,-634642000.0,,,,,,,,,,
2005-03-31,111672000.0,86780000,82685000,,57921000.0,,0.37,19681000.0,,,1618743000.0,800106000.0,-947000.0,36969000,-71497000.0,26183000.0,38220000.0,268112000.0,1831000.0,96141000.0,-5024000.0,,,28640000.0,-70834000.0,,-11151000.0,2444012000,83871000,229783562.0,4838622000,-730000.0,,10392000.0,,95074000,0.365,,-4501000.0,522809000.0,47705000.0,,-9416000.0,,-44394000.0,96141000.0,2282071000,121257000,20678000.0,,58858000.0,,,,3210000.0,12004000,226678378.0,-120035000.0,171971000.0,,-2637000.0,3418635000.0,11131000,-122823000.0,132043000,-9357000.0,,,,,,,,,,,
2005-06-30,82353000.0,83837000,77836000,,-48764000.0,,0.355,8695000.0,,,1758286000.0,840278000.0,12093000.0,33162000,-71892000.0,27709000.0,96141000.0,237862000.0,1833000.0,47377000.0,-2050000.0,,,30497000.0,-102291000.0,,-147314000.0,2562125000,80928000,231222857.0,4989822000,-3794000.0,,52362000.0,,94975000,0.35,,-386000.0,,57237000.0,,-26476000.0,,-193009000.0,47377000.0,2313575000,122684000,-18635000.0,,63842000.0,,,,-28807000.0,12750000,227966197.0,-230555000.0,190485000.0,,-2296000.0,3536009000.0,22916000,-229667000.0,128137000,61892000.0,,,,,,,,,,,
2005-09-30,126307000.0,85343000,76876000,,22563000.0,,0.36,8501000.0,,,1836475000.0,918944000.0,-1810000.0,33346000,-72052000.0,26671000.0,47377000.0,274936000.0,2973000.0,69940000.0,-4245000.0,,,33890000.0,-139420000.0,,-71149000.0,2699528000,82434000,228983333.0,5168476000,-15850000.0,,73172000.0,,97095000,0.36,,2748000.0,520654000.0,69449000.0,,-12162000.0,,-155254000.0,69940000.0,2344774000,123766000,29490000.0,,40074000.0,,,,11544000.0,14084000,228983333.0,-59602000.0,204996000.0,,-860000.0,3552643000.0,30357000,-197456000.0,130441000,51510000.0,,,,,,,,,,,
2005-12-31,90465000.0,107667000,95062000,,6333000.0,,,33118000.0,,,2147405000.0,1018683000.0,-3953000.0,35173000,-77904000.0,27479000.0,69940000.0,282725000.0,2981000.0,76273000.0,-837000.0,,,34684000.0,-133498000.0,,-243825000.0,3024578000,104757000,,5534636000,662241000.0,4560406000.0,41356000.0,,99195000,,,-8090000.0,585228000.0,69046000.0,,136684000.0,,-323358000.0,76273000.0,2387214000,126674000,-20927000.0,,52881000.0,,,,-36591000.0,17966000,,-119636000.0,206452000.0,,3643000.0,3820279000.0,59855000,-334290000.0,134368000,239226000.0,-740127000.0,,,,,,,,,,
2006-03-31,133127000.0,96195000,83598000,,82605000.0,,0.41,427970000.0,,,2212474000.0,1144862000.0,12032000.0,38311000,-78169000.0,29687000.0,76273000.0,365455000.0,3104000.0,158878000.0,1604000.0,,,40020000.0,-157888000.0,,-312096000.0,3272644000,93286000,233620000.0,6375808000,-4621000.0,,52563000.0,,104394000,0.4,,-1112000.0,662520000.0,49688000.0,,-70281000.0,,-524468000.0,158878000.0,2862277000,134081000,19297000.0,,53869000.0,,,,8357000.0,16733000,228674000.0,-239863000.0,206577000.0,,-1653000.0,4397946000.0,73792000,-445223000.0,142705000,473946000.0,,,,,,,,,,,
2006-06-30,107008000.0,108744000,90590000,,-36532000.0,,0.44,3933000.0,,,2389037000.0,1206419000.0,-3134000.0,40668000,-82258000.0,35840000.0,158878000.0,325825000.0,3106000.0,122346000.0,-1059000.0,,,42010000.0,-213335000.0,,-83773000.0,3559771000,105835000,246048000.0,6761850000,-11757000.0,,48994000.0,,110834000,0.43,,-15136000.0,749817000.0,49027000.0,,40310000.0,,-208925000.0,122346000.0,2893280000,146674000,-2487000.0,,46560000.0,,,,-22440000.0,16567000,240554000.0,-44545000.0,203479000.0,,-3257000.0,4665265000.0,100213000,-190781000.0,151502000,65385000.0,,,,,,,,,,,
2006-09-30,120738000.0,91427000,88764000,,-19551000.0,,0.37,12605000.0,,,2583912000.0,1324523000.0,-159000.0,41463000,-82323000.0,36966000.0,122346000.0,294639000.0,3114000.0,102795000.0,-10234000.0,,,45384000.0,-130340000.0,,-116166000.0,3838982000,88518000,246146000.0,7123806000,-22784000.0,,67518000.0,,112326000,0.36,,-7628000.0,678908000.0,50931000.0,,-46246000.0,,-221450000.0,102795000.0,2917125000,149292000,36052000.0,,34092000.0,,,,-21000.0,22624000,241002000.0,-188579000.0,191844000.0,,-2454000.0,4874728000.0,101830000,-236904000.0,153789000,81161000.0,,,,,,,,,,,
2006-12-31,94696000.0,131899000,80699000,,242270000.0,,,7301000.0,,,2748345000.0,1519649000.0,782000.0,41561000,-89802000.0,42274000.0,102795000.0,547724000.0,3209000.0,345065000.0,-8089000.0,,,45591000.0,-336069000.0,,-198480000.0,4077079000,128989000,,7869280000,-908000.0,6001319000.0,98125000.0,,106241000,,,-16767000.0,1002566000.0,45225000.0,,1223663000.0,,708622000.0,345065000.0,3366959000,148515000,-14243000.0,,30468000.0,,,,-62710000.0,21760000,,-517451000.0,202659000.0,,-3612000.0,5194649000.0,140509000,-293176000.0,147802000,-561048000.0,-806670000.0,,,,,,,,,,
2007-03-31,196476000.0,153764000,100730000,,-225021000.0,,0.6,22683000.0,,,2749253000.0,1572984000.0,-3707000.0,42583000,-93222000.0,42218000.0,345065000.0,339880000.0,3219000.0,120044000.0,-12602000.0,,,46258000.0,-154120000.0,,-150837000.0,4112441000,150855000,257422000.0,7985231000,-33129000.0,,102966000.0,,115694000,0.59,,-63580000.0,880263000.0,37750000.0,,22428000.0,,-324450000.0,120044000.0,3445512000,157912000,15576000.0,,27668000.0,,,,105699000.0,22698000,251365000.0,-18581000.0,219836000.0,,-30114000.0,5397405000.0,200666000,-347313000.0,158277000,-97047000.0,,,,,,,,,,,
2007-06-30,196328000.0,128022000,99799000,,-10513000.0,,0.5,5387000.0,,,3414047000.0,1735116000.0,-865000.0,70438000,-93607000.0,47103000.0,120044000.0,338110000.0,3222000.0,109531000.0,5390000.0,,,52672000.0,-281494000.0,,-534083000.0,4704053000,125113000,257398000.0,8625250000,-14099000.0,,81350000.0,,100347000,0.49,,12992000.0,777168000.0,50393000.0,,97253000.0,,-699998000.0,109531000.0,3500003000,147450000,-8209000.0,,26541000.0,,,,16850000.0,24810000,252074000.0,-187061000.0,228579000.0,,-2974000.0,5947732000.0,234990000,-730411000.0,170785000,493157000.0,,,,,,,,,,,
2007-09-30,167523000.0,78005000,76016000,,-64092000.0,,0.3,9196000.0,,,3618192000.0,1906518000.0,-1306000.0,123490000,-93697000.0,48563000.0,109531000.0,258824000.0,3227000.0,45439000.0,6215000.0,,,58978000.0,-213133000.0,,-195585000.0,4976061000,75096000,256497000.0,8898378000,-14067000.0,,100002000.0,,50222000,0.292775,,-12174000.0,798282000.0,45452000.0,,27605000.0,,-336995000.0,45439000.0,3485257000,98785000,34282000.0,,22805000.0,,,,53130000.0,29552000,252327000.0,-32975000.0,213385000.0,,348000.0,6155055000.0,209018000,-363108000.0,173712000,105380000.0,,,,,,,,,,,
2007-12-31,105662000.0,83039000,82706000,,42060000.0,,,447954000.0,,,3131765000.0,1861933000.0,-4636000.0,132245000,-103976000.0,53386000.0,45439000.0,300487000.0,3412000.0,87499000.0,-3879000.0,,,55857000.0,-136830000.0,,-171642000.0,4755083000,72108000,,9097816000,-28025000.0,7325035000.0,100105000.0,,47481000,,,-15146000.0,1246176000.0,33648000.0,,35359000.0,,-146168000.0,87499000.0,3894574000,100867000,-40288000.0,,1044000.0,,,,-15617000.0,26840000,,-529582000.0,212988000.0,,-11750000.0,6347591000.0,180005000,-277304000.0,179726000,82566000.0,-977444000.0,,,,,,,,,,
2008-03-31,153700000.0,98467000,94687000,0.0,63462000.0,435093000.0,0.34,8434000.0,,54333000.0,4539070000.0,1831881000.0,39057000.0,73431000,-113438000.0,49253000.0,87499000.0,548456000.0,3418000.0,150961000.0,,8448119000.0,,53998000.0,-305676000.0,0.0,-15600000.0,5087344000,86645000,255916000.0,9431593000,-3742000.0,7482310000.0,87156000.0,,100351000,0.34,,7637000.0,,20691000.0,335692000.0,19088000.0,,-312755000.0,150961000.0,3880507000,153486000,,173782000.0,50235000.0,,983474000.0,548274000.0,9029000.0,24750000,252932000.0,-35892000.0,397495000.0,4539070000.0,9410000.0,6467142000.0,163905000,-169300000.0,228115000,222517000.0,-1015168000.0,,,,,,,,,,
2008-06-30,117601000.0,94374000,94042000,,-27778000.0,,0.33,14874000.0,,50455000.0,,1809118000.0,35826000.0,49212000,-113199000.0,51330000.0,150961000.0,509017000.0,3424000.0,123183000.0,,,,53637000.0,-27686000.0,,-80906000.0,5248703000,82552000,257318000.0,9594246000,-4614000.0,,-40070000.0,,84468000,0.32,,-26511000.0,1114685000.0,4637000.0,,127243000.0,,-194997000.0,123183000.0,3861882000,135798000,,133680000.0,30831000.0,,,,47269000.0,25690000,253740000.0,-45740000.0,385834000.0,,-1138000.0,6635465000.0,144838000,-198507000.0,184135000,49618000.0,,,,,,,,,,,
2008-09-30,208002000.0,108584000,98385000,,908000.0,,0.38,421550000.0,,54156000.0,,1847768000.0,76826000.0,1381000,-113423000.0,53020000.0,123183000.0,472839000.0,3546000.0,124091000.0,,,3247729000.0,52775000.0,-56970000.0,,61937000.0,4968666000,96762000,258933000.0,9756662000,256973000.0,,5126000.0,,189122000,0.37,,64194000.0,1148345000.0,-12489000.0,,63337000.0,,-134572000.0,124091000.0,4255304000,242061000,,136347000.0,17283000.0,,,,60673000.0,30992000,256164000.0,-138608000.0,348748000.0,,12336000.0,6771011000.0,124458000,-146065000.0,190503000,-72522000.0,,,,,,,,,,,
2008-12-31,88296000.0,-51523000,-62611000,345240000.0,12086000.0,237577000.0,,6144000.0,,57610000.0,4556646000.0,1727706000.0,-140224000.0,118435000,-128964000.0,52915000.0,124091000.0,394351000.0,3595000.0,136177000.0,,8568950000.0,,52255000.0,-265395000.0,0.0,-53021000.0,5421801000,-63345000,,9397147000,-316762000.0,7818916000.0,213973000.0,,19278000,,,-99133000.0,151241000.0,-187893000.0,213663000.0,-122551000.0,,-139026000.0,136177000.0,3975346000,135984000,,137713000.0,30814000.0,,828197000.0,519915000.0,-92427000.0,36437000,,-319518000.0,258174000.0,4901886000.0,-17065000.0,6659252000.0,-58162000,-141317000.0,195323000,62816000.0,-1159664000.0,,,,,,,,,,
2009-03-31,114905000.0,38424000,41401000,115743000.0,13805000.0,408257000.0,0.1,44000.0,,58809000.0,4651856000.0,1219056000.0,-4215000.0,86063000,-131097000.0,56140000.0,136177000.0,402718000.0,3595000.0,149982000.0,,8551643000.0,,46516000.0,-39975000.0,0.0,42431000.0,5306953000,26602000,271158000.0,9392969000,-1019000.0,8364986000.0,8647000.0,-346000.0,70994000,0.1,,3366000.0,,-210663000.0,329467000.0,5277000.0,,-79824000.0,149982000.0,3862019000,122919000,,157057000.0,20263000.0,,841326000.0,539354000.0,0.0,29923000,271083000.0,-144190000.0,252736000.0,4767599000.0,-1653000.0,7156728000.0,-150836000,-72474000.0,215866000,-21276000.0,-1208258000.0,,,,,,,,,,
2009-06-30,83047000.0,-134651000,-133295000,101355000.0,38943000.0,384863000.0,-0.4,717776000.0,,54916000.0,4138668000.0,1186696000.0,19938000.0,81830000,-131099000.0,55274000.0,149982000.0,435024000.0,4648000.0,188925000.0,,8470154000.0,,50956000.0,-23152000.0,0.0,19905000.0,4659289000,-146473000,368254000.0,9338347000,196538000.0,8353609000.0,31283000.0,,52539000,-0.4,,-25169000.0,,-172217000.0,330419000.0,4502000.0,,-43388000.0,188925000.0,4451365000,136663000,,134369000.0,30481000.0,,868193000.0,419266000.0,149171000.0,26604000,368254000.0,-1125449000.0,246099000.0,4240023000.0,-682000.0,7106689000.0,-319891000,-63142000.0,189285000,-716000.0,-1246920000.0,,,,,,,,,,
2009-09-30,123996000.0,40108000,43076000,1174976000.0,-48168000.0,416072000.0,0.07,717000.0,106840000.0,58224000.0,3972146000.0,1731976000.0,14276000.0,83561000,-34403000.0,56639000.0,188925000.0,359384000.0,4651000.0,140757000.0,,8317266000.0,,54551000.0,-33606000.0,0.0,65181000.0,4422643000,28286000,378127000.0,9288041000,-223786000.0,7877609000.0,124752000.0,,64021000,0.07,,5354000.0,,-98711000.0,350801000.0,15862000.0,,68250000.0,140757000.0,4538089000,144172000,,147582000.0,32982000.0,,970775000.0,450497000.0,0.0,27965000,376559000.0,-522111000.0,218627000.0,3972146000.0,-1148000.0,6585290000.0,-314208000,-58815000.0,205806000,-240414000.0,-1292319000.0,,,,,,,,,,
2009-12-31,81634000.0,52177000,50905000,100304000.0,-18699000.0,290717000.0,,345907000.0,,64595000.0,4434383000.0,1656869000.0,-14386000.0,86365000,-34425000.0,59723000.0,140757000.0,331651000.0,4939000.0,122058000.0,,9327394000.0,,57856000.0,-37559000.0,0.0,-241719000.0,5044227000,40355000,,10162205000,14537000.0,8882341000.0,38644000.0,,76288000,,,-79110000.0,142116000.0,-96432000.0,228555000.0,22762000.0,,-288274000.0,122058000.0,4852973000,132353000,,162653000.0,14774000.0,,834811000.0,509540000.0,25916000.0,26642000,,-275723000.0,209593000.0,4534687000.0,-33139000.0,7539193000.0,-338738000,-323353000.0,227248000,187941000.0,-1343148000.0,,,,,,,,,,
