date,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyGoodwill
1999-09-30,,-13500000.0,,7900000,800000,2300000,27948718.0,,-15200000,,,40200000,,-34100000,572800000,10900000,1244900000,,10900000,10900000,,0.39,,11300000.0,,,-45200000,6900000.0,,,,478500000,,526700000,-1200000.0,,,-16400000,,,,9000000.0,,300000.0,18400000,,2600000.0,,,-56500000,6500000,20700000,27948718.0,-2200000,,,,22400000,,56600000,-2200000,,,,2800000,,1189000000,0.39,,64500000,,,,,,,
1999-12-31,,-13597000.0,,11194000,-4531000,2291000,,,-18553000,,,42600000,,-263468000,613519000,8295000,1320501000,,8295000,8295000,,,,-9404000.0,,,-55195000,26116000.0,,13456000.0,,472929000,,553516000,12900000.0,,,125420000,,,26116000.0,6900000.0,26116000.0,278000.0,-1167000,,-8200000.0,,-174427000.0,-289803000,7909000,48033000,,-47632000,,,1410238000.0,26335000,,-82820000,19273000,,,,11377000,,1235811000,,,-71626000,,,,,,,
2000-03-31,,-13457000.0,,9323000,6308000,2632000,27228497.0,,-20776000,,,43764000,,-26343000,683730000,9578000,1346759000,,9578000,9578000,,0.35,,2196000.0,,-298000.0,-38506000,9301000.0,,13513000.0,,437460000,,625342000,-217000.0,,,20891000,,,9301000.0,26116000.0,9301000.0,262000.0,-1174000,,-6518000.0,,-182453000.0,-40702000,7828000,7332000,27228887.0,-1270000,,-41267000.0,1455825000.0,14359000,,22873000,-16815000,,,,-10850000,,1273372000,0.35,,32196000,,,,,,,
2000-06-30,,-13511000.0,,9645000,-2344000,2555000,26258821.0,,-19877000,,,45360000,,-22965000,531669000,12804000,1423063000,,12804000,12804000,,0.49,,-135018000.0,,4249000.0,-68022000,16518000.0,,13591000.0,,665609000,,691034000,7112000.0,,,25971000,,,16518000.0,9301000.0,16518000.0,265000.0,-1196000,,-4441000.0,,-189410000.0,-46528000,9948000,51676000,26348049.0,-517000,,12000.0,1467565000.0,23563000,,19389000,7217000,,,,3459000,,1278155000,0.49,,29034000,,,,,,,
2000-09-30,,-13591000.0,,9941000,-5531000,2890000,26455400.0,,-16102000,,,47221000,,-28146000,743097000,15679000,1414052000,,15679000,15679000,,0.59,,-48896000.0,,7316000.0,35452000,12801000.0,,13591000.0,,443948000,,673556000,1511000.0,,,30310000,,,12801000.0,16518000.0,12801000.0,265000.0,-50051000,,-3692000.0,,-194563000.0,-49680000,10024000,-60703000,26696985.0,-29619000,,-15000.0,1449457000.0,21534000,,16911000,-3717000,,,,1445000,,1254894000,0.59,,26852000,,,,,,,
2000-12-31,,-13591000.0,,13468000,12779000,3037000,,,-19230000,,,50769000,,-30827000,789010000,8786000,1457169000,,8786000,8786000,,,,-46652000.0,,,-46655000,17600000.0,,13601000.0,,441425000,,723688000,-1493000.0,,,14648000,,,17600000.0,12801000.0,17600000.0,265000.0,3688000,,-7497000.0,,-205332000.0,-45380000,11309000,36901000,,356000,,4000.0,1496477000.0,14553000,,36121000,4799000,,,,-20480000,,1291145000,,,49589000,,,,,,,
2001-03-31,,-13601000.0,,13981000,5980000,3354000,26713078.0,,-25751000,,,50367000,,4591000,787725000,6426000,1444475000,,6426000,7818000,,0.24,,-30597000.0,,,-27377000,19669000.0,,14523000.0,,439102000,,702541000,14506000.0,,,27709000,,,19669000.0,17600000.0,19669000.0,270000.0,-30429000,,-3050000.0,,-215176000.0,-30597000,10791000,-5742000,26971289.0,28099000,-5494000.0,0.0,1559766000.0,35188000,,22658000,2069000,,907000.0,,8801000,,1344590000,0.24,,36639000,,,,,,,
2001-06-30,,-14524000.0,,13069000,-1060000,3034000,27159582.0,,-23742000,,,58234000,,-18533000,793361000,15097000,1453841000,,15097000,15097000,,0.55,,-33831000.0,,,-18785000,13898000.0,,14558000.0,,445726000,,723947000,-15464000.0,,,28117000,,,13898000.0,19669000.0,13898000.0,273000.0,4723000,,1001000.0,,-224157000.0,-33831000,10612000,-2284000,27380348.0,-588000,-5669000.0,0.0,1583957000.0,15298000,,30117000,-5771000,,547000.0,,-11808000,,1359800000,0.56,,43186000,,,,,,,
2001-09-30,,-14558000.0,,13227000,697000,2949000,27359343.0,,-27623000,,,51446000,,658000,800301000,9283000,1460722000,,9283000,9283000,,0.34,,-24204000.0,,,2362000,10718000.0,,14634000.0,,444183000,,722688000,5230000.0,,,28025000,,,10718000.0,13898000.0,10718000.0,274000.0,4338000,,-3575000.0,,-232029000.0,-24204000,10657000,-30404000,27586503.0,-24163000,-7454000.0,0.0,1581637000.0,24862000,,23421000,-3180000,,3576000.0,,1655000,,1349608000,0.34,,36648000,,,,,,,
2001-12-31,,-14634000.0,,13826000,3018000,3098000,,,-33163000,,,49598000,,-19986000,799055000,7625000,1457229000,,7625000,7625000,,,,-49620000.0,,,-29606000,16487000.0,,14634000.0,,440628000,,714587000,10595000.0,,,27303000,,,16487000.0,10718000.0,16487000.0,274000.0,-5235000,,-4330000.0,,-241665000.0,-50720000,9619000,4641000,,-11749000,-5778000.0,0.0,1600994000.0,30734000,,22295000,5769000,,0.0,,6265000,,1359329000,,,36121000,,,,,,,
2002-03-31,,-14634000.0,,13604000,-529000,2968000,27256206.0,,-33305000,,,52635000,,-8104000,821249000,13507000,1506491000,,13507000,13507000,,0.49,,-29947000.0,,,-32136000,10432000.0,,15163000.0,,458264000,,741186000,-3139000.0,,,27768000,,-2189000.0,10432000.0,16487000.0,10432000.0,275000.0,-189824000,,-1600000.0,,-248702000.0,-29947000,9359000,4238000,27550482.0,-9075000,-3060000.0,,1661622000.0,21843000,,24867000,-6055000,,1348000.0,,-4739000,,1412920000,0.5,,38471000,,,,,,,
2002-06-30,,-15163000.0,,19510000,2682000,3648000,27462651.0,,-42079000,,,51265000,,-5784000,832946000,4957000,1510577000,,4957000,4957000,,0.18,,-21702000.0,,,-21702000,12663000.0,,15891000.0,,452715000,,761302000,-7660000.0,,,34075000,,0.0,12663000.0,10432000.0,12663000.0,277000.0,-1884000,,-3571000.0,,-259676000.0,-21702000,8768000,8015000,27804912.0,-30000,-4679000.0,,1678839000.0,15918000,,17190000,2231000,,3092000.0,,-11231000,,1419163000,0.18,,36700000,,,,,,,
2002-09-30,,-15891000.0,,15723000,2555000,2966000,27623168.0,,-48020000,,,51052000,,-10124000,847099000,7885000,1518313000,,7885000,7506000,,0.28,,66787000.0,,,-23373000,9878000.0,,15922000.0,,450191000,,773268000,3788000.0,,,30021000,,-7569000.0,9878000.0,12663000.0,9878000.0,278000.0,-14574000,,-2948000.0,,-270951000.0,-37127000,8966000,-6415000,27839192.0,-2298000,-5251000.0,,1697580000.0,27003000,,21031000,-2785000,,-192000.0,,840000,,1426629000,0.29,,36754000,,,,,,,
2002-12-31,,-15921000.0,,15658000,-2136000,2975000,,,-47629000,,,47518000,,3956000,845934000,13963000,1506602000,,13963000,6272000,,,,0.0,,,13480000,15777000.0,,15670000.0,,439971000,,762037000,9997000.0,,,28276000,,0.0,15777000.0,9878000.0,15777000.0,273000.0,-1932000,,-9839000.0,,-278503000.0,-26834000,8615000,-38371000,,179000,-5789000.0,,1686218000.0,30790000,,19242000,5899000,,0.0,,158000,,1407715000,,,34900000,,,,,,,
2003-03-31,,-15670000.0,,14942000,3863000,3858000,27221060.0,,-50384000,,,54627000,,-4436000,854935000,10929000,1511197000,,10929000,10929000,,0.4,,,,,-22834000,7787000.0,,15776000.0,,436761000,,776615000,-6189000.0,,,30893000,,,7787000.0,15777000.0,7787000.0,273000.0,-1984000,,-5147000.0,,-290365000.0,-22834000,7744000,-3554000,27430042.0,-748000,-6372000.0,-1714000.0,1706969000.0,18398000,,23734000,-7990000,,0.0,,-11336000,,1416604000,0.4,,38676000,,,,,,,
2003-06-30,,-15694000.0,,14092000,-3623000,4011000,27351392.0,,-50587000,,,50081000,,-2957000,841747000,13360000,1497814000,,13360000,9928000,,0.49,,,,,6926000,6865000.0,,15733000.0,,436692000,,765501000,-3119000.0,,,27714000,,,6865000.0,7787000.0,6865000.0,274000.0,-12062000,,-567000.0,,-297050000.0,-23097000,7585000,-27988000,27544723.0,-1712000,-7416000.0,0.0,1698357000.0,20140000,,22367000,-922000,,532000.0,,-3686000,,1401307000,0.49,,36459000,,,,,,,
2003-09-30,,-15733000.0,,15243000,6773000,4825000,27584345.0,,-44423000,,,70052000,,24861000,830111000,20039000,1505973000,,20039000,20043000,,0.72,,-18942000.0,,36000.0,-14889000,16078000.0,,15960000.0,,455219000,,750839000,4071000.0,,,34739000,,,16078000.0,6865000.0,16078000.0,280000.0,-102739000,,-2323000.0,,-308640000.0,-18942000,8869000,-19701000,27800542.0,-32880000,-5922000.0,0.0,1707220000.0,43803000,,35313000,9213000,,10574000.0,,1748000,,1398580000,0.73,,50556000,,,,,,,
2003-12-31,,-15960000.0,,15554000,-596000,6446000,,,-53449000,,,53841000,,-6437000,838226000,4938000,1512635000,,5287000,5287000,,,,0.0,,66000.0,-20042000,9892000.0,,16369000.0,,489870000,,761048000,-2784000.0,,,34684000,,,9892000.0,16078000.0,9892000.0,38719000.0,8456000,,-6387000.0,,-321372000.0,-20042000,9242000,251000,,33219000,-4358000.0,-35000000.0,1726286000.0,13605000,,19157000,-6186000,,2346000.0,,-9171000,,1404914000,,,34711000,,,,,,,
2004-03-31,,-16752000.0,,15111000,2836000,7249000,28116679.0,,-61487000,,,54574000,,9295000,844011000,5984000,1509365000,,6769000,7222000,,0.21,,,,307000.0,-9497000,6730000.0,,16477000.0,,482286000,,767294000,-1457000.0,,,35051000,,,6730000.0,9892000.0,6730000.0,38720000.0,-108972000,,-4467000.0,,-329409000.0,-9497000,9210000,-12457000,28303236.0,-1474000,-4467000.0,-1270000.0,1730155000.0,18792000,,19523000,-3162000,,793000.0,,-5924000,,1400746000,0.21,,34634000,,,,,,,
2004-06-30,,-16860000.0,,15391000,2297000,5026000,28220130.0,,-67689000,,,54475000,,9048000,827621000,7854000,1489478000,,8639000,8436000,,0.28,,,,78000.0,3679000,7444000.0,,16478000.0,,480258000,,754806000,-1491000.0,,,33424000,,,7444000.0,6730000.0,7444000.0,38709000.0,82512000,,-744000.0,,-341874000.0,-15044000,9148000,-27057000,28361707.0,-92704000,-1311000.0,-5000.0,1723994000.0,24092000,,21051000,714000,,0.0,,-2235000,,1382120000,0.28,,36442000,,,,,,,
2004-09-30,,-16862000.0,,15679000,-4494000,9399000,28271214.0,,-71456000,,,55045000,,16300000,820293000,10357000,1479379000,,11142000,5497000,,0.36,,-18684000.0,,77000.0,-3968000,3652000.0,,16498000.0,,479345000,,730932000,16040000.0,,,37084000,,,3652000.0,7444000.0,3652000.0,38711000.0,-119874000,,-3382000.0,,-353025000.0,-18684000,9540000,-34808000,28439665.0,101122000,-1067000.0,0.0,1730705000.0,34984000,,17961000,-3792000,,806000.0,,12658000,,1377680000,0.37,,33640000,,,,,,,
2004-12-31,,-16881000.0,,15890000,-105000,11679000,,,-83394000,,,58027000,,-156352000,912534000,2192000,1599215000,,3390000,3390000,,,,-52272000.0,,59000.0,-119400000,4853000.0,,16923000.0,,552692000,,801441000,12567000.0,,,41279000,,,4853000.0,3652000.0,4853000.0,121868000.0,-72491000,,-4788000.0,,-365831000.0,-186528000,9749000,90425000,,-2801000,,-45000000.0,1846496000.0,30176000,,16748000,1201000,,453000.0,,7779000,,1480665000,,,32638000,,,,,,,
2005-03-31,,-18116000.0,,17116000,-2507000,6024000,28554806.0,,-85387000,,,59248000,,5373000,894685000,12743000,1580606000,,15145000,9629000,,0.44,,-16888000.0,,57000.0,20971000,11040000.0,,17844000.0,,556244000,,783563000,66000.0,,,37680000,,,11040000.0,4853000.0,11040000.0,121872000.0,-3878000,,-7559000.0,,-373514000.0,-16888000,9622000,-37045000,28719711.0,-13681000,1084000.0,-1745000.0,1826866000.0,22261000,,21568000,6187000,,375000.0,,-7493000,,1453352000,0.45,,38684000,,,,,,,
2005-06-30,,-21829000.0,,16988000,3201000,16790000,28739286.0,,-101591000,,,60033000,,16055000,938684000,-1466000,1606592000,,936000,1006000,,-0.05,,-13765000.0,,54000.0,-45489000,7706000.0,,17844000.0,,540336000,,818417000,10897000.0,,,48322000,,,7706000.0,11040000.0,7706000.0,121871000.0,-31646000,,-2203000.0,,-382687000.0,-13765000,9568000,12335000,28739286.0,13321000,804000.0,-11000.0,1864610000.0,29820000,,11711000,-3334000,,0.0,,8694000,,1481923000,-0.05,,28699000,,,,,,,
2005-09-30,,-20433000.0,,17646000,-17123000,18400000,28760474.0,,-107794000,,,60369000,,-76522000,983200000,14071000,1644664000,,16473000,723000,,0.49,,-25790000.0,,298000.0,-28898000,8705000.0,,17856000.0,,534674000,,830727000,19916000.0,,,49374000,,,8705000.0,7706000.0,8705000.0,121871000.0,-2690000,,134000.0,,-403871000.0,-114077000,9622000,-7658000,28760474.0,-131000,,0.0,1910834000.0,37555000,,10995000,999000,,596000.0,,20050000,,1506963000,0.49,,28641000,,,,,,,
2005-12-31,,-20447000.0,,16076000,-6989000,25242000,,,-124214000,,,60996000,,-38338000,1031106000,-1647000,1674474000,,755000,-5519000,,,,-285000.0,,120000.0,-22266000,3881000.0,,17856000.0,,519268000,,842282000,17649000.0,,,56090000,,,3881000.0,8705000.0,3881000.0,121871000.0,-14445000,,-2358000.0,,-416597000.0,-64704000,10453000,-8924000,,-32000,,0.0,1953971000.0,26366000,,4906000,-4824000,,0.0,,15291000,,1537374000,,,22608000,,,,,,,
2006-03-31,,-20445000.0,,16833000,-1314000,4934000,29440090.0,,-126475000,,,63093000,,-72248000,1043977000,13529000,1684309000,,15931000,10652000,,0.46,,-27413000.0,,118000.0,-11850000,11395000.0,,18533000.0,,527257000,,929578000,-69223000.0,,,38586000,,,11395000.0,3881000.0,11395000.0,121880000.0,-5204000,,-6793000.0,,-428624000.0,-27682000,11971000,63930000,29607666.0,-30000,,-2891000.0,1964418000.0,-44566000,,24507000,7514000,,0.0,,-76016000,,1535794000,0.46,,42137000,,,,,,,
2006-06-30,,-21122000.0,,17381000,-542000,4714000,31048657.0,,-125510000,,,73450000,,-127000,934672000,17975000,1713762000,,20377000,20377000,,0.58,,25992000.0,,75000.0,-41335000,8583000.0,,19610000.0,,661253000,,811562000,2473000.0,,,39217000,,,8583000.0,11395000.0,8583000.0,121903000.0,-25516000,,996000.0,,-425708000.0,-43002000,11208000,-4352000,31171756.0,-2084000,,0.0,1991551000.0,42875000,,34233000,-2812000,,136870000.0,,3469000,,1565843000,0.58,,52527000,,,,,,,
2006-09-30,,-22200000.0,,18293000,-19983000,5673000,32199885.0,,-111105000,,,63052000,,-11376000,964307000,31574000,1759799000,,33976000,10722000,,0.98,,-363000.0,,-25000.0,-37676000,7750000.0,,19610000.0,,681516000,,837005000,4324000.0,,,40354000,48790000.0,,7750000.0,8583000.0,7750000.0,121906000.0,20443000,,-1597000.0,,-436940000.0,-45103000,10312000,3116000,32323675.0,-2207000,,0.0,2005713000.0,33727000,,22698000,-833000,,2080000.0,,2727000,,1568773000,0.98,,40991000,,,,,,,
2006-12-31,,-22197000.0,,17243000,4872000,7478000,,,-119094000,,,62789000,,-141873000,1011790000,9183000,1799352000,,11585000,11071000,,,,1434000.0,,997000.0,-45332000,11948000.0,,19610000.0,,674296000,,879198000,-82000.0,,,41459000,49019000.0,,11948000.0,7750000.0,11948000.0,121906000.0,-3807000,,-4390000.0,,-443807000.0,-171407000,10050000,19996000,,-14084000,,0.0,2045273000.0,29534000,,21330000,4198000,,0.0,,-4472000,,1601466000,,,38573000,,,,,,,
2007-03-31,,-22199000.0,,20747000,-6912000,9048000,32348690.0,,-120763000,,,63979000,,-92866000,1090539000,16478000,1854715000,,18880000,10741000,,0.51,,-21651000.0,,0.0,-67535000,5167000.0,,20605000.0,,653726000,,930230000,6718000.0,,,42226000,48598000.0,,5167000.0,11948000.0,5167000.0,121909000.0,-3968000,,-4771000.0,,-457982000.0,-127528000,9656000,26092000,32484954.0,-110000,,-2631000.0,2165355000.0,34662000,,21753000,-6781000,,,,1947000,,1707373000,0.51,,42500000,,,,,,,
2007-06-30,,-23195000.0,,13804000,4932000,9460000,32371183.0,,-125820000,,,64630000,,-35816000,1169901000,13090000,1927685000,,15492000,10941000,,0.4,,4385000.0,,0.0,-64351000,11134000.0,,20610000.0,,647748000,,562617000,3535000.0,,,44353000,46381000.0,,11134000.0,5167000.0,11134000.0,121909000.0,-510013000,,2188000.0,,-472302000.0,-75771000,8072000,30363000,32486171.0,160540000,,0.0,2247047000.0,39955000,,20277000,5967000,,,,5723000,,1774745000,0.4,,38022000,,,,,,,
2007-09-30,,-23196000.0,,15530000,-6939000,8719000,32373228.0,455000.0,-134943000,,,67639000,,41737000,1212609000,9028000,1963750000,,11430000,11369000,,0.28,,68134000.0,,0.0,-57773000,3655000.0,,20610000.0,,641535000,,594283000,10679000.0,,,45854000,56629000.0,,4110000.0,11134000.0,3655000.0,121909000.0,-226334000,,-3464000.0,,-488050000.0,-385000,9009000,8172000,32501719.0,260304000,,0.0,2292918000.0,42122000,,21785000,-7479000,,-2602000.0,,22100000,,1804868000,0.28,,40556000,,,,,,,
2007-12-31,,-23195000.0,,36340000,-61410000,9353000,,707000.0,-87512000,,,62223000,,-152465000,1263481000,65613000,2068720000,,68015000,7509000,,,,1041000.0,,0.0,-55143000,11732000.0,,20610000.0,,693292000,,650912000,-2660000.0,,,42852000,54418000.0,,12439000.0,3655000.0,11732000.0,121910000.0,512029000,,-3432000.0,,-463932000.0,-183226000,10765000,32459000,,28075000,,-29050000.0,2368556000.0,30761000,0.0,19371000,8077000,,0.0,,-12184000,,1904624000,,,55711000,,,,,,,
2008-03-31,,-23199000.0,,23987000,6111000,9236000,32456614.0,2238000.0,-96636000,,,70802000,,24095000,1296334000,9864000,2085909000,,12266000,12266000,,0.3,,-19103000.0,,,-26518000,4881000.0,,21464000.0,,678374000,,675983000,840000.0,,,46919000,,,7119000.0,11732000.0,4881000.0,121909000.0,-3710000,,-6267000.0,,-480642000.0,-7415000,9713000,-11843000,32554927.0,-299000,,-10635000.0,2406272000.0,31510000,,23883000,-6851000,,,,-10854000,,1925630000,0.3,,47870000,,,,,,,
2008-06-30,,-24054000.0,,17415000,-1914000,9187000,32351044.0,2406000.0,-109999000,,,69629000,,-11415000,1314183000,5581000,2087725000,,7983000,7577000,,0.17,,19765000.0,,,-24260000,4367000.0,,,,663296000,,849061000,-2952000.0,,,51043000,52282000.0,,6773000.0,4881000.0,4367000.0,121909000.0,-2472000,,3081000.0,,-497697000.0,-44025000,9448000,-8864000,32509817.0,-224000,,-4135000.0,2429759000.0,32610000,,18586000,-514000,,,,1897000,75421000.0,1932062000,0.17,,40122000,,,,,,,
