date,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyInventory,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda
2016-04-30,11240000000.0,98000000.0,,-1422000000.0,8689000000.0,66211000000,30597000000.0,3292000000,0.0,1.07,3035000000.0,0.0,5160000000.0,2409000000.0,,466000000.0,33442000000.0,584000000.0,1483000000.0,2409000000.0,,-1296000000.0,,8179000000.0,-2831000000.0,178000000.0,,668000000,,88000000,1.07,1124786000000,1850900000.0,93644000000.0,2005000000.0,9327000000.0,15689000000.0,2052000000,2024000000,274417000000,8893000000,309000000.0,1987000000,931000000,-970000000.0,1853900000.0,329000000.0,-18632000000.0,3400000000,3204000000,51070000000,668000000,,-28000000.0,1590000000.0,,2509000000.0,1056963000000,,,,,,,,,,,,,,,,,,,
2016-07-31,12378000000.0,199000000.0,,-1412000000.0,11037000000.0,69571000000,30648000000.0,3593000000,0.0,1.24,3208000000.0,0.0,5309000000.0,2813000000.0,,576000000.0,34387000000.0,556000000.0,1393000000.0,2813000000.0,-305000000.0,-6084000000.0,,8624000000.0,22535000000.0,-37000000.0,,26164000000,,301000000,1.24,1182436000000,1853400000.0,99674000000.0,2396000000.0,9652000000.0,16262000000.0,2358000000,2329000000,295141000000,8941000000,335000000.0,2293000000,-19855000000,-970000000.0,1856600000.0,334000000.0,-18812000000.0,3400000000,3292000000,58198000000,25859000000,,-29000000.0,1671000000.0,,2542000000.0,1111232000000,,,,,,,,,,,,,,,,,,,
2016-10-31,14735000000.0,58000000.0,8398000000.0,-1419000000.0,11834000000.0,72564000000,17857000000.0,3907000000,0.0,1.2,3104000000.0,0.0,5482000000.0,2764000000.0,,555000000.0,35452000000.0,2858000000.0,1466000000.0,2764000000.0,-341000000.0,-7745000000.0,,8667000000.0,-2625000000.0,83000000.0,,1092000000,-2916000000.0,314000000,1.2,1176967000000,1855400000.0,107571000000.0,2829000000.0,9726000000.0,16662000000.0,2303000000,2274000000,302597000000,10891000000,345000000.0,2231000000,6915000000,-978000000.0,1858800000.0,350000000.0,-22427000000.0,4400000000,3593000000,57621000000,751000000,,-29000000.0,1804000000.0,,2639000000.0,1102753000000,,,,,,,,,,,,,,,,,,,
2017-01-31,19477000000.0,71000000.0,,-2528000000.0,9131000000.0,71680000000,29794000000.0,3748000000,0.0,1.32,3326000000.0,-2250000000.0,5355000000.0,3016000000.0,,596000000.0,37330000000.0,3129000000.0,2387000000.0,3016000000.0,-21000000.0,6954000000.0,,9038000000.0,3780000000.0,219000000.0,,7952000000,,-159000000,1.32,1186883000000,1855800000.0,113275000000.0,2070000000.0,9878000000.0,16222000000.0,2533000000,2504000000,312994000000,8394000000,344000000.0,2456000000,-14989000000,-991000000.0,1860300000.0,318000000.0,-23384000000.0,4400000000,3907000000,58186000000,7931000000,,-29000000.0,1986000000.0,,2661000000.0,1113581000000,,,,,,,,,,,,,,,,,,,
2017-04-30,14756000000.0,79000000.0,,-3233000000.0,11853000000.0,74587000000,35816000000.0,5271000000,0.0,1.31,3200000000.0,0.0,5461000000.0,2649000000.0,,257000000.0,37577000000.0,2760000000.0,2372000000.0,2649000000.0,-251000000.0,13304000000.0,,8391000000.0,6894000000.0,-147000000.0,,10180000000,,1523000000,1.31,1251920000000,1854400000.0,121992000000.0,2306000000.0,10580000000.0,16942000000.0,2503000000,2475000000,327407000000,8482000000,346000000.0,2427000000,-22079000000,-1077000000.0,1858700000.0,320000000.0,-19350000000.0,4400000000,3748000000,59498000000,9929000000,,-28000000.0,2086000000.0,,2716000000.0,1175681000000,,,,,,,,,,,,,,,,,,,
2017-07-31,18825000000.0,114000000.0,,-2226000000.0,6564000000.0,71876000000,22578000000.0,4113000000,0.0,1.46,3219000000.0,0.0,5154000000.0,3407000000.0,,760000000.0,39473000000.0,3529000000.0,2472000000.0,3407000000.0,,4503000000.0,,9210000000.0,-7192000000.0,122000000.0,,-2858000000,,-1158000000,1.46,1202381000000,1846500000.0,123273000000.0,2733000000.0,9340000000.0,15630000000.0,2769000000,2740000000,304872000000,9714000000,327000000.0,2693000000,-2589000000,-1070000000.0,1850200000.0,337000000.0,-23617000000.0,4750000000,5271000000,49714000000,-2858000000,,-29000000.0,2357000000.0,,2586000000.0,1128917000000,,,,,,,,,,,,,,,,,,,
2017-10-31,12120000000.0,82000000.0,8306000000.0,-3239000000.0,8006000000.0,74207000000,32851000000.0,3971000000,0.0,1.42,3245000000.0,-270000000.0,5313000000.0,3249000000.0,,640000000.0,40489000000.0,-204000000.0,2599000000.0,3249000000.0,-305000000.0,7838000000.0,,9196000000.0,13853000000.0,-19000000.0,,17748000000,-2993000000.0,-142000000,1.42,1278995000000,1845800000.0,146411000000.0,3348000000.0,9877000000.0,16156000000.0,2712000000,2677000000,333508000000,9528000000,178000000.0,2627000000,-25806000000,-1073000000.0,1849900000.0,332000000.0,-15879000000.0,4750000000,4113000000,55156000000,17443000000,,-652000000.0,2556000000.0,,2618000000.0,1203805000000,,,,,,,,,,,,,,,,,,,
2018-01-31,9881000000.0,37000000.0,,-1930000000.0,4472000000.0,72188000000,30571000000.0,3896000000,0.0,1.24,3291000000.0,-1850000000.0,5102000000.0,3246000000.0,,1040000000.0,41744000000.0,3393000000.0,2097000000.0,3246000000.0,,-2764000000.0,,9278000000.0,-2718000000.0,680000000.0,,2231000000,,-75000000,1.24,1261316000000,1841700000.0,135262000000.0,2292000000.0,9766000000.0,15558000000.0,2353000000,2335000000,344146000000,7518000000,178000000.0,2283000000,570000000,-1063000000.0,1846200000.0,333000000.0,-15677000000.0,4750000000,3971000000,48789000000,2231000000,,-18000000.0,2878000000.0,,2521000000.0,1188142000000,,,,,,,,,,,,,,,,,,,
2018-04-30,15500000000.0,61000000.0,,-1783000000.0,5923000000.0,75670000000,23099000000.0,4197000000,,1.54,3239000000.0,,5187000000.0,3531000000.0,,746000000.0,43363000000.0,,1713000000.0,,-225000000.0,-910000000.0,,9391000000.0,-10448000000.0,-136000000.0,,-6144000000,,301000000,1.54,1283836000000,1843600000.0,134011000000.0,2525000000.0,10088000000.0,16169000000.0,2916000000,2898000000,353567000000,7631000000,178000000.0,2846000000,7253000000,-1199000000.0,1847500000.0,356000000.0,-16528000000.0,5100000000,3896000000,40584000000,-6369000000,,-18000000.0,3211000000.0,,2509000000.0,1207174000000,,,,,,,,,,,,,,,,,,,
2018-07-31,14956000000.0,67000000.0,,-4302000000.0,6498000000.0,76694000000,20408000000.0,5541000000,,1.65,3473000000.0,-618000000.0,5212000000.0,3580000000.0,,705000000.0,44223000000.0,,2568000000.0,,-175000000.0,-3562000000.0,,9814000000.0,3437000000.0,-138000000.0,,7760000000,,1344000000,1.65,1292504000000,1830000000.0,130152000000.0,3084000000.0,10778000000.0,16360000000.0,3105000000,3087000000,369338000000,7023000000,178000000.0,3028000000,-2885000000,-1192000000.0,1834000000.0,336000000.0,-19475000000.0,4850000000,4197000000,40119000000,7585000000,,-18000000.0,3856000000.0,,2483000000.0,1214817000000,,,,,,,,,,,,,,,,,,,
2018-10-31,13266000000.0,84000000.0,8486000000.0,-2410000000.0,6639000000.0,79047000000,28385000000.0,4735000000,,1.58,3621000000.0,-31000000.0,5324000000.0,3416000000.0,,691000000.0,46145000000.0,,2204000000.0,,-261000000.0,709000000.0,,10045000000.0,-2551000000.0,-21000000.0,,1846000000,-3162000000.0,-806000000,1.58,1334903000000,1826500000.0,130600000000.0,3344000000.0,11281000000.0,16536000000.0,2960000000,2942000000,381746000000,8740000000,175000000.0,2891000000,-3389000000,-1180000000.0,1830500000.0,366000000.0,-20252000000.0,5000000000,5541000000,35455000000,1585000000,,-18000000.0,4238000000.0,,2459000000.0,1254863000000,,,,,,,,,,,,,,,,,,,
2019-01-31,17074000000.0,37000000.0,,-2689000000.0,7983000000.0,81670000000,32073000000.0,4381000000,,1.27,3714000000.0,,5353000000.0,2591000000.0,,503000000.0,46660000000.0,,2377000000.0,,-173000000.0,-2121000000.0,,9915000000.0,-7239000000.0,141000000.0,,-3307000000,,-354000000,1.27,1322506000000,1833100000.0,126253000000.0,2163000000.0,11528000000.0,16941000000.0,2410000000,2392000000,371799000000,8893000000,187000000.0,2332000000,5078000000,-1188000000.0,1836200000.0,339000000.0,-10336000000.0,5350000000,4735000000,36052000000,-3480000000,,-1011000000.0,4684000000.0,,2647000000.0,1240836000000,,,,,,,,,,,,,,,,,,,
2019-04-30,16533000000.0,149000000.0,,-3306000000.0,9743000000.0,84898000000,25538000000.0,5009000000,,1.7,3673000000.0,-21000000.0,5500000000.0,3679000000.0,,773000000.0,47980000000.0,,3004000000.0,,-292000000.0,-1637000000.0,,10145000000.0,-6198000000.0,-91000000.0,,-1668000000,,628000000,1.7,1356588000000,1826600000.0,125109000000.0,2538000000.0,11756000000.0,17232000000.0,3172000000,3172000000,386066000000,8968000000,192000000.0,3110000000,3874000000,-1314000000.0,1830000000.0,344000000.0,-15585000000.0,5350000000,4381000000,33462000000,-1960000000,,,4401000000.0,,2623000000.0,1271690000000,,,,,,,,,,,,,,,,,,,
2019-07-31,20771000000.0,109000000.0,,-3237000000.0,9933000000.0,86382000000,28214000000.0,5012000000,,1.74,3758000000.0,-105000000.0,5463000000.0,3758000000.0,-4000000.0,813000000.0,48818000000.0,,2418000000.0,,-113000000.0,-47000000.0,,10415000000.0,-283000000.0,-3000000.0,,4449000000,,3000000,1.75,1405442000000,1825300000.0,116700000000.0,2930000000.0,11571000000.0,17006000000.0,3248000000,3248000000,394410000000,10596000000,195000000.0,3186000000,-4352000000,-1317000000.0,1828600000.0,345000000.0,-18762000000.0,5800000000,5009000000,39709000000,4336000000,,,4620000000.0,,2565000000.0,1319060000000,,,,,,,,,,,,,,,,,,,
2019-10-31,23425000000.0,169000000.0,8778000000.0,-2936000000.0,10581000000.0,87701000000,23746000000.0,4863000000,,1.54,3655000000.0,,5513000000.0,3201000000.0,,646000000.0,49497000000.0,,2321000000.0,,-216000000.0,-1847000000.0,,10254000000.0,-3561000000.0,-80000000.0,,797000000,-3265000000.0,-149000000,1.54,1415290000000,1811700000.0,111104000000.0,3245000000.0,11548000000.0,16976000000.0,2856000000,2856000000,407460000000,10725000000,193000000.0,2788000000,906000000,-1338000000.0,1814500000.0,377000000.0,-31417000000.0,5800000000,5012000000,30446000000,581000000,,0.0,4363000000.0,,2503000000.0,1327589000000,,,,,,,,,,,,,,,,,,,
