date,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyInventory,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda
1997-07-31,,,,,,7050034459,,0,-1957872999.0,0.23497,453066850.0,,,468917988.0,,173949001.0,,-1449073399.0,,469055824.0,,3885076283.0,,1359062716.0,,,,-1154087399,,46052689,0.24188,156126946933,1186433355.0,,,,,294968987,294968987,53384011027,3289042040,,286974500,-2684936194,-90955963.0,1221323999.0,,-727063195.0,541006203,0,596002757,-1154087399,,-9702187591.0,1258028946.0,,,149076912474,,,,,,,,,,,,,,,,,,,
1997-10-31,,,,,,7303055908,,0,-15483948030.0,,527938630.0,,1504999296.0,444007449.0,,155026825.0,5459935220.0,-1532787891.0,,444145285.0,,4769046438.0,,1639103393.0,,,,-1293941050,,-78966194,,163851992677,,,,,,288980624,288980624,33422053232,3390930855,,281017681,-3554071582,-91022017.0,,,-6701020609.0,545979440,0,7586959583,-1448989635,,6994185887.0,1377892107.0,,,156548936769,,,,,,,,,,,,,,,,,,,
1998-01-31,,,,,85044415.0,7920052425,,0,-3966069609.0,0.24119,479976700.0,,,490024756.0,,197029270.0,5832969273.0,-3485947284.0,,490024755.0,,11124071647.0,,1467016163.0,,,,-3192951798,,11067424,0.24119,177039027232,1168904440.0,,,,,292995486,292995486,37846075433,3463958060,,281928062,-7920052425,-106014271.0,1168904440.0,,-3953982816.0,905053153,516965196,5742973642,-3192951798,,-27959808.0,1509975244.0,,,169118974807,,,,,,,,,,,,,,,,,,,
1998-04-30,,,,,37938440.0,8064137437,,0,-887903190.0,0.250315,553042233.0,,,497924123.0,,190980673.0,5939584825.0,-8110044126.0,,498067287.0,,12634983471.0,,1545025054.0,,,,-7803039612,,43907522,0.250315,189518969220,1186193300.0,,,,,306943450,306943450,45672870437,3425053686,,296921976,-4787893173,-105009351.0,1186193300.0,,-3899989983.0,900071582,0,6877881174,-7803039612,,44137331.0,1602004295.0,,,181454831782,,,,,,,,,,,,,,,,,,,
1998-07-31,,,,,204988662.0,8396976568,,0,1642937273.0,0.23362,565986395.0,,,445049131.0,,157974301.0,6424036281.0,-15426079641.0,,445049131.0,,18937997036.0,,1741043084.0,,,,-15139004811,,117965341,0.23362,208746031746,1177691443.0,,,,,287074830,287074830,60728949358,3543008314,,275132275,-3681018877,-112937073.0,1177691443.0,,-5323956150.0,915041572,0,6925018896,-15139004811,,31895038.0,1842932729.0,,,200349055178,,,,,,,,,,,,,,,,,,,
1998-10-31,,,,,,8533106961,1943972835.0,0,2200231390.0,,568059281.0,,1665997839.0,298950840.0,,65019342.0,6386942429.0,9678190823.0,,298947667.0,,-35907115435.0,,1384998618.0,,,,9362037431,,6099688,,181830992437,,,1943972835.0,1785923754.0,,233931498,233931498,49718938108,3538972064,,221818219,26551026522,-112989452.0,,,-37189103000.0,845037814,0,3079024541,9020009340,66985646.0,10887156.0,2101076296.0,,958018213.0,173297885476,,,,,,,,,,,,,,,,,,,
1999-01-31,,,,,-91101375.0,8643903913,,0,-18484967518.0,0.25682,576975374.0,-51971597.0,,483909956.0,,171929294.0,6451880949.0,-10126907388.0,,484061037.0,,34429974316.0,,1730019641.0,,,,-9814926726,,1274966007,0.25682,213484967518,1171839440.0,,,,,311980662,311980662,64426952712,3558996827,,300951805,-23339930503,-111950446.0,1171839440.0,,-4854962985.0,838948482,1379060281,8531046986,-9814926726,,-41093821.0,1899984892.0,,,204841063605,,,,,,,,,,,,,,,,,,,
1999-04-30,,,,,,8711013858,,0,8429971165.0,0.28398,605981036.0,-154009439.0,,534062728.0,,185995624.0,6674544128.0,1615018256.0,,534062728.0,,-4505977234.0,,1748067104.0,,,,1962993830,,-967015606,0.28398,208040991977,1187147634.0,,,,,348067104,348067104,63823048869,3410940919,,337126185,1575962596,-111973697.0,1187147634.0,,-6854008569.0,830051058,0,7595915390,1962993830,,20962529.0,1948942378.0,,,199329978118,,,,,,,,,,,,,,,,,,,
1999-07-31,,,,,,10218025880,,2069064099,130079110.0,1.223055,650015047.0,148954253.0,,1702076437.0,,229009931.0,8011435450.0,-6083055195.0,,1704032501.0,,13549069424.0,,1792055372.0,,,,-4609999093,,402100758,1.223055,222486006621,1196295932.0,,,,,1473066506,1473066506,70103069515,3490069215,,1463135721,-8536964985,-124104747.0,1196295932.0,,-8667044095.0,839000903,0,8307102016,-4609999093,,372373242.0,2000000000.0,,,211888052964,,,,,,,,,,,,,,,,,,,
1999-10-31,,,,,,11533029278,1787994704.0,1464028248,7104996690.0,,650024964.0,-228981750.0,1737972635.0,1360053366.0,,512044665.0,8693982639.0,2326002147.0,,1362949042.0,,-9569138302.0,,2519967165.0,,,,2652898592,,-625013642,,214416948654,,,-1.0,1329998529.0,,848008701,848008701,69092982198,3217007503,,837097924,6290928478,-127916380.0,,,-40622954485.0,833014565,2069064099,6225982051,2379836947,,1063529714.0,2044109360.0,,908930410.0,202548918640,,,,,,,,,,,,,,,,,,,
2000-01-31,1258969907.0,,,,,11925925926,,1966001157,-7926938658.0,0.347735,662037037.0,,,716001158.0,,269965278.0,8853298611.0,-7481047454.0,,725983796.0,,17639033565.0,,2046875000.0,,,,-7035011574,,502025463,0.347735,233914930556,1248156723.0,,,,,446035880,446035880,72129918981,3180989583,,434027778,-10101996528,-142071759.0,1248156723.0,,-3434027777.0,930989583,1463975694,8971932870,-7035011574,,-12008102.0,1992042824.0,,,221650028936,,,,,,,,,,,,,,,,,,,
2000-04-30,13844703079.0,,,,,12100118483,,2092713270,2977294108.0,0.022225,981931280.0,,,-77014218.0,,-118483412.0,9215047393.0,-529912261.0,,-54798578.0,,-12473156788.0,,2787322276.0,,,,-488685108,,127417665,0.022225,270082938389,1243200000.0,,,,,41469194,41469194,84413507109,4327606635,,29620853,13089259561,-142288431.0,1243200000.0,,,1224822275,1966001157,5663507109,-488685108,,1063548387.0,2655509479.0,,,256359597156,,,,,,,,,,,,,,,,,,,
2000-07-31,-5479713414.0,,,,,12216111772,,1770214031,-478417282.0,0.208005,887336504.0,,,326991676.0,,44589774.0,9512485137.0,-853487372.0,,349286564.0,,6369497777.0,,2552021403.0,,,,-570833639,,-323260013,0.208005,272742271106,1243600000.0,,,,,282401902,282401902,88550832342,4839476813,,266052319,-6123410477,-171941831.0,1243600000.0,,,1236623068,2092713270,6697384067,-570833639,,-39352414.0,2828478002.0,,,258895659929,,,,,,,,,,,,,,,,,,,
2000-10-31,78487523827.0,,,,,12349984770,,1521474261,2120111787.0,,868117039.0,,2791653975.0,361978509.0,,106918120.0,9038988730.0,9280225338.0,,386143641.0,,-13254838459.0,,2617529753.0,,,,2182254963,,-248309219,,264817240329,,,,,,255060389,255060389,85386841304,4882729211,,238840287,10825760603,-171172850.0,,,-69588292280.0,1250380749,1770214031,4186719464,1988834311,,-127326464.0,2595325412.0,,7834297898.0,250811757539,,,,,,,,,,,,,,,,,,,
2001-01-31,1857292760.0,,,,,12890121421,,1599460351,-1978713836.0,0.337845,963873482.0,-86943487.0,2620296807.0,392744716.0,,-44970769.0,9169539799.0,-9631239695.0,,410733024.0,,19280467696.0,,2872133114.0,2283016040.0,-550142407.0,,-7030430220,,77949333,0.337845,284053365313,1247400000.0,,,,,437715485,437715485,96210463199,4850846949,,418228152,-12172088143,-175385999.0,1247400000.0,470694049.0,-11755359017.0,1472043172,1521511018,7363213911,-7030430220,,-26982462.0,2858641883.0,,7624044371.0,269881576974,,,,,,,,,,,,,,,,,,,
2001-04-30,3572682670.0,,,,,13109643735,,1769041769,4008812115.0,0.285175,915233415.0,-405992631.0,2036240786.0,394656019.0,,15356265.0,9375000000.0,-5543821730.0,,406941032.0,,2887836972.0,,2782555282.0,-811885819.0,-288309681.0,,-5805871991,,169286539,0.285175,288002149877,1255800000.0,,,,,379299754,379299754,103564189189,4895577396,,357800983,3087321558,-197771249.0,1255800000.0,472180644.0,-4493105356.0,1480343980,1599460351,4313574939,-5805871991,,3948064.0,2504606880.0,,7272727273.0,273613329239,,,,,,,,,,,,,,,,,,,
2001-07-31,3215284509.0,,,,,13224770642,,1648318043,-3423064640.0,0.25486,941896024.0,-29999662.0,1961773700.0,296636085.0,,-44342508.0,9489296636.0,-667446222.0,,301223242.0,,6542704506.0,,2631498471.0,-1416084349.0,-137083080.0,,-1464921031,,-121853609,0.25486,295836391437,1256400000.0,,,,,340978593,340978593,105792048930,5686544343,,321100917,-5199637085,-195650091.0,1256400000.0,440917356.0,-5584868960.0,1478593272,1769041769,5692660550,-1464921031,,17258508403.0,2408256881.0,,6917431193.0,281350152905,,,,,,,,,,,,,,,,,,,
2001-10-31,3090972405.0,,,,,13404221552,,1961593398,1364399467.0,,886247123.0,-835578742.0,1831455325.0,144220591.0,,-80607321.0,9652436121.0,7531128501.0,,152018731.0,,-13522943788.0,,2550500453.0,1658967777.0,-233796684.0,,9468656983,,314230497,,287838438343,,,,,,224827912,224827912,97194096175,4891287097,,203463409,4366930253,-197737654.0,,423857530.0,504972755.0,1491826694,1648318043,5945088081,9468656983,,-17235474006.0,2359168998.0,,6616410094.0,273162990002,,,,,,,,,,,,,,,,,,,
2002-01-31,3537145573.0,,,,,13939489941,,1460478378,-5265325519.0,0.27607,1013781087.0,-478377950.0,1718675748.0,448281325.0,,72865516.0,9784571519.0,-7003009663.0,,457785522.0,,25981308411.0,,2848091240.0,-552827499.0,-128306669.0,,-7023602091,,-500554412,0.28109,310427688896,1279000000.0,,,,,375415809,375415809,102361793125,4413115793,,354823380,-19458260732,-199588151.0,1293600000.0,345319183.0,-17018849992.0,1492159037,1961032789,6386820846,-7023602091,,-3168067.0,1908759702.0,,6719467765.0,295588468241,,,,,,,,,,,,,,,,,,,
2002-04-30,4308236268.0,,,,,13914066175,,1911557159,529556348.0,0.1001,881292144.0,-338620639.0,1643405990.0,144268465.0,,-9408813.0,9700486122.0,8348469911.0,,152109142.0,,-7954022854.0,,2496471695.0,-3605867812.0,-125731280.0,,5113613068,,451942212,0.1001,300716637918,1279600000.0,,,,,153677278,153677278,99788301709,4077152266,,133291516,3290783862,-200286398.0,1294200000.0,332115347.0,-1133886404.0,1486592442,1460478378,6998588678,5113613068,,31795.0,1470911087.0,,6796299200.0,285902461973,,,,,,,,,,,,,,,,,,,
2002-07-31,2146700503.0,,,,,13467933492,,1673792557,-4412291003.0,-0.335165,867775139.0,-1687080.0,1672209026.0,-696753761.0,,-289786223.0,9193982581.0,-1587740533.0,,-688836104.0,,807235425.0,,2441805226.0,3523699270.0,-254275590.0,,1607534550,,-238006961,-0.335165,309569279493,1283000000.0,,,,,-406967538,-406967538,98685669042,4080760095,,-427553444,-2651208799,-201867335.0,1293200000.0,323357236.0,-347659487.0,1491686461,1911557159,7860649248,1539442705,,2037973960.0,1575613618.0,,6609659541.0,295201900238,,,,,,,,,,,,,,,,,,,
2002-10-31,16006360024.0,,,,,13040498442,,1901869159,2618465158.0,,802158487.0,-287233334.0,1633956386.0,-378352980.0,,-180097084.0,8710280374.0,14276548198.0,,-369421567.0,-45615320.0,-34365673630.0,,2442748685.0,342161150.0,-508820417.0,,14233918647,,227429130,,278040498442,,,,,,-198255896,-198255896,82197819315,4342679128,,-219026794,20359184111,-200438801.0,,309177081.0,1880458188.0,1484423676,1673792557,6537383178,14188303327,,-2034837689.0,1566519413.0,,6517133956.0,263749221184,,,,,,,,,,,,,,,,,,,
2003-01-31,6508515815.0,,,,1520681.0,13201034063,,1572384428,-2712895377.0,0.251795,965632603.0,-27372263.0,1532846715.0,466849148.0,,120133820.0,8804744526.0,-1811131387.0,,489659368.0,,25903284672.0,,2559306570.0,-8068734793.0,-121654501.0,,-9373479319,,-328467153,0.251795,311438564477,1291200000.0,,,,,346715328,346715328,94405413625,4318734793,,323905109,-16858272506,-203771290.0,1299400000.0,285888078.0,-20653892944.0,1476581509,1902372263,9016119221,-9373479319,,2.0,1470498784.0,,6272810219.0,296987530414,,,,,,,,,,,,,,,,,,,
2003-04-30,7912220258.0,,,,4296148.0,12879851067,,1357582701,1815000489.0,-0.23041,893598740.0,-57118643.0,1479306888.0,-272089360.0,,1432049.0,8089646284.0,4175444720.0,,-249176571.0,,12454154824.0,,2413003008.0,-1454392803.0,-31574770.0,,2713018199,,-215711567,-0.23041,321652584849,1297000000.0,,,,,-273521409,-273521409,94303308034,4260346556,,-295002148,-15381452541,-202930701.0,1304400000.0,272611134.0,-25108673288.0,1785765430,1572384428,6945438923,2713018199,,549906915.0,1446369755.0,,5331519404.0,307522554776,,,,,,,,,,,,,,,,,,,
2003-07-31,4608253513.0,,,,7036307.0,12946805516,,1547987616,1549456948.0,0.365255,958345061.0,-21053705.0,1442443006.0,630453138.0,,129468055.0,8326766113.0,-9317592252.0,,651562061.0,,-20635795815.0,,2594990150.0,9679333619.0,-1569491.0,,1108814624,,189548830,0.37026,302215029552,1302600000.0,,,,,500985083,500985083,93359133127,5143540670,,479876161,19715097971,-204049487.0,1310600000.0,266156009.0,13593976308.0,1535322263,1357582701,7813115677,1072225826,,-1407261.0,1438221222.0,,5108359133.0,288018575851,,,,,,,,,,,,,,,,,,,
2003-10-31,10220647761.0,,,,-121324014.0,13110905974,,1467756824,2116471700.0,,941069502.0,-254471214.0,1417644732.0,571801160.0,,71279844.0,8517737043.0,9890111307.0,,595157099.0,-64954127.0,-25467918243.0,,2474035998.0,-9825962.0,80949362.0,,10705279623,,63188508,,273531583806,,,,,,500521316,500521316,79665040222,5886852169,,479625812,14827145868,-230604186.0,,265942168.0,2554980534.0,1535012528,1547987616,7718581037,10640325496,,-22330047.0,1279959516.0,,5000659370.0,259170512990,,,,,,,,,,,,,,,,,,,
2004-01-31,3406564320.0,,,,-44997353.0,13536262573,,1769454738,-1825039704.0,0.44231,943620963.0,-190577025.0,1360508205.0,944944415.0,,341450503.0,8867125463.0,169401800.0,,967443092.0,-10587612.0,36017734251.0,,2788512441.0,-13579936474.0,-22498677.0,,-16844891477,,296453150,0.447335,316236103759,1309600000.0,,,,,603493912,603493912,103163049232,5696135521,,582318687,-18876389624,-230280572.0,1320000000.0,238221281.0,-20447326628.0,1521969296,1467707782,8065113817,-16855479089,,-1323451.0,1369772367.0,,4842509264.0,301449179460,,,,,,,,,,,,,,,,,,,
2004-04-30,4522957139.0,,,,30165913.0,13735088441,,1515151515,-3222265931.0,0.3711,970793912.0,32891573.0,1351981352.0,667763609.0,,156314274.0,8897573015.0,362615203.0,,689702455.0,-64827169.0,-1838384189.0,,2768408063.0,1693195764.0,-50173749.0,,6899738591,,-260802526,0.3711,312304949952,1313600000.0,,,,,511449335,511449335,98643905114,5730152201,,490881667,-5322156927,-244146961.0,1324000000.0,234835074.0,-6558020966.0,1526120938,1769454738,9433703551,6834911422,,2694629.0,1236802413.0,,4774441245.0,297319347319,,,,,,,,,,,,,,,,,,,
2004-07-31,62970012806.0,,,,-55888224.0,13673985363,,1836327345,-54669261232.0,0.42946,956753160.0,-65867442.0,1221556886.0,762475050.0,,178310047.0,9176314039.0,-13141464773.0,,785096473.0,60777389.0,197230111.0,,2674650698.0,12059728069.0,-76362837.0,,-395499143,,330284173,0.434455,309193612774,1306200000.0,,,,,584165003,584165003,101354624085,5671324019,,565535595,527222532,-241473997.0,1314800000.0,221554423.0,-7834306431.0,1309381238,1515151515,10236859614,-334721754,,8227067.0,1257485030.0,,4593479707.0,294270126414,,,,,,,,,,,,,,,,,,,
2004-10-31,-46442084862.0,,,,-264569617.0,13977078761,1532553036.0,1404535479,52853606613.0,,1292028477.0,39451455.0,1330163375.0,739955836.0,,127481199.0,9540356011.0,12329028360.0,,763532676.0,-192629128.0,-7591649668.0,,2592540838.0,-11989617449.0,277052820.0,,1411122646,,-413484175,,311026578883,,,1532553036.0,1452084857.0,,612474637,612474637,131977566447,5643745428,,595655799,5768373519,-252155042.0,,225896415.0,-450519104.0,1309436723,1836327345,9038039503,1218493518,,-60960740.0,1327368184.0,,4368446720.0,295799804926,,,,,,,,,,,,,,,,,,,
2005-01-31,6706772513.0,,,,-212106177.0,13202679236,,1729099479,-3117092533.0,0.47514,1085338626.0,-2480774.0,1223021583.0,850905482.0,,220788886.0,9915653684.0,537087572.0,,852145870.0,,19162738774.0,,2806995783.0,-9243363930.0,-48375093.0,,-7980649963,,310096750,0.48014,333316794840,1313200000.0,,,,,630116596,630116596,110839742000,7870255520,,630116596,-10871992062,-235673530.0,1323800000.0,195981146.0,-14461672042.0,3475564376,1404118085,10587943438,-7980649963,,-1.0,1601339618.0,,4254527413.0,320114115604,,,,,,,,,,,,,,,,,,,
2005-04-30,6016149401.0,,,,-298488665.0,15591939547,,1797229219,-1420690843.0,0.428465,1154911839.0,-749408395.0,1711586902.0,812342570.0,,212846348.0,10230478589.0,-102578756.0,,832493703.0,,-6046869756.0,,2909319900.0,3344119598.0,205805823.0,,4206090769,,52623653,0.433445,359544080605,1381600000.0,,,,,599496222,599496222,146580604534,5569269521,,583123426,1893402641,-280699266.0,1392200000.0,207041524.0,-2163013096.0,5632241814,1729099479,10853904282,3667047948,,3778340.0,1619647355.0,,9186397985.0,342275818640,,,,,,,,,,,,,,,,,,,
2005-07-31,58832116656.0,,,,-362434186.0,15774458185,,2172156239,-61682370903.0,0.290355,1082404800.0,-2365760.0,1772988858.0,423656177.0,,12244398.0,10357536427.0,-3947426657.0,,481204849.0,-152765677.0,6449454846.0,,3099057182.0,6175967731.0,-263956994.0,,2542772736,,416023322,0.290355,368422921513,1415200000.0,,,,,411411779,411411779,147491122811,5569976736,,391820742,-8574979821,-283186406.0,1426800000.0,234910476.0,-5571959897.0,5743847190,1797229219,12479490633,2390007059,,13363819.0,1737480103.0,,9070650178.0,350902412146,,,,,,,,,,,,,,,,,,,
2005-10-31,22107731533.0,,,,-695477624.0,15866099894,1866808360.0,1673160940,61505311912.0,,1594793177.0,-1432543985.0,1800684851.0,843105828.0,,253323861.0,9755579171.0,-27195548330.0,,893359041.0,-121746821.0,-4180980966.0,,3081585528.0,33265607455.0,-154425442.0,,6493328553,,-481187933,,365209587909,,,1866808360.0,1198488606.0,,589781967,589781967,141747549888,6933522258,,559647503,-2795940736,-298563363.0,,229937913.0,-84102800000.0,895028929,2172156239,13418349274,6371581732,,-41938474.0,1810456658.0,,8642106506.0,347634903767,,,,,,,,,,,,,,,,,,,
2006-01-31,11599908967.0,,,,-665680473.0,18472917615,,2157487483,-728265818.0,1.60757,1307464725.0,-150204825.0,1701183432.0,2526172052.0,,219617660.0,12652480655.0,-1148156577.0,,2563723259.0,-75102412.0,9393491124.0,,3403504779.0,-9271734183.0,169549386.0,,-7753755121,,527992717,1.62264,384377560310,1425000000.0,,,,,2306554392,2306554392,158484296768,9017979062,,2302002731,-1110605371,-304961311.0,1437800000.0,212790168.0,-11087847064.0,424442421,1672735548,13383022303,-7828857533,38876877560.0,1137916.0,2184797451.0,,9650659991.0,363057578517,,,,,,,,,,,,,,,,,,,
2006-04-30,,,,,-506866138.0,19283242157,,-4505972982,,0.506855,1189014179.0,,1856648431.0,982471810.0,,244501507.0,13069107960.0,-222838176.0,,1029362510.0,,,,3152841353.0,2781838012.0,,,3247782139,,-5033965699,0.511875,388595511890,1431400000.0,,,,,737970303,737970303,148086412861,9534442336,,732388076,1110605371,,1445000000.0,202527461.0,,6670760299,2157487483,12341185665,3322884551,,,2131293960.0,,4041531763.0,366782404823,,,,,,,,,,,,,,,,,,,
