date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2001-09-30,92250000.0,45250000.0,,184301000.0,99231000.0,0.42,644000.0,0.0,293540000.0,17874000.0,152832000.0,61142000.0,18117000.0,-8569000.0,,172000.0,,804000.0,916000.0,,61142000.0,0.0,59319000.0,,64284768.0,53601000.0,,21593000.0,112000.0,,,-1391000.0,,49300000,,,,20689000.0,6768000.0,,963000.0,140708000.0,279166000.0,1426000.0,,0.43,134782000,42532000,186248000.0,27376000,643770000.0,50750000.0,27376000,27376000,,,,97266000.0,115785000.0,,152832000.0,-7143000.0,457522000.0,0.0,7344000.0,,3476000.0,,64947840.0,140708000.0,2890000.0,,,,,,
2001-12-31,86375000.0,47021000.0,,181688000.0,152832000.0,,646000.0,0.0,325577000.0,18689000.0,186451000.0,70510000.0,-1916000.0,-13877000.0,,187000.0,,0.0,478000.0,,70510000.0,-935000.0,47582000.0,,,33619000.0,-11079000.0,22109000.0,1413000.0,,,-3537000.0,,50138000,,,,20139000.0,7122000.0,,1098000.0,139126000.0,307498000.0,-271000.0,,,129391000,43016000,198361000.0,28332000,684478000.0,33705000.0,28332000,28332000,,,,96659000.0,146019000.0,,186451000.0,-14148000.0,486117000.0,0.0,,,24025000.0,,,139126000.0,4192000.0,,,,,,
2002-03-31,96178000.0,52772000.0,,181487000.0,186451000.0,0.48,649000.0,,282073000.0,21373000.0,111828000.0,79420000.0,-65262000.0,-13710000.0,,183000.0,,0.0,-6923000.0,,79420000.0,-8942000.0,-39177000.0,,64648511.0,-74623000.0,3722000.0,-69854000.0,2019000.0,,,-4906000.0,,54936000,,,,22412000.0,5001000.0,,-9445000.0,170245000.0,338897000.0,-14402000.0,,0.49,146113000,49935000,143640000.0,31399000,666644000.0,-52887000.0,31399000,31399000,,,,114450000.0,75207000.0,,111828000.0,-28112000.0,523004000.0,0.0,,,904000.0,,65219988.0,170245000.0,3020000.0,,,,,,
2002-06-30,101990000.0,58548000.0,,181286000.0,111828000.0,0.53,650000.0,,332536000.0,23712000.0,169533000.0,92772000.0,36199000.0,-18116000.0,,171000.0,,-766000.0,-566000.0,,92772000.0,-232000.0,66048000.0,,64726856.0,57705000.0,4344000.0,21822000.0,432000.0,,,-2907000.0,,59670000,,,,22043000.0,4965000.0,,81000.0,163003000.0,373733000.0,9284000.0,,0.54,156695000,54705000,173076000.0,34836000,734294000.0,47932000.0,34836000,34836000,,,,118711000.0,120035000.0,,169533000.0,-8832000.0,561218000.0,0.0,,,-19873000.0,,65333228.0,163003000.0,4014000.0,,,,,,
2002-09-30,81636000.0,55740000.0,,181082000.0,169533000.0,0.51,651000.0,,394137000.0,22575000.0,213675000.0,93527000.0,2899000.0,-6539000.0,,164000.0,,0.0,800000.0,,93527000.0,-652000.0,70004000.0,,64798908.0,44142000.0,3973000.0,23473000.0,1452000.0,,,-3527000.0,,61481000,,,,23448000.0,5985000.0,,3407000.0,180462000.0,406899000.0,-20698000.0,,0.51,137132000,55496000,193650000.0,33165000,789574000.0,63465000.0,33165000,33165000,,,,111844000.0,140847000.0,,213675000.0,-27237000.0,595924000.0,0.0,,,20574000.0,,65338340.0,180462000.0,408000.0,,,,,,
2002-12-31,82034000.0,56888000.0,,182827000.0,213675000.0,,652000.0,,463977000.0,23040000.0,255234000.0,93923000.0,43048000.0,-4462000.0,,164000.0,,0.0,-1483000.0,,93923000.0,-2618000.0,75170000.0,,,41559000.0,-4986000.0,38778000.0,1135000.0,,,231000.0,,59290000,,,,22172000.0,4287000.0,,3243000.0,208743000.0,440747000.0,-26429000.0,,,137037000,55003000,229534000.0,33848000,864188000.0,70708000.0,33848000,33848000,,,,114070000.0,173047000.0,,255234000.0,-32624000.0,634654000.0,-1733000.0,,,-4270000.0,,,208743000.0,2049000.0,,,,,,
2003-03-31,88685000.0,57431000.0,-260000.0,182855000.0,255234000.0,0.54,654000.0,,435851000.0,22111000.0,191214000.0,92215000.0,-77086000.0,-3355000.0,,164000.0,,0.0,-14035000.0,,92215000.0,-16463000.0,-28647000.0,,65056537.0,-64020000.0,1101000.0,-59060000.0,2428000.0,,,318000.0,,59361000,,,,25109000.0,5295000.0,,-11303000.0,244637000.0,476067000.0,-17368000.0,,0.54,142751000,54066000,168195000.0,35320000,836397000.0,-32002000.0,35320000,35320000,,,,115527000.0,92581000.0,,191214000.0,-20983000.0,668202000.0,0.0,,,18026000.0,,65867032.0,244637000.0,3529000.0,,,,,,
2003-06-30,89104000.0,62884000.0,-4324000.0,192204000.0,191214000.0,0.58,653000.0,,485550000.0,24210000.0,180833000.0,90292000.0,68200000.0,-2944000.0,,151000.0,,-842000.0,-5856000.0,,90292000.0,-5870000.0,51432000.0,,65028337.0,-10381000.0,1177000.0,8417000.0,856000.0,,,5447000.0,,59971000,,,,25476000.0,5169000.0,,-2005000.0,304717000.0,514741000.0,-50113000.0,,0.59,143906000,54802000,191681000.0,38674000,900668000.0,48488000.0,38674000,38674000,,,,119448000.0,118200000.0,,180833000.0,-57381000.0,708987000.0,0.0,,,-59783000.0,,66164326.0,304717000.0,8233000.0,,,,,,
2003-09-30,95198000.0,94468000.0,-4334000.0,192298000.0,180833000.0,0.61,653000.0,,2792010000.0,23579000.0,241567000.0,88455000.0,-325839000.0,-3354000.0,,24165000.0,,-94669000.0,200196000.0,,88455000.0,-40440000.0,-180664000.0,,64497117.0,60734000.0,-467000.0,-282171000.0,1760000.0,,,2622000.0,,124055000,,,,28167000.0,5422000.0,,56454000.0,2550443000.0,542099000.0,48728000.0,,0.62,213831000,118633000,2519361000.0,40098000,3484802000.0,-184018000.0,39959000,40098000,,,,,148278000.0,,241567000.0,41040000.0,696260000.0,0.0,2035637000.0,,43668000.0,,65692272.0,2550443000.0,0.0,,,,,,
2003-12-31,96959000.0,36109000.0,-12000.0,192079000.0,241567000.0,,653000.0,1846000.0,550864000.0,25347000.0,315941000.0,87006000.0,326680000.0,-3800000.0,,-23760000.0,,-251710000.0,-282641000.0,,87006000.0,-20645000.0,337474000.0,,,74374000.0,-4122000.0,349893000.0,2494000.0,,,6027000.0,,-5517000,,-12780000.0,,28591000.0,5480000.0,,-55087000.0,234923000.0,570535000.0,-159022000.0,,,85962000,-10997000,252676000.0,41310000,967223000.0,333674000.0,41449000,41310000,,,,127316000.0,172447000.0,,315941000.0,17675000.0,713308000.0,0.0,,,23213000.0,,,234923000.0,23346000.0,,,,,,
2004-03-31,105959000.0,75580000.0,-73000.0,185824000.0,315941000.0,0.84,653000.0,,478397000.0,20089000.0,301109000.0,87716000.0,-30774000.0,-4586000.0,,1084000.0,,-110000.0,-49799000.0,,87716000.0,-40426000.0,-33873000.0,76180000.0,63775783.0,-14832000.0,6467000.0,-109112000.0,6643000.0,,,6290000.0,,80813000,,-15906000.0,,31299000.0,4949000.0,,8616000.0,177288000.0,609836000.0,-10059000.0,,0.87,181823000,75864000,182191000.0,55207000,909442000.0,-38459000.0,55207000,55207000,,,,147156000.0,88508000.0,,301109000.0,67874000.0,722951000.0,6412000.0,,,-78338000.0,,65807605.0,177288000.0,800000.0,,,,,,
2004-06-30,121231000.0,78069000.0,0.0,185592000.0,301109000.0,0.73,651000.0,,533065000.0,26521000.0,296696000.0,88098000.0,712000.0,-5306000.0,,550000.0,,209000.0,-19239000.0,,88098000.0,-7003000.0,73648000.0,13562000.0,63647316.0,-4413000.0,743000.0,21622000.0,3406000.0,,,5203000.0,,67737000,,-15851000.0,,31363000.0,5156000.0,,-1869000.0,236369000.0,641981000.0,-25947000.0,,0.75,183812000,62581000,202212000.0,47996000,966452000.0,68342000.0,47996000,47996000,,,,146185000.0,135577000.0,,296696000.0,-58884000.0,755253000.0,-41193000.0,,,20910000.0,,65766979.0,236369000.0,16038000.0,,,,,,
2004-09-30,193375000.0,-16694000.0,-1000.0,184288000.0,296696000.0,-0.15,650000.0,,619944000.0,-7265000.0,379431000.0,88377000.0,-5096000.0,-5353000.0,,965000.0,,-1667000.0,-15429000.0,,88377000.0,-1110000.0,103687000.0,55995000.0,63676776.0,82735000.0,-28118000.0,134625000.0,3276000.0,,,5970000.0,,-17019000,,-15928000.0,,29259000.0,5357000.0,,1637000.0,240513000.0,616185000.0,-54115000.0,,-0.15,170999000,-22376000,333328000.0,-9814000,1077001000.0,98334000.0,-9814000,-9814000,,,,170707000.0,167461000.0,,379431000.0,-5450000.0,734949000.0,-1976000.0,,,139721000.0,,63676776.0,240513000.0,6647000.0,,,,,,
2004-12-31,132851000.0,63483000.0,0.0,184110000.0,379431000.0,,647000.0,,685170000.0,12919000.0,457673000.0,93701000.0,7306000.0,-10347000.0,,166000.0,,7826000.0,-15173000.0,,93701000.0,-9068000.0,87896000.0,46517000.0,,78242000.0,-4241000.0,-52350000.0,2044000.0,,,8254000.0,,61050000,,-15975000.0,,36817000.0,5224000.0,,89511000.0,227497000.0,650016000.0,-7515000.0,,,188677000,55826000,359714000.0,49752000,1145235000.0,77549000.0,49752000,49752000,,,,165342000.0,207352000.0,,457673000.0,3487000.0,768352000.0,-25168000.0,,,-59656000.0,,,227497000.0,7823000.0,,,,,,
2005-03-31,183501000.0,74354000.0,-242707000.0,443685000.0,457673000.0,0.7,654000.0,-656840000.0,637678000.0,27331000.0,312286000.0,107977000.0,-76479000.0,-16684000.0,,2014000.0,,401374000.0,127511000.0,,107977000.0,-84000.0,-134192000.0,18221000.0,64290510.0,-145387000.0,-4361000.0,-201615000.0,7335000.0,,,6623000.0,,73588000,,-19274000.0,,46167000.0,7006000.0,,18242000.0,325392000.0,677179000.0,-9093000.0,,0.72,250083000,66582000,623493000.0,46536000,1493918000.0,-150876000.0,46536000,46536000,,,,245100000.0,264009000.0,,312286000.0,-138079000.0,846395000.0,0.0,250000000.0,,-125136000.0,,66880713.0,325392000.0,9786000.0,,,,,,
2005-06-30,189494000.0,85859000.0,-6828000.0,499991000.0,312286000.0,0.8,655000.0,395000000.0,650193000.0,31324000.0,367386000.0,115323000.0,30976000.0,-12454000.0,,2063000.0,,-548011000.0,-53007000.0,,115323000.0,-32522000.0,123945000.0,9908000.0,64354069.0,55100000.0,-3951000.0,43927000.0,1686000.0,,,4680000.0,,89357000,,-19160000.0,,46397000.0,7462000.0,,23172000.0,282807000.0,711244000.0,-9385000.0,,0.83,271389000,81895000,698352000.0,53335000,1562544000.0,111491000.0,53335000,53335000,,,,243796000.0,317201000.0,,367386000.0,-13853000.0,853615000.0,4906000.0,250000000.0,,12951000.0,,66796087.0,282807000.0,6027000.0,,,,,,
2005-09-30,221138000.0,99100000.0,2315000.0,491710000.0,367386000.0,0.92,653000.0,0.0,688781000.0,37077000.0,396514000.0,123687000.0,-80998000.0,-13792000.0,,2008000.0,,148105000.0,-56184000.0,,123687000.0,-40169000.0,95067000.0,16335000.0,64087871.0,29128000.0,5703000.0,8730000.0,4953000.0,,,4490000.0,,88315000,,-19073000.0,,51524000.0,8646000.0,,10869000.0,292267000.0,753179000.0,-9252000.0,,0.95,300807000,79669000,796328000.0,61119000,1673104000.0,81275000.0,61119000,61119000,,,,274672000.0,409992000.0,,396514000.0,-9300000.0,867190000.0,-4906000.0,250000000.0,,89728000.0,,66714797.0,292267000.0,21439000.0,,,,,,
2005-12-31,256712000.0,116442000.0,-27998000.0,483982000.0,396514000.0,,653000.0,-261840000.0,782891000.0,42826000.0,484223000.0,129451000.0,-78076000.0,-12224000.0,,1840000.0,,-671000.0,-22588000.0,,129451000.0,-4691000.0,170117000.0,125401000.0,,87709000.0,21504000.0,41824000.0,1873000.0,,,2673000.0,,120184000,,-19099000.0,,60761000.0,7788000.0,,26083000.0,298668000.0,806884000.0,-23849000.0,,,369108000,112396000,916143000.0,72918000,1848000000.0,157893000.0,72918000,72918000,,,,339578000.0,522637000.0,,484223000.0,-58554000.0,922243000.0,-7700000.0,253791000.0,,119900000.0,,,298668000.0,5886000.0,,,,,,
2006-03-31,295633000.0,113122000.0,0.0,292139000.0,484223000.0,1.06,652000.0,0.0,706459000.0,41618000.0,368098000.0,136972000.0,-57167000.0,-14602000.0,,1969000.0,,7884000.0,-14605000.0,,136972000.0,-39000.0,-62040000.0,16083000.0,64074888.0,-116125000.0,-5117000.0,-166346000.0,4441000.0,,,3460000.0,,109438000,,-26891000.0,,56984000.0,9411000.0,,29150000.0,338361000.0,840033000.0,-41372000.0,,1.11,395660000,100027000,835742000.0,70862000,1841052000.0,-76642000.0,70862000,70862000,,,200352000.0,387279000.0,384974000.0,,368098000.0,-39891000.0,988942000.0,0.0,253791000.0,,-109179000.0,,66731560.0,338361000.0,15064000.0,,,,,,
2006-06-30,264050000.0,101498000.0,-49214000.0,290291000.0,368098000.0,0.95,651000.0,0.0,715940000.0,37237000.0,368687000.0,142526000.0,-60169000.0,-12933000.0,,2030000.0,,5727000.0,-22548000.0,,142526000.0,-1187000.0,94210000.0,-6168000.0,64136378.0,589000.0,-10837000.0,11740000.0,133000.0,,,6049000.0,,106393000,,-27221000.0,,74367000.0,9710000.0,,15579000.0,347253000.0,878335000.0,-5672000.0,,0.99,360733000,96683000,862818000.0,63404000,1923921000.0,81277000.0,63404000,63404000,,,199385000.0,438276000.0,474635000.0,,368687000.0,-73987000.0,1041150000.0,0.0,253170000.0,,71909000.0,,66653479.0,347253000.0,6845000.0,,,,,,
2006-09-30,294050000.0,30917000.0,-340672000.0,5881967000.0,368687000.0,0.28,1300000.0,0.0,2560112000.0,11108000.0,943901000.0,193752000.0,33979000.0,-19479000.0,,2022000.0,,2658000.0,-43667000.0,,193752000.0,-23389000.0,205687000.0,8107000.0,64761447.0,575214000.0,-17011000.0,163879000.0,4086000.0,,,7352000.0,,39188000,,-27022000.0,,82905000.0,10180000.0,,39909000.0,1616211000.0,878929000.0,-15002000.0,,0.29,323058000,29008000,6398994000.0,18914000,17874676000.0,186208000.0,18914000,18914000,,,3504726000.0,1043840000.0,865295000.0,,943901000.0,412726000.0,10607285000.0,779772000.0,531359000.0,,129900000.0,,67477536.0,1616211000.0,3931000.0,,,,,,
2006-12-31,772442000.0,282697000.0,117533000.0,5882430000.0,943901000.0,,1300000.0,0.0,3257878000.0,99500000.0,1160304000.0,214784000.0,-102452000.0,-36979000.0,,3895000.0,,56136000.0,-4081000.0,,214784000.0,-6358000.0,483027000.0,7640000.0,,216403000.0,-9544000.0,190451000.0,672000.0,,,44666000.0,,289591000,,-54531000.0,,229004000.0,43508000.0,,83620000.0,2097574000.0,993821000.0,-150583000.0,,,1018525000,246083000,8578520000.0,169423000,20469492000.0,446048000.0,169423000,169423000,,,5257017000.0,964366000.0,1051273000.0,,1160304000.0,-295283000.0,10781880000.0,-232894000.0,497003000.0,1738670000.0,292903000.0,,,2097574000.0,40509000.0,,,,,,
2007-03-31,733143000.0,429962000.0,-53501000.0,5851394000.0,1160304000.0,1.48,1300000.0,,3213691000.0,109906000.0,1018828000.0,226710000.0,-370649000.0,-27983000.0,550000000.0,10986000.0,,-5054000.0,324327000.0,,226710000.0,-164396000.0,-296926000.0,41742000.0,128809726.0,-141476000.0,103426000.0,-732422000.0,32194000.0,902078000.0,,45412000.0,,318293000,,-88417000.0,,223036000.0,46062000.0,,90620000.0,2194863000.0,1093673000.0,-125629000.0,,1.52,1005374000,272231000,8798769000.0,195388000,20881989000.0,-324909000.0,195388000,195388000,,,5306882000.0,1282316000.0,345905000.0,,1018828000.0,-171080000.0,10998741000.0,-5709000.0,375976000.0,1864653000.0,-361773000.0,,131895570.0,2194863000.0,150360000.0,,,,,,
2007-06-30,815022000.0,495719000.0,11303000.0,5820317000.0,1018828000.0,1.69,1300000.0,,3840377000.0,125012000.0,1356250000.0,245120000.0,-61644000.0,-34322000.0,360000000.0,10223000.0,,519699000.0,127341000.0,,245120000.0,-122362000.0,219317000.0,86569000.0,128544894.0,337422000.0,-61964000.0,63760000.0,8353000.0,937237000.0,,62369000.0,,330021000,,-88349000.0,,210780000.0,48020000.0,,-52743000.0,2484127000.0,1227568000.0,-89157000.0,,1.73,1097023000,282001000,9480352000.0,222244000,21992177000.0,184995000.0,222244000,222244000,,,5461961000.0,1077654000.0,518297000.0,,1356250000.0,-25607000.0,11103118000.0,0.0,343743000.0,1938374000.0,125404000.0,,131383470.0,2484127000.0,210203000.0,,,,,,
2007-09-30,1026361000.0,399907000.0,-74000.0,5789240000.0,1356250000.0,1.94,1300000.0,,5001330000.0,63168000.0,2320579000.0,250481000.0,107719000.0,-22635000.0,450000000.0,9815000.0,,-66128000.0,553518000.0,,250481000.0,-83345000.0,438924000.0,65420000.0,128161027.0,964329000.0,-142038000.0,370727000.0,7440000.0,,,85478000.0,,331566000,,-88821000.0,,194442000.0,49305000.0,,-94270000.0,2680751000.0,1387478000.0,-99051000.0,,1.99,1298079000,271718000,10351343000.0,255200000,23078534000.0,416289000.0,255200000,255200000,,,5454521000.0,1155996000.0,807870000.0,,2320579000.0,-52639000.0,11268312000.0,3701000.0,1192769000.0,1792199000.0,263008000.0,,131316455.0,2680751000.0,117895000.0,,,,,,
2007-12-31,428843000.0,497132000.0,-549493000.0,6553122000.0,2320579000.0,,1312000.0,,1656200000.0,165746000.0,1656200000.0,266460000.0,51375000.0,-26377000.0,300000000.0,18389000.0,-225645000.0,176421000.0,-46325000.0,4980433000.0,492105000.0,-13207000.0,226134000.0,71830000.0,,-664379000.0,-4078000.0,-82409000.0,28855000.0,788968000.0,0.0,71020000.0,,1101620000,2289905000.0,-87876000.0,3241842000.0,2163254000.0,55437000.0,8096445000.0,-448968000.0,1999944000.0,1622041000.0,-324491000.0,19319673000.0,,1444179000,467716000,10386350000.0,322440000,22561515000.0,199757000.0,686055000,322440000,5089444000.0,0.0,5519714000.0,1235940000.0,1086590000.0,,1656200000.0,-819506000.0,11596955000.0,9025000.0,947021000.0,2059980000.0,66502000.0,,,1999944000.0,25543000.0,,,,,,
