date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2015-06-30,347000000.0,1197000000.0,-108000000.0,17394000000.0,4293000000.0,4.84,2000000.0,-721000000.0,4971000000.0,371000000.0,4971000000.0,545000000.0,497000000.0,-36000000.0,,52000000.0,-635000000.0,134000000.0,-443000000.0,196444000000.0,1180000000.0,-279000000.0,986000000.0,162000000.0,166616558.0,614000000.0,-87000000.0,256000000.0,,1284000000.0,0.0,-339000000.0,126000000.0,1284000000,1284000000.0,-364000000.0,7318000000.0,312000000.0,65000000.0,207852000000.0,-137000000.0,,11052000000.0,-61000000.0,229690000000.0,4.92,2905000000,1238000000,209136000000.0,819000000,237008000000.0,950000000.0,826000000,819000000,196511000000.0,0.0,12970000000.0,2347000000.0,1137000000.0,1320000000.0,4907000000.0,-6000000.0,27776000000.0,-71000000.0,4947000000.0,4999000000.0,-421000000.0,1585000000.0,169114759.0,2337000000.0,6000000.0,,,,,,
2015-09-30,353000000.0,1174000000.0,-1000000.0,17360000000.0,4907000000.0,5.0,2000000.0,0.0,5749000000.0,342000000.0,5749000000.0,543000000.0,-208000000.0,-26000000.0,,50000000.0,-624000000.0,50000000.0,-509000000.0,180769000000.0,1167000000.0,-276000000.0,1351000000.0,147000000.0,166045291.0,766000000.0,-73000000.0,427000000.0,,1343000000.0,0.0,-408000000.0,128000000.0,1258000000,1343000000.0,-362000000.0,8291000000.0,319000000.0,68000000.0,192650000000.0,-34000000.0,,11533000000.0,-167000000.0,213925000000.0,5.08,2910000000,1222000000,193993000000.0,843000000,222216000000.0,1325000000.0,832000000,843000000,180960000000.0,0.0,12965000000.0,2542000000.0,1561000000.0,1335000000.0,5673000000.0,-37000000.0,28136000000.0,9000000.0,4950000000.0,4921000000.0,54000000.0,1575000000.0,168665303.0,2288000000.0,-10000000.0,,,,,,
2015-12-31,434000000.0,1148000000.0,-266000000.0,17372000000.0,5673000000.0,5.11,2000000.0,0.0,6231000000.0,279000000.0,6231000000.0,581000000.0,307000000.0,-61000000.0,,51000000.0,-570000000.0,228000000.0,-364000000.0,183109000000.0,1151000000.0,-278000000.0,1157000000.0,-5000000.0,165826808.0,410000000.0,-83000000.0,396000000.0,,1068000000.0,0.0,-448000000.0,117000000.0,1223000000,1068000000.0,-361000000.0,8468000000.0,410000000.0,51000000.0,195613000000.0,-173000000.0,,12033000000.0,-1000000.0,216793000000.0,5.19,2863000000,1137000000,196681000000.0,861000000,225261000000.0,1096000000.0,869000000,861000000,183397000000.0,0.0,13123000000.0,2237000000.0,1971000000.0,1292000000.0,6083000000.0,-323000000.0,28503000000.0,-71000000.0,4930000000.0,4851000000.0,-273000000.0,1571000000.0,168632558.0,2608000000.0,57000000.0,,,,,,
2016-03-31,343000000.0,915000000.0,-8000000.0,17347000000.0,6083000000.0,3.92,2000000.0,,5084000000.0,268000000.0,5084000000.0,581000000.0,-270000000.0,-30000000.0,,51000000.0,-592000000.0,434000000.0,-547000000.0,181541000000.0,1173000000.0,-562000000.0,-565000000.0,133000000.0,165388130.0,-1102000000.0,98000000.0,-1137000000.0,,1385000000.0,0.0,-474000000.0,172000000.0,991000000,1385000000.0,-419000000.0,7610000000.0,318000000.0,56000000.0,193104000000.0,-411000000.0,,12271000000.0,-55000000.0,215348000000.0,3.97,2624000000,1039000000,194489000000.0,657000000,222958000000.0,-595000000.0,647000000,657000000,182010000000.0,0.0,13119000000.0,2526000000.0,672000000.0,1242000000.0,4981000000.0,46000000.0,28394000000.0,-2000000.0,4968000000.0,4937000000.0,326000000.0,1382000000.0,167398938.0,2760000000.0,-78000000.0,,,,,,
2016-06-30,341000000.0,1148000000.0,-42000000.0,17412000000.0,4981000000.0,4.73,2000000.0,,5237000000.0,353000000.0,5237000000.0,576000000.0,-354000000.0,-37000000.0,,51000000.0,-621000000.0,392000000.0,-263000000.0,180157000000.0,1197000000.0,-279000000.0,467000000.0,64000000.0,164758612.0,84000000.0,-43000000.0,-183000000.0,,1615000000.0,0.0,-560000000.0,117000000.0,1224000000,1615000000.0,-376000000.0,8122000000.0,316000000.0,58000000.0,191805000000.0,-244000000.0,,12684000000.0,-14000000.0,213933000000.0,4.79,2804000000,1173000000,193420000000.0,789000000,222055000000.0,430000000.0,795000000,789000000,180372000000.0,0.0,13128000000.0,2885000000.0,1064000000.0,1290000000.0,5065000000.0,-20000000.0,28568000000.0,-3000000.0,4950000000.0,4899000000.0,239000000.0,1514000000.0,166639290.0,2660000000.0,20000000.0,,,,,,
2016-09-30,337000000.0,1210000000.0,-54000000.0,17387000000.0,5065000000.0,5.26,2000000.0,0.0,5615000000.0,333000000.0,5615000000.0,564000000.0,288000000.0,-21000000.0,,52000000.0,-631000000.0,257000000.0,-370000000.0,184306000000.0,1195000000.0,-277000000.0,1060000000.0,18000000.0,164129214.0,389000000.0,-61000000.0,434000000.0,,1354000000.0,0.0,-598000000.0,119000000.0,1287000000,1354000000.0,-376000000.0,8216000000.0,312000000.0,57000000.0,196424000000.0,-334000000.0,,13183000000.0,-223000000.0,218523000000.0,5.33,2837000000,1209000000,197778000000.0,875000000,226739000000.0,1039000000.0,877000000,875000000,184550000000.0,0.0,13124000000.0,2601000000.0,1481000000.0,1291000000.0,5454000000.0,-269000000.0,28904000000.0,-43000000.0,4961000000.0,4832000000.0,-256000000.0,1546000000.0,166256598.0,3142000000.0,31000000.0,,,,,,
2016-12-31,379000000.0,1187000000.0,0.0,17363000000.0,5454000000.0,5.13,2000000.0,,6175000000.0,336000000.0,6175000000.0,559000000.0,250000000.0,-31000000.0,,51000000.0,-601000000.0,150000000.0,-505000000.0,178009000000.0,1160000000.0,-281000000.0,1192000000.0,163000000.0,163441552.0,637000000.0,-8000000.0,133000000.0,,1094000000.0,0.0,-716000000.0,113000000.0,1262000000,1094000000.0,-374000000.0,8525000000.0,355000000.0,58000000.0,189933000000.0,72000000.0,,13660000000.0,-85000000.0,211652000000.0,5.21,2890000000,1225000000,191027000000.0,851000000,220177000000.0,1161000000.0,851000000,851000000,178104000000.0,0.0,13118000000.0,2350000000.0,1880000000.0,1286000000.0,6091000000.0,55000000.0,29098000000.0,8000000.0,4915000000.0,4840000000.0,-258000000.0,1604000000.0,165854167.0,2603000000.0,6000000.0,,,,,,
2017-03-31,326000000.0,1140000000.0,0.0,17338000000.0,6091000000.0,5.23,2000000.0,,5814000000.0,269000000.0,5814000000.0,546000000.0,-869000000.0,-19000000.0,,65000000.0,-636000000.0,132000000.0,-180000000.0,187594000000.0,1182000000.0,-562000000.0,-191000000.0,21000000.0,163016599.0,-388000000.0,199000000.0,-1303000000.0,,2000000000.0,0.0,-677000000.0,162000000.0,1230000000,2000000000.0,-447000000.0,9041000000.0,301000000.0,58000000.0,199380000000.0,-151000000.0,,14073000000.0,-61000000.0,221545000000.0,5.29,2824000000,1147000000,201380000000.0,862000000,230586000000.0,-210000000.0,871000000,862000000,187653000000.0,0.0,13113000000.0,3227000000.0,769000000.0,1351000000.0,5703000000.0,-49000000.0,29156000000.0,10000000.0,5619000000.0,5030000000.0,914000000.0,1473000000.0,164856183.0,2954000000.0,51000000.0,,,,,,
2017-06-30,375000000.0,1243000000.0,-80000000.0,17423000000.0,5703000000.0,5.22,2000000.0,,5582000000.0,376000000.0,5582000000.0,549000000.0,266000000.0,-36000000.0,,48000000.0,-671000000.0,108000000.0,-1283000000.0,174615000000.0,1220000000.0,-284000000.0,1330000000.0,43000000.0,162502465.0,-195000000.0,-25000000.0,361000000.0,,1520000000.0,0.0,-575000000.0,128000000.0,1316000000,1520000000.0,-407000000.0,8566000000.0,350000000.0,67000000.0,186352000000.0,-48000000.0,,14523000000.0,-247000000.0,208922000000.0,5.27,2965000000,1242000000,187872000000.0,857000000,217488000000.0,1294000000.0,867000000,857000000,174990000000.0,0.0,13199000000.0,2984000000.0,1140000000.0,1348000000.0,5508000000.0,-312000000.0,29555000000.0,1000000.0,4970000000.0,4981000000.0,-464000000.0,1617000000.0,164149861.0,3136000000.0,36000000.0,,,,,,
2017-09-30,390000000.0,1404000000.0,-57000000.0,17400000000.0,5508000000.0,5.78,2000000.0,0.0,6247000000.0,445000000.0,6247000000.0,571000000.0,-173000000.0,-45000000.0,,46000000.0,-708000000.0,72000000.0,-620000000.0,176726000000.0,1279000000.0,-287000000.0,1347000000.0,57000000.0,161872716.0,657000000.0,1000000.0,279000000.0,,1652000000.0,0.0,-473000000.0,127000000.0,1477000000,1652000000.0,-405000000.0,9430000000.0,363000000.0,65000000.0,188818000000.0,-63000000.0,,15065000000.0,-92000000.0,211137000000.0,5.85,3233000000,1394000000,190470000000.0,947000000,220567000000.0,1302000000.0,959000000,947000000,176918000000.0,0.0,13226000000.0,3183000000.0,1614000000.0,1449000000.0,6165000000.0,-129000000.0,30042000000.0,-20000000.0,5000000000.0,4966000000.0,145000000.0,1784000000.0,163773546.0,3214000000.0,41000000.0,,,,,,
2017-12-31,462000000.0,1486000000.0,-4000000.0,17389000000.0,6165000000.0,14.01,2000000.0,0.0,7038000000.0,-815000000.0,7038000000.0,592000000.0,255000000.0,-55000000.0,,46000000.0,-658000000.0,144000000.0,-547000000.0,175805000000.0,1250000000.0,-288000000.0,1342000000.0,45000000.0,161278988.0,729000000.0,-1396000000.0,511000000.0,,1161000000.0,0.0,-432000000.0,125000000.0,1497000000,1161000000.0,-403000000.0,9737000000.0,450000000.0,50000000.0,187181000000.0,-239000000.0,,16966000000.0,-89000000.0,210480000000.0,14.23,3764000000,1485000000,188342000000.0,2295000000,220217000000.0,1287000000.0,2301000000,2295000000,176060000000.0,0.0,13220000000.0,2699000000.0,2153000000.0,1817000000.0,6894000000.0,-97000000.0,31825000000.0,2000000.0,5014000000.0,3538000000.0,-287000000.0,1947000000.0,163800000.0,3474000000.0,1000000.0,,,,,,
2018-03-31,387000000.0,1359000000.0,-53000000.0,17378000000.0,7096000000.0,6.68,2000000.0,,6081000000.0,265000000.0,6081000000.0,589000000.0,35000000.0,-33000000.0,,46000000.0,-698000000.0,350000000.0,-874000000.0,172388000000.0,1287000000.0,-719000000.0,-141000000.0,122000000.0,161250018.0,-953000000.0,10000000.0,-1106000000.0,,1421000000.0,,-301000000.0,175000000.0,1416000000,1421000000.0,-505000000.0,8758000000.0,376000000.0,53000000.0,182574000000.0,-344000000.0,,17529000000.0,-94000000.0,207259000000.0,6.75,3583000000,1382000000,183995000000.0,1089000000,216017000000.0,-174000000.0,1094000000,1089000000,172673000000.0,,13217000000.0,2677000000.0,,1814000000.0,6143000000.0,-53000000.0,31978000000.0,-48000000.0,5036000000.0,3516000000.0,268000000.0,1769000000.0,162918961.0,3687000000.0,8000000.0,,,,,,
2018-06-30,401000000.0,1416000000.0,1000000.0,17367000000.0,6143000000.0,6.62,2000000.0,,6724000000.0,338000000.0,6724000000.0,581000000.0,43000000.0,-30000000.0,,46000000.0,-728000000.0,186000000.0,-599000000.0,151399000000.0,1309000000.0,-321000000.0,1428000000.0,39000000.0,160980960.0,598000000.0,-8000000.0,369000000.0,,1216000000.0,,-575000000.0,135000000.0,1473000000,1216000000.0,-464000000.0,9291000000.0,390000000.0,54000000.0,162149000000.0,-175000000.0,,18138000000.0,-106000000.0,186258000000.0,6.67,3605000000,1443000000,163365000000.0,1073000000,195549000000.0,1398000000.0,1078000000,1073000000,151773000000.0,,13215000000.0,2567000000.0,,1761000000.0,6741000000.0,-89000000.0,32130000000.0,8000000.0,4994000000.0,3511000000.0,-241000000.0,1844000000.0,162161937.0,3696000000.0,,,,,,,
2018-09-30,426000000.0,1429000000.0,-699000000.0,17854000000.0,6741000000.0,7.54,2000000.0,,6580000000.0,226000000.0,6580000000.0,588000000.0,-83000000.0,-45000000.0,4991000000.0,46000000.0,-765000000.0,197000000.0,-820000000.0,129655000000.0,1353000000.0,-515000000.0,1265000000.0,239000000.0,160141506.0,-144000000.0,-189000000.0,711000000.0,,1403000000.0,,-616000000.0,121000000.0,1488000000,6394000000.0,-502000000.0,9262000000.0,413000000.0,57000000.0,135998000000.0,-617000000.0,,18852000000.0,-59000000.0,165600000000.0,7.59,3576000000,1396000000,142392000000.0,1216000000,174862000000.0,1220000000.0,1203000000,1216000000,130185000000.0,,13526000000.0,2682000000.0,,1754000000.0,6597000000.0,-558000000.0,32415000000.0,6000000.0,44000000.0,3555000000.0,137000000.0,1822000000.0,161378217.0,3977000000.0,50000000.0,,,,,,
2018-12-31,429000000.0,1174000000.0,1000000.0,17839000000.0,6597000000.0,5.78,2000000.0,0.0,6488000000.0,247000000.0,6488000000.0,643000000.0,9000000.0,-96000000.0,4979000000.0,46000000.0,-750000000.0,517000000.0,-472000000.0,113944000000.0,1393000000.0,-532000000.0,523000000.0,49000000.0,158859998.0,-92000000.0,-39000000.0,-132000000.0,,1292000000.0,,-691000000.0,133000000.0,1235000000,1292000000.0,-497000000.0,9145000000.0,414000000.0,56000000.0,125848000000.0,-427000000.0,,19282000000.0,-68000000.0,150428000000.0,5.84,3434000000,1341000000,127140000000.0,927000000,159573000000.0,427000000.0,927000000,927000000,114119000000.0,,13526000000.0,2657000000.0,,1664000000.0,6505000000.0,-108000000.0,32374000000.0,7000000.0,5063000000.0,3571000000.0,-121000000.0,1770000000.0,160450266.0,4476000000.0,-162000000.0,,,,,,
2019-03-31,389000000.0,1358000000.0,-46000000.0,17824000000.0,6505000000.0,6.61,2000000.0,,4061000000.0,298000000.0,4061000000.0,656000000.0,-99000000.0,-58000000.0,4966000000.0,46000000.0,-794000000.0,182000000.0,-2112000000.0,121663000000.0,1450000000.0,-1788000000.0,-225000000.0,27000000.0,158268034.0,-2427000000.0,88000000.0,-1337000000.0,,1225000000.0,,-623000000.0,154000000.0,1419000000,6191000000.0,-556000000.0,6832000000.0,374000000.0,89000000.0,127455000000.0,-269000000.0,,19779000000.0,-48000000.0,158176000000.0,6.65,3346000000,1247000000,133646000000.0,1053000000,165008000000.0,-283000000.0,1060000000,1053000000,121928000000.0,,13524000000.0,2771000000.0,,1710000000.0,4078000000.0,-118000000.0,31309000000.0,-39000000.0,134000000.0,3654000000.0,-56000000.0,1636000000.0,159348431.0,4509000000.0,128000000.0,,,,,,
2019-06-30,495000000.0,1335000000.0,-1557000000.0,18477000000.0,4078000000.0,6.41,2000000.0,,4023000000.0,322000000.0,4023000000.0,659000000.0,-32000000.0,-47000000.0,,52000000.0,-836000000.0,126000000.0,604000000.0,118394000000.0,1495000000.0,-7000000.0,922000000.0,44000000.0,155354552.0,-38000000.0,-28000000.0,65000000.0,,1277000000.0,,-664000000.0,140000000.0,1412000000,1277000000.0,-515000000.0,6886000000.0,470000000.0,100000000.0,130120000000.0,-343000000.0,,20267000000.0,-25000000.0,156461000000.0,6.46,3524000000,1278000000,131397000000.0,1003000000,163347000000.0,875000000.0,1013000000,1003000000,118401000000.0,,14511000000.0,2863000000.0,,1751000000.0,4040000000.0,-1545000000.0,31893000000.0,-11000000.0,6106000000.0,3825000000.0,40000000.0,1773000000.0,156360741.0,4420000000.0,89000000.0,,,,,,
2019-09-30,413000000.0,1460000000.0,-3000000.0,18407000000.0,4040000000.0,7.15,2000000.0,,4607000000.0,341000000.0,4607000000.0,669000000.0,-199000000.0,-55000000.0,,54000000.0,-876000000.0,717000000.0,139000000.0,117596000000.0,1545000000.0,-109000000.0,931000000.0,80000000.0,155280877.0,584000000.0,-15000000.0,92000000.0,,1252000000.0,,-784000000.0,133000000.0,1542000000,1252000000.0,-513000000.0,7633000000.0,385000000.0,105000000.0,130153000000.0,-478000000.0,,20873000000.0,-499000000.0,156239000000.0,7.21,3692000000,1502000000,131405000000.0,1119000000,163872000000.0,876000000.0,1119000000,1119000000,117606000000.0,,14552000000.0,3026000000.0,,1777000000.0,4624000000.0,-444000000.0,32407000000.0,,6118000000.0,3792000000.0,-45000000.0,1915000000.0,156447387.0,5015000000.0,-7000000.0,,,,,,
2019-12-31,496000000.0,1634000000.0,,,,8.29,,,,300000000.0,,,,,,51000000.0,,,,,,,,,155195733.0,,,,,,,,,1714000000,,,,467000000.0,,,,,,,,8.38,3977000000,1586000000,,1301000000,,,1334000000,1301000000,,,,,,1895000000.0,,,,,,,,2082000000.0,156894201.0,,70000000.0,,,,,,
