date,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1999-03-31,53700000.0,2300000.0,1152000000.0,8300000.0,-914300000.0,-37400000.0,3700000.0,-2300000.0,116500000.0,172173913.0,,-100000.0,29400000.0,,0.0,84300000.0,0.0,-46300000.0,-0.23,-12400000.0,-52000000.0,-37400000.0,1733400000.0,1236300000.0,,,29400000.0,241400000.0,241400000.0,287700000.0,,90000000.0,0.0,-44200000.0,-0.23,155100000,,-21200000.0,,-39600000,-21200000.0,497100000.0,-1400000.0,355500000.0,,98300000.0,2066300000.0,666800000.0,,-50600000,14900000.0,-9900000.0,172173913.0,-6800000.0,,176300000.0,398800000.0,17300000.0,-39600000,-39600000,53200000.0,1066600000.0,,6900000.0,,568500000.0,,,,,,,,,,,
1999-06-30,54300000.0,4500000.0,1193600000.0,7400000.0,-914300000.0,-67300000.0,4900000.0,-700000.0,111300000.0,177692308.0,,100000.0,26800000.0,,-22000000.0,80500000.0,0.0,-59000000.0,-0.13,-9000000.0,-32100000.0,-89300000.0,1740900000.0,1274100000.0,,,26800000.0,182400000.0,182400000.0,0.0,,124900000.0,0.0,-36100000.0,-0.13,156500000,,-4800000.0,,-23100000,-4800000.0,466800000.0,0.0,332400000.0,,132300000.0,2107900000.0,697300000.0,,-31600000,-25000000.0,-5100000.0,177692308.0,31200000.0,,161300000.0,398800000.0,-8100000.0,-23100000,-23100000,54900000.0,1043600000.0,,14300000.0,,565000000.0,,,,,,,,,,,
1999-09-30,47600000.0,0.0,1181500000.0,6600000.0,-914300000.0,-15400000.0,8100000.0,-900000.0,107300000.0,170000000.0,,0.0,29200000.0,,-7900000.0,72200000.0,0.0,-38200000.0,-0.06,-6100000.0,-16300000.0,-23300000.0,1707400000.0,1253700000.0,,,29200000.0,144200000.0,144200000.0,0.0,0.0,104300000.0,144200000.0,-29400000.0,-0.06,198000000,,18000000.0,,-10200000,18000000.0,453700000.0,0.0,322300000.0,,110900000.0,2095800000.0,674000000.0,,-11200000,-32300000.0,-4000000.0,170000000.0,-14000000.0,,180000000.0,398900000.0,8800000.0,-10200000,-10200000,56900000.0,1033400000.0,,11600000.0,,563100000.0,,,,,,,,,,,
1999-12-31,72800000.0,-69500000.0,1113800000.0,,-1046900000.0,-18600000.0,8200000.0,-1300000.0,98300000.0,,,0.0,26100000.0,,37400000.0,68400000.0,10200000.0,7800000.0,,-8700000.0,-85800000.0,18800000.0,1644500000.0,1182200000.0,,,26100000.0,151900000.0,151900000.0,144200000.0,0.0,113100000.0,151900000.0,-28400000.0,,185400000,,13800000.0,,-77100000,13800000.0,462300000.0,0.0,245100000.0,,123300000.0,2160700000.0,688200000.0,,-12300000,33900000.0,-9100000.0,,-9800000.0,,171600000.0,399000000.0,-16100000.0,-77100000,-77100000,67600000.0,956300000.0,,10400000.0,,564900000.0,,,,,,,,,,,
2000-03-31,72522000.0,2596000.0,1105763000.0,,-1046900000.0,-2972000.0,8031000.0,-7192000.0,,173136748.0,,0.0,28230000.0,,18282000.0,68825000.0,3991000.0,1808000.0,-0.06,-2608000.0,-12545000.0,15310000.0,1626111000.0,1174588000.0,,,28230000.0,153757000.0,153757000.0,151949000.0,0.0,88365000.0,153757000.0,-9282000.0,-0.06,186929000,,21120000.0,,-9937000,21120000.0,451523000.0,,239616000.0,,92356000.0,2152663000.0,675350000.0,,-7110000,39000.0,-4120000.0,173136748.0,-6310000.0,,165809000.0,399023000.0,3675000.0,-9937000,-9937000,183971000.0,950761000.0,,6108000.0,,582994000.0,,,,,,,,,,,
2000-06-30,83994000.0,0.0,1081024000.0,,-1046900000.0,-2079000.0,8062000.0,-1616000.0,121675000.0,173136748.0,,0.0,26936000.0,,26703000.0,63328000.0,3458000.0,20786000.0,0.17,8096000.0,37220000.0,24624000.0,1673723000.0,1144352000.0,,,26936000.0,174543000.0,174543000.0,153757000.0,0.0,99586000.0,174543000.0,-4301000.0,0.17,237535000,,68875000.0,,29124000,68875000.0,529371000.0,,268740000.0,,103044000.0,2127924000.0,693838000.0,,41939000,-41868000.0,7297000.0,173136748.0,-2222000.0,,168660000.0,399083000.0,-20297000.0,29124000,29124000,70036000.0,979885000.0,,15747000.0,,590794000.0,,,,,,,,,,,
2000-09-30,112261000.0,0.0,1057415000.0,,-1046900000.0,-3312000.0,8023000.0,-36805000.0,134412000.0,172553909.0,,-38133000.0,26709000.0,,72506000.0,86630000.0,3408000.0,13333000.0,0.35,14182000.0,74600000.0,69194000.0,1734601000.0,1144045000.0,,,26709000.0,187876000.0,187876000.0,174543000.0,0.0,105844000.0,187876000.0,-22368000.0,0.35,307127000,,105503000.0,,60418000,105503000.0,590556000.0,,324111000.0,,109252000.0,2104315000.0,722876000.0,,78794000,-29443000.0,12736000.0,172553909.0,-2154000.0,,201624000.0,399143000.0,-24282000.0,60418000,60418000,80069000.0,1011725000.0,,13404000.0,,613624000.0,,,,,,,,,,,
2000-12-31,140175000.0,0.0,1045899000.0,,-1101554000.0,-10992000.0,8356000.0,-32883000.0,142307000.0,,,9556000.0,28096000.0,,98313000.0,94124000.0,5313000.0,38066000.0,,14438000.0,79694000.0,87321000.0,1803712000.0,1140023000.0,,,28096000.0,225942000.0,225942000.0,187876000.0,0.0,131999000.0,225942000.0,-27364000.0,,329680000,,109525000.0,,65256000,109525000.0,663689000.0,-32410000.0,384832000.0,,137312000.0,2147453000.0,758477000.0,,81429000,-9517000.0,10494000.0,,-1541000.0,,220155000.0,399204000.0,-24591000.0,65256000,65256000,79654000.0,1045235000.0,,10816000.0,,621165000.0,,,,,,,,,,,
2001-03-31,141719000.0,4285000.0,1024128000.0,,-1101554000.0,-5142000.0,8141000.0,3551000.0,150619000.0,253775879.0,,0.0,27460000.0,,111366000.0,96148000.0,5091000.0,107912000.0,0.43,22812000.0,91590000.0,106224000.0,1894913000.0,1120276000.0,,,27460000.0,333854000.0,333854000.0,225942000.0,0.0,140739000.0,333854000.0,-7005000.0,0.43,372942000,,122906000.0,,68778000,122906000.0,774637000.0,,453610000.0,,145830000.0,2125682000.0,776384000.0,,95446000,4769000.0,8312000.0,253775879.0,-1863000.0,287346000.0,250036000.0,399264000.0,-968000.0,68778000,68778000,80671000.0,1118529000.0,,11718000.0,,630554000.0,,,,,,,,,,,
2001-06-30,144786000.0,0.0,1009864000.0,,-1101554000.0,-10547000.0,8297000.0,948000.0,159129000.0,162371459.0,,-898000.0,26824000.0,,65324000.0,90415000.0,5082000.0,58003000.0,0.25,16058000.0,56377000.0,54777000.0,1925682000.0,1100279000.0,,,26824000.0,391857000.0,391857000.0,333854000.0,0.0,120703000.0,391857000.0,-8269000.0,0.25,341114000,,86789000.0,,40319000,86789000.0,825403000.0,,493929000.0,,125785000.0,2111418000.0,764988000.0,,59965000,-12671000.0,8510000.0,162371459.0,2278000.0,270690000.0,254325000.0,399324000.0,-9327000.0,40319000,40319000,80750000.0,1160694000.0,,18070000.0,,639203000.0,,,,,,,,,,,
2001-09-30,113811000.0,-11060000.0,1021157000.0,154834000.0,-1101554000.0,-39854000.0,8257000.0,-3313000.0,166659000.0,161560344.0,,-3373000.0,18191000.0,,135183000.0,85306000.0,175785000.0,90994000.0,-0.15,-271000.0,-24996000.0,95329000.0,1893685000.0,1106463000.0,,,29251000.0,482851000.0,482851000.0,391857000.0,0.0,108115000.0,482851000.0,-40876000.0,-0.15,239574000,,31150000.0,,-24725000,20090000.0,787222000.0,,413110000.0,,438734000.0,2122711000.0,933441000.0,,1899000,117927000.0,7530000.0,161560344.0,-1022000.0,176389000.0,219484000.0,249475000.0,34922000.0,-24725000,-24725000,78573000.0,960244000.0,,14171000.0,,494707000.0,,,,,,,,,,,
2001-12-31,99908000.0,0.0,1031716000.0,154693000.0,-1195850000.0,-35799000.0,7153000.0,-188737000.0,164469000.0,,,-1123000.0,52170000.0,,64583000.0,43792000.0,0.0,-150722000.0,,-9252000.0,-22206000.0,28784000.0,1693350000.0,1117409000.0,,41901000.0,30184000.0,332129000.0,332129000.0,482851000.0,0.0,110281000.0,332129000.0,-26568000.0,,195335000,,-13407000.0,,-12954000,8579000.0,575941000.0,,397310000.0,,264974000.0,2227566000.0,757889000.0,,-43591000,47002000.0,-2190000.0,,9231000.0,135219000.0,186756000.0,249535000.0,16531000.0,-12954000,-12954000,78911000.0,935461000.0,,0.0,,492915000.0,,,,,,,,,,,
2002-03-31,91222000.0,0.0,1038350000.0,154682000.0,-1195850000.0,-32251000.0,6651000.0,-18683000.0,161767000.0,129633320.0,,0.0,28053000.0,,10118000.0,82841000.0,0.0,-45513000.0,-0.13,-4390000.0,-21767000.0,-22133000.0,1624015000.0,1121191000.0,,,28053000.0,286616000.0,286616000.0,332129000.0,0.0,78699000.0,286616000.0,-36948000.0,-0.13,181727000,,10572000.0,,-17377000,10572000.0,502824000.0,-19304000.0,373370000.0,,233381000.0,2234200000.0,724090000.0,,-17481000,73000.0,-2702000.0,129633320.0,-4697000.0,117107000.0,171155000.0,249595000.0,9079000.0,-17377000,-17377000,79347000.0,899925000.0,,0.0,,490709000.0,,,,,,,,,,,
2002-06-30,88326000.0,0.0,1060142000.0,154676000.0,-1195850000.0,-48160000.0,6619000.0,171265000.0,160700000.0,126965224.0,,-5776000.0,28959000.0,,23044000.0,86070000.0,0.0,154389000.0,0.12,4890000.0,20561000.0,-25116000.0,1843913000.0,1146212000.0,,,28959000.0,441005000.0,441005000.0,286616000.0,0.0,106023000.0,441005000.0,-39920000.0,0.12,223563000,,52028000.0,,15671000,52028000.0,697701000.0,-25879000.0,376447000.0,,260699000.0,2255992000.0,950646000.0,,23069000,-23454000.0,-1067000.0,126965224.0,8240000.0,148540000.0,171535000.0,449656000.0,-9712000.0,15671000,15671000,79591000.0,893267000.0,,0.0,,689947000.0,,,,,,,,,,,
2002-09-30,105767000.0,0.0,1073520000.0,5308000.0,-1257532000.0,-40015000.0,9757000.0,-169703000.0,168449000.0,127180762.0,,0.0,28193000.0,,69711000.0,81129000.0,0.0,-152653000.0,0.47,13786000.0,72288000.0,29696000.0,1733870000.0,1154649000.0,,,28193000.0,288352000.0,288352000.0,441005000.0,0.0,99025000.0,288352000.0,-52661000.0,0.46,296509000,,108014000.0,,58502000,108014000.0,579221000.0,-10791000.0,423532000.0,,104333000.0,2331052000.0,797851000.0,,79821000,-26595000.0,7749000.0,124731304.0,-12646000.0,168875000.0,188495000.0,449612000.0,-13539000.0,58502000,58502000,75457000.0,936019000.0,,0.0,,693518000.0,,,,,,,,,,,
2002-12-31,119125000.0,-88415000.0,979935000.0,6078000.0,-1383893000.0,-39732000.0,5945000.0,86778000.0,172915000.0,,,-14348000.0,-89303000.0,,87236000.0,50866000.0,0.0,133035000.0,,10625000.0,-19757000.0,47504000.0,1819311000.0,1065683000.0,,34882000.0,26084000.0,421387000.0,421387000.0,288352000.0,0.0,136036000.0,421387000.0,-40979000.0,,306993000,,214409000.0,,-30382000,99022000.0,753628000.0,0.0,386868000.0,-6282000.0,142114000.0,2363828000.0,915233000.0,,188325000,-6543000.0,4466000.0,,-1247000.0,201037000.0,207971000.0,547224000.0,-8826000.0,-30382000,-30382000,52980000.0,904078000.0,,0.0,,773119000.0,,,,,,,,,,,
2003-03-31,136049000.0,0.0,1004397000.0,8231000.0,-1404823000.0,-45540000.0,7722000.0,-22908000.0,184328000.0,129867049.0,,-860000.0,22831000.0,,104799000.0,83412000.0,0.0,43523000.0,0.6,22919000.0,98455000.0,59259000.0,1898626000.0,1087809000.0,,,22831000.0,464910000.0,464910000.0,421387000.0,0.0,149961000.0,464910000.0,-38368000.0,0.58,336657000,,125116000.0,,75536000,125116000.0,810817000.0,,424630000.0,-37774000.0,158192000.0,2409220000.0,953028000.0,,102285000,-6692000.0,11413000.0,125941204.0,7172000.0,202823000.0,211541000.0,559226000.0,-11771000.0,75536000,75536000,51282000.0,945598000.0,,0.0,,794836000.0,,,,,,,,,,,
2003-06-30,166985000.0,0.0,1346340000.0,28481000.0,-1425126000.0,-62684000.0,9700000.0,-113009000.0,222329000.0,130488310.0,,-4676000.0,21321000.0,,87197000.0,98549000.0,0.0,-180026000.0,0.39,24048000.0,73965000.0,24513000.0,2126168000.0,1444889000.0,,,21321000.0,284884000.0,284884000.0,464910000.0,0.0,173803000.0,284884000.0,-154214000.0,0.38,371500000,,100602000.0,,49917000,100602000.0,681279000.0,,416627000.0,-6397000.0,202284000.0,2771466000.0,1216029000.0,,79281000,547000.0,12496000.0,127112201.0,-17400000.0,212135000.0,270898000.0,740366000.0,-26286000.0,49917000,49917000,51050000.0,910139000.0,,0.0,,1013745000.0,,,,,,,,,,,
2003-09-30,141327000.0,-39833000.0,1350282000.0,29816000.0,-1448530000.0,-53562000.0,11035000.0,1027000.0,232863000.0,119249000.0,,-5531000.0,24016000.0,,73611000.0,96948000.0,0.0,23696000.0,-0.06,18279000.0,10529000.0,20049000.0,2115534000.0,1447230000.0,,,24016000.0,308580000.0,308580000.0,284884000.0,0.0,142914000.0,308580000.0,-50942000.0,-0.06,334738000,,83041000.0,,-7750000,83041000.0,668304000.0,0.0,401705000.0,-7172000.0,172730000.0,2798812000.0,1217689000.0,,59025000,4606000.0,10534000.0,119249000.0,2620000.0,204370000.0,251697000.0,753222000.0,29677000.0,-7750000,-7750000,58874000.0,897845000.0,,0.0,,1044959000.0,,,,,,,,,,,
2003-12-31,126729000.0,-139352000.0,1320227000.0,33026000.0,-1589113000.0,-81164000.0,10358000.0,-3776000.0,261218000.0,,,-5403000.0,-112413000.0,,95357000.0,111258000.0,0.0,-20717000.0,,19579000.0,-90616000.0,14193000.0,2081800000.0,1431485000.0,,,26939000.0,287863000.0,287863000.0,308580000.0,0.0,178420000.0,287863000.0,-112298000.0,,351555000,,222190000.0,,-110195000,82838000.0,650315000.0,0.0,284316000.0,-7194000.0,211446000.0,2909340000.0,1298226000.0,,195251000,29944000.0,10796000.0,,-31134000.0,220871000.0,268717000.0,756185000.0,8932000.0,-110195000,-110195000,69377000.0,783574000.0,,0.0,,1086780000.0,,,,,,,,,,,
2004-03-31,144285000.0,0.0,1296928000.0,13145000.0,-1279479000.0,-34563000.0,7829000.0,-159233000.0,231005000.0,122381507.0,,10345000.0,20064000.0,,54354000.0,93763000.0,0.0,-138580000.0,0.39,22618000.0,69448000.0,19791000.0,1935925000.0,1390691000.0,,,20064000.0,149283000.0,149283000.0,287863000.0,0.0,188282000.0,149283000.0,-33701000.0,0.38,387171000,,93351000.0,,46830000,93351000.0,545234000.0,,326493000.0,-7323000.0,201427000.0,2576407000.0,1093931000.0,,73287000,-26292000.0,12118000.0,121170437.0,862000.0,237994000.0,293820000.0,594170000.0,-19349000.0,46830000,46830000,67329000.0,841994000.0,,0.0,,892504000.0,,,,,,,,,,,
2004-06-30,111405000.0,-431000.0,1340879000.0,17598000.0,-1294917000.0,-59389000.0,4800000.0,1171000.0,241768000.0,124247101.0,,-13000.0,16565000.0,,103546000.0,91754000.0,0.0,52888000.0,0.43,20194000.0,72569000.0,44157000.0,2005479000.0,1432633000.0,4921000.0,,16565000.0,202171000.0,202171000.0,149283000.0,0.0,191944000.0,202171000.0,-51829000.0,0.42,412283000,,94365000.0,,52375000,94365000.0,572846000.0,,351949000.0,-7095000.0,209542000.0,2635796000.0,1120205000.0,,77800000,21708000.0,10768000.0,122915405.0,7560000.0,242067000.0,317918000.0,600800000.0,35316000.0,52375000,52375000,68095000.0,885274000.0,,0.0,,910663000.0,,,,,,,,,,,
2004-09-30,140811000.0,0.0,1358942000.0,265384000.0,-1312009000.0,-35155000.0,8715000.0,-57613000.0,254586000.0,123242174.0,,-7728000.0,20188000.0,,63256000.0,91631000.0,0.0,-40472000.0,0.59,26762000.0,97940000.0,28101000.0,2023870000.0,1450573000.0,5153000.0,,20188000.0,161699000.0,161699000.0,202171000.0,0.0,179911000.0,161699000.0,-46115000.0,0.58,428840000,,125902000.0,,71178000,125902000.0,573297000.0,-42314000.0,384956000.0,-9360000.0,445295000.0,2670951000.0,1116956000.0,,105714000,-45421000.0,12818000.0,121618362.0,-10960000.0,255566000.0,302938000.0,350834000.0,-30405000.0,71178000,71178000,66241000.0,906914000.0,,0.0,,671661000.0,,,,,,,,,,,
2004-12-31,142164000.0,0.0,1366787000.0,268303000.0,-1331780000.0,-27616000.0,9297000.0,-36055000.0,265538000.0,,,-11994000.0,21884000.0,,114463000.0,96194000.0,0.0,48350000.0,,25654000.0,91715000.0,86847000.0,2124881000.0,1462981000.0,3454000.0,,21884000.0,210049000.0,210049000.0,161699000.0,0.0,230758000.0,210049000.0,-30058000.0,,485408000,,120769000.0,,66061000,120769000.0,661900000.0,-25490000.0,422535000.0,-9625000.0,499061000.0,2698567000.0,1175637000.0,,98885000,10928000.0,10952000.0,,-2442000.0,293207000.0,364639000.0,350868000.0,-1127000.0,66061000,66061000,60170000.0,949244000.0,,0.0,,676576000.0,,,,,,,,,,,
2005-03-31,150327000.0,0.0,1368845000.0,273692000.0,-1350392000.0,-20670000.0,9061000.0,-28762000.0,281089000.0,121289236.0,,-932000.0,19953000.0,,93821000.0,93890000.0,0.0,47365000.0,0.63,30916000.0,106948000.0,73151000.0,2141280000.0,1462735000.0,2873000.0,,19953000.0,257414000.0,257414000.0,210049000.0,0.0,180370000.0,257414000.0,-17694000.0,0.63,438300000,,134700000.0,,76032000,134700000.0,678545000.0,-24500000.0,470147000.0,-9599000.0,454062000.0,2719237000.0,1143304000.0,,114747000,-22215000.0,15551000.0,119963717.0,2976000.0,259617000.0,303600000.0,350948000.0,-7439000.0,76032000,76032000,57205000.0,997976000.0,,0.0,,689242000.0,,,,,,,,,,,
2005-06-30,144400000.0,0.0,1390680000.0,271588000.0,-1371081000.0,-42524000.0,10514000.0,-62280000.0,290976000.0,118938355.0,,-6708000.0,21531000.0,,115488000.0,91612000.0,0.0,8698000.0,0.53,24718000.0,87653000.0,72964000.0,2156977000.0,1482292000.0,2820000.0,,21531000.0,266112000.0,266112000.0,257414000.0,0.0,181901000.0,266112000.0,-44510000.0,0.53,410914000,,119590000.0,,62935000,119590000.0,674685000.0,-42273000.0,487872000.0,-12942000.0,453489000.0,2761761000.0,1146820000.0,,98059000,16344000.0,9887000.0,118369623.0,-1986000.0,245509000.0,291324000.0,343932000.0,7287000.0,62935000,62935000,58423000.0,1010157000.0,,0.0,,693331000.0,,,,,,,,,,,
2005-09-30,161986000.0,-29125000.0,1392588000.0,22056000.0,-1394525000.0,-33256000.0,11424000.0,-130226000.0,314163000.0,117507684.0,,-282000.0,52440000.0,,45778000.0,87873000.0,0.0,-113866000.0,-0.19,34198000.0,12409000.0,12522000.0,2024029000.0,1480461000.0,3520000.0,,23315000.0,152246000.0,152246000.0,266112000.0,0.0,171626000.0,152246000.0,-29418000.0,-0.19,349291000,,40147000.0,,-21789000,69272000.0,543568000.0,-15364000.0,442245000.0,-12900000.0,193682000.0,2787113000.0,1062909000.0,,16832000,16718000.0,23187000.0,117507684.0,3838000.0,212300000.0,280019000.0,493932000.0,-15949000.0,-21789000,-21789000,61132000.0,961120000.0,,0.0,,869227000.0,,,,,,,,,,,
2005-12-31,140104000.0,-12001000.0,1396126000.0,14032000.0,-1417367000.0,-21791000.0,10490000.0,-74681000.0,331074000.0,,,-9722000.0,38427000.0,,107961000.0,91970000.0,9663000.0,6509000.0,,32615000.0,81189000.0,86170000.0,2097032000.0,1488096000.0,,,26426000.0,158755000.0,158755000.0,152246000.0,0.0,226412000.0,158755000.0,-26771000.0,,459615000,,116132000.0,,48574000,128133000.0,608936000.0,-48826000.0,442492000.0,-12548000.0,250107000.0,2813493000.0,1147518000.0,,89706000,27483000.0,16911000.0,,-4980000.0,296522000.0,331482000.0,486916000.0,18476000.0,48574000,48574000,47275000.0,949514000.0,,0.0,,897411000.0,,,,,,,,,,,
2006-03-31,165459000.0,0.0,1381203000.0,14032000.0,-1440763000.0,-7470000.0,10958000.0,-76667000.0,304533000.0,112906382.0,,0.0,23623000.0,,20074000.0,89103000.0,16710000.0,-65783000.0,1.02,19323000.0,134500000.0,12604000.0,2050292000.0,1470306000.0,,,23623000.0,92972000.0,92972000.0,158755000.0,0.0,165411000.0,92972000.0,-9190000.0,1.02,459590000,,166546000.0,,115177000,166546000.0,579986000.0,-65107000.0,494466000.0,-12239000.0,196153000.0,2821966000.0,1060296000.0,1389000.0,142923000,-95317000.0,-26541000.0,112389364.0,-1720000.0,309193000.0,293044000.0,486916000.0,-24495000.0,115177000,115177000,72694000.0,989996000.0,,0.0,,864143000.0,,,,,,,,,,,
2006-06-30,163503000.0,0.0,1378009000.0,14032000.0,-1417367000.0,-21269000.0,10945000.0,-75195000.0,320809000.0,110013684.0,,0.0,24338000.0,,176960000.0,109196000.0,19128000.0,80559000.0,0.75,39405000.0,121502000.0,155691000.0,2131382000.0,1487205000.0,,,24338000.0,173531000.0,173531000.0,92972000.0,0.0,215123000.0,173531000.0,-21206000.0,0.75,460915000,,153013000.0,,82097000,153013000.0,644177000.0,-52128000.0,521245000.0,-13611000.0,248283000.0,2795376000.0,1120294000.0,14307000.0,128675000,48919000.0,16276000.0,109658750.0,63000.0,287994000.0,307902000.0,479900000.0,4060000.0,82097000,82097000,71302000.0,1011088000.0,,0.0,,872011000.0,,,,,,,,,,,
2006-09-30,163643000.0,0.0,1367285000.0,14032000.0,-1489272000.0,-14621000.0,11586000.0,-47016000.0,329492000.0,108036188.0,,-2301000.0,31191000.0,,124851000.0,105332000.0,21638000.0,91011000.0,1.05,48904000.0,162134000.0,110230000.0,2239156000.0,1472617000.0,,,31190000.0,264542000.0,264542000.0,173531000.0,0.0,239844000.0,264542000.0,13176000.0,1.05,519586000,,201304000.0,,113230000,201304000.0,766539000.0,-33873000.0,594072000.0,-13431000.0,275514000.0,2856557000.0,1158011000.0,12092000.0,170113000,-38214000.0,8683000.0,107984976.0,27797000.0,318733000.0,318282000.0,479900000.0,,113230000,113230000,73105000.0,1081145000.0,,0.0,,882497000.0,,,,,,,,,,,
2006-12-31,244766000.0,0.0,1352719000.0,14032000.0,-1495014000.0,-9714000.0,11097000.0,-55132000.0,351918000.0,,,-5897000.0,27677000.0,,146952000.0,100518000.0,17022000.0,90512000.0,,67678000.0,240123000.0,137238000.0,2443491000.0,1453237000.0,,,27677000.0,355054000.0,355054000.0,264542000.0,0.0,309566000.0,355054000.0,-1308000.0,,668159000,,279212000.0,,172445000,279212000.0,990254000.0,-35671000.0,724166000.0,-13239000.0,340620000.0,2847733000.0,1234240000.0,-14288000.0,251535000,-69471000.0,22426000.0,,8406000.0,317961000.0,388947000.0,472884000.0,,172445000,172445000,68818000.0,1209251000.0,,0.0,,893620000.0,,,,,,,,,,,
2007-03-31,238845000.0,0.0,1167609000.0,12169000.0,-1316951000.0,-15833000.0,9597000.0,-47470000.0,309622000.0,105597445.0,,1271000.0,20587000.0,,165724000.0,82185000.0,14346000.0,103080000.0,1.196736,54152000.0,179641000.0,149891000.0,2198133000.0,1249794000.0,-330000.0,,20586000.0,410983000.0,410983000.0,307903000.0,407354000.0,263928000.0,410983000.0,-15174000.0,1.188064,584434000,,205426000.0,,125489000,205427000.0,948339000.0,-39260000.0,709658000.0,-11336000.0,290443000.0,2484560000.0,1070764000.0,3055000.0,184840000,10501000.0,4439000.0,105104712.0,659000.0,280200000.0,379007000.0,410085000.0,,125489000,125489000,60614000.0,1127369000.0,,0.0,,780321000.0,,,,,,,,,,,
2007-06-30,179529000.0,0.0,1385865000.0,14032000.0,-1542817000.0,-50519000.0,11159000.0,-69281000.0,353494000.0,102973271.0,,9520000.0,28373000.0,,149203000.0,92670000.0,18968000.0,26033000.0,0.35,13935000.0,49589000.0,98684000.0,2430062000.0,1478535000.0,-153000.0,,31526000.0,484167000.0,484167000.0,410983000.0,457692000.0,206982000.0,484167000.0,-53889000.0,0.35,466414000,,79668000.0,,35654000,76515000.0,951527000.0,-84626000.0,775439000.0,-15966000.0,239982000.0,2928682000.0,1155660000.0,7055000.0,48142000,58209000.0,-2863000.0,102697808.0,-3370000.0,258072000.0,389899000.0,493024000.0,,35654000,35654000,69160000.0,1246958000.0,,0.0,,915678000.0,,,,,,,,,,,
2007-09-30,148804000.0,0.0,1455866000.0,15282000.0,-1567070000.0,-99840000.0,10807000.0,13337000.0,349457000.0,100417273.0,,-2777000.0,31245000.0,,132497000.0,95208000.0,20276000.0,49040000.0,0.24,9534000.0,33144000.0,32657000.0,2469084000.0,1551074000.0,-2200000.0,,31246000.0,533207000.0,533207000.0,484167000.0,0.0,210548000.0,533207000.0,-96794000.0,0.24,395118000,,68596000.0,,23610000,68595000.0,918010000.0,-40886000.0,751892000.0,-13975000.0,246106000.0,3022936000.0,1223181000.0,5545000.0,37350000,72609000.0,-4037000.0,100215472.0,3046000.0,211777000.0,326523000.0,553544000.0,,23610000,23610000,74074000.0,1216246000.0,,0.0,,977075000.0,,,,,,,,,,,
