date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory
2012-09-30,-994149000,3816916000,4612000,-200000000.0,254623000,10186432000.0,21642495000.0,43516939000.0,34958944000.0,34329883000.0,,10526928000,122332000,-2318132000,0.0,5910957000.0,9195135000,16000000.0,1132055000.0,1331793000,-287502000,1209461000,9187056000.0,2306000000.0,,0.002,8055001000.0,34939000,4612000,65914000.0,993315000,21154744000.0,34958944000.0,7282044000.0,70153000,-2190452000,149531000,,4081451000.0,4081451000.0,8510205000.0,7848451000.0,,5376000,,105092000,,-921018000,1683566000.0,,67608676000.0,45966181000.0,0.002,,4033812000.0,4832074000,89100000.0,2354100000.0,-1015158000,17801938000.0,,,,,,,,,,,,,,,,,
2012-12-31,-1575667000,3486561000,60496000,-250000000.0,338335000,10127526000.0,21932116000.0,44566117000.0,35055789000.0,35930917000.0,1293618000.0,13744834000,202066000,1209362000,-76970000.0,6260279000.0,11911361000,77500000.0,1293856000.0,1833473000,-255263000,1631407000,8635200000.0,,0.0,,7341344000.0,73797000,60496000,65914000.0,1322370000,21196984000.0,35055789000.0,7344833000.0,-47508000,-2710414000,312046000,,3683966000.0,3683966000.0,8417755000.0,8011497000.0,,67130000,,26289000,,-1312158000,1884499000.0,-11698580000.0,68710488000.0,46778372000.0,,0.0,4196509000.0,3816916000,13314000.0,2354100000.0,-330355000,18952108000.0,,,,,,,,,,,,,,,,,
2013-03-31,-1144665000,3389149000,112387000,,427990000,10238759000.0,22724248000.0,45005837000.0,34959181000.0,37097023000.0,,12883871000,427949000,-552901000,91090000.0,5749780000.0,10830403000,77500000.0,1333710000.0,2053468000,-238768000,1625519000,7908814000.0,2247740000.0,,0.05,6575104000.0,156009000,112387000,65914000.0,1268226000,21332854000.0,34959181000.0,7962800000.0,27974000,-2665253000,244007000,,3854764000.0,3854764000.0,9436801000.0,8373482000.0,,-268210000,,183983000,,-1293904000,1396719000.0,,69338722000.0,46614474000.0,0.0,0.0,4753698000.0,3486561000,,2354100000.0,-97412000,20270575000.0,,,,,,,,,,,,,,,,,
2013-06-30,-1043088000,4311080000,314551000,,629925000,10549721000.0,25627908000.0,47364825000.0,35104952000.0,41278772000.0,1224783000.0,13157062000,506931000,502250000,-28208000.0,6769571000.0,11068816000,716614000.0,1228738000.0,2088246000,-443544000,1581315000,6086053000.0,,0.0,,4857315000.0,380249000,314551000,65914000.0,1305516000,21592699000.0,35104952000.0,8593491000.0,54160000,-1955570000,195516000,,4892987000.0,4892987000.0,10792013000.0,8645773000.0,,-116292000,,434409000,,-1058085000,764855000.0,,71996313000.0,46368405000.0,,0.0,5221216000.0,3389149000,,2354100000.0,921931000,22354748000.0,,,,,,,,,,,,,,,,,
2013-09-30,-1772714000,6000947000,38162000,-155000000.0,404364000,10569032000.0,28368035000.0,50911062000.0,35333966000.0,41328960000.0,,12663556000,376199000,-2268723000,0.0,7431561000.0,10762268000,653064000.0,1189335000.0,1901288000,-273706000,1525089000,9582102000.0,2355679012.0,,0.0162,8392767000.0,87628000,38162000,65914000.0,1294098000,21618335000.0,35333966000.0,8865441000.0,6591000,-4487592000,310145000,,6484754000.0,6484754000.0,12583710000.0,9026808000.0,,86412000,,94219000,,-1643234000,913902000.0,,75611425000.0,47243390000.0,0.0162,,4163285000.0,4311080000,,2354100000.0,1689867000,21619418000.0,,,,,,,,,,,,,,,,,
2013-12-31,-1690925000,4710942000,87959000,-42000000.0,294183000,10511045000.0,28242826000.0,51536470000.0,35610931000.0,41722054000.0,1158565000.0,14158795000,276544000,-1008412000,-25532000.0,7687422000.0,12084068000,665380000.0,1162157000.0,2074727000,-286002000,1798183000,9814416000.0,,0.0,,8652259000.0,151980000,87959000,65914000.0,1458732000,21709764000.0,35610931000.0,8220552000.0,-32510000,-3714143000,174713000,,5378828000.0,5378828000.0,12401503000.0,9658466000.0,,-184159000,,119470000,,-1768732000,787404000.0,-14560411000.0,76392911000.0,48150085000.0,,0.0,4272712000.0,6000947000,0.0,2354100000.0,-1290005000,22292736000.0,,,,,,,,,,,,,,,,,
2014-03-31,-1464775000,4323937000,11966000,-300000000.0,118313000,10519894000.0,28473876000.0,52275259000.0,35627431000.0,38092327000.0,,11723871000,404091000,-2299473000,1522000.0,8885682000.0,9729657000,720599000.0,1131039000.0,1994214000,-267499000,1590123000,14182932000.0,1196600000.0,0.0,0.01,10297401000.0,87514000,11966000,65914000.0,1371473000,21725912000.0,35627431000.0,8362696000.0,30799000,-5015397000,0,0.0,4979144000.0,4979144000.0,11368736000.0,9963991000.0,0.0,2753679000,,118313000,,-1183060000,798164000.0,,77226350000.0,48752474000.0,0.0,0.0,3370640000.0,4710942000,0.0,2354100000.0,-387005000,19896272000.0,,,,,,,,,,,,,,,,,
2014-06-30,-2224915000,8370023000,348725000,-45000000.0,1211233000,10743702000.0,37148056000.0,58026434000.0,35995967000.0,45534634000.0,1046077000.0,14991835000,681146000,-1733233000,84565000.0,12060293000.0,12524160000,2114950000.0,1048862000.0,2467675000,-507317000,1786529000,12491800000.0,,,,11441511000.0,474068000,348725000,65914000.0,1541102000,25336009000.0,35995967000.0,9115431000.0,56550000,-5154938000,680615000,3342088000.0,8797623000.0,8797623000.0,13011769000.0,10285096000.0,,828695000,,530618000,,-2305977000,844387000.0,,86679495000.0,49531439000.0,,,6257267000.0,4323937000,4261000.0,2476000000.0,4046086000,21455379000.0,,,,,,,,,,,,,,,,,
2014-09-30,-1982880000,5723179000,28218000,-143800000.0,33649000,10770796000.0,38403194000.0,60611016000.0,36936819000.0,48466888000.0,,13692897000,-91970000,-3346295000,158588000.0,12781710000.0,11948348000,2118598000.0,999931000.0,1744549000,-667665000,1836519000,12144128000.0,2391355932.0,0.0,0.0118,11143783000.0,56748000,28218000,65914000.0,1643613000,25332934000.0,36936819000.0,9888041000.0,-23099000,-3871013000,0,0.0,6070079000.0,6070079000.0,13367667000.0,10558233000.0,,80651000,,33649000,,-2291377000,855516000.0,,89305913000.0,50902719000.0,0.0118,0.0,6922617000.0,8370023000,0.0,2476000000.0,-2646844000,22364011000.0,,,,,,,,,,,,,,,,,
2014-12-31,-2289132000,4089466000,44616000,-43650000.0,1588200000,10638814000.0,40733096000.0,65114418000.0,38750131000.0,53022124000.0,1110021000.0,17787275000,442261000,-1161066000,-82507000.0,13751929000.0,14941721000,2295659000.0,1112995000.0,2845554000,-324966000,2403293000,12092294000.0,,,,10979299000.0,121540000,44616000,65914000.0,2102841000,25365597000.0,38750131000.0,9978317000.0,69832000,-6981054000,1396828000,100000000.0,4453164000.0,4453164000.0,12676440000.0,10856145000.0,,83201000,,191372000,,-2797722000,874219000.0,-17477612000.0,94008855000.0,53275759000.0,,,7053893000.0,5723179000,0.0,2476000000.0,-1633713000,25936501000.0,,,,,,,,,,,,,,,,,
2015-03-31,-1046744000,4604637000,120946000,-80980000.0,203994000,10758582000.0,38604336000.0,63166378000.0,38810836000.0,51691473000.0,,15282504000,572067000,1446068000,27581000.0,13808531000.0,12659597000,2088365000.0,1107399000.0,2622907000,-340276000,2050840000,11474905000.0,2418920000.0,0.0,0.05,10367506000.0,153291000,120946000,65914000.0,1716152000,25497968000.0,38810836000.0,10835904000.0,50703000,-5760684000,0,0.0,5055217000.0,5055217000.0,10996561000.0,11033116000.0,0.0,-87115000,,203994000,,-2490939000,938639000.0,,92225600000.0,53621264000.0,0.05,0.0,7416317000.0,4089466000,0.0,2476000000.0,515171000,25994906000.0,,,,,,,,,,,,,,,,,
2015-06-30,-3441132000,3558796000,345714000,-611800000.0,1314240000,11103398000.0,39280039000.0,65833737000.0,40073993000.0,51616728000.0,1101293000.0,16299862000,769951000,-3776482000,28959000.0,14847226000.0,13416153000,2860610000.0,1106017000.0,2883709000,-491622000,2113758000,14217009000.0,,,,13110992000.0,470905000,345714000,65914000.0,1787516000,25839369000.0,40073993000.0,13250603000.0,155639000,-3808728000,687696000,,3876512000.0,3876512000.0,15008152000.0,11432684000.0,,133097000,,626544000,,-2861516000,997523000.0,,95258367000.0,55978328000.0,,,4346394000.0,4604637000,1466000.0,2476000000.0,-1045841000,26121735000.0,,,,,,,,,,,,,,,,,
2015-09-30,-2905257000,4579411000,1494700000,-100500000.0,1915020000,12588315000.0,47741252000.0,74040214000.0,40871778000.0,59806408000.0,0.0,16911208000,896860000,-7662813000,153529000.0,16121629000.0,13814442000,2985245000.0,1271474000.0,3096766000,-549373000,2199906000,14233806000.0,2495742194.0,226508000.0,0.5989,12735824000.0,1558346000,1494700000,65914000.0,1976978000,28976472000.0,40871778000.0,16234457000.0,356674000,-3815199000,0,,4904829000.0,4904829000.0,20511366000.0,11879839000.0,,1686782000,,1915020000,,-3099762000,890082000.0,,106659459000.0,58918207000.0,0.5989,0.0,6565159000.0,3558796000,0.0,2476000000.0,1020615000,25919447000.0,,,,,,,,,,,,,,,,,
2015-12-31,-3213307000,6279531000,862081000,-277312000.0,2566431000,13104044000.0,54411666000.0,79456514000.0,41856097000.0,66110124000.0,1546108000.0,31515394000,1706153000,1545160000,195023000.0,21519093000.0,26623367000,2992204000.0,1548340000.0,4892027000,-381396000,3185874000,13346390000.0,,568149000.0,,11229901000.0,955654000,862081000,65914000.0,2802406000,32294404000.0,41856097000.0,15750550000.0,93774000,-5376187000,1517003000,,6596426000.0,6614633000.0,19943800000.0,11865902000.0,,1506141000,,1049428000,,-3837944000,1179915000.0,-20146561000.0,115485755000.0,61074089000.0,,18207000.0,7413987000.0,4579411000,13012000.0,2476000000.0,1700120000,31478687000.0,,,,,,,,,,,,,,,,,
2016-03-31,-2512597000,3645130000,850708000,-52087000.0,1434567000,13904635000.0,51066219000.0,75322208000.0,42703577000.0,63228574000.0,,20285247000,1657236000,-3971876000,234230000.0,22671297000.0,16419554000,3299591000.0,1658889000.0,3865693000,-401632000,2208457000,12093634000.0,2658462500.0,357000000.0,0.32,10077745000.0,897646000,850708000,65914000.0,1900809000,33100652000.0,42703577000.0,16490447000.0,250884000,-5282345000,286037000,,3910076000.0,3910076000.0,21344020000.0,11953145000.0,,647749000,,1148530000,,-2718536000,1178128000.0,,112205554000.0,61139335000.0,0.32,,7997065000.0,6279531000,16847000.0,2476000000.0,-2634401000,27716923000.0,,,,,,,,,,,,,,,,,
2016-06-30,-3363665000,5191327000,1408988000,-751291000.0,2475231000,15264228000.0,58850900000.0,82947757000.0,44138538000.0,73219856000.0,1575157000.0,24664318000,2261116000,-3557440000,-198117000.0,27669582000.0,19168887000,3204412000.0,1576276000.0,5495431000,-621158000,3234315000,9727901000.0,,464658000.0,,7686967000.0,1571421000,1408988000,65914000.0,2925634000,34829172000.0,44138538000.0,16044181000.0,289124000,-5837731000,614686000,,5468747000.0,5473792000.0,25276808000.0,11985322000.0,,-12474000,,1860545000,,-3382287000,945245000.0,,121734837000.0,62883937000.0,,5045000.0,12527775000.0,3645130000,955307000.0,2476000000.0,1546197000,29125108000.0,,,,,,,,,,,,,,,,,
2016-09-30,-2965374000,7312521000,1404430000,-39669000.0,2174383000,16604097000.0,70414591000.0,79292522000.0,44630561000.0,66632148000.0,,27848225000,2191849000,-4387045000,8531000.0,33985044000.0,21865709000,3643109000.0,1631699000.0,5982516000,-661987000,3790667000,12660374000.0,2629034070.0,448540000.0,0.5342,10580135000.0,1502584000,1404430000,65914000.0,3478296000,50567699000.0,44630561000.0,17792667000.0,338641000,-10566321000,333158000,,7588506000.0,7590726000.0,19170364000.0,11554560000.0,,14368290000,,1841225000,,-2986602000,1401122000.0,,133924309000.0,63509718000.0,0.5342,2220000.0,8576050000.0,5191327000,0.0,2728143000.0,2121194000,32197345000.0,,,,,,,,,,,,,,,,,
2016-12-31,-4601006000,7358594000,1388028000,-83858000.0,2527281000,16238160000.0,78240081000.0,89661415000.0,46440156000.0,78317604000.0,1454710000.0,30672207000,2408205000,-2982660000,237469000.0,41768002000.0,24946750000,4268442000.0,1455388000.0,5725457000,-1472166000,3317252000,11343811000.0,,549903000.0,,9338520000.0,1508361000,1388028000,65914000.0,2734235000,51255929000.0,46440156000.0,17378439000.0,209749000,-5004785000,809171000,108548000.0,7693666000.0,7693666000.0,25009611000.0,12055571000.0,,-56872000,,1718110000,,-3966025000,1097130000.0,-23349022000.0,145070778000.0,66830697000.0,,0.0,9634748000.0,7312521000,-923166000.0,2728143000.0,46073000,35243610000.0,,,,,,,,,,,,,,,,,
2017-03-31,-3500329000,8820942000,605795000,-245000000.0,1401421000,16766041000.0,77591345000.0,89993235000.0,47402596000.0,73286843000.0,,21046138000,1484576000,-5722871000,23423000.0,41272389000.0,16625725000,4817887000.0,1417092000.0,4420413000,-457855000,2935837000,16706392000.0,3028975000.0,605696000.0,0.2,14683604000.0,781366000,605795000,65914000.0,2615910000,52001236000.0,47402596000.0,17102320000.0,240265000,-7304316000,379790000,,9097580000.0,9097580000.0,27976568000.0,12735317000.0,,58434000,,1021631000,3028975000.0,-3304563000,929349000.0,,146326109000.0,68734764000.0,0.2,,9121010000.0,7358594000,317000.0,2728143000.0,1462348000,29203009000.0,,,,,,,,,,,,,,,,,
2017-06-30,-3438897000,8320252000,1117119000,-132355000.0,2311580000,17341441000.0,83126454000.0,96565937000.0,48424997000.0,78066217000.0,1594520000.0,23991499000,2340973000,-4431648000,-3337000.0,46530489000.0,19259669000,4752767000.0,1595109000.0,4731830000,-732092000,2390857000,18499720000.0,,603272000.0,,16301339000.0,1383797000,1117119000,65914000.0,2753384000,52623901000.0,48424997000.0,18144296000.0,244582000,-11957162000,683201000,,8701073000.0,8701073000.0,34032436000.0,13178165000.0,,-111683000,,1628379000,,-3379709000,1102684000.0,,153734972000.0,70608518000.0,,,6132154000.0,8820942000,35694000.0,2728143000.0,-500690000,29572648000.0,,,,,,,,,,,,,,,,,
2017-09-30,-4199130000,8471044000,1068521000,-620962000.0,2198548000,18352203000.0,91896516000.0,105851814000.0,49407006000.0,91378558000.0,,28895258000,2239087000,582484000,-34674000.0,51677203000.0,23365650000,4785023000.0,1460835000.0,5529608000,-1344421000,3290521000,14473256000.0,2887894595.0,711011000.0,0.37,12301410000.0,1296715000,1068521000,65914000.0,3235349000,54103403000.0,49407006000.0,20132187000.0,248914000,-5189374000,652919000,,8779718000.0,8779718000.0,35295735000.0,13445434000.0,,171997000,,1545629000,2887894595.0,-3583771000,1105400000.0,,164727543000.0,72831027000.0,0.37,,11015351000.0,8320252000,13257000.0,2728143000.0,150792000,36492387000.0,,,,,,,,,,,,,,,,,
2017-12-31,-4825728000,8935954000,1275043000,-608305000.0,2140040000,19235924000.0,102684392000.0,118141943000.0,50980724000.0,104996936000.0,,31981807000,2282271000,1163361000,165099000.0,51880681000.0,26524438000,12379809000.0,1672656000.0,5457369000,-613715000,3175098000,13145007000.0,,610005000.0,,10862346000.0,1455058000,1275043000,65914000.0,3106728000,55004194000.0,50980724000.0,19872804000.0,-30056000,-11798515000,715038000,,9902690000.0,9903785000.0,35774916000.0,14199119000.0,,-33092000,,1425002000,,-4508518000,149186000.0,,178099430000.0,75415038000.0,,1095000.0,11860704000.0,8471044000,5505000.0,2728143000.0,464910000,40273599000.0,,,,,,,,,,,,,,,,,
2018-03-31,-5255513000,7672196000,102425000,-191820000.0,1119006000,20510020000.0,104619749000.0,121944695000.0,52386532000.0,111711094000.0,,24737565000,1362374000,-4259340000,-1014295000.0,52295046000.0,20496606000,13871219000.0,1721696000.0,4240959000,-664568000,2878585000,10233601000.0,5121250000.0,558321000.0,0.02,7953584000.0,264141000,102425000,88394000.0,3055675000,55037097000.0,52386532000.0,24761863000.0,41420000,-8694483000,813445000,,8142104000.0,8145225000.0,37461146000.0,14759376000.0,-20606000.0,-100877000,,305561000,5121250000.0,-4041388000,4196288000.0,,182095536000.0,77475787000.0,0.02,3121000.0,18270963000.0,8935954000,,2728143000.0,-1263758000,38984183000.0,,,,,,,,,,,,,,,,,
2018-06-30,-2849038000,10030035000,376674000,-91600000.0,1424036000,18961122000.0,111930046000.0,131929874000.0,53582212000.0,119067179000.0,,29413365000,840757000,-5621760000,1154512000.0,57369412000.0,25030772000,13379743000.0,1687057000.0,4382593000,-806825000,3541836000,12862695000.0,,409772000.0,,10765866000.0,610220000,376674000,65914000.0,1325690000,54224673000.0,53582212000.0,24989060000.0,171273000,-16188889000,642543000,,10427332000.0,10428617000.0,40146546000.0,15328124000.0,-2690000.0,23323000,,781493000,,-4233133000,791555000.0,,191296828000.0,79366782000.0,,1285000.0,27934469000.0,7672196000,,2728143000.0,2357839000,39333732000.0,,,,,,,,,,,,,,,,,
