date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2007-09-30,,99659000,20923000.0,-30331000,351342000,71969000,1547731000,1880520000.0,,41553000,270166000,,1023492000.0,1300658000.0,978378000.0,5810000.0,,,-263422000,6279000.0,-112579000.0,0.55,440318000.0,390349000.0,561886000.0,1277565000,818993000.0,15152000,724975000.0,41553000,41553000,69398147.0,177354000,857028000.0,92053000.0,,32426000.0,0.6,48465000.0,-2167000,15080000,701000,-385968000.0,,98321000,126626000.0,328767000.0,,,6363000,198197000,53348000,,-180614000,-115319000,11795000,0.0,0.0,914690000.0,,1784403000.0,78215047.0,2762781000.0,-182781000,302769000.0,27690000,0.0,466661000,721000.0,351342000.0,351342000.0,84374000.0,50528000.0,,,,
2007-12-31,,46092000,-2294000.0,-81221000,338991000,4190000,1013500000,1823196000.0,,-18362000,193798000,,905470000.0,1306124000.0,834408000.0,17582000.0,,,9119000,-2751000.0,-130941000.0,,471542000.0,264316000.0,524699000.0,819702000,867066000.0,6680000,786261000.0,-18362000,-18362000,,178756000,917726000.0,91465000.0,,12446000.0,,36345000.0,-97472000,16613000,-1105000,-391079000.0,,47177000,148109000.0,259868000.0,20188000.0,,31273000,189608000,-7823000,,15448000,-12351000,10539000,42000.0,0.0,915045000.0,,1917695000.0,,2752103000.0,-82024000,382999000.0,41902000,0.0,351342000,749000.0,338991000.0,338991000.0,79273000.0,56410000.0,,,,
2008-03-31,,-3093000,-250000.0,-6534000,433865000,-38490000,636451000,2044225000.0,,-35402000,167769000,,1166649000.0,1260905000.0,1057588000.0,3435000.0,,,170290000,3021000.0,-166343000.0,-0.47,473944000.0,284703000.0,460487000.0,468682000,845826000.0,1943000,727775000.0,-35402000,-56367000,74984934.0,173257000,877576000.0,109801000.0,,49645000.0,-0.47,36406000.0,-24368000,15927000,-195000,-389279000.0,,-58880000,154166000.0,560432000.0,,,1937000,206259000,-50038000,,154464000,94874000,6329000,,27767000.0,871626000.0,,1899381000.0,74984934.0,2956969000.0,130096000,399645000.0,35397000,,338991000,749000.0,433865000.0,433865000.0,81557000.0,66846000.0,,,,
2008-06-30,,57721000,,-114223000,453368000,23721000,1159800000,2427823000.0,,1235000,239600000,,1521787000.0,1356450000.0,1273604000.0,2429000.0,,,59514000,2641000.0,-165108000.0,0.02,502206000.0,384292000.0,471341000.0,920200000,859413000.0,1690000,726898000.0,1235000,1374000,75720739.0,183572000,906036000.0,139138000.0,,58484000.0,0.02,67184000.0,-57695000,14434000,8640000,-450140000.0,,34639000,165533000.0,782300000.0,,,44000,215879000,13922000,,97937000,19503000,12548000,,78149000.0,906310000.0,,2085941000.0,76898595.0,3359545000.0,40242000,511892000.0,34000000,,433865000,761000.0,453368000.0,453368000.0,122813000.0,68298000.0,,,,
2008-09-30,,118745000,,99335000,205916000,75589000,1588653000,1896415000.0,,139928000,293237000,,972935000.0,1320479000.0,871102000.0,23127000.0,0.0,,-359958000,470000.0,-25180000.0,1.67,451248000.0,358621000.0,512606000.0,1295416000,984163000.0,1757000,739386000.0,139928000,111420000,76230900.0,187316000,923480000.0,144094000.0,,48664000.0,1.84,59948000.0,-102803000,15285000,-1443000,-406100000.0,,-24121000,205428000.0,255995000.0,,,2860000,217648000,60723000,,-296365000,-247452000,-50697000,,50420000.0,914379000.0,,2077299000.0,84736808.0,2948401000.0,-399168000,506244000.0,43156000,,453368000,769000.0,205916000.0,205916000.0,93966000.0,38567000.0,,,,
2008-12-31,,-268637000,5000.0,-46174000,199660000,-317343000,915761000,1794673000.0,,-337526000,128034000,,771237000.0,1292239000.0,639818000.0,303819000.0,-25000000.0,,-20184000,2000000.0,-362706000.0,,205296000.0,217286000.0,378992000.0,787727000,622262000.0,636000,837076000.0,-337526000,-349955000,,124862000,1023436000.0,146360000.0,,28517000.0,,48637000.0,-67514000,17377000,-1197000,-404504000.0,,82346000,231339000.0,225664000.0,,,-271226000,445377000,-334061000,,-8872000,-6256000,15894000,5454000.0,64381000.0,887735000.0,,1838839000.0,,2478657000.0,-76386000,514469000.0,39633000,,205916000,785000.0,199660000.0,199660000.0,53563000.0,-961000.0,,,,
2009-03-31,3076000.0,-41056000,-111000.0,-1876000,357104000,-84431000,499258000,2142551000.0,,-102707000,123093000,-42000.0,1214751000.0,1285133000.0,988185000.0,6054000.0,-5803000.0,,245501000,-1146000.0,-476313000.0,-1.29,191856000.0,214449000.0,360859000.0,376165000,581550000.0,117000,752111000.0,-102707000,-103157000,79601562.0,164379000,927800000.0,135689000.0,-176037000.0,34779000.0,-1.29,48150000.0,-13495000,17313000,0,-421223000.0,,-26962000,221525000.0,696240000.0,,17378000.0,-1120000,207524000,-101782000,-2675000.0,189822000,157444000,1375000,1553000.0,55953000.0,863910000.0,-16126000.0,1797581000.0,79601562.0,2785766000.0,176327000,502096000.0,43413000,117000.0,199660000,858000.0,357104000.0,357104000.0,53549000.0,-18486000.0,,,,
2009-06-30,3449000.0,36033000,-21000.0,-25262000,469830000,11442000,1063015000,2494593000.0,,-27198000,220457000,,1574570000.0,1332469000.0,1298843000.0,6481000.0,0.0,,118323000,-146000.0,-503511000.0,-0.33,202302000.0,250545000.0,472785000.0,842558000,574701000.0,48000,738996000.0,-27198000,-26808000,83612409.0,172848000,920023000.0,141027000.0,-107771000.0,53942000.0,-0.33,52467000.0,-18905000,15951000,-259000,-449355000.0,,-26197000,231109000.0,894089000.0,,17287000.0,-12883000,209015000,-16803000,-11009000.0,133109000,112726000,10005000,0.0,54405000.0,883114000.0,-24993000.0,1837741000.0,83612409.0,3136584000.0,114204000,503502000.0,36885000,199000.0,357104000,859000.0,469830000.0,469830000.0,100824000.0,-1245000.0,,,,
2009-09-30,3486000.0,150861000,-423000.0,-12455000,258089000,122599000,1808296000,1963088000.0,,69247000,337622000,,978392000.0,1310163000.0,954314000.0,6767000.0,0.0,,-383961000,-1068000.0,-434264000.0,0.78,209098000.0,324835000.0,540617000.0,1470674000,656668000.0,22000,804477000.0,69247000,79172000,83631558.0,180294000,984696000.0,140219000.0,-132335000.0,40405000.0,0.82,50106000.0,-34821000,17438000,-515000,-457685000.0,,62461000,174083000.0,275535000.0,,18193000.0,-9487000,215023000,96022000,325000.0,-264860000,-211741000,16850000,0.0,23840000.0,852478000.0,-66884000.0,1742547000.0,92717666.0,2696861000.0,-299681000,488440000.0,37401000,300000.0,469830000,859000.0,258089000.0,258089000.0,88294000.0,8634000.0,,,,
2009-12-31,6664000.0,-31457000,0.0,109682000,236955000,-60696000,810452000,1616318000.0,,479000,142604000,,752234000.0,1181987000.0,717866000.0,19493000.0,-2667000.0,,1709000,-6338000.0,-433785000.0,,204672000.0,176179000.0,357138000.0,667848000,652317000.0,357000,699037000.0,479000,-75218000,,162206000,864084000.0,125047000.0,-289652000.0,27133000.0,,41032000.0,-24909000,15663000,-6177000,-432003000.0,,-126266000,196065000.0,284536000.0,,2077000.0,-15930000,203300000,-92115000,-4561000.0,-796000,-21134000,-16897000,0.0,18684000.0,749984000.0,142488000.0,1623893000.0,,2341759000.0,-25705000,470889000.0,44995000,79000.0,258089000,860000.0,236955000.0,236955000.0,50844000.0,4199000.0,,,,
2010-03-31,22422000.0,-41894000,,570836000,825197000,-89914000,722953000,3483841000.0,-639000.0,-111953000,237800000,,1566013000.0,1244339000.0,1609101000.0,25242000.0,-1567000.0,,126792000,-13488000.0,-545738000.0,-0.76,1169785000.0,263952000.0,407482000.0,485153000,1434142000.0,1248000,1487575000.0,-111953000,-112388000,146300907.0,268395000,1917828000.0,165456000.0,-193321000.0,51395000.0,-0.76,39203000.0,-20284000,26505000,-6719000,-459247000.0,224797000.0,-52141000,211905000.0,598574000.0,,27446000.0,-11973000,327714000,-127718000,569210000.0,89501000,588242000,-15330000,0.0,49997000.0,785092000.0,45428000.0,3528337000.0,146300907.0,5137438000.0,69217000,1334109000.0,59319000,19000.0,236955000,1717000.0,825197000.0,825197000.0,470757000.0,-40037000.0,,,,
2010-06-30,10376000.0,71453000,,-13485000,999928000,33020000,1266598000,4021094000.0,,-34618000,369594000,,1812321000.0,1239186000.0,1977352000.0,12906000.0,-40357000.0,,4284000,5633000.0,-580356000.0,-0.2,1164555000.0,365034000.0,436885000.0,897004000,1388512000.0,-951000,1692128000.0,-34618000,-32673000,170007727.0,274254000,2208773000.0,315839000.0,-989186000.0,62882000.0,-0.2,46522000.0,-11161000,29854000,-12575000,-474189000.0,200806000.0,131307000,224833000.0,742518000.0,,29027000.0,-25293000,336574000,-21358000,-569210000.0,78778000,174731000,11315000,0.0,81809000.0,764997000.0,-109087000.0,3532547000.0,170007727.0,5509899000.0,67617000,1349135000.0,62957000,619000.0,825197000,1722000.0,999928000.0,999928000.0,504587000.0,-60878000.0,,,,
2010-09-30,12734000.0,177078000,,-19553000,855616000,112783000,1836351000,3761673000.0,,51404000,449049000,,1531469000.0,1272517000.0,1806149000.0,-118000.0,0.0,,-302465000,2905000.0,-522881000.0,0.3,1232693000.0,470503000.0,558826000.0,1387302000,1510149000.0,-58000,1671789000.0,51404000,65435000,170285159.0,271725000,2230204000.0,331078000.0,-9205000.0,46596000.0,0.3,65324000.0,-19091000,29414000,-2339000,-503390000.0,227337000.0,-11777000,208603000.0,326219000.0,,27719000.0,-1740000,336266000,82344000,-775000.0,-154573000,-144312000,16909000,0.0,52613000.0,769127000.0,-89744000.0,3586400000.0,172302273.0,5392549000.0,-173664000,1348258000.0,59249000,,999928000,1723000.0,855616000.0,855616000.0,528487000.0,-3211000.0,,,,
2010-12-31,,42902000,,-84811000,892758000,-98734000,1237846000,3586351000.0,,-139294000,348995000,,1474221000.0,1261454000.0,1603497000.0,42546000.0,1924000.0,,146370000,-20071000.0,-662175000.0,,1226416000.0,329947000.0,498864000.0,888851000,1364416000.0,5403000,1677714000.0,-139294000,-130253000,,310369000,2112130000.0,215273000.0,-41308000.0,32483000.0,,54150000.0,-26832000,30754000,-17757000,-524390000.0,219143000.0,-18303000,226024000.0,335539000.0,,30077000.0,-118000,447729000,-127993000,489732000.0,144812000,37142000,2260000,0.0,46491000.0,737064000.0,148822000.0,3592063000.0,,5195560000.0,117980000,1372482000.0,140141000,,855616000,1724000.0,892758000.0,892758000.0,539177000.0,-22244000.0,,,,
2011-03-31,24707000.0,7514000,,-24192000,987186000,-69201000,849409000,3851953000.0,,-48460000,302285000,,1825877000.0,1292047000.0,1847594000.0,23302000.0,0.0,,112052000,-31341000.0,-710635000.0,-0.274884,1244912000.0,385988000.0,458234000.0,547124000,1454772000.0,-1123000,1676215000.0,-48460000,-54342000,176292809.0,294005000,2026076000.0,162668000.0,-15874000.0,41775000.0,-0.27,,-18318000,29317000,-48579000,-556866000.0,187193000.0,-45370000,246616000.0,646110000.0,,36097000.0,-1293000,371486000,-99284000,-7775000.0,127768000,94428000,-44942000,18836000.0,36339000.0,735181000.0,-48414000.0,3627658000.0,176292809.0,5475252000.0,109450000,1364852000.0,77481000,,892758000,1801000.0,987186000.0,987186000.0,629187000.0,23203000.0,,,,
2011-06-30,7485000.0,131045000,,-32899000,1003960000,52419000,1558882000,3963116000.0,,13257000,420731000,,1937619000.0,1315780000.0,2035491000.0,6395000.0,0.0,,-91087000,-4103000.0,-697378000.0,0.07,1260759000.0,487843000.0,581154000.0,1138151000,1556209000.0,7135000,1675294000.0,13257000,16614000,180818826.0,291385000,2025497000.0,162801000.0,-13014000.0,49589000.0,0.07,,-26436000,30845000,-11420000,-580901000.0,187402000.0,35301000,249701000.0,641322000.0,,45769000.0,401000,368312000,23273000,-18055000.0,4897000,16774000,6659000,57656000.0,32481000.0,734879000.0,-99819000.0,3616737000.0,182790095.0,5652228000.0,-21539000,1325629000.0,76927000,,987186000,1867000.0,1003960000.0,1003960000.0,625014000.0,32240000.0,,,,
2011-09-30,8364000.0,185489000,,-30304000,782573000,110533000,1790025000,3445924000.0,,51712000,503721000,,1438064000.0,1319794000.0,1636801000.0,885000.0,0.0,,-311712000,-5235000.0,-645666000.0,0.27,1247752000.0,489236000.0,561925000.0,1286304000,1579295000.0,-5578000,1667939000.0,51712000,63021000,186127846.0,309847000,2007860000.0,162502000.0,6189000.0,40736000.0,0.28,,-24937000,30388000,-15616000,-604038000.0,177419000.0,-9139000,242860000.0,273950000.0,,51187000.0,-9408000,393188000,71760000,331000.0,-160206000,-221387000,8739000,0.0,24007000.0,715756000.0,-16159000.0,3531900000.0,188531130.0,5168701000.0,-185143000,1274345000.0,83341000,,1003960000,1867000.0,782573000.0,782573000.0,521619000.0,-5072000.0,,,,
2011-12-31,9489000.0,42845000,,-64622000,844253000,-66385000,1185682000,3462600000.0,,-99525000,367773000,,1492553000.0,1346189000.0,1576790000.0,345000.0,0.0,5119000.0,143038000,-4924000.0,-745191000.0,,1257644000.0,389346000.0,465756000.0,817909000,1461103000.0,-3789000,1663056000.0,-99525000,-95696000,,328889000,1970047000.0,13357000.0,-8639000.0,3348000.0,,52632000.0,-40400000,29952000,-15954000,-626053000.0,186298000.0,-25171000,176877000.0,273536000.0,12947000.0,55796000.0,2594000,434158000,-92376000,-13966000.0,163246000,61680000,3320000,0.0,25236000.0,720136000.0,84585000.0,3510981000.0,,5087771000.0,122846000,1250872000.0,105269000,,782573000,1868000.0,844253000.0,844253000.0,561583000.0,-36374000.0,,,,
2012-03-31,8979000.0,43473000,,-32170000,1071412000,-41782000,867997000,3965421000.0,,-69150000,329283000,,2012753000.0,1370607000.0,2032809000.0,-50000.0,,,250572000,-3605000.0,-814341000.0,-0.37,1277732000.0,421919000.0,549815000.0,538714000,1424127000.0,-19000,1662167000.0,-69150000,-70228000,186521520.0,291352000,1952668000.0,113068000.0,-47429000.0,35015000.0,-0.37,,-38019000,29710000,-3096000,-655732000.0,177433000.0,-20530000,240593000.0,713989000.0,,60118000.0,4642000,371065000,-65950000,-864000.0,264772000,227159000,4278000,0.0,19536000.0,714875000.0,-26374000.0,3516930000.0,186521520.0,5549739000.0,226753000,1223612000.0,79713000,,844253000,1869000.0,1071412000.0,1071412000.0,678195000.0,-11056000.0,,,,
2012-06-30,8940000.0,134535000,,-106387000,1005039000,41191000,1550677000,4151245000.0,,7692000,443808000,,2170636000.0,1383508000.0,2175863000.0,841000.0,,,-59952000,-3341000.0,-806649000.0,0.04,1313800000.0,492484000.0,598069000.0,1106869000,1405873000.0,-250000,1682356000.0,7692000,5560000,186893774.0,308358000,1980609000.0,106225000.0,-7378000.0,52968000.0,0.04,,-36235000,29488000,-4963000,-670688000.0,192028000.0,16793000,246831000.0,830276000.0,,63482000.0,-1846000,402617000,10788000,,45356000,-66373000,5228000,0.0,17679000.0,712820000.0,-76970000.0,3572562000.0,189325338.0,5748425000.0,9121000,1235629000.0,94259000,,1071412000,1871000.0,1005039000.0,1005039000.0,666909000.0,-45327000.0,,,,
2012-09-30,9676000.0,200345000,-354000.0,-29247000,783671000,106411000,1963146000,3720891000.0,,57948000,505723000,,1737980000.0,1414625000.0,1842368000.0,1294000.0,,,-381694000,-4237000.0,-748701000.0,0.31,1338599000.0,583322000.0,658061000.0,1457423000,1501542000.0,-674000,1685968000.0,57948000,68176000,187153788.0,314688000,1982911000.0,106262000.0,-413265000.0,30924000.0,0.31,,-32671000,35535000,-1272000,-696720000.0,190681000.0,8546000,263675000.0,326730000.0,,57725000.0,8256000,399312000,80126000,,-221089000,-221368000,11950000,0.0,16462000.0,717905000.0,-82969000.0,3589880000.0,189754343.0,5432248000.0,-253760000,1211976000.0,84684000,,1005039000,1873000.0,783671000.0,783671000.0,676657000.0,-16436000.0,,,,
2012-12-31,9468000.0,42783000,-576000.0,-35987000,1001055000,-124798000,1437227000,3782232000.0,,-159717000,388956000,,1768172000.0,1448659000.0,1812812000.0,15359000.0,,3601000.0,249070000,226000.0,-908418000.0,,1357827000.0,415790000.0,494370000.0,1048271000,1355418000.0,5713000,1677955000.0,-159717000,-165405000,,229234000,2014060000.0,34646000.0,-56988000.0,12499000.0,,62050000.0,-31448000,29007000,-24767000,-726873000.0,199596000.0,-24700000,45590000.0,402002000.0,12034000.0,46160000.0,-4665000,513754000,-157125000,,278059000,217384000,8280000,0.0,13371000.0,721786000.0,165994000.0,3477994000.0,,5290806000.0,246611000,1101926000.0,170901000,,783671000,1877000.0,1001055000.0,1001055000.0,660671000.0,-10923000.0,,,,
