date,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
1986-09-30,,,,,,,,,,,,2462400000.0,,,,,,,11910000000,,,,0.44,11910000000,,,,,,,,,,11910000000,,,,,,,,,,,,,2462400000.0,,,,,,,,1077000000,,,,,,,,,,,,,,,,0.44,,,,,,
1986-12-31,1628000000.0,,,,,,,,,,,,,34374000000.0,,,21268000000.0,,-26446000000,,,,,-26446000000,,27834000000.0,,,,,12743000000.0,38121000000.0,27749000000.0,16945000000,,-16853000000.0,,,4169000000.0,,30065000000.0,57814000000.0,,,,,,,2004000000.0,,10697000000.0,,,8039000000.0,1390000000,,4524000000.0,,,,,,,7257000000.0,7257000000.0,,,,23440000000.0,,,,8797000000.0,,,,
1987-03-31,,,,,,,,,,,,2423692000.0,,,,,,,6500000000,,,,0.33,6500000000,,,,,,,,,,6500000000,,,,,,,,,,,,,2423692000.0,,,,,,,,785000000,,,,,,,,,,,,,,,,0.33,,,,,,
1987-06-30,,,,,,,,,,,,2423692000.0,,,,,,,8510000000,,,,0.49,8510000000,,,,,,,,,,8510000000,,,,,,,,,,,,,2423692000.0,,,,,,,,1178000000,,,,,,,,,,,,,,,,0.49,,,,,,
1987-09-30,,,,,,,,,,,,2423692000.0,,,,,,,12727000000,,,,0.5,12727000000,,,,,,,,,,12727000000,,,,,,,,,,,,,2423692000.0,,,,,,,,1208000000,,,,,,,,,,,,,,,,0.5,,,,,,
1987-12-31,1559000000.0,,,,,,,,,,,,,38263000000.0,,,22922000000.0,,-28464000000,,,,,-28464000000,,29016000000.0,,,,,13377000000.0,43004000000.0,31020000000.0,18011000000,,-20082000000.0,,,3858000000.0,,32668000000.0,63688000000.0,,,,,,,3040000000.0,,12048000000.0,,,8645000000.0,2087000000,,5150000000.0,,,,,,,6967000000.0,6967000000.0,,,,25425000000.0,,,,9746000000.0,,,,
1988-03-31,,,,,,,,,,,,2388208000.0,,,,,,,11749000000,,,,0.39,11749000000,,,,,,,,,,11749000000,,,,,,,,,,,,,2388208000.0,,,,,,,,913000000,,,,,,,,,,,,,,,,0.39,,,,,,
1988-06-30,,,,,,,,,,,,2372552000.0,,,,,,,13599000000,,,,0.41,13599000000,,,,,,,,,,13599000000,,,,,,,,,,,,,2372552000.0,,,,,,,,964000000,,,,,,,,,,,,,,,,0.41,,,,,,
1988-09-30,,,,,,,,,,,,2367760000.0,,,,,,,13960000000,,,,0.53,13960000000,,,,,,,,,,13960000000,,,,,,,,,,,,,2367760000.0,,,,,,,,1247000000,,,,,,,,,,,,,,,,0.53,,,,,,
1988-12-31,1555000000.0,,,,,,,,,,,,,39509000000.0,,,22050000000.0,,-29998000000,,,,,-29998000000,,31186000000.0,,,,,17387000000.0,43506000000.0,35343000000.0,20937000000,,-21456000000.0,,,8518000000.0,12525000000.0,37694000000.0,73037000000.0,,,,,,,3000000000.0,,16141000000.0,,,9565000000.0,2347000000,,4623000000.0,,,,,,,6123000000.0,6123000000.0,,4862000000.0,,33528000000.0,,,,15644000000.0,,,,
1989-03-31,,,,,,,,,,,,2368508000.0,,,,,,,12730000000,,,,0.41,12730000000,,,,,,,,,,12730000000,,,,,,,,,,,,,2368508000.0,,,,,,,,950000000,,,,,,,,,,,,,,,,0.41,,,,,,
1989-06-30,,,,,,,,,,,,2340768000.0,,,,,,,15213000000,,,,0.58,15213000000,,,,,,,,,,15213000000,,,,,,,,,,,,,2340768000.0,,,,,,,,1340000000,,,,,,,,,,,,,,,,0.58,,,,,,
1989-09-30,,,,,,,,,,,,2315104000.0,,,,,,,14305000000,,,,0.38,14305000000,,,,,,,,,,14305000000,,,,,,,,,,,,,2315104000.0,,,,,,,,877000000,,,,,,,,,,,,,,,,0.38,,,,,,
1989-12-31,2548000000.0,,,,,,,,3167000000.0,,,,,38509000000.0,,,24943000000.0,,-35355000000,,,,,-35355000000,,30477000000.0,,,,,21700000000.0,48410000000.0,35875000000.0,20462000000,,-23467000000.0,,,10825000000.0,12641000000.0,41859000000.0,77734000000.0,,,,,,,3420000000.0,,17525000000.0,,,9463000000.0,591000000,,3280000000.0,,,,,,,3700000000.0,3700000000.0,,5892000000.0,,39225000000.0,,,,16916000000.0,,,,
1990-03-31,3125000000.0,,-132000000.0,,236000000.0,,3700000000.0,8996000000.0,11837000000.0,6860000000.0,-367000000.0,2254347826.0,,38615000000.0,5721000000.0,790000000.0,24941000000.0,,3275000000,185000000.0,,,0.46,2136000000,,30737000000.0,-982000000.0,,1827000000.0,,21130000000.0,49181000000.0,34869000000.0,14185000000,1379000000.0,-24240000000.0,-1343000000.0,925000000.0,10696000000.0,1953000000.0,42358000000.0,77227000000.0,,5189000000.0,,,2254347826.0,592000000.0,3369000000.0,,17482000000.0,1037000000.0,,9844000000.0,1037000000,195000000.0,3417000000.0,1037000000.0,-1672000000.0,0.0,-198000000.0,-696000000.0,1139000000.0,4292000000.0,4292000000.0,504000000.0,7340000000.0,0.0,38612000000.0,36000000.0,0.46,,17417000000.0,,,,
1990-06-30,3521000000.0,,-142000000.0,,533000000.0,,0.0,9915000000.0,11822000000.0,7328000000.0,-481000000.0,2274193548.0,,39554000000.0,6520000000.0,1063000000.0,25599000000.0,,3395000000,365000000.0,,,0.62,2587000000,,31293000000.0,-954000000.0,,2473000000.0,,21289000000.0,50423000000.0,34937000000.0,16495000000,1629000000.0,-24824000000.0,-1367000000.0,-882000000.0,11009000000.0,2357000000.0,44023000000.0,78960000000.0,,6580000000.0,,,2274193548.0,-1061000000.0,3514000000.0,,18117000000.0,1410000000.0,,10086000000.0,1410000000,123000000.0,3594000000.0,1410000000.0,-1837000000.0,0.0,-522000000.0,-695000000.0,808000000.0,3231000000.0,3231000000.0,237000000.0,7110000000.0,0.0,39406000000.0,262000000.0,0.62,,18424000000.0,,,,
1990-09-30,3375000000.0,,-216000000.0,,455000000.0,,0.0,9767000000.0,12021000000.0,7714000000.0,-399000000.0,2269387755.0,,40525000000.0,6547000000.0,797000000.0,26456000000.0,,3220000000,141000000.0,,,0.49,2053000000,,31511000000.0,-1239000000.0,,1909000000.0,,22455000000.0,52487000000.0,36528000000.0,15277000000,1181000000.0,-26031000000.0,-1368000000.0,455000000.0,11167000000.0,1857000000.0,45280000000.0,81808000000.0,,5510000000.0,,,2269387755.0,152000000.0,3757000000.0,,18828000000.0,1112000000.0,,11255000000.0,1112000000,82000000.0,3904000000.0,1112000000.0,-1505000000.0,0.0,-193000000.0,-692000000.0,1167000000.0,3383000000.0,3383000000.0,226000000.0,8577000000.0,0.0,41283000000.0,-187000000.0,0.49,,18824000000.0,,,,
1990-12-31,2315000000.0,,-1000000.0,,463000000.0,,0.0,13834000000.0,3367000000.0,9578000000.0,-645000000.0,,,42832000000.0,8475000000.0,1533000000.0,27241000000.0,,5359000000,395000000.0,,,,4256000000,,33234000000.0,-708000000.0,,3994000000.0,,25276000000.0,53659000000.0,38920000000.0,23061000000,3283000000.0,-26418000000.0,-2431000000.0,-804000000.0,11943000000.0,14307000000.0,48648000000.0,87568000000.0,,9227000000.0,,,,470000000.0,3656000000.0,,19460000000.0,2461000000.0,,10108000000.0,2461000000,95000000.0,3861000000.0,2461000000.0,-2130000000.0,0.0,-321000000.0,-691000000.0,1103000000.0,3853000000.0,3853000000.0,357000000.0,7602000000.0,0.0,44736000000.0,852000000.0,,,21407000000.0,,,,
1991-03-31,3918000000.0,,,,1471000000.0,,3853000000.0,8466000000.0,12826000000.0,7457000000.0,-403000000.0,2216666667.0,,39195000000.0,6199000000.0,355000000.0,26009000000.0,,2267000000,-2118000000.0,100000000.0,,0.24,1009000000,,30785000000.0,2090000000.0,,887000000.0,,23023000000.0,51452000000.0,37658000000.0,13545000000,1762000000.0,-25443000000.0,-1407000000.0,1566000000.0,12131000000.0,1410000000.0,46267000000.0,83925000000.0,,5079000000.0,,,2216666667.0,1112000000.0,6064000000.0,,21707000000.0,532000000.0,,10056000000.0,532000000,200000000.0,3512000000.0,532000000.0,-1966000000.0,0.0,-1627000000.0,-692000000.0,1258000000.0,4965000000.0,4965000000.0,322000000.0,8787000000.0,0.0,44730000000.0,355000000.0,0.24,,20258000000.0,,,,
1991-06-30,3635000000.0,,,,1564000000.0,,0.0,8718000000.0,12369000000.0,8363000000.0,-488000000.0,2280000000.0,,37965000000.0,7196000000.0,93000000.0,25936000000.0,,1522000000,316000000.0,-81000000.0,,0.05,355000000,,30125000000.0,-906000000.0,,207000000.0,,22285000000.0,51554000000.0,35516000000.0,14732000000,691000000.0,-25618000000.0,-1440000000.0,-534000000.0,11991000000.0,1152000000.0,46056000000.0,81572000000.0,,6014000000.0,,,2280000000.0,-1632000000.0,6051000000.0,,21322000000.0,114000000.0,,10157000000.0,114000000,157000000.0,3280000000.0,114000000.0,-1654000000.0,0.0,-1290000000.0,-694000000.0,1167000000.0,3333000000.0,3333000000.0,305000000.0,8764000000.0,0.0,43607000000.0,-749000000.0,0.05,,20120000000.0,,,,
1991-09-30,3533000000.0,,,,687000000.0,,0.0,8281000000.0,12392000000.0,7692000000.0,-475000000.0,2150000000.0,,38191000000.0,6572000000.0,136000000.0,26884000000.0,,1709000000,333000000.0,,,0.08,589000000,,29535000000.0,-791000000.0,,308000000.0,,26914000000.0,53857000000.0,37851000000.0,14433000000,834000000.0,-26973000000.0,-1459000000.0,1082000000.0,12635000000.0,834000000.0,49473000000.0,87324000000.0,,6152000000.0,,,2150000000.0,281000000.0,6319000000.0,,22219000000.0,172000000.0,,11222000000.0,172000000,67000000.0,3265000000.0,172000000.0,-1665000000.0,0.0,-418000000.0,-692000000.0,1120000000.0,3614000000.0,3614000000.0,348000000.0,13688000000.0,0.0,49133000000.0,-625000000.0,0.08,,22589000000.0,,,,
1991-12-31,1657000000.0,,-139000000.0,,1306000000.0,,0.0,12004000000.0,3507000000.0,13015000000.0,-648000000.0,,,37006000000.0,11410000000.0,101000000.0,27578000000.0,,594000000,836000000.0,,,,-1011000000,,27339000000.0,2473000000.0,,-1281000000.0,,33624000000.0,55678000000.0,40969000000.0,22082000000,3438000000.0,-28100000000.0,-2191000000.0,-746000000.0,13231000000.0,16401000000.0,51504000000.0,92473000000.0,,10078000000.0,,,,331000000.0,6685000000.0,,21843000000.0,-1382000000.0,,9844000000.0,-1382000000,178000000.0,1927000000.0,-1382000000.0,-2401000000.0,0.0,-1513000000.0,-693000000.0,1605000000.0,3945000000.0,3945000000.0,448000000.0,13716000000.0,0.0,55467000000.0,1247000000.0,,,23926000000.0,,,,
1992-03-31,3146000000.0,,-51000000.0,,1647000000.0,,3945000000.0,8298000000.0,15804000000.0,7130000000.0,-401000000.0,2288461538.0,,35574000000.0,5965000000.0,396000000.0,26637000000.0,,2333000000,326000000.0,,,0.26,1168000000,,26863000000.0,41000000.0,,991000000.0,,31083000000.0,54304000000.0,38439000000.0,14037000000,2117000000.0,-27667000000.0,-1009000000.0,112000000.0,12891000000.0,1303000000.0,49723000000.0,88162000000.0,,5739000000.0,,,2288461538.0,878000000.0,6536000000.0,,21505000000.0,595000000.0,,10197000000.0,595000000,172000000.0,2078000000.0,595000000.0,-1179000000.0,0.0,-1416000000.0,-691000000.0,1165000000.0,4823000000.0,4823000000.0,349000000.0,13976000000.0,0.0,52588000000.0,1108000000.0,0.26,,23086000000.0,,,,
1992-06-30,2996000000.0,,3000000.0,,857000000.0,,0.0,9164000000.0,14757000000.0,7775000000.0,-441000000.0,2231250000.0,,36552000000.0,6474000000.0,503000000.0,26970000000.0,,2690000000,377000000.0,,,0.32,1389000000,,26862000000.0,-1814000000.0,,1217000000.0,,29601000000.0,55788000000.0,38149000000.0,16224000000,862000000.0,-28818000000.0,-1083000000.0,-919000000.0,13741000000.0,1279000000.0,50903000000.0,89052000000.0,,7060000000.0,,,2231250000.0,-1449000000.0,6922000000.0,,22899000000.0,714000000.0,,10594000000.0,714000000,140000000.0,2236000000.0,714000000.0,-1455000000.0,0.0,-788000000.0,-691000000.0,1301000000.0,3374000000.0,3374000000.0,312000000.0,13565000000.0,0.0,52500000000.0,-221000000.0,0.32,,23933000000.0,,,,
1992-09-30,5153000000.0,,-69000000.0,,446000000.0,,0.0,9142000000.0,14325000000.0,13183000000.0,-435000000.0,2277049180.0,,35433000000.0,10170000000.0,-1508000000.0,25263000000.0,,-1028000000,2916000000.0,,,-1.22,-4041000000,,25334000000.0,-2896000000.0,,-4286000000.0,,31215000000.0,56746000000.0,40140000000.0,14702000000,310000000.0,-31483000000.0,-744000000.0,1429000000.0,14551000000.0,1386000000.0,50877000000.0,91017000000.0,,5560000000.0,,,2277049180.0,747000000.0,7211000000.0,,24369000000.0,-2778000000.0,,10861000000.0,-2778000000,90000000.0,2607000000.0,-2778000000.0,-1019000000.0,0.0,-286000000.0,-692000000.0,3013000000.0,4121000000.0,4121000000.0,335000000.0,15504000000.0,0.0,55584000000.0,-434000000.0,-1.22,,25614000000.0,,,,
1992-12-31,5257000000.0,,27000000.0,,326000000.0,,0.0,9108000000.0,3147000000.0,4218000000.0,-475000000.0,,,27624000000.0,3438000000.0,-1485000000.0,21595000000.0,,5670000000,-3565000000.0,,,,4890000000,,19124000000.0,3183000000.0,,-6948000000.0,,36737000000.0,52786000000.0,39692000000.0,19560000000,2985000000.0,-31191000000.0,-1915000000.0,32000000.0,12853000000.0,17123000000.0,47013000000.0,86705000000.0,,10452000000.0,,,,325000000.0,7461000000.0,,22344000000.0,-5463000000.0,,8385000000.0,-5463000000,-11474000000.0,2030000000.0,-5463000000.0,-2225000000.0,0.0,-794000000.0,-691000000.0,780000000.0,4446000000.0,4446000000.0,364000000.0,16467000000.0,0.0,59081000000.0,1070000000.0,,,25418000000.0,,,,
1993-03-31,5570000000.0,,-98000000.0,,992000000.0,,4446000000.0,6550000000.0,18061000000.0,6820000000.0,-313000000.0,2192307692.0,,27219000000.0,5432000000.0,-95000000.0,21028000000.0,,1118000000,439000000.0,,,-0.13,-270000000,,18516000000.0,143000000.0,,-380000000.0,,36366000000.0,52962000000.0,39746000000.0,13058000000,1366000000.0,-31934000000.0,-401000000.0,-201000000.0,12402000000.0,904000000.0,45967000000.0,85713000000.0,,6508000000.0,,,2192307692.0,681000000.0,7520000000.0,,22128000000.0,-285000000.0,,8219000000.0,-285000000,195000000.0,2206000000.0,-285000000.0,-300000000.0,0.0,-578000000.0,-308000000.0,1388000000.0,5127000000.0,5127000000.0,305000000.0,17401000000.0,0.0,58494000000.0,965000000.0,-0.13,,24939000000.0,,,,
1993-06-30,6403000000.0,,35000000.0,,483000000.0,1091000000.0,0.0,7047000000.0,19397000000.0,15881000000.0,-390000000.0,2277903683.0,,19812000000.0,14808000000.0,-962000000.0,19515000000.0,,-7761000000,442000000.0,,,-3.53,-8834000000,,10135000000.0,70000000.0,,-8998000000.0,,37794000000.0,52020000000.0,40865000000.0,15519000000,29000000.0,-32505000000.0,-869000000.0,2145000000.0,14563000000.0,1243000000.0,45276000000.0,86141000000.0,,8472000000.0,,,2277903683.0,907000000.0,11840000000.0,,28535000000.0,-8036000000.0,,8261000000.0,-8036000000,158000000.0,2132000000.0,-8041000000.0,-1278000000.0,0.0,-502000000.0,-308000000.0,1073000000.0,6034000000.0,6034000000.0,322000000.0,17154000000.0,0.0,66329000000.0,-840000000.0,-3.53,,25761000000.0,,,,
1993-09-30,6176000000.0,,50000000.0,,401000000.0,1091000000.0,0.0,6815000000.0,17698000000.0,6844000000.0,-361000000.0,2333333333.0,,20103000000.0,5631000000.0,34000000.0,18773000000.0,,1184000000,440000000.0,0.0,,-0.03,-29000000,,9906000000.0,416000000.0,,-14000000.0,,34799000000.0,51516000000.0,40252000000.0,14743000000,958000000.0,-32743000000.0,-392000000.0,-600000000.0,15387000000.0,947000000.0,43965000000.0,84217000000.0,,7928000000.0,,,2333333333.0,-700000000.0,11864000000.0,,29315000000.0,-48000000.0,,8657000000.0,-48000000,361000000.0,2064000000.0,-70000000.0,-864000000.0,0.0,-512000000.0,-142000000.0,1213000000.0,5334000000.0,5334000000.0,346000000.0,16154000000.0,0.0,64114000000.0,566000000.0,-0.03,,25192000000.0,,,,
1993-12-31,6364000000.0,,,,511000000.0,1091000000.0,0.0,8446000000.0,3400000000.0,7950000000.0,-443000000.0,,,19738000000.0,6914000000.0,281000000.0,17521000000.0,,1532000000,,122000000.0,,,496000000,,10009000000.0,3643000000.0,,663000000.0,,33150000000.0,47504000000.0,39202000000.0,19396000000,5974000000.0,-29983000000.0,-1492000000.0,-3258000000.0,15245000000.0,16064000000.0,41911000000.0,81113000000.0,,10950000000.0,,,,527000000.0,11177000000.0,,28225000000.0,268000000.0,,7565000000.0,382000000,467000000.0,1803000000.0,248000000.0,-1760000000.0,0.0,-1129000000.0,-175000000.0,1036000000.0,5861000000.0,5861000000.0,300000000.0,13686000000.0,0.0,61375000000.0,4482000000.0,,646000000.0,23744000000.0,,,,
1994-03-31,0.0,,,2186000000.0,972000000.0,8154000000.0,5861000000.0,4940000000.0,18437000000.0,4249000000.0,-293000000.0,2328400000.0,,20574000000.0,4249000000.0,293000000.0,17277000000.0,,2517000000,,82000000.0,,0.16,691000000,,10234000000.0,805000000.0,,685000000.0,,31376000000.0,48317000000.0,39165000000.0,13373000000,2079000000.0,-31040000000.0,-503000000.0,-943000000.0,14937000000.0,997000000.0,40707000000.0,79872000000.0,11489000000.0,8433000000.0,,840000000.0,2328400000.0,2250000000.0,11160000000.0,,27922000000.0,392000000.0,,7390000000.0,392000000,408000000.0,1825000000.0,371000000.0,1207000000.0,8111000000.0,-472000000.0,-159000000.0,1826000000.0,8111000000.0,8951000000.0,414000000.0,11942000000.0,0.0,59298000000.0,1576000000.0,0.16,,23430000000.0,,,,
1994-06-30,0.0,,,2574000000.0,648000000.0,8239000000.0,8111000000.0,6104000000.0,17058000000.0,5026000000.0,-342000000.0,2336000000.0,,21568000000.0,3935000000.0,504000000.0,16736000000.0,,2587000000,,86000000.0,,0.29,1078000000,1091000000.0,10755000000.0,1048000000.0,,1193000000.0,,28625000000.0,47760000000.0,38895000000.0,15351000000,2367000000.0,-31024000000.0,-244000000.0,-2061000000.0,14892000000.0,1210000000.0,39706000000.0,78601000000.0,12123000000.0,9247000000.0,,1190000000.0,2336000000.0,-730000000.0,11662000000.0,,28408000000.0,689000000.0,,7152000000.0,689000000,479000000.0,1854000000.0,668000000.0,-962000000.0,7381000000.0,-1024000000.0,-168000000.0,1509000000.0,7381000000.0,8571000000.0,364000000.0,10357000000.0,0.0,57033000000.0,2123000000.0,0.29,,22970000000.0,,,,
1994-09-30,0.0,,,2802000000.0,573000000.0,8364000000.0,7381000000.0,6154000000.0,16558000000.0,4938000000.0,-323000000.0,2345200000.0,,22463000000.0,3885000000.0,494000000.0,16338000000.0,,2708000000,,124000000.0,,0.3,1216000000,1053000000.0,11297000000.0,2373000000.0,,1204000000.0,,28280000000.0,47433000000.0,40150000000.0,15431000000,3920000000.0,-31095000000.0,-300000000.0,-1155000000.0,14077000000.0,1482000000.0,38918000000.0,79068000000.0,12079000000.0,9277000000.0,,1482000000.0,2345200000.0,1941000000.0,12291000000.0,,28325000000.0,710000000.0,,7004000000.0,710000000,221000000.0,1957000000.0,689000000.0,-996000000.0,9322000000.0,-946000000.0,-165000000.0,1492000000.0,9322000000.0,10804000000.0,233000000.0,10240000000.0,0.0,56605000000.0,3620000000.0,0.3,,22580000000.0,,,,
1994-12-31,0.0,,,2672000000.0,283000000.0,8423000000.0,9322000000.0,8086000000.0,3778000000.0,6065000000.0,1100000000.0,,3475000000.0,23413000000.0,4947000000.0,842000000.0,16664000000.0,,4866000000,,,,,2021000000,1118000000.0,12352000000.0,209000000.0,,2073000000.0,,29226000000.0,44820000000.0,41338000000.0,19896000000,3427000000.0,-28156000000.0,-3392000000.0,-2253000000.0,12548000000.0,0.0,39753000000.0,81091000000.0,15182000000.0,11810000000.0,7930000000.0,2632000000.0,,-1400000000.0,14023000000.0,20126000000.0,28452000000.0,1231000000.0,,6334000000.0,1231000000,-1108000000.0,1881000000.0,1210000000.0,-2675000000.0,7922000000.0,-1424000000.0,-170000000.0,1468000000.0,7922000000.0,10554000000.0,217000000.0,9570000000.0,-10000000.0,57678000000.0,35000000.0,,2963000000.0,0.0,,,,
