date,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2009-06-30,1000000.0,,-1671000000.0,-21043000000.0,402000000.0,39774000000.0,12294000000.0,10581000000.0,5869000000.0,6548000000.0,99000000.0,1336900000.0,10335000000.0,15379000000.0,5017000000.0,1159000000.0,13948000000.0,-1562000000.0,5605000000,0.0,280000000.0,132000000.0,2.34,4033000000,1434000000.0,74328000000.0,306000000.0,3283000000.0,4262000000.0,-79000000.0,36430000000.0,38669000000.0,44435000000.0,23250000000,4741000000.0,-24721000000.0,-863000000.0,-3743000000.0,20868000000.0,0.0,59220000000.0,103655000000.0,10740000000.0,12669000000.0,5562000000.0,848000000.0,1326100000.0,-616000000.0,9142000000.0,4813000000.0,51752000000.0,3103000000.0,18737000000.0,2691000000.0,3103000000,311000000.0,,3103000000.0,-1849000000.0,11678000000.0,-1408000000.0,-732000000.0,1242000000.0,11678000000.0,12526000000.0,101000000.0,8504000000.0,1000000.0,88182000000.0,3878000000.0,2.32,2580000000.0,1000000.0,,,,
2009-09-30,0.0,,-929000000.0,-20487000000.0,768000000.0,40482000000.0,11678000000.0,10627000000.0,6145000000.0,6483000000.0,5000000.0,1338200000.0,9703000000.0,18395000000.0,4965000000.0,1159000000.0,14189000000.0,-5720000000.0,5715000000,2000000.0,980000000.0,147000000.0,2.44,4145000000,1446000000.0,76812000000.0,587000000.0,3348000000.0,4373000000.0,-25000000.0,32960000000.0,39789000000.0,43446000000.0,23566000000,5198000000.0,-25600000000.0,-974000000.0,-5168000000.0,20583000000.0,-1000000.0,60229000000.0,103675000000.0,10678000000.0,12938000000.0,5704000000.0,1980000000.0,1319900000.0,-2147000000.0,9864000000.0,5051000000.0,52222000000.0,3214000000.0,19272000000.0,2546000000.0,3214000000,305000000.0,,3214000000.0,-2337000000.0,9532000000.0,-2161000000.0,-726000000.0,1258000000.0,9532000000.0,11512000000.0,84000000.0,4885000000.0,-1000000.0,85182000000.0,4224000000.0,2.4,2436000000.0,10229000000.0,,,,
2009-12-31,-1000000.0,,-3064000000.0,-18830000000.0,1517000000.0,41810000000.0,9532000000.0,13145000000.0,7436000000.0,7118000000.0,-674000000.0,1340700000.0,10845000000.0,22637000000.0,5444000000.0,1568000000.0,14165000000.0,-2735000000.0,7727000000,142000000.0,1550000000.0,142000000.0,3.65,6027000000,1460000000.0,80900000000.0,-1499000000.0,3562000000.0,6381000000.0,-1069000000.0,36002000000.0,39596000000.0,48935000000.0,27230000000,6448000000.0,-25431000000.0,-1480000000.0,-1206000000.0,21932000000.0,-1000000.0,60087000000.0,109022000000.0,11879000000.0,14085000000.0,5223000000.0,1791000000.0,1318400000.0,2652000000.0,8818000000.0,5379000000.0,50265000000.0,4813000000.0,20190000000.0,2494000000.0,4813000000,394000000.0,,4813000000.0,-2495000000.0,12183000000.0,-1113000000.0,-727000000.0,1265000000.0,12183000000.0,13974000000.0,81000000.0,4168000000.0,1000000.0,86267000000.0,4968000000.0,3.59,2513000000.0,10644000000.0,,,,
2010-03-31,-1000000.0,,-4017000000.0,-18178000000.0,2319000000.0,42665000000.0,12183000000.0,9976000000.0,6345000000.0,7186000000.0,457000000.0,1321600000.0,11456000000.0,22033000000.0,5677000000.0,914000000.0,13840000000.0,-2382000000.0,3597000000,2000000.0,885000000.0,169000000.0,2.0,2790000000,1509000000.0,82783000000.0,1033000000.0,3456000000.0,3515000000.0,-824000000.0,34575000000.0,39018000000.0,45697000000.0,22857000000,4437000000.0,-25178000000.0,-904000000.0,-3368000000.0,21305000000.0,-1000000.0,59511000000.0,105208000000.0,10428000000.0,12881000000.0,5285000000.0,1505000000.0,1301200000.0,289000000.0,8507000000.0,5794000000.0,48484000000.0,2601000000.0,20889000000.0,2524000000.0,2601000000,807000000.0,,2601000000.0,-699000000.0,12472000000.0,-1747000000.0,-718000000.0,1210000000.0,12472000000.0,13977000000.0,82000000.0,5014000000.0,1000000.0,83059000000.0,3533000000.0,1.97,2618000000.0,2000000.0,,,,
2010-06-30,-1000000.0,,-4104000000.0,-18510000000.0,1519000000.0,43522000000.0,12472000000.0,10809000000.0,7233000000.0,6536000000.0,-175000000.0,1296700000.0,14012000000.0,21059000000.0,5061000000.0,1190000000.0,13534000000.0,-1362000000.0,4665000000,151000000.0,942000000.0,151000000.0,2.65,4273000000,1475000000.0,85323000000.0,-940000000.0,3341000000.0,4575000000.0,-185000000.0,34993000000.0,38292000000.0,44895000000.0,23724000000,3766000000.0,-24758000000.0,-969000000.0,-3746000000.0,21017000000.0,-3341000000.0,58525000000.0,103420000000.0,10191000000.0,12915000000.0,4539000000.0,1916000000.0,1278600000.0,-2147000000.0,11636000000.0,6038000000.0,47251000000.0,3386000000.0,20544000000.0,2595000000.0,3385000000,392000000.0,,3386000000.0,-1946000000.0,10325000000.0,-2136000000.0,-833000000.0,1183000000.0,10325000000.0,12241000000.0,90000000.0,5633000000.0,0.0,82244000000.0,2797000000.0,2.61,2526000000.0,1000000.0,,,,
2010-09-30,1000000.0,,-3653000000.0,-17479000000.0,2675000000.0,44328000000.0,10325000000.0,11001000000.0,7084000000.0,6613000000.0,-109000000.0,1272800000.0,10499000000.0,22238000000.0,5149000000.0,1088000000.0,14009000000.0,-1378000000.0,4772000000,154000000.0,798000000.0,154000000.0,2.86,4388000000,1464000000.0,88095000000.0,-314000000.0,3487000000.0,4677000000.0,-1984000000.0,35443000000.0,39936000000.0,44469000000.0,24271000000,4551000000.0,-25927000000.0,-1008000000.0,-3456000000.0,21899000000.0,0.0,62705000000.0,107174000000.0,10904000000.0,13270000000.0,4745000000.0,1227000000.0,1255200000.0,-466000000.0,8841000000.0,6166000000.0,49372000000.0,3589000000.0,22703000000.0,2629000000.0,3589000000,384000000.0,,3589000000.0,-1780000000.0,9859000000.0,-1354000000.0,-818000000.0,1203000000.0,9859000000.0,11086000000.0,95000000.0,5556000000.0,-1000000.0,84815000000.0,3543000000.0,2.82,3047000000.0,9448000000.0,,,,
2010-12-31,0.0,2991000000.0,-3601000000.0,-18743000000.0,1364000000.0,45418000000.0,9859000000.0,14227000000.0,7804000000.0,7211000000.0,-577000000.0,1258400000.0,11580000000.0,23046000000.0,5951000000.0,1698000000.0,14096000000.0,-1400000000.0,7058000000,2991000000.0,1149000000.0,155000000.0,4.24,7016000000,1578000000.0,92532000000.0,-1016000000.0,3666000000.0,6956000000.0,-2929000000.0,40562000000.0,40289000000.0,48116000000.0,29018000000,9786000000.0,-26193000000.0,-1103000000.0,-1859000000.0,21846000000.0,5156000000.0,65334000000.0,113452000000.0,10834000000.0,14792000000.0,5156000000.0,990000000.0,1240100000.0,564000000.0,8228000000.0,5778000000.0,49718000000.0,5257000000.0,25136000000.0,2450000000.0,5257000000,42000000.0,,5257000000.0,-4082000000.0,10661000000.0,-892000000.0,-808000000.0,1235000000.0,10661000000.0,11651000000.0,102000000.0,6778000000.0,-1000000.0,90280000000.0,8683000000.0,4.18,3488000000.0,2000000.0,,,,
2011-03-31,1000000.0,-1936000000.0,-4045000000.0,-18119000000.0,1481000000.0,46278000000.0,10661000000.0,10858000000.0,6747000000.0,7151000000.0,541000000.0,1240000000.0,12820000000.0,22671000000.0,5826000000.0,954000000.0,14208000000.0,-1539000000.0,3910000000,-1936000000.0,877000000.0,170000000.0,2.34,3707000000,1587000000.0,94590000000.0,-147000000.0,3724000000.0,3817000000.0,-51000000.0,40387000000.0,40765000000.0,47524000000.0,24606000000,1856000000.0,-26557000000.0,-1058000000.0,-2314000000.0,21749000000.0,-1000000.0,65438000000.0,112960000000.0,10148000000.0,13749000000.0,5336000000.0,482000000.0,1222200000.0,1594000000.0,8330000000.0,5380000000.0,49798000000.0,2863000000.0,25408000000.0,2549000000.0,2863000000,202000000.0,,2863000000.0,498000000.0,12763000000.0,-415000000.0,-795000000.0,1228000000.0,12763000000.0,13245000000.0,93000000.0,8508000000.0,-1000000.0,90185000000.0,798000000.0,2.31,3324000000.0,-2000000.0,,,,
2011-06-30,0.0,0.0,-4000000000.0,-17109000000.0,500000000.0,46975000000.0,12800000000.0,12385000000.0,7112000000.0,7304000000.0,-64000000.0,1221400000.0,12660000000.0,23127000000.0,6030000000.0,1221000000.0,14239000000.0,-700000000.0,6182000000,-100000000.0,700000000.0,200000000.0,3.04,5081000000,1569000000.0,97334000000.0,-700000000.0,3641000000.0,4885000000.0,-100000000.0,39843000000.0,41126000000.0,46937000000.0,26667000000,4300000000.0,-26887000000.0,-1000000000.0,-4900000000.0,21915000000.0,5144000000.0,66536000000.0,113474000000.0,10539000000.0,14282000000.0,5144000000.0,50000000.0,1204800000.0,-1000000000.0,8850000000.0,5329000000.0,50420000000.0,3664000000.0,25609000000.0,2573000000.0,3664000000,-97000000.0,,3664000000.0,-600000000.0,11700000000.0,-359000000.0,-900000000.0,1200000000.0,11714000000.0,11764000000.0,97000000.0,7858000000.0,2000000.0,90263000000.0,3300000000.0,3.0,3205000000.0,10422000000.0,,,,
2011-09-30,1000000.0,,-3444000000.0,-18099000000.0,575000000.0,47558000000.0,11714000000.0,12173000000.0,7093000000.0,6910000000.0,58000000.0,1204900000.0,11252000000.0,22291000000.0,5662000000.0,1188000000.0,13887000000.0,-2038000000.0,5134000000,166000000.0,478000000.0,166000000.0,3.23,5263000000,1546000000.0,100266000000.0,-649000000.0,3634000000.0,5027000000.0,-64000000.0,36028000000.0,40139000000.0,45373000000.0,26155000000,4679000000.0,-26252000000.0,-1472000000.0,-3669000000.0,24089000000.0,4426000000.0,64786000000.0,110158000000.0,9719000000.0,13984000000.0,4426000000.0,0.0,1188600000.0,-410000000.0,8654000000.0,5422000000.0,51752000000.0,3839000000.0,24913000000.0,2663000000.0,3839000000,-128000000.0,,3839000000.0,-805000000.0,11303000000.0,-382000000.0,-893000000.0,1192000000.0,11303000000.0,11303000000.0,107000000.0,6071000000.0,-1000000.0,87780000000.0,3207000000.0,3.19,3033000000.0,-1000000.0,,,,
2011-12-31,0.0,,-3581000000.0,-21885000000.0,395000000.0,48129000000.0,11303000000.0,14722000000.0,8517000000.0,7378000000.0,-826000000.0,,12197000000.0,20138000000.0,6076000000.0,1784000000.0,13883000000.0,-3322000000.0,7387000000,199000000.0,424000000.0,199000000.0,,7344000000,1555000000.0,104857000000.0,-902000000.0,3847000000.0,7274000000.0,-1588000000.0,42123000000.0,40124000000.0,50928000000.0,29487000000,7096000000.0,-26241000000.0,-1186000000.0,-2810000000.0,22857000000.0,-1000000.0,65505000000.0,116433000000.0,11179000000.0,14764000000.0,4535000000.0,0.0,,618000000.0,8997000000.0,4895000000.0,54075000000.0,5490000000.0,26213000000.0,2595000000.0,5490000000,44000000.0,,5490000000.0,-3505000000.0,11922000000.0,-438000000.0,-880000000.0,1188000000.0,11922000000.0,11922000000.0,113000000.0,8463000000.0,0.0,96198000000.0,5910000000.0,,3392000000.0,10776000000.0,,,,
2012-03-31,1000000.0,,-3015000000.0,-21115000000.0,681000000.0,48800000000.0,11922000000.0,11118000000.0,7416000000.0,7232000000.0,637000000.0,1174200000.0,13269000000.0,20701000000.0,5886000000.0,769000000.0,13945000000.0,-848000000.0,3946000000,168000000.0,619000000.0,168000000.0,2.65,3886000000,1601000000.0,107036000000.0,43000000.0,3904000000.0,3836000000.0,-1319000000.0,38209000000.0,40441000000.0,48847000000.0,24673000000,4291000000.0,-26496000000.0,-1097000000.0,-2316000000.0,25760000000.0,4677000000.0,66499000000.0,115347000000.0,10012000000.0,13555000000.0,4677000000.0,500000000.0,1159100000.0,-87000000.0,9112000000.0,4822000000.0,56355000000.0,3066000000.0,27468000000.0,2754000000.0,3066000000,58000000.0,,3066000000.0,-2230000000.0,11835000000.0,-1227000000.0,-870000000.0,1157000000.0,11835000000.0,12335000000.0,110000000.0,6293000000.0,-1000000.0,94564000000.0,3194000000.0,2.61,3641000000.0,1000000.0,,,,
2012-06-30,-1000000.0,,-2987000000.0,-21498000000.0,566000000.0,49157000000.0,11835000000.0,12281000000.0,7482000000.0,7135000000.0,50000000.0,1161900000.0,12311000000.0,20472000000.0,5837000000.0,1280000000.0,13865000000.0,-3221000000.0,5278000000,160000000.0,299000000.0,160000000.0,3.38,5146000000,1587000000.0,109928000000.0,-807000000.0,3889000000.0,5161000000.0,-606000000.0,38903000000.0,40158000000.0,47392000000.0,25784000000,4435000000.0,-26293000000.0,-1358000000.0,-3362000000.0,24766000000.0,4602000000.0,66439000000.0,113832000000.0,10172000000.0,13502000000.0,4602000000.0,323000000.0,1149000000.0,-971000000.0,9166000000.0,4730000000.0,54365000000.0,3881000000.0,27735000000.0,2758000000.0,3881000000,132000000.0,,3881000000.0,-1683000000.0,10864000000.0,-428000000.0,-978000000.0,1176000000.0,10864000000.0,11187000000.0,117000000.0,7669000000.0,1000000.0,93268000000.0,3077000000.0,3.34,3657000000.0,10795000000.0,,,,
2012-09-30,0.0,300000000.0,-3000000000.0,-20720000000.0,724000000.0,49603000000.0,10900000000.0,11732000000.0,7085000000.0,7139000000.0,-100000000.0,1149300000.0,11230000000.0,21541000000.0,5908000000.0,1251000000.0,14028000000.0,-922000000.0,6398000000,182000000.0,300000000.0,200000000.0,3.36,4593000000,1534000000.0,112773000000.0,-700000000.0,4263000000.0,5074000000.0,-300000000.0,39499000000.0,40716000000.0,48141000000.0,24748000000,4500000000.0,-26688000000.0,-1000000000.0,-2500000000.0,24333000000.0,4973000000.0,67639000000.0,115778000000.0,9772000000.0,13016000000.0,4973000000.0,345000000.0,1137200000.0,1000000000.0,9334000000.0,5006000000.0,54612000000.0,3824000000.0,28270000000.0,2586000000.0,3824000000,606000000.0,,3824000000.0,-1000000000.0,11900000000.0,-200000000.0,-1000000000.0,1200000000.0,11909000000.0,12254000000.0,124000000.0,9334000000.0,300000000.0,94111000000.0,3500000000.0,3.33,3565000000.0,10791000000.0,,,,
2012-12-31,0.0,-4200000000.0,-3000000000.0,-25759000000.0,1171000000.0,50110000000.0,11900000000.0,15167000000.0,7952000000.0,7274000000.0,-3100000000.0,,11952000000.0,18860000000.0,5921000000.0,1998000000.0,13996000000.0,-200000000.0,7940000000,300000000.0,300000000.0,200000000.0,,7893000000,1580000000.0,117641000000.0,-1581000000.0,4491000000.0,7831000000.0,-1500000000.0,43625000000.0,40501000000.0,49433000000.0,29304000000,6300000000.0,-26505000000.0,-1000000000.0,-3791000000.0,24088000000.0,-1000000.0,69781000000.0,119213000000.0,10667000000.0,14137000000.0,4847000000.0,717000000.0,,-1500000000.0,7607000000.0,5021000000.0,56604000000.0,5833000000.0,29247000000.0,2287000000.0,5833000000,47000000.0,448000000.0,5833000000.0,-4100000000.0,10400000000.0,-1700000000.0,-957000000.0,1152000000.0,10412000000.0,11129000000.0,109000000.0,9181000000.0,-3800000000.0,100229000000.0,5300000000.0,,3787000000.0,735000000.0,,,,
2013-03-31,1000000.0,1600000000.0,-2600000000.0,-25466000000.0,1169000000.0,50522000000.0,10400000000.0,10678000000.0,7203000000.0,7038000000.0,733000000.0,1124000000.0,12971000000.0,19092000000.0,5577000000.0,574000000.0,13597000000.0,-857000000.0,4900000000,144000000.0,400000000.0,100000000.0,2.72,3640000000,1644000000.0,119713000000.0,-300000000.0,4409000000.0,3606000000.0,-100000000.0,42122000000.0,40056000000.0,48949000000.0,23408000000,4000000000.0,-26459000000.0,-700000000.0,-2600000000.0,24672000000.0,-2000000.0,68310000000.0,117258000000.0,10084000000.0,12730000000.0,4583000000.0,1407000000.0,1113700000.0,200000000.0,7772000000.0,5011000000.0,55922000000.0,3032000000.0,29025000000.0,2421000000.0,3032000000,60000000.0,,3032000000.0,-1000000000.0,10600000000.0,-200000000.0,-900000000.0,1200000000.0,10585000000.0,11992000000.0,94000000.0,8725000000.0,-100000000.0,98044000000.0,3300000000.0,2.7,3601000000.0,11945000000.0,,,,
2013-06-30,-1000000.0,-500000000.0,-3552000000.0,-25774000000.0,200000000.0,50886000000.0,10600000000.0,12132000000.0,6821000000.0,7981000000.0,-100000000.0,1109400000.0,12241000000.0,17756000000.0,6680000000.0,918000000.0,13356000000.0,-4019000000.0,5342000000,100000000.0,301000000.0,200000000.0,2.93,4151000000,1548000000.0,121883000000.0,-1400000000.0,4166000000.0,4144000000.0,-100000000.0,41037000000.0,39552000000.0,47911000000.0,24925000000,3200000000.0,-26196000000.0,-900000000.0,0.0,26292000000.0,5214000000.0,67241000000.0,115153000000.0,10277000000.0,12792000000.0,5214000000.0,799000000.0,1100900000.0,-1000000000.0,7813000000.0,4721000000.0,56233000000.0,3226000000.0,28846000000.0,2389000000.0,3226000000,91000000.0,,3226000000.0,-900000000.0,9600000000.0,-999000000.0,-1000000000.0,1100000000.0,9558000000.0,10357000000.0,98000000.0,7830000000.0,-3300000000.0,97270000000.0,2300000000.0,2.91,3418000000.0,11828000000.0,,,,
2013-09-30,0.0,500000000.0,-900000000.0,-24971000000.0,600000000.0,51203000000.0,9600000000.0,11380000000.0,6263000000.0,6532000000.0,100000000.0,1098800000.0,11658000000.0,19877000000.0,5255000000.0,772000000.0,13877000000.0,-2864000000.0,6109000000,100000000.0,200000000.0,100000000.0,3.7,4848000000,1468000000.0,124885000000.0,-1600000000.0,4087000000.0,4812000000.0,-2400000000.0,39222000000.0,40808000000.0,47533000000.0,23721000000,3800000000.0,-26931000000.0,-1000000000.0,300000000.0,28478000000.0,4643000000.0,70313000000.0,117845000000.0,9865000000.0,12341000000.0,4643000000.0,160000000.0,1090900000.0,500000000.0,8056000000.0,4718000000.0,58615000000.0,4041000000.0,30882000000.0,2492000000.0,4041000000,62000000.0,,4041000000.0,-2500000000.0,10100000000.0,-583000000.0,-1000000000.0,1200000000.0,10072000000.0,10232000000.0,97000000.0,7702000000.0,-1100000000.0,97837000000.0,2800000000.0,3.68,4003000000.0,11674000000.0,,,,
2013-12-31,-1000000.0,-2900000000.0,-5800000000.0,-21602000000.0,838000000.0,51594000000.0,10100000000.0,14315000000.0,7461000000.0,7354000000.0,-1348000000.0,,12557000000.0,22792000000.0,5989000000.0,777000000.0,13821000000.0,-2273000000.0,8275000000,-100000000.0,200000000.0,200000000.0,,6961000000,1566000000.0,130042000000.0,-1000000000.0,4108000000.0,6962000000.0,-500000000.0,40154000000.0,40475000000.0,51350000000.0,27699000000,6500000000.0,-26654000000.0,-1100000000.0,-3000000000.0,32856000000.0,-1000000.0,74872000000.0,126223000000.0,10465000000.0,13383000000.0,4748000000.0,350000000.0,,600000000.0,9934000000.0,4639000000.0,63140000000.0,6185000000.0,31184000000.0,2310000000.0,6185000000,113000000.0,1741000000.0,6185000000.0,-2900000000.0,10700000000.0,-1400000000.0,-1000000000.0,1200000000.0,10716000000.0,11066000000.0,113000000.0,6862000000.0,0.0,103294000000.0,5400000000.0,,3871000000.0,738000000.0,,,,
2014-03-31,0.0,1800000000.0,-8200000000.0,-21156000000.0,800000000.0,51943000000.0,10700000000.0,10543000000.0,6865000000.0,7583000000.0,664000000.0,1041800000.0,13681000000.0,16607000000.0,6289000000.0,596000000.0,13683000000.0,-1507000000.0,4185000000,300000000.0,300000000.0,100000000.0,2.3,2960000000,1501000000.0,131431000000.0,-300000000.0,4042000000.0,2980000000.0,-300000000.0,41058000000.0,40478000000.0,47959000000.0,22484000000,3300000000.0,-26795000000.0,-900000000.0,-4700000000.0,34668000000.0,-1000000.0,74687000000.0,122646000000.0,9682000000.0,11941000000.0,5292000000.0,295000000.0,1035200000.0,-1300000000.0,10107000000.0,5030000000.0,64848000000.0,2384000000.0,31214000000.0,2456000000.0,2384000000,126000000.0,,2384000000.0,0.0,9400000000.0,-477000000.0,-1000000000.0,1100000000.0,9409000000.0,9704000000.0,105000000.0,9312000000.0,270000000.0,105906000000.0,2400000000.0,2.29,3698000000.0,11918000000.0,,,,
2014-06-30,1000000.0,-300000000.0,-3700000000.0,-20369000000.0,200000000.0,52163000000.0,9400000000.0,11975000000.0,6271000000.0,6869000000.0,-44000000.0,1005100000.0,12591000000.0,17377000000.0,5603000000.0,1034000000.0,13748000000.0,-1301000000.0,6507000000,100000000.0,100000000.0,100000000.0,4.14,5106000000,1457000000.0,134483000000.0,-1900000000.0,4152000000.0,5171000000.0,-300000000.0,42433000000.0,40936000000.0,48182000000.0,24364000000,3600000000.0,-27188000000.0,-900000000.0,-2300000000.0,34008000000.0,-1000000.0,76132000000.0,124314000000.0,9902000000.0,12389000000.0,4737000000.0,5000000.0,999600000.0,300000000.0,10224000000.0,5369000000.0,64368000000.0,4137000000.0,31568000000.0,2338000000.0,4137000000,201000000.0,,4137000000.0,-1000000000.0,9700000000.0,-359000000.0,-1100000000.0,1200000000.0,9715000000.0,9720000000.0,136000000.0,12462000000.0,131000000.0,106801000000.0,2700000000.0,4.12,3585000000.0,12140000000.0,,,,
2014-09-30,-1000000.0,,-1719000000.0,-20978000000.0,523000000.0,52446000000.0,9715000000.0,10874000000.0,5855000000.0,6389000000.0,328000000.0,997700000.0,11346000000.0,14255000000.0,5084000000.0,906000000.0,11068000000.0,-300000000.0,5626000000,0.0,148000000.0,150000000.0,0.02,4485000000,1354000000.0,133403000000.0,-912000000.0,3683000000.0,4361000000.0,-47000000.0,42306000000.0,39950000000.0,47163000000.0,22397000000,3904000000.0,-28882000000.0,-1150000000.0,-2819000000.0,32821000000.0,1000000.0,71745000000.0,118911000000.0,9122000000.0,11523000000.0,5788000000.0,4000000.0,991800000.0,-155000000.0,10613000000.0,5126000000.0,62210000000.0,18000000.0,31045000000.0,2356000000.0,3455000000,-20000000.0,,18000000.0,-800000000.0,9561000000.0,-677000000.0,-1090000000.0,1139000000.0,9561000000.0,9565000000.0,126000000.0,12876000000.0,147000000.0,104516000000.0,2754000000.0,0.02,3373000000.0,10993000000.0,,,,
2014-12-31,1000000.0,-1500000000.0,-100000000.0,-27875000000.0,728000000.0,52666000000.0,9600000000.0,12862000000.0,6864000000.0,7155000000.0,-2026000000.0,,11877000000.0,11868000000.0,6034000000.0,1580000000.0,10771000000.0,-4600000000.0,8211000000,100000000.0,200000000.0,100000000.0,,5707000000,1320000000.0,137793000000.0,-600000000.0,3691000000.0,7094000000.0,0.0,39600000000.0,39034000000.0,49422000000.0,24114000000,6100000000.0,-28263000000.0,-1000000000.0,-5600000000.0,35073000000.0,6013000000.0,68111000000.0,117532000000.0,9090000000.0,11251000000.0,6013000000.0,0.0,,-1100000000.0,8893000000.0,5603000000.0,65918000000.0,5484000000.0,30556000000.0,2103000000.0,5515000000,1506000000.0,288000000.0,5484000000.0,-1200000000.0,8500000000.0,-2100000000.0,-1100000000.0,1000000000.0,8476000000.0,8476000000.0,117000000.0,5731000000.0,-100000000.0,105518000000.0,5100000000.0,,3104000000.0,788000000.0,,,,
2015-03-31,-2000000.0,1600000000.0,-1200000000.0,-27842000000.0,1600000000.0,52928000000.0,8500000000.0,9452000000.0,6314000000.0,6487000000.0,1615000000.0,992300000.0,12162000000.0,12141000000.0,5362000000.0,585000000.0,10510000000.0,-1300000000.0,4109000000,127000000.0,200000000.0,100000000.0,2.36,2965000000,1298000000.0,139030000000.0,200000000.0,3811000000.0,3001000000.0,-100000000.0,35640000000.0,38303000000.0,46316000000.0,19590000000,3600000000.0,-27793000000.0,-900000000.0,-3400000000.0,34295000000.0,5765000000.0,65722000000.0,112037000000.0,8806000000.0,10138000000.0,5765000000.0,8000000.0,988100000.0,300000000.0,8791000000.0,5466000000.0,64108000000.0,2327000000.0,29871000000.0,1970000000.0,2415000000,143000000.0,,2328000000.0,600000000.0,8800000000.0,-819000000.0,-1100000000.0,1000000000.0,8796000000.0,8804000000.0,108000000.0,4532000000.0,161000000.0,99748000000.0,2700000000.0,2.35,2991000000.0,9820000000.0,,,,
2015-06-30,1000000.0,-400000000.0,-1100000000.0,-27432000000.0,648000000.0,53059000000.0,8800000000.0,10390000000.0,5943000000.0,6351000000.0,-277000000.0,986700000.0,11332000000.0,13684000000.0,5179000000.0,698000000.0,10703000000.0,-200000000.0,5339000000,100000000.0,100000000.0,100000000.0,3.51,4039000000,1300000000.0,141218000000.0,-700000000.0,3892000000.0,4224000000.0,-600000000.0,35535000000.0,38639000000.0,45186000000.0,20814000000,3900000000.0,-27936000000.0,-900000000.0,-2500000000.0,33339000000.0,5301000000.0,67543000000.0,112729000000.0,8632000000.0,10423000000.0,5301000000.0,367000000.0,982300000.0,-400000000.0,8828000000.0,5377000000.0,63357000000.0,3449000000.0,30535000000.0,1912000000.0,3526000000,301000000.0,,3449000000.0,-1900000000.0,8400000000.0,-500000000.0,-1300000000.0,1000000000.0,8393000000.0,8760000000.0,115000000.0,5329000000.0,-100000000.0,98892000000.0,3000000000.0,3.5,2938000000.0,10339000000.0,,,,
