date,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-06-30,-11714000.0,,2563990000,0.45,529721000,3967471000.0,-123317000.0,904590000.0,276104000.0,1234068000.0,,-70535000.0,4322542000.0,1531214000.0,4481390000.0,,23000.0,,-49610000.0,454066000,6532619000.0,13940000.0,1659400000.0,616418000.0,,-913000.0,1709734000.0,785977000.0,7295319000.0,41452000.0,1446044000.0,450524000.0,284045000,,445677000.0,990213000.0,276104000.0,,0.0,2436257000.0,116764000.0,6468000.0,-65965000.0,-71278000.0,19128000.0,,-727000.0,-2777935000.0,1978582000.0,,2007000.0,1011693000.0,276326000.0,108518000.0,186304000.0,152900000.0,0.45,,1703455000.0,436945000.0,,210361000.0,11262790000.0,2703532000.0,6940248000.0,7376000.0,75655000.0,1234068000.0,1234068000.0,613578000.0,1125550000.0,3079000.0,442169000.0,-3851000.0,,,
2003-09-30,-66953000.0,,2531885000,0.44,501074000,3395962000.0,-161549000.0,897829000.0,268902000.0,1372841000.0,,-70589000.0,4407649000.0,1522579000.0,4437346000.0,,28583000.0,,56669000.0,426676000,6727761000.0,-1668000.0,1634056000.0,617992000.0,,-108000.0,1701858000.0,769727000.0,7399657000.0,46297000.0,926285000.0,471153000.0,269776000,,466335000.0,947098000.0,268902000.0,,0.0,1873383000.0,70161000.0,13154000.0,-60818000.0,-78927000.0,16126000.0,,941000.0,-2767099000.0,1433355000.0,,4526000.0,979994000.0,395032000.0,138773000.0,257942000.0,145300000.0,0.435,,1670247000.0,415076000.0,,334214000.0,10795619000.0,2733532000.0,6387970000.0,15619000.0,74398000.0,1372841000.0,1372841000.0,614284000.0,1234068000.0,3084000.0,424749000.0,-112232000.0,,,
2003-12-31,-25431000.0,,2625958000,,511031000,3319035000.0,-116422000.0,905514000.0,283297000.0,1684483000.0,,-73761000.0,4783202000.0,1488903000.0,4561429000.0,,7135000.0,,-66283000.0,431716000,6937110000.0,196539000.0,1720444000.0,,,2900000.0,1721186000.0,870950000.0,7874286000.0,26501000.0,920360000.0,473798000.0,286909000,,468497000.0,909772000.0,283297000.0,,0.0,1830132000.0,56094000.0,18138000.0,-75356000.0,-90454000.0,17986000.0,,-660000.0,-2832791000.0,1511881000.0,,-22692000.0,991979000.0,480209000.0,311642000.0,80452000.0,130300000.0,,,1728638000.0,417209000.0,,404853000.0,11193321000.0,2798863000.0,6410119000.0,20849000.0,79315000.0,1684483000.0,1684483000.0,,1372841000.0,3089000.0,481407000.0,109811000.0,,,
2004-03-31,-14645000.0,,2710349000,0.47,547654000,3531998000.0,-221297000.0,960006000.0,290196000.0,1729058000.0,,-73948000.0,5095393000.0,1698772000.0,4702449000.0,,59000.0,,-30944000.0,447642000,7153277000.0,-13783000.0,1750343000.0,620818000.0,,13467000.0,1909639000.0,831344000.0,8234116000.0,-28181000.0,920849000.0,512364000.0,290025000,,483341000.0,912377000.0,290196000.0,,0.0,1833226000.0,51350000.0,14552000.0,-60513000.0,-76099000.0,15882000.0,,0.0,-2919210000.0,1603344000.0,,7665000.0,1070483000.0,319700000.0,44575000.0,278708000.0,149400000.0,0.465,,1783239000.0,439425000.0,,259187000.0,11766114000.0,2894367000.0,6670721000.0,18812000.0,100012000.0,1729058000.0,1729058000.0,616642000.0,1684483000.0,3097000.0,537370000.0,229031000.0,,,
2004-06-30,-14049000.0,,3002271000,0.585,659552000,3640256000.0,-255481000.0,1072468000.0,360350000.0,1537208000.0,,-74028000.0,4998734000.0,1789815000.0,4709018000.0,,,,-36290000.0,561536000,7440056000.0,7571000.0,1929803000.0,621276000.0,,-1238000.0,1979770000.0,881729000.0,8210153000.0,-32590000.0,923510000.0,510932000.0,360350000,,502880000.0,926931000.0,360350000.0,,0.0,1850441000.0,59962000.0,35972000.0,-69259000.0,-292009000.0,18991000.0,,0.0,-2917688000.0,1653964000.0,,3505000.0,1098222000.0,376818000.0,-191850000.0,298048000.0,185700000.0,0.58,,1791330000.0,565050000.0,,307559000.0,11850409000.0,3039935000.0,6851675000.0,19640000.0,98016000.0,1537208000.0,1537208000.0,616172000.0,1729058000.0,3105000.0,550076000.0,133049000.0,,,
2004-09-30,-6986000.0,,2967168000,0.55,602565000,3854666000.0,-103705000.0,1032337000.0,330051000.0,930283000.0,,-73572000.0,4416572000.0,2007133000.0,4769613000.0,,,-943014000.0,110205000.0,512238000,7687073000.0,-53092000.0,1934831000.0,607932000.0,,5299000.0,1983649000.0,914104000.0,7543307000.0,-40768000.0,924004000.0,520099000.0,330051000,,509482000.0,923529000.0,330051000.0,,0.0,1847533000.0,97067000.0,18505000.0,-68088000.0,-959654000.0,18512000.0,,0.0,-2961690000.0,1693638000.0,,6325000.0,1142532000.0,452545000.0,-606925000.0,455891000.0,170000000.0,0.545,,1807923000.0,500051000.0,,384457000.0,11397973000.0,3075911000.0,6981401000.0,18837000.0,90327000.0,930283000.0,930283000.0,602780000.0,1537208000.0,3111000.0,540071000.0,135619000.0,,,
2004-12-31,-28762000.0,,3051637000,,632639000,3724324000.0,-230844000.0,1075368000.0,358097000.0,667390000.0,,-83033000.0,4322198000.0,1850971000.0,4937112000.0,,3929000.0,-527682000.0,-251963000.0,535197000,7963518000.0,202518000.0,1976269000.0,,,-9355000.0,2054624000.0,959380000.0,7627610000.0,-75513000.0,921098000.0,540171000.0,359179000,,528742000.0,952255000.0,358097000.0,,0.0,1873353000.0,203523000.0,10079000.0,-84700000.0,-500030000.0,15849000.0,,0.0,-3060237000.0,1726634000.0,,-5469000.0,1281156000.0,382968000.0,-262893000.0,84257000.0,154700000.0,,,1876875000.0,513879000.0,,298268000.0,11351934000.0,3193055000.0,7029736000.0,28123000.0,97442000.0,667390000.0,667390000.0,,930283000.0,3114000.0,603811000.0,413415000.0,,,
2005-03-31,-70669000.0,,3074291000,0.535,576515000,4297222000.0,-288879000.0,1051954000.0,312306000.0,1052941000.0,,-81653000.0,4856242000.0,2371318000.0,4947279000.0,,1000.0,-189732000.0,-195395000.0,477889000,8194678000.0,88295000.0,2022337000.0,587200000.0,,7016000.0,2132492000.0,890264000.0,7708693000.0,-57517000.0,967857000.0,574065000.0,312306000,,548075000.0,958047000.0,312306000.0,,0.0,1925904000.0,785985000.0,12334000.0,-64028000.0,371701000.0,18727000.0,,0.0,-3072058000.0,1822885000.0,,3444000.0,1361403000.0,302951000.0,385551000.0,94797000.0,150300000.0,0.53,,1875221000.0,462606000.0,,238923000.0,12005915000.0,3336226000.0,7149673000.0,15392000.0,98626000.0,1052941000.0,1052941000.0,582788000.0,667390000.0,3116000.0,600272000.0,425157000.0,,,
2005-06-30,-2575000.0,,3295644000,0.65,656660000,4201914000.0,-79318000.0,1139042000.0,373782000.0,858679000.0,,-81146000.0,4567116000.0,2280382000.0,4859150000.0,,,-382954000.0,55922000.0,566854000,8488550000.0,-29927000.0,2156602000.0,580030000.0,,-1052000.0,2134215000.0,946668000.0,7427201000.0,49014000.0,967208000.0,572188000.0,373782000,,556975000.0,954324000.0,373782000.0,,0.0,1921532000.0,696788000.0,2669000.0,-80681000.0,-548810000.0,27352000.0,,0.0,-3036914000.0,1806497000.0,,6880000.0,1274538000.0,498324000.0,-194262000.0,81122000.0,172600000.0,0.645,,1822236000.0,546382000.0,,417643000.0,11629115000.0,3312107000.0,7061999000.0,12246000.0,89806000.0,858679000.0,858679000.0,575804000.0,1052941000.0,3117000.0,555804000.0,214564000.0,,,
2005-09-30,-18029000.0,,3257600000,0.72,713202000,3954081000.0,-182178000.0,1176328000.0,408202000.0,351345000.0,,-79909000.0,4052825000.0,2020401000.0,4904264000.0,,,-469112000.0,31623000.0,619220000,8804369000.0,59467000.0,2081272000.0,570018000.0,,-9230000.0,2168592000.0,975001000.0,7281126000.0,65733000.0,965535000.0,557108000.0,408202000,,541338000.0,968145000.0,408202000.0,,0.0,1933680000.0,378609000.0,3315000.0,-71316000.0,-864379000.0,18243000.0,,0.0,-3078805000.0,1929661000.0,,-775000.0,1229667000.0,559297000.0,-507334000.0,122894000.0,192000000.0,0.715,,1825459000.0,600202000.0,,487981000.0,11235207000.0,3377213000.0,7182382000.0,18580000.0,93982000.0,351345000.0,351345000.0,565596000.0,858679000.0,3117000.0,543897000.0,204321000.0,,,
2005-12-31,-28967000.0,,3294257000,,695901000,3898748000.0,-234024000.0,1190587000.0,400579000.0,370417000.0,,-92384000.0,4111605000.0,2000731000.0,4851178000.0,,-592000.0,0.0,50714000.0,595241000,9112328000.0,-48090000.0,2103670000.0,,,3714000.0,2098276000.0,1013940000.0,7546895000.0,47189000.0,958321000.0,595346000.0,400579000,,568477000.0,939696000.0,400579000.0,,0.0,1898017000.0,252899000.0,6245000.0,-77077000.0,-224834000.0,22676000.0,,-7121000.0,-3044069000.0,1802722000.0,,-186000.0,1203063000.0,485964000.0,19072000.0,173814000.0,171800000.0,,,1807109000.0,572379000.0,,408887000.0,11445643000.0,3678938000.0,7334038000.0,173864000.0,100660000.0,370417000.0,370417000.0,,351345000.0,3120000.0,560078000.0,122012000.0,,,
2006-03-31,-2060000.0,,3297036000,0.65,649712000,3885350000.0,-230536000.0,1177362000.0,366530000.0,454470000.0,,-92620000.0,4352100000.0,1945899000.0,4955173000.0,,-1549000.0,,-97998000.0,539968000,9385295000.0,2341000.0,2119674000.0,567690000.0,3196492000.0,22757000.0,2191698000.0,936128000.0,8065172000.0,-46046000.0,959977000.0,637394000.0,366530000,,601421000.0,979474000.0,366530000.0,,0.0,1939451000.0,230757000.0,42007000.0,-68319000.0,-74583000.0,18897000.0,,0.0,-3111966000.0,1791832000.0,,-33000.0,1279108000.0,388511000.0,84053000.0,186852000.0,164700000.0,0.645,,1843207000.0,531230000.0,,320192000.0,11950522000.0,759549000.0,7598422000.0,12270000.0,109744000.0,454470000.0,454470000.0,563874000.0,370417000.0,3147000.0,592162000.0,150430000.0,,,
2006-06-30,-1749000.0,,3579470000,0.82,761516000,3950069000.0,-148551000.0,1286649000.0,465854000.0,459186000.0,,-93563000.0,4816258000.0,1972128000.0,5156718000.0,,31549000.0,,-236262000.0,659764000,9757485000.0,41305000.0,2292821000.0,571954000.0,3224025000.0,2783000.0,2374172000.0,1025476000.0,8593917000.0,-44795000.0,960145000.0,626885000.0,465854000,,602221000.0,992352000.0,465854000.0,,0.0,1977941000.0,91713000.0,21000000.0,-76675000.0,-201951000.0,19009000.0,,10552000.0,-3240686000.0,1814141000.0,25444000.0,25699000.0,1370047000.0,360920000.0,4716000.0,185576000.0,200600000.0,0.81,,1916032000.0,666454000.0,,284245000.0,12543986000.0,773530000.0,7727728000.0,6279000.0,101752000.0,459186000.0,459186000.0,567446000.0,454470000.0,6303000.0,669363000.0,267156000.0,,,
2006-09-30,-2059000.0,,3538014000,0.79,733282000,4539281000.0,-519539000.0,1245822000.0,446092000.0,617912000.0,,-93664000.0,5091751000.0,2443667000.0,5265212000.0,,5963000.0,,-10059000.0,626866000,10084576000.0,51879000.0,2292192000.0,570929000.0,3406848000.0,-10503000.0,2369654000.0,1076035000.0,8711188000.0,-11729000.0,964302000.0,618956000.0,446092000,,593719000.0,998209000.0,446092000.0,,0.0,2095614000.0,524626000.0,3410000.0,-77796000.0,100351000.0,20804000.0,,6698000.0,-3286072000.0,1868416000.0,133103000.0,35830000.0,1444560000.0,573166000.0,158726000.0,193538000.0,195800000.0,0.78,,1979140000.0,641892000.0,,495370000.0,13250469000.0,904314000.0,8158718000.0,13778000.0,106416000.0,617912000.0,617912000.0,567637000.0,459186000.0,6304000.0,649468000.0,287619000.0,,,
2006-12-31,-19479000.0,,3640529000,,703537000,4862931000.0,-375789000.0,1267895000.0,439270000.0,590207000.0,,-118999000.0,5206405000.0,2636584000.0,5408846000.0,,8055000.0,-198891000.0,131928000.0,577543000,10406511000.0,71478000.0,2372634000.0,,4025053000.0,-6249000.0,2471273000.0,1014490000.0,9017508000.0,42366000.0,955610000.0,690352000.0,439270000,173036000.0,634887000.0,1011578000.0,439270000.0,,119317000.0,2226347000.0,462721000.0,12552000.0,-78216000.0,-399043000.0,26897000.0,,-4164000.0,-3355389000.0,1365645000.0,259159000.0,7329000.0,1482508000.0,743431000.0,-27705000.0,278681000.0,166400000.0,,,2053457000.0,605670000.0,,665215000.0,13880439000.0,1113634000.0,8674034000.0,335038000.0,125994000.0,590207000.0,590207000.0,,617912000.0,6309000.0,707656000.0,446639000.0,,,
2007-03-31,-6197000.0,,3759041000,0.72,693825000,5216842000.0,-250929000.0,1310012000.0,402435000.0,574575000.0,,-117337000.0,5504463000.0,2756634000.0,5449570000.0,,-50000.0,-219873000.0,-56760000.0,568648000,8828246000.0,-32661000.0,2449029000.0,563280000.0,4103324000.0,91000.0,2681515000.0,1122986000.0,9156765000.0,-67076000.0,956290000.0,741364000.0,402435000,,701185000.0,1211302000.0,402435000.0,,0.0,2460208000.0,577141000.0,51003000.0,-85291000.0,-191001000.0,24402000.0,,5991000.0,-3379061000.0,1341686000.0,292616000.0,24435000.0,1601705000.0,422819000.0,-15632000.0,255361000.0,168400000.0,0.71,,2070509000.0,570835000.0,,337528000.0,14373607000.0,1180230000.0,8869144000.0,13087000.0,125177000.0,574575000.0,574575000.0,559001000.0,590207000.0,5604000.0,801146000.0,434249000.0,,,
2007-06-30,-1341000.0,,4159689000,0.91,828256000,5247944000.0,-172082000.0,1484174000.0,505606000.0,481508000.0,,-116911000.0,5654283000.0,2820152000.0,5580810000.0,,12664000.0,-260000000.0,-72826000.0,698677000,9217978000.0,3938000.0,2675515000.0,561244000.0,4183793000.0,-159000.0,2882698000.0,1192528000.0,9388456000.0,-5690000.0,956578000.0,785497000.0,505606000,,745718000.0,1185546000.0,505606000.0,,0.0,2427792000.0,528096000.0,26098000.0,-89038000.0,-473211000.0,25606000.0,,-36105000.0,-3463982000.0,1323198000.0,285668000.0,44135000.0,1612380000.0,531638000.0,-93067000.0,293545000.0,211600000.0,0.9,,2116828000.0,717206000.0,,442600000.0,14636400000.0,1225320000.0,8982117000.0,11785000.0,129579000.0,481508000.0,481508000.0,556793000.0,574575000.0,5612000.0,805983000.0,537831000.0,,,
2007-09-30,-563000.0,,4093803000,0.89,824335000,5495701000.0,-240599000.0,1451059000.0,491088000.0,602104000.0,,-115874000.0,5702414000.0,2406016000.0,5654792000.0,,9575000.0,-519038000.0,92833000.0,696295000,9556758000.0,31461000.0,2642744000.0,554255000.0,4326929000.0,-6791000.0,2842414000.0,1248136000.0,9386485000.0,17357000.0,1573074000.0,754764000.0,491088000,,715662000.0,1192279000.0,491088000.0,,0.0,3089685000.0,101467000.0,22756000.0,-80298000.0,-385301000.0,25824000.0,,44024000.0,-3534221000.0,1347903000.0,324332000.0,19017000.0,1607759000.0,736441000.0,120596000.0,277345000.0,198400000.0,0.89,,2120571000.0,689488000.0,,656143000.0,14882186000.0,1267465000.0,9179772000.0,25805000.0,128040000.0,602104000.0,602104000.0,549561000.0,481508000.0,5620000.0,779068000.0,640098000.0,,,
2007-12-31,-20633000.0,,4158078000,,802084000,6174537000.0,-260438000.0,1470181000.0,470733000.0,827524000.0,,-152308000.0,6165655000.0,2960285000.0,5818500000.0,,11139000.0,-758850000.0,180582000.0,660136000,9879065000.0,-8260000.0,2687897000.0,,4387165000.0,4195000.0,2915546000.0,1121405000.0,9351325000.0,50866000.0,1888839000.0,810045000.0,426950000,220412000.0,768063000.0,1064755000.0,470733000.0,,318103000.0,3214252000.0,410512000.0,16808000.0,-98728000.0,-340415000.0,26260000.0,,-37698000.0,-3624490000.0,1421440000.0,260658000.0,-50590000.0,1625820000.0,793399000.0,225420000.0,353808000.0,176500000.0,,,2194010000.0,603450000.0,,694671000.0,15525862000.0,1296176000.0,9360207000.0,40507000.0,141948000.0,827524000.0,827524000.0,,602104000.0,5625000.0,854148000.0,1050786000.0,,,
2008-03-31,-606000.0,,4139414000,0.58,751543000,6736971000.0,-320225000.0,1441448000.0,303621000.0,927441000.0,,-148427000.0,6428717000.0,3923200000.0,5989637000.0,,14380000.0,-385574000.0,-40526000.0,519961000,8439692000.0,-8311000.0,2697966000.0,529725000.0,4476496000.0,-1586000.0,3014391000.0,1351091000.0,9247972000.0,-65336000.0,1435464000.0,921487000.0,301375000,,780460000.0,1077181000.0,303621000.0,,0.0,2813771000.0,1339993000.0,17553000.0,-89005000.0,-89496000.0,37488000.0,,1797000.0,-3741996000.0,1398936000.0,301126000.0,-119988000.0,1766019000.0,493924000.0,99917000.0,358512000.0,159700000.0,0.57,,2247641000.0,461075000.0,,404919000.0,15984943000.0,1363040000.0,9556226000.0,4446000.0,231582000.0,927441000.0,927441000.0,526299000.0,827524000.0,5307000.0,873604000.0,1157619000.0,,,
2008-06-30,-1862000.0,,4570472000,1.01,900532000,7090796000.0,-518553000.0,1623747000.0,528090000.0,640174000.0,,-146379000.0,6550242000.0,4175209000.0,6117731000.0,,-10256000.0,-200000000.0,-201289000.0,756712000,8822359000.0,-16599000.0,2946725000.0,525209000.0,4753450000.0,3443000.0,3302285000.0,1448273000.0,9499159000.0,-33445000.0,1462435000.0,867035000.0,528470000,,822435000.0,1076411000.0,528090000.0,,0.0,2915587000.0,1465927000.0,17642000.0,-95982000.0,-216700000.0,36575000.0,,1616000.0,-3832682000.0,1406302000.0,376741000.0,24233000.0,1845621000.0,450104000.0,-287267000.0,339786000.0,215900000.0,1.01,,2285049000.0,744370000.0,,354122000.0,16589955000.0,1526430000.0,10039713000.0,9978000.0,143820000.0,640174000.0,640174000.0,521488000.0,927441000.0,5311000.0,921223000.0,1195850000.0,,,
2008-09-30,-641000.0,,4147757000,0.88,820976000,7923671000.0,-624187000.0,1448489000.0,453518000.0,867618000.0,,-145423000.0,6978959000.0,5014238000.0,5565840000.0,,42997000.0,-406009000.0,10744000.0,638963000,9117416000.0,52146000.0,2699268000.0,521086000.0,4782752000.0,-6536000.0,2981707000.0,1395273000.0,9095920000.0,-32802000.0,1398165000.0,809526000.0,443289000,,759142000.0,1046468000.0,453518000.0,,619764000.0,2909433000.0,2197110000.0,10138000.0,-89308000.0,196307000.0,38169000.0,,561000.0,-3445071000.0,1373196000.0,464800000.0,15899000.0,1835525000.0,688759000.0,227444000.0,576221000.0,173404000.0,0.87,,2120769000.0,616693000.0,,599451000.0,17019591000.0,1689705000.0,10040632000.0,7114000.0,182013000.0,867618000.0,867618000.0,517914000.0,640174000.0,5314000.0,845634000.0,883117000.0,,,
2008-12-31,-16474000.0,,3678394000,,548605000,7549608000.0,-293105000.0,1265940000.0,233774000.0,742950000.0,,-158461000.0,5923718000.0,4875581000.0,5193495000.0,,12641000.0,-399011000.0,248927000.0,414113000,9196465000.0,-123093000.0,2412454000.0,,4504285000.0,13860000.0,2426124000.0,1035643000.0,7663475000.0,26794000.0,1243693000.0,851827000.0,273310000,215226000.0,589494000.0,1315778000.0,233774000.0,,671113000.0,2674027000.0,2433482000.0,10856000.0,-81177000.0,-351987000.0,40346000.0,,29000.0,-3224859000.0,966205000.0,114556000.0,-43546000.0,1673175000.0,590097000.0,-124668000.0,549109000.0,86000000.0,,,1968636000.0,359310000.0,,508920000.0,15213083000.0,1773970000.0,9289365000.0,5394000.0,134492000.0,742950000.0,742950000.0,,867618000.0,5318000.0,642121000.0,-253211000.0,,,
2009-03-31,-322000.0,11637000.0,2914268000,-0.08,275976000,7384340000.0,-133420000.0,930868000.0,-39374000.0,1121099000.0,-149908000.0,-154726000.0,5685719000.0,3235025000.0,5161458000.0,173537000.0,8426000.0,,249854000.0,147559000,9001254000.0,-41091000.0,1983400000.0,499189000.0,4397889000.0,-12522000.0,2076013000.0,1123382000.0,7373667000.0,189374000.0,2740221000.0,783309000.0,-29428000,,732739000.0,1329542000.0,-39374000.0,-1961629000.0,457759000.0,4149315000.0,1130805000.0,5383000.0,-60991000.0,46970000.0,31298000.0,458502000.0,3000.0,-3235054000.0,506278000.0,79552000.0,-89997000.0,1470946000.0,447146000.0,378149000.0,157082000.0,52000000.0,-0.08,-66057000.0,1926404000.0,22572000.0,329188000.0,386155000.0,14758007000.0,1702484000.0,9072288000.0,1436000.0,222106000.0,1121099000.0,1121099000.0,499189000.0,742950000.0,5320000.0,495438000.0,-376219000.0,,,
2009-06-30,-30552000.0,12332000.0,3392906000,0.35,468037000,6815551000.0,-98581000.0,1144653000.0,176565000.0,616403000.0,-6553000.0,-154781000.0,5131994000.0,2448192000.0,5930988000.0,206219000.0,-1615000.0,,243362000.0,334835000,9022927000.0,29789000.0,2248253000.0,499389000.0,4677193000.0,11707000.0,2393176000.0,1326115000.0,7914133000.0,239285000.0,2855812000.0,809818000.0,178943000,,757871000.0,1372380000.0,176565000.0,-965972000.0,12229000.0,4367359000.0,180511000.0,10572000.0,-60347000.0,-1110100000.0,43886000.0,450889000.0,25000.0,-3793006000.0,564584000.0,139167000.0,-19839000.0,1438637000.0,623937000.0,-504696000.0,5454000.0,92167000.0,0.35,-47583000.0,2137982000.0,271110000.0,-6763000.0,563590000.0,14741675000.0,1696585000.0,9609681000.0,2640000.0,153041000.0,616403000.0,616403000.0,499389000.0,1121099000.0,5323000.0,575001000.0,130361000.0,,,
2009-09-30,-5802000.0,11688000.0,3580354000,0.6,645979000,6641923000.0,-48698000.0,1265179000.0,302418000.0,942856000.0,38635000.0,-154892000.0,5285091000.0,2466631000.0,5948475000.0,225751000.0,9595000.0,0.0,179240000.0,495595000,9170064000.0,-75748000.0,2315175000.0,502187000.0,4721777000.0,-76000.0,2410667000.0,1391824000.0,8233536000.0,96838000.0,2869377000.0,769584000.0,302964000,,720042000.0,1234447000.0,302418000.0,-104956000.0,0.0,4175292000.0,67460000.0,39373000.0,-53015000.0,-219770000.0,45670000.0,456450000.0,581000.0,-3841372000.0,579633000.0,71468000.0,-861000.0,1361201000.0,569196000.0,326453000.0,0.0,146100000.0,0.6,-4702000.0,2107103000.0,449064000.0,1663000.0,516181000.0,14884216000.0,1652292000.0,9599125000.0,6488000.0,151245000.0,942856000.0,942856000.0,500313000.0,616403000.0,5336000.0,626314000.0,249471000.0,,,
2009-12-31,19090000.0,16201000.0,3757429000,,630479000,7264108000.0,-223423000.0,1328832000.0,507400000.0,1318772000.0,33300000.0,-155282000.0,5674595000.0,2835638000.0,6056530000.0,417267000.0,-1763000.0,0.0,232053000.0,479826000,9521740000.0,-390532000.0,2428597000.0,,4860732000.0,-22933000.0,2491492000.0,1359394000.0,8808207000.0,47182000.0,2914874000.0,849006000.0,495599000,,797835000.0,1305919000.0,507400000.0,136947000.0,0.0,4428470000.0,213681000.0,46405000.0,-72749000.0,32533000.0,43847000.0,451293000.0,3442000.0,-3920003000.0,562376000.0,207677000.0,2120000.0,1356233000.0,506310000.0,375916000.0,0.0,-57500000.0,,-163332000.0,2136527000.0,438099000.0,12785000.0,433561000.0,16081984000.0,1723417000.0,10407389000.0,9651000.0,148533000.0,1318772000.0,1318772000.0,,942856000.0,5350000.0,689572000.0,400726000.0,,,
2010-03-31,-798000.0,12420000.0,3606389000,0.59,626679000,7123585000.0,-71575000.0,1285637000.0,294331000.0,1417566000.0,38015000.0,-155724000.0,5792351000.0,2840577000.0,5878621000.0,381481000.0,1897000.0,,-164482000.0,483930000,9660300000.0,2347000.0,2320752000.0,505014000.0,4742039000.0,6789000.0,2450438000.0,1282647000.0,8733238000.0,-102657000.0,2807180000.0,801707000.0,294331000,,748604000.0,1288772000.0,294331000.0,-1179000.0,0.0,4283008000.0,324386000.0,5141000.0,-60722000.0,-38935000.0,44577000.0,445707000.0,188000.0,-3843118000.0,550416000.0,187056000.0,5978000.0,1413084000.0,279406000.0,98794000.0,0.0,151000000.0,0.58,-27628000.0,2035503000.0,445331000.0,-56585000.0,218684000.0,15866558000.0,1677346000.0,10074207000.0,6224000.0,136771000.0,1417566000.0,1417566000.0,502424000.0,1318772000.0,5352000.0,696293000.0,169493000.0,,,
2010-06-30,-459000.0,14979000.0,4076252000,0.84,796020000,6940095000.0,-231453000.0,1480298000.0,420792000.0,1265237000.0,51880000.0,-155771000.0,5766470000.0,2776560000.0,5703836000.0,309804000.0,8336000.0,,-215760000.0,652738000,9925004000.0,-19495000.0,2595954000.0,506297000.0,4672253000.0,13113000.0,2582663000.0,1273037000.0,8722064000.0,-65865000.0,2724342000.0,827560000.0,420792000,,773649000.0,1259519000.0,420792000.0,-7598000.0,0.0,4163535000.0,305917000.0,37711000.0,-62663000.0,-150712000.0,43687000.0,445156000.0,2123000.0,-3759958000.0,541517000.0,179674000.0,5741000.0,1458179000.0,338442000.0,-152329000.0,0.0,194000000.0,0.83,-189743000.0,1943878000.0,614792000.0,-209499000.0,275779000.0,15671959000.0,1712933000.0,9905489000.0,3203000.0,137541000.0,1265237000.0,1265237000.0,503265000.0,1417566000.0,5362000.0,731714000.0,-162181000.0,,,
