date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherNonCurrentLiabilities,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2014-03-31,2116000000.0,-23000000.0,62000000,2045000000,3207000000.0,579000000.0,3207000000.0,2908000000,26000000.0,0.08,2959000000.0,104000000.0,1000000,-97000000,-13000000,,784000000.0,482000000.0,,580000000.0,3355000000.0,223000000,245000000.0,-8000000.0,-3000000,272000000,647000000.0,175000000,,,-10000000.0,17000000.0,225000000.0,142000000,2498000000.0,-10000000,5370000000.0,857000000.0,1000000,1200000000.0,48000000,16543000000.0,11173000000.0,33000000,299000000,2078000000,396000000,216000000,2551000000.0,819000000,309000000.0,364000000.0,9000000,-111000000,3207000000,12000000,1394000000.0,1259000000,-83000000,0.0,678000000.0,13054000000.0,0.08,295000000.0,406000000.0,,61000000,2763000000.0,48000000,644000000,,,,,,,
2014-06-30,2137000000.0,5000000.0,24000000,2216000000,3145000000.0,579000000.0,3145000000.0,3207000000,26000000.0,0.02,3009000000.0,35000000.0,-5000000,-135000000,-2000000,-2623000000.0,682000000.0,610000000.0,5632000000.0,580000000.0,3070000000.0,-133000000,276000000.0,-53000000.0,-1000000,-71000000,431000000.0,127000000,0.0,,-72000000.0,18000000.0,237000000.0,157000000,2264000000.0,-1000000,5270000000.0,806000000.0,-20000000,1188000000.0,12000000,16489000000.0,11219000000.0,-30000000,-84000000,2186000000,51000000,-155000000,2609000000.0,875000000,310000000.0,310000000.0,93000000,-120000000,3145000000,36000000,1388000000.0,1311000000,55000000,0.0,671000000.0,13263000000.0,0.02,224000000.0,369000000.0,,29000000,2782000000.0,13000000,748000000,,,,,,,
2014-09-30,2246000000.0,-529000000.0,125000000,2111000000,2735000000.0,580000000.0,2735000000.0,3145000000,26000000.0,0.11,2910000000.0,-16000000.0,37000000,-114000000,-26000000,,696000000.0,152000000.0,,580000000.0,3121000000.0,-1000000,272000000.0,21000000.0,-9000000,-372000000,485000000.0,170000000,,,-115000000.0,17000000.0,302000000.0,131000000,2293000000.0,-17000000,4865000000.0,828000000.0,-48000000,1132000000.0,65000000,16123000000.0,11258000000.0,39000000,69000000,2150000000,183000000,-25000000,2497000000.0,836000000,302000000.0,293000000.0,114000000,-529000000,2735000000,69000000,1411000000.0,1314000000,46000000,,659000000.0,12861000000.0,0.11,245000000.0,404000000.0,,88000000,2909000000.0,65000000,666000000,,,,,,,
2014-12-31,2379000000.0,-900000000.0,215000000,2087000000,1918000000.0,580000000.0,1918000000.0,2735000000,26000000.0,0.24,2809000000.0,-48000000.0,52000000,-69000000,-130000000,,717000000.0,-261000000.0,,583000000.0,3183000000.0,-35000000,320000000.0,21000000.0,-1000000,-790000000,461000000.0,328000000,,,-131000000.0,13000000.0,444000000.0,135000000,2329000000.0,0,4052000000.0,854000000.0,-10000000,1136000000.0,142000000,15970000000.0,11918000000.0,193000000,240000000,2280000000,309000000,-1000000,2466000000.0,1014000000,307000000.0,274000000.0,0,-969000000,1918000000,9000000,1450000000.0,1266000000,20000000,,629000000.0,12630000000.0,0.24,274000000.0,412000000.0,,163000000,3547000000.0,143000000,686000000,,,,,,,
2015-03-31,2313000000.0,-16000000.0,52000000,2031000000,2027000000.0,582000000.0,2027000000.0,1918000000,26000000.0,0.04,2699000000.0,124000000.0,18000000,-85000000,-4000000,,694000000.0,-554000000.0,,583000000.0,3140000000.0,73000000,225000000.0,-11000000.0,8000000,141000000,528000000.0,163000000,,,-11000000.0,12000000.0,467000000.0,132000000,2273000000.0,-12000000,4088000000.0,867000000.0,-12000000,1121000000.0,23000000,15686000000.0,11598000000.0,31000000,125000000,2062000000,210000000,67000000,2382000000.0,846000000,306000000.0,370000000.0,36000000,-65000000,2027000000,9000000,1308000000.0,1216000000,-112000000,0.0,701000000.0,12389000000.0,0.04,295000000.0,399000000.0,,34000000,3510000000.0,23000000,683000000,,,,,,,
2015-06-30,2242000000.0,109000000.0,-336000000,2082000000,1951000000.0,583000000.0,1951000000.0,2027000000,26000000.0,-0.65,2746000000.0,-26000000.0,27000000,-110000000,-30000000,-2542000000.0,688000000.0,-582000000.0,5288000000.0,583000000.0,2957000000.0,-42000000,239000000.0,-23000000.0,1000000,-79000000,404000000.0,191000000,,,-113000000.0,14000000.0,88000000.0,132000000,2155000000.0,-1000000,3975000000.0,802000000.0,-5000000,1151000000.0,-379000000,15093000000.0,11118000000.0,59000000,19000000,2141000000,129000000,-69000000,2379000000.0,912000000,331000000.0,319000000.0,-1000000,-178000000,1951000000,-409000000,1310000000.0,1229000000,57000000,0.0,651000000.0,11965000000.0,-0.65,166000000.0,361000000.0,,-363000000,3063000000.0,-378000000,721000000,,,,,,,
2015-09-30,2143000000.0,-30000000.0,52000000,1970000000,1898000000.0,581000000.0,1898000000.0,1951000000,26000000.0,0.3,2553000000.0,-94000000.0,-91000000,-63000000,-37000000,,963000000.0,-1025000000.0,,583000000.0,2955000000.0,-1000000,272000000.0,-109000000.0,-6000000,18000000,407000000.0,165000000,-15000000.0,,-14000000.0,12000000.0,204000000.0,121000000,2166000000.0,-16000000,3889000000.0,789000000.0,-5000000,1133000000.0,175000000,14756000000.0,10867000000.0,44000000,78000000,2014000000,141000000,74000000,2196000000.0,815000000,320000000.0,293000000.0,5000000,-86000000,1898000000,-4000000,1301000000.0,1199000000,30000000,,630000000.0,11636000000.0,0.3,171000000.0,354000000.0,,143000000,3012000000.0,175000000,650000000,,,,,,,
2015-12-31,2164000000.0,-107000000.0,155000000,2004000000,1883000000.0,581000000.0,1883000000.0,1898000000,26000000.0,0.11,2554000000.0,-3000000.0,49000000,-57000000,-62000000,,984000000.0,-923000000.0,,583000000.0,2876000000.0,-56000000,248000000.0,11000000.0,-1000000,-21000000,403000000.0,280000000,-3000000.0,,-22000000.0,11000000.0,268000000.0,123000000,2096000000.0,-58000000,3795000000.0,780000000.0,6000000,1108000000.0,62000000,14875000000.0,11080000000.0,157000000,148000000,2161000000,205000000,-89000000,2288000000.0,968000000,344000000.0,254000000.0,0,-164000000,1883000000,-13000000,1349000000.0,1193000000,42000000,,503000000.0,11812000000.0,0.11,145000000.0,337000000.0,,106000000,3090000000.0,63000000,688000000,,,,,,,
2016-03-31,2229000000.0,-411000000.0,-226000000,1859000000,1972000000.0,580000000.0,1972000000.0,1883000000,26000000.0,-0.26,2499000000.0,85000000.0,-98000000,-60000000,303000000,,472000000.0,-845000000.0,,580000000.0,3851000000.0,398000000,227000000.0,-119000000.0,-2000000,93000000,604000000.0,158000000,-23000000.0,,-26000000.0,11000000.0,60000000.0,126000000,2648000000.0,-14000000,3905000000.0,1203000000.0,-33000000,1439000000.0,-149000000,15716000000.0,11811000000.0,32000000,183000000,1891000000,243000000,429000000,2264000000.0,807000000,353000000.0,367000000.0,16000000,-453000000,1972000000,-269000000,1254000000.0,1084000000,-109000000,0.0,679000000.0,11666000000.0,-0.26,200000000.0,378000000.0,369000000.0,-128000000,3681000000.0,-149000000,649000000,,,,,,,
2016-06-30,2207000000.0,-23000000.0,200000000,2122000000,1832000000.0,580000000.0,1832000000.0,1972000000,26000000.0,0.15,2405000000.0,34000000.0,86000000,-76000000,-54000000,-2524000000.0,396000000.0,-1026000000.0,4929000000.0,582000000.0,3681000000.0,32000000,217000000.0,70000000.0,5000000,-112000000,466000000.0,239000000,0.0,,-43000000.0,9000000.0,150000000.0,135000000,2442000000.0,-59000000,3889000000.0,1239000000.0,14000000,1371000000.0,89000000,15483000000.0,11594000000.0,104000000,287000000,2226000000,363000000,-72000000,2270000000.0,974000000,349000000.0,218000000.0,-306000000,-421000000,1832000000,87000000,1229000000.0,1252000000,72000000,0.0,513000000.0,11584000000.0,0.15,171000000.0,388000000.0,369000000.0,114000000,3714000000.0,90000000,735000000,,,,,,,
2016-09-30,2381000000.0,-293000000.0,-1000000,1955000000,1499000000.0,581000000.0,1499000000.0,1832000000,26000000.0,-0.03,2367000000.0,-64000000.0,-1000000,-49000000,-59000000,,407000000.0,-986000000.0,,581000000.0,3503000000.0,-351000000,240000000.0,-35000000.0,-18000000,-338000000,510000000.0,130000000,0.0,,-10000000.0,7000000.0,76000000.0,120000000,2287000000.0,-18000000,3328000000.0,1216000000.0,-17000000,1136000000.0,-15000000,15269000000.0,11941000000.0,10000000,-317000000,1965000000,-268000000,-258000000,2269000000.0,808000000,336000000.0,233000000.0,307000000,-11000000,1499000000,-18000000,1294000000.0,1157000000,-16000000,-23000000.0,535000000.0,11550000000.0,-0.03,171000000.0,401000000.0,377000000.0,0,3889000000.0,-15000000,678000000,,,,,,,
2016-12-31,2298000000.0,-88000000.0,-251000000,1911000000,1564000000.0,581000000.0,1564000000.0,1499000000,26000000.0,-0.5,1981000000.0,-67000000.0,-32000000,-59000000,-62000000,,385000000.0,-1289000000.0,,581000000.0,3279000000.0,263000000,240000000.0,-67000000.0,-3000000,103000000,560000000.0,325000000,0.0,87000000.0,-29000000.0,15000000.0,-213000000.0,120000000,2325000000.0,-59000000,3591000000.0,954000000.0,-373000000,1121000000.0,-290000000,14527000000.0,10936000000.0,205000000,213000000,2116000000,272000000,310000000,1932000000.0,990000000,331000000.0,226000000.0,5000000,-107000000,1564000000,-471000000,1528000000.0,1126000000,7000000,0.0,499000000.0,10975000000.0,-0.5,40000000.0,404000000.0,268000000.0,-219000000,3791000000.0,-289000000,665000000,,,,,,,
2017-03-31,2316000000.0,-57000000.0,45000000,1872000000,1850000000.0,582000000.0,1850000000.0,1564000000,26000000.0,-0.01,1961000000.0,5000000.0,45000000,-60000000,-31000000,,442000000.0,-1045000000.0,,582000000.0,3449000000.0,43000000,229000000.0,26000000.0,-15000000,253000000,583000000.0,215000000,0.0,103000000.0,-54000000.0,8000000.0,-219000000.0,109000000,2461000000.0,-16000000,3762000000.0,988000000.0,7000000,1214000000.0,-5000000,14886000000.0,11124000000.0,106000000,155000000,1978000000,215000000,37000000,2010000000.0,877000000,328000000.0,228000000.0,13000000,69000000,1850000000,-69000000,1326000000.0,1101000000,1000000,0.0,586000000.0,11159000000.0,-0.01,82000000.0,435000000.0,273000000.0,0,3859000000.0,-5000000,662000000,,,,,,,
2017-06-30,2281000000.0,32000000.0,-408000000,1965000000,2016000000.0,582000000.0,2016000000.0,1850000000,26000000.0,-0.74,1624000000.0,68000000.0,16000000,-88000000,-65000000,-3339000000.0,442000000.0,-964000000.0,4963000000.0,582000000.0,3459000000.0,139000000,222000000.0,-19000000.0,-6000000,154000000,600000000.0,215000000,0.0,103000000.0,-5000000.0,9000000.0,-648000000.0,100000000,2452000000.0,-59000000,3815000000.0,1007000000.0,-7000000,1204000000.0,-430000000,14552000000.0,10737000000.0,115000000,187000000,2080000000,275000000,48000000,2027000000.0,935000000,351000000.0,208000000.0,0,-56000000,2016000000,-532000000,1276000000.0,1145000000,23000000,0.0,523000000.0,10809000000.0,-0.74,61000000.0,426000000.0,276000000.0,-424000000,3838000000.0,-429000000,720000000,,,,,,,
2017-09-30,2301000000.0,-66000000.0,141000000,1906000000,1877000000.0,582000000.0,1877000000.0,2016000000,26000000.0,0.12,1636000000.0,-73000000.0,54000000,-62000000,-31000000,,438000000.0,-852000000.0,,583000000.0,3446000000.0,-196000000,235000000.0,6000000.0,-10000000,-156000000,588000000.0,249000000,,105000000.0,-12000000.0,6000000.0,-581000000.0,97000000,2417000000.0,-21000000,3768000000.0,1029000000.0,-8000000,1146000000.0,68000000,14662000000.0,10894000000.0,152000000,-66000000,2058000000,-4000000,-107000000,2044000000.0,909000000,362000000.0,225000000.0,7000000,-121000000,1877000000,-17000000,1365000000.0,1149000000,-16000000,0.0,526000000.0,10933000000.0,0.12,73000000.0,448000000.0,281000000.0,87000000,3922000000.0,68000000,660000000,,,,,,,
2017-12-31,2281000000.0,-20000000.0,169000000,1951000000,1856000000.0,583000000.0,1856000000.0,1877000000,26000000.0,-0.14,1631000000.0,0.0,235000000,-66000000,-171000000,,444000000.0,-832000000.0,,583000000.0,3181000000.0,-70000000,216000000.0,194000000.0,-19000000,-18000000,551000000.0,329000000,,94000000.0,-21000000.0,1000000.0,-664000000.0,100000000,2270000000.0,-59000000,3718000000.0,911000000.0,31000000,1113000000.0,-84000000,14359000000.0,10641000000.0,229000000,142000000,2180000000,208000000,-78000000,2019000000.0,1041000000,360000000.0,216000000.0,16000000,-55000000,1856000000,-61000000,1379000000.0,1139000000,8000000,-93000000.0,483000000.0,10880000000.0,-0.14,59000000.0,390000000.0,187000000.0,-66000000,3917000000.0,-83000000,712000000,,,,,,,
2018-03-31,2226000000.0,-18000000.0,-1107000000,2011000000,2112000000.0,583000000.0,2112000000.0,1856000000,26000000.0,-1.94,1642000000.0,-13000000.0,3000000,-72000000,-32000000,,467000000.0,-829000000.0,,583000000.0,3361000000.0,118000000,230000000.0,-18000000.0,-13000000,261000000,566000000.0,182000000,,92000000.0,,2000000.0,-1792000000.0,100000000,2467000000.0,-19000000,3986000000.0,894000000.0,-29000000,1223000000.0,-1128000000,13372000000.0,9386000000.0,82000000,189000000,2093000000,261000000,137000000,957000000.0,942000000,354000000.0,224000000.0,0,32000000,2112000000,-1191000000,1328000000.0,1151000000,-6000000,0.0,546000000.0,9715000000.0,-1.94,55000000.0,448000000.0,184000000.0,-1110000000,3724000000.0,-1128000000,760000000,,,,,,,
2018-06-30,2671000000.0,9000000.0,-292000000,2556000000,2034000000.0,583000000.0,2034000000.0,2112000000,26000000.0,-0.64,2560000000.0,-42000000.0,63000000,-164000000,-164000000,-3352000000.0,831000000.0,-874000000.0,5912000000.0,583000000.0,5849000000.0,59000000,605000000.0,20000000.0,-80000000,-49000000,372000000.0,312000000,,462000000.0,,16000000.0,-2163000000.0,175000000,3295000000.0,-59000000,4394000000.0,2554000000.0,331000000,1340000000.0,-372000000,16346000000.0,11952000000.0,137000000,128000000,2693000000,292000000,101000000,393000000.0,1229000000,430000000.0,376000000.0,10000000,-177000000,2034000000,-413000000,1612000000.0,1464000000,0,-120000000.0,372000000.0,9311000000.0,-0.64,389000000.0,516000000.0,1490000000.0,-355000000,5218000000.0,-371000000,917000000,,,,,,,
2018-09-30,2607000000.0,-10000000.0,178000000,2329000000,1886000000.0,584000000.0,1886000000.0,2034000000,6000000.0,0.17,2512000000.0,-21000000.0,50000000,-133000000,-124000000,,897000000.0,-970000000.0,,586000000.0,5858000000.0,-196000000,537000000.0,31000000.0,-40000000,-132000000,643000000.0,358000000,,671000000.0,,16000000.0,-2032000000.0,163000000,3545000000.0,-23000000,4469000000.0,2313000000.0,-20000000,1258000000.0,101000000,16288000000.0,11819000000.0,195000000,-20000000,2524000000,113000000,-152000000,390000000.0,1184000000,485000000.0,388000000.0,16000000,-121000000,1886000000,-1000000,1648000000.0,1340000000,-23000000,-192000000.0,547000000.0,9261000000.0,0.17,401000000.0,436000000.0,1186000000.0,128000000,5153000000.0,101000000,826000000,,,,,,,
2018-12-31,2571000000.0,-188000000.0,174000000,2420000000,1618000000.0,585000000.0,1618000000.0,1886000000,6000000.0,0.16,2517000000.0,-119000000.0,55000000,-131000000,-209000000,,912000000.0,-1076000000.0,,587000000.0,5793000000.0,-68000000,625000000.0,9000000.0,-5000000,-252000000,670000000.0,370000000,,744000000.0,,,-1937000000.0,163000000,3712000000.0,-58000000,4429000000.0,2081000000.0,-7000000,1243000000.0,95000000,16227000000.0,11798000000.0,207000000,114000000,2627000000,245000000,71000000,345000000.0,1143000000,524000000.0,400000000.0,0,-288000000,1618000000,-18000000,1853000000.0,1484000000,-20000000,-278000000.0,558000000.0,9264000000.0,0.16,384000000.0,430000000.0,936000000.0,119000000,5225000000.0,95000000,773000000,,,,,,,
2019-03-31,2514000000.0,-25000000.0,30000000,2378000000,1648000000.0,585000000.0,1648000000.0,1618000000,6000000.0,0.02,2557000000.0,177000000.0,7000000,-153000000,-168000000,,913000000.0,-1019000000.0,,589000000.0,5600000000.0,117000000,432000000.0,-18000000.0,-3000000,21000000,745000000.0,247000000,,678000000.0,,,-1927000000.0,168000000,3679000000.0,-21000000,4247000000.0,1921000000.0,-3000000,1364000000.0,10000000,16058000000.0,11811000000.0,79000000,150000000,2457000000,303000000,-29000000,347000000.0,1057000000,495000000.0,404000000.0,2000000,-114000000,1648000000,-35000000,1631000000.0,1400000000,-31000000,-331000000.0,564000000.0,9289000000.0,0.02,321000000.0,460000000.0,868000000.0,23000000,5223000000.0,10000000,810000000,,,,,,,
