date,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares
2014-12-31,0,12472274000,493598000,,1261230000.0,-17753714000.0,67457574000,,12730145000,75788121000,716244000.0,81795791000,1126917000,1126917000,,1152049000,54546030000,85211288000.0,19266468000,6007670000,31423000,4412781000.0,21863769000,835165000,2022253000,0.0,31799258000,1354453000,35279562000,41353000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,458388000,9024156000,399353000,,2045294000.0,,66390897000,,13452645000,80591122000,,89898128000,4025273000,4025273000,,1120248000,56303447000,66390897000.0,17184317000,9307006000,32369000,5974120000.0,27562850000,835165000,2257415000,0.0,34361440000,2530371000,39119130000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,241548000,10024349000,319101000,,355985000.0,-19901309000.0,68845595000,,13534145000,81033560000,,86243112000,1528017000,1528017000,,619245000,52017313000,88746904000.0,16638653000,5209552000,42889000,7271141000.0,27320528000,835165000,2420966000,0.0,31280768000,1968569000,35378660000,6809000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,320130000,13411208000,340226000,,2065877000.0,,69510231000,195116000.0,13534145000,80427906000,,87351903000,2425212000,2425212000,,516034000,54017641000,69510231000.0,20778040000,6923997000,45530000,7494230000.0,26327720000,835165000,2110106000,0.0,29751602000,1585214000,33239601000,11468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,0,15888280000,410692000,,1254293000.0,-22915277000.0,71770165000,308471000.0,13534145000,84343741000,,91187161000,1809415000,1809415000,,967149000,56592327000,94685442000.0,22271150000,6843420000,82140000,7720839000.0,27266993000,835165000,2133182000,0.0,30665255000,1792623000,34321177000,337794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,515592000,18809558000,499998000,,1510577000.0,,72948476000,0.0,13534145000,86153385000,,94501264000,2547614000,2547614000,,776087000,60541060000,72948476000.0,25840687000,8347879000,98775000,6975326000.0,26501682000,835165000,2461015000,0.0,31213613000,1743392000,34700373000,338437000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,1572000,21597195000,462942000,,,-26282405000.0,76098198000,,17268192000,88706653000,,98026599000,4577786000,4577786000,,1116348000,60832140000,102380603000.0,28821524000,9319946000,101937000,,29801880000,835165000,2642383000,,28926661000,1461717000,32010616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2464252000,18915704000,646090000,,,,84855250000,255570000.0,17268192000,99154295000,,111944086000,3174233000,2918663000,,1039152000,74922923000,84855250000.0,31810129000,12789791000,75914000,,28956799000,1125344000,2498621000,,39809085000,1421308000,43112794000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,62096000,14129485000,712551000,,,-28964556000.0,96925471000,237299000.0,17268192000,111726094000,752114000.0,124958857000,2090343000,1853044000,,776577000,82107695000,125890027000.0,29721134000,13232763000,75341000,,29949918000,946261000,2784743000,,45596489000,1674188000,52386561000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,91269000,15566535000,798611000,,,,100381901000,372776000.0,17268192000,117239354000,874335000.0,132091261000,2673384000,2300608000,,842044000,87853772000,100381901000.0,32799105000,14851907000,73363000,,30127950000,997422000,3342738000,,48124818000,1764121000,55054667000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
