date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyEbitda,quarterlyOtherCurrentAssets,quarterlyOperatingExpense,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2005-03-31,1142362616.64,1406455477.56,-6290213.72,,,-257717211.36,1964794711.18,144840447.5,,130691247165.92,-203401376.08,-1494748078.46,-1354828201.37,5492326617.0,6585722941.21,,,1716934659.86,,5278626675.7,9926360400.53,,,29778047961.9,0.207996,,1142362616.64,1142362616.64,14642389399.96,1017508815.96,-158793188.12,-833883166.97,5492326617.0,,536499697.02,23987577838.63,1928214822.31,,,5086855253.34,,1947993219.27,-1277375272.67,1552409260.85,,-1262154343.8,1678862313.66,-92673857.57,,146539558107.74,32540375.56,40048.05,,0.207996,8108568731.55,,345833600.84,1932254335.62,,,,,,,,,,,,,,,,,,,
2005-06-30,1458690849.0,1237061692.44,-8553594.28,,,-88960763.64,2060189082.0,148681403.5,,127451366721.0,92893328.08,-2856156661.54,-1028344240.63,5433215843.0,5337062262.0,,,2320524486.0,,6366641652.0,14325120873.0,8740870047.0,,28939448916.0,0.270368,,1458690849.0,1458690849.0,14914588815.0,1168567596.0,5697770.12,-739910131.03,5433215843.0,,961810227.0,26884068687.0,1843830324.0,,,4602317076.0,,523712763.0,126460339.67,1142175457.15,,-941612683.2,2420501076.0,-86731557.43,,143466996393.0,111599340.44,626617.95,,0.270368,8238080340.0,8740870047.0,2254130613.0,1964794711.18,,,,,,,,,,,,,,,,,,,
2005-09-30,1489466880.0,-8546316435.0,-4706959.5,,,-157313947.5,2058323602.5,141272784.0,,128730653122.5,-36493587.0,4744009485.0,-502758738.0,5382343891.0,6113937307.5,,,2086035930.0,,6394845105.0,16943550030.0,,,11625260130.0,0.280908,,1489466880.0,1489466880.0,15268781880.0,1283601330.0,-53200039.5,-654100969.5,5382343891.0,,620543632.5,37553513827.5,1855222380.0,,,507502462.5,,1697624527.5,-721049337.0,534414874.5,,-398382880.5,2110010512.5,-104375857.5,,145047008205.0,-21281953.5,4968909.0,,0.280908,8321561325.0,,1588679730.0,2060189082.0,,,,,,,,,,,,,,,,,,,
2005-12-31,1613392177.5,8270479125.0,-2147319952.5,,,-16543770067.5,15196114920.0,613615875.0,,119623872690.0,553289895.0,-4327562895.0,7649310780.0,,9687873510.0,,,1705631340.0,,7520169930.0,14794496640.0,,,26259297540.0,,,1613392177.5,1611057187.5,18308656590.0,2931517740.0,-16678017232.5,-3745010152.5,,,-46878525.0,21551957700.0,2484429360.0,,,17421360390.0,3399745440.0,5901126442.5,1951353930.0,9064722757.5,,7960951957.5,1564178662.5,-311641177.5,,139345198230.0,481904647.5,2751987615.0,,,3976487970.0,,828921450.0,2058323602.5,,,,,,,,,,,,,,,,,,,
2006-03-31,1472094827.43,1981227282.09,-17643571.14,,,93489543.54,2351076769.08,139900470.84,,146449011224.22,-68915972.16,-2842426005.24,607634029.23,5352053035.0,7887018872.01,,,2208457538.7,,6936928058.25,8268751476.54,,,35896620090.78,0.27544,,1472094827.43,1472094827.43,16756535473.26,1218017365.86,185002204.14,-2170885852.89,5352053035.0,,737997021.78,38482105863.57,1805251970.58,,,11369228347.14,,1508311497.45,-1402408612.8,-526151976.66,,681880602.96,2210091849.21,-74246573.73,,164557987739.28,249215987.85,377484.27,,0.27544,8368869905.7,,341708361.96,2101858599.24,,,,,,,,,,,,,,,,,,,
2006-06-30,1487691652.86,-1607585240.52,7511710.17,,,-40853077.77,2416197341.25,139632630.42,,154620218097.87,112883850.24,-7164936974.01,-7140866150.73,5353056543.0,,,,2231210855.79,,6881347447.8,14182318993.5,,,50193585466.29,0.277891,,1487691652.86,1487691652.86,17656536950.85,1343840130.99,-251811952.32,752969689.59,5353056543.0,,736350905.85,23424294237.75,1810609064.88,,,5181546494.04,,2366537504.31,1305728056.8,7140637137.51,,-7029422909.73,2224042558.71,-111443241.0,,173409768420.42,70363332.0,314890405.38,,0.277891,,,10438412367.18,2351076769.08,,,,,,,,,,,,,,,,,,,
2006-09-30,71482040.0,6270888340.93,-107326717.53,,,-3077975344.77,3578924441.5,2822516997.24,,185205521811.0,-1547667446.58,-22979078003.25,-15790753925.0,5684563442.0,,,,-595953383.0,,7895996140.0,17076178811.5,,,55950422781.5,-0.020822,,71482040.0,71482040.0,21837940627.0,1577490063.0,-60652854.32,1130242058.8,5684563442.0,,-682354919.0,27988691077.5,2041753364.5,,,6795614078.0,,7678873770.5,1096756267.5,19642622729.65,,-15403780434.23,-610872879.0,-386973490.77,,208316528579.5,1160866950.65,92160266.85,,-0.020822,,,9997587587.5,2416197341.25,,,,,,,,,,,,,,,,,,,
2006-12-31,2831925499.0,-1816550382.5,-10626076421.5,,,-13535656121.0,19604072500.0,-1892922598.5,,163496642500.0,2068812068.5,24366875982.5,25350003546.5,,13343052500.0,,,4371673741.5,,9514755082.5,17976975000.0,,,41182840000.0,,,2831925499.0,2831925499.0,27351445000.0,3546718229.5,-18047834897.5,-4111673395.5,,,1592480061.0,25824575000.0,2861815000.0,,,30910587500.0,6548907500.0,2278456229.0,-963823211.5,-8836715390.5,,25327525241.0,4424405560.0,22478305.5,,192274730000.0,2955153729.5,9382879343.5,,,,,1426642500.0,3578924441.5,,,,,,,,,,,,,,,,,,,
2007-03-31,1898444105.4,-11889871374.9,-11653471.5,,,-71813361.0,4501017084.0,166719726.6,,231181830925.8,9096496.2,-8675648510.7,-18603540189.6,5796340676.0,10232885553.3,,,2968691522.4,,8137745660.1,17207939779.5,,,80289277443.3,0.328521,,1898444105.4,1898444105.4,24928519959.3,1335991823.4,51882119.1,-987996330.6,5796340676.0,,1062917969.7,32291742784.2,2138016028.5,,,12318143138.1,,2307804948.3,-1518557391.3,19678451052.3,,-18491259557.4,2961362075.1,-112280632.2,,257414247834.3,1115378133.9,238623.6,,0.328521,,,188175279.6,3385636893.0,,,,,,,,,,,,,,,,,,,
2007-06-30,2114773543.8,17225998998.9,-10753359722.1,,,-3568017990.2,4224841303.6,174193109.6,,226833864666.2,115595208.2,-12240311636.5,6655892118.6,5798415296.0,11827039212.8,,,3461570853.2,,8792861548.4,20113082038.6,,,61547330798.8,0.364043,,2114773543.8,2114773543.8,26545395045.0,2954457054.8,-338001500.7,861933391.6,5798415296.0,,1274777599.6,18448098515.4,1877816104.8,,,14080587098.2,,2548027748.0,-754328566.3,-3257426852.9,,6543611486.4,3389551143.4,,,255412366688.0,-281833356.7,7265333727.2,,0.364043,,,143393338.6,4501017084.0,,,,,,,,,,,,,,,,,,,
2007-09-30,2420147127.3,3185613183.3,-1851956307.9,,,1717211579.4,4666231417.4,154525458.2,,267647152474.8,348625936.9,7170024011.1,10995971991.8,5796387487.0,13492589500.6,,,3681283887.4,,9498083525.7,19145535833.9,,,110075599371.5,0.41672,,2420147127.3,2420147127.3,27913937550.1,1370285176.4,2196544739.0,,5796387487.0,,1270233223.0,15907235250.9,1833186755.4,,,16081912195.3,,3071128174.8,136293691.4,-12261105891.4,,10995971991.8,3690380350.3,,,297536692992.0,452079507.5,1459278929.8,,0.41672,,,125610510.2,4224841303.6,,,,,,,,,,,,,,,,,,,
2007-12-31,1061258588.2,-5601753607.3,-699240418.5,,,-29814436228.2,41120185600.0,1126578985.6,,232804881920.0,1082821878.7,3716492296.1,3871663279.2,,18625601280.0,,,1622654862.8,,11171023993.6,28553557760.0,,,59257935360.0,,,1061258588.2,1032770908.2,35349649920.0,4183107476.9,-30798713357.4,,,,503454149.5,36227426560.0,2733036800.0,,,47722205440.0,7456650240.0,4950718532.7,2054690186.2,45440693532.0,,4558928559.2,1536225057.7,,,269507696640.0,20185184035.3,2429855919.4,,,,,2868353280.0,4666231417.4,,,,,,,,,,,,,,,,,,,
2008-03-31,2039877562.0,2878598286.0,-3999663909.0,,,-2138235409.0,5184914312.0,138285532.0,,295617142761.0,30090328.0,590907027.0,5452187842.0,7208064105.0,15778753758.0,,,2888212027.0,,8754138385.0,12608444906.0,,,72276690083.0,0.284552,,2039877562.0,2039877562.0,29214911541.0,1452242666.0,-70157773.0,,7208064105.0,,761529529.0,61466444506.0,1840336969.0,,,11781802940.0,,6813852052.0,-2093279858.0,-2453231738.0,,5496067241.0,2801407091.0,-43879399.0,,327046399513.0,904600094.0,1975465672.0,,0.284552,,,-11495260.0,4280314218.0,,,,,,,,,,,,,,,,,,,
2008-06-30,2217534411.0,-1675813494.68,-4976596829.12,,,-430459289.44,5596493791.62,144108765.18,,311178214626.76,-78268176.26,-6779750391.6,1168858078.46,7208064105.0,14418989836.64,,,3432839665.42,,10571776307.94,7304115784.58,,,57947309462.14,0.242897,,2217534411.0,2217534411.0,30318289426.8,1639730599.74,6263094826.3,,7208064105.0,,1267201736.08,16916816639.16,1868694678.48,,,10539298114.94,,309331247.62,2170207689.98,-371319302.18,,1209037350.08,3484736147.08,-40179271.62,,343609867253.98,407260354.44,-1676778015.0,,0.242897,,,432596762.92,5184914312.0,,,,,,,,,,,,,,,,,,,
2008-09-30,1871632568.0,13658872304.68,-2949889913.88,-589695545.5,,-2592431453.56,6098835652.0,158234410.82,,367346028036.0,-453495531.74,-1278650851.4,3935372575.54,7184654435.0,15840476704.0,,,1433199144.0,,8197602192.0,8876052692.0,,,158728860992.0,0.264071,,1871632568.0,1871632568.0,32001203208.0,3587074816.0,-6279796033.3,,7184654435.0,,-567279856.0,17651128092.0,2085964244.0,,,12201982988.0,,12684181640.0,-1393515.98,-1137432491.82,,4173279912.92,1304352712.0,-237907337.38,,401749452988.0,443412447.56,6875161831.0,,0.264071,,,468769132.0,5596493791.62,,,,,,,,,,,,,,,,,,,
2008-12-31,-1159836704.0,-14968657096.0,-14457849348.0,-70172152.0,,-75166873848.0,28036000000.0,1516371292.0,,365743000000.0,-2513326620.0,-17743505784.0,-24565418496.0,,16014000000.0,,,-4044080916.0,7785000000.0,10275469168.0,37672000000.0,,,98651000000.0,,423000000.0,-1159836704.0,-1130836704.0,34387000000.0,6033552896.0,-87141020.0,,,-4820000000.0,-2756617144.0,64399000000.0,2965000000.0,,,54277000000.0,6676000000.0,7826966252.0,2391465684.0,102797983532.0,,-23559384504.0,-3887453848.0,-1006033992.0,,401375000000.0,4071727104.0,12808150512.0,,,9882000000.0,,2583000000.0,6098835652.0,,,,,,,,,,,,,,,,,,,
2009-03-31,2014837000.0,6858150000.0,-13611052000.0,0.0,,-5815760000.0,62325366000.0,1054927000.0,241612000.0,570894200000.0,-421772000.0,15318340000.0,21920509000.0,9899282386.0,,,23877413000.0,3726625000.0,11083907000.0,14965876000.0,41113025000.0,,16044190000.0,222885346000.0,0.202834,,2014837000.0,2215249000.0,44998846000.0,4959306000.0,-449941000.0,,9899282386.0,-6875773000.0,1082375000.0,45129279000.0,4208134000.0,,,20433821000.0,3953164000.0,10378629000.0,-147700000.0,-2283990000.0,,22306600000.0,3703479000.0,-386091000.0,,618943348000.0,14206850000.0,8603398000.0,-21000.0,0.202834,29000000000.0,5973688000.0,16774334000.0,47778997000.0,,,,,,,,,,,,,,,,,,,
2009-06-30,2570895000.0,2137760000.0,4108923000.0,-2614170000.0,,8193308000.0,50312607000.0,586981000.0,,549117569000.0,-77223000.0,-16376940000.0,-7545651000.0,,2702127000.0,,,5920179000.0,11256544000.0,17160723000.0,39248449000.0,,16542157000.0,126898195000.0,,,2570895000.0,2773570000.0,47269497000.0,5557139000.0,12046000.0,,,-7062649000.0,3161677000.0,29181750000.0,4193895000.0,212576000.0,,35719301000.0,3761014000.0,5715947000.0,-259797000.0,-1194046000.0,,-7203803000.0,6296741000.0,-341848000.0,,596387066000.0,-204541000.0,4403234000.0,0.0,,45000000000.0,6069272000.0,,62325366000.0,,,,,,,,,,,,,,,,,,,
2009-09-30,2268088000.0,9099426000.0,-114387000.0,2614170000.0,,-1452652000.0,54819361000.0,554810000.0,231773000.0,560094478000.0,-109044000.0,-2446624000.0,7108957000.0,,,,26833881000.0,4840431000.0,10941670000.0,16351767000.0,41115690000.0,,17481227000.0,219546990000.0,,,2268088000.0,2487764000.0,48861594000.0,4158112000.0,204913000.0,,,-6854025000.0,1918273000.0,36391704000.0,4087645000.0,,,14465005000.0,3587531000.0,7082338000.0,-50817000.0,-907398000.0,,7399870000.0,4876686000.0,-290913000.0,,612398934000.0,5039820000.0,-1264793000.0,0.0,,45000000000.0,7048836000.0,4096766000.0,50312607000.0,,,,,,,,,,,,,,,,,,,
2009-12-31,7231180000.0,-17679336000.0,859516000.0,-3782000000.0,,-6465896000.0,65456000000.0,2716282000.0,,517054000000.0,3980039000.0,27798224000.0,32805185000.0,,11185000000.0,,,8973765000.0,11125000000.0,36047634000.0,58976000000.0,,14360000000.0,120875000000.0,,14711000000.0,7231180000.0,7135417000.0,69277000000.0,12367443000.0,17556517000.0,,,-6553000000.0,2686675000.0,108309000000.0,4572000000.0,,,80725000000.0,22569000000.0,8699086000.0,9036314000.0,-9436566000.0,,34280333000.0,8584094000.0,-1475148000.0,,599088000000.0,18377871000.0,2521161000.0,-6979000.0,,24208000000.0,,937000000.0,54819361000.0,,,,,,,,,,,,,,,,,,,
