date,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit
2004-03-31,,146806025524.76,,,1145439612.58,384537008.0,,,785552932.51,8153884292.67,12721905969.15,,,2278653959.74,536301719.32,7267265980.0,6331792744.07,,785185190.04,0.083564,,13654593532.59,2402809029.71,754451185.5,,,-530666862.26,-16341994695.54,24148289963.81,607038576.01,607038576.01,15642655655.17,7267265980.0,-189546630.6,12790888086.18,,-163034425.44,178146614.03,2338216657.44,,,2441688385.18,6980736588.0,15453109024.57,607038576.01,160528049127.42,15324063269.31,0.083564,,-14840001.25,1619013732.47,5016169444.96,3416877712.2,230009884.74,12717519.12,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,161860466489.04,,,-512729758.51,27589065.57,,,364778472.57,6994656441.81,-5860428545.64,,,2212715247.48,-1259849103.94,7266669333.0,6637525659.45,,362227185.84,0.082213,,13593514836.6,2344043271.78,-1148783862.27,,,-612664366.63,7503270056.28,26011518913.62,598102436.25,598102436.25,-6305896400.29,7266669333.0,-96789801.24,8857348723.89,,-62478343.56,-235875250.41,2286912341.97,,,2278653959.74,6970843404.0,-6402686201.53,598102436.25,175519676187.69,22041753781.62,0.082213,,-28007424.86,1392971704.68,2706872030.67,4391409225.24,367719267.72,28652196.78,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,165234613764.16,,,1609969356.87,639721738.49,,,1129926954.24,9823360794.06,-6448952970.11,,,2390119671.34,-716219005.71,7265445442.0,7096675958.49,,1127278973.9,0.112319,,14702870803.59,2993781979.93,-1339739856.77,,,279549175.54,4631232577.68,27455895850.6,851940491.16,851940491.16,-3752005721.19,7265445442.0,,8709847886.42,,163007850.78,275338482.74,2267105828.72,,,2212715247.48,7012000639.0,-3465669289.35,851940491.16,180011576544.65,26890960969.38,0.112319,,-2271184.91,1231982861.75,8858558004.78,2858980907.33,325989907.29,14174960.26,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,161489888040.0,,,1951207949.06,7009289560.0,,,1697728874.7,4734844745.0,5380298786.6,,,21285504560.0,-14379607849.67,,1495350520.0,,1689824703.9,,,15564394400.0,2149753309.6,-9352238426.46,,,-437677546.65,921970581.58,37304081800.0,1322187310.4,1322187310.4,7915897786.31,,,19657352040.0,,-5541739481.78,367637393.5,2945548360.0,,,2390119671.34,7001321440.0,7413906226.31,1322187310.4,177125995520.0,10669312680.0,,,-7596308468.98,1830011560.0,8273564600.0,-1382273673.97,144009020.25,3548701603.84,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,174871994278.66,,,6562390947.28,271547137.96,,,1579436354.86,8764093903.04,-9191174317.85,,,3060367856.07,-45969821.66,7524980652.0,6302644634.72,,1579714021.34,0.160312,,16553743993.22,2595204415.58,210919.73,-1377791753.24,,351456347.06,1674996341.9,49371668558.94,1206551631.18,1206551631.18,-1210385564.5,7524980652.0,-66244814.44,6048707959.28,,418643625.61,373162390.16,2162538632.73,,,2641726900.33,10009342630.0,-1276630378.94,1206551631.18,191477629865.2,5012165640.09,0.160312,,,947128372.89,9599290646.05,4114074769.49,211846174.89,20064073.05,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,175719467637.0,,,-6365537997.28,379272348.0,,,2109841713.0,9315641034.0,4151563972.85,,,3058465473.0,362577896.66,7512720323.0,7100379846.0,,2107872018.0,0.186862,,17318281050.0,2683048599.0,358525318.27,424545620.24,,-1250875028.06,280388649.1,51305815827.0,1405303956.0,1405303956.0,-622712835.5,7512720323.0,-115430994.56,5589069003.0,,20251040.39,702568062.0,2060550387.0,,,3060367856.07,9925398000.0,-738143830.06,1405303956.0,193090764951.0,4361310324.0,0.186862,,,957225150.0,9297997695.0,2743290963.0,196076494.11,119483572.95,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,184074581295.0,,,1874379015.0,8446497345.0,,,2245362322.5,11061250447.5,-5833663605.0,,,2606720737.5,-268899480.0,7499823187.0,,,2243063542.5,0.191349,,18309032032.5,2953651635.0,-191275015.5,233349318.0,,2842159536.0,2090167096.5,62438045670.0,1433944215.0,1433944215.0,-2299557847.5,7499823187.0,-79115436.0,4796504707.5,,-478290231.0,809119327.5,2048584972.5,,,3058465473.0,10025977500.0,-2378673283.5,1433944215.0,202437741577.5,23724841882.5,0.191349,,,905870790.0,1690416337.5,4045004122.5,199416343.5,1490971.5,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,186168752700.0,,,-11369162145.0,410958240.0,,,2788227622.5,5521770030.0,16920898050.0,,,18960118800.0,-20457856185.0,,6750456090.0,,2780564400.0,,,20207003460.0,2428513455.0,-20960547172.5,-6878160645.0,,-1966090755.0,9854643382.5,59743054140.0,2244761265.0,2244761265.0,8337973237.5,,-17072565.0,23300865210.0,,-2265239565.0,535803135.0,2720263350.0,,,2606720737.5,12991884360.0,8320900672.5,2244761265.0,206464485780.0,16555079100.0,,,,1625153040.0,7061009760.0,1496816797.5,104832937.5,5061319102.5,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,197569781395.14,,,-2639265280.32,494729138.67,,,2486102674.26,11110669078.11,984795364.71,,,3037701018.3,-458612840.19,7490837534.0,6941014925.52,,2480782982.64,0.205981,,20544491933.16,2951935719.36,-349729357.2,-1463111574.6,,-529414051.71,-12941382.69,80711421705.78,1542957134.67,1542957134.67,118307497.8,7490837534.0,-105383571.03,12553819808.19,,-353244543.09,937825847.97,2020452916.32,,,3390945561.39,13107868527.0,12923926.77,1542957134.67,218186874681.57,30571519317.57,0.205981,,-4289792.34,1897482505.89,9546206250.0,3852026232.27,229820278.74,789880.38,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,212641919308.98,,,-10476085790.67,588958785.24,,,2113541473.68,11724586030.5,1178227391.73,,,3179568720.51,-2167660026.3,7490406111.0,7922973741.69,,2113791885.03,0.215121,,21584789880.57,2962459902.57,-1883341075.05,379250684.67,,-630709070.49,9578306554.29,89574587393.76,1611390504.78,1611390504.78,-7260320096.01,7490406111.0,-180483848.64,25652029819.5,,150324249.99,502401380.25,2103405257.73,,,3037701018.3,13075174203.0,-7440803944.65,1611390504.78,234282082760.25,28244425296.57,0.215121,,-140439258.0,2657565575.28,23755216103.01,4756609320.54,429996208.59,36604155.39,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,222840298794.5,,,-11964964264.51,907806763.5,,,-234618594.0,12458806822.5,1109011373.56,,,3973661507.0,-217206529.51,7490202640.0,7928156567.5,,-237026569.5,0.029387,,21918725717.0,3094904058.0,-150788533.25,976525327.93,,-219430489.3,9266630190.4,69146935507.0,220276752.5,220276752.5,-8258338584.79,7490202640.0,-96265094.83,9579826555.0,,791087239.6,-457303322.0,2096037743.0,,,3179568720.51,13086795150.0,-8354603679.62,220276752.5,244815318781.5,30067797269.5,0.029387,,-3273821.16,,10771136195.0,4788552436.0,2252923034.17,33120919.73,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,232148215000.0,,-1012999662.0,-3151852164.5,1157947500.0,,,4365406236.5,5489200896.0,4731238370.0,,,11347032500.0,-18931478104.0,,11027157500.0,,4357957956.0,,,26402482500.0,3173650788.5,-16273383534.5,-6422379438.0,,2584416111.5,10300087138.0,89660962500.0,3072971661.0,3072971661.0,462188683.0,,-144594985.5,30049057500.0,,-8169204446.5,1284986295.0,2991897500.0,,,3973661507.0,,317593697.5,3072971661.0,258644527500.0,37037260000.0,,,-8851147128.5,2283907500.0,5695907500.0,-557573710.0,-2038414521.5,7907167544.5,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,255422436074.1,,,-8095680022.2,1945438554.9,,,2459546929.8,11724789099.9,1326627904.2,,,4236755846.7,-100082029.2,7654518287.0,6081133192.8,,2456483907.9,0.222402,,25984682412.6,2882834339.7,43419209.7,,,-354220277.4,4516932866.7,87442367503.2,1702435389.0,1702435389.0,-4934022234.3,7654518287.0,-182343401.1,14819628165.6,,-517171396.8,754048518.9,2230067139.3,,,4753927243.5,17969591340.0,-5116365635.4,1702435389.0,281467977790.2,9737675756.1,0.222402,,-8107031.1,,7702023080.7,4287247366.2,132594494.7,46949193.3,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,262985614382.6,,,-5294072913.0,1937548704.0,,,3374378847.2,14931327273.0,1488657517.4,,,4915580965.2,-993468885.6,7653783950.0,7596591469.0,,3372928540.0,0.300535,,27513949536.6,3008573570.8,-802213379.5,,,-28763039.2,2850471492.7,92719531745.2,2301257592.2,2301257592.2,-1186123718.9,7653783950.0,-87755100.3,20615715699.2,,670880816.8,1071670947.8,2215637395.2,,,4236755846.7,17999623800.0,-1273878819.2,2301257592.2,290562119988.8,9293009243.6,0.300535,,-208885540.7,,11751605881.0,4169733487.2,315187853.3,105385134.9,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,287342765694.6,,,-6682965970.2,1799059941.0,,,2000711909.7,13152569675.7,1134489423.5,,,4087278199.2,-1539016989.6,7722909132.0,8426886832.7,,1997701687.8,0.239797,,29120934180.8,3225031481.0,-808650488.7,,,113945876.6,20807031616.3,98600500066.6,1804469933.0,1804469933.0,-20081307977.2,7722909132.0,-96651436.0,8119703466.0,,-813297106.8,193231754.8,2188851692.3,,,4915580965.2,18939724020.0,-20177959413.2,1804469933.0,316639791459.6,10079449307.9,0.239797,,-650715314.0,,12549839908.2,4686290424.9,762392653.0,17000249.1,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,301112997120.0,,,27577442105.4,1887308800.0,,,3476799289.3,9114249459.6,5597158914.9,,,40092848640.0,-41747676575.6,,12126849280.0,,3445140576.3,,,33086659840.0,4179066798.0,-37124166221.5,,,470231680.0,21792954744.3,91771280640.0,2108729774.6,2108729774.6,49333450090.4,,-324076302.6,38912390400.0,,29378730086.8,1336410801.7,3546716160.0,,,4087278199.2,,49009373787.8,2108729774.6,334480972800.0,45181460480.0,,,-6095749394.2,3799544320.0,7989013760.0,-384522408.9,155453159.0,2960749262.7,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,321880681237.0,,,-10400699861.0,1450181206.0,,,2895654247.0,14921923632.0,1752476845.0,,,5692192449.0,-185360194.0,8650089848.0,8441608820.0,,2892069403.0,0.242631,,32851057943.0,3448471433.0,169341951.0,,,1209542438.0,6812594212.0,143197919553.0,2098775920.0,2098775920.0,-6411968678.0,8650089848.0,-155002575.0,32305873400.0,,215267087.0,793293483.0,2329804441.0,,,5476927109.0,,-6566971253.0,2098775920.0,354890137923.0,30118238072.0,0.242631,,-234629088.0,,7359518767.0,5633912529.0,137478418.0,34929518.0,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,369117981487.42,,,-45468085048.14,972250268.26,,,3140018830.9,15820901860.6,1300578631.68,,,5130308033.62,-1762008318.58,7858242752.0,9733666562.7,,3136309773.38,0.254626,,33685401847.88,3747870157.62,-1551920273.24,,,-1453922087.56,43132268840.68,120261266487.7,2000915237.56,2000915237.56,-41937670869.2,7858242752.0,-195902355.64,31618446553.9,,-567412094.1,1135394535.82,2432380450.66,,,5692192449.0,,-42133573224.84,2000915237.56,402965442336.46,37463882901.9,0.254626,,-33072617.3,,15259830303.66,6425452187.54,226802421.02,18886927.6,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,227078000.0,,,,-14926177090.86,,,5814200000.0,1562459000.0,14282785000.0,5772820533.58,,,7259572000.0,-2036698487.42,6246991460.0,10974986000.0,,1562459000.0,0.321987,,34167826000.0,9451275000.0,-1707343677.76,,-3307500000.0,15429133649.56,,133195368000.0,1920248000.0,1910235000.0,-10490795452.8,6246991460.0,-311026069.36,34387719000.0,,,-357789000.0,2506700000.0,,,5130308033.62,23000000000.0,-10801821522.16,1910235000.0,422705714000.0,,0.321987,,-58451294.7,,13709457000.0,9746539000.0,157349160.98,40122554.4,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,,29711962000.0,85000000.0,,,-857631000.0,3822635000.0,5548651000.0,,-1250000.0,57562000000.0,-33869933000.0,,11785000000.0,1286000000.0,-857631000.0,,,36930000000.0,-4736183000.0,-32932078000.0,,,-4566621000.0,,126782000000.0,1116530000.0,1002849000.0,33107435000.0,,-1449069000.0,47255000000.0,,,-1974161000.0,4263000000.0,,,7259572000.0,11500000000.0,31658366000.0,1002849000.0,435290000000.0,50235000000.0,,,-5046847000.0,3138000000.0,13849000000.0,6866150000.0,1161370000.0,4624061000.0,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,272930000.0,446497577000.0,2286965000.0,,1479384000.0,,,7676343000.0,-6800706000.0,6668654000.0,2916898000.0,-1733695000.0,-327000.0,82712508000.0,-3428850000.0,5946274406.0,12936218000.0,,2412611000.0,0.289763,,35306357000.0,6183232000.0,-1563336000.0,-1526924000.0,-4390216000.0,268049000.0,,131448852000.0,1728554000.0,1723012000.0,8214688000.0,5946274406.0,-311458000.0,47395395000.0,,,684057000.0,3286127000.0,15226169000.0,,64131372000.0,23000000000.0,7903230000.0,1723012000.0,482140944000.0,9425217000.0,0.289763,-982132000.0,-643169000.0,3635783000.0,12049075000.0,21002715000.0,411885000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,272278000.0,444846315000.0,195798000.0,,-4319252000.0,,,7655095000.0,4060388000.0,20578948000.0,6422208000.0,-357807000.0,0.0,83255593000.0,-7881629000.0,5919822469.0,14508614000.0,,4060388000.0,0.388076,,37276765000.0,6319251000.0,1462465000.0,,-4355394000.0,-1585533000.0,,142633214000.0,2302007000.0,2297340000.0,4586897000.0,5919822469.0,-1157693000.0,32226480000.0,,,1758381000.0,3299701000.0,16152473000.0,,82712508000.0,23000000000.0,3429204000.0,2297340000.0,482477607000.0,7387390000.0,0.388076,-804982000.0,432178000.0,3823336000.0,18001905000.0,7193224000.0,375476000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,297223000.0,446448383000.0,2037608000.0,,-4370403000.0,,,7784833000.0,2887498000.0,18829543000.0,3902064000.0,-629543000.0,-89770000.0,85180128000.0,-3025810000.0,5932100124.0,15704304000.0,,2887498000.0,0.305286,,38877487000.0,6945947000.0,-751640000.0,,-4512741000.0,-583353000.0,,147100903000.0,1816650000.0,1810989000.0,2465240000.0,5932100124.0,-606488000.0,13009055000.0,,,1070848000.0,3272092000.0,17248059000.0,,83255593000.0,23000000000.0,1858752000.0,1810989000.0,485685690000.0,8258749000.0,0.305286,288634000.0,-11372380000.0,3851657000.0,14773780000.0,6680967000.0,422583000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,450705000000.0,,,3025271000.0,1335000000.0,,,4308503000.0,9072516000.0,2640360000.0,-149955000.0,-93903000.0,83982000000.0,-13092711000.0,,15633000000.0,1234000000.0,4308503000.0,,,45770000000.0,6452754000.0,-12385489000.0,,,5789837000.0,,149498000000.0,3401789000.0,3384659000.0,3554175000.0,,345639000.0,50817000000.0,,,906714000.0,4830000000.0,,,85180128000.0,13250000000.0,3899814000.0,3384659000.0,496815000000.0,50899000000.0,,,-9777629000.0,3643000000.0,7976000000.0,-1602494000.0,503056000.0,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,292397000.0,488722147000.0,2062661000.0,,-11103350000.0,,,7960071000.0,12589849000.0,28345927000.0,2156842000.0,-1639225000.0,-4740000.0,71905297000.0,-23796588000.0,5863946390.0,16185632000.0,,2689696000.0,0.358582,,43087366000.0,7323624000.0,-17690840000.0,,-4715804000.0,1067929000.0,,125420476000.0,2120378000.0,2102706000.0,-4307270000.0,5863946390.0,-404201000.0,44160314000.0,,,569318000.0,3244267000.0,36195748000.0,,82720913000.0,26500000000.0,-4711471000.0,2102706000.0,532626060000.0,15045026000.0,0.358582,-1337179000.0,-4128847000.0,5135569000.0,18138672000.0,7503677000.0,515261000.0,,,,,,,,,,,,,,,,,,,,,,,
