date,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyEbitda,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2009-12-31,,97339000.0,3170732000.0,282990267000,44081471000,44689573000.0,118278290000.0,-872904000.0,2923312000.0,2995057000.0,5319166000,13565201000.0,21315740000,5255690000.0,10942837000,,-1427540000.0,1046433000.0,33476461000.0,228911034000,2923312000.0,12366587000.0,10568841000.0,55070050000.0,-5806431000.0,0,53265485000,52662932000.0,12337542000.0,5787704000.0,,,222395000.0,9101222000.0,65049592000.0,302404000.0,64952253000.0,101980100000.0,-5867325000.0,52021064000,-323059000.0,130644877000.0,4534473000.0,30440748000.0,-6847573000.0,,168841000.0,3488040000.0,21558816000,2407118000.0,,137486000.0,492983000.0,8684002000.0,,3265365000.0,207595294000,30440748000.0,238908796000,,,,,,,,,,,,,,,,,,
2010-03-31,,95557000.0,347213000.0,293298774000,44424949000,40633529000.0,63613174000.0,-118857000.0,1389665000.0,1413703000.0,5025480000,13674893000.0,20908982000,2809537000.0,12583534000,0.11,-26000000.0,121184000.0,38520542000.0,238108528000,1389665000.0,6677276000.0,0.0,56653354000.0,-2584116000.0,0,54376133000,55070050000.0,12337542000.0,5801216000.0,0.11,12633318182.0,16975000.0,4922992000.0,67446603000.0,308090000.0,67351046000.0,92952456000.0,-5071753000.0,50262793000,-2254000.0,70290450000.0,1794404000.0,30723320000.0,-2425894000.0,,,1673220000.0,25347925000,1583304000.0,,138340000.0,259517000.0,10073667000.0,-160000000.0,1754284000.0,217199546000,30723320000.0,248873825000,,,,,,,,,,,,,,,,,,
2010-06-30,,67655000.0,-4887394000.0,312354981000,46744581000,43687550000.0,98633710000.0,-568453000.0,1988431000.0,2011468000.0,4943800000,14735178000.0,22238101000,4500461000.0,14316479000,,-500987000.0,439444000.0,45244081000.0,257309939000,1988431000.0,10396187000.0,5161000.0,55476006000.0,-2375572000.0,0,54343529000,56653354000.0,12337542000.0,5786656000.0,,,29227000.0,7673427000.0,64507756000.0,274238000.0,64440101000.0,106613296000.0,-2956745000.0,57794822000,1169234000.0,109029897000.0,3017752000.0,32283451000.0,-3534814000.0,,,2578308000.0,23397391000,-1177348000.0,,143746000.0,566840000.0,10088091000.0,,2722760000.0,235071838000,32283451000.0,265610400000,,,,,,,,,,,,,,,,,,
2010-09-30,,79313000.0,-3013715000.0,327818245000,48775010000,50208327000.0,114767662000.0,-2206371000.0,-1360473000.0,-1353152000.0,4874733000,21234990000.0,27618795000,4852773000.0,18781687000,-0.11,-25894000.0,108833000.0,54187901000.0,273994935000,-1360473000.0,8006441000.0,169839000.0,60168376000.0,-4481988000.0,0,52939452000,55476006000.0,12337542000.0,5762255000.0,-0.11,12367936364.0,99810000.0,8454908000.0,67316323000.0,278454000.0,67237010000.0,118185942000.0,-3167189000.0,57484752000,-2683218000.0,122774103000.0,-901967000.0,34399801000.0,-1641387000.0,,169839000.0,-1010800000.0,26306331000,4692370000.0,,141578000.0,342352000.0,8727617000.0,,-448467000.0,246376140000,34399801000.0,279043235000,,,,,,,,,,,,,,,,,,
2010-12-31,,75490000.0,-3207963000.0,350194015000,58269232000,56047982000.0,151632572000.0,-713871000.0,2228598000.0,2244617000.0,4503188000,22415163000.0,29224977000,8527460000.0,16242671000,,-627080000.0,815954000.0,59598496000.0,291962595000,2228598000.0,16431771000.0,1827000.0,55923144000.0,-6083374000.0,0,57403314000,60168376000.0,12337542000.0,6372612000.0,,,53842000.0,13610510000.0,65282082000.0,269754000.0,65206592000.0,141196175000.0,-9105023000.0,60384704000,2698686000.0,168064343000.0,3663985000.0,37364342000.0,-9412334000.0,,1827000.0,2848031000.0,18648376000,-4245232000.0,,156223000.0,603414000.0,10101077000.0,,2821261000.0,262737618000,37364342000.0,291924783000,,,,,,,,,,,,,,,,,,
2011-03-31,,72290000.0,-7375668000.0,366064669000,59531286000,56473780000.0,78885819000.0,-527056000.0,1703642000.0,1691857000.0,4036551000,24582335000.0,30873787000,3552017000.0,22093988000,0.14,-239216000.0,311260000.0,67433168000.0,306088562000,1703642000.0,8470189000.0,0.0,55265190000.0,-3340291000.0,0,59151859000,55923144000.0,12337542000.0,6449861000.0,0.14,12168871429.0,808000.0,6224495000.0,62907502000.0,282852000.0,62835212000.0,141967902000.0,-6199017000.0,61104084000,-6000.0,87356008000.0,2351878000.0,38243671000.0,-3130753000.0,,,2040618000.0,24681269000,-657954000.0,,154053000.0,348761000.0,11832293000.0,,2245694000.0,275214775000,38243671000.0,306533383000,,,,,,,,,,,,,,,,,,
2011-06-30,,65699000.0,-10882159000.0,395613107000,61980169000,54259123000.0,111867072000.0,-1181825000.0,1935510000.0,1933819000.0,4231369000,29808142000.0,36949568000,5826366000.0,33222607000,,70857000.0,829694000.0,74982179000.0,334277799000,1935510000.0,12183015000.0,32637000.0,63069431000.0,11628000.0,0,60488015000,55265190000.0,12337542000.0,6539029000.0,,,32593000.0,9399590000.0,70790125000.0,267912000.0,70724426000.0,149663825000.0,-3536568000.0,75654477000,2053667000.0,124050087000.0,3300943000.0,39128795000.0,-2557059000.0,,,2471249000.0,17785424000,7804241000.0,,154591000.0,537430000.0,13123352000.0,,2783425000.0,297328231000,39128795000.0,333632938000,,,,,,,,,,,,,,,,,,
2011-09-30,,47330000.0,-6679900000.0,409070335000,61155900000,58578249000.0,102306931000.0,-1484948000.0,1350628000.0,1356012000.0,4245644000,32026815000.0,39384168000,4983519000.0,34234038000,0.11,-125513000.0,450081000.0,78065520000.0,346396355000,1350628000.0,10556721000.0,0.0,58521768000.0,-2079482000.0,0,61819933000,63069431000.0,12337542000.0,6484116000.0,0.11,12278436364.0,65482000.0,8455482000.0,63579734000.0,296690000.0,63532404000.0,155106129000.0,-7006166000.0,89110833000,-299383000.0,112863652000.0,2096494000.0,39474872000.0,-1676121000.0,,0.0,1646413000.0,19844899000,-4547663000.0,,146785000.0,290401000.0,14473980000.0,,2101239000.0,307012187000,39474872000.0,347914435000,,,,,,,,,,,,,,,,,,
2011-12-31,,46919000.0,307780000.0,422982841000,62658693000,62918831000.0,116267591000.0,-1550467000.0,2864512000.0,2900276000.0,3874791000,30611330000.0,38522349000,7235418000.0,41664777000,,84720000.0,2072172000.0,76005525000.0,357264069000,2864512000.0,16828772000.0,83201000.0,74167583000.0,-5194863000.0,0,64748343000,58521768000.0,12337542000.0,6791245000.0,,,-20635000.0,11564533000.0,83104560000.0,278016000.0,83057641000.0,160371427000.0,-8165484000.0,84761873000,-1410293000.0,133096363000.0,5969783000.0,40571684000.0,-4689703000.0,,83201000.0,3897611000.0,28027076000,15645815000.0,,131006000.0,997335000.0,17338492000.0,,5264239000.0,318741720000,40571684000.0,360324148000,,,,,,,,,,,,,,,,,,
2012-03-31,,47788000.0,-4140117000.0,426255213000,63026080000,54677203000.0,59105902000.0,-1106709000.0,1211114000.0,1217880000.0,3878067000,34518352000.0,42790218000,3109992000.0,41519848000,0.1,-241986000.0,760225000.0,78651475000.0,359309546000,1211114000.0,7230170000.0,0.0,71051292000.0,-1897670000.0,0,65962290000,74167583000.0,12337542000.0,6916278000.0,0.1,12111140000.0,2884000.0,5054841000.0,79822250000.0,289463000.0,79774462000.0,143840539000.0,-10514991000.0,89233003000,850000.0,66336072000.0,2291545000.0,40333399000.0,-1682283000.0,,,1531320000.0,33876985000,-3116291000.0,,165639000.0,313440000.0,18549606000.0,,2175329000.0,316519328000,40333399000.0,363229133000,,,,,,,,,,,,,,,,,,
2012-06-30,100135000.0,48752000.0,-3012201000.0,442449022000,61374923000,56875259000.0,106187086000.0,-923700000.0,1977322000.0,2004778000.0,3611746000,26729300000.0,34378310000,5445946000.0,33572141000,,-399107000.0,1593068000.0,81224191000.0,374961999000,1977322000.0,12008752000.0,79751000.0,69878397000.0,-1634494000.0,9663000,66490852000,71051292000.0,12337542000.0,7467275000.0,,,12701000.0,8743049000.0,80306428000.0,279223000.0,80257676000.0,161309854000.0,-16056828000.0,96239305000,427001000.0,118195838000.0,4071846000.0,39299524000.0,-2152386000.0,,,2478778000.0,44240792000,-1172895000.0,,161215000.0,474000000.0,19293174000.0,,3265703000.0,340583689000,39299524000.0,381074099000,,,,,,,,,,,,,,,,,,
2012-09-30,100135000.0,61151000.0,3268874000.0,457287177000,63206187000,57430554000.0,106824973000.0,-2227382000.0,1904309000.0,1888053000.0,3400228000,26545791000.0,34771858000,5272277000.0,55550882000,0.15,-149057000.0,862554000.0,85007552000.0,387889463000,1904309000.0,11820020000.0,0.0,75211753000.0,-2180867000.0,26683000,68400269000,69878397000.0,12337542000.0,7846155000.0,0.15,12695393333.0,66068000.0,8782131000.0,86791211000.0,287379000.0,86730060000.0,164877987000.0,-7205285000.0,89706433000,-499387000.0,118644993000.0,3170287000.0,39721714000.0,-1974226000.0,,0.0,2307733000.0,28687325000,5333356000.0,,174513000.0,419680000.0,21161551000.0,165000000.0,3037889000.0,353117605000,39721714000.0,394080990000,,,,,,,,,,,,,,,,,,
2012-12-31,100135000.0,115025000.0,-1071886000.0,480661303000,64374444000,71711636000.0,160771050000.0,-2553580000.0,3386145000.0,3409909000.0,3329150000,31390081000.0,38520204000,8824001000.0,38696693000,,-717223000.0,2262930000.0,171336940000.0,407331996000,3386145000.0,20364975000.0,357195000.0,82346225000.0,-2595839000.0,99253000,71963667000,75211753000.0,12337542000.0,8203836000.0,,,67007000.0,14513430000.0,92389169000.0,258978000.0,92274144000.0,180875629000.0,-33949827000.0,13926032000,1679153000.0,181136025000.0,6840958000.0,40270589000.0,-4691406000.0,,357195000.0,4578028000.0,34123276000,7134472000.0,,,1168119000.0,24222006000.0,,5851545000.0,368811792000,40270589000.0,416286859000,,,,,,,,,,,,,,,,,,
2013-03-31,100135000.0,130955000.0,-862499000.0,490139661000,67294002000,68215535000.0,79754143000.0,-1405208000.0,1628060000.0,1644956000.0,2804634000,34517875000.0,41927070000,4216467000.0,41787820000,0.13,-2229174000.0,947000000.0,175585250000.0,415115250000,1628060000.0,9346432000.0,30500000.0,81208270000.0,-4416713000.0,206650000,73613744000,82346225000.0,12337542000.0,8538221000.0,0.13,12523538462.0,10360000.0,6663241000.0,90706968000.0,266023000.0,90576013000.0,165489150000.0,-6684620000.0,10973556000,8560000.0,89100575000.0,2683191000.0,40142300000.0,-2217644000.0,,30500000.0,2046162000.0,31757719000,-1137955000.0,,153559000.0,401206000.0,25850067000.0,,2683191000.0,373188180000,40142300000.0,422845659000,,,,,,,,,,,,,,,,,,
2013-06-30,100135000.0,126352000.0,-17131351000.0,521679163000,76335713000,67404095000.0,132579826000.0,-1377123000.0,3045639000.0,3068265000.0,3037901000,55277072000.0,62104419000,5655298000.0,47350207000,,2001328000.0,1701101000.0,187948924000.0,444938904000,3045639000.0,14357222000.0,60655000.0,88640643000.0,-4134856000.0,75728000,75286322000,81208270000.0,12337542000.0,9004608000.0,,,11077000.0,9876082000.0,96287924000.0,253919000.0,96161572000.0,179954904000.0,-25331246000.0,14208341000,-544652000.0,146937048000.0,5749677000.0,40576678000.0,-6009696000.0,,60655000.0,3738605000.0,27857724000,7432373000.0,,,670340000.0,27538575000.0,,4481140000.0,382834485000,40576678000.0,445343450000,,,,,,,,,,,,,,,,,,
2013-09-30,100135000.0,126595000.0,-5429471000.0,535807276000,79875837000,70985439000.0,139635874000.0,-2818753000.0,2329635000.0,2372365000.0,2813607000,60346854000.0,67647736000,7242652000.0,48808695000,0.19,-60564000.0,1013014000.0,197583594000.0,456233126000,2329635000.0,15837608000.0,24823672000.0,81611365000.0,-4039633000.0,117559000,77674567000,88640643000.0,12337542000.0,9405018000.0,0.19,12261236842.0,10674000.0,11562188000.0,91850386000.0,262588000.0,91723791000.0,188259932000.0,-991474000.0,12122176000,-93988000.0,155473482000.0,4151712000.0,41014803000.0,-3957823000.0,,289245000.0,3138698000.0,23148983000,-7029278000.0,,140585000.0,766333000.0,29868211000.0,,4275420000.0,388585390000,41014803000.0,455931439000,,,,,,,,,,,,,,,,,,
2013-12-31,100487000.0,123161000.0,-3535988000.0,553018596000,81957196000,87797722000.0,175278053000.0,-2172262000.0,3341324000.0,3353797000.0,187151000,71685106000.0,78288076000,8114641000.0,47062143000,,-439856000.0,3427862000.0,201636822000.0,469193880000,3341324000.0,20000432000.0,-23408872000.0,79783453000.0,-7405299000.0,113129000,80986894000,81611365000.0,12337542000.0,10630583000.0,,,34411000.0,13954843000.0,93556998000.0,83392000.0,93433837000.0,200615798000.0,-50957239000.0,20873979000,-2646305000.0,195278485000.0,7544137000.0,43164028000.0,-5460166000.0,,1125555000.0,4116275000.0,21750948000,736262000.0,,,762478000.0,33232451000.0,,6045589000.0,390905804000,43164028000.0,471061400000,,,,,,,,,,,,,,,,,,
2014-03-31,100487000.0,103334000.0,-4235303000.0,557859924000,83268381000,81595042000.0,96928139000.0,-1965057000.0,2002424000.0,2006847000.0,181673000,78571963000.0,84989807000,4478297000.0,47276461000,0.16,-157830000.0,1093147000.0,203584928000.0,471985843000,2002424000.0,11214769000.0,49200000.0,85843220000.0,-3202172000.0,124830000,82982221000,79783453000.0,12337542000.0,11483111000.0,0.16,12515150000.0,1413000.0,7605088000.0,94953266000.0,82780000.0,94849932000.0,182009714000.0,-14774167000.0,20411063000,1413000.0,108142908000.0,3623090000.0,42819901000.0,-3073260000.0,,49200000.0,2529943000.0,25968887000,6059767000.0,,,523096000.0,35234875000.0,,3609681000.0,386996036000,42819901000.0,474591543000,,,,,,,,,,,,,,,,,,
2014-06-30,100145000.0,270183000.0,-16824950000.0,578207501000,87753359000,89458854000.0,138247498000.0,-2119897000.0,2980517000.0,3038414000.0,174533000,88838500000.0,95177837000,5559627000.0,53633314000,,-142239000.0,2221109000.0,218993284000.0,489877626000,2980517000.0,15303229000.0,1273665000.0,80166752000.0,-3543221000.0,97250000,84233222000,85843220000.0,12337542000.0,13045547000.0,,,39020000.0,10082657000.0,93855532000.0,142438000.0,93585349000.0,195134970000.0,-32221210000.0,17494680000,1892720000.0,153550727000.0,6190065000.0,43340219000.0,-5953930000.0,,1273665000.0,3968956000.0,20395501000,-5676468000.0,,,930542000.0,36611512000.0,,5220572000.0,394699789000,43340219000.0,490454142000,,,,,,,,,,,,,,,,,,
2014-09-30,100145000.0,91755000.0,-6048299000.0,598674918000,91749513000,92424723000.0,134851258000.0,-4094649000.0,2514747000.0,2526722000.0,163095000,89885939000.0,96004696000,6463350000.0,58102206000,0.2,-186840000.0,1304595000.0,227477507000.0,502800422000,2514747000.0,15130593000.0,4948972000.0,85012882000.0,-8919803000.0,17282000,86846960000,80166752000.0,12337542000.0,15561469000.0,0.2,12573735000.0,22049000.0,10759069000.0,96672097000.0,19880000.0,96580342000.0,199142010000.0,-5114361000.0,17408634000,-3958634000.0,149981851000.0,4442103000.0,43346693000.0,-4376693000.0,,4948972000.0,3137508000.0,25045223000,4846130000.0,,,610786000.0,39126260000.0,,4371524000.0,406795726000,43346693000.0,506925405000,,,,,,,,,,,,,,,,,,
2014-12-31,103293000.0,110204000.0,12403636000.0,617004015000,98926298000,115414242000.0,157702924000.0,-3065198000.0,3845577000.0,3999582000.0,3977000,78791396000.0,85951555000,9595573000.0,44811039000,,-858946000.0,3011209000.0,225958116000.0,514112775000,3845577000.0,22590041000.0,2846044000.0,84448495000.0,-839770000.0,28320000,90935729000,85012882000.0,12337542000.0,19454413000.0,,,236588000.0,15629377000.0,98197991000.0,75867000.0,98087787000.0,226744702000.0,-37752368000.0,13122774000,6541097000.0,180292965000.0,8327251000.0,44367561000.0,-7883545000.0,,2842492000.0,5316042000.0,35071375000,-564387000.0,,185107000.0,1316460000.0,42668871000.0,,6960664000.0,428161220000,44367561000.0,518077717000,,,,,,,,,,,,,,,,,,
2015-03-31,103293000.0,118133000.0,-6881131000.0,614885181000,106498767000,103267365000.0,104879443000.0,-2385492000.0,2177009000.0,2268569000.0,3977000,87739736000.0,95348407000,4881713000.0,49363558000,0.18,-584569000.0,1316558000.0,233770969000.0,508485628000,2177009000.0,12196903000.0,32792000.0,79843668000.0,-7728685000.0,27676000,94307656000,84448495000.0,12337542000.0,21915093000.0,0.18,12094494444.0,4810000.0,8013414000.0,90680770000.0,423132000.0,90562637000.0,202373088000.0,-19337444000.0,9333830000,-2134736000.0,117076346000.0,4197868000.0,44396423000.0,-5025756000.0,,32792000.0,2881310000.0,29100013000,-4604827000.0,,176528000.0,612741000.0,44845880000.0,,4183489000.0,413137221000,44396423000.0,508386414000,,,,,,,,,,,,,,,,,,
