date,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCurrentDeferredRevenue,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyGrossPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment
2004-03-31,503300000,482300000.0,95900000,517100000.0,7863000000,408600000.0,,32300000,0.0,1215800000,392600000,30200000.0,30200000.0,-24700000.0,307500000.0,284230769.0,0.0,13929900000,282800000.0,221800000.0,1.07,1809500000.0,-9300000.0,58800000.0,372400000.0,163500000,464500000.0,1400000,276261682.0,686300000,,-3710300000.0,122200000.0,,-13100000.0,686300000.0,295600000,-115900000.0,-21700000.0,0.0,1449900000.0,7574400000,7176700000.0,424900000.0,4574100000,161300000.0,-147400000.0,0.0,1663700000,1.04,1093000000.0,185200000.0,295600000,7176700000,6355500000,778100000,295600000,2448600000.0,,,,,,,,,,,,,,,,,,,
2004-06-30,499000000,454100000.0,124800000,487800000.0,7532700000,428600000.0,,32200000,0.0,1204600000,363200000,12500000.0,12500000.0,-27900000.0,-34400000.0,286626506.0,0.0,13658500000,-62300000.0,404100000.0,0.86,1621700000.0,-37300000.0,62700000.0,354500000.0,47000000,686300000.0,1400000,276627907.0,1090400000,,641600000.0,-107700000.0,,-178900000.0,1090400000.0,237900000,426000000.0,37400000.0,0.0,1687800000.0,7095400000,6442300000.0,395400000.0,4604500000,16800000.0,-264700000.0,0.0,1664600000,0.83,1112800000.0,185100000.0,237900000,6442300000,6563100000,798500000,237900000,2446900000.0,,,,,,,,,,,,,,,,,,,
2004-09-30,499800000,467700000.0,131000000,465700000.0,7947700000,378600000.0,,32900000,5700000.0,1193400000,374100000,-62100000.0,14400000.0,-33000000.0,409600000.0,284823529.0,0.0,14136500000,376600000.0,-379800000.0,0.875,1085500000.0,-44200000.0,59500000.0,445700000.0,108600000,1090400000.0,1400000,276685714.0,710600000,,-1801400000.0,33600000.0,,83100000.0,710600000.0,242100000,-727300000.0,-15600000.0,-82200000.0,1882300000.0,7335800000,7237100000.0,407000000.0,4803000000,67300000.0,90000000.0,20300000.0,1520400000,0.85,1115800000.0,182000000.0,242100000,7237100000,6800700000,800900000,242100000,2444600000.0,,,,,,,,,,,,,,,,,,,
2004-12-31,1045200000,639400000.0,131500000,2596400000.0,15044100000,,,44900000,1750900000.0,8211600000,313400000,2082800000.0,331900000.0,-51200000.0,620500000.0,,-2239900000.0,39738400000,569300000.0,746600000.0,,2710600000.0,-400000.0,98100000.0,2965000000.0,145800000,710600000.0,3000000,,1457200000,,-2379200000.0,55500000.0,,388600000.0,1457200000.0,184500000,-1956700000.0,-103500000.0,0.0,1960100000.0,20279400000,13586900000.0,358300000.0,6833500000,418800000.0,385100000.0,-4600000.0,4276700000,,1574600000.0,,184500000,13586900000,19459000000,1100200000,184500000,10017900000.0,-798500000.0,,,,,,,,,,,,,,,,,,
2005-03-31,1018700000,941100000.0,317200000,2548200000.0,15766600000,,,53200000,-5500000.0,8138100000,928900000,173800000.0,256800000.0,-37100000.0,710500000.0,612489242.0,-110300000.0,40487900000,673400000.0,33700000.0,0.505,2026800000.0,-109100000.0,144100000.0,3076700000.0,-5400000,1457200000.0,3000000,612489242.0,1490900000,,-2731500000.0,300000.0,,-260900000.0,1490900000.0,611700000,-850600000.0,54500000.0,-88500000.0,2506800000.0,20487200000,14275700000.0,982100000.0,11099900000,606500000.0,-100100000.0,0.0,4273200000,0.49,1680100000.0,,611700000,14275700000,20000700000,1729100000,611700000,9775600000.0,,,,,,,,,,,,,,,,,,,
2005-06-30,999600000,966300000.0,337200000,2571300000.0,16617300000,612700000.0,,58900000,6600000.0,8122200000,896600000,-21900000.0,25000000.0,-48500000.0,654100000.0,621555556.0,-202300000.0,41691300000,605600000.0,462400000.0,0.92,7661100000.0,-33100000.0,176400000.0,3690100000.0,129800000,1490900000.0,6100000,608043478.0,1953300000,,-7585300000.0,472200000.0,,33100000.0,1953300000.0,559400000,-169800000.0,-99500000.0,-244900000.0,2880900000.0,21139600000,14664000000.0,955500000.0,11299200000,568400000.0,-454400000.0,0.0,4009800000,0.9,1702000000.0,,559400000,14664000000,20551700000,1832900000,559400000,10044600000.0,,,,,,,,,,,,,,,,,,,
2005-09-30,966800000,989600000.0,382700000,2620200000.0,16742700000,459600000.0,,56100000,501100000.0,8041500000,1023400000,-133100000.0,92500000.0,-33200000.0,928300000.0,628137255.0,-17600000.0,41855600000,895100000.0,210000000.0,1.05,2821500000.0,-181700000.0,156800000.0,1597300000.0,52800000,1953300000.0,6100000,610190476.0,2163300000,,-3357200000.0,-779900000.0,,198800000.0,2163300000.0,640700000,-585200000.0,-14100000.0,-374300000.0,3521500000.0,20620900000,14579400000.0,1079500000.0,11304600000,653500000.0,616700000.0,0.0,3918100000,1.02,1757000000.0,,640700000,14579400000,21234700000,1847800000,640700000,10149400000.0,,,,,,,,,,,,,,,,,,,
2005-12-31,1078600000,1022300000.0,389400000,3306300000.0,19520600000,481200000.0,,58000000,-880000000.0,9686400000,1041400000,2427700000.0,56100000.0,-43000000.0,963800000.0,,-2259500000.0,51405200000,920800000.0,576900000.0,,-8029400000.0,-75800000.0,156500000.0,4432100000.0,-20300000,2163300000.0,6600000,,2740200000,,-8313600000.0,-210800000.0,,217900000.0,2740200000.0,652000000,-2814600000.0,-43500000.0,-59700000.0,4173500000.0,26412100000,16780400000.0,1099400000.0,11432300000,833400000.0,186600000.0,15828700000.0,6324700000,,2295200000.0,,652000000,16780400000,24993100000,1862900000,652000000,13469100000.0,-5100000.0,,,,,,,,,,,,,,,,,,
2006-03-31,1047400000,1240800000.0,440900000,3143900000.0,4235000000,476100000.0,,94000000,-231500000.0,9612600000,1172700000,-1785100000.0,197100000.0,-36400000.0,1797600000.0,671376147.0,0.0,51365700000,1761200000.0,-600200000.0,1.12,648900000.0,-523300000.0,148400000.0,3814000000.0,-73900000,2740200000.0,6400000,653392857.0,2140000000,,-5634100000.0,-88100000.0,,1111700000.0,2140000000.0,731800000,-612700000.0,101600000.0,-2109100000.0,3775700000.0,27252800000,2095000000.0,1266700000.0,13819700000,984700000.0,791800000.0,4407500000.0,6663900000,1.09,2280700000.0,,731800000,2095000000,24112900000,2172600000,731800000,13465500000.0,-1703800000.0,,,,,,,,,,,,,,,,,,
2006-06-30,1014900000,1233100000.0,452100000,3083500000.0,3916600000,22400000.0,,103900000,65000000.0,9538100000,1203300000,-1345600000.0,68700000.0,-36400000.0,201000000.0,642051282.0,0.0,50091800000,164600000.0,-205600000.0,1.2,8606600000.0,-181800000.0,150200000.0,1926500000.0,-196200000,2140000000.0,6200000,626000000.0,1934400000,,-3883800000.0,-62400000.0,,-244700000.0,1934400000.0,751200000,939000000.0,-142100000.0,-1757100000.0,3581500000.0,26854000000,1982200000.0,1307200000.0,14151900000,729900000.0,-629900000.0,-3746000000.0,7446400000,1.17,4213200000.0,,751200000,1982200000,23237800000,2192100000,751200000,13449200000.0,-452900000.0,,,,,,,,,,,,,,,,,,
2006-09-30,993400000,1245600000.0,443800000,3323200000.0,4504300000,221500000.0,,105600000,742200000.0,9469000000,1254600000,168400000.0,196500000.0,-57700000.0,614700000.0,628527132.0,-25000000.0,51484200000,557000000.0,295100000.0,1.31,1707100000.0,-299000000.0,151600000.0,2704300000.0,18900000,1934400000.0,6200000,618931298.0,2229500000,,-1928400000.0,-99100000.0,,17900000.0,2229500000.0,810800000,-488000000.0,68300000.0,-596100000.0,4167100000.0,27340800000,2274800000.0,1360200000.0,14425900000,539900000.0,-431100000.0,-195300000.0,7122200000,1.29,4626900000.0,,810800000,2274800000,24143400000,2198700000,810800000,13455900000.0,-2800000.0,,,,,,,,,,,,,,,,,,
2006-12-31,988600000,1261600000.0,482700000,3350200000.0,5052000000,521000000.0,,100000000,49400000.0,9396200000,1283800000,-762700000.0,97200000.0,-63400000.0,1430900000.0,,-400000.0,51759800000,1367500000.0,372600000.0,,2340000000.0,227200000.0,154700000.0,2704000000.0,50100000,2229500000.0,6100000,,2602100000,,-2186200000.0,-110200000.0,,-37700000.0,2602100000.0,801100000,-295600000.0,245900000.0,-647400000.0,4656100000.0,27184000000,2449900000.0,1383800000.0,14555500000,538200000.0,227500000.0,-380700000.0,6493200000,,2520200000.0,,801100000,2449900000,24575800000,2254300000,801100000,13383500000.0,-2600000.0,,,,,,,,,,,,,,,,,,
2007-03-31,979200000,1321800000.0,463300000,3117600000.0,7133700000,520900000.0,,102900000,269500000.0,9325400000,1246400000,-519000000.0,262000000.0,-56600000.0,1981100000.0,621507937.0,,53489200000,1924500000.0,799900000.0,1.28,2045400000.0,-222300000.0,144100000.0,2473600000.0,102300000,2602100000.0,6100000,611796875.0,3402000000,,-2793000000.0,-123500000.0,,887100000.0,3402000000.0,783100000,-662200000.0,-97100000.0,-896900000.0,5071100000.0,28349800000,3731700000.0,1349300000.0,15079200000,314300000.0,1161900000.0,142000000.0,6585600000,1.26,2790400000.0,,783100000,3731700000,25139400000,2131600000,783100000,13449600000.0,-2200000.0,,,,,,,,,,,,,,,,,,
2007-06-30,968700000,1323900000.0,482100000,2897100000.0,7978900000,520000000.0,,100100000,-207800000.0,9254500000,1317300000,337600000.0,276400000.0,-63500000.0,725900000.0,618666667.0,,54194100000,662400000.0,803100000.0,1.37,3459900000.0,-5700000.0,151400000.0,2769600000.0,7700000,3402000000.0,6000000,609635036.0,4205100000,,-3420300000.0,-132900000.0,,157500000.0,4205100000.0,835200000,-260400000.0,-131000000.0,-1060800000.0,5122100000.0,29205300000,3773800000.0,1417400000.0,15259800000,0.0,-115600000.0,-244100000.0,7652200000,1.35,2626800000.0,,835200000,3773800000,24988800000,2260300000,835200000,13337800000.0,-3200000.0,,,,,,,,,,,,,,,,,,
2007-09-30,957800000,1328300000.0,503400000,2914400000.0,6751200000,321500000.0,,119600000,53600000.0,9296900000,1371400000,-1748400000.0,67000000.0,-91400000.0,533300000.0,598620690.0,,52899700000,441900000.0,-1381100000.0,1.47,2160300000.0,-240000000.0,146600000.0,3024100000.0,79300000,4205100000.0,5700000,590476190.0,2824000000,,-2065800000.0,-82400000.0,,-472000000.0,2824000000.0,868000000,-166000000.0,-1300000.0,-2367600000.0,4612000000.0,29225800000,3927200000.0,1491000000.0,15233900000,22000000.0,-516900000.0,84400000.0,8381000000,1.45,2801000000.0,,868000000,3927200000,23673900000,2189900000,868000000,13544500000.0,-200800000.0,,,,,,,,,,,,,,,,,,
2007-12-31,995900000,1295300000.0,463700000,3004400000.0,6494200000,20400000.0,,125300000,-129700000.0,9220800000,1322800000,-1480100000.0,179100000.0,-110500000.0,1104300000.0,,0.0,52060000000,993800000.0,-56100000.0,,2073500000.0,220700000.0,144100000.0,2909600000.0,156100000,2824000000.0,5600000,,2767900000,,-1622100000.0,-92100000.0,,-248100000.0,2767900000.0,859100000,319700000.0,123900000.0,-1826100000.0,4387600000.0,29069600000,3726300000.0,1448100000.0,15561400000,0.0,-34800000.0,-25900000.0,9023500000,,2870100000.0,,859100000,3726300000,22990400000,2119700000,859100000,13435400000.0,-303500000.0,,,,,,,,,,,,,,,,,,
2008-03-31,1002700000,1319300000.0,291100000,2983400000.0,6361900000,19900000.0,,119000000,246400000.0,9149700000,879200000,-1707200000.0,57700000.0,-79000000.0,1033800000.0,549626168.0,-400000.0,51555700000,954800000.0,-215800000.0,1.08,2958900000.0,-585300000.0,144700000.0,2746100000.0,-6100000,2767900000.0,5300000,544537037.0,2552100000,,-2487800000.0,-92800000.0,,513800000.0,2552100000.0,588100000,457600000.0,-6000000.0,-2008600000.0,3954200000.0,30051600000,3809800000.0,998200000.0,15553700000,270600000.0,235300000.0,61400000.0,9266500000,1.07,3167000000.0,,588100000,3809800000,21504100000,2248600000,588100000,13429400000.0,-335500000.0,,,,,,,,,,,,,,,,,,
2008-06-30,1014200000,0.0,435500000,2919600000.0,5815000000,19200000.0,,116500000,-3058100000.0,9084000000,1186000000,-389200000.0,,-77000000.0,111500000.0,521180556.0,-116100000.0,50975900000,34500000.0,-278300000.0,1.44,2709600000.0,-122800000.0,-92800000.0,9104700000.0,-226200000,2552100000.0,5100000,521180556.0,2273800000,,-2562400000.0,153100000.0,,-436600000.0,2273800000.0,750500000,-600000.0,32000000.0,,4396800000.0,29721400000,3541200000.0,1186000000.0,15666800000,0.0,-894500000.0,33500000.0,9750100000,1.44,3203400000.0,,750500000,3541200000,21254500000,2218600000,750500000,13539800000.0,329600000.0,,,,,,,,,,,,,,,,,,
2008-09-30,1019400000,1078700000.0,-271300000,2501000000.0,5438700000,723700000.0,,118400000,2826600000.0,8895100000,549400000,-902500000.0,,-79900000.0,892800000.0,535440000.0,-91200000.0,49758600000,812900000.0,-3200000.0,1.6,1528700000.0,,26800000.0,2798400000.0,-515000000,2273800000.0,5100000,513500000.0,2270600000,39800000.0,-1195500000.0,-54300000.0,,,2270600000.0,820700000,6500000.0,-348200000.0,,5167200000.0,28085300000,3168100000.0,549400000.0,14961000000,14600000.0,-474500000.0,-155600000.0,8491300000,1.6,1382600000.0,,820700000,3168100000,21673300000,2220200000,820700000,13582100000.0,-699300000.0,,,,,,,,,,,,,,,,,,
2008-12-31,1054500000,1135200000.0,176400000,2098900000.0,2183900000,1007700000.0,,115900000,1100000.0,22288500000,507800000,-736700000.0,,-109700000.0,497300000.0,,10000000.0,48403200000,387600000.0,-86700000.0,,1108300000.0,,26700000.0,2856500000.0,-895700000,2270600000.0,5000000,,2183900000,26700000.0,-918000000.0,1200000.0,,,2183900000.0,331400000,152700000.0,-159200000.0,-229200000.0,5479400000.0,26971500000,,507800000.0,15069600000,,-379700000.0,60700000.0,7833900000,,3042900000.0,,331400000,14491900000,21431700000,2333100000,331400000,,-559200000.0,,,,,,,,,,,,,,,,,,
2009-03-31,1051800000,1095500000.0,313200000,2118500000.0,2378100000,810500000.0,,116100000,700000.0,22222000000,893600000,-206900000.0,,-68900000.0,1192000000.0,498200000.0,-1100000.0,49414800000,1123100000.0,194200000.0,1.17,1328300000.0,,26100000.0,3003600000.0,-745500000,2183900000.0,4800000,496000000.0,2378100000,24800000.0,-2101100000.0,300000.0,,,2378100000.0,580400000,-790900000.0,-10500000.0,-681200000.0,5970600000.0,27906800000,,893600000.0,15143300000,196000000.0,109500000.0,51700000.0,8527100000,1.16,3525400000.0,,580400000,15150600000,21508000000,2365100000,580400000,,-556100000.0,,,,,,,,,,,,,,,,,,
2009-06-30,1038200000,1068500000.0,359000000,2302200000.0,1724600000,658100000.0,,117000000,1000000.0,21921700000,1052500000,-864300000.0,,-89000000.0,377600000.0,496000000.0,-65200000.0,49344300000,288600000.0,-653500000.0,1.453061,-906000000.0,,26200000.0,2754000000.0,-423300000,2378100000.0,4800000,496000000.0,1724600000,51900000.0,-2257800000.0,379600000.0,,,1724600000.0,693500000,-168000000.0,28600000.0,-437000000.0,6639500000.0,27091400000,,1052500000.0,15413200000,,-595900000.0,3149800000.0,8513700000,1.43,3457900000.0,,693500000,15885700000,22252900000,2343500000,693500000,,-434200000.0,,,,,,,,,,,,,,,,,,
2009-09-30,1067600000,1105600000.0,387000000,2229800000.0,1842200000,477800000.0,,110600000,3600000.0,8341400000,1117200000,-1121400000.0,,-114400000.0,1439600000.0,476800000.0,0.0,49497500000,1325200000.0,117600000.0,1.55,4179300000.0,,26400000.0,2761800000.0,72500000,1724600000.0,4600000,471500000.0,1842200000,39000000.0,-1204100000.0,-370900000.0,,,1842200000.0,730200000,-201600000.0,-25800000.0,-693200000.0,7126800000.0,26630100000,,1117200000.0,15425100000,96500000.0,368600000.0,-3062400000.0,8384400000,1.53,3276300000.0,,730200000,16630700000,22867400000,2396900000,730200000,13307600000.0,-466100000.0,,,,,,,,,,,,,,,,,,
2009-12-31,1099600000,4824100000.0,1597900000,2470400000.0,4816100000,60800000.0,1050000000.0,103700000,4300000.0,8259300000,4339700000,-1210200000.0,,-106100000.0,29700000.0,,0.0,52125400000,-76400000.0,2973900000.0,,1627500000.0,,28400000.0,2994100000.0,68100000,1842200000.0,4500000,,4816100000,37900000.0,-1991700000.0,7400000.0,,,4816100000.0,2741800000,4163300000.0,69000000.0,-827000000.0,9598500000.0,27262100000,,4339700000.0,19046500000,1228700000.0,771600000.0,-38700000.0,8338300000,,3281000000.0,,2741800000,16970500000,24863300000,2553600000,2741800000,13264600000.0,-434400000.0,,,,,,,,,,,,,,,,,,
2010-03-31,1144500000,939100000.0,458500000,2501000000.0,3526200000,759900000.0,1117700000.0,99400000,21600000.0,8177800000,1335300000,-1157700000.0,,-120200000.0,-322900000.0,446600000.0,-300000.0,51180900000,-443100000.0,-1289900000.0,1.99,2227300000.0,,27600000.0,2686700000.0,166800000,4816100000.0,4300000,441100000.0,3526200000,14100000.0,-1708300000.0,-500000.0,,,3526200000.0,876800000,191900000.0,40200000.0,-1388400000.0,9795600000.0,26661700000,,1335300000.0,15098500000,380800000.0,-1363800000.0,-209700000.0,7630400000,1.96,3298600000.0,,876800000,16919200000,24519200000,2200600000,876800000,13265700000.0,-65900000.0,,,,,,,,,,,,,,,,,,
