date,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings
2005-12-31,7157000,59000.0,974000.0,7157000,11890000.0,2326000.0,2892000.0,,6721000.0,0.0,7163000,,180737000.0,,,,20583000.0,,20583000.0,4272000.0,145803000.0,20524000.0,,,3112000.0,,,2869000.0,7157000,190962000.0,60903000.0,-117511000.0,254775000.0,226070000.0,-35829000.0,,215147000.0,,,,66000.0,3020000.0,-93743000.0,0.0,,127791000.0,14608000,52060000.0,,-1610000.0,20583000.0,15406000,5070000,1013000.0,9251000.0,28705000.0,,1005000.0,181711000.0,,,,,,162298000.0,22569000,-129401000.0,10336000,-10221000.0,-52849000.0,,,,,,,
2006-03-31,7135000,-3316000.0,2307000.0,7135000,8562000.0,1744000.0,960000.0,,6919000.0,,7109000,,179401000.0,32216000.0,,,17267000.0,-10461000.0,17267000.0,3793000.0,142687000.0,20583000.0,0.21,,3175000.0,,,2740000.0,7135000,188448000.0,59882000.0,7745000.0,248723000.0,223039000.0,-600000.0,,216108000.0,,,32216000.0,-2880000.0,2539000.0,-93810000.0,0.0,,0.0,14105000,48877000.0,,-817000.0,17267000.0,15329000,5017000,1497000.0,6740000.0,25684000.0,126000.0,1224000.0,181708000.0,,0.21,,,,160417000.0,22438000,-817000.0,10312000,-11061000.0,-55691000.0,,,,,,,
2006-06-30,2998000,-853000.0,3271000.0,2998000,13924000.0,2125000.0,2924000.0,,7147000.0,,7429000,,178435000.0,32216000.0,,,16414000.0,-10783000.0,16414000.0,4190000.0,0.0,17267000.0,0.085,,3247000.0,,,2659000.0,2998000,195102000.0,58862000.0,11042000.0,246774000.0,222059000.0,-600000.0,,219134000.0,,,32216000.0,6772000.0,3418000.0,-93966000.0,0.0,,0.0,10218000,40846000.0,,-2882000.0,16414000.0,11098000,5070000,4929000.0,13396000.0,24715000.0,79000.0,1289000.0,181706000.0,,0.085,,,,160538000.0,18527000,-2882000.0,6028000,-11895000.0,-58596000.0,,,,,,,
2006-09-30,7751000,-4006000.0,1335000.0,7751000,10614000.0,1567000.0,2243000.0,,6945000.0,,7082000,,180466000.0,32216000.0,,,12408000.0,-11106000.0,12408000.0,4076000.0,131639000.0,16414000.0,0.225,,3302000.0,,,2768000.0,7751000,194257000.0,57842000.0,7372000.0,242501000.0,221504000.0,-784000.0,,222400000.0,,,32216000.0,-970000.0,3951000.0,-94033000.0,0.0,,0.0,14877000,37606000.0,,-3242000.0,12408000.0,15817000,5016000,4695000.0,12456000.0,20997000.0,,1177000.0,181801000.0,,0.225,,,,160894000.0,22899000,-3242000.0,10801000,-11378000.0,-61506000.0,,,,,,,
2006-12-31,9659000,-853000.0,1550000.0,9659000,12753000.0,1098000.0,3809000.0,,10857000.0,,7010000,,180660000.0,,,,11555000.0,-11320000.0,11555000.0,4198000.0,,12408000.0,,,3332000.0,,,2644000.0,9659000,196384000.0,56821000.0,10587000.0,243573000.0,219949000.0,514000.0,,224980000.0,,,,-2019000.0,3781000.0,36226000.0,0.0,,0.0,17437000,36226000.0,,-2166000.0,11555000.0,18320000,5081000,5486000.0,14174000.0,23624000.0,,1164000.0,182210000.0,,,,,,160484000.0,25330000,-2166000.0,13239000,-11440000.0,-64496000.0,,,,,,,
2007-03-31,7434000,-455000.0,1264000.0,7434000,12593000.0,730000.0,1496000.0,,7437000.0,,7777000,,181048000.0,32216000.0,297000.0,,11100000.0,-11538000.0,11100000.0,4373000.0,,11555000.0,0.215,,3358000.0,,,2470000.0,7434000,193047000.0,55801000.0,11681000.0,235953000.0,216595000.0,-15000.0,,226008000.0,-908000.0,,32216000.0,372000.0,2117000.0,31516000.0,0.0,,0.0,15110000,31516000.0,,-587000.0,11100000.0,16095000,5358000,6392000.0,10735000.0,19358000.0,,1287000.0,182312000.0,,0.215,,,,158324000.0,23872000,-912000.0,10737000,-12461000.0,-67684000.0,,,,,,,
2007-06-30,11006000,463000.0,970000.0,11006000,13869000.0,721000.0,3546000.0,,8466000.0,,8263000,,181443000.0,32216000.0,1000.0,,11563000.0,-11844000.0,11563000.0,3669000.0,,11100000.0,0.32,,3371000.0,,,2279000.0,11006000,193047000.0,55272000.0,12848000.0,235189000.0,214222000.0,-541000.0,,227172000.0,0.0,,32216000.0,-675000.0,1872000.0,31139000.0,0.0,,0.0,18054000,31139000.0,,-1021000.0,11563000.0,18868000,4483000,4495000.0,10634000.0,20967000.0,,1275000.0,182413000.0,,0.32,,,,156671000.0,27131000,-1021000.0,14385000,-12385000.0,-70501000.0,,,,,,,
2007-09-30,10690000,-2853000.0,1168000.0,10690000,11665000.0,887000.0,1900000.0,,10746000.0,,7985000,,181347000.0,32216000.0,,,8710000.0,-12183000.0,8710000.0,3918000.0,,11563000.0,0.305,,3383000.0,,,2619000.0,10690000,192109000.0,54773000.0,10479000.0,232391000.0,212162000.0,-975000.0,,228502000.0,-174000.0,,32216000.0,-3727000.0,2191000.0,29796000.0,0.0,,0.0,18123000,29796000.0,,-1186000.0,8710000.0,19228000,5023000,4616000.0,9594000.0,20229000.0,,1429000.0,182515000.0,,0.305,,,,154770000.0,27213000,-1186000.0,14205000,-13332000.0,-73732000.0,,,,,,,
2007-12-31,10141000,1611000.0,1181000.0,10141000,20929000.0,827000.0,4173000.0,,12311000.0,,8886000,,181435000.0,,0.0,,10321000.0,-12409000.0,10321000.0,3797000.0,122055000.0,8710000.0,,,3177000.0,,,2853000.0,10141000,200348000.0,54273000.0,14091000.0,238904000.0,215726000.0,-71000.0,,234434000.0,0.0,,,6800000.0,9032000.0,-94239000.0,0.0,,0.0,17541000,27816000.0,,-6838000.0,10321000.0,18305000,4561000,3700000.0,17732000.0,23178000.0,,1052000.0,182616000.0,,,,,,158600000.0,27191000,-6838000.0,13744000,-12480000.0,-75834000.0,,,,,,,
2008-03-31,7798000,-2084000.0,4695000.0,7798000,12404000.0,651000.0,1653000.0,,12957000.0,104000.0,9727000,,356330000.0,32362000.0,36000.0,,8237000.0,-12437000.0,8237000.0,4407000.0,125952000.0,10321000.0,0.215,,3807000.0,10000000.0,,6209000.0,7798000,388721000.0,125374000.0,-169682000.0,427306000.0,405770000.0,-591000.0,,353520000.0,-514000.0,,32362000.0,-479000.0,9841000.0,-98512000.0,0.0,,0.0,16357000,27440000.0,,-182050000.0,8237000.0,17549000,5599000,5551000.0,27696000.0,21536000.0,,1286000.0,361025000.0,,0.215,,68000.0,7866000.0,274187000.0,27276000,-182086000.0,11950000,167562000.0,-79333000.0,,,,,,,
2008-06-30,3815000,-1866000.0,390000.0,3815000,11017000.0,952000.0,3740000.0,,15923000.0,0.0,9985000,,354113000.0,32656000.0,-264000.0,,6371000.0,-13219000.0,6371000.0,6516000.0,117389000.0,8237000.0,0.09,,5233000.0,20000000.0,,6263000.0,3815000,395947000.0,123674000.0,173067000.0,431930000.0,408953000.0,-714000.0,,362758000.0,0.0,,32656000.0,730000.0,6271000.0,-91915000.0,0.0,,-171000000.0,15885000,25474000.0,,-8950000.0,6371000.0,16790000,7421000,10481000.0,41444000.0,22977000.0,,1359000.0,354503000.0,,0.09,,85000.0,3900000.0,279016000.0,26775000,162050000.0,9369000,-3933000.0,-83742000.0,,,,,,,
2008-09-30,6621000,-4253000.0,478000.0,6621000,14669000.0,1105000.0,2388000.0,,16591000.0,0.0,11033000,,354522000.0,32656000.0,1007000.0,,2118000.0,-13252000.0,2118000.0,5336000.0,111268000.0,6371000.0,0.175,,5161000.0,24000000.0,,4916000.0,6621000,402127000.0,121975000.0,5681000.0,430086000.0,410519000.0,-401000.0,,371575000.0,-281000.0,,32656000.0,552000.0,5296000.0,-93683000.0,0.0,,0.0,16882000,17585000.0,,-8988000.0,2118000.0,18478000,7480000,14338000.0,47127000.0,19567000.0,,1596000.0,355000000.0,,0.175,,84000.0,6705000.0,283628000.0,29511000,-8988000.0,10998000,-9934000.0,-87947000.0,,,,,,,
2008-12-31,7133000,3151000.0,17604000.0,7133000,25561000.0,1505000.0,3990000.0,,14477000.0,0.0,10525000,,355793000.0,,-1289000.0,,5269000.0,-15318000.0,5269000.0,6630000.0,,2118000.0,,,7562000.0,29000000.0,,6682000.0,3590000,431568000.0,122383000.0,-158718000.0,439688000.0,419349000.0,1187000.0,,383134000.0,0.0,,,8423000.0,8018000.0,-12967000.0,0.0,,171036000.0,21778000,-10869000.0,,-13279000.0,5269000.0,24001000,8766000,15658000.0,58171000.0,20339000.0,1041000.0,2136000.0,373397000.0,,,,98000.0,7231000.0,290284000.0,34526000,-184279000.0,15235000,-9131000.0,-92850000.0,,,,,,,
2009-03-31,5934000,-948000.0,17774000.0,5439000,9556000.0,965000.0,1732000.0,,15890000.0,0.0,10796000,25675000.0,424802000.0,32656000.0,-2325000.0,,4321000.0,-13818000.0,4321000.0,6256000.0,,5269000.0,0.125,-1413000.0,5403000.0,0.0,-25500000.0,6319000.0,4146000,470127000.0,120646000.0,-1014000.0,469545000.0,448983000.0,0.0,0.0,394866000.0,-616000.0,,32656000.0,-2623000.0,8834000.0,-13117000.0,0.0,,0.0,17685000,0.0,-124000.0,-36070000.0,4321000.0,21328000,7580000,16020000.0,27551000.0,20562000.0,164000.0,1324000.0,442576000.0,,0.125,,92000.0,6026000.0,296343000.0,32124000,-10570000.0,13748000,25566000.0,-98523000.0,,,,,,,
2009-06-30,16819000,-126000.0,11482000.0,16392000,22694000.0,1058000.0,3897000.0,,13480000.0,59546000.0,11086000,26098000.0,402810000.0,35578000.0,488000.0,,4195000.0,-14750000.0,4195000.0,6853000.0,,4321000.0,0.41,2410000.0,4404000.0,0.0,0.0,4921000.0,14543000,439356000.0,118909000.0,-22762000.0,505115000.0,486613000.0,0.0,0.0,440435000.0,-160000.0,,35578000.0,-721000.0,9120000.0,-8700000.0,0.0,,0.0,28188000,0.0,1382000.0,-45456000.0,4195000.0,29516000,8671000,10989000.0,25064000.0,18502000.0,-375000.0,1818000.0,414292000.0,,0.41,,112000.0,16931000.0,336685000.0,40602000,-45456000.0,20845000,22636000.0,-103750000.0,,,,,,,
2009-09-30,16808000,-145000.0,13759000.0,16539000,12538000.0,1368000.0,2402000.0,,16141000.0,0.0,11450000,26809000.0,429819000.0,37040000.0,711000.0,,4050000.0,-16425000.0,4050000.0,6820000.0,,4195000.0,0.39,-2661000.0,6418000.0,0.0,0.0,4660000.0,14517000,459896000.0,117173000.0,6886000.0,518965000.0,497704000.0,-5700000.0,0.0,458032000.0,-106000.0,,37040000.0,-11650000.0,4966000.0,-10181000.0,0.0,,-11800000.0,30159000,0.0,-4073000.0,-17452000.0,4050000.0,31294000,8668000,7582000.0,16318000.0,21261000.0,129000.0,1848000.0,443578000.0,-71000000.0,0.39,,113000.0,16921000.0,349062000.0,42744000,-5652000.0,22626000,4769000.0,-108970000.0,,,,,,,
2009-12-31,6673000,-1542000.0,12349000.0,27644000,23407000.0,1257000.0,3935000.0,49109000.0,18767000.0,73755000.0,10671000,25919000.0,390827000.0,,612000.0,,2508000.0,-17695000.0,2508000.0,7668000.0,,4050000.0,,-2627000.0,5276000.0,0.0,0.0,4128000.0,24860000,422981000.0,115436000.0,-68659000.0,616845000.0,592636000.0,6392000.0,0.0,503317000.0,0.0,,,2023000.0,6211000.0,-9141000.0,2195000.0,,43665000.0,19320000,0.0,859000.0,-48401000.0,2508000.0,20420000,9381000,8402000.0,19805000.0,24209000.0,490000.0,2596000.0,403176000.0,-81000000.0,,,-297000.0,6376000.0,398044000.0,31091000,-92066000.0,11039000,23452000.0,-105273000.0,,,,,,,
2010-03-31,10702000,14101000.0,11366000.0,10702000,18723000.0,1148000.0,2564000.0,49109000.0,20456000.0,,13060000,26400000.0,503393000.0,44158000.0,474000.0,,16609000.0,-20506000.0,16609000.0,7210000.0,,2508000.0,0.18,-1689000.0,7544000.0,,0.0,1845000.0,8056000,534197000.0,113699000.0,16812000.0,660689000.0,623110000.0,-55766000.0,,542745000.0,-1745000.0,,44158000.0,364000.0,6216000.0,-10502000.0,0.0,,-37234000.0,25550000,0.0,-499000.0,-39145000.0,16609000.0,27636000,9773000,9510000.0,19438000.0,37579000.0,-1983000.0,2563000.0,514759000.0,-68000000.0,0.18,,94000.0,10796000.0,432057000.0,40696000,-1911000.0,17863000,34523000.0,-110688000.0,,,,,,,
2010-06-30,13435000,-13803000.0,11984000.0,13435000,26463000.0,601000.0,8678000.0,49109000.0,23088000.0,,13495000,25819000.0,487479000.0,44158000.0,544000.0,,2806000.0,-20806000.0,2806000.0,7591000.0,,16609000.0,0.24,-2632000.0,9549000.0,,0.0,1842000.0,10526000,526005000.0,111963000.0,23887000.0,645816000.0,618983000.0,-88547000.0,,546754000.0,-531000.0,,44158000.0,2981000.0,6340000.0,-11122000.0,0.0,,-1806000.0,30621000,0.0,127000.0,-4382000.0,2806000.0,31988000,9504000,10923000.0,26542000.0,26833000.0,373000.0,1913000.0,499463000.0,,0.24,,46000.0,13481000.0,430250000.0,45483000,-2576000.0,22484000,-35884000.0,-116504000.0,,,,,,,
2010-09-30,16259000,-2100000.0,12534000.0,16259000,20943000.0,1042000.0,3029000.0,49109000.0,21319000.0,0.0,13632000,25513000.0,332564000.0,44158000.0,570000.0,,706000.0,-21336000.0,706000.0,7237000.0,,2806000.0,0.295,1769000.0,8417000.0,157000000.0,0.0,1784000.0,13087000,523636000.0,110226000.0,17376000.0,634584000.0,611438000.0,-14654000.0,,546782000.0,0.0,,44158000.0,-3290000.0,5786000.0,-11825000.0,0.0,,0.0,31989000,0.0,-510000.0,-53000.0,706000.0,32917000,8745000,11681000.0,178538000.0,23146000.0,431000.0,1508000.0,345098000.0,,0.295,3514000.0,76000.0,16335000.0,424806000.0,46549000,-3567000.0,24172000,-22990000.0,-121976000.0,,,,,,,
2010-12-31,18473000,-303000.0,10809000.0,18473000,37039000.0,1262000.0,9507000.0,49109000.0,22508000.0,0.0,12760000,25437000.0,491648000.0,,815000.0,,403000.0,-21778000.0,403000.0,8644000.0,,706000.0,,-1189000.0,8491000.0,,0.0,1602000.0,15048000,533901000.0,108489000.0,-15536000.0,643273000.0,619587000.0,100913000.0,,563716000.0,-428000.0,,,10002000.0,10238000.0,-10026000.0,0.0,,0.0,35688000,0.0,3369000.0,-17049000.0,403000.0,36609000,10379000,10437000.0,31444000.0,23686000.0,444000.0,1735000.0,502457000.0,,,,80000.0,18553000.0,434950000.0,49369000,-52575000.0,26230000,-20293000.0,-128766000.0,,,,,,,
2011-03-31,15169000,1099000.0,9511000.0,15169000,15222000.0,1079000.0,3279000.0,49109000.0,23475000.0,,12796000,25802000.0,514733000.0,44158000.0,728000.0,,1502000.0,-22205000.0,1502000.0,7640000.0,,403000.0,0.265,-967000.0,8549000.0,,,4440000.0,11607000,548260000.0,106753000.0,3747000.0,652150000.0,626627000.0,-3044000.0,,575152000.0,-399000.0,,44158000.0,-7892000.0,10325000.0,-8743000.0,0.0,,0.0,31586000,0.0,-356000.0,-11475000.0,1502000.0,32221000,9003000,9333000.0,24016000.0,25523000.0,670000.0,1363000.0,524244000.0,-7000000.0,0.265,0.0,228000.0,15397000.0,440523000.0,45017000,-11475000.0,23218000,-2648000.0,-134629000.0,,,,,,,
2011-06-30,19013000,-100000.0,9164000.0,19013000,31067000.0,956000.0,7521000.0,49109000.0,18756000.0,,14366000,25519000.0,518818000.0,44158000.0,467000.0,,1402000.0,-22657000.0,1402000.0,7713000.0,,1502000.0,0.345,4719000.0,8724000.0,,,4325000.0,15166000,551204000.0,105016000.0,19642000.0,651151000.0,629955000.0,-105000.0,,586577000.0,-980000.0,,44158000.0,3648000.0,7115000.0,-8472000.0,0.0,,0.0,35468000,0.0,-2767000.0,-11425000.0,1402000.0,36574000,9286000,5319000.0,23222000.0,21196000.0,410000.0,1573000.0,527982000.0,-30000000.0,0.345,0.0,18000.0,19031000.0,445986000.0,50940000,-11425000.0,27288000,-19742000.0,-140591000.0,,,,,,,
2011-09-30,16744000,400000.0,8144000.0,16744000,16357000.0,1138000.0,1540000.0,49109000.0,23821000.0,,14689000,25348000.0,534902000.0,44158000.0,661000.0,,1802000.0,-23101000.0,1802000.0,7733000.0,,1402000.0,0.29,-5065000.0,8828000.0,,,4101000.0,12735000,562727000.0,103280000.0,7764000.0,657703000.0,630435000.0,-1000.0,,595170000.0,-262000.0,,44158000.0,-9702000.0,7683000.0,-7378000.0,0.0,,0.0,33228000,0.0,568000.0,-8593000.0,1802000.0,34579000,9745000,6520000.0,19681000.0,27268000.0,554000.0,2012000.0,543046000.0,-13000000.0,0.29,0.0,-77000.0,16667000.0,448597000.0,49268000,-8593000.0,24834000,-7364000.0,-146573000.0,,,,,,,
2011-12-31,27071000,1467000.0,4000000.0,27071000,30473000.0,1777000.0,8280000.0,256498000.0,34071000.0,,20351000,25302000.0,605888000.0,,713000.0,,3269000.0,-23543000.0,3269000.0,10064000.0,,1802000.0,,-10249000.0,9858000.0,,,7204000.0,21720000,637579000.0,101543000.0,22629000.0,966956000.0,926972000.0,5666000.0,,691170000.0,0.0,,,-3301000.0,11406000.0,-6464000.0,0.0,,0.0,47058000,0.0,3197000.0,-7844000.0,3269000.0,47973000,11692000,4032000.0,27691000.0,39984000.0,23252000.0,1628000.0,609888000.0,-104100000.0,,,65000.0,27136000.0,536425000.0,68324000,-7844000.0,36281000,-21162000.0,-154745000.0,,,,,,,
