date,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyStockholdersEquity,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyRepaymentOfDebt,quarterlyNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings
2015-03-31,118499000.0,47644000.0,502000.0,127706000,2678017000.0,1142000.0,3301000.0,9577000.0,-125540000.0,538000.0,0.0,45367000.0,45367000.0,35973000.0,-122166000.0,0.41,113666000.0,-6591000.0,20232000.0,-386000.0,-85281000.0,,100915000.0,135510000.0,162661000,258699000.0,78756000,1572000.0,106762000,4394000.0,49789000,136533000.0,2020000.0,,-1030290000.0,2702000,16237000.0,16237000.0,2552477000.0,9394000.0,,54574000.0,47087000,34955000,75521000.0,47087000,0.4,100759000.0,2416967000.0,2576364000.0,94168000.0,2577102000.0,0.0,29562000.0,27411000.0,99000.0,-33024000.0,46872000,21539000,45367000.0,-6084000.0,-62651000.0,48950000,0.0,738000.0,,,419000.0,-1345000.0,,,,,,,,
2015-06-30,119387000.0,54606000.0,536000.0,128166000,2651821000.0,1144000.0,2441000.0,9577000.0,-135847000.0,537000.0,,31059000.0,31059000.0,45367000.0,-125717000.0,0.4,114330000.0,-5885000.0,-17297000.0,-1151000.0,-70361000.0,,85116000.0,123979000.0,163823000,260458000.0,76827000,229000.0,105029000,4111000.0,47827000,134741000.0,2019000.0,,-1047216000.0,1882000,16450000.0,16450000.0,2515974000.0,-14308000.0,,35760000.0,45945000,35657000,75521000.0,45945000,0.38,61310000.0,2391995000.0,2566339000.0,55425000.0,2566705000.0,0.0,29585000.0,27617000.0,100000.0,-10024000.0,45757000,23722000,31059000.0,-5257000.0,-62871000.0,51339000,0.0,366000.0,,,424000.0,680000.0,,,,,,,,
2015-09-30,118675000.0,60837000.0,575000.0,112133000,2752701000.0,1147000.0,2637000.0,9577000.0,-236586000.0,538000.0,,42740000.0,42740000.0,31059000.0,-129300000.0,0.29,114582759.0,-3331000.0,22789000.0,-642000.0,-90339000.0,93423000.0,117628000.0,145283000.0,147792000,261216000.0,65291000,,93429000,4153000.0,34646000,131916000.0,45560000.0,,-1156401000.0,1417000,15474000.0,0.0,2516115000.0,11681000.0,,63185000.0,33229000,35659000,75521000.0,33229000,0.28,104756000.0,2370832000.0,2541313000.0,101425000.0,2635073000.0,-6688000.0,31226000.0,27557000.0,101000.0,-25025000.0,33229000,19285000,42740000.0,-2736000.0,-62948000.0,46842000,0.0,337000.0,,,385000.0,681000.0,,,,,,,,
2015-12-31,119092000.0,57721000.0,3037000.0,112774000,2701669000.0,1156000.0,406000.0,9577000.0,-253514000.0,,,41875000.0,41875000.0,42740000.0,-131335000.0,0.26,114511538.0,-3295000.0,-29965000.0,1366000.0,-53663000.0,107379000.0,83819000.0,136854000.0,128689000,261082000.0,64453000,,92222000,4153000.0,31214000,129747000.0,20242000.0,,-1189890000.0,1441000,17687000.0,0.0,2448155000.0,-865000.0,,40922000.0,29773000,15915000,75521000.0,29773000,0.25,52863000.0,2311301000.0,2510239000.0,49568000.0,2617850000.0,-2812000.0,33810000.0,27198000.0,102000.0,-25000.0,29773000,21123000,41875000.0,-65000.0,-63262000.0,48321000,0.0,232000.0,,2090059000.0,387000.0,-962000.0,,,,,,,,
2016-03-31,118817000.0,58376000.0,1537000.0,115626000,2695044000.0,1170000.0,490000.0,9577000.0,-258815000.0,,,61561000.0,61561000.0,41875000.0,-134583000.0,0.28,116671000.0,-627000.0,20010000.0,-79000.0,-85315000.0,121335000.0,104622000.0,155112000.0,148820000,261338000.0,67637000,,95237000,4572000.0,34753000,126755000.0,19538000.0,,-1222811000.0,2004000,18390000.0,0.0,2436229000.0,19686000.0,,60287000.0,32749000,33194000,75521000.0,32749000,0.27,103858000.0,2281117000.0,2468881000.0,103231000.0,2590422000.0,-709000.0,33401000.0,27083000.0,104000.0,-42025000.0,32614000,20906000,61561000.0,1143000.0,-65670000.0,47989000,0.0,206000.0,,2066376000.0,388000.0,45000.0,,,,,,,,
2016-06-30,186982000.0,70502000.0,13063000.0,170097000,4762890000.0,2034000.0,244000.0,9577000.0,2386172000.0,,,23739000.0,23739000.0,61561000.0,-139471000.0,0.4,183965000.0,-839000.0,-16192000.0,-745000.0,2783959000.0,135291000.0,113905000.0,2874421000.0,207361000,859097000.0,120817000,,150031000,4591000.0,75535000,719626000.0,17006000.0,,-1262999000.0,2271000,32992000.0,0.0,7149062000.0,-37822000.0,2746720000.0,49227000.0,73264000,37264000,75521000.0,73264000,0.39,106484000.0,4274641000.0,4513347000.0,105645000.0,4648985000.0,-31199000.0,45936000.0,28560000.0,105000.0,-265026000.0,73094000,22261000,23739000.0,-2928265000.0,-113452000.0,49280000,0.0,347000.0,,2746720000.0,1373000.0,-290000.0,,,,,,,,
2016-09-30,208372093.0,57983000.0,18541000.0,192292000,4971660000.0,2071000.0,588000.0,9577000.0,2449660000.0,,,25359000.0,25359000.0,23739000.0,-144843000.0,0.43,208372093.0,-550000.0,54230000.0,-173000.0,114262000.0,149807000.0,160011000.0,2848307000.0,233275000,859294000.0,143306000,,170952000,4641000.0,90907000,714451000.0,17774000.0,45733000.0,-1297916000.0,1307000,24323000.0,0.0,7421320000.0,1620000.0,2728716000.0,88878000.0,89600000,40983000,75521000.0,89600000,0.43,195103000.0,4573013000.0,4661577000.0,194553000.0,4811649000.0,0.0,52880000.0,29476000.0,106000.0,-20025000.0,89600000,21821000,25359000.0,-307745000.0,-124517000.0,48986000,0.0,265000.0,,2728716000.0,1306000.0,302000.0,,,,,,,,
2016-12-31,208204444.0,0.0,18542000.0,198329000,4935461000.0,2077000.0,1079000.0,9577000.0,2433869000.0,,,36556000.0,36556000.0,25359000.0,-150346000.0,0.45,208204444.0,-1425000.0,-38841000.0,-538000.0,-113979000.0,166052000.0,84727000.0,2780944000.0,238799000,860531000.0,148863000,,177621000,4508000.0,95655000,710185000.0,19501000.0,-121000.0,-1328937000.0,1963000,0.0,19564000.0,7369330000.0,11197000.0,2710711000.0,50952000.0,93692000,40470000,75521000.0,93692000,0.45,108925000.0,4588386000.0,4664853000.0,107500000.0,4850734000.0,-3000.0,53679000.0,30598000.0,112000.0,-50028000.0,93692000,21179000,36556000.0,16251000.0,-124713000.0,49466000,0.0,265000.0,,2710711000.0,50090000.0,449000.0,,,,,,,,
2017-03-31,208868889.0,0.0,30813000.0,199494000,4907063000.0,2081000.0,955000.0,9577000.0,2407336000.0,,,23361000.0,23361000.0,36556000.0,-154733000.0,0.45,208868889.0,-490000.0,36782000.0,-742000.0,-219977000.0,182297000.0,130552000.0,2737582000.0,242713000,859627000.0,150006000,2938000.0,178727000,4483000.0,96521000,704894000.0,19502000.0,,-1364247000.0,2530000,0.0,20756000.0,7314399000.0,-13195000.0,2693099000.0,85079000.0,93991000,43219000,75521000.0,93991000,0.45,184689000.0,4576817000.0,4571880000.0,184199000.0,4776511000.0,-105000.0,53949000.0,30568000.0,,-95027000.0,93991000,21231000,23361000.0,22093000.0,-129301000.0,49488000,0.0,264000.0,,2693099000.0,67957000.0,-181000.0,,,,,,,,
2017-06-30,214075556.0,0.0,18232000.0,201810000,4838453000.0,2122000.0,432000.0,9577000.0,2518767000.0,,,29510000.0,29510000.0,23361000.0,-158960000.0,0.46,209421739.0,-1305000.0,-42768000.0,-538000.0,-43704000.0,198790000.0,95081000.0,2721755000.0,243391000,918976000.0,152696000,,181606000,3773000.0,98526000,760016000.0,19749000.0,,-1399683000.0,2192000,0.0,22865000.0,7357220000.0,6149000.0,2674866000.0,45366000.0,96334000,41581000,75521000.0,96334000,0.45,107551000.0,4635465000.0,4520137000.0,106246000.0,4743372000.0,139485000.0,54657000.0,31012000.0,,-155028000.0,96334000,20691000,29510000.0,-57698000.0,-131770000.0,49114000,0.0,294000.0,,2674866000.0,72795000.0,-523000.0,,,,,,,,
2017-09-30,215586667.0,0.0,18614000.0,202865000,4841704000.0,2126000.0,435000.0,9577000.0,2493104000.0,,,43634000.0,43634000.0,29510000.0,-164280000.0,0.46,210900000.0,-470000.0,45167000.0,-666000.0,-201401000.0,215407000.0,152806000.0,2722648000.0,244506000,917387000.0,152699000,,181823000,3695000.0,98698000,753107000.0,19874000.0,34000.0,-1436808000.0,1684000,0.0,23559000.0,7334808000.0,14124000.0,2656252000.0,90842000.0,97014000,41641000,75521000.0,97014000,0.45,196864000.0,4612160000.0,4448394000.0,196394000.0,4688898000.0,0.0,54493000.0,31359000.0,,-75028000.0,97014000,21534000,43634000.0,18661000.0,-134139000.0,50166000,0.0,280000.0,,2656252000.0,80738000.0,3000.0,,,,,,,,
2017-12-31,216881395.0,0.0,18613000.0,201985000,4788635000.0,2127000.0,715000.0,9577000.0,2458247000.0,,,29054000.0,29054000.0,43634000.0,-169767000.0,0.44,211952273.0,-991000.0,-39505000.0,1385000.0,-141829000.0,232023000.0,88077000.0,2688145000.0,240697000,918208000.0,150117000,,178777000,3685000.0,96640000,748441000.0,19872000.0,0.0,-1477709000.0,3381000,0.0,25411000.0,7246882000.0,-14580000.0,2637639000.0,51963000.0,93259000,38712000,75521000.0,93259000,0.43,109607000.0,4558737000.0,4441650000.0,108616000.0,4700558000.0,0.0,53969000.0,30896000.0,,-10029000.0,93259000,23700000,29054000.0,17642000.0,-134160000.0,51868000,0.0,244000.0,,2637639000.0,58675000.0,280000.0,,,,,,,,
2018-03-31,215048889.0,,18209000.0,202797000,4803599000.0,2135000.0,492000.0,9577000.0,2416848000.0,,,45420000.0,45420000.0,29054000.0,-175351000.0,0.45,215048889.0,-822000.0,34278000.0,164000.0,-186777000.0,248640000.0,126555000.0,2686132000.0,244050000,919031000.0,151851000,199000.0,180286000,3987000.0,98264000,743680000.0,19874000.0,,-1516064000.0,1492000,,27018000.0,7220447000.0,16366000.0,2619430000.0,84668000.0,96772000,41253000,75521000.0,96772000,0.45,185756000.0,4534315000.0,4399906000.0,184934000.0,4677044000.0,-7031000.0,54068000.0,30681000.0,,-45029000.0,96772000,22992000,45420000.0,17387000.0,-134717000.0,50946000,,279000.0,248640000.0,,64078000.0,-225000.0,,,,,,,,
2018-06-30,213948837.0,,11030000.0,212014000,4909792000.0,2137000.0,461000.0,9577000.0,2378768000.0,,,144472000.0,144472000.0,45420000.0,-180196000.0,0.43,213948837.0,-1176000.0,-26071000.0,-281000.0,-30895000.0,265256000.0,110467000.0,2770786000.0,254221000,919201000.0,153241000,,178182000,616000.0,93604000,739005000.0,19655000.0,,-1558886000.0,1606000,,27068000.0,7288560000.0,99052000.0,2608400000.0,60195000.0,91998000,42207000,75521000.0,91998000,0.43,119866000.0,4517774000.0,4505573000.0,118690000.0,4799325000.0,-17503000.0,57055000.0,30251000.0,,-878572000.0,91998000,31250000,144472000.0,10081000.0,-134820000.0,58773000,-3473000.0,257000.0,,,76807000.0,-29000.0,,,,,,,,
2018-09-30,214872000.0,,8002000.0,213591000,5937502000.0,2140000.0,1851000.0,9577000.0,2358396000.0,,,1162774000.0,1162774000.0,144472000.0,-185766000.0,0.49,213876000.0,-976000.0,56657000.0,-182000.0,811313000.0,281174000.0,179527000.0,3787224000.0,254139000,920161000.0,164834000,,196246000,3275000.0,105911000,734395000.0,17908000.0,0.0,-1589136000.0,1096000,,27375000.0,8295898000.0,1018302000.0,2600398000.0,115837000.0,104815000,40548000,75521000.0,104815000,0.49,212596000.0,4508674000.0,5448005000.0,211620000.0,5757975000.0,-8239000.0,60341000.0,29994000.0,,-156486000.0,104668000,21490000,1162774000.0,-5607000.0,-135065000.0,48757000,,279000.0,,,99569000.0,1390000.0,,,,,,,,
2018-12-31,218719048.0,,-302466000.0,261441000,6311686000.0,2142000.0,2511000.0,9577000.0,2265607000.0,,,25783000.0,25783000.0,1162774000.0,-191644000.0,0.21,218719048.0,-1330000.0,-46233000.0,-223000.0,258439000.0,293911000.0,137958000.0,373434000.0,303317000,774091000.0,183338000,,177270000,3274000.0,46701000,774091000.0,16618000.0,0.0,-1689038000.0,770000,,26059000.0,8577293000.0,-1136991000.0,0.0,92568000.0,45931000,41876000,16067000.0,45931000,0.21,136215000.0,8203859000.0,5853497000.0,134885000.0,6173728000.0,-1537000.0,76220000.0,57439000.0,,-84030000.0,45931000,23754000,25783000.0,-1531645000.0,-145833000.0,78103000,-59454000.0,261000.0,,,67486000.0,660000.0,,,,,,,,
2019-03-31,215288000.0,,,268842000,6439148000.0,2146000.0,702000.0,9577000.0,2207684000.0,,,30334000.0,30334000.0,25783000.0,-197605000.0,0.43,214626000.0,-530000.0,38126000.0,-248000.0,-216524000.0,302555000.0,113712000.0,337480000.0,287864000,1168774000.0,183775000,648000.0,232532000,4325000.0,94136000,971169000.0,11535000.0,,-1742230000.0,1126000,,25096000.0,8646832000.0,4551000.0,,111022000.0,93010000,19022000,16067000.0,93010000,0.43,221423000.0,8309352000.0,5794040000.0,220893000.0,6325436000.0,-9292000.0,76728000.0,61668000.0,,-123030000.0,92852000,26489000,30334000.0,-348000.0,-146202000.0,85067000,-13000000.0,258000.0,,,31415000.0,-1809000.0,,,,,,,,
2019-06-30,216355814.0,,,269845000,6405177000.0,2147000.0,171000.0,9577000.0,2158687000.0,,,24739000.0,24739000.0,30334000.0,-202074000.0,0.43,216355814.0,-1017000.0,-43159000.0,-218000.0,-147244000.0,311198000.0,69375000.0,331366000.0,289013000,960146000.0,170767000,,238880000,4183000.0,94492000,960146000.0,11542000.0,,-1795409000.0,1459000,,25283000.0,8563864000.0,-5595000.0,,68238000.0,93033000,19168000,16067000.0,93033000,0.43,142658000.0,8232498000.0,5795938000.0,141641000.0,6335802000.0,-1000.0,76523000.0,77271000.0,,-94031000.0,93033000,31213000,24739000.0,-1009000.0,-146212000.0,99078000,,233000.0,,,30959000.0,-531000.0,,,,,,,,
2019-09-30,215325000.0,,,269063000,6398120000.0,2147000.0,166000.0,9577000.0,2106632000.0,,,25556000.0,25556000.0,24739000.0,-207040000.0,0.42,214683000.0,-709000.0,32452000.0,-62000.0,-218099000.0,319841000.0,102664000.0,331905000.0,287612000,1161950000.0,187625000,,227168000,3845000.0,91735000,954910000.0,11450000.0,,-1851070000.0,1188000,,24720000.0,8504752000.0,817000.0,,101387000.0,90547000,18549000,16067000.0,90547000,0.42,219605000.0,8172847000.0,5748115000.0,218896000.0,6295456000.0,-28887000.0,75111000.0,60322000.0,,-1200857000.0,90409000,24136000,25556000.0,-689000.0,-146208000.0,81438000,-21014000.0,262000.0,,,31501000.0,-5000.0,,,,,,,,
