date,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetPPE,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyGrossProfit,quarterlyResearchAndDevelopment,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory
1998-07-31,982352941.0,,212124000000,,576000000.0,1832000000,,,,,,,-7361000000,,,,,4206000000,6141000000,0.34,,268000000.0,10532000000,637000000,565000000,,,,29424000000,358000000,358000000,626000000,,,,207000000,,,6164000000,,982352941.0,1006000000,,,,3200000000,1775000000,19109000000,,,626000000,2240000000,0.34,,,334000000,222656000000,,,,,,,,,,,,,,,,,,,,
1998-10-31,,,222601000000,,574000000.0,1841000000,,,,2575000000.0,,,-8246000000,,,,,4431000000,6414000000,,,3000000000.0,10814000000,635000000,563000000,,,,29500000000,359000000,359000000,1485000000,,,,204000000,1759000000.0,,5482000000,,,225000000,2575000000.0,2550000000.0,,4206000000,1775000000,22900000000,,304000000.0,1226000000,2405000000,,,,332000000,233588000000,387000000.0,,,,,,,,,,,,,,,,,,,
1999-01-31,988405797.0,,221501000000,,594000000.0,1989000000,,,,,,,-1245000000,,,,,5047000000,6582000000,0.345,,-366000000.0,10996000000,634000000,583000000,,,,30899000000,368000000,368000000,2000000,,,,215000000,,,5236000000,,988405797.0,720000000,,,,4431000000,1775000000,20745000000,,,2000000,2354000000,0.345,,,341000000,232497000000,,,,,,,,,,,,,,,,,,,,
1999-04-30,978082192.0,,210325000000,,615000000.0,1912000000,,,,,,,5441000000,,,,,3493000000,6723000000,0.365,,103000000.0,11151000000,659000000,602000000,,,,32149000000,384000000,384000000,487000000,,,,218000000,,,5037000000,,978082192.0,-1308000000,,,,5047000000,1775000000,17445000000,,,487000000,2157000000,0.365,,,357000000,221476000000,,,,,,,,,,,,,,,,,,,,
1999-07-31,986666667.0,,215858000000,,638000000.0,1942000000,,,,,,,-4152000000,,,,,3854000000,7101000000,0.375,,930000000.0,11541000000,679000000,625000000,,,,33350000000,397000000,397000000,1327000000,,,,228000000,,,5451000000,,986666667.0,143000000,,,,3493000000,1775000000,19626000000,,,1327000000,2101000000,0.375,,,370000000,227399000000,,,,,,,,,,,,,,,,,,,,
1999-10-31,,,211087000000,,617000000.0,2012000000,,,,3223000000.0,,,1351000000,,,,,2826000000,6953000000,,,1122000000.0,11406000000,655000000,608000000,,,,33969000000,402000000,402000000,383000000,,,,206000000,1681000000.0,,5374000000,,,497000000,3223000000.0,2288000000.0,,3854000000,1775000000,17115000000,,60000000.0,167000000,2187000000,,,,375000000,222691000000,362000000.0,,,,,,,,,,,,,,,,,,,
2000-01-31,984810127.0,-60000000.0,220794000000,,659000000.0,1980000000,,,,,,,-5136000000,-3932000000.0,,-137000000.0,,1107000000,7163000000,0.395,,-2376000000.0,11627000000,667000000,648000000,,,,36946000000,416000000,416000000,-2031000000,7114000000.0,-118000000.0,,232000000,,,5341000000,,984810127.0,-53000000,,,,1208000000,1775000000,17911000000,-1086000000.0,,-2149000000,2351000000,0.395,,335000000.0,389000000,232421000000,,,,,,,,,,,,,,,,,,,,
2000-04-30,995454545.0,,232747000000,,742000000.0,2251000000,,,,,,,-8028000000,-10194000000.0,,-137000000.0,,1503000000,7552000000,0.44,,-2125000000.0,12030000000,761000000,728000000,,,,37968000000,465000000,465000000,-1807000000,10183000000.0,0.0,,263000000,,,5362000000,,995454545.0,348000000,,,,1107000000,1775000000,21082000000,,,-1807000000,2380000000,0.44,,223000000.0,438000000,244777000000,,,,,,,,,,,,,,,,,,,,
2000-07-31,992380952.0,,230630000000,,838000000.0,2375000000,,,,,,,-120000000,784000000.0,,-140000000.0,,1466000000,7992000000,0.525,,4800000000.0,12494000000,752000000,820000000,-25000000.0,,,36891000000,548000000,548000000,1461000000,-1376000000.0,0.0,,272000000,,,5327000000,,992380952.0,-35000000,,,,1503000000,1775000000,19043000000,,,1461000000,2626000000,0.525,554000000.0,290000000.0,521000000,243124000000,,,,,,,,,,,,,,,,,,,,
2000-10-31,,,239467000000,,741000000.0,2258000000,,,,3307000000.0,,,-4665000000,-5528000000.0,,-154000000.0,,734000000,8435000000,,,1063000000.0,12975000000,764000000,720000000,-27000000.0,,,41386000000,497000000,497000000,-2351000000,6604000000.0,18000000.0,,223000000,1631000000.0,,5288000000,,,-412000000,3307000000.0,2939000000.0,,1466000000,1775000000,17441000000,-27014000000.0,82000000.0,-2333000000,2775000000,,27859000000.0,165000000.0,470000000,253171000000,496000000.0,,,,,,,,,,,,,,,,,,,
2001-01-31,1006250000.0,,259529000000,,723000000.0,2383000000,,,,,,,-2059000000,394000000.0,,-154000000.0,,815000000,8657000000,0.485,,-726000000.0,13235000000,732000000,699000000,,,,46522000000,510000000,510000000,-289000000,2440000000.0,-72000000.0,,189000000,,,5317000000,,995876289.0,92000000,,,,734000000,1775000000,21779000000,-2381000000.0,,-361000000,2829000000,0.48,,-732000000.0,483000000,272764000000,,,,,,,,,,,,,,,,,,,,
2001-04-30,1013861386.0,,261237000000,,805000000.0,2549000000,,,,,,,3527000000,1811000000.0,,-171000000.0,,1168000000,9103000000,0.51,,-2807000000.0,13707000000,772000000,771000000,,,,49498000000,539000000,539000000,-2377000000,-818000000.0,-56000000.0,,232000000,,,5324000000,,1003921569.0,332000000,,,,815000000,1775000000,19281000000,428000000.0,,-2433000000,2882000000,0.505,,-228000000.0,512000000,274944000000,,,,,,,,,,,,,,,,,,,,
2001-07-31,1013461538.0,,256056000000,,838000000.0,2681000000,,,,,,,1938000000,1007000000.0,,-172000000.0,,1478000000,9416000000,0.525,,-47000000.0,14069000000,884000000,797000000,-5000000.0,,,52566000000,554000000,554000000,500000000,-2122000000.0,18000000.0,,243000000,,,5276000000,,1003809524.0,316000000,,,,1168000000,1775000000,14739000000,-2602000000.0,,518000000,2705000000,0.52,3515000000.0,281000000.0,527000000,271178000000,,,,,,,,,,,,,,,,,,,,
2001-10-31,,,268731947310,,817621647.0,2658385494,,,,2932867799.0,,,-3710713538,1822121567.0,,-188605459.0,,961752103,9912712268,,,3689506429.0,14607205206,832123790,778548325,-77332328.0,,,53283605777,566496905,566496905,1708929694,1452229805.0,-53466116.0,,212051420,2325027773.0,,5343596255,,,-549554039,2932867799.0,2696397397.0,,1478000000,4694492938,18431994921,45953190763.0,,1655463578,2366415490,,-51432559752.0,2442212188.0,539577527,284424694493,733216950.0,,,,,,,,,,,,,,,,,,,
2002-01-31,1026442000.0,,279038492000,,240773008.0,2604150166,,,,,,,-8530017424,-7077459211.0,,-199588151.0,,513226675,9649928719,0.0251,,-6084270553.0,14368762870,874386187,198004118,-350071281.0,,,60868050055,52273087,52273087,-6031997466,14134325994.0,,,145731031,2252494852.0,,4991287819,,1008612000.0,-427688896,,,,961507999,4718834152,19801995882,-1452558213.0,,-6031997466,1987961350,0.0251,,376999842.0,25344527,294508157770,666877871.0,,,,,,,,,,,,,,,,,,,
2002-04-30,1026684000.0,,280468872511,,848361299.0,2703465580,,,,,,,-3246680083,-5147725045.0,,-212831482.0,,255606084,10037635252,0.56556,,-1964968901.0,14803198996,879724008,806021641,377067.0,,,61224713815,597459621,597459621,-1366465761,4408876139.0,,,208562020,2157754430.0,,4969421358,,1008676000.0,-202701570,,,,513226675,4765563745,18743923475,,,-1366465761,1737494119,0.55555,,659537715.0,570801317,297136584601,680570801.0,,,,,,,,,,,,,,,,,,,
2002-07-31,1027066000.0,,282935866984,,863024545.0,2658749011,,,,,,,-935891567,-3713058025.0,,-213075221.0,,490894695,10365795724,0.53526,,2231345550.0,14934283452,813935075,804433888,-1070733339.0,,,56790182106,563737134,563737134,2795137811,-1618419869.0,,,240696754,2140934283.0,,3895486936,,1009510000.0,239258241,,,,255606084,4568487728,19431512272,,,2795137811,1821060966,0.52528,2777166458.0,-886102086.0,536817102,299757719715,661916073.0,,,,,,,,,,,,,,,,,,,
2002-10-31,,,279690031152,,661213103.0,2653243650,,,,2227414330.0,,,-2714202203,-1983876098.0,,-210953744.0,,588785047,10500000000,,,8324124434.0,14777258567,775749032,590361178,-133195.0,,,56193146417,582939300,582939300,1555038812,1274594683.0,,,7421878,2101246106.0,,3878504673,,,115431290,1.0,2118380062.0,,490894695,1275700935,18246105919,,,1517655634,2146036362,,28741636513.0,1047383843.0,559338024,296380062305,604361371.0,,,,,,,,,,,,,,,,,,,
2003-01-31,1024502000.0,,272963807786,,897201946.0,2577554744,,,,,,,5641727494,5999087591.0,,-220498783.0,,691909976,10632603406,0.56402,,-822688565.0,14704987835,805961071,822688565,,,,56794403893,594586375,594586375,-1333637470,-4174270073.0,-19768856.0,,228102190,2069647202.0,,3851885645,,1009006000.0,133819951,,,,588503650,1049270073,15482055961,-337591241.0,,-1353406326,1934306570,0.55898,,431873478.0,567214112,289587895377,588503650.0,,,,,,,,,,,,,,,,,,,
2003-04-30,1022504000.0,,274977803236,,824860375.0,2501790061,,,,,,,-7862835900,-8674155613.0,,-214844193.0,,899326937,10539882572,0.57102,,1935390842.0,14403551482,824860375,753257912,,,,58532149506,595732493,595732493,-1012059222,9132024620.0,-36081065.0,,157525419,2053558642.0,,3073177717,,1006988000.0,257129498,,,,691909976,800515538,16865244164,,,-1048140287,1837319204,0.561,,-645248818.0,571387656,291699842475,661606759.0,,,,,,,,,,,,,,,,,,,
2003-07-31,1027500000.0,,265092879257,,910498170.0,2564030397,,,,,,,6863663993,6314246182.0,,-233106222.0,,871094849,10803546299,0.61043,,-1219654149.0,14732620321,876723895,841542359,-343643255.0,,,59621446665,626231354,626231354,-2917461203,-3950155335.0,-21549460.0,,215311005,2019420208.0,,2700534759,,1010452000.0,-5359806,,,,899326937,799324514,17075710667,,,-2939010663,1746411484,0.60042,570967271.0,-256649991.0,616380524,282160146355,630453138.0,,,,,,,,,,,,,,,,,,,
2003-10-31,,-1073453778.0,268951602268,,910554773.0,2524731372,,,,2240538046.0,,,-6461097061,-4609770274.0,,-232249734.0,,896742714,11747329553,,,361468554.0,14614268759,853726500,842159787,720240.0,,,63191349070,659817821,659817821,-1847484331,8376549542.0,-57112026.0,,182341966,1943821706.0,,2661215878,,,70694150,2240538046.0,1668205196.0,,871094849,800474746,18483449822,,,-1904596357,1576856612,,24771788140.0,53303717.0,649118142,285892127126,553870500.0,,,,,,,,,,,,,,,,,,,
2004-01-31,1027408000.0,-1049497088.0,264375330863,,944944415.0,2519851773,,,,,,,7856008470,5598200106.0,,-263366861.0,,1106405506,12143991530,0.67854,,138962414.0,14759131816,888035998,886712547,,,,62726310217,704076231,704076231,-622022234,-7040762308.0,-23822128.0,,182636316,1863419799.0,,2664107994,,1010784000.0,193223928,,,,897300159,550555850,16723133933,,,-645844362,1602699841,0.66849,2281630492.0,-296453150.0,684224457,281450502912,555849656.0,,,,,,,,,,,,,,,,,,,
2004-04-30,1028000000.0,-841903195.0,265949540656,,1088715207.0,2742355684,,,,,,,-2864921126,-3633302259.0,,-259051897.0,,1320444262,12511997806,0.77229,,-1861161783.0,15406554230,959824489,1033868092,,,,60560811737,785684903,785684903,1421418916,1638321611.0,-51592653.0,,248183189,1871657754.0,,2686137392,,1011000000.0,194819401,,,,1106405506,549842315,18084464555,,,1369826263,1523378582,0.75223,819973786.0,688610013.0,780200192,283633621281,533388180.0,,,,,,,,,,,,,,,,,,,
2004-07-31,1024000000.0,-1104457751.0,269080505655,,979374585.0,2501663341,,,,,,,-5809450617,-5477871898.0,,-307920563.0,,1410512309,12880904857,0.7191,,1348280540.0,15530272788,926147705,928809048,,,,64504324684,733200266,733200266,-2324346782,8252740098.0,-62975106.0,,195608782,1872255489.0,,2665335995,,1008000000.0,117612027,,,,1320444262,549567532,18250166334,,,-2387321888,1555555556,0.70911,-268603613.0,-751438301.0,726546906,286890219561,517631404.0,,,,,,,,,,,,,,,,,,,
2004-10-31,,-1782492075.0,261697147037,,919326429.0,2420961053,,,,2106803219.0,,,4185834621,2453476367.0,,-308407326.0,,1921482565,13239453792,,,384891762.0,15235308461,888181695,873182677,,,,58773469885,707439547,707439547,2502760390,-6117795134.0,-89603285.0,,165743130,1871494757.0,,2615215801,,,572130550,2106803219.0,1608144355.0,,1410512309,549865886,14853694221,,,2413157105,1633120981,,26292822305.0,127630621.0,700360800,279212387223,501097293.0,,,,,,,,,,,,,,,,,,,
2005-01-31,1021000000.0,-1551724138.0,285042173158,,1005953858.0,2537831804,,,,,,,-10641280079,-9439345075.0,,-326221781.0,,1961051848,13236169685,0.78023,,1056809725.0,15218308112,912924833,989828826,,,,81626147358,787645745,787645745,-1653435872,12299677499.0,-58298189.0,,202183081,1937484495.0,,3375093029,,1006000000.0,4961548,,,,1921359464,300173654,17778466882,-1143636815.0,,-1711734061,1807243860,0.77022,,205904241.0,783924584,300547010667,503597122.0,,,,,,,,,,,,,,,,,,,
2005-04-30,1011000000.0,-1415617128.0,292856423174,,1069269522.0,2594458439,,,,,,,-3977107830,-3976272053.0,,-322392829.0,,2137279597,13516372796,0.81707,,-1546734159.0,15943324937,933249370,1051637280,,,,72944584383,826196474,826196474,-3535481005,7672614692.0,-3414657.0,,225440806,1904282116.0,,2633501259,,996000000.0,161285303,,,,1961051848,599496222,18090680101,2578880.0,,-3538895662,1906801008,0.80711,,121551679.0,822418136,309089420655,517632242.0,,,,,,,,,,,,,,,,,,,
2005-07-31,1009000000.0,-1619933880.0,301033427207,,1006489531.0,2608056813,,,,,,,-12636418017,-11908247204.0,,-346854963.0,,2071752173,13908411902,0.78096,,2091491717.0,16203012122,931798702,988122934,,,,73776172401,783641484,783641484,2245363553,10363204319.0,-44813418.0,,204481450,1946859312.0,,3367209502,,995000000.0,-29109591,,,,2137279597,599975511,19807762948,-683357395.0,,2200550135,2083996572,0.77095,,217419799.0,775070405,317532753765,765274887.0,,,,,,,,,,,,,,,,,,,
2005-10-31,,-1961270516.0,297637265321,,1044900420.0,2660599291,,,,1876254576.0,,,-280912577,476774947.0,,-347073821.0,,2500885583,14125634668,,,-275554768.0,16082182076,942417887,1025480276,,,,85080883221,811898588,811898588,-377972240,1138113125.0,-61144063.0,,213581688,1934112646.0,,3347502657,,,478047532,-1.0,1560987130.0,,2071752173,599834691,17683315622,-24375844441.0,,-439116303,2134737016,,,260414162.0,804244429,314025268627,733262487.0,,,,,,,,,,,,,,,,,,,
2006-01-31,1002000000.0,-2200728266.0,308445607647,,1096950386.0,2734410559,,,,,,,-9967000455,-7005006828.0,,-364132909.0,,2243969049,14458352299,0.85402,,-1382567137.0,16195949021,980883022,1077605826,,,,78013199818,852298589,852298589,-1582840237,11332498862.0,-47792444.0,,225307237,1926490669.0,,3328402367,,989000000.0,-217341830,,,,2501137915,599681384,20368684570,-2914201183.0,,-1630632681,2385070551,0.81383,,442649067.0,844333182,324951069640,722576240.0,,,,,,,,,,,,,,,,,,,
2006-04-30,1001000000.0,-2458412415.0,340177514793,,1116445238.0,2716311264,,,,,,,-15173113422,-11567059711.0,,-362672941.0,,2055375684,14909009713,0.90331,,-806781976.0,16413977894,980238919,1094116334,,,,88174612035,894272636,894272636,-8191637825,23204734587.0,-53804073.0,,199843698,2178184660.0,,2267500279,,988000000.0,-160016661,,,,2243969049,599531093,21647873172,-3552249638.0,,-8245441898,2578988501,0.89327,,453856460.0,887573964,356978899185,907669979.0,,,,,,,,,,,,,,,,,,,
2006-07-31,999000000.0,-2296639891.0,347503111212,,1208281480.0,2889467135,,,,,,,-12107312302,-9106403876.0,,-393230353.0,,2012671117,15371648377,0.93909,,2714295374.0,17067541577,998981785,1179997737,516098.0,,,91325941849,935626202,935626202,4773912387,7274057421.0,-59055140.0,,244371535,2209525964.0,,3025229098,,988000000.0,-59342493,,,,2055375684,599615341,20424256138,-2941853286.0,,4714857247,3009390203,0.9291,,-552575219.0,927706754,364981332730,954859147.0,,,,,,,,,,,,,,,,,,,
2006-10-31,,-2321328397.0,361023224503,,1126088981.0,2866915412,,,,2666891058.0,,,-10037438625,-11181621585.0,,-393483375.0,,2279815999,15843150454,,,3214535395.0,17547402670,1037902094,1099744387,245234.0,,,95502075620,896611710,896611710,-963756102,11276333948.0,-95154469.0,,203132677,2256254909.0,,2270840346,,,275139220,2666891058.0,,,2012671117,600246830,20013463480,-31917848704.0,,-1058910571,3301921466,,,339341317.0,888945873,379005946370,1166834960.0,,,,,,,,,,,,,,,,,,,
2007-01-31,1001000000.0,-1046443269.0,376183421516,,1321575543.0,3108759552,,,,,,-1486184597.0,-6898295121,-8519694298.0,,-424456202.0,,2507936508,16376249265,1.02401,,-796002352.0,19795414462,1079365079,1298059965,-4636096414.0,,,100514991182,1020576132,1020576132,-1261610817,8330393886.0,-119929453.0,,277483833,2344503233.0,,2339800118,,991000000.0,170487948,,,,2279835391,945326279,22785420341,,,-1381540270,3313345091,1.01397,1741328630.0,924162259.0,1012345679,396470311581,1437977660.0,,,,,,,,,,,,,,,,,,,
2007-04-30,1001000000.0,-1597337770.0,391219079312,,1355518581.0,3101497505,,,,,,-7844930212.0,-15565376537,-12588458780.0,,-427457276.0,,2532445923,16763172490,1.03614,,-4501834586.0,19995562951,1073765946,1325568497,,,,100174154187,1039378813,1039378813,-11308550026,26984081988.0,-44241373.0,,286189684,2308374931.0,,2300610094,,992000000.0,110155424,,,,2507936508,1290072102,26499168053,,,-11352791399,3445368830,1.02618,,1831245396.0,1028286190,411710482529,1477537438.0,,,,,,,,,,,,,,,,,,,
2007-07-31,996000000.0,-2110531360.0,387943775956,,1357682887.0,3200937067,,,,,,6978862653.0,-11781882596,-10204806138.0,,-461045738.0,,2370354595,16967309126,1.03281,,2380149790.0,19666702162,1084016612,1327867107,,,,92856990736,1031838995,1031838995,10391479126,1299303276.0,-65836628.0,,296028112,2295815142.0,,1774038973,,988000000.0,-91100192,,,,2532445923,1289532531,25417953360,-1511239830.0,,10325642498,3533170056,1.02278,,60053957.0,1015866255,408115216697,1426898094.0,,,,,,,,,,,,,,,,,,,
2007-10-31,,-3857723962.0,392209819317,,1190784302.0,3077627496,,,,2385772396.0,,3284046688.0,-10774784408,-14435787355.0,,-457923387.0,,2137924510,17460032163,,,-54595513.0,18803329865,1056680779,1157724211,53489.0,,,88834547347,953771266,953771266,4189844332,6509860998.0,-86897285.0,,203952945,2271308296.0,,1710339608,,,-74133096,2385772396.0,1800208117.0,,2370354595,1634660865,25148992527,-29430607005.0,,4102947047,3645417929,,,326152236.0,937828142,411509790937,1406678649.0,,,,,,,,,,,,,,,,,,,
2008-01-31,992000000.0,-3295180723.0,428880522088,,1059236948.0,2839357430,,,,,,-2955823293.0,-18778112450,-19184738956.0,,-483935743.0,,2816265060,17809236948,0.83346,,1092369478.0,19992971888,1047188755,1028112449,-2766064257.0,,,94481927711,835341365,835341365,-1028112450,20394578313.0,-95381526.0,,192771084,2459839357.0,,2149598394,,985000000.0,588353414,,,,2137550201,1865461847,32246987952,-2035140562.0,,-1123493976,3726907631,0.83346,2537148594.0,1424698795.0,814257028,449421686747,1539156627.0,,,,,,,,,,,,,,,,,,,
